time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
678,2011-11-10,00:00:00.00,1.17579,1.5959,3.12931,0.922674,0.88556,0.685409,0.51488,0.772847,1.49441,2.56738,2.63453,1.37462,13.293,1.55396,5.68097,8.99086,4.34158,13.9239,12.0398,1.02874,0.726637,1.77188,0.970475,1.18647,1.43163,7.10441,2.59884,2.31478,2.12168,15.3888,3.12707,4.79384,9.01279,3.00006,3.55119,8.71494,5.13639,1.45091,120.579,3.36883,4.25255,1.00702,0.812095,1.44813,16.0666,1.19412,22.8704,4.62798,0.348448,0.918397
679,2011-11-11,00:00:00.00,0.585145,2.76553,4.62324,1.99416,1.21656,1.90649,1.27546,0.811985,2.53967,3.20566,3.56584,3.06259,14.9267,1.53172,7.2007,11.7264,4.82646,14.4021,15.2862,1.42667,1.38885,3.32413,1.37397,1.68355,5.13801,6.87725,4.2307,5.92907,3.73853,15.1875,4.22027,5.61996,10.858,4.84772,6.25708,8.81818,5.40843,2.18351,109.093,3.9925,4.39803,1.92048,1.60627,2.19912,15.9594,1.25343,22.2085,4.51035,0.673248,1.20028
680,2011-11-12,00:00:00.00,0.658882,3.30139,4.6247,2.15325,2.11951,1.45438,1.63743,0.298747,1.84337,3.03077,4.11162,2.19692,17.1983,3.34225,7.90446,11.9354,7.25732,17.208,16.4805,1.3824,0.928366,3.83119,0.838786,2.62847,4.94601,1.52287,4.19336,5.90836,4.03283,16.6982,5.89112,9.32988,10.3139,4.02979,10.7015,9.95551,6.04977,1.75532,93.4535,4.20726,4.3211,2.45991,1.63078,3.10643,15.7638,1.64825,21.8339,4.91082,0.955751,1.78834
681,2011-11-13,00:00:00.00,0.3779,2.52208,3.21121,3.29819,2.25919,0.2406,0.922278,0.238136,0.919886,3.67065,4.0755,0.488379,17.0306,3.72915,7.46063,10.577,8.7814,21.6888,13.5386,1.01047,0.168796,2.31492,0.213066,3.63468,1.00342,1.45708,2.7212,3.93169,3.79262,20.3502,6.3079,11.03,11.3928,1.96855,11.451,10.8295,7.13392,0.67112,85.2067,4.65856,4.24306,2.10342,1.37029,3.34367,16.5378,1.94047,21.9251,6.78872,0.669321,1.68317
682,2011-11-14,00:00:00.00,0.374421,1.77507,2.21477,3.89619,3.4026,0.141215,0.258908,0.260614,0.759269,4.05742,3.53989,0.471693,16.6784,1.92016,7.08502,10.9442,5.97049,21.8908,13.7899,0.496048,0.172976,2.04153,0.21693,3.1723,0.992785,1.43136,1.19654,5.27497,4.00971,23.3069,5.53797,7.35987,12.0044,1.84937,10.2677,11.3646,7.67902,0.63719,83.6029,4.92137,4.1023,1.43576,1.00844,2.40292,16.7357,1.52056,21.8938,8.00752,0.328664,1.02777
683,2011-11-15,00:00:00.00,4.67326,1.80365,4.43755,2.61603,4.34363,0.93568,0.61057,2.86521,2.09368,4.71399,3.68553,1.41586,19.3564,1.63295,7.39644,10.6959,4.44455,17.2302,15.3676,1.88646,1.1751,3.02002,1.66088,1.96232,1.00188,7.01972,2.34754,5.44473,4.14151,25.5098,7.89042,7.49968,12.57,2.63982,12.0679,15.4726,6.90016,1.93676,84.9234,7.97489,6.75066,3.02425,4.2672,1.71449,16.5101,3.83997,23.3247,6.0372,1.65904,5.6861
684,2011-11-16,00:00:00.00,0.387849,5.30368,6.37312,3.50416,3.061,2.27692,1.41255,2.89271,4.08969,5.54224,5.47063,3.63909,22.6244,9.30996,8.41781,14.7436,4.36207,16.729,17.0707,3.18062,3.09575,7.51458,3.69064,2.54624,5.4788,7.07388,3.72168,7.6057,4.33586,34.1457,12.9185,22.234,16.4943,6.07586,14.2732,16.8697,13.1049,7.75184,89.585,14.8108,15.2216,14.0264,10.8115,10.3646,25.134,8.01346,28.786,16.0485,6.96424,10.5601
685,2011-11-17,00:00:00.00,0.409007,4.91663,6.48041,3.59596,3.6074,1.4907,1.63988,0.300212,2.65291,4.06396,6.48969,2.66709,26.9188,9.21439,8.19994,14.7395,7.02352,20.9516,17.6056,4.36792,2.15172,8.59344,2.27731,4.73612,5.47447,1.60995,3.64495,6.05315,4.0492,46.8694,14.6622,19.5187,14.9366,5.22353,25.2563,21.1112,19.7631,6.46997,76.8365,15.8051,21.3536,21.0183,10.6705,17.6594,27.8446,5.76995,32.8252,27.2046,10.5273,21.6587
686,2011-11-18,00:00:00.00,0.480281,1.46862,4.19133,3.58482,3.70278,0.155993,0.834833,0.267523,0.689189,6.00246,7.49369,0.454363,27.1238,1.61973,6.91398,11.3069,8.75984,24.7028,12.8433,3.13407,0.248732,3.94098,0.272398,6.3967,1.06944,1.70838,2.22129,3.65332,3.18166,43.5865,9.01139,5.15505,12.2816,1.78679,22.3255,24.8069,12.4705,0.715331,65.1713,20.1759,18.0455,16.9157,8.99604,17.0783,30.2206,1.61529,33.4338,15.6922,5.2693,17.3156
687,2011-11-19,00:00:00.00,0.443492,1.50859,1.68056,3.5783,3.69092,0.164536,0.214784,0.278847,0.69991,5.64028,6.63931,0.478573,27.1036,1.84292,6.29992,11.1509,5.30294,23.5206,12.953,0.527446,0.219521,3.01508,0.278291,5.33718,1.13955,1.78313,0.979901,4.92315,3.73968,35.821,3.83124,5.97464,12.7784,1.81893,17.1651,15.3823,5.38873,0.760583,62.4929,27.5138,15.0194,7.9416,5.49482,9.56668,35.8681,1.244,36.9026,5.10568,0.431565,1.65395
688,2011-11-20,00:00:00.00,0.466522,1.54048,1.6885,1.69104,3.68116,0.1528,0.224069,0.282546,0.730599,2.21982,5.63922,0.484337,30.475,1.92954,5.84199,9.8598,3.40003,16.3332,14.6799,0.503966,0.228888,5.22459,0.293529,2.52192,1.18672,1.88288,1.03188,4.89804,2.79592,35.2203,4.02067,6.30851,9.82854,1.8097,24.4917,8.77294,5.54728,0.795445,68.8192,15.8367,20.7012,1.2311,0.7977,1.63096,30.1895,1.27504,40.7431,5.67347,0.49914,1.36054
689,2011-11-21,00:00:00.00,0.471459,1.59995,1.7303,0.772636,1.79537,0.156731,0.219239,0.292437,0.757515,2.30962,6.21689,0.494076,31.564,1.8316,4.88133,9.17859,3.42766,15.3051,11.1315,0.525759,0.235126,6.89381,0.305436,1.20328,1.24402,1.97919,1.08525,3.53101,1.09907,26.4532,3.97697,6.2477,10.2359,1.78144,16.3837,9.1388,5.4981,0.886572,71.4611,3.93573,29.4164,1.41253,0.898071,1.76517,48.0276,1.26602,45.3944,5.88349,0.58647,1.64441
690,2011-11-22,00:00:00.00,0.635473,2.02715,1.76605,0.782196,0.877278,0.173779,0.216941,0.300022,0.772574,2.37748,4.77193,0.509928,30.0475,1.82353,4.2005,8.70319,3.382,17.016,9.1391,0.537331,0.243864,5.84719,0.316857,1.24641,1.30522,1.95934,1.11304,2.34041,1.14345,20.0626,4.03807,6.1474,11.7691,1.77106,7.12106,9.1959,5.44125,0.947198,63.3411,4.48652,34.8796,1.8211,1.23945,1.87671,51.9693,1.30733,41.3254,5.60043,0.994402,2.4484
691,2011-11-23,00:00:00.00,4.71526,2.05703,2.3289,1.72932,1.40585,1.34361,0.953222,3.44922,2.25419,2.87944,6.99248,1.09994,26.7691,1.92805,5.51296,8.23713,4.49784,13.5513,9.78922,2.8604,2.01778,3.09172,2.67416,1.66018,1.33616,9.0043,3.08445,2.64027,2.74504,21.2917,5.4116,6.99108,13.4552,3.37814,6.37644,11.6771,6.21128,2.81071,59.0283,9.98408,42.366,5.40695,5.53383,2.87097,30.9822,3.62589,31.305,5.40799,3.1746,6.88096
692,2011-11-24,00:00:00.00,2.40391,2.18809,4.3516,4.47956,2.52164,4.12955,2.77086,5.74351,5.62063,5.10954,7.94639,3.54368,24.9596,4.62602,10.0087,15.4104,5.53273,12.1945,18.0562,5.99964,5.97912,7.47461,6.83191,3.50273,7.02623,13.7896,6.77896,7.35569,6.24702,25.3914,9.43796,13.2455,20.7689,10.7557,16.0907,15.1338,11.2538,12.523,66.9667,20.6758,66.5805,16.3452,12.4686,10.6411,28.8996,6.86669,35.131,15.0458,7.54761,10.0301
693,2011-11-25,00:00:00.00,0.546013,4.70977,5.66481,4.6656,4.75185,3.42812,3.65584,2.64248,6.32123,6.34356,6.59643,5.34022,25.9964,9.19872,13.4843,20.8569,10.3466,17.6314,28.6581,7.99218,5.92069,12.5611,5.86336,7.4621,10.6985,6.88075,8.16578,10.936,8.25835,33.7103,12.7966,19.7726,19.0553,12.9238,48.5109,18.8042,17.238,13.2686,93.1719,26.0814,56.4138,23.8456,13.81,20.0986,29.4794,5.38275,41.3116,27.3292,9.21895,15.088
694,2011-11-26,00:00:00.00,0.562857,5.72567,5.85676,4.61006,4.76958,0.633433,2.11232,0.416163,3.04862,4.96559,8.02524,2.91064,30.4694,6.59879,12.2871,17.6292,16.277,32.3057,24.642,7.20846,2.01876,8.56573,1.79633,11.4308,5.1028,2.37271,6.2205,8.52033,7.52847,38.5014,11.7782,13.72,17.6037,5.70062,55.1077,21.6561,14.267,3.75105,112.644,32.5285,23.6267,18.8932,10.8575,20.4662,31.5179,2.24488,38.009,20.4614,5.273,12.147
695,2011-11-27,00:00:00.00,0.620626,3.20824,4.9384,5.6588,4.71614,0.166751,0.50722,0.486321,0.995078,5.89368,7.71808,0.563409,28.3903,2.05204,10.5135,16.6955,11.9328,42.4715,19.6137,3.04967,0.409311,5.45933,0.538544,11.4355,1.57184,2.60311,3.07364,8.60657,7.35738,37.0488,7.22893,6.36468,22.8537,2.15691,47.3034,17.1037,7.68989,1.42199,115.484,39.0909,20.1042,9.07219,6.13758,11.8654,33.2697,1.51612,37.3698,8.65801,1.60127,2.93331
696,2011-11-28,00:00:00.00,3.92364,2.22397,5.66719,4.82304,6.53931,1.93931,1.2719,6.42343,4.77671,9.20173,6.5482,1.82121,25.398,2.10418,11.0906,16.2884,6.37676,32.2822,23.5813,4.48961,2.88721,8.38266,2.4618,7.87383,1.7861,14.1315,5.0135,10.3365,9.01947,36.0551,4.89242,6.83944,21.7005,3.61979,60.6406,11.9353,6.17692,2.5072,132.632,29.8036,27.524,4.92265,5.04444,4.29965,32.1646,2.91047,41.9587,6.53048,2.13218,6.13656
697,2011-11-29,00:00:00.00,2.24157,9.86298,8.17382,6.98532,5.83766,6.00387,3.63445,7.42783,10.0927,9.83483,9.25648,4.9525,32.7435,3.06098,13.3578,21.9967,5.69103,23.6816,28.0273,8.20978,7.71752,19.3334,5.7258,6.67811,11.7172,15.8084,9.41245,15.6423,9.55973,35.5946,7.54761,10.8026,25.6714,9.17655,53.3631,12.2921,8.50166,7.54403,152.762,21.9988,43.2807,13.6377,11.4969,8.23332,47.3361,5.12433,47.4949,12.4723,6.56146,11.2061
698,2011-11-30,00:00:00.00,10.7671,11.4317,23.2437,12.0432,10.1651,11.5597,8.71233,23.0693,17.3624,14.457,14.6434,11.2287,45.1211,6.05615,18.0883,25.4475,16.0825,32.9228,30.8732,23.8292,14.7486,24.0302,13.3729,13.015,13.3436,36.6228,19.0887,14.8137,15.5568,34.7571,11.0864,16.3183,42.8689,13.2743,49.9561,17.1206,13.185,11.9001,157.703,31.201,58.7283,26.3786,19.3662,17.7545,53.8197,5.57197,49.4967,20.4531,12.2493,22.8011
699,2011-12-01,00:00:00.00,1.47033,27.7755,33.4159,29.6175,15.431,22.9987,15.6389,24.5785,25.1437,27.7552,22.5055,23.4449,55.6677,7.48346,29.7076,44.3569,23.4816,45.6506,50.0017,32.9297,26.5149,40.6349,23.4075,28.0434,31.3975,37.2027,26.3318,30.1991,25.1031,36.1147,12.0404,15.4239,60.2143,26.7974,66.5409,22.2176,17.3304,24.8585,157.238,51.9464,69.343,39.7897,24.8825,29.1735,47.8564,5.2737,46.1229,21.5616,15.3059,27.837
700,2011-12-02,00:00:00.00,1.22432,28.1149,39.3513,30.917,30.1592,17.2489,17.7627,4.10824,15.777,22.3074,28.2396,17.0827,76.622,5.80572,36.2039,47.7408,39.4305,66.1278,68.767,36.7929,18.76,48.0663,15.0677,45.8188,31.5915,7.52152,23.6312,34.5725,28.959,37.0209,10.0225,11.4678,49.1877,22.9016,117.288,24.1043,16.8613,20.8098,157.838,64.7153,75.8353,40.2004,21.0697,32.2064,45.0519,3.89331,48.708,18.1171,13.7015,23.5285
701,2011-12-03,00:00:00.00,1.51369,5.72004,28.406,30.2658,31.2339,2.17892,9.42945,4.28916,4.21783,30.8489,30.002,2.48914,83.3067,3.79406,32.3162,37.1774,52.6183,100.219,51.6295,28.31,3.73456,29.5245,3.17478,54.5008,5.71533,8.73088,14.2496,25.2858,25.707,36.2843,8.31515,9.65292,48.5903,5.24988,123.163,21.8481,11.6148,4.27414,214.876,65.1296,63.2552,24.8849,13.1142,23.3758,38.64,2.24148,54.6134,12.729,7.18823,15.441
702,2011-12-04,00:00:00.00,1.59667,5.28788,6.13897,35.9975,30.8979,1.73854,2.01107,4.73591,4.67714,31.4404,23.8744,2.29851,81.1552,3.79583,29.1014,43.8559,28.3751,110.248,54.2228,8.23148,4.06133,34.1854,3.59031,45.5851,6.8163,9.5596,6.20758,32.0158,25.9235,34.7912,7.54724,10.1491,68.6436,5.61624,111.185,15.784,7.91263,4.6796,253.197,60.077,51.7579,12.6963,7.7405,12.4089,46.0191,2.01456,56.7174,9.41355,2.96,6.10896
703,2011-12-05,00:00:00.00,3.8561,6.87342,8.58167,20.4879,37.4635,5.61427,3.38839,9.59571,9.01881,12.6999,20.7542,3.68406,110.118,3.77037,28.1966,43.0381,10.852,73.085,70.8661,11.286,6.17733,52.7158,5.51932,25.6316,7.55845,19.1382,9.0901,30.2296,20.5355,32.2199,6.7427,9.59256,59.9304,8.00573,136.969,12.5455,7.72682,5.94485,261.12,40.1524,64.3184,8.52892,5.66795,6.15167,53.5428,2.35955,55.6236,9.14054,3.63419,7.95237
704,2011-12-06,00:00:00.00,7.29011,17.6068,15.3798,14.072,22.0843,10.2415,7.1532,16.7308,17.2465,17.7594,35.9507,9.12081,138.655,2.86809,24.8896,45.0973,14.6355,65.3964,53.5857,18.6836,13.2559,67.9957,11.2858,18.6014,16.2629,34.0086,15.8885,26.9842,14.9288,29.9188,8.49232,9.60162,65.0122,12.3137,108.233,15.8711,9.13646,10.9238,268.45,34.5572,85.603,16.5545,15.5986,8.31639,57.1821,7.38323,54.2666,10.7374,7.91453,18.6403
705,2011-12-07,00:00:00.00,2.63462,21.2344,22.0622,15.9492,14.9337,7.67401,8.27282,11.5328,17.9392,18.3066,36.1301,13.7973,163.31,7.19983,21.9494,45.1862,23.2755,86.7582,40.3213,25.0976,18.1006,72.7205,14.8764,27.9612,29.5784,26.5402,20.3321,28.3703,21.493,31.5473,12.2506,17.3704,73.3303,13.8704,81.2244,20.2088,16.3417,15.8048,268.829,49.1533,115.446,40.6101,30.2597,27.1005,64.7095,13.786,56.981,30.5638,18.4426,30.3188
706,2011-12-08,00:00:00.00,1.84092,11.3461,19.8774,19.3376,16.4688,2.65541,4.89048,5.23153,10.2977,23.9404,47.7485,8.9657,172.03,10.3157,22.142,37.3162,26.3793,76.5572,40.614,25.7292,11.5294,51.8855,10.4496,39.7436,22.2953,12.9219,18.3602,27.575,23.3347,37.8082,14.2475,19.6801,51.5509,9.8692,78.1292,26.3782,23.6326,11.451,273.739,55.9223,120.514,54.1498,30.2539,44.7324,60.7067,10.8461,61.2129,49.5017,23.7711,44.2347
707,2011-12-09,00:00:00.00,1.87535,7.59855,10.8023,18.4855,19.8415,1.66926,2.27625,5.34949,6.60116,25.8503,46.1001,3.49962,160.524,6.24913,21.4704,31.1964,19.0394,64.094,42.8517,16.7471,5.53914,32.489,5.78381,44.2472,10.1355,12.2225,12.5274,25.4466,23.0919,40.0923,11.9269,12.304,38.8506,6.60932,68.0907,30.7318,18.9077,6.07947,292.551,70.2294,97.9256,44.7928,25.8725,45.547,60.0941,4.71191,62.1735,34.4824,14.2696,33.8242
708,2011-12-10,00:00:00.00,2.01153,7.94515,7.43604,10.8587,19.0021,1.72444,1.95792,5.55113,6.90361,16.1736,22.4493,3.39313,145.993,3.23867,19.5241,31.1244,12.9569,57.5412,43.2386,10.6075,5.69984,37.4842,5.22128,34.761,9.90418,12.5504,8.94827,28.5073,22.2252,37.6402,7.8835,8.51095,37.8821,6.4913,69.9323,23.7932,11.1597,6.04428,350.206,82.5529,74.0182,27.4801,18.8878,29.5968,63.6982,3.17988,63.787,16.072,6.07867,12.0135
709,2011-12-11,00:00:00.00,1.92439,8.09117,7.75277,6.71814,11.3841,1.79922,2.02601,5.63268,7.07213,12.5227,24.7205,3.5719,152.198,3.33885,16.1508,30.3707,11.9814,54.1863,35.551,10.9175,5.9447,49.579,5.41008,22.8956,10.232,12.5377,8.95579,26.769,16.3593,36.9005,6.39601,8.56128,39.9437,6.47382,69.9911,16.211,9.5673,6.11799,402.405,57.6783,74.1368,16.1342,10.169,12.8221,56.346,3.16585,65.353,13.6307,6.1433,11.821
710,2011-12-12,00:00:00.00,1.91166,8.09391,7.95211,6.15288,7.24722,1.86691,2.08992,5.62421,7.10488,12.8844,25.1459,3.68683,155.708,3.40935,14.1567,28.2223,11.9728,53.6064,29.0964,11.1966,6.04881,54.3485,5.47976,19.5144,10.2742,12.3113,9.06784,20.9719,11.8824,33.4492,6.43637,8.57724,40.4542,6.39134,56.6113,14.6799,9.71336,6.10416,423.407,33.3629,97.2207,16.3322,9.84002,11.8796,77.9564,3.1944,68.3685,14.0746,6.56163,12.8136
711,2011-12-13,00:00:00.00,1.8905,8.00375,8.06331,6.31681,6.71526,1.92689,2.13877,5.59997,7.04932,12.9921,30.9763,3.75748,132.248,3.33907,13.7832,24.6468,11.9111,45.9513,27.6588,11.2784,6.059,44.9196,5.46828,20.0635,10.1376,11.977,9.04287,17.2665,12.0978,27.2238,6.4177,8.447,34.3635,6.29755,47.8668,14.7001,9.50291,6.04526,439.605,33.1659,109.177,16.7266,10.0635,12.2804,87.7243,3.17811,66.9722,14.0529,6.54467,13.0328
712,2011-12-14,00:00:00.00,1.91811,7.89812,8.36666,6.51375,6.87761,1.99288,2.18125,5.51097,6.99637,13.1339,32.9738,3.8695,114.402,3.33199,13.7377,22.4712,11.902,39.5099,27.2688,11.267,6.0264,32.9786,5.42351,20.1527,9.91641,11.5956,8.93832,17.0959,12.2963,24.5369,6.35998,8.32174,29.6606,6.24332,45.9029,14.3214,9.19185,5.93719,432.287,33.8198,118.254,16.7744,10.2283,12.5375,65.0266,3.16668,56.9851,13.8383,6.50522,12.9603
713,2011-12-15,00:00:00.00,4.25817,9.27169,10.7792,7.81993,7.62187,3.56842,3.18582,9.46556,8.89912,15.2712,23.6953,5.19895,99.3703,3.32825,14.8003,22.7127,12.8566,38.185,28.1126,14.0913,8.15845,29.5729,7.12968,20.4665,9.6744,17.1479,10.4467,17.1908,13.4155,24.5821,6.70884,8.52203,32.0417,7.173,46.4819,14.9508,9.31081,6.26428,412.274,35.7419,135.268,17.6134,11.5509,12.6842,50.9582,3.53991,54.471,13.6335,7.11984,14.9864
714,2011-12-16,00:00:00.00,6.49779,16.998,17.2192,11.7769,9.26636,8.21473,5.98597,12.1251,14.4607,19.7138,22.4488,10.4659,101.19,4.23723,18.1864,27.8707,13.9676,38.4459,33.9038,18.1023,13.6503,36.8084,11.9035,22.6694,14.9574,29.9059,16.458,20.9875,19.2281,27.4078,11.086,12.7674,38.971,12.3079,53.1114,19.5077,12.2957,9.86504,421.845,41.7694,109.787,23.6545,17.1422,14.8174,43.0278,7.07103,59.1914,15.1387,10.3855,21.2264
715,2011-12-17,00:00:00.00,1.91503,21.8608,23.0623,12.8781,12.6457,8.61611,8.18125,8.04625,16.5632,21.587,27.5072,15.5075,109.474,11.5108,21.3962,31.8636,19.1282,44.1678,39.9909,20.7721,14.3965,46.2372,14.0356,27.844,24.4792,24.3013,21.1672,31.1772,25.4642,36.2199,15.7745,23.5198,38.9296,14.11,70.2185,23.5862,21.269,13.9168,440.853,48.983,77.7381,36.8876,23.5499,24.2402,49.7969,10.248,58.5413,28.105,16.3185,28.2187
716,2011-12-18,00:00:00.00,1.91318,14.5283,22.8962,14.1438,13.4132,4.04699,6.37043,5.33242,11.1238,24.7667,30.5465,10.5645,104.492,11.0312,21.3679,29.7057,26.013,57.4985,36.9411,19.3053,8.93817,42.6343,9.32057,33.8947,19.1805,11.5942,19.3028,29.3745,25.5618,45.9825,15.7752,20.2051,38.0245,8.76219,79.9162,28.4931,24.9581,10.192,464.334,52.7896,81.9622,41.7141,22.7774,31.8688,53.9269,7.13006,55.2512,36.8302,17.3931,31.8612
717,2011-12-19,00:00:00.00,2.04991,8.39893,15.287,16.2587,14.6916,2.21415,3.29622,5.31547,7.11969,27.0228,29.4499,4.49665,98.2656,3.84139,20.0517,28.9446,22.1609,64.6437,35.0805,13.6791,6.13949,35.5907,5.59505,35.1726,9.65436,11.5955,13.2827,25.0778,24.1616,44.9409,11.2655,9.24911,42.8077,5.82554,75.0885,28.8156,15.8766,5.69134,535.697,59.0217,79.2724,33.9146,19.9624,30.6274,56.0286,3.6354,56.9011,23.9282,11.1721,23.8771
718,2011-12-20,00:00:00.00,2.33575,8.252,9.51719,12.5028,16.8136,2.28505,2.44543,5.92236,7.40023,19.8272,27.1905,4.58033,103.615,3.57097,19.2017,28.9082,13.8231,55.0057,39.4673,11.0284,6.24446,38.2403,5.71253,28.9797,9.59333,12.2198,9.41633,29.4236,23.806,40.8598,7.10587,8.49906,40.9577,5.9348,82.2578,20.0664,9.687,6.15901,609.543,60.9608,79.0592,24.3891,16.6812,21.497,57.7737,4.3256,63.2037,13.7699,7.24932,14.6804
719,2011-12-21,00:00:00.00,2.33312,8.8946,9.61765,8.5008,13.0496,2.35072,2.52097,5.87746,7.6296,13.8939,28.3214,4.89674,118.528,3.71956,16.9352,27.9581,11.2715,47.1436,35.9437,11.1536,6.30438,44.4531,5.76844,21.8167,10.7243,12.0355,9.44057,27.6636,18.7488,39.4202,6.90466,9.18474,39.8294,6.19597,84.5903,15.3374,11.3762,6.18994,575.742,46.1813,89.7222,20.8514,14.2802,16.8768,56.7995,5.91498,68.3825,17.556,8.25119,16.633
720,2011-12-22,00:00:00.00,4.9725,8.99575,11.5288,8.1133,9.35824,3.16703,2.98312,7.37421,7.93961,14.6789,30.1362,5.69254,130.48,3.88245,14.1946,27.0584,11.6818,50.1774,27.804,13.1279,7.23785,45.7624,7.12867,19.6876,10.6374,14.94,10.7357,21.7525,15.8016,33.7614,9.10427,10.9298,43.6924,6.21515,67.8471,18.7948,13.6577,6.28578,493.496,39.334,104.96,26.645,19.989,21.2868,72.2559,8.30182,71.0308,21.365,11.7765,23.7076
721,2011-12-23,00:00:00.00,2.49649,12.2122,13.1939,10.0795,9.09643,5.37973,4.15126,7.81467,8.87169,16.2743,34.8274,7.64837,138.629,7.41216,13.7902,25.4693,11.9181,46.8063,25.5729,14.2853,9.00838,42.5139,9.31883,20.8608,11.8942,15.9043,12.397,21.146,18.3159,33.2231,11.4817,16.3361,40.4625,6.83687,56.9467,22.9738,18.4031,7.85989,473.277,47.6303,118.964,40.1528,28.149,31.5895,82.9407,11.3158,69.6049,28.2086,18.4308,31.7763
722,2011-12-24,00:00:00.00,2.3272,12.1781,13.8778,10.5969,10.7577,5.46115,5.11539,6.06402,8.32563,15.2888,38.1966,7.08507,137.152,7.71841,14.7423,23.1836,13.3747,39.6864,26.4362,14.7779,8.51075,37.1827,8.30876,22.6934,12.892,12.6565,12.659,21.6332,18.593,40.1365,12.5035,15.735,32.8494,7.00792,56.1473,28.2063,23.2864,7.38748,510.69,50.133,129.61,48.2357,29.6839,41.1249,76.451,9.89283,66.6521,36.148,21.0707,39.9181
723,2011-12-25,00:00:00.00,1.98663,8.2308,12.4374,10.7694,11.1479,3.32889,4.40738,5.5049,7.05254,17.2963,30.9116,5.13915,123.771,5.99231,15.0826,21.5168,15.7069,39.5808,25.8406,13.9906,6.89028,32.7957,6.21685,23.5694,10.8914,11.242,11.1182,19.8046,17.5908,42.1591,11.5742,12.1387,30.738,6.02926,55.8468,31.6924,20.0366,5.64225,539.596,57.6059,128.684,42.9389,27.1922,40.942,71.7931,6.22348,70.2934,29.951,15.1858,33.2053
724,2011-12-26,00:00:00.00,2.08112,7.92989,9.90225,11.9198,11.3113,2.55814,3.09258,4.95592,6.72478,17.1723,23.7984,4.9749,116.672,5.65747,14.8001,21.6147,14.5966,41.1523,25.8934,11.7037,6.27273,32.1035,5.74438,22.7383,9.53276,10.4447,9.45871,20.5964,17.5251,41.4274,10.1067,11.4798,32.2634,5.49641,55.2164,25.9343,14.4073,5.38695,565.05,64.6047,107.43,32.0653,22.141,32.4067,73.253,4.76405,76.5869,20.2458,9.86981,19.5231
725,2011-12-27,00:00:00.00,1.98706,8.16296,9.76165,10.5572,12.4588,2.60218,2.71674,4.88877,6.61597,13.1951,23.1283,4.90342,118.968,4.60773,14.4259,21.733,11.7837,38.8528,27.4567,10.8511,5.88109,32.8498,5.46689,20.6316,8.75969,10.2512,9.09073,20.3808,16.4268,41.0768,9.3722,10.7066,31.3503,5.29049,54.9487,19.9339,12.2911,5.23593,545.612,49.9965,99.7801,24.0977,16.3266,21.8869,73.8591,4.36377,75.8029,17.0764,8.9963,17.4561
726,2011-12-28,00:00:00.00,4.34022,8.17275,11.3217,9.26048,11.4782,3.47449,3.25661,7.21002,7.84102,13.5795,24.6692,5.89868,113.302,4.88311,13.9797,21.5495,11.3098,36.9431,26.3608,11.7182,6.7422,33.3222,6.674,18.7551,8.64874,16.7847,10.7705,18.9462,16.1533,38.0247,9.39374,11.5911,32.8065,5.85217,53.427,19.1039,11.8353,5.65687,478.09,38.5966,116.739,23.8874,17.301,18.8829,85.6999,6.00085,75.2205,16.1848,9.62433,20.117
727,2011-12-29,00:00:00.00,2.06875,10.1024,12.7632,10.9444,10.1832,5.20121,4.06263,7.26592,9.25114,14.5145,24.671,7.98381,107.07,6.21058,14.6517,24.5281,11.243,38.0668,27.2077,12.7618,8.22045,35.4421,8.56759,18.7385,13.9429,17.0484,12.6326,21.5464,17.9587,36.796,10.3209,13.4614,35.8422,8.93646,55.2139,19.6568,14.3993,8.96123,460.744,41.5755,130.051,30.2032,21.6922,23.587,92.9747,8.13543,75.7848,21.9297,12.2854,22.8048
728,2011-12-30,00:00:00.00,2.24279,9.77402,13.704,10.7244,11.5527,4.72557,4.36665,5.49616,8.55959,13.6285,27.261,7.17779,108.616,6.2124,14.6651,23.7228,13.5149,39.6179,28.5656,13.8048,7.48156,34.6786,7.46224,20.5283,14.2979,12.5307,12.8272,21.199,18.3908,37.123,10.5478,12.6916,33.2122,8.27324,63.6026,21.266,16.8224,8.38552,478.47,42.0732,140.806,34.1042,21.6338,29.0395,80.7757,7.05478,70.8775,27.7014,14.0404,27.1477
