time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
371,2011-01-07,00:00:00.00,0.512361,2.67761,2.35053,4.30206,9.62903,0.478529,0.396503,1.72969,3.74172,3.49659,11.2632,1.59062,41.253,2.35046,5.13543,10.4218,2.33981,18.3128,12.8951,3.40221,1.76549,20.237,0.58576,6.55061,3.16495,3.96193,3.52984,10.3667,7.20189,25.5552,4.18589,5.5068,7.37317,1.82352,15.048,9.13452,5.69188,0.512513,30.2434,3.24041,13.9505,2.02244,1.4105,2.00333,32.5,1.68885,40.7589,6.67551,0.394943,0.800295
372,2011-01-08,00:00:00.00,0.514573,2.81926,2.40736,2.49922,4.39569,0.48799,0.399652,1.76476,3.84589,3.88584,16.8243,1.59639,56.7969,2.40944,3.90982,9.45863,2.37582,16.1667,8.94346,3.5181,1.82276,20.1722,0.601024,4.3316,3.24673,4.00207,3.55014,7.71136,5.17264,18.8842,4.28573,5.62016,7.3678,1.80938,10.6085,9.4632,5.81057,0.520471,30.7166,0.858476,16.187,2.05665,1.43025,2.02199,37.2808,1.70779,43.191,6.89357,0.408707,0.83017
373,2011-01-09,00:00:00.00,0.514359,2.90791,2.45117,2.54841,2.59478,0.500603,0.409451,1.78774,3.89574,4.14587,25.7351,1.59987,76.264,2.44188,3.37364,8.06583,2.38975,14.9453,7.3149,3.60046,1.86308,14.0256,0.613567,4.56714,3.29154,4.01553,3.55696,6.2748,5.20582,15.4549,4.33981,5.66817,6.70577,1.79606,5.31799,9.62741,5.85766,0.526959,24.7763,0.895498,19.344,2.08719,1.44834,2.03923,39.9951,1.71543,37.588,7.02771,0.419446,0.855537
374,2011-01-10,00:00:00.00,0.514132,2.96091,2.48393,2.60422,2.64561,0.511833,0.418575,1.80155,3.9094,4.31433,22.4226,1.6013,80.0327,2.45515,3.38812,6.82762,2.40555,10.9514,7.33677,3.65639,1.89059,9.18995,0.624206,4.73636,3.31007,4.00948,3.5525,6.31191,5.22475,15.6862,4.35991,5.67,3.92673,1.78589,3.06212,9.669,5.85652,0.530333,18.609,0.933717,15.508,2.11653,1.4663,2.05469,30.4098,1.71546,30.3338,7.09587,0.43061,0.880121
375,2011-01-11,00:00:00.00,0.511943,2.98946,2.50783,2.65175,2.70282,0.521828,0.426592,1.80843,3.89869,4.42044,10.9524,1.60095,75.7626,2.45473,3.39261,6.27244,2.41421,9.32501,7.32409,3.69204,1.90845,7.00685,0.632988,4.85346,3.31005,3.98916,3.53898,6.32529,5.22998,15.7976,4.35556,5.63976,2.56016,1.77232,2.0693,9.62702,5.82047,0.534286,18.2348,0.972491,10.2279,2.17049,1.49702,2.06472,22.3606,1.70989,30.9978,7.11757,0.454293,0.911766
376,2011-01-12,00:00:00.00,0.505073,3.00088,2.52473,2.69297,2.75156,0.530793,0.433642,1.80999,3.87135,4.48395,5.43837,1.59907,76.6635,2.44457,3.38867,6.26296,2.41638,9.35101,7.30353,3.71222,1.91894,7.26606,0.640208,4.93171,3.29685,3.95847,3.51838,6.31792,5.22343,15.8029,4.33377,5.58739,2.60147,1.75682,2.12571,9.52869,5.76066,0.545149,25.3767,1.00559,7.41484,2.24561,1.54336,2.07481,17.4325,1.70016,30.6464,7.10607,0.486313,0.929465
377,2011-01-13,00:00:00.00,0.500179,3.00004,2.53604,2.72818,2.79381,0.538865,0.439858,1.80735,3.83256,4.51773,5.84128,1.59587,74.0707,2.42745,3.37771,6.23969,2.41342,9.33911,7.26833,3.72055,1.92374,7.4495,0.646145,4.98113,3.27416,3.9202,3.49226,6.29377,5.20717,15.7305,4.29954,5.51985,2.62838,1.73951,2.18612,9.39337,5.68487,0.541202,31.3236,1.0328,3.74349,2.27777,1.56458,2.11174,17.1767,1.68736,24.5379,7.0707,0.493123,0.932267
378,2011-01-14,00:00:00.00,0.4949,2.99019,2.54285,2.75826,2.82989,0.546166,0.445409,1.80141,3.78582,4.53035,6.11061,1.59153,52.8288,2.40533,3.36107,6.20506,2.40642,9.31657,7.22097,3.71965,1.9241,7.57345,0.651007,5.00905,3.24463,3.87641,3.46186,6.25642,5.18304,15.6025,4.2565,5.44201,2.64724,1.72084,2.23578,9.23427,5.59844,0.52911,36.8317,1.06791,3.79024,2.25374,1.55646,2.14778,17.3418,1.67233,20.6547,7.01812,0.474132,0.94079
379,2011-01-15,00:00:00.00,0.489295,2.97364,2.546,2.78386,2.86073,0.552757,0.450353,1.79288,3.73358,4.52753,6.2848,1.58624,28.9397,2.37965,3.33995,6.16128,2.39621,9.27715,7.16417,3.71149,1.9209,7.65262,0.654929,5.02062,3.21018,3.82865,3.42822,6.20887,5.15262,15.4351,4.20722,5.3573,2.6655,1.70117,2.2829,9.06028,5.50511,0.52649,46.2611,1.09654,3.89957,2.21667,1.535,2.12605,17.4053,1.6557,20.7585,6.95302,0.464952,0.952015
380,2011-01-16,00:00:00.00,0.48346,2.95197,2.54614,2.80561,2.88696,0.558719,0.454781,1.78225,3.67762,4.5132,6.39377,1.58012,26.4531,2.35143,3.31533,6.11028,2.38341,9.22373,7.10017,3.69756,1.91487,7.69824,0.658045,5.01957,3.17222,3.77799,3.39211,6.15344,5.11718,15.2401,4.15354,5.26815,2.67833,1.68077,2.31143,8.87754,5.40753,0.5238,48.9358,1.08168,4.01901,2.20226,1.51964,2.09752,17.3923,1.63791,20.7667,6.8788,0.468692,0.962673
381,2011-01-17,00:00:00.00,0.477478,2.92645,2.54384,2.82412,2.90927,0.564133,0.458737,1.76996,3.6192,4.49016,6.45775,1.57331,27.3424,2.32141,3.28798,6.05371,2.36857,9.15935,7.03066,3.67902,1.90657,7.7186,0.660487,5.00868,3.13175,3.72532,3.35413,6.09196,5.07773,15.0261,4.09683,5.1763,2.686,1.65986,2.31257,8.69032,5.30759,0.520729,44.9121,1.06763,4.11649,2.20793,1.52357,2.09742,17.3239,1.61931,20.6931,6.79795,0.473186,0.972462
382,2011-01-18,00:00:00.00,0.471665,2.89807,2.53947,2.83976,2.92824,0.569035,0.46224,1.75636,3.55931,4.46039,6.48996,1.56593,27.9238,2.29018,3.25851,5.99286,2.35211,9.08647,6.95694,3.65678,1.89642,7.71953,0.662316,4.98997,3.08953,3.67135,3.31474,6.02597,5.03506,14.7991,4.03815,5.08308,2.68994,1.63864,2.32676,8.50156,5.20669,0.517339,39.3822,1.08042,4.17734,2.21384,1.52767,2.09884,17.2156,1.60014,20.5577,6.71232,0.47724,0.981225
383,2011-01-19,00:00:00.00,3.01218,2.96041,3.50522,4.61605,3.69911,2.49922,1.64109,9.19826,5.15467,5.11309,6.85694,2.99671,28.949,2.37074,4.10622,6.28019,3.11297,9.06712,7.29765,8.41732,4.90196,7.76843,2.94595,5.72446,3.09617,11.0645,5.34828,6.2276,7.14043,14.8153,5.36616,6.1034,4.6799,2.6323,3.07309,9.55914,5.53731,1.22744,35.4667,2.58124,4.99875,3.14615,3.19456,2.27684,17.3144,3.92168,21.1914,6.66135,0.947542,2.64763
384,2011-01-20,00:00:00.00,0.478134,4.26402,4.29255,9.09073,5.47724,6.72719,3.97377,9.23666,6.90846,5.76272,8.08875,5.35041,31.3223,5.06405,6.56208,11.3823,3.29209,9.35236,12.0958,12.2901,10.8946,17.1327,6.77858,9.05143,9.47533,11.0444,7.62544,11.2302,10.0767,15.3645,6.74119,7.96598,7.31805,6.76604,6.90324,10.1576,8.13242,4.05886,36.9501,5.44313,7.8198,7.79303,6.02308,6.15372,24.2763,5.90781,22.4924,11.4251,2.7659,4.18517
385,2011-01-21,00:00:00.00,0.471996,4.14171,4.20607,8.12755,9.20066,4.81692,4.49911,1.87654,5.21478,5.13154,8.70691,3.9135,34.8614,5.20732,7.56523,11.8672,6.77435,13.4724,15.212,15.0251,7.94536,21.2182,4.52929,14.7367,9.41123,3.62661,7.45762,11.1428,10.1595,16.4146,6.72087,6.97028,5.77687,5.7531,15.8552,10.7448,10.2768,3.35688,39.7023,6.21744,9.95392,10.3407,5.6858,9.2233,26.7146,3.8325,23.1263,15.0036,3.94862,6.55257
386,2011-01-22,00:00:00.00,0.475253,2.78108,3.4093,9.50521,8.24127,0.618194,2.18837,1.96935,3.38213,5.74501,8.52439,1.56307,33.8733,2.46878,6.37458,9.17141,9.37682,23.3145,10.5121,11.3017,2.07208,12.7058,0.756983,17.8346,3.01587,3.67006,5.15564,8.12463,8.86614,16.4307,5.33798,4.94804,5.3775,1.62149,14.6134,11.0037,7.56743,0.5431,43.3124,8.58406,8.71673,7.95571,4.57489,8.58114,25.7185,1.85414,23.8452,10.1147,2.15199,5.17798
387,2011-01-23,00:00:00.00,0.47778,2.75732,2.51688,11.5658,9.62243,0.641143,0.518396,2.04289,3.35967,5.61986,7.68716,1.57412,32.1802,2.18018,5.68091,10.1926,5.11339,25.1892,11.197,4.03581,2.17723,12.0848,0.807498,14.3049,3.0535,3.70385,3.25545,10.2002,9.02876,16.5998,3.89298,4.68551,7.29777,1.64027,10.9869,8.91366,4.86822,0.55733,37.5311,11.7167,7.25685,4.54223,3.28812,5.37186,26.7884,1.61276,25.453,6.40316,0.52901,1.20417
388,2011-01-24,00:00:00.00,0.478686,2.73288,2.51443,5.84055,11.6861,0.662625,0.536776,2.09524,3.33405,4.25539,7.27444,1.58412,34.1235,2.17174,5.31215,9.01479,2.32865,15.1164,13.8129,4.20069,2.25924,17.9207,0.851105,8.11893,3.08293,3.72212,3.27292,10.0589,7.38929,16.929,3.77901,4.62214,5.79327,1.65414,15.0528,7.59961,4.79166,0.569119,31.9668,6.5731,9.32774,2.36611,1.62455,2.19192,23.1019,1.62522,26.3002,6.37758,0.539119,1.10063
389,2011-01-25,00:00:00.00,0.479023,2.70705,2.51097,3.11986,5.9634,0.681868,0.552234,2.12957,3.3039,4.22641,7.75855,1.59201,34.7651,2.1607,4.12441,8.32635,2.34382,13.2589,9.55387,4.32495,2.31724,21.1321,0.884877,5.54029,3.09954,3.72544,3.28268,7.77355,5.03811,14.9234,3.74896,4.55752,6.85256,1.66279,11.1495,7.43431,4.75377,0.578283,31.7101,1.28304,12.926,2.40434,1.64888,2.22387,28.7123,1.63381,27.0252,6.35173,0.549424,1.11649
390,2011-01-26,00:00:00.00,0.482925,2.67986,2.50627,3.16724,3.24489,0.698838,0.566739,2.1498,3.2694,4.19536,7.13689,1.59757,33.9583,2.14682,3.21477,7.9554,2.35472,15.9139,6.76293,4.41051,2.35613,17.6818,0.910579,5.68597,3.10389,3.71622,3.28384,5.88,5.0685,13.1591,3.71569,4.49146,8.5493,1.66657,5.77102,7.31433,4.70864,0.584824,31.0218,1.32653,14.5665,2.4376,1.67031,2.2523,29.2006,1.63726,25.5621,6.31612,0.567539,1.29017
391,2011-01-27,00:00:00.00,0.475094,2.65145,2.50035,3.22062,3.2941,0.713736,0.579419,2.15928,3.23135,4.16166,7.75722,1.60091,32.5046,2.13036,3.21614,6.75905,2.36087,11.6852,6.76214,4.46443,2.38017,11.5485,0.931476,5.78994,3.09792,3.69706,3.27722,5.89558,5.08681,12.8515,3.67938,4.42426,5.17944,1.66515,3.83701,7.19184,4.65691,0.589213,30.7799,1.36312,15.0673,2.46873,1.68921,2.27719,21.6062,1.63644,22.0846,6.27148,0.595762,1.5018
392,2011-01-28,00:00:00.00,0.472217,2.62204,2.49328,3.26648,3.34901,0.726893,0.590461,2.16063,3.19058,4.12551,7.63628,1.6023,31.0907,2.1118,3.21177,5.83558,2.36259,8.9162,6.74887,4.49384,2.39267,9.00188,0.947728,5.85751,3.08378,3.67022,3.26403,5.89663,5.09298,12.667,3.64054,4.35638,2.81783,1.6594,2.81463,7.06737,4.59988,0.591859,30.3847,1.40046,17.8235,2.50398,1.70543,2.29821,18.7689,1.63217,21.3649,6.2193,0.613549,1.91612
393,2011-01-29,00:00:00.00,0.468969,2.59191,2.48523,3.30539,3.39616,0.738522,0.600063,2.15579,3.14776,4.08726,6.27358,1.60201,29.4789,2.0916,3.20223,5.81901,2.36051,8.9331,6.72427,4.50461,2.39644,9.16366,0.960299,5.89574,3.06329,3.63749,3.24554,5.88365,5.08836,12.4815,3.59974,4.28823,2.8373,1.65135,2.87062,6.94181,4.53885,0.593141,31.72,1.43347,12.7313,2.54359,1.7192,2.31574,16.7896,1.62515,21.7866,6.1611,0.604759,1.75872
394,2011-01-30,00:00:00.00,0.465338,2.56128,2.47637,3.33821,3.43613,0.748738,0.608433,2.14614,3.10351,4.04724,6.24419,1.60031,29.6492,2.07011,3.18836,5.79343,2.35532,8.93253,6.69002,4.50114,2.39349,9.27169,0.969887,5.91103,3.03788,3.60026,3.22281,5.8586,5.07465,12.2955,3.55745,4.22014,2.85366,1.64097,2.92104,6.81599,4.475,0.593356,27.1992,1.46268,5.11126,2.55297,1.73075,2.33029,16.5462,1.61598,20.1137,6.09828,0.598365,1.23111
395,2011-01-31,00:00:00.00,0.461412,2.53032,2.46679,3.36574,3.46983,0.757766,0.615749,2.13276,3.05831,4.00589,6.21083,1.59739,29.3201,2.04768,3.17094,5.76013,2.34751,8.91645,6.64786,4.4867,2.38532,9.33409,0.977061,5.90849,3.00872,3.55968,3.19673,5.82368,5.05353,12.1095,3.51411,4.1524,2.86712,1.62874,2.96614,6.69068,4.40928,0.59267,22.8775,1.48852,5.17581,2.55052,1.74038,2.34225,16.4947,1.6051,18.3766,6.03197,0.604953,1.23237
396,2011-02-01,00:00:00.00,0.457259,2.49913,2.45653,3.38864,3.49809,0.765806,0.622165,2.11654,3.01256,3.96358,6.1732,1.5934,27.8343,2.02458,3.15062,5.72057,2.33751,8.88725,6.59942,4.46374,2.37307,9.35996,0.982262,5.89206,2.97676,3.5166,3.16802,5.78093,5.02633,11.9243,3.47008,4.08527,2.87666,1.61507,3.00536,6.56654,4.34241,0.591291,25.2954,1.5114,5.45365,2.56287,1.74838,2.35193,16.4184,1.59292,18.1713,5.96302,0.610744,1.24642
397,2011-02-02,00:00:00.00,0.452953,2.46788,2.44572,3.40751,3.52158,0.772987,0.627831,2.09812,2.96656,3.92053,6.13174,1.58852,27.6518,2.00099,3.12796,5.67594,2.3258,8.84731,6.5459,4.43416,2.35762,9.3572,0.985829,5.86484,2.94269,3.47175,3.13727,5.73202,4.99419,11.7404,3.42565,4.01895,2.88274,1.60032,3.03978,6.44396,4.27495,0.589363,29.9586,1.53188,5.80873,2.57278,1.7549,2.35959,16.3203,1.57977,18.0005,5.89221,0.615823,1.2589
398,2011-02-03,00:00:00.00,1.86768,2.43668,2.43442,3.42283,3.54093,0.779401,0.632797,2.078,2.92056,3.87693,6.08701,1.58284,27.4793,1.97708,3.10341,5.62729,2.31265,8.79873,6.48835,4.39948,2.33968,9.33217,1.06461,5.82917,2.90708,3.42567,3.10491,5.67829,4.95807,11.7657,3.69897,4.25938,2.88608,1.58472,3.07013,7.7867,4.6596,0.586975,34.1758,1.55032,6.51905,5.02026,6.14806,2.68306,16.5494,5.65729,18.7273,5.86459,1.68123,4.73549
399,2011-02-04,00:00:00.00,0.45317,2.40557,2.4227,3.43503,3.55662,0.785117,0.637184,2.05656,2.87479,3.83304,6.03952,1.57646,27.2952,2.34527,3.07738,5.57547,2.29831,8.74304,6.42776,4.36083,2.31979,9.28979,1.15829,5.78685,2.87038,3.37879,3.07136,5.62083,4.91873,12.185,4.1424,4.75328,2.88705,1.56847,3.09666,8.84706,8.16403,0.584239,32.4961,1.67708,9.92408,17.827,14.7124,11.3989,27.5458,9.6459,20.1297,10.8022,7.15087,9.19514
400,2011-02-05,00:00:00.00,0.456448,2.37461,2.41065,3.44458,3.5691,0.790185,0.641026,2.03413,2.82941,3.78903,5.98974,1.56954,27.1013,2.32186,3.05018,5.52118,2.28303,8.68171,6.36482,4.3191,2.29835,9.23388,1.08229,5.73926,2.83289,3.33138,3.0369,5.5605,4.87683,13.0486,4.30668,4.38689,2.88591,1.55174,3.12004,11.0896,11.6524,0.581213,28.2637,1.70264,13.0103,25.9547,14.902,20.8341,31.7039,6.14227,20.5774,15.5978,11.3063,18.5365
401,2011-02-06,00:00:00.00,0.486499,2.34388,2.39837,3.45172,3.57885,0.794652,0.64438,2.01095,2.78451,3.74495,5.9382,1.5621,26.8991,1.90725,3.02206,5.46505,2.26698,8.6159,6.30009,4.27495,2.27567,9.16741,0.989748,5.68753,2.79495,3.28375,3.0018,5.498,4.83289,12.7669,4.01444,3.96707,2.88299,1.53469,3.1408,12.2592,8.11542,0.577932,28.0952,1.95702,12.2409,21.2768,12.9916,23.2928,31.8755,2.30842,21.7313,10.6185,5.93198,14.6298
402,2011-02-07,00:00:00.00,0.459024,2.3135,2.38582,3.45663,3.58611,0.79863,0.647297,1.9872,2.74016,3.70093,5.8853,1.55423,26.6903,2.29965,2.99328,5.40752,2.25031,8.54651,6.23406,4.22899,2.25207,9.09257,0.988995,5.63257,2.75681,3.23611,2.96629,5.43395,4.78734,12.839,3.90834,4.75135,2.87852,1.51741,3.15903,8.45967,4.37448,0.574483,28.9124,3.9785,11.4317,11.1007,8.6924,13.8348,35.6283,1.97526,24.4254,5.81808,0.852315,2.05559
403,2011-02-08,00:00:00.00,0.497639,2.28344,2.37303,3.45965,3.59106,0.802165,0.649828,1.96309,2.69647,3.65712,5.83126,1.54598,26.4762,2.28397,2.96404,5.349,2.23319,8.47434,6.16715,4.18167,2.22779,9.01114,0.987577,5.57515,2.7186,3.18868,2.93054,5.3688,4.74054,13.535,3.78167,4.50358,2.87272,1.49999,3.17506,6.25075,4.69241,0.570912,28.5143,3.64193,18.3149,3.48867,2.39683,3.03664,30.7723,2.17623,26.4975,5.88815,0.93157,1.80829
404,2011-02-09,00:00:00.00,0.457133,2.25372,2.3601,3.46093,3.59407,0.805242,0.652022,1.93878,2.65347,3.6136,5.77647,1.53739,26.258,1.91208,2.93445,5.28986,2.21574,8.40002,6.09965,4.13334,2.20306,8.92458,0.985547,5.51584,2.68045,3.1416,2.89471,5.30299,4.69279,12.2168,3.31121,3.61478,2.86575,1.48251,3.18912,6.35955,4.72077,0.56721,26.0291,1.63847,28.6565,3.70755,2.53647,3.29657,46.8814,2.50024,29.0092,5.93568,0.995343,1.93055
405,2011-02-10,00:00:00.00,0.455127,2.22442,2.34702,3.46074,3.59529,0.807952,0.65391,1.91434,2.61121,3.5704,5.72113,1.5285,26.0368,1.88744,2.90462,5.23034,2.19795,8.3241,6.0319,4.08437,2.17799,8.8341,0.98297,5.45517,2.64253,3.09496,2.85886,5.23679,4.64441,10.9921,3.14322,3.56699,2.85779,1.465,3.20138,6.26715,4.70965,0.563408,22.8533,1.65349,34.2357,3.87881,2.64663,3.53057,46.9472,2.41397,27.8716,6.08071,1.04544,2.03481
406,2011-02-11,00:00:00.00,0.452543,2.19556,2.33383,3.45925,3.595,0.810336,0.655485,1.88985,2.56975,3.52758,5.66534,1.51939,25.813,1.80605,2.8747,5.17067,2.17997,8.24704,5.9641,4.03503,2.15267,8.74066,0.979888,5.3935,2.60494,3.04884,2.82308,5.17049,4.59561,10.6533,3.09829,3.51971,2.84898,1.44756,3.21205,6.17145,4.51043,0.559535,21.2907,1.66744,39.9826,4.0107,2.73239,3.66215,27.4825,2.07656,23.4066,5.99388,1.08486,2.11022
407,2011-02-12,00:00:00.00,0.449498,2.16709,2.32056,3.45637,3.59335,0.812389,0.656756,1.86541,2.52908,3.48525,5.60934,1.51011,25.5878,1.7869,2.84478,5.11101,2.16185,8.16917,5.89644,3.98545,2.12717,8.64492,0.97641,5.33115,2.56773,3.0033,2.78749,5.10432,4.54647,10.3056,3.06423,3.47314,2.83939,1.43024,3.22133,5.99208,4.22106,0.555622,21.8581,1.68017,52.9915,4.11209,2.79928,3.63268,24.8385,2.04484,23.1509,5.76674,1.11614,2.16274
408,2011-02-13,00:00:00.00,0.446098,2.13904,2.30719,3.45236,3.59027,0.814161,0.657821,1.8411,2.48923,3.44345,5.55327,1.50065,25.3617,1.76766,2.81492,5.05155,2.14365,8.09074,5.82907,3.93581,2.10164,8.54763,0.972557,5.26841,2.53093,2.95844,2.75218,5.03842,4.49713,10.1064,3.03216,3.42678,2.82917,1.41305,3.22931,5.85073,4.19621,0.551684,22.0943,1.69161,35.4756,4.18999,2.85151,3.55688,22.2315,2.04868,24.2276,5.72774,1.14114,2.2112
409,2011-02-14,00:00:00.00,3.69283,2.26141,3.9947,6.32151,4.69781,4.0999,2.13162,8.97864,4.35736,4.50726,5.9121,3.4015,25.8655,2.05463,3.77163,5.36661,3.10866,8.07347,6.15984,8.84131,5.15447,8.49388,2.68791,5.8771,2.5415,8.24296,4.27018,5.16559,6.73384,10.1691,6.1099,6.02856,5.35191,2.40009,4.36364,6.38271,4.4298,1.07179,25.0819,4.32089,10.294,5.03461,4.22018,3.73499,22.8097,4.10116,21.9929,5.71217,2.0243,6.21121
410,2011-02-15,00:00:00.00,3.17884,5.07179,9.86402,16.0842,7.64663,11.8354,5.73001,17.0144,9.9905,7.50917,8.75433,10.9498,30.6697,7.92694,7.40697,11.8686,4.29777,8.44635,11.4113,15.701,12.6629,15.7779,8.34402,9.79375,8.48276,24.1154,11.2943,9.51678,14.881,10.9415,11.3742,10.7628,8.66751,8.32503,10.323,7.65645,5.88146,5.8911,30.5546,11.1205,17.2299,9.52479,6.49573,5.81688,27.3706,5.64566,20.5324,9.12897,4.13366,9.00093
411,2011-02-16,00:00:00.00,0.498915,7.94313,13.8106,15.9399,16.3035,8.65102,7.72609,10.0943,12.1246,8.32864,14.3099,18.8479,42.8671,11.6785,11.9889,16.1652,10.8871,14.475,19.5307,21.5058,13.7826,28.4059,11.5156,18.9517,20.7994,19.0547,17.7844,22.4792,24.067,13.0928,12.4877,11.0338,6.81016,8.61415,24.4643,8.82269,7.94937,7.94874,29.975,15.5003,23.7773,12.0324,6.27245,7.3857,27.0887,4.06804,21.8067,14.2971,4.92209,11.3337
412,2011-02-17,00:00:00.00,1.55994,5.61073,17.0422,26.7662,16.1333,0.989653,4.31179,3.14282,11.655,11.7991,16.8583,11.8498,53.5504,5.93045,12.1361,13.3937,19.2459,29.4865,18.6349,22.9726,6.50037,26.2508,6.64542,29.1746,15.146,17.0073,19.5588,20.6627,26.1438,15.0728,10.9342,7.64695,6.51488,2.76481,26.9903,10.2002,7.61472,3.36275,37.0664,20.9955,21.1633,9.56928,5.24463,7.10415,26.9414,2.65763,22.8101,12.949,2.9266,8.89284
413,2011-02-18,00:00:00.00,1.99091,12.6361,18.0775,30.8475,27.1957,1.1254,0.922687,3.44213,18.0265,21.2255,17.4192,3.33101,50.2007,2.57756,11.5669,15.9961,13.2076,36.8721,23.3897,12.8701,2.64969,18.447,3.5508,31.5057,15.0243,18.5357,14.6122,19.045,24.7536,17.9243,9.14758,7.62601,9.99373,1.58104,22.2119,12.1151,6.75922,1.03404,54.6371,32.1717,16.7218,6.46193,4.28835,5.61132,28.1151,2.77475,25.2846,9.91441,1.34883,2.78935
414,2011-02-19,00:00:00.00,1.19805,32.393,21.7287,11.0296,31.5398,1.6158,0.976129,2.91591,18.8659,21.0764,18.0808,3.65176,57.2703,5.65693,10.9169,16.174,6.275,27.1726,34.7239,6.08061,2.83691,23.7519,3.11654,22.9904,18.128,6.00474,8.33567,25.7224,23.7104,27.3577,9.43974,13.5976,8.98964,1.6684,30.6082,14.5024,10.2755,0.986387,61.7424,26.3415,18.9333,4.67207,3.18134,4.01877,25.6113,4.13493,30.1182,19.839,1.35032,2.69684
415,2011-02-20,00:00:00.00,0.676733,23.4713,26.0359,5.11261,11.5025,1.58219,1.66419,2.98388,9.55327,20.4379,20.7753,3.34853,71.8641,7.7397,7.02265,14.0809,7.33236,27.4432,25.5891,6.44698,2.94294,33.8206,1.71245,15.8881,7.02499,5.70726,6.24252,23.9475,15.6471,35.2001,10.7496,16.3954,10.4913,1.67148,25.8885,17.735,14.687,0.862121,57.7531,8.65777,24.6839,4.71788,3.1594,3.99172,28.6031,4.06855,35.5146,33.7456,1.43364,2.80654
416,2011-02-21,00:00:00.00,1.30054,4.61606,14.9477,5.35704,5.2977,1.14958,1.59843,3.04346,4.88706,35.1919,20.0898,3.04255,74.4432,4.89337,5.25387,13.5033,7.51346,37.8691,13.0965,5.95867,2.98089,36.2575,1.79396,16.0174,5.00417,6.03551,4.8906,18.6577,11.4855,33.4165,8.53721,9.59276,14.2836,1.62496,11.8071,19.8814,12.6465,1.0879,54.1363,4.18531,27.9255,5.44797,4.09171,4.06037,34.9557,2.96524,39.0227,29.3495,1.73705,3.96101
417,2011-02-22,00:00:00.00,1.02335,5.16054,5.02623,5.81177,5.55248,1.09459,0.938943,3.07181,5.29532,26.5778,18.5367,2.66792,83.9893,2.53584,6.0333,9.71424,5.75049,29.1454,12.3147,6.05867,3.00414,27.7673,1.86669,14.1346,5.40118,6.25167,5.04016,12.3573,11.4112,28.1336,5.50904,4.55429,10.2504,1.64853,7.89143,16.1326,7.11744,2.31078,48.115,7.24193,28.8432,9.35081,6.47554,6.18028,36.2891,2.73847,40.1006,16.1004,3.22421,6.03131
418,2011-02-23,00:00:00.00,0.745595,5.58138,4.60643,5.94495,6.01484,1.12291,0.891878,3.07772,5.52066,7.91597,25.5009,2.73898,93.8942,2.643,6.02457,7.9654,3.43102,16.6726,12.7423,6.13221,3.02103,20.719,1.91635,10.363,5.62016,6.34454,5.05393,10.361,8.39658,23.5544,4.48662,4.75414,5.46714,1.65126,7.87813,9.55167,5.0036,2.05288,42.7022,8.29341,33.6242,13.7441,8.96791,10.5561,33.1416,2.55181,42.7142,11.8407,5.35391,8.28433
419,2011-02-24,00:00:00.00,0.762161,5.79229,4.90216,5.47574,6.15372,1.1464,0.916816,3.06781,5.61593,8.56233,25.2951,2.78691,101.099,2.71488,4.68916,8.69323,3.14691,15.3428,11.083,6.15941,3.02361,20.8752,1.94865,9.34852,5.71545,6.35696,5.12286,9.05162,8.53972,18.8088,4.59152,4.88703,5.55173,1.6419,7.54779,7.18622,5.17091,0.867661,61.4318,11.1335,27.6344,13.6263,9.0147,13.5746,32.8127,2.49589,46.1758,10.9701,5.08128,9.93644
420,2011-02-25,00:00:00.00,1.78786,5.87484,5.09884,5.22579,5.68864,1.16627,0.934768,3.04654,5.6289,9.02648,24.8436,2.81778,116.986,2.7916,3.94859,8.75142,3.27451,15.6809,8.82986,6.15301,3.01653,18.9926,2.14888,9.56692,5.73145,6.31909,5.14561,9.2123,8.77189,14.0275,5.25285,5.59883,6.15228,1.7951,7.79981,8.0927,5.41129,1.12962,82.1556,16.1468,17.7368,11.5752,9.69269,13.766,35.2283,3.60205,45.0755,9.66752,3.30321,9.07219
