time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
136,2010-05-17,00:00:00.00,1.04113,2.82626,7.30347,18.4681,19.4411,5.54652,3.96666,3.80085,3.35319,4.68081,10.3356,3.35573,65.7057,2.11737,6.78814,10.6333,6.08804,19.9803,13.0933,7.54542,3.93374,22.0267,3.7008,11.8733,6.02855,7.63553,6.07916,12.5483,12.2097,15.6726,4.71248,4.85585,14.0727,2.73658,44.5339,8.54693,5.02646,3.56933,283.432,21.4892,35.407,11.2469,7.95316,10.0512,22.1463,1.94784,23.8939,7.96083,4.17022,3.90249
137,2010-05-18,00:00:00.00,2.11838,2.8026,6.62646,14.5183,15.2701,5.26531,3.66592,3.39235,2.99948,4.61227,7.96938,2.99659,46.3365,1.93779,7.46497,11.8228,6.49597,21.7877,14.4774,7.07671,3.87181,16.5621,4.05435,11.4706,5.45725,6.81559,5.80758,10.6825,10.8016,12.6846,3.84214,4.11624,15.7782,3.59181,49.1075,5.6885,3.74459,6.36382,285.028,27.0213,45.4553,17.6747,9.08035,10.9554,21.2262,2.17467,16.7676,6.83101,6.08041,7.40177
138,2010-05-19,00:00:00.00,1.76025,2.30981,5.99967,13.8843,14.3525,4.86359,3.49666,3.2511,2.67569,4.26836,7.75768,2.6741,43.6926,1.79156,7.80503,13.3416,6.40732,24.7623,17.0494,7.01877,4.09789,18.0537,6.00662,10.6051,5.08196,6.40755,5.10415,9.9023,9.77765,12.2989,3.63548,3.8672,18.507,4.71999,67.2108,6.35739,4.36383,8.69739,421.736,39.3091,67.1613,23.0998,12.263,13.7283,32.035,3.913,22.804,15.8309,8.69381,11.1005
139,2010-05-20,00:00:00.00,1.03727,2.19143,5.30948,12.3835,13.137,4.43778,3.31378,2.96239,2.38814,3.71353,7.19522,2.38665,41.074,1.67705,7.15398,12.1451,6.11851,24.521,16.3493,6.68325,4.14173,17.0665,6.14909,10.1813,4.6928,5.8069,4.55826,8.81683,8.73175,12.2016,3.52966,3.55951,16.9091,4.27341,64.5602,7.51348,4.67352,6.10447,479.064,31.1525,58.4247,15.0488,9.46514,11.0365,34.6225,3.87864,30.5867,18.7318,6.10601,8.68404
140,2010-05-21,00:00:00.00,0.924477,1.86695,4.76051,10.8426,11.2692,3.87156,2.78038,2.48155,2.13136,3.34547,6.4129,2.13013,36.3437,1.39406,5.66458,9.04055,4.81649,17.636,11.6411,5.46221,3.10793,14.0869,3.89571,8.38144,3.91164,4.94742,4.0808,7.77023,7.87737,10.803,3.11048,3.07494,13.166,2.78288,45.2934,6.42922,3.56155,3.78601,354.918,18.8072,37.7933,10.377,6.1518,7.71709,24.3073,2.11653,24.1052,9.94473,3.78611,5.65287
141,2010-05-22,00:00:00.00,1.93848,1.72647,4.23795,9.88607,10.3543,3.42813,2.46486,2.21513,1.90226,2.9808,5.75617,1.90198,32.5314,1.2494,9.68096,16.1339,5.94558,17.4304,12.5901,4.68095,2.6097,12.0745,2.96158,7.38484,3.55214,4.41669,3.62566,7.13321,7.04804,8.78395,2.60931,2.68921,33.6859,5.84112,70.4832,4.78653,2.75398,7.19825,326.074,19.9076,36.098,9.52906,5.41415,6.5351,18.9246,1.75982,15.9385,7.32261,4.05924,7.2426
142,2010-05-23,00:00:00.00,1.81971,1.81735,4.24619,9.50232,9.82428,3.16882,2.40427,3.07521,2.80723,3.11385,5.86259,2.87871,32.3224,1.16424,14.6021,23.1538,8.10063,21.8491,16.4762,5.73686,3.61649,15.9619,4.96529,10.156,8.09654,10.3518,6.15577,11.0395,10.1606,7.80136,2.36097,2.47003,55.046,7.97666,122.726,5.56921,3.79588,9.00314,471.975,24.3102,42.2526,8.55172,4.89694,6.20506,20.5029,3.1063,16.7536,9.22076,3.99511,9.0726
143,2010-05-24,00:00:00.00,0.971191,1.83001,4.14006,9.36895,9.72879,2.92622,2.31662,3.04236,3.13439,3.22851,6.2448,3.30752,33.3274,1.06966,10.439,15.9912,6.68829,19.9232,14.2987,6.3817,4.04326,19.7359,5.92225,12.0971,8.88164,10.9767,7.53505,14.0217,12.871,7.18897,2.1715,2.23417,33.5008,4.55588,129.668,7.35297,4.6652,5.31522,568.454,20.5433,37.7275,7.64098,4.3726,5.77407,24.4116,3.65179,21.7263,10.0372,3.12455,6.73769
144,2010-05-25,00:00:00.00,0.8631,1.34564,3.43858,7.84627,8.29327,2.55847,2.0494,1.91523,2.02372,2.66142,5.57375,2.14746,29.3065,0.907775,5.85283,9.48836,4.42355,14.1134,9.78113,4.6878,2.71889,15.0357,3.71669,8.21084,4.07965,5.12437,4.58762,9.46948,9.37772,6.28909,1.90101,1.95324,15.3392,2.86717,92.095,6.49009,3.33315,3.70933,520.37,15.0418,27.869,6.67846,3.89681,4.94619,22.0172,2.15571,19.5976,7.31015,2.63971,4.41361
145,2010-05-26,00:00:00.00,0.770313,1.17087,2.89237,6.74582,7.00069,2.22693,1.76375,1.70974,1.56088,2.11998,4.64515,1.60349,24.2687,0.806847,5.5758,8.78353,3.78072,11.8906,8.31433,3.50458,2.04416,10.5541,2.63344,5.95857,3.65799,4.57312,3.14574,6.4815,6.37105,5.60251,1.67185,1.73249,17.2499,2.84282,58.5304,4.48799,2.25717,3.57257,405.73,12.9582,23.0503,5.99682,3.47703,4.32683,15.4327,1.54683,13.8357,5.66495,2.3981,3.92144
146,2010-05-27,00:00:00.00,0.687678,1.06409,2.57571,5.94426,6.27129,1.98412,1.54562,1.52629,1.43319,1.87163,3.93117,1.47372,21.1749,0.722791,4.97708,7.93181,3.42519,10.7259,7.51804,3.28299,1.94769,9.07909,2.51687,5.63955,3.24847,4.08218,3.10429,5.87274,5.74657,4.99485,1.4872,1.54881,15.1205,2.4327,49.3059,3.6625,2.15139,3.02236,294.914,11.7989,21.1012,5.32411,3.10222,3.83986,12.9697,1.51795,11.2538,5.1571,2.13227,3.63988
147,2010-05-28,00:00:00.00,0.658839,0.936626,2.3679,5.38794,5.59947,1.7705,1.37058,1.36254,1.27259,1.69568,3.40328,1.30959,18.8059,0.643395,4.39962,7.02905,3.0553,9.61367,6.74666,2.90217,1.73992,8.45143,2.22107,4.96535,2.91776,3.64405,2.69604,5.33518,5.12241,4.46118,1.32878,1.38251,13.1544,2.21067,44.3687,3.28019,1.89707,2.81308,231.599,10.7631,20.8296,4.8723,2.76896,3.42867,11.8043,1.29709,10.2714,4.57377,2.16255,4.6829
148,2010-05-29,00:00:00.00,0.561466,0.844785,2.23439,4.78796,5.09727,1.58005,1.2202,1.21643,1.1577,1.50256,3.04362,1.16991,17.0027,0.577544,3.99165,6.32516,2.73675,8.62351,6.05645,2.61158,1.55299,7.43256,2.00217,4.4859,2.59638,3.25361,2.41384,4.77386,4.58271,3.98424,1.18847,1.2363,12.1163,1.96308,38.9641,2.93114,1.69492,2.46278,217.574,10.3165,22.9816,4.67447,2.50062,3.05749,10.5067,1.1831,9.58622,4.10177,2.12872,5.56627
149,2010-05-30,00:00:00.00,0.49683,0.766495,2.00711,4.28307,4.49287,1.41012,1.08797,1.08601,1.03876,1.35192,2.72944,1.0444,15.5844,0.515418,3.52078,5.67764,2.43501,7.70536,5.42157,2.36987,1.38615,6.69264,1.77412,3.97861,2.34835,2.90493,2.16434,4.23412,4.08849,3.55678,1.0638,1.10539,10.5875,1.75891,35.3046,2.61355,1.5136,2.25069,204.524,9.50749,22.6409,4.32933,2.27446,2.73065,9.46928,1.04455,8.43737,3.64256,1.75728,4.30639
150,2010-05-31,00:00:00.00,0.443327,0.699153,1.71138,3.85229,4.06651,1.25847,0.970612,0.969606,0.911987,1.22109,2.43871,0.932685,14.1606,0.459442,3.18098,5.00805,2.1728,6.87515,4.81293,2.13051,1.23725,5.96585,1.58002,3.61822,2.06497,2.59312,1.9217,3.80546,3.64822,3.17692,0.948391,0.985927,9.58163,1.56504,31.5131,2.3331,1.34994,1.98706,181.597,8.1518,17.7638,3.60096,2.02447,2.43517,8.44516,0.937787,7.57521,3.2673,1.46046,3.1459
151,2010-06-01,00:00:00.00,2.34253,0.729282,1.52651,4.87626,4.77995,1.49942,1.27192,1.85502,1.35424,1.35701,2.29899,0.836027,12.8565,0.409904,5.45205,8.73188,4.46905,14.1597,10.0353,2.87642,1.75319,8.736,2.00136,6.99356,3.46187,3.35904,1.78258,3.58761,3.37885,3.63165,0.853763,0.909376,15.4181,3.2966,50.1187,3.32466,3.28289,6.95847,235.901,27.2741,45.8281,15.2285,6.91029,7.83082,19.2509,3.33796,14.6364,13.1317,6.60005,9.80764
152,2010-06-02,00:00:00.00,1.43261,1.12842,2.83408,6.43759,6.4907,1.663,1.48437,2.52297,3.94209,2.21622,3.7715,3.3088,18.0457,1.91218,7.61024,11.8455,6.53339,21.0668,14.3969,4.23157,2.39663,14.8497,2.70472,12.538,6.35003,6.32934,4.46706,6.23869,6.38658,7.0812,2.69035,3.47815,21.6229,4.72255,72.7159,5.88736,6.70986,9.08046,389.765,51.9961,94.0719,25.3442,13.6909,15.3406,40.0866,5.23564,32.0267,19.9295,11.5135,16.1405
153,2010-06-03,00:00:00.00,1.33831,3.82921,8.57106,13.252,13.0715,5.42745,3.73175,3.91646,5.46119,5.11799,7.52365,7.26453,37.108,3.56521,7.49278,11.3709,7.29468,23.726,14.7727,6.68807,3.42876,19.5866,3.4889,14.4085,5.76324,6.06773,7.29953,10.4468,12.7483,12.8628,5.35443,6.99585,19.8056,3.97946,61.8924,7.248,5.99603,4.6881,453.667,43.0201,81.5926,15.6639,11.1836,13.9869,38.7785,3.54543,33.6491,11.6784,7.20005,10.9878
154,2010-06-04,00:00:00.00,0.994532,5.69187,17.4965,19.8282,20.3541,8.43923,6.00684,4.43913,6.20265,9.22012,14.4735,10.3401,81.426,3.01716,7.7145,11.5251,8.72991,27.6995,16.3324,8.06452,3.95877,22.1911,3.25701,18.0235,4.7522,3.87443,5.94456,9.62073,12.4621,13.6617,5.57689,6.45966,17.7543,3.33958,49.1488,5.71061,3.11534,3.85662,358.447,20.3395,42.4714,8.27334,5.97257,8.82824,23.1983,1.99279,18.4936,6.64995,3.41225,5.75121
155,2010-06-05,00:00:00.00,0.903607,4.30555,16.8883,15.2,16.3254,5.90279,4.30577,2.57717,6.88141,8.93262,19.0889,10.9771,116.914,2.01832,7.1184,11.2924,6.69655,21.4749,13.6425,5.71526,2.69091,22.5528,1.98172,18.2715,5.46517,4.59277,4.55153,7.11348,8.3202,8.34809,3.99466,4.04918,15.6115,3.19004,42.6852,3.67519,2.31901,3.2675,255.208,15.4435,35.894,9.74071,5.75187,6.35707,17.7412,1.59525,11.3887,5.87263,4.12216,7.44604
156,2010-06-06,00:00:00.00,1.74153,3.26302,10.6266,10.0685,10.4587,4.10738,2.91291,2.14565,6.08507,6.16821,15.7583,8.84568,96.0568,2.919,8.22002,15.2355,5.53249,18.953,13.6986,4.06711,2.02766,19.9379,1.85583,14.1725,7.20914,6.38246,4.66148,7.29834,8.59462,10.3271,4.49438,5.41867,21.166,5.2404,40.9392,3.04472,2.27093,4.06838,225.043,22.5146,68.3128,28.1116,14.9563,8.68083,16.7742,1.58776,11.6614,5.52526,11.3268,14.2758
157,2010-06-07,00:00:00.00,4.78579,7.0666,16.4258,16.4382,16.3372,6.57595,5.57809,7.65412,10.2303,10.8657,19.4072,13.1293,95.9613,13.8144,25.9732,45.1284,18.559,63.4926,46.4952,12.3948,7.71895,36.061,12.1341,29.2599,19.332,21.0445,13.8212,22.6664,23.8608,44.7027,18.2149,22.9151,57.2328,19.1052,70.8135,6.01697,4.86664,7.32975,273.029,27.6493,112.472,39.4842,24.8509,15.3417,30.4321,4.40069,22.3382,16.6292,15.6719,16.455
158,2010-06-08,00:00:00.00,1.39217,8.13191,20.3971,22.8555,23.4864,8.22711,7.28989,8.06425,11.3617,14.3543,27.1606,14.85,139.062,15.0051,34.5792,59.0181,25.2359,90.4394,63.3015,17.2158,10.207,52.7221,16.3416,37.8788,18.8871,21.2752,17.3831,31.7181,33.0689,61.1905,25.3678,29.0664,74.4444,22.0649,91.6927,10.0219,7.03308,6.56681,306.493,23.3024,99.0227,22.4268,17.8174,15.1513,43.9951,5.65784,34.0926,21.3969,8.40037,10.2972
159,2010-06-09,00:00:00.00,1.40555,3.50027,12.6835,16.4467,17.7348,5.52938,4.60574,3.07798,6.16996,8.50015,20.8741,8.45051,122.577,4.95177,15.9842,27.6011,12.1759,43.8613,29.5506,8.88094,4.70273,38.333,6.89426,19.4819,7.16921,7.60791,7.72638,16.5926,17.9917,29.5346,13.4917,12.7919,39.6164,8.73797,70.2601,8.12548,4.51837,4.71931,269.511,17.4384,56.9659,13.6834,8.74468,9.21941,31.8767,2.90305,27.5862,11.1807,5.31835,6.61286
160,2010-06-10,00:00:00.00,2.14634,6.3661,13.381,11.6633,11.9725,4.44911,3.44624,3.54303,5.76876,8.77244,15.8717,8.34598,88.4311,4.85935,11.3658,19.2892,8.75918,30.0101,21.3197,6.01042,3.72273,23.2863,5.18295,13.9076,8.50183,9.30633,6.77202,11.5579,11.945,19.2781,7.44564,8.04876,24.2092,7.19525,58.9944,5.25216,3.34346,5.01405,254.577,20.0076,56.9714,22.3682,12.5739,11.3969,29.3639,3.40849,19.4557,10.9006,8.84042,8.49857
161,2010-06-11,00:00:00.00,1.22208,7.54829,17.5885,12.6227,13.0003,4.67933,3.82845,3.37745,6.41359,12.5788,20.0542,9.67152,104.058,5.95843,14.7525,24.7881,11.1813,39.4309,27.0786,7.29112,4.41552,22.3786,6.12918,16.3199,8.32654,8.98705,8.33697,14.1431,14.9446,27.9561,9.42278,11.0996,30.0463,7.90629,58.3163,5.34636,4.02383,3.93502,270.543,19.699,70.1671,24.5628,15.7801,14.2297,38.499,3.95229,20.2471,11.8949,9.23341,9.27231
162,2010-06-12,00:00:00.00,1.12582,3.62436,12.246,10.7944,11.3645,3.70065,2.95192,2.43301,4.59973,8.36788,18.4473,6.85894,102.567,5.17465,10.2397,17.2571,7.81257,27.3559,19.0022,5.47351,3.10299,20.3191,4.4295,12.2958,5.74306,6.18431,5.67683,10.8426,11.5724,22.0373,9.37706,10.1549,23.0006,5.69633,44.9204,4.96013,3.01863,2.91487,265.622,15.5216,59.8611,16.7147,12.167,10.7405,29.3515,2.33356,18.9582,8.20058,6.18904,7.3258
163,2010-06-13,00:00:00.00,1.27034,3.13722,9.09145,8.27112,8.66926,2.94281,2.37201,2.1709,3.65628,4.88523,12.2124,6.11675,71.5492,3.77561,8.57009,14.6171,6.53924,22.9862,15.8912,4.42112,2.55293,15.3269,3.66457,10.4216,5.18354,5.52977,4.75771,8.33545,8.84755,15.8599,7.28378,7.60846,18.3352,5.24186,35.7376,3.94898,2.22189,2.84105,246.113,18.7503,57.8188,26.2225,13.0639,11.6412,19.155,1.95646,14.1982,6.60803,8.08304,9.27454
164,2010-06-14,00:00:00.00,1.28222,2.8663,9.77015,7.15329,7.43017,2.60472,2.1793,1.93725,3.3493,5.10161,9.61396,6.25915,59.6016,3.63118,8.08627,13.6596,6.03938,20.8154,14.5903,4.05715,2.35846,13.9639,3.33977,9.25654,4.66264,5.34542,5.74579,9.14348,9.45795,16.1522,6.60534,7.06142,17.533,4.66642,32.0763,3.22591,2.07108,2.46726,256.044,27.4384,74.6024,32.7145,15.1976,14.0161,18.4431,1.92285,11.2863,5.9554,12.0731,13.0125
165,2010-06-15,00:00:00.00,1.09913,2.53858,8.41209,6.52763,6.77935,2.32274,1.96044,1.72865,2.97031,4.674,9.30078,4.96576,58.7592,3.57343,7.33876,12.3799,5.39526,18.9275,13.1483,3.5925,2.09731,12.616,2.96312,8.35755,4.18739,4.87238,5.77271,9.62223,9.73664,16.1123,6.33139,7.00331,15.6048,4.17035,29.2022,2.88335,1.83452,2.28407,318.335,28.6639,79.9486,20.6615,12.5498,12.5076,18.9483,2.00811,10.6607,5.39859,9.29132,12.3026
166,2010-06-16,00:00:00.00,0.855327,2.3111,6.75943,5.80603,6.06873,2.07233,1.75149,1.54247,2.64558,4.09772,8.40942,4.12056,50.8887,2.75222,6.47284,10.8998,4.83348,16.6938,11.6251,3.22643,1.89729,11.1801,2.64893,7.36989,3.66625,4.05124,4.21064,7.67383,8.06036,13.454,5.37109,5.7389,14.0353,3.71619,26.0895,2.57737,1.63707,2.07263,343.747,22.8714,68.3513,15.8379,9.95782,10.4114,18.5008,1.9976,9.73602,4.84232,6.5249,11.8969
167,2010-06-17,00:00:00.00,1.02531,3.44681,9.28601,6.39111,6.46865,2.2848,1.86777,1.50119,4.35428,5.54501,10.295,5.68309,54.8843,3.58022,6.35557,10.5388,5.0085,17.7154,12.1541,3.01366,1.76413,10.3874,2.3634,7.14486,4.72828,5.40671,5.52448,8.4349,8.74158,11.0914,5.20583,5.26646,12.6624,3.44803,24.2794,2.29109,1.46177,1.90561,288.236,16.8428,57.1618,14.6986,8.32281,8.07712,17.0483,1.53899,8.68397,4.30975,6.30789,11.5715
168,2010-06-18,00:00:00.00,0.700462,3.88144,11.5307,7.25959,7.43307,2.41104,1.98605,1.37336,5.117,6.88689,13.1648,6.47284,71.5033,3.72252,6.29583,10.2246,5.15376,18.0848,12.1659,2.84328,1.6367,9.76947,2.10946,6.93442,4.66887,5.30997,6.66747,10.1398,10.7264,10.5937,5.20911,5.09064,11.6935,3.17563,22.7931,2.04335,1.30344,1.76436,231.376,13.2734,48.068,12.3565,7.28003,6.68516,14.6925,1.27247,7.74361,3.79222,4.96453,8.25316
169,2010-06-19,00:00:00.00,0.711908,2.24719,8.65009,6.35332,6.66548,1.91717,1.6614,1.13462,3.18704,5.19606,11.3137,4.44834,69.1103,2.47991,5.52471,8.861,4.29044,15.0946,10.4473,2.47458,1.42092,9.02419,1.8825,6.01489,3.09156,3.43263,4.36789,7.98832,8.69032,9.61967,4.43171,4.28687,13.2456,3.80396,22.4252,1.82331,1.16345,1.68377,200.128,11.9051,38.3999,10.786,6.34238,5.87723,11.9528,1.14417,6.90141,3.40437,4.18341,6.04526
170,2010-06-20,00:00:00.00,0.741987,1.82628,5.97577,4.88163,5.19287,1.53001,1.34185,1.01253,2.32729,3.44732,8.10063,3.3214,49.8799,2.06145,7.54107,13.4268,4.36715,14.7508,10.8768,2.17396,1.2363,7.67602,1.6799,5.03055,2.72421,3.06368,3.10098,5.59354,6.04339,8.21963,3.69818,3.6789,18.348,5.60693,26.6992,1.62692,1.03786,1.97374,186.859,10.8003,33.0844,9.57118,5.61437,5.2046,10.3041,1.01546,6.15814,3.01984,3.85273,5.57772
171,2010-06-21,00:00:00.00,0.542797,1.75109,5.2354,4.07525,4.31141,1.35452,1.17622,0.903465,2.16095,3.09625,6.6359,3.05272,38.3084,1.92506,9.10433,16.2674,4.4643,14.985,11.0343,1.94103,1.10267,6.72132,1.49898,4.52298,2.4748,2.73419,3.01216,5.00746,5.32356,8.24666,3.24868,3.4622,18.9493,5.28212,29.1869,1.45174,0.92614,1.89941,197.496,9.72072,30.3819,8.59133,5.07304,4.66067,9.47191,0.909772,5.48656,2.71152,3.40413,4.99767
172,2010-06-22,00:00:00.00,0.488241,1.47942,4.74194,3.64413,3.80059,1.20772,1.03979,0.806145,1.91431,2.85628,5.90397,2.71137,34.0193,1.65567,6.04125,10.1377,3.48515,11.7048,8.39583,1.7351,0.983821,5.98042,1.33731,4.03096,2.16321,2.43975,2.62875,4.54606,4.82319,8.87421,2.96669,3.27883,12.8824,3.23475,24.0286,1.29537,0.826286,1.34558,195.644,8.73915,27.0472,7.66481,4.53549,4.14357,8.42901,0.814612,4.89974,2.40523,3.05203,4.47076
173,2010-06-23,00:00:00.00,1.033,2.8304,7.09167,4.38387,4.34873,1.93003,1.41082,1.03979,3.15464,4.16746,7.05794,4.23795,39.0364,3.24743,9.29101,15.3326,5.63769,16.7834,12.723,1.85092,1.00394,5.7535,1.19348,4.30843,2.18599,2.31972,3.01301,4.40288,4.85077,7.94449,4.33778,4.65588,24.1399,4.68031,27.4184,1.15708,0.768711,2.69609,170.022,9.62605,27.1432,10.5527,5.83652,5.93764,11.4537,1.54802,4.78964,3.61965,3.78895,4.15921
174,2010-06-24,00:00:00.00,0.844572,3.31464,8.90136,5.35269,5.39349,2.48426,1.83493,1.0355,3.92133,5.52833,9.4052,5.14852,53.0101,3.83844,14.1036,23.1923,8.44748,25.3144,19.2325,2.23346,1.35737,6.77565,1.18414,4.80242,2.40403,2.39587,3.42357,5.04638,6.16409,7.61168,5.2876,5.73245,39.2986,7.86772,44.3352,1.07722,0.932452,4.75679,150.92,12.6611,32.464,18.779,10.4173,9.30087,18.0686,2.24419,5.51781,4.54293,5.91648,3.83771
175,2010-06-25,00:00:00.00,0.997271,3.29215,8.78586,4.79924,5.11675,1.81255,1.57938,0.712125,2.62838,5.28405,9.36078,3.5593,61.5019,3.84202,10.2339,18.1733,6.41862,22.0264,16.5374,2.01574,1.41667,7.1736,1.21122,4.49013,2.31707,2.39582,2.9082,5.10428,6.41615,12.2554,6.49246,8.00385,35.5435,8.06465,59.1632,1.13152,1.06302,3.84149,143.221,13.0135,38.2227,19.349,11.5151,9.0553,19.8992,1.77784,6.72023,3.61741,6.88146,3.6611
176,2010-06-26,00:00:00.00,0.52035,3.62374,9.63877,3.70037,3.97487,1.28036,1.21383,0.624979,1.84906,5.13338,8.18402,2.67195,70.6976,4.00077,6.92244,12.7391,4.43361,15.4222,11.4884,1.48103,1.00888,5.79916,1.02487,3.82641,1.76963,2.00556,2.32266,4.00569,4.72907,15.1399,7.11719,9.31389,30.2581,6.20752,60.5988,1.23802,0.804356,2.17437,138.883,10.6428,37.4027,11.8537,7.61962,6.1901,16.1349,1.2702,7.03805,2.76987,5.20179,3.37901
177,2010-06-27,00:00:00.00,0.504089,2.98123,9.63002,3.05043,3.21221,1.09915,1.00669,0.546151,1.66117,4.88887,7.63021,2.37364,78.5399,2.22353,6.16078,10.3251,3.88382,12.2424,9.17516,1.25552,0.76968,4.81282,0.825678,3.1079,1.47778,1.58278,1.92833,3.30872,3.58884,10.0108,4.92237,5.63239,22.3098,4.14758,43.861,1.11773,0.572946,1.76199,131.814,8.68481,29.3151,8.56608,5.16612,4.56069,11.5651,0.979226,5.78306,2.19072,3.3282,2.84333
178,2010-06-28,00:00:00.00,1.28964,8.69678,19.1316,6.80292,6.28794,2.27356,1.21277,0.847217,3.09427,10.6296,11.5993,3.69543,98.6877,2.48886,6.11882,11.6447,3.79685,13.1635,9.98648,1.4215,0.874854,4.938,0.761577,3.65194,2.33871,2.49485,2.49788,3.80704,3.97382,7.47983,4.1779,4.44148,17.1159,4.87413,29.2347,2.04475,1.38611,1.88075,139.405,9.30061,30.45,11.2703,6.27934,6.49397,14.3828,1.61976,4.84295,3.24905,4.74675,4.33318
179,2010-06-29,00:00:00.00,0.972437,9.64467,24.8453,11.7134,11.6365,3.15213,1.54682,0.853444,3.82955,15.0658,18.9124,4.68849,147.77,4.58758,6.59649,12.6496,4.19953,14.7272,11.0306,1.62745,0.963561,5.75262,0.702121,4.48007,2.96731,4.5385,4.22459,7.59815,6.6648,15.5489,6.1274,7.49298,18.9407,5.66512,26.0189,3.51805,2.23469,1.8993,179.333,13.2845,50.024,16.932,9.30399,9.98236,27.188,2.79294,4.92828,3.9617,7.90384,7.44126
180,2010-06-30,00:00:00.00,0.536621,3.74403,14.234,9.46103,10.1461,2.10765,1.33595,0.498968,2.29228,8.65109,17.4582,3.09701,136.498,4.2043,5.29304,9.25345,3.35024,11.3034,8.35135,1.36021,0.755662,5.28945,0.610697,3.49487,2.00448,3.80892,3.97621,8.79232,7.69606,20.755,6.72599,8.02752,15.8465,3.75755,22.9861,3.32519,1.56416,1.4399,204.529,13.9357,59.0958,15.2159,9.1212,9.23637,31.1273,2.29975,4.71315,2.76025,7.03128,7.60245
181,2010-07-01,00:00:00.00,0.478339,3.13475,7.85241,5.46918,5.78727,1.33454,0.980694,0.445246,1.58043,4.06269,9.55078,2.06408,69.9646,2.27749,4.1231,7.37183,2.52807,8.56452,6.41012,1.02107,0.57935,4.14275,0.532459,2.50094,1.40241,1.9271,2.22766,5.34449,5.03566,13.4911,4.75155,5.08028,12.2139,2.87179,20.212,2.18438,0.837459,1.19986,178.839,9.86436,43.5458,9.24872,6.31296,6.2271,20.1339,1.24442,3.95096,2.0482,3.99271,4.8961
182,2010-07-02,00:00:00.00,0.426861,2.9384,7.96409,4.16458,4.43498,1.15833,0.813036,0.397353,1.48596,4.58207,6.10399,1.93603,48.9343,1.88525,3.67654,6.60763,2.30639,7.7852,5.8021,0.875085,0.515664,3.37496,0.477951,2.1952,1.2387,1.71856,1.75864,3.73146,3.30208,7.59714,3.45064,3.61763,11.2963,2.72809,18.1078,1.48216,0.75496,1.09776,139.387,7.16626,28.3966,7.59746,4.73453,4.66074,12.3152,1.03381,3.18425,1.73646,3.20716,3.27398
183,2010-07-03,00:00:00.00,0.380993,2.52505,7.19623,3.76324,3.86129,1.03145,0.70411,0.354609,1.3133,4.26682,6.35996,1.71445,52.4094,1.7912,3.30233,5.89525,2.06092,6.95544,5.22505,0.781032,0.460013,3.03359,0.425701,1.93802,1.11241,1.53339,1.65464,3.2621,3.06618,7.34302,2.95597,3.40148,9.97228,2.37818,16.2016,1.2686,0.671867,0.971089,113.089,6.37075,23.7955,6.96458,4.14506,4.04095,11.2709,0.949681,2.7287,1.56193,2.97545,2.96537
184,2010-07-04,00:00:00.00,0.339994,2.3185,6.36366,3.50282,3.63446,0.92002,0.621218,0.316462,1.17368,3.65773,6.26936,1.53159,46.8573,1.51721,2.97892,5.30648,1.83637,6.28254,4.66211,0.693864,0.410383,2.6811,0.380041,1.74627,0.986477,1.36817,1.44503,2.87921,2.75348,6.64565,2.6555,3.00233,8.91691,2.14323,14.4972,1.13293,0.599736,0.869604,94.5558,5.65615,21.8066,6.13164,3.73148,3.60702,10.3695,0.836915,2.42895,1.389,2.60244,2.68266
185,2010-07-05,00:00:00.00,0.303486,2.02369,5.70111,3.10696,3.24518,0.820716,0.551937,0.28256,1.04675,3.32444,5.52753,1.36607,41.3762,1.41393,2.64926,4.73549,1.64278,5.59272,4.18667,0.621064,0.366104,2.40776,0.339058,1.54854,0.88568,1.22072,1.30013,2.6035,2.43638,5.81983,2.35953,2.68563,7.99772,1.91009,12.946,1.01,0.534966,0.775369,83.1531,5.01828,19.4259,5.50348,3.32691,3.21342,9.11671,0.752163,2.16485,1.24327,2.35075,2.42698
186,2010-07-06,00:00:00.00,0.270903,1.83593,5.07616,2.84687,2.93611,0.732136,0.491664,0.252153,0.933893,2.94679,4.87056,1.21893,37.766,1.21692,2.37348,4.2327,1.46749,5.03861,3.73104,0.553519,0.326594,2.13677,0.302866,1.3868,0.785641,1.08917,1.15639,2.29234,2.18485,5.24911,2.10959,2.39554,7.1444,1.71329,11.6104,0.901166,0.47726,0.692416,75.8709,4.51713,17.2754,4.90644,2.96788,2.86581,8.15496,0.669588,1.93574,1.10603,2.09213,2.17416
