time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
913,2012-07-02,00:00:00.00,0.960992,3.26937,5.6442,10.6897,11.2296,4.90219,4.37033,2.34379,1.85805,4.77533,7.01927,1.34787,40.7018,2.47426,9.22067,14.6671,8.85801,28.0697,17.5761,4.21277,1.57754,10.3954,1.48663,6.95991,3.27759,3.91689,3.2757,5.67613,4.41974,13.756,4.4827,4.69996,16.9302,4.23085,32.0441,6.8104,5.01745,2.62974,230.758,17.8818,44.3839,12.5574,8.6528,12.0519,30.8097,3.05777,23.1937,7.53519,4.63864,8.62686
914,2012-07-03,00:00:00.00,0.950549,3.23676,5.59546,10.5835,11.118,4.85346,4.32753,2.32051,1.83967,4.72789,6.93689,1.33448,39.9314,2.4502,9.15072,14.5611,8.79804,27.861,17.5133,4.17095,1.56196,10.2772,1.47198,6.89139,3.2456,3.87795,3.2432,5.59303,4.37589,13.6023,4.4398,4.65609,16.7695,4.19965,31.7273,6.74245,4.96729,2.60776,228.494,17.723,43.9456,12.4807,8.57601,11.9413,30.5701,3.03569,22.9594,7.46164,4.589,8.549
915,2012-07-04,00:00:00.00,1.16976,3.20451,5.55137,10.5288,11.0363,4.87776,4.35927,2.33914,1.93169,4.69645,6.8716,1.34865,39.5922,2.42635,9.21591,14.4828,9.00685,27.7307,18.227,4.51899,1.90256,10.1753,2.01429,6.82575,3.21633,4.03088,3.26541,5.57213,4.52253,13.4682,4.39869,4.61461,16.6115,4.2151,31.4198,6.71557,4.93443,2.55675,226.267,17.5591,43.5117,12.3487,8.4991,11.8405,30.3493,3.10836,22.7822,7.39928,4.53994,8.43831
916,2012-07-05,00:00:00.00,0.980068,3.17589,5.50361,10.5158,10.9785,4.98307,4.44733,2.31651,2.04728,4.65933,6.80803,1.35244,39.2143,2.403,9.67941,14.8684,9.0158,27.9122,21.3581,4.6939,2.45966,11.1783,3.00475,6.76709,3.44699,4.02139,3.41086,5.89005,4.79151,13.3378,4.35665,4.572,16.484,4.31806,31.1123,6.66113,4.9606,2.53112,224.071,17.3681,43.0889,12.1842,8.40664,11.7974,30.6359,3.12171,22.6853,7.51436,4.49454,8.33278
917,2012-07-06,00:00:00.00,0.980037,3.14417,5.45071,10.3818,10.9379,4.8921,4.4565,2.25266,1.93538,4.5978,6.7391,1.31245,38.8601,2.37955,9.75507,15.09,9.57493,29.9692,22.406,4.36951,2.19857,11.143,2.61066,6.71867,3.44588,3.96056,3.50489,6.23553,4.8317,13.2084,4.31327,4.52693,16.3633,4.46029,30.8459,6.59875,4.98245,2.54146,221.899,17.1797,42.6818,12.0515,8.32518,11.6923,30.4727,3.03801,22.559,7.60161,4.4486,8.24994
918,2012-07-07,00:00:00.00,0.91506,3.10945,5.40173,10.2733,10.7987,4.7052,4.32783,2.23007,1.78398,4.54606,6.67277,1.28325,38.4567,2.35598,9.32561,15.4083,9.74399,33.547,19.76,4.11648,1.62641,10.1934,1.88475,7.00965,3.21582,3.89443,3.35512,5.88542,4.71662,13.0735,4.27151,4.48347,16.1891,4.51706,30.5571,6.5854,4.87821,2.54611,219.802,17.0078,42.2862,11.9425,8.2593,11.564,30.0045,2.98688,22.3739,7.40601,4.40442,8.16882
919,2012-07-08,00:00:00.00,0.909235,3.0784,5.3564,10.2164,10.6806,4.6298,4.1651,2.20747,1.75015,4.50072,6.606,1.27079,38.0551,2.33301,9.12913,15.2399,8.84569,33.41,18.8159,3.9713,1.50135,10.0413,1.69362,7.16618,3.1526,3.68908,3.14422,5.5751,4.50373,12.9394,4.2387,4.44912,16.0038,4.27033,30.229,6.51386,4.74318,2.48262,217.629,16.8403,41.8761,11.8273,8.17402,11.4512,29.7684,2.9278,22.1879,7.1828,4.36203,8.08946
920,2012-07-09,00:00:00.00,0.899048,3.04765,5.33001,10.0346,10.6197,4.57069,4.08178,2.18552,1.73274,4.45261,6.55055,1.26154,37.6825,2.31378,9.01839,14.425,8.48158,30.0139,18.2984,3.92878,1.47126,9.71277,1.38663,6.74551,3.05959,3.65237,3.0547,5.62647,4.32537,12.813,4.2062,4.43573,15.8686,4.02667,29.9148,6.39164,4.67816,2.42642,215.451,16.6749,41.4642,11.7105,8.12777,11.3196,29.3525,2.89272,21.9755,7.04991,4.31837,8.00764
921,2012-07-10,00:00:00.00,0.89215,3.01721,5.2836,9.87246,10.4341,4.52534,4.03869,2.16485,1.71549,4.40828,6.494,1.24952,37.3217,2.29103,8.85252,14.2034,8.36455,28.657,17.1785,3.91578,1.4702,9.96472,1.37286,6.46371,3.02965,3.61587,3.02421,5.45522,4.18239,12.6912,4.16006,4.38584,15.748,4.00153,29.6049,6.2931,4.63527,2.4189,213.381,16.5106,41.0429,11.5889,8.03459,11.1928,29.2074,2.86906,21.82,6.96433,4.27385,7.92511
922,2012-07-11,00:00:00.00,0.883792,2.98706,5.21473,9.77081,10.2679,4.48026,3.99929,2.14333,1.6984,4.36434,6.41425,1.23431,36.9716,2.26499,8.6922,14.0523,8.30701,27.9248,16.7904,3.88242,1.45632,10.1027,1.37628,6.3906,2.99985,3.57985,2.9941,5.22233,4.03938,12.5736,4.1115,4.31558,15.6586,3.97489,29.3163,6.22666,4.58913,2.40848,211.274,16.346,40.5935,11.463,7.89954,11.0514,28.9891,2.84722,21.5844,6.89654,4.23125,7.8459
923,2012-07-12,00:00:00.00,0.875231,2.95722,5.1635,9.67237,10.1621,4.43543,3.96004,2.12095,1.68148,4.32082,6.34454,1.2221,36.6338,2.24274,8.61281,13.8666,8.26212,26.732,16.6315,3.81875,1.42837,9.65269,1.41119,6.30311,2.97036,3.54417,2.9643,5.11206,3.99909,12.4529,4.06873,4.27422,15.5759,3.9525,29.0226,6.16313,4.53943,2.36988,209.139,16.1827,40.1689,11.3514,7.82073,10.9464,28.7668,2.82586,21.2206,6.82952,4.18912,7.76755
924,2012-07-13,00:00:00.00,0.867657,2.92767,5.11646,9.576,10.0598,4.39122,3.92116,2.09984,1.66471,4.27776,6.28138,1.21019,36.2929,2.2207,8.56214,13.6933,8.21829,26.3101,16.5731,3.77552,1.41352,9.33103,1.38069,6.24082,2.94114,3.50886,2.93479,5.06104,3.95919,12.3229,4.0291,4.23329,15.4111,3.93265,28.732,6.09935,4.49251,2.3332,207.026,16.0224,39.7779,11.2412,7.74271,10.8425,28.4571,2.8057,20.9543,6.76325,4.14739,7.68998
925,2012-07-14,00:00:00.00,0.860333,2.89841,5.09307,9.4806,9.95954,4.34745,3.88275,2.07897,1.64811,4.23527,6.21595,1.2027,35.9587,2.19887,8.52034,13.6029,8.17871,26.1178,16.5387,3.73697,1.39943,9.2293,1.31899,6.17913,2.91223,3.47389,2.90558,5.01059,3.91968,12.19,3.98993,4.19276,15.169,3.9141,28.4457,6.03792,4.44761,2.31126,205.141,15.8629,39.3944,11.1321,7.66548,10.7396,28.0655,2.78489,20.7062,6.69803,4.10604,7.61319
926,2012-07-15,00:00:00.00,0.852602,2.86944,5.05224,9.38612,9.86031,4.30411,3.84479,2.05828,1.63167,4.19331,6.16047,1.21719,35.6166,2.17726,8.4818,13.5437,8.13974,26.0263,16.5081,3.69993,1.38547,9.11347,1.30582,6.11803,2.88361,3.43927,2.87664,4.96065,3.88055,12.0634,3.95108,4.15255,14.9605,3.89648,28.1607,5.97765,4.40316,2.28979,203.333,15.7056,39.0203,11.0237,7.58902,10.6377,27.8106,2.76325,20.4232,6.63318,4.06518,7.53716
927,2012-07-16,00:00:00.00,0.871848,2.84086,5.00447,9.29277,9.76219,4.26121,3.80719,2.21204,1.61547,4.19695,6.1046,1.21552,35.2802,2.15585,8.44211,13.4931,8.10663,25.9593,16.4983,4.00385,1.52844,9.02477,1.34727,6.0686,2.85966,3.57368,2.85789,4.91572,3.85161,11.943,3.91346,4.11372,14.8195,3.87904,27.881,5.93139,4.36326,2.26813,201.287,15.5499,38.6192,10.9191,7.51334,10.5367,27.589,2.74314,20.1768,6.56863,4.02467,7.46188
928,2012-07-17,00:00:00.00,0.839922,2.81354,4.98919,9.20195,9.66508,4.21871,3.76999,2.19361,1.60105,4.18925,6.04283,1.20033,35.0032,2.1351,8.4019,13.4438,8.06799,25.9002,16.5211,4.30154,2.17079,9.46283,1.47961,6.07208,3.1937,3.54027,2.83006,4.91264,3.81636,11.8262,3.87773,4.07809,14.6795,3.86136,27.6042,5.89844,4.33534,2.24592,199.205,15.3959,38.2089,10.8171,7.4386,10.4368,27.3845,2.72331,19.9636,6.5055,3.98456,7.38734
929,2012-07-18,00:00:00.00,0.830528,2.78771,4.94531,9.11043,9.57038,4.17662,3.73313,1.99922,1.61567,4.11399,6.01867,1.19032,34.756,2.11415,8.36289,13.3936,8.02413,25.891,16.4802,4.10597,2.02206,9.44348,1.41248,6.09417,3.1621,3.33808,2.79252,4.86732,3.76867,11.7125,3.84261,4.04605,14.5416,3.84362,27.3307,5.86714,4.30391,2.22544,197.276,15.2436,37.8285,10.7087,7.36437,10.3374,27.1755,2.70211,19.757,6.44327,3.94486,7.31355
930,2012-07-19,00:00:00.00,0.831135,2.7588,4.86724,9.02002,9.47523,4.135,3.69651,1.97755,1.59815,4.04121,6.00929,1.16233,34.4856,2.09286,8.34556,13.3491,7.99005,25.8722,16.4084,3.73796,1.3526,8.84741,1.25916,6.1238,2.773,3.30428,2.76708,4.78333,3.72878,11.5963,3.80642,4.00334,14.4061,3.83037,27.0602,5.81135,4.24749,2.22976,195.221,15.093,37.4525,10.5996,7.29069,10.239,26.9692,2.68078,19.5614,6.38029,3.90548,7.24069
931,2012-07-20,00:00:00.00,0.958981,2.72887,4.80416,8.94191,9.38879,4.10687,3.67857,2.13706,1.55184,3.99615,5.92805,1.13821,34.1152,2.07215,8.40032,13.4029,8.0762,25.789,16.8567,4.20665,1.79037,8.75866,1.43594,6.04978,2.74878,3.55497,2.7662,4.7526,3.76836,11.4859,3.76701,3.95795,14.2783,3.83949,26.7928,5.74322,4.20036,2.26388,193.17,14.946,37.0854,10.5119,7.24358,10.1532,26.7772,2.76031,19.3977,6.31821,3.87492,7.19945
932,2012-07-21,00:00:00.00,0.843334,2.7027,4.76489,8.86452,9.30703,4.09535,3.67669,2.11763,1.55287,3.98402,5.86792,1.13552,33.8104,2.052,8.55682,13.5324,8.08651,25.855,18.6212,4.53276,2.5501,9.58245,1.72333,5.89159,3.00332,3.58633,2.76173,4.88551,3.81208,11.3985,3.73084,3.93219,14.1484,3.84795,26.5419,5.67536,4.19618,2.51865,191.41,14.8252,36.7545,10.4569,7.20012,10.1538,26.9148,2.80474,19.2966,6.35944,3.86033,7.1625
933,2012-07-22,00:00:00.00,0.801065,2.67666,4.71604,8.76663,9.21844,4.04178,3.64519,1.91913,1.56266,3.94916,5.84457,1.12845,33.5764,2.03301,8.49263,13.471,8.22514,26.8757,18.7871,3.99174,2.06439,9.65618,1.52181,5.82578,3.05992,3.27028,2.72388,4.8947,3.74391,11.3491,3.69739,3.90998,14.0126,3.80237,26.2948,5.64328,4.17787,2.6682,189.803,14.72,36.4363,10.379,7.11622,10.101,26.8485,2.69236,19.1868,6.42599,3.83206,7.14302
934,2012-07-23,00:00:00.00,0.795984,2.6488,4.7669,8.67337,9.11702,3.97238,3.57607,1.89992,1.53094,3.88207,5.77029,1.15266,33.2731,2.01263,8.2669,13.4483,8.20704,28.6318,16.968,3.59422,1.27859,8.71945,1.20551,5.85893,2.75132,3.1743,2.68532,4.68894,3.65085,11.2864,3.66264,3.86002,13.8896,3.75193,26.1077,5.62059,4.09753,2.34659,188.15,14.6494,36.0696,10.2525,7.0348,9.9513,26.5225,2.60786,19.0028,6.266,3.77104,7.04433
935,2012-07-24,00:00:00.00,0.78961,2.62136,4.8064,8.59033,9.02025,3.93274,3.51883,1.88102,1.49075,3.83373,5.6964,1.31928,32.9513,1.9915,8.19133,13.3714,7.85305,28.1366,16.519,3.38099,1.26582,8.45912,1.1936,5.81502,2.63808,3.14269,2.64268,4.5887,3.58459,11.1456,3.62278,3.80604,13.7753,3.73292,25.9588,5.51193,4.02282,2.10645,186.505,14.6209,35.6866,10.1142,6.9534,9.80436,26.2915,2.58054,18.8361,6.07858,3.71552,6.89338
936,2012-07-25,00:00:00.00,0.793478,2.59515,4.66671,8.49733,8.93374,3.89349,3.4842,1.86232,1.47585,3.79437,5.6185,1.26885,32.6785,1.97183,8.13764,13.1369,7.72629,26.0393,16.4964,3.34721,1.25317,8.36762,1.18166,5.63988,2.6123,3.11134,2.60263,4.52948,3.54388,11.0084,3.58162,3.76908,13.6503,3.71468,25.9729,5.40743,3.98234,2.10279,184.641,14.4177,35.3626,9.99389,6.86646,9.66816,25.9829,2.56133,18.6729,6.01699,3.67824,6.81882
937,2012-07-26,00:00:00.00,0.777046,2.57112,4.54316,8.40789,8.83801,3.85534,3.45017,1.84827,1.46113,3.92687,5.55909,1.07473,32.5173,1.95232,8.0595,13.043,7.68599,25.4945,16.1337,3.33262,1.24577,8.37537,1.16971,5.50498,2.58656,3.08026,2.57663,4.47287,3.494,10.8793,3.54659,3.73263,13.5299,3.69364,25.7074,5.35324,3.94254,2.08173,183.111,14.1204,35.0787,9.89591,6.79644,9.57366,26.1933,2.54256,18.551,5.95866,3.64225,6.75124
938,2012-07-27,00:00:00.00,0.888136,2.5863,5.02958,8.38881,8.77338,3.88216,3.4327,1.91805,1.60107,4.27839,5.60055,1.57299,32.6316,1.93508,8.03919,12.9775,7.70811,25.4397,16.1589,3.57296,1.43786,8.31155,1.28344,5.43523,2.5668,3.51255,2.61529,4.44927,3.49727,10.7622,3.54961,3.72812,13.407,3.6835,25.1596,5.30542,3.9049,2.0648,181.272,13.9488,34.7555,9.80003,6.72861,9.4821,26.0787,2.58402,18.3738,5.90134,3.60603,6.69275
939,2012-07-28,00:00:00.00,0.818205,2.83414,5.50686,8.48067,8.75168,3.95869,3.43491,1.92874,1.90625,4.26219,5.98777,2.41514,32.9308,1.96573,8.15405,13.0562,7.71693,25.1165,16.8981,3.74784,1.8491,8.74603,1.64313,5.41112,3.02706,3.54939,2.661,4.63894,3.64931,10.8425,3.56205,3.81585,13.2861,3.71455,24.8193,5.27976,3.87239,2.18746,178.847,13.8299,34.4187,9.71249,6.66936,9.39676,25.5966,2.70098,18.0745,5.89423,3.57077,6.6283
940,2012-07-29,00:00:00.00,0.808753,2.8544,5.13075,8.37583,8.813,3.90257,3.42696,1.98602,1.80363,3.90933,6.26164,1.88794,33.4452,1.965,8.25897,13.1498,7.83103,25.4613,17.44,3.76079,1.85614,8.77744,1.90853,5.41958,3.15568,3.06188,2.82384,4.59738,3.74475,11.0486,3.54498,3.78319,13.1563,3.74869,24.5457,5.2593,3.84626,2.25439,177.085,13.721,34.1386,9.67664,6.70073,9.35063,25.4689,2.79298,17.9067,5.95521,3.53977,6.5552
941,2012-07-30,00:00:00.00,0.746911,2.55766,4.56667,8.32351,8.70344,3.75051,3.39191,1.93498,1.46979,3.95574,6.13513,1.02546,33.46,1.91845,8.18259,13.11,7.99868,26.2724,16.9419,3.69846,1.72512,8.67977,2.05812,5.59659,2.68923,2.96478,2.76495,4.37308,3.89935,11.0089,3.51981,3.70717,13.0103,3.68013,24.3431,5.21189,3.81573,2.08806,176.138,13.5961,33.7447,9.70546,6.73007,9.5045,25.6079,2.76642,17.7787,6.00393,3.51404,6.48602
942,2012-07-31,00:00:00.00,0.740878,2.44666,4.32389,8.39103,8.64683,3.6667,3.31792,1.75407,1.38952,3.93306,5.89703,1.01474,33.1375,1.87965,8.05614,13.0646,7.84902,26.4754,16.4404,3.51153,1.48952,8.5346,1.6447,5.83037,2.50516,2.92963,2.48793,4.36274,4.01046,10.7908,3.48873,3.63831,12.9007,3.59168,24.0833,5.15215,3.77864,1.96888,175.197,13.458,33.2921,9.60429,6.59699,9.50207,25.515,2.59363,17.4851,5.95249,3.48229,6.41879
943,2012-08-01,00:00:00.00,0.739441,2.41886,4.35355,8.12583,8.71112,3.62962,3.25204,1.73668,1.37563,3.62699,5.83428,1.01738,33.0666,1.83935,8.02865,12.9841,7.56253,25.7704,16.3327,3.28424,1.16807,7.88811,1.10149,5.82874,2.43713,2.90132,2.42644,4.50681,3.66605,10.5362,3.40148,3.52125,12.8093,3.57527,23.8186,5.1182,3.72696,1.97276,173.651,13.3314,32.9344,9.39394,6.46031,9.25342,25.35,2.45361,17.207,5.74288,3.43684,6.35458
944,2012-08-02,00:00:00.00,0.727987,2.39468,4.35073,7.85817,8.44272,3.5938,3.22223,1.71948,1.36187,3.50581,5.72193,1.01023,32.5682,1.82769,8.00287,12.8927,7.43304,25.1506,16.2259,3.08991,1.1564,7.94211,1.09054,5.51607,2.41724,2.8724,2.40226,4.43109,3.30229,10.377,3.31693,3.51056,12.7137,3.56966,23.5969,5.03905,3.67486,1.95741,172.103,13.173,32.5937,9.2518,6.36652,9.03916,25.6794,2.42791,17.0466,5.56684,3.39447,6.2911
945,2012-08-03,00:00:00.00,0.721884,2.37073,4.27396,7.76152,8.1719,3.55794,3.1919,1.70245,1.34826,3.46613,5.356,0.98853,31.599,1.80981,7.85481,12.8012,7.43585,24.9766,15.9883,3.05929,1.14484,8.15244,1.07967,5.15601,2.39351,2.84283,2.37821,4.13741,3.20655,10.3747,3.30792,3.47728,12.6369,3.53751,23.3383,4.941,3.63813,1.9157,170.542,13.0047,32.2812,9.14947,6.27239,8.86916,25.3242,2.41624,16.9011,5.51353,3.36066,6.22827
946,2012-08-04,00:00:00.00,0.715992,2.34702,4.20028,7.68389,8.07211,3.5221,3.15872,1.6856,1.33478,3.4312,5.3882,0.976362,31.0285,1.78558,7.72363,12.702,7.39792,24.8234,15.7304,3.02889,1.13339,8.12759,1.06889,5.01389,2.36582,2.81445,2.3545,4.05944,3.17432,10.1649,3.27146,3.42149,12.5101,3.49879,23.0854,4.8918,3.60177,1.88913,169.025,12.8706,31.966,9.06069,6.20981,8.78632,24.824,2.40532,16.7614,5.46086,3.3272,6.16608
947,2012-08-05,00:00:00.00,0.722788,2.32355,4.16107,7.60817,7.99137,3.48707,3.12693,1.66892,1.32144,3.39763,5.34957,0.975854,30.5447,1.76803,7.69273,12.539,7.3272,24.5381,15.6984,2.99967,1.12334,7.79194,1.05824,4.96427,2.34244,2.78699,2.33498,4.01893,3.14456,9.97336,3.21556,3.38897,12.325,3.47699,22.8514,4.84309,3.56577,1.87121,167.754,12.7449,31.6394,8.97285,6.14787,8.70451,24.3588,2.39487,16.5987,5.40881,3.29771,6.13457
948,2012-08-06,00:00:00.00,0.773617,2.30061,4.37928,7.53248,7.91315,3.45304,3.09725,1.66931,1.32539,3.39018,5.04095,1.04707,29.7994,1.75286,7.68556,12.4159,7.29036,24.2566,15.8824,3.01681,1.14565,7.40974,1.08555,4.91584,2.3223,2.84077,2.35119,3.99245,3.12708,9.90834,3.23829,3.40105,12.1704,3.47236,22.6286,4.80062,3.53111,1.96757,166.666,12.6635,31.3573,8.91579,6.10495,8.63108,23.7487,2.41482,16.4604,5.35756,3.29016,6.43999
949,2012-08-07,00:00:00.00,0.697947,2.2821,4.46059,7.45822,7.83442,3.41999,3.06874,1.65296,1.34042,3.36829,4.93167,1.159,29.381,1.81164,7.6671,12.4356,7.2765,24.2427,15.9695,3.01818,1.19167,7.32894,1.13273,4.87158,2.36329,2.81263,2.33866,4.03004,3.10251,9.82516,3.26726,3.54894,12.0539,3.47603,22.4049,4.7605,3.50435,2.00247,165.285,12.6844,31.174,8.92817,6.06467,8.58524,23.6402,2.4379,16.3464,5.3211,3.31464,6.6879
950,2012-08-08,00:00:00.00,0.692122,2.25903,4.22214,7.38395,7.75658,3.38518,3.03997,1.61982,1.31031,3.30884,4.90121,1.06911,29.0549,1.79244,7.61401,12.3898,7.26827,24.394,15.7474,2.959,1.14714,7.26247,1.08453,4.82983,2.33771,2.70379,2.29284,3.98478,3.06325,9.84884,3.23753,3.47302,11.9462,3.43719,22.1843,4.72469,3.47625,1.87072,164.35,12.7774,30.9762,8.883,6.00277,8.50723,23.4986,2.40106,16.1553,5.30094,3.29832,7.17998
951,2012-08-09,00:00:00.00,0.686905,2.232,4.04009,7.31042,7.67932,3.35001,3.00879,1.60377,1.26937,3.2696,4.85632,0.929303,28.8476,1.69959,7.56181,12.2917,7.21578,24.376,15.5225,2.8983,1.07785,7.1081,1.0167,4.80557,2.25142,2.677,2.25642,3.90802,3.03523,9.74306,3.14779,3.26235,11.8285,3.39034,21.9663,4.68462,3.43315,1.80711,163.335,12.9362,30.5981,8.74498,5.93981,8.40735,23.3614,2.35887,15.91,5.23645,3.20593,6.81135
952,2012-08-10,00:00:00.00,0.748057,2.2116,4.11705,7.26951,7.62221,3.37325,3.00233,1.59856,1.28526,3.30346,4.78875,1.01989,28.6959,1.68297,7.59335,12.2421,7.24242,24.1013,15.7181,2.89545,1.08652,7.03618,1.03115,4.76589,2.23082,2.73527,2.2513,3.88121,3.05001,9.54693,3.06481,3.23253,11.771,3.41579,21.7806,4.62229,3.3912,1.91464,161.035,12.9663,30.2589,8.59353,5.86448,8.32221,23.2958,2.39356,15.7155,5.15722,3.13342,5.84113
953,2012-08-11,00:00:00.00,0.858337,2.22344,4.41595,7.42513,7.67119,3.76373,3.21022,1.87613,1.5582,3.47302,4.78426,1.20574,28.5424,1.66679,7.92639,12.5197,7.41186,23.9577,17.137,3.22336,1.32271,7.0115,1.20163,4.71902,2.30229,2.97653,2.32214,3.88509,3.03249,9.52101,3.04426,3.23158,11.8177,3.6016,21.6375,4.60784,3.37341,2.17331,159.07,12.6627,30.3026,8.48733,5.81402,8.24796,23.3223,2.53568,15.5852,5.14394,3.11526,5.91133
954,2012-08-12,00:00:00.00,0.712452,2.51473,4.78352,7.68495,7.81372,4.54216,3.76039,1.93566,1.85766,3.58397,4.87975,1.38798,28.5351,1.66706,8.49484,13.1957,7.74417,24.5551,18.9516,3.44206,1.70328,7.57318,1.46714,4.78444,2.78883,3.19163,2.51666,3.96286,3.06188,9.53549,3.03726,3.24607,11.8827,3.70946,21.5044,4.65255,3.44806,2.24257,156.957,12.5321,30.6328,8.47733,5.7871,8.24961,23.8693,2.64511,15.5423,5.29842,3.11281,6.00053
955,2012-08-13,00:00:00.00,0.675456,2.58168,4.87239,7.54577,7.97799,4.11604,4.1292,1.63359,1.6998,3.41145,5.06048,1.46852,28.7281,1.65095,8.8967,13.2326,9.36127,26.7798,18.2652,3.39503,1.49066,7.65765,1.27725,4.96909,2.92422,2.97171,2.64483,4.16938,3.18434,9.39294,3.03495,3.19,11.7516,3.50659,21.4505,4.80173,3.52811,1.9644,155.258,12.6707,30.8859,8.4217,5.71886,8.21504,23.8033,2.50366,15.4644,5.47954,3.08951,6.03824
956,2012-08-14,00:00:00.00,0.66608,2.28214,4.34835,7.85894,7.83742,3.28383,3.53438,1.53269,1.41363,3.498,5.12737,1.17299,29.1522,1.62183,8.7206,13.1129,10.5076,28.9426,16.5736,3.16557,1.06993,7.00161,0.967875,5.16221,2.49172,2.6273,2.60855,4.10159,3.25971,9.20029,2.98567,3.12648,11.7732,3.31219,21.2925,4.82904,3.4197,1.75002,154.076,12.7239,30.6396,8.29406,5.65092,8.11606,23.421,2.32726,15.3114,5.23812,3.03279,5.85092
957,2012-08-15,00:00:00.00,0.760345,2.14337,4.04636,8.26601,8.23666,3.58686,3.17273,1.73848,1.39365,3.58307,5.03812,1.12009,29.7241,1.60639,8.73063,13.4863,8.79667,28.0243,17.8346,3.0565,1.14151,6.86641,0.987561,5.10864,2.25288,2.65644,2.51428,3.99831,3.39416,9.08083,2.94698,3.11251,12.0839,3.3333,21.2314,4.5925,3.27334,1.81356,152.24,12.5498,30.6366,8.2011,5.61116,8.00521,23.4269,2.32303,15.2561,4.9268,2.98848,5.60334
958,2012-08-16,00:00:00.00,0.650966,2.16053,4.08308,7.77318,8.63127,3.8741,3.48371,1.72348,1.48808,3.30439,5.06546,1.42885,29.7075,1.61373,9.04986,13.7119,7.32256,25.6168,20.219,3.07906,1.28367,7.20734,1.02285,4.91697,2.25087,2.62407,2.4401,4.32562,3.59986,8.9711,2.9417,3.15055,12.0597,3.4827,21.1382,4.40435,3.22153,1.85736,151.025,12.1156,29.8221,8.1615,5.56402,7.96273,23.4785,2.31694,15.2457,4.94085,2.96582,5.56268
959,2012-08-17,00:00:00.00,0.646452,2.13484,3.89588,7.11383,8.04819,3.49612,3.35041,1.48129,1.34429,3.09671,5.05845,1.18385,29.3408,1.59832,8.40861,13.6959,7.81742,26.7236,18.8432,3.02485,1.14709,7.43699,0.983921,4.79179,2.19843,2.47115,2.46243,4.27601,3.44451,8.85317,2.90045,3.11856,12.1091,3.41073,20.8226,4.33723,3.18995,1.75639,149.575,11.7994,28.6046,8.07534,5.48608,7.91135,23.944,2.28449,15.172,4.93054,2.93573,5.48941
960,2012-08-18,00:00:00.00,0.651217,2.04541,3.80685,6.96743,7.38734,3.1047,2.98192,1.46673,1.18248,3.08507,4.84861,0.923774,29.0457,1.55717,7.70459,13.6376,7.98865,29.6632,16.1317,2.86152,0.984635,7.16699,0.932498,4.69801,2.06279,2.5342,2.32452,3.95868,3.16269,8.77641,2.86295,3.02055,12.227,3.24332,20.4665,4.29303,3.14536,1.67417,147.884,12.0259,28.3766,7.94113,5.41143,7.78257,23.4511,2.27639,14.9277,4.81532,2.89844,5.42221
961,2012-08-19,00:00:00.00,0.635357,2.05806,3.80339,7.05333,7.23966,3.09113,2.80777,1.45232,1.20643,3.06608,4.89239,1.01078,28.7378,1.55218,7.693,13.0018,7.4126,27.9182,16.0653,2.60796,0.974793,6.90145,0.927697,4.60678,2.12746,2.50939,2.1384,3.92406,3.22565,8.6842,2.83532,3.00803,11.6219,3.22726,20.0976,4.23476,3.10509,1.64458,146.533,12.2751,28.0765,7.8455,5.35105,7.67316,22.5196,2.26963,14.6375,4.74082,2.86474,5.35212
962,2012-08-20,00:00:00.00,0.631047,2.03156,3.70922,6.76852,7.32435,3.07933,2.80812,1.43807,1.17216,2.94527,4.88336,0.933443,28.4056,1.53694,7.71915,12.2992,7.19695,24.4628,16.2565,2.58224,0.965045,6.75811,0.915517,4.40028,2.10503,2.39725,2.10517,3.91969,3.04917,8.56725,2.79808,2.97384,10.9651,3.20585,19.8476,4.19155,3.08038,1.62232,145.375,11.6106,27.8386,7.76636,5.2902,7.57584,22.2018,2.26294,14.5192,4.69918,2.83586,5.30176
963,2012-08-21,00:00:00.00,0.626976,1.97842,3.63666,6.53315,7.03835,3.06843,2.81006,1.42396,1.12516,2.93283,4.56932,0.82676,27.4113,1.51159,7.6639,12.3049,7.258,24.1152,15.7106,2.55687,0.95539,6.6375,0.901804,4.24932,1.99953,2.37335,2.03754,3.70423,2.76268,8.4439,2.76188,2.91829,10.9183,3.1963,19.6139,4.14904,3.043,1.60713,144.558,10.9458,27.3912,7.69171,5.23728,7.50672,22.0029,2.25952,14.4661,4.64984,2.80776,5.25314
