time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
1707,2014-09-04,00:00:00.00,0.00856188,5.22797,1.3451,2.38295,3.52,1.55268,1.29,5.43437,0.523,10.643,5.55,2.74129,1.24,6.9578,1.12,6.50047,1.22,9.0122,1.47,2.59526,0.801,3.49275,8.23,19.4051,1.58,6.17063,1.39,4.00833,0.405,2.54059,0.257,2.21553,0.016,11.9008,4.8139,6.49645,0.6003,5.72688,0.8863,12.2459,7.6455,10.7865,11.8364,11.1281,12.8842,8.82341,1.8094,1.44563,0.9345,3.87929,0.0566,2.11428,0.0623,1.96203,1.396,19.0312,20.3032
1708,2014-09-05,00:00:00.00,0.000309517,4.97642,1.3875,2.2642,3.88,1.03825,1.18,3.66623,0.483,8.39394,4.62,2.11264,0.714,2.25108,0.456,3.78134,1.35,1.54207,0.679,1.97673,0.622,1.72762,1.22,13.6728,1.52,2.80851,1.56,0.959994,0.315,1.9067,0.286,1.49828,0.084,10.8526,3.7378,5.2116,0.5465,4.49416,0.8495,9.88423,6.9093,3.7162,10.0242,6.30946,10.0808,8.39714,1.4753,1.14858,0.3398,3.69151,0.0456,1.97882,0.0589,1.56337,1.1327,18.0041,17.9529
1709,2014-09-06,00:00:00.00,0.463253,4.87107,1.0987,2.22037,3.87,1.27327,1.18,2.56713,0.489,9.74554,5.1,1.99029,0.68,2.34136,4.18,2.9588,2.66,3.11541,4.92,2.1978,0.787,0.679999,0.422,8.49068,1.44,1.38378,1.75,1.32158,0.213,1.41283,0.48,1.07788,0.204,12.4351,3.7661,5.4465,0.5125,4.04793,0.7532,7.79025,7.2491,2.85999,10.902,5.7941,10.1091,8.88027,1.4187,0.950972,0.7221,3.74613,0.0413,1.94353,0.0532,1.37373,1.0506,17.0857,17.9529
1710,2014-09-07,00:00:00.00,4.73612,6.92757,1.5716,3.96233,6.59,3.848,20.5,17.9158,9.36,20.6279,14.5,6.15278,3.78,12.8477,32.7,13.8672,5.26,19.815,51.6,4.55681,4.58,1.13457,0.432,27.3201,6.01,5.61648,7.95,23.2664,6.67,6.00966,2.97,3.79562,9.2,19.1239,29.4495,9.66453,4.4457,6.80045,3.0016,8.6213,24.2109,6.06312,35.1129,9.31658,39.6436,10.5982,6.0598,1.69861,3.1998,4.07815,0.0357,2.57396,0.0518,3.74976,17.5564,23.7945,87.7822
1711,2014-09-08,00:00:00.00,0,7.2081,1.8604,5.48694,31,4.29144,28.6,27.5931,13.1,26.5837,9.53,8.33518,2.42,13.7247,5.48,18.9487,4.97,18.235,6.2,5.19319,2.47,1.34485,0.442,44.1411,12.7,7.93185,12.7,22.9017,23,8.27181,8.14,5.44224,19.2,21.0276,26.363,10.0601,3.6529,8.32698,3.398,10.4704,13.4505,9.51064,23.2481,14.9608,30.299,11.3848,2.8883,2.24711,0.4701,3.93031,0.0292,3.20828,0.0496,4.19149,5.0687,29.6994,45.307
1712,2014-09-09,00:00:00.00,3.64864e-05,5.42065,2.1238,4.88416,31.6,2.02431,9.17,11.2569,4.37,22.0038,9.55,4.68349,2.04,3.21831,1.9,9.67064,3.14,1.53082,3.16,3.37844,1.44,0.814545,0.245,26.5896,7.25,3.92618,14.3,0.953782,12,4.94996,15.1,3.565,12.4,15.448,12.4594,6.31371,2.2342,5.95687,2.2257,9.58104,10.279,5.87403,14.2434,11.7943,17.4149,9.32746,1.699,1.68339,0.3455,3.52368,0.0252,2.95474,0.049,1.955,2.254,22.7909,25.4852
1713,2014-09-10,00:00:00.00,0.00413776,5.46078,1.3932,3.80246,13.3,1.4471,4.99,0.876522,2.49,17.9746,8.06,2.15141,1.47,0.883659,1.04,5.19858,2.11,1.52851,1.94,2.35715,1.09,0.549924,0.173,10.9147,4.97,1.69256,8.47,0.952357,1.92,3.63362,17.7,2.4526,2.59,12.511,6.7111,5.14136,1.515,4.2976,1.4583,7.56926,9.0897,2.38581,12.2612,6.66516,13.4788,7.88595,1.3705,1.19407,0.3087,3.46944,0.0204,2.46433,0.0549,1.58537,1.5319,17.6774,19.8218
1714,2014-09-11,00:00:00.00,4.78139,5.99039,1.0902,4.48208,8.79,3.71655,6.74,9.79541,7.56,22.963,9.72,3.37659,1.32,7.23748,3.84,7.62163,2.35,10.0206,2.9,4.65891,4.98,3.17133,4.37,27.1034,3.96,8.3835,6.95,17.2214,1.44,7.36942,9.19,5.36006,2.53,18.0332,5.2386,8.96796,1.5065,6.73404,1.7783,11.265,13.2806,13.6845,33.1307,15.7042,33.9802,12.8701,6.0315,4.14888,13.5355,6.96005,0.0422,3.13635,0.0711,2.6878,3.0582,19.3788,19.8218
1715,2014-09-12,00:00:00.00,2.87836,9.51953,2.523,6.95923,35.9,6.52371,57.2,21.6773,58.4,37.5474,32.3,7.84895,5.58,14.5921,40.8,12.8287,5.4,18.3525,31,8.43887,36.7,5.15043,30.4,45.5667,17,13.2948,24.2,18.0989,17.4,8.60075,13,7.03225,20.5,22.248,11.7515,10.2336,3.6812,8.41852,4.5024,16.528,21.0394,24.3448,52.3862,25.7509,92.3129,16.6536,11.6382,7.286,19.9917,10.791,0.1082,6.36328,0.1858,10.3678,16.1689,33.8601,99.109
1716,2014-09-13,00:00:00.00,0.103892,9.51281,15.0362,8.09441,90.8,4.89647,36.9,15.6162,15.4,39.6131,35.1,8.60559,3.73,9.13443,8.82,11.0228,7.23,9.86175,6.3,7.38979,21.5,2.93513,11.6,33.5387,21.8,7.41487,29.6,3.3062,40.2,5.31891,19.1,4.66291,28.1,17.484,8.2119,6.47495,3.0299,6.10362,2.945,14.7415,13.4505,13.7463,22.9083,17.0522,38.7941,12.7265,2.7581,5.39404,5.9182,9.21583,0.0813,8.22392,0.4332,11.3777,8.9198,45.2526,50.9703
1717,2014-09-14,00:00:00.00,1.54802,6.65053,5.3236,7.5126,49.2,2.55873,12.1,4.56132,6,31.4234,28.1,5.17867,2.9,3.00177,4.41,8.08766,5.56,4.53737,4.11,4.763,7.57,1.31836,1.88,20.7724,13.3,4.4152,24.9,6.29085,17.6,5.82653,32.4,4.44511,17.6,17.6304,7.9854,8.2112,2.7694,6.43237,2.7552,13.5143,14.8947,8.80015,26.5612,13.3012,38.2277,12.6948,4.0776,2.96518,3.0582,7.27827,0.0558,6.18471,0.2662,4.51172,3.1998,34.3417,31.1485
1718,2014-09-15,00:00:00.00,0.00129565,6.75938,2.7411,6.44708,19.4,1.8344,7.85,3.24714,3.93,22.8065,23.6,2.98792,2.29,3.53092,3.45,6.61791,3.81,4.52909,3.36,3.47614,5.04,0.997429,1.21,19.4974,15.6,5.01169,18.1,4.80989,10.4,5.05324,47,3.90309,7.45,19.4103,10.1091,8.59948,3.5679,6.9212,3.1432,14.2786,12.6293,12.5724,19.9351,18.0871,28.8832,14.0784,2.9733,2.08865,1.8434,6.87303,0.0476,4.05653,0.1897,2.54719,2.036,27.5189,23.8711
1719,2014-09-16,00:00:00.00,0.0284638,6.67104,1.8689,5.11538,13.7,1.31607,5.98,2.54185,2.95,15.3293,11.1,1.86144,1.91,1.50353,2.13,4.0235,3.1,1.51636,2.35,2.31691,3.5,0.658071,0.746,13.3013,10.7,2.59427,18.6,0.942859,5.9,3.06109,38.5,2.4432,3.54,16.1231,8.1836,5.93796,2.8883,5.3302,2.6363,12.0593,11.0436,7.35429,15.2628,11.9316,21.2093,11.464,2.1266,1.67222,1.6849,6.41561,0.0436,3.27351,0.1444,1.85745,1.6792,27.6885,22.3703
1720,2014-09-17,00:00:00.00,0.788426,8.28213,2.1181,3.78344,11,1.30551,4.87,2.46972,2.19,11.6521,10.6,1.43734,1.67,1.44299,1.61,3.42674,2.67,2.53465,1.94,1.90417,2.66,0.642207,0.638,10.174,6.22,2.16503,12.4,2.86101,2.59,2.85722,17.5,2.11408,1.41,13.9334,6.1164,5.24484,2.2087,4.50031,1.9284,9.1578,10.1374,3.007,13.7903,7.07405,17.8962,9.43659,1.8463,1.59511,2.0615,7.46963,0.0476,3.61885,0.1189,3.21794,3.3131,28.5134,31.998
1721,2014-09-18,00:00:00.00,0,8.42468,2.2738,2.91668,9.23,1.23299,3.85,3.02114,1.71,9.28234,8.87,1.28455,1.48,1.97916,1.22,2.97167,2.32,2.53047,1.56,1.71264,2.1,0.638574,0.478,9.91285,4.57,2.39022,7.7,2.85945,1.47,2.51583,6,1.85919,0.881,12.8576,4.4741,4.61485,1.6849,3.96256,1.5291,7.36327,8.9198,2.39815,12.063,6.69286,15.2628,8.45467,1.6254,1.39386,1.1213,7.4145,0.0351,3.94619,0.1076,3.55081,1.934,29.9708,22.7667
1722,2014-09-19,00:00:00.00,0,6.83704,2.0048,2.43563,7.9,1.00325,3.1,2.46187,1.37,7.43018,8.16,1.06665,1.29,1.14514,0.916,2.18193,2.06,1.50749,1.31,1.46031,1.72,0.519069,0.36,7.92003,3.59,1.55778,5.55,0.938173,0.9,1.64215,2.99,1.24048,0.584,11.2625,3.398,3.68079,1.3026,3.21658,1.2799,6.06369,7.6455,1.72541,10.4206,5.36518,12.4877,7.30686,1.4725,1.07964,0.9203,6.05495,0.0246,3.30715,0.1025,2.07307,1.4753,26.4236,19.6802
1723,2014-09-20,00:00:00.00,0,6.66937,1.4272,2.07616,6.86,0.925999,2.55,1.83619,1.1,6.32382,7.67,0.91437,1.13,1.11797,0.706,1.82951,1.94,1.50513,1.07,1.33457,1.44,0.472839,0.289,6.08184,2.93,1.25212,4.24,0.936611,0.578,1.19284,1.85,0.870223,0.38,9.87065,2.7609,3.0398,1.0874,2.63308,1.0959,4.99406,7.3057,1.43295,9.656,4.39401,11.2135,6.28705,1.3366,0.917047,0.7447,5.69202,0.0221,2.6226,0.0971,1.63539,1.2969,23.8518,17.783
1724,2014-09-21,00:00:00.00,0.0799719,6.41778,1.1213,1.83812,6.23,0.879663,2.16,1.77473,0.942,5.4458,7.36,0.854982,1.04,1.13307,0.591,1.66412,1.82,1.50278,1.02,1.25968,1.32,0.449144,0.254,5.2206,2.51,1.20544,3.38,0.93505,0.425,0.957119,1.24,0.699889,0.261,8.83198,2.3163,2.66752,0.9401,2.24578,0.9968,4.29952,7.1358,1.91898,11.0153,3.98024,11.2418,5.91211,1.5546,0.91911,0.6881,5.26071,0.0235,2.19398,0.0895,1.43426,1.161,22.9074,16.537
1725,2014-09-22,00:00:00.00,2.71336,6.40385,0.9968,2.33582,6.06,1.45443,4.45,4.05867,5.19,10.899,13.6,2.16897,1.49,3.05275,0.702,3.89357,1.69,4.52216,1.09,1.63794,1.36,0.585319,0.245,9.05505,5.01,2.26689,3.17,8.22279,1.84,3.25622,3.25,1.95172,2.38,13.7636,4.1059,7.01145,1.0336,5.3267,1.1553,7.83774,10.1374,10.0899,26.363,12.2502,30.0159,9.08054,5.5218,1.53729,0.807,5.28631,0.0337,2.27583,0.0988,1.48062,1.1383,21.9532,18.1228
1726,2014-09-23,00:00:00.00,0.202323,6.56263,0.9033,2.93608,10.6,1.56328,12.4,6.40703,6.45,12.9809,12.5,3.29149,1.45,4.0574,1.56,4.86285,1.82,4.53174,1.09,1.77402,2.23,0.661224,0.241,15.1135,11.1,3.34833,12.1,8.92315,11.1,4.13943,10.6,2.65451,8.87,17.2428,17.5564,8.55168,1.8236,7.24415,1.9369,12.8953,9.4012,16.5242,14.9513,22.1603,19.5386,11.2948,2.4919,1.97575,0.6116,4.99462,0.0314,2.49895,0.0994,1.91573,2.254,21.8542,21.6058
1727,2014-09-24,00:00:00.00,0,6.08928,0.807,2.63535,17.5,1.02466,7.46,4.25914,3.14,9.23827,11.1,2.4215,1.22,1.66521,1.22,3.16567,1.7,1.50764,0.864,1.42892,1.78,0.558007,0.213,12.8457,7.31,2.24156,15.3,1.63229,8.83,2.31621,15,1.75915,16.4,13.4937,17.4432,5.12804,2.0218,5.22097,2.3333,12.7348,8.3818,9.21795,11.2984,15.3978,15.8291,9.14989,1.6594,1.55218,0.5437,4.31394,0.028,2.40292,0.0782,1.86688,1.5659,21.174,16.084
1728,2014-09-25,00:00:00.00,0,5.46725,1.0024,2.16788,11.7,0.936276,5.03,1.90743,1.88,8.63578,9.49,1.504,1.12,0.933758,0.863,2.46836,1.61,1.49334,0.765,1.31096,1.38,0.498165,0.186,7.70755,5.62,1.30788,9.76,0.928805,2.89,1.68995,16.4,1.21541,7.49,11.4766,10.5905,4.20774,1.6112,4.02919,1.7953,9.80451,7.9287,3.04021,10.4206,7.22534,13.3939,8.09354,1.4045,1.11882,0.521,4.06059,0.0241,2.20068,0.0685,1.42131,1.1921,19.404,17.1317
1729,2014-09-26,00:00:00.00,0,5.21744,0.8807,1.90132,8.67,0.883331,3.74,1.76433,1.34,7.39371,8.39,1.11282,0.962,1.21238,0.646,1.97592,1.48,1.49098,0.707,1.24215,1.19,0.460426,0.17,6.16861,3.93,1.24682,7,0.927245,1.22,1.22171,8.04,0.853722,1.82,10.9922,7.0509,3.45649,1.2686,3.21285,1.3649,7.5095,7.0226,2.45323,9.5428,6.609,12.9125,8.15829,1.2969,0.923693,0.504,3.86201,0.0218,1.99025,0.068,1.30393,1.0534,18.0575,16.2539
1730,2014-09-27,00:00:00.00,0,4.95443,0.7164,1.72017,7.21,0.851418,3.02,1.75871,1.06,6.26404,7.75,0.931046,0.851,1.05358,0.552,1.71587,1.41,1.48862,0.662,1.20084,1.1,0.441023,0.163,5.29391,2.87,1.10888,4.76,0.925685,0.782,0.968626,3,0.690696,0.765,10.1477,5.1253,2.87756,1.0449,2.59809,1.1242,5.97778,6.5129,1.73733,8.7499,4.96852,12.5727,7.55396,1.2091,0.862513,0.4927,3.69643,0.0201,1.85563,0.0745,1.24238,1.0449,17.2538,16.1689
1731,2014-09-28,00:00:00.00,0,4.69507,0.6258,1.59619,6.28,0.831987,2.55,1.75584,0.874,5.38318,7.3,0.858131,0.784,1.15051,0.447,1.60254,1.35,1.48625,0.617,1.17575,1.01,0.430897,0.154,4.58622,2.38,1.05964,3.41,0.924126,0.544,0.84496,1.65,0.617288,0.431,9.14055,4.021,2.42692,0.858,2.14458,1.0024,4.79711,5.5501,1.45654,7.9004,4.07422,11.1002,6.56704,1.161,0.842706,0.4814,3.55548,0.0198,1.78417,0.0866,1.20834,0.9741,16.487,15.4893
1732,2014-09-29,00:00:00.00,3.66127e-05,4.45267,0.6088,1.51195,5.73,0.819965,2.25,1.75287,0.751,4.5358,6.67,0.819044,0.693,1.08869,0.394,1.55358,1.31,1.48388,0.568,1.16023,0.934,0.425464,0.155,4.04265,2.11,0.996929,2.72,0.922567,0.418,0.764756,1.11,0.574861,0.286,8.30981,3.3131,2.08684,0.7561,1.82554,0.8976,3.8969,5.3802,1.35133,7.419,3.47675,10.0525,5.62597,1.1327,0.835679,0.4729,3.4438,0.0201,1.74882,0.0912,1.18842,0.9486,15.8769,16.0557
1733,2014-09-30,00:00:00.00,0.0022798,4.21099,0.5578,1.45033,5.27,0.81234,2.07,1.74991,0.672,3.81317,4.96,0.790069,0.618,1.12665,0.367,1.53192,1.27,1.48152,0.546,1.15035,0.888,0.422406,0.158,3.64664,1.92,0.961315,2.36,0.921009,0.381,0.712617,0.763,0.550202,0.206,7.68983,2.7354,1.8827,0.6909,1.60065,0.8297,3.21308,5.2953,1.31059,7.2774,2.9894,9.5994,4.75193,1.1185,0.832598,0.4644,3.36463,0.0258,1.75013,0.1085,1.17591,0.9401,15.3587,16.3955
1734,2014-10-01,00:00:00.00,1.88476,5.27399,0.7079,1.91807,5.5,1.87722,2.25,5.09529,0.823,5.74336,5.8,1.15552,0.652,5.01541,0.975,4.04111,1.41,6.78061,0.95,2.90361,1.02,1.08935,0.393,8.29648,1.88,3.214,2.21,6.23894,0.338,2.33043,0.605,1.9181,0.183,8.40016,2.5004,3.01181,0.6739,2.12139,0.8042,3.99326,6.258,4.56229,12.063,5.19445,16.3388,5.21349,2.002,0.929961,0.9514,4.30116,0.0405,2.6115,0.2449,2.38997,3.7945,16.486,26.4479
1735,2014-10-02,00:00:00.00,0.071351,5.53249,0.8608,2.51493,5.89,2.15557,2.7,8.36304,1.13,6.70276,5.17,1.42845,0.783,7.32292,1.25,5.14518,1.46,7.75609,1.57,3.90931,1.22,1.43237,0.494,14.6893,2.05,4.84672,2.18,6.41559,1.32,3.07004,0.579,2.68207,0.217,9.20476,2.6929,3.64043,0.6485,2.54099,0.807,4.95734,5.4935,7.62235,8.0986,7.97568,11.1852,5.55294,1.4527,0.999873,0.5805,4.65461,0.0402,3.61863,0.0991,2.92932,2.3022,17.7561,22.8517
1736,2014-10-03,00:00:00.00,0.016745,4.48939,1.2035,2.44693,5.81,1.25012,2.8,5.11785,1.08,5.46423,5.31,1.16914,0.726,2.85046,1.41,3.27125,1.55,2.45226,1.14,2.54247,1.12,0.846816,0.31,12.0129,2.5,2.31923,2.11,1.09455,1.31,1.86994,0.659,1.74193,0.462,8.51651,2.6674,2.81891,0.7306,2.22087,0.807,4.74145,5.3802,5.01856,7.5606,6.22063,9.8543,4.59114,1.2374,1.07064,0.5437,4.04605,0.0377,3.39142,0.1161,1.97616,1.4923,16.4018,13.9319
1737,2014-10-04,00:00:00.00,2.12855,5.17804,1.2601,2.93275,6.11,2.15047,3.04,4.62399,2.09,8.43223,6.92,1.71309,0.719,4.49685,1.7,6.76743,2.04,8.20363,1.56,3.01928,1.21,0.801732,0.273,10.5822,2.76,2.23964,2.4,4.54575,0.886,2.50906,1.57,1.93307,0.547,10.9424,2.6193,5.23745,0.7277,3.60941,0.7929,5.99284,8.0986,6.04062,13.0824,6.99956,16.5087,5.63278,3.398,2.04872,2.4381,5.16034,0.0371,3.4036,0.143,2.99699,3.6812,17.277,18.3776
1738,2014-10-05,00:00:00.00,1.51351,7.12283,1.6849,4.29855,8,3.16652,13.9,11.3262,19.8,13.4044,8.58,3.40638,2.27,8.73441,9.06,11.0794,6.43,12.4126,9.13,4.63941,3.77,1.41705,0.718,16.9055,6.58,4.53781,8.05,7.33189,2.7,3.50063,1.87,2.65467,1.28,14.5465,2.945,7.35973,0.657,5.43348,0.8722,8.4887,9.9675,10.1306,15.2911,12.789,21.6907,7.30806,3.5396,2.87647,1.5065,5.62582,0.036,3.83654,0.124,4.38104,6.3147,21.1199,34.5466
1739,2014-10-06,00:00:00.00,0.0606419,7.80089,8.4951,4.65674,21.1,2.39895,21.1,11.3404,16.5,14.1134,7.92,3.67347,2.85,5.02736,5.73,8.84408,7.19,5.68656,4.33,4.12378,3.83,1.42866,1.05,17.3359,8.38,3.95153,14.1,3.70712,6.28,2.82569,3.7,2.32564,5.75,13.6169,3.398,5.87327,0.6994,5.149,1.0704,9.4378,8.6083,7.7085,12.9125,12.1572,19.5103,6.9456,2.4352,2.36768,1.5603,4.85534,0.0292,3.54818,0.1022,3.3773,2.6816,21.531,20.2465
1740,2014-10-07,00:00:00.00,0.471604,6.88726,3.8511,4.07,26.3,1.52538,12.1,4.83221,7.32,13.1306,7.65,2.85583,2.61,3.56435,5.25,7.2069,5.34,7.14296,3.18,2.85225,2.59,1.14532,0.634,12.9692,6.82,2.80129,11.3,1.65782,4.24,2.02112,7.4,1.77079,4.68,11.4294,3.5679,4.63956,0.7759,4.24987,1.1213,8.47628,7.3341,3.79951,10.3923,8.19472,15.5743,6.3693,1.7528,1.80521,1.4895,4.65733,0.0278,2.94717,0.1419,2.14842,1.784,19.2899,16.622
1741,2014-10-08,00:00:00.00,1.01013,7.01185,2.1889,4.11644,18.5,2.16259,14.4,4.12781,18.1,15.7847,9.43,3.24555,2.49,9.10646,23.2,10.483,7.34,15.1969,11.9,3.21366,2.24,1.30308,1.17,14.0576,7.2,3.58751,10.6,3.61438,1.92,2.05921,6.46,1.79175,1.81,10.8128,3.2281,4.14742,0.8438,3.64104,1.0081,7.09735,7.1358,2.86157,10.0808,7.02639,14.1301,6.38944,1.5574,1.64459,1.3394,4.9242,0.0314,2.84988,0.1506,2.64401,2.3871,19.5103,17.0467
1742,2014-10-09,00:00:00.00,0.124722,7.29987,2.3814,4.19574,21.7,2.18496,15.1,5.84173,8.95,15.4015,7.96,3.50802,3.12,8.05385,9.24,10.4621,9.38,10.1516,6.49,3.15217,2.28,1.08061,1.25,15.2015,7.02,3.43401,11,2.87287,1.34,1.86516,3.75,1.58456,1.49,10.353,2.9733,3.52163,0.7872,3.02308,0.909,6.00373,6.258,2.16942,8.9764,5.70236,12.2046,6.18434,1.4668,1.3692,0.9288,5.37137,0.0323,3.15256,0.1178,2.54788,2.2229,20.6559,18.3493
1743,2014-10-10,00:00:00.00,0.000163372,6.76657,2.7892,3.52926,19.9,1.32251,8.01,3.87465,4.56,11.6265,7.21,2.62527,2.73,1.78065,4.51,6.46141,6.76,2.08499,4.1,2.13688,2,0.678527,0.802,11.2608,6.78,1.83715,9.23,0.905471,1.04,1.33787,2.36,1.1109,1.41,9.43327,2.5655,2.85793,0.7108,2.46884,0.8127,4.99847,6.1731,1.49871,8.5234,4.46399,10.902,5.66332,1.2912,1.03689,0.6994,4.98916,0.0275,3.0161,0.0985,1.66304,1.6679,19.7929,15.1778
1744,2014-10-11,00:00:00.00,1.12863e-06,6.44211,2.1946,2.80144,12.7,1.10109,5.6,1.84718,2.84,9.5128,6.53,1.64714,2.27,0.863398,2.9,4.00835,4.49,1.45548,2.81,1.62591,1.79,0.517217,0.531,7.72497,5.99,1.3666,8,0.903924,0.784,1.02071,1.92,0.794807,0.867,8.58816,2.3956,2.4017,0.5635,2.04893,0.7815,4.09309,5.9749,1.36109,8.2685,3.71527,10.364,4.99657,1.2006,0.886756,0.6201,4.40449,0.0246,2.51193,0.0866,1.42424,1.447,18.8257,14.5549
1745,2014-10-12,00:00:00.00,0.0125826,6.24601,1.5291,2.33592,9.74,0.973297,4.4,1.71288,2.05,7.75696,16.4,1.17678,1.86,1.19184,2.08,2.79731,3.45,1.45312,2.1,1.40444,1.5,0.465099,0.417,6.62544,4.44,1.33709,6.43,1.10723,0.642,0.878039,1.48,0.670358,0.525,7.95498,2.1153,2.05927,0.5295,1.75302,0.7391,3.38021,4.7572,1.30379,7.419,3.16488,9.2879,4.30416,1.1553,0.837481,0.5437,4.20471,0.0227,2.11695,0.092,1.2999,1.3224,18.3797,14.5265
1746,2014-10-13,00:00:00.00,1.17521e-06,5.97279,1.1865,1.99064,8.2,0.896955,3.58,1.71163,1.58,6.52937,16.3,0.951259,1.57,1.02309,1.6,2.12041,2.85,1.45076,1.73,1.285,1.32,0.438416,0.347,5.95246,3.49,1.18778,4.53,1.10569,0.526,0.80457,1.1,0.616437,0.345,7.38288,1.8944,1.85373,0.5012,1.54228,0.7051,2.87085,4.4174,1.27393,6.7677,2.84044,8.1553,3.66821,1.1129,0.821356,0.5409,3.99244,0.0195,1.88996,0.0861,1.23258,1.2035,17.7229,14.3
1747,2014-10-14,00:00:00.00,0.527931,6.44994,1.1015,1.86631,7.26,0.902915,3.06,1.76504,1.33,5.64809,13.7,0.97124,1.36,2.55098,1.53,3.73873,2.7,4.85075,1.74,1.41743,1.3,0.976193,0.408,6.18703,3.06,1.98423,3.58,2.10313,0.474,1.12096,0.893,0.927881,0.256,7.24593,1.8378,2.17977,0.4984,1.6778,0.6909,2.86423,4.7855,2.2489,7.9004,3.34297,9.3729,3.67011,1.4866,0.99781,0.7561,3.97034,0.0235,1.87014,0.092,1.66342,1.2403,18.0443,14.0735
1748,2014-10-15,00:00:00.00,1.04018,6.26577,0.9628,1.95494,6.97,1.39402,2.84,3.39072,1.22,5.66707,6.66,1.13957,1.29,3.50334,1.63,4.62405,2.61,5.20757,2,1.81015,1.32,1.29587,1.04,7.04863,2.9,2.56356,3.65,2.17205,0.49,1.26194,0.764,1.14417,0.236,8.26741,1.767,4.38728,0.5663,2.98577,0.7391,4.92392,5.9465,6.50802,10.3356,6.85391,11.1568,5.47434,2.1011,1.90696,1.6679,5.15019,0.0419,2.52407,0.1085,1.7309,1.5376,18.2591,14.7531
1749,2014-10-16,00:00:00.00,2.56163,7.53696,1.5688,2.66536,7,2.80714,6.33,9.40215,8.53,7.80609,7.97,1.76638,1.48,6.5335,15,6.92289,4.24,9.7056,12.1,3.91712,4.08,1.51658,2.86,11.2505,6.17,3.61561,7.16,5.4371,1.14,2.25391,1.03,1.8607,0.617,13.6092,2.6335,8.57623,0.841,5.81604,1.3649,8.77568,11.4117,11.7967,24.6073,13.6117,35.9624,7.27528,5.0121,2.54371,3.1715,5.90842,0.0657,3.79984,0.1252,4.11886,9.9675,20.3217,37.3782
1750,2014-10-17,00:00:00.00,0.497736,8.20009,6.796,3.50363,11.2,3.18121,14.2,14.145,10,8.43222,8.6,2.21518,1.57,7.75073,8.61,8.76135,5.7,10.532,5.83,4.83577,5.18,1.56987,2.92,15.9337,11,4.79078,16.8,5.66932,5.11,2.96633,1.85,2.42562,3.16,17.5864,4.5307,8.60297,1.5263,6.75034,2.002,10.5209,7.7871,10.4615,12.0063,15.3049,23.1632,6.89331,2.4381,2.3051,4.7572,5.27996,0.0668,4.55475,0.1453,6.85945,11.2701,27.8777,49.5545
1751,2014-10-18,00:00:00.00,0.180229,6.64383,4.4174,3.42991,19.3,2.46224,13,10.5037,6.75,7.17531,9.8,1.75266,1.59,2.83208,5.44,5.95983,4.74,3.06214,4.92,3.41271,4.14,0.895796,1.35,12.983,8.54,2.99703,19.6,1.47767,4.15,2.03341,4.97,1.81196,5.47,15.7091,9.5994,5.80669,1.8774,5.24389,1.8349,9.18911,6.9659,5.05799,9.9675,10.3693,18.0945,6.01268,1.7443,1.89773,2.5372,4.91757,0.0722,4.36413,0.1552,5.07472,5.0121,29.3722,30.299
1752,2014-10-19,00:00:00.00,0.819068,8.16651,5.6917,3.0615,17.9,2.40357,9.8,6.82889,6.3,6.93127,8.73,1.26419,1.5,2.50238,4.31,4.68269,3.85,3.79737,3.83,3.36553,3.45,0.712762,1.07,11.4405,7.75,2.44357,14.8,4.37141,2.19,1.93706,5.61,1.59402,3.29,15.1503,8.8915,5.5012,2.2144,4.30016,1.5716,7.28734,6.6261,2.58522,9.3729,7.02725,14.3566,5.76709,1.5376,1.40319,1.7811,4.80982,0.0651,3.68473,0.1269,3.76004,8.1836,24.7595,37.6614
