DATE	cout
UNITS	m3/s
2010-01-01	5.797
2010-01-02	5.207
2010-01-03	4.668
2010-01-04	4.189
2010-01-05	3.762
2010-01-06	3.381
2010-01-07	3.047
2010-01-08	2.762
2010-01-09	2.493
2010-01-10	2.252
2010-01-11	2.041
2010-01-12	1.851
2010-01-13	1.682
2010-01-14	1.532
2010-01-15	1.404
2010-01-16	1.298
2010-01-17	1.21
2010-01-18	1.134
2010-01-19	1.067
2010-01-20	1.007
2010-01-21	0.952
2010-01-22	0.902
2010-01-23	0.858
2010-01-24	1.161
2010-01-25	2.076
2010-01-26	3.221
2010-01-27	3.956
2010-01-28	4.156
2010-01-29	4.027
2010-01-30	3.756
2010-01-31	3.446
2010-02-01	3.14
2010-02-02	2.857
2010-02-03	2.599
2010-02-04	2.365
2010-02-05	2.155
2010-02-06	1.967
2010-02-07	1.798
2010-02-08	1.647
2010-02-09	1.523
2010-02-10	1.425
2010-02-11	1.312
2010-02-12	1.2
2010-02-13	1.1
2010-02-14	1.011
2010-02-15	0.932
2010-02-16	0.862
2010-02-17	0.799
2010-02-18	0.741
2010-02-19	0.69
2010-02-20	0.646
2010-02-21	0.607
2010-02-22	0.593
2010-02-23	0.568
2010-02-24	0.544
2010-02-25	0.523
2010-02-26	0.509
2010-02-27	0.499
2010-02-28	0.489
2010-03-01	0.483
2010-03-02	0.482
2010-03-03	0.487
2010-03-04	0.499
2010-03-05	0.518
2010-03-06	0.545
2010-03-07	0.58
2010-03-08	0.701
2010-03-09	1.219
2010-03-10	2.091
2010-03-11	2.839
2010-03-12	3.36
2010-03-13	4.095
2010-03-14	5.148
2010-03-15	5.97
2010-03-16	6.17
2010-03-17	5.904
2010-03-18	5.437
2010-03-19	4.923
2010-03-20	4.43
2010-03-21	3.98
2010-03-22	3.59
2010-03-23	3.231
2010-03-24	2.905
2010-03-25	2.63
2010-03-26	2.378
2010-03-27	2.152
2010-03-28	2.037
2010-03-29	2.034
2010-03-30	2.041
2010-03-31	1.998
2010-04-01	1.915
2010-04-02	1.812
2010-04-03	1.704
2010-04-04	1.598
2010-04-05	1.496
2010-04-06	1.404
2010-04-07	1.346
2010-04-08	1.798
2010-04-09	2.703
2010-04-10	3.509
2010-04-11	3.847
2010-04-12	3.817
2010-04-13	3.605
2010-04-14	3.326
2010-04-15	3.035
2010-04-16	2.761
2010-04-17	2.512
2010-04-18	2.289
2010-04-19	2.085
2010-04-20	1.902
2010-04-21	1.737
2010-04-22	1.589
2010-04-23	1.457
2010-04-24	1.341
2010-04-25	1.254
2010-04-26	1.162
2010-04-27	1.066
2010-04-28	0.978
2010-04-29	0.898
2010-04-30	0.827
2010-05-01	0.766
2010-05-02	0.716
2010-05-03	0.669
2010-05-04	0.619
2010-05-05	0.58
2010-05-06	0.541
2010-05-07	0.515
2010-05-08	0.638
2010-05-09	0.863
2010-05-10	1.07
2010-05-11	1.65
2010-05-12	2.659
2010-05-13	3.934
2010-05-14	4.965
2010-05-15	5.38
2010-05-16	5.299
2010-05-17	4.984
2010-05-18	4.711
2010-05-19	4.428
2010-05-20	4.124
2010-05-21	3.815
2010-05-22	3.578
2010-05-23	3.332
2010-05-24	3.093
2010-05-25	2.869
2010-05-26	2.66
2010-05-27	2.471
2010-05-28	2.296
2010-05-29	2.135
2010-05-30	1.987
2010-05-31	1.851
2010-06-01	1.745
2010-06-02	1.657
2010-06-03	1.548
2010-06-04	1.443
2010-06-05	1.353
2010-06-06	1.94
2010-06-07	3.297
2010-06-08	4.762
2010-06-09	5.602
2010-06-10	5.794
2010-06-11	5.586
2010-06-12	5.202
2010-06-13	4.778
2010-06-14	4.364
2010-06-15	3.983
2010-06-16	3.636
2010-06-17	3.322
2010-06-18	3.038
2010-06-19	2.785
2010-06-20	2.555
2010-06-21	2.349
2010-06-22	2.162
2010-06-23	2.001
2010-06-24	1.854
2010-06-25	1.713
2010-06-26	1.584
2010-06-27	1.467
2010-06-28	1.361
2010-06-29	1.264
2010-06-30	1.175
2010-07-01	1.094
2010-07-02	1.02
2010-07-03	0.951
2010-07-04	0.887
2010-07-05	0.828
2010-07-06	0.774
2010-07-07	0.724
2010-07-08	0.678
2010-07-09	0.651
2010-07-10	0.611
2010-07-11	0.571
2010-07-12	0.538
2010-07-13	0.503
2010-07-14	0.47
2010-07-15	0.44
2010-07-16	0.486
2010-07-17	0.533
2010-07-18	0.562
2010-07-19	0.592
2010-07-20	0.609
2010-07-21	0.621
2010-07-22	0.626
2010-07-23	0.635
2010-07-24	0.66
2010-07-25	0.735
2010-07-26	0.819
2010-07-27	0.879
2010-07-28	0.927
2010-07-29	0.95
2010-07-30	0.956
2010-07-31	0.952
2010-08-01	0.941
2010-08-02	0.925
2010-08-03	0.904
2010-08-04	0.88
2010-08-05	0.853
2010-08-06	0.825
2010-08-07	0.796
2010-08-08	0.766
2010-08-09	0.736
2010-08-10	0.708
2010-08-11	0.677
2010-08-12	0.646
2010-08-13	0.617
2010-08-14	0.588
2010-08-15	0.559
2010-08-16	0.533
2010-08-17	0.507
2010-08-18	0.482
2010-08-19	0.457
2010-08-20	0.435
2010-08-21	0.415
2010-08-22	0.402
2010-08-23	0.382
2010-08-24	0.361
2010-08-25	0.341
2010-08-26	0.322
2010-08-27	0.304
2010-08-28	0.287
2010-08-29	0.271
2010-08-30	0.255
2010-08-31	0.241
2010-09-01	0.227
2010-09-02	0.214
2010-09-03	0.205
2010-09-04	0.195
2010-09-05	0.185
2010-09-06	0.174
2010-09-07	0.164
2010-09-08	0.154
2010-09-09	0.145
2010-09-10	0.137
2010-09-11	0.131
2010-09-12	0.126
2010-09-13	0.119
2010-09-14	0.112
2010-09-15	0.105
2010-09-16	0.116
2010-09-17	0.123
2010-09-18	0.127
2010-09-19	0.129
2010-09-20	0.128
2010-09-21	0.127
2010-09-22	0.135
2010-09-23	0.136
2010-09-24	0.135
2010-09-25	0.132
2010-09-26	0.129
2010-09-27	0.127
2010-09-28	0.198
2010-09-29	0.309
2010-09-30	0.423
2010-10-01	0.517
2010-10-02	0.852
2010-10-03	1.528
2010-10-04	2.258
2010-10-05	2.711
2010-10-06	2.875
2010-10-07	2.848
2010-10-08	2.73
2010-10-09	2.577
2010-10-10	2.416
2010-10-11	2.261
2010-10-12	2.112
2010-10-13	1.973
2010-10-14	1.876
2010-10-15	1.767
2010-10-16	1.664
2010-10-17	1.569
2010-10-18	1.484
2010-10-19	1.406
2010-10-20	1.333
2010-10-21	1.31
2010-10-22	1.306
2010-10-23	1.293
2010-10-24	1.272
2010-10-25	1.242
2010-10-26	1.302
2010-10-27	1.401
2010-10-28	1.46
2010-10-29	1.477
2010-10-30	1.463
2010-10-31	1.43
2010-11-01	1.387
2010-11-02	1.338
2010-11-03	1.286
2010-11-04	1.235
2010-11-05	1.184
2010-11-06	1.131
2010-11-07	1.079
2010-11-08	1.028
2010-11-09	0.979
2010-11-10	0.931
2010-11-11	0.886
2010-11-12	0.842
2010-11-13	0.8
2010-11-14	0.766
2010-11-15	0.727
2010-11-16	0.694
2010-11-17	0.787
2010-11-18	0.952
2010-11-19	1.091
2010-11-20	1.179
2010-11-21	1.222
2010-11-22	1.401
2010-11-23	1.979
2010-11-24	2.724
2010-11-25	3.54
2010-11-26	4.252
2010-11-27	4.507
2010-11-28	4.425
2010-11-29	4.54
2010-11-30	5.488
2010-12-01	6.774
2010-12-02	7.494
2010-12-03	7.482
2010-12-04	7.055
2010-12-05	6.481
2010-12-06	5.893
2010-12-07	5.34
2010-12-08	4.839
2010-12-09	4.39
2010-12-10	3.991
2010-12-11	3.649
2010-12-12	3.821
2010-12-13	4.382
2010-12-14	4.779
2010-12-15	4.809
2010-12-16	4.602
2010-12-17	4.296
2010-12-18	3.968
2010-12-19	3.651
2010-12-20	3.356
2010-12-21	3.087
2010-12-22	2.842
2010-12-23	2.621
2010-12-24	2.42
2010-12-25	2.238
2010-12-26	2.072
2010-12-27	1.922
2010-12-28	1.784
2010-12-29	1.658
2010-12-30	1.549
2010-12-31	1.763
2011-01-01	2.59
2011-01-02	3.605
2011-01-03	4.226
2011-01-04	4.38
2011-01-05	4.245
2011-01-06	3.995
2011-01-07	3.706
2011-01-08	3.417
