DATE	cout
UNITS	m3/s
2010-01-01	2.135
2010-01-02	1.722
2010-01-03	1.478
2010-01-04	1.328
2010-01-05	1.222
2010-01-06	1.139
2010-01-07	1.074
2010-01-08	1.027
2010-01-09	0.968
2010-01-10	0.915
2010-01-11	0.868
2010-01-12	0.823
2010-01-13	0.781
2010-01-14	0.746
2010-01-15	0.909
2010-01-16	1.048
2010-01-17	1.024
2010-01-18	0.943
2010-01-19	0.86
2010-01-20	0.794
2010-01-21	0.743
2010-01-22	0.816
2010-01-23	0.88
2010-01-24	3.381
2010-01-25	7.789
2010-01-26	9.749
2010-01-27	8.089
2010-01-28	5.558
2010-01-29	3.651
2010-01-30	2.516
2010-01-31	1.899
2010-02-01	1.56
2010-02-02	1.363
2010-02-03	1.236
2010-02-04	1.143
2010-02-05	1.07
2010-02-06	1.008
2010-02-07	0.953
2010-02-08	0.903
2010-02-09	0.87
2010-02-10	0.863
2010-02-11	0.829
2010-02-12	0.784
2010-02-13	0.74
2010-02-14	0.7
2010-02-15	0.662
2010-02-16	0.628
2010-02-17	0.597
2010-02-18	0.571
2010-02-19	0.552
2010-02-20	0.534
2010-02-21	0.523
2010-02-22	0.548
2010-02-23	0.556
2010-02-24	0.554
2010-02-25	0.542
2010-02-26	0.531
2010-02-27	0.572
2010-02-28	0.684
2010-03-01	0.775
2010-03-02	0.809
2010-03-03	0.82
2010-03-04	0.829
2010-03-05	0.846
2010-03-06	0.856
2010-03-07	1.063
2010-03-08	2.226
2010-03-09	5.339
2010-03-10	7.959
2010-03-11	7.875
2010-03-12	7.276
2010-03-13	9.212
2010-03-14	11.681
2010-03-15	11.124
2010-03-16	8.076
2010-03-17	5.098
2010-03-18	3.242
2010-03-19	2.256
2010-03-20	1.739
2010-03-21	1.457
2010-03-22	1.316
2010-03-23	1.205
2010-03-24	1.108
2010-03-25	1.118
2010-03-26	1.099
2010-03-27	1.035
2010-03-28	1.603
2010-03-29	2.578
2010-03-30	2.641
2010-03-31	2.103
2010-04-01	1.672
2010-04-02	1.402
2010-04-03	1.236
2010-04-04	1.126
2010-04-05	1.043
2010-04-06	0.981
2010-04-07	1.714
2010-04-08	6.904
2010-04-09	10.31
2010-04-10	8.587
2010-04-11	5.588
2010-04-12	3.507
2010-04-13	2.378
2010-04-14	1.787
2010-04-15	1.463
2010-04-16	1.275
2010-04-17	1.155
2010-04-18	1.069
2010-04-19	0.998
2010-04-20	0.938
2010-04-21	0.884
2010-04-22	0.835
2010-04-23	0.792
2010-04-24	0.754
2010-04-25	1.234
2010-04-26	1.358
2010-04-27	1.107
2010-04-28	0.938
2010-04-29	0.834
2010-04-30	0.761
2010-05-01	0.711
2010-05-02	0.674
2010-05-03	0.639
2010-05-04	0.601
2010-05-05	0.712
2010-05-06	0.724
2010-05-07	1.04
2010-05-08	3.514
2010-05-09	4.657
2010-05-10	3.59
2010-05-11	6.35
2010-05-12	8.642
2010-05-13	9.075
2010-05-14	8.247
2010-05-15	5.998
2010-05-16	3.83
2010-05-17	2.543
2010-05-18	3.174
2010-05-19	3.636
2010-05-20	2.989
2010-05-21	2.212
2010-05-22	2.55
2010-05-23	2.726
2010-05-24	2.273
2010-05-25	1.799
2010-05-26	1.49
2010-05-27	1.306
2010-05-28	1.182
2010-05-29	1.093
2010-05-30	1.021
2010-05-31	0.959
2010-06-01	1.27
2010-06-02	1.999
2010-06-03	1.994
2010-06-04	1.564
2010-06-05	1.294
2010-06-06	7.062
2010-06-07	11.587
2010-06-08	10.163
2010-06-09	7.848
2010-06-10	5.692
2010-06-11	3.722
2010-06-12	2.487
2010-06-13	1.835
2010-06-14	1.486
2010-06-15	1.286
2010-06-16	1.158
2010-06-17	1.064
2010-06-18	0.99
2010-06-19	0.929
2010-06-20	0.874
2010-06-21	0.826
2010-06-22	0.781
2010-06-23	0.745
2010-06-24	0.71
2010-06-25	0.672
2010-06-26	0.636
2010-06-27	0.603
2010-06-28	0.572
2010-06-29	0.541
2010-06-30	0.514
2010-07-01	0.487
2010-07-02	0.463
2010-07-03	0.439
2010-07-04	0.415
2010-07-05	0.393
2010-07-06	0.373
2010-07-07	0.353
2010-07-08	0.335
2010-07-09	0.583
2010-07-10	0.638
2010-07-11	0.51
2010-07-12	0.433
2010-07-13	0.386
2010-07-14	0.353
2010-07-15	0.329
2010-07-16	2.448
2010-07-17	3.277
2010-07-18	2.397
2010-07-19	1.895
2010-07-20	1.551
2010-07-21	1.243
2010-07-22	1.053
2010-07-23	1.161
2010-07-24	1.941
2010-07-25	2.757
2010-07-26	2.493
2010-07-27	1.846
2010-07-28	1.579
2010-07-29	1.384
2010-07-30	1.189
2010-07-31	1.061
2010-08-01	0.972
2010-08-02	0.905
2010-08-03	0.849
2010-08-04	0.8
2010-08-05	0.757
2010-08-06	0.716
2010-08-07	0.679
2010-08-08	0.645
2010-08-09	0.611
2010-08-10	0.582
2010-08-11	0.552
2010-08-12	0.523
2010-08-13	0.498
2010-08-14	0.471
2010-08-15	0.447
2010-08-16	0.425
2010-08-17	0.403
2010-08-18	0.383
2010-08-19	0.363
2010-08-20	0.345
2010-08-21	0.329
2010-08-22	0.37
2010-08-23	0.367
2010-08-24	0.33
2010-08-25	0.302
2010-08-26	0.282
2010-08-27	0.265
2010-08-28	0.25
2010-08-29	0.236
2010-08-30	0.224
2010-08-31	0.212
2010-09-01	0.2
2010-09-02	0.19
2010-09-03	0.182
2010-09-04	0.173
2010-09-05	0.164
2010-09-06	0.156
2010-09-07	0.147
2010-09-08	0.139
2010-09-09	0.132
2010-09-10	0.125
2010-09-11	0.12
2010-09-12	0.115
2010-09-13	0.109
2010-09-14	0.103
2010-09-15	0.097
2010-09-16	0.917
2010-09-17	1.14
2010-09-18	0.783
2010-09-19	0.574
2010-09-20	0.467
2010-09-21	0.406
2010-09-22	0.908
2010-09-23	1.035
2010-09-24	0.787
2010-09-25	0.632
2010-09-26	0.545
2010-09-27	0.493
2010-09-28	2.882
2010-09-29	3.579
2010-09-30	2.475
2010-10-01	1.738
2010-10-02	3.228
2010-10-03	3.546
2010-10-04	2.522
2010-10-05	1.85
2010-10-06	1.484
2010-10-07	1.268
2010-10-08	1.132
2010-10-09	1.038
2010-10-10	0.966
2010-10-11	0.909
2010-10-12	0.858
2010-10-13	0.812
2010-10-14	1.386
2010-10-15	1.53
2010-10-16	1.239
2010-10-17	1.045
2010-10-18	0.927
2010-10-19	0.85
2010-10-20	0.792
2010-10-21	1.107
2010-10-22	1.171
2010-10-23	0.982
2010-10-24	0.858
2010-10-25	0.777
2010-10-26	0.986
2010-10-27	1.014
2010-10-28	0.864
2010-10-29	0.762
2010-10-30	0.695
2010-10-31	0.645
2010-11-01	0.606
2010-11-02	0.572
2010-11-03	0.542
2010-11-04	0.515
2010-11-05	0.49
2010-11-06	0.466
2010-11-07	0.443
2010-11-08	0.421
2010-11-09	0.4
2010-11-10	0.38
2010-11-11	0.361
2010-11-12	0.344
2010-11-13	0.327
2010-11-14	0.316
2010-11-15	0.3
2010-11-16	0.289
2010-11-17	1.163
2010-11-18	1.62
2010-11-19	1.324
2010-11-20	0.99
2010-11-21	0.78
2010-11-22	1.543
2010-11-23	3.049
2010-11-24	3.422
2010-11-25	3.668
2010-11-26	3.522
2010-11-27	2.672
2010-11-28	1.93
2010-11-29	3.151
2010-11-30	7.464
2010-12-01	9.713
2010-12-02	8.145
2010-12-03	5.652
2010-12-04	3.704
