subID,ID,Name,Lat,Lon
6634,02GG006,BEAR CREEK NEAR PETROLIA,42.90583038,-82.11911011
6632,02GG002,Sydenham River near Alvinston,42.83081055,-81.85172272
6629,02GD004,MIDDLE THAMES RIVER AT THAMESFORD,43.05910873,-80.99485779
6659,02BF002,GOULAIS RIVER NEAR SEARCHMONT,46.86093903,-83.97180939
6646,02AD010,BLACKWATER RIVER AT BEARDMORE,49.59761047,-87.96543884
6677,02JC008,BLANCHE RIVER ABOVE ENGLEHART,47.889140000000005,-79.8793
6687,02KF011,CARP RIVER NEAR KINBURN,45.41758,-76.1987
6690,02LB008,BEAR BROOK NEAR BOURGET,45.426,-75.1532
6613,02HL003,BLACK RIVER NEAR ACTINOLITE,44.53960037,-77.36965179
6614,02HL004,SKOOTAMATTA RIVER NEAR ACTINOLITE,44.54956818,-77.32813263
6615,02HL005,MOIRA RIVER NEAR DELORO,44.49972916,-77.61836243
6483,02GA010,NITH RIVER NEAR CANNING,43.18972015,-80.45503235
6484,02GA018,NITH RIVER AT NEW HAMBURG,43.37722015,-80.7108078
6485,02GA038,NITH RIVER ABOVE NITHBURG,43.48389053,-80.83499908
6528,02DC012,STURGEON RIVER AT UPPER GOOSE FALLS,46.97024918,-80.45877838
6530,02EA005,NORTH MAGNETAWAN RIVER NEAR BURKS FALLS,45.66947174,-79.37918854
6534,02EB014,OXTONGUE RIVER NEAR DWIGHT,45.31196976,-78.98938751
6535,02EC002,BLACK RIVER NEAR WASHAGO,44.71366882,-79.28160858
6538,02EC018,PEFFERLAW BROOK NEAR UDORA,44.26752853,-79.19461059999999
6540,02ED003,NOTTAWASAGA RIVER NEAR BAXTER,44.24980927,-79.82141876
6541,02ED015,MAD RIVER AT AVENING,44.30736160000001,-80.07202911
6544,02ED029,INNISFIL CREEK NEAR ALLISTON,44.13122177,-79.78096771
6546,02ED101,NOTTAWASAGA RIVER NEAR ALLISTON,44.11058044,-79.89028168
6547,02ED102,Boyne River at Earl Rowe Park,44.15250015,-79.89663696
6555,02FE009,SOUTH MAITLAND RIVER AT SUMMERHILL,43.6843605,-81.54116821
6691,02LB005,SOUTH NATION RIVER NEAR PLANTAGENET SPRINGS,45.516940000000005,-74.9782
6693,02LA006,KEMPTVILLE CREEK NEAR KEMPTVILLE,44.99425,-75.6623
6630,02GE003,THAMES RIVER AT THAMESVILLE,42.54486084,-81.9672699
6655,02BD002,MICHIPICOTEN RIVER AT HIGH FALLS,47.91083145,-84.74333191
6617,02HM003,SALMON RIVER NEAR SHANNONVILLE,44.20740891,-77.2093811
6618,02HM007,Napanee River at Camden East,44.33467865,-76.83889008
6612,02HL001,MOIRA RIVER NEAR FOXBORO,44.25373077,-77.41883087
6602,02HC003,HUMBER RIVER AT WESTON,43.69894028,-79.52039337
6603,02HC024,DON RIVER AT TODMORDEN,43.68585968,-79.36150359999999
6551,02FB010,BIGHEAD RIVER NEAR MEAFORD,44.57017136,-80.64849854
6536,02EC003,SEVERN RIVER AT SWIFT RAPIDS,44.85694122,-79.54167175
6550,02FB009,BEAVER RIVER NEAR CLARKSBURG,44.51985931,-80.46778107
6533,02EB011,MOON RIVER AT HIGHWAY NO. 400,45.06505966,-79.79013824
6522,02CD001,SERPENT RIVER AT HIGHWAY NO. 17,46.2107811,-82.51242065
6529,02DD010,FRENCH RIVER AT DRY PINE BAY,46.06858063,-80.61164093
6548,02FA001,SAUBLE RIVER AT SAUBLE FALLS,44.67752838,-81.25605774
6521,02CC005,LITTLE WHITE RIVER NEAR BELLINGHAM,46.39395142,-83.28298187
6558,02FE015,Maitland River at Benmiller,43.71755981,-81.62619019
6490,02GC007,BIG CREEK NEAR WALSINGHAM,42.68561172,-80.53846741
6493,02HA007,WELLAND RIVER BELOW CAISTOR CORNERS,43.02177811,-79.6180191
6689,02LA007,JOCK RIVER NEAR RICHMOND,45.24942,-75.7906
6489,02GC002,KETTLE CREEK AT ST. THOMAS,42.77769089,-81.21399689
6633,02GG003,Sydenham River at Florence,42.65061188,-82.00839233
6635,02GG009,BEAR CREEK BELOW BRIGDEN,42.81203079,-82.29842377
6520,02CB003,AUBINADONG RIVER ABOVE SESABIC CREEK,46.96841812,-83.41686249
6542,02ED024,North River at the Falls,44.76766968,-79.57827759
6524,02CF007,WHITSON RIVER AT CHELMSFORD,46.58335876,-81.19911194
6607,02HD012,Ganaraska River above Dale,43.99094009,-78.32819366
6606,02HC049,Duffins Creek at Ajax,43.84888839999999,-79.05610657
6605,02HC030,ETOBICOKE CREEK BELOW QUEEN ELIZABETH HIGHWAY,43.60174942,-79.55632782
6599,02HA006,TWENTY MILE CREEK AT BALLS FALLS,43.13346863,-79.38324738
6658,02BF001,BATCHAWANA RIVER NEAR BATCHAWANA,47.00352859,-84.51555634
6642,02AB017,WHITEFISH RIVER AT NOLALU,48.29211044,-89.80986023
6644,02AC001,WOLF RIVER AT HIGHWAY NO. 17,48.82168961,-88.53460693
6651,02BB003,PIC RIVER NEAR MARATHON,48.77407837,-86.29660797
6645,02AC002,BLACK STURGEON RIVER AT HIGHWAY NO. 17,48.90422058,-88.37686157
6487,02GB001,GRAND RIVER AT BRANTFORD,43.13272095,-80.26731109999999
6527,02DB005,WANAPITEI RIVER NEAR WANUP,46.34566879,-80.83956146
6531,02EA011,MAGNETAWAN RIVER NEAR BRITT,45.77305984,-80.48233032
6552,02FC001,SAUGEEN RIVER NEAR PORT ELGIN,44.45647049,-81.32643890000001
6609,02HF003,BURNT RIVER NEAR BURNT RIVER,44.70986176,-78.67752838
6611,02HK003,CROWE RIVER AT MARMORA,44.481571200000005,-77.68479919
6652,02BB004,CEDAR CREEK NEAR HEMLO,48.70542145,-85.90794373
6675,02LA004,RIDEAU RIVER AT OTTAWA,45.38150024,-75.69696808
6649,02BA003,LITTLE PIC RIVER NEAR COLDWELL,48.84910965,-86.60722351
6670,04040500,STURGEON RIVER NEAR SIDNAW MI,46.58410589,-88.57596973
6568,04066500,PIKE RIVER AT AMBERG WI,45.4999654,-88.00011496
6570,04067958,Peshtigo River near Wabeno WI,45.38774406,-88.3051099
6574,04074950,WOLF RIVER AT LANGLADE WI,45.18997026,-88.73343978
6594,04124000,Manistee River near Sherman MI,44.43639239,-85.6986792
6595,04125460,Pine River at High School Bridge nr Hoxeyville MI,44.19334009,-85.7697863
6620,04221000,GENESEE RIVER AT WELLSVILLE NY,42.12229032,-77.95722459
6621,04224775,CANASERAGA CREEK ABOVE DANSVILLE NY,42.5356226,-77.70416132
6499,04185000,Tiffin River at Stryker OH,41.50449567,-84.4296719
6502,04196800,Tymochtee Creek at Crawford OH,40.92283322,-83.34881158
6503,04197100,Honey Creek at Melmore OH,41.022278,-83.10963819999999
6561,04136000,Au Sable River near Red Oak MI,44.6769593,-84.29251459999999
6639,04160600,BELLE RIVER AT MEMPHIS MI,42.900862200000006,-82.76909140000001
6637,04159492,Black River near Jeddo MI,43.150859999999994,-82.6246474
6669,04040000,ONTONAGON R NR ROCKLAND MI,46.7207742,-89.207086
6672,04044724,Au Train River at Forest Lake MI,46.34077908,-86.8501514
6667,04029990,Montreal River at Saxon Falls near Saxon WI,46.53689125,-90.3799017
6663,04024000,ST. LOUIS RIVER AT SCANLON MN,46.7032765,-92.4188018
6666,04027500,WHITE RIVER NEAR ASHLAND WI,46.4972222,-90.9041667
6625,04250200,Salmon River at Pineville NY,43.53119444,-76.0376944
6622,04231600,GENESEE RIVER AT FORD STREET BRIDGE ROCHESTER NY,43.141722200000004,-77.6163056
6628,04258000,Beaver River at Croghan NY,43.8972222,-75.4041667
6623,0423205010,Irondequoit Cr abv Blossom Rd nr Rochester NY,43.145,-77.5119444
6562,04137500,Au Sable River near Au Sable MI,44.43640447,-83.4338609
6563,04142000,RIFLE RIVER NEAR STERLING MI,44.0725203,-84.0199939
6597,04126740,Platte River at Honor MI,44.668055100000004,-86.0348123
6584,04101500,ST. JOSEPH RIVER AT NILES MI,41.8292138,-86.2597325
6578,04086000,SHEBOYGAN RIVER AT SHEBOYGAN WI,43.74138889,-87.7521111
6586,04102500,PAW PAW RIVER AT RIVERSIDE MI,42.18642675,-86.36891240000001
6573,04072150,Duck Creek near Howard WI,44.53338889,-88.1296944
6569,04067500,MENOMINEE RIVER NEAR MCALLISTER WI,45.3258333,-87.6633333
6582,04093000,DEEP RIVER AT LAKE GEORGE OUTLET AT HOBART IN,41.53614807,-87.25697989
6587,04102700,SOUTH BRANCH BLACK RIVER NEAR BANGOR MI,42.35420009,-86.1875265
6577,04085427,MANITOWOC RIVER AT MANITOWOC WI,44.10616667,-87.71602779999999
6590,04119000,GRAND RIVER AT GRAND RAPIDS MI,42.96447088,-85.6764199
6581,04087240,ROOT RIVER AT RACINE WI,42.75138889,-87.8236111
6579,04087000,MILWAUKEE RIVER AT MILWAUKEE WI,43.10001159,-87.9089745
6566,04059000,ESCANABA RIVER AT CORNELL MI,45.90891667,-87.2135278
6518,04218518,ELLICOTT CREEK BELOW WILLIAMSVILLE NY,42.97777778,-78.76361109999999
6505,04199000,HURON R AT MILAN OH,41.3008852,-82.6082326
6515,04215000,CAYUGA CREEK NR LANCASTER NY,42.89,-78.645
6500,04193500,MAUMEE R AT WATERVILLE OH,41.500052600000004,-83.7127145
6504,04198000,SANDUSKY R NR FREMONT OH,41.307830700000004,-83.1588088
6513,04213500,CATTARAUGUS CREEK AT GOWANDA NY,42.463333299999995,-78.9341667
6507,04200500,BLACK R AT ELYRIA OH,41.38032368,-82.10459279
6497,04176500,RIVER RAISIN NEAR MONROE MI,41.960600799999995,-83.53104619
6498,04177000,OTTAWA RIVER At UNIVERSITY OF TOLEDO TOLEDO OH,41.65968056,-83.61254720000001
6494,04166500,RIVER ROUGE AT DETROIT MI,42.373092299999996,-83.25465129999999
6517,04218000,TONAWANDA CREEK AT RAPIDS NY,43.09305556,-78.6361111
6496,04174500,HURON RIVER AT ANN ARBOR MI,42.28698238,-83.73382959999999
6516,04215500,CAZENOVIA CREEK AT EBENEZER NY,42.8297222,-78.775
6509,04208000,CUYAHOGA R AT INDEPENDENCE OH,41.39533087,-81.6298478
6512,04213000,CONNEAUT C AT CONNEAUT OH,41.92699898,-80.6039659
6627,04256000,INDEPENDENCE RIVER AT DONNATTSBURG NY,43.74729136,-75.33434745
6598,04126970,Boardman R above Brown Bridge Road nr Mayfield MI,44.65667,-85.43673100000001
6593,04122500,PERE MARQUETTE RIVER AT SCOTTVILLE MI,43.945006299999996,-86.27868959999999
6576,04085200,KEWAUNEE RIVER NEAR KEWAUNEE WI,44.45833125,-87.55647459999999
6567,04059500,FORD RIVER NR HYDE MI,45.7549674,-87.2020793
6564,04056500,MANISTIQUE RIVER NR MANISTIQUE MI,46.03052857,-86.161249
6668,04031000,BLACK R NR BESSEMER MI,46.5113361,-90.0746179
6673,04045500,TAHQUAMENON RIVER NR TAHQUAMENON PARADISE MI,46.5745833,-85.26963889
6664,04024430,NEMADJI RIVER NEAR SOUTH SUPERIOR WI,46.6333333,-92.09388890000001
6506,04199500,VERMILION R NR VERMILION OH,41.38199,-82.3168273
6511,04212100,GRAND R NR PAINESVILLE OH,41.718933899999996,-81.22787890000001
6572,04071765,Oconto River near Oconto WI,44.86055556,-87.98388889
6585,04101800,DOWAGIAC RIVER AT SUMNERVILLE MI,41.9133797,-86.2130676
6591,04121970,Muskegon River near Croton MI,43.43474558,-85.6653239
6640,04165500,CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS MI,42.5958674,-82.90881
6661,04010500,PIGEON RIVER AT MIDDLE FALLS NR GRAND PORTAGE MN,48.01210765,-89.6161984
6592,04122200,WHITE RIVER NEAR WHITEHALL MI,43.46417856,-86.2325668
6665,04027000,BAD RIVER NEAR ODANAH WI,46.4866144,-90.696297
