Year,Month,Median,2.5 Percentile,97.5 Percentile
1950.0000,1.0000,4687.5745,4402.2205,4974.6245
1950.0000,2.0000,2697.9756,2405.5345,2990.9677
1950.0000,3.0000,3207.8388,2941.8210,3486.7896
1950.0000,4.0000,3133.6619,2843.1514,3427.2431
1950.0000,5.0000,879.7986,630.9907,1132.4082
1950.0000,6.0000,804.0601,548.2242,1069.7225
1950.0000,7.0000,513.3510,290.6324,763.8487
1950.0000,8.0000,-209.7592,-402.9733,-0.7383
1950.0000,9.0000,-255.1288,-516.6709,23.4677
1950.0000,10.0000,-121.1539,-397.4134,145.1943
1950.0000,11.0000,354.8586,65.2501,621.4388
1950.0000,12.0000,1418.5974,1121.8616,1690.8125
1951.0000,1.0000,2145.5420,1892.9232,2395.2646
1951.0000,2.0000,2862.3135,2549.5776,3163.6154
1951.0000,3.0000,2889.3743,2617.1440,3161.4283
1951.0000,4.0000,2439.7113,2162.1866,2708.3970
1951.0000,5.0000,1380.7154,1120.5685,1630.8326
1951.0000,6.0000,1006.4197,762.7867,1261.6539
1951.0000,7.0000,145.5258,-77.0582,375.0943
1951.0000,8.0000,-638.9706,-823.2442,-452.1607
1951.0000,9.0000,-971.0633,-1169.6957,-768.8364
1951.0000,10.0000,-609.7281,-834.0183,-364.2458
1951.0000,11.0000,189.3191,-71.4664,481.1279
1951.0000,12.0000,1037.1631,763.6417,1311.0934
1952.0000,1.0000,3395.7327,3104.6740,3668.4097
1952.0000,2.0000,1490.0498,1177.5816,1773.5056
1952.0000,3.0000,2365.4613,2108.1066,2615.7051
1952.0000,4.0000,2185.2844,1892.8265,2454.1460
1952.0000,5.0000,1233.7670,979.2565,1487.8594
1952.0000,6.0000,305.5417,102.2484,503.7462
1952.0000,7.0000,-303.4828,-480.8106,-101.9237
1952.0000,8.0000,-309.5332,-490.1346,-115.2564
1952.0000,9.0000,-885.6765,-1083.3932,-665.8799
1952.0000,10.0000,-1983.7119,-2161.7883,-1792.7862
1952.0000,11.0000,-297.9597,-499.5311,-65.5199
1952.0000,12.0000,472.4219,221.6489,733.2602
1953.0000,1.0000,1223.6344,954.8121,1491.6346
1953.0000,2.0000,561.0740,282.0177,842.0292
1953.0000,3.0000,1810.7752,1529.2587,2082.9831
1953.0000,4.0000,1124.8004,877.4791,1380.7259
1953.0000,5.0000,1719.2248,1450.4087,1977.0649
1953.0000,6.0000,621.5916,396.9993,859.3899
1953.0000,7.0000,-152.3329,-340.7173,74.7729
1953.0000,8.0000,-437.7674,-620.7704,-245.9963
1953.0000,9.0000,-1260.5601,-1456.5054,-1045.7173
1953.0000,10.0000,-1144.3662,-1304.3057,-957.3504
1953.0000,11.0000,-671.7653,-892.5735,-424.8771
1953.0000,12.0000,-298.5908,-519.3974,-68.0606
1954.0000,1.0000,936.4590,685.4239,1172.5950
1954.0000,2.0000,1961.7497,1675.2067,2248.3593
1954.0000,3.0000,2543.6815,2287.4986,2809.5769
1954.0000,4.0000,2920.9278,2649.3737,3180.2516
