date,hour,02GA010,02GA018,02GA038,02GA047,02GB007,02GC002,02GC010,02GC018,02GD004,02GE007,02GG002,02GG003,02GG006,02GG009,02GG013,04159492,04159900,04160600,04161820,04164000,04165500,04166100,04177000,04196800,04197100,04207200,04208504,04213000,02GB001,02GB007,02GC002,02GC007,02GC018,02GC026,02GE007,02GG003,02GG009,02GG013,04159900,04160600,04165500,04166500,04174500,04176500,04177000,04193500,04195820,04198000,04199000,04199500,04200500,04208504,04209000,04212100,04213000,04213500,04214500,04215000,04215500
2011-01-11,00:00:00,13.7852417,7.0982417,3.5587875,7.7462292,3.9452083,5.0361083,3.8863667,4.2447417,4.3696958,0.7655375,10.2854750,13.7169542,1.5092042,2.8579375,0.5341750,12.6416708,4.6537500,4.1007500,9.3379000,12.1660375,19.3508792,1.2487708,1.5872208,2.0753792,1.7059625,2.8773917,28.9911042,6.8055708,61.2933708,3.9452083,5.0361083,7.3797792,4.2447417,9.1713458,0.7655375,13.7169542,2.8579375,0.5341750,4.6537500,4.1007500,19.3508792,3.0380750,24.8032625,22.4477000,1.5872208,80.7644625,2.5687292,16.5157792,7.6834167,6.3936208,9.9641083,28.9911042,5.2360958,22.6140125,6.8055708,14.7400875,5.9814000,2.8148792,5.6693500
2011-01-12,00:00:00,12.7821417,6.6129625,3.3252542,7.6401125,3.7842208,4.6838667,3.6319167,3.9512792,4.0538917,0.9949667,9.5420375,12.6775167,1.3363417,2.4534292,0.3925167,11.6031542,4.2827458,3.8098625,11.6423500,14.0030125,20.5351250,1.7568000,1.4393667,1.7127167,1.4798500,2.8311167,27.4749917,6.3917625,57.0588458,3.7842208,4.6838667,6.8960708,3.9512792,8.4911875,0.9949667,12.6775167,2.4534292,0.3925167,4.2827458,3.8098625,20.5351250,3.7208292,26.2477875,21.4882250,1.4393667,73.9738208,2.5195333,14.4211083,7.3025875,5.9657417,9.4418917,27.4749917,4.9202167,21.2686833,6.3917625,13.8827125,5.5636667,2.6500375,5.2738042
2011-01-13,00:00:00,11.9223458,6.2100667,3.1311625,6.8788042,3.5080042,4.3700167,3.4116833,3.6793667,3.7803417,0.7139167,8.8560333,11.7291167,1.2081667,2.1522083,0.2885917,10.7062000,3.9969958,3.5341500,8.6976375,11.7435583,18.1807083,1.2816042,1.2795583,1.3946708,1.3001208,2.5313333,25.4945167,5.6548292,54.2066292,3.5080042,4.3700167,6.4061208,3.6793667,7.9449250,0.7139167,11.7291167,2.1522083,0.2885917,3.9969958,3.5341500,18.1807083,2.9968292,23.4578917,21.5867250,1.2795583,67.2603958,2.8137375,12.7482583,6.6104083,5.5364792,8.7116625,25.4945167,4.5863000,19.8576375,5.6548292,13.1033208,5.2125000,2.4718125,4.9418958
2011-01-14,00:00:00,11.1994167,5.8480250,2.9479083,6.5305083,3.3176708,4.1034667,3.2117625,3.4512667,3.5563250,0.6464500,8.2786500,10.9107500,1.0985792,1.9065833,0.2121667,9.9785208,3.6732083,3.2927917,7.6263375,10.0135958,15.7093000,1.3341833,1.1713042,1.1086375,1.1516958,2.4025833,23.3196333,5.3927625,50.5794500,3.3176708,4.1034667,6.0367875,3.4512667,7.4533500,0.6464500,10.9107500,1.9065833,0.2121667,3.6732083,3.2927917,15.7093000,2.9110125,20.2739375,19.3034333,1.1713042,61.3210125,3.1285792,11.2778083,6.2097458,5.2018583,8.2037708,23.3196333,4.3059292,18.4833333,5.3927625,12.3128458,4.8975250,2.3340458,4.6574625
2011-01-15,00:00:00,10.5721917,5.5279208,2.7919292,6.6103833,3.1966208,3.8916542,3.0487167,3.2703625,3.3732458,0.6584750,7.7943667,10.2527542,1.0006583,1.6958708,0.1531500,9.3570458,3.4539917,3.1082958,7.8433250,10.0548542,15.4911958,1.4336417,1.0818583,0.8778167,1.0225708,2.2796125,22.2508500,5.2441417,47.9252500,3.1966208,3.8916542,5.7375042,3.2703625,7.0331250,0.6584750,10.2527542,1.6958708,0.1531500,3.4539917,3.1082958,15.4911958,3.0197750,19.7241417,17.4796000,1.0818583,55.5869292,2.8185500,9.9512292,5.8830292,4.9335083,7.7957750,22.2508500,4.0916583,17.4392875,5.2441417,11.7124542,4.6463792,2.2268583,4.4111625
2011-01-16,00:00:00,10.0462542,5.2594833,2.6676625,6.3707250,3.0573333,3.6798000,2.9220292,3.0974167,3.2031667,0.6546917,7.3673083,9.7273375,0.9291333,1.5334417,0.1081000,8.8070958,3.2730292,2.9514125,7.4568833,9.9081458,15.1232750,1.1243250,0.9931208,0.6993042,0.9100458,2.1436042,20.8852375,4.7686958,47.1664625,3.0573333,3.6798000,5.4734500,3.0974167,6.6941750,0.6546917,9.7273375,1.5334417,0.1081000,3.2730292,2.9514125,15.1232750,2.6684958,18.9191042,16.4055167,0.9931208,51.2093625,2.5895458,8.8173458,5.5773292,4.6891833,7.4137750,20.8852375,3.8955958,16.3744417,4.7686958,11.2058542,4.4263417,2.1107958,4.1967000
2011-01-17,00:00:00,9.5491625,5.0175375,2.5471000,5.7149125,2.8935167,3.5026917,2.7767208,2.9450833,3.0466625,0.6086583,6.9755625,9.2218875,0.8684125,1.4067750,0.0754833,8.3212333,3.0518625,2.7818875,6.4117667,8.5935375,13.4328875,1.1051917,0.9226208,0.5571542,0.8140375,2.0323833,19.7064750,4.5676250,45.3323583,2.8935167,3.5026917,5.1686375,2.9450833,6.3617708,0.6086583,9.2218875,1.4067750,0.0754833,3.0518625,2.7818875,13.4328875,2.5217917,17.1554000,15.3889917,0.9226208,46.4160792,2.5486333,7.8893500,5.3296750,4.4752917,7.0850250,19.7064750,3.7205250,15.4145167,4.5676250,10.6484125,4.2124958,2.0216625,4.0036500
2011-01-18,00:00:00,9.1200500,4.7861167,2.4211708,5.5295375,2.7913500,3.5477500,2.6534917,2.8315708,2.9136958,0.5858333,6.6260042,8.8684542,0.8092458,1.3034250,0.0530083,8.1084000,2.8971167,2.6691958,9.4195292,13.4450708,18.5124083,3.7473250,1.3214417,0.4465583,0.7314375,2.1872500,20.3612708,4.5893833,42.1149792,2.7913500,3.5477500,4.9597667,2.8315708,6.0723000,0.5858333,8.8684542,1.3034250,0.0530083,2.8971167,2.6691958,18.5124083,7.2915958,16.7539792,14.2253750,1.3214417,42.6597333,2.6559750,7.1389125,5.2210250,4.3767708,7.1437417,20.3612708,3.7243542,14.9597208,4.5893833,10.2039333,4.0787917,1.9704750,3.8870917
2011-01-19,00:00:00,8.8498042,4.5759208,2.3218167,5.7297750,2.7565083,3.4030125,2.7328458,2.9007417,2.8462958,0.6593042,6.7716250,9.9414000,0.8999458,1.2482750,0.0379417,8.3056750,2.9551292,2.8187708,11.2767708,17.3278542,24.6296750,1.9903542,1.1364042,0.3648250,0.6639625,2.6343500,24.4203792,4.5402292,40.2219625,2.7565083,3.4030125,5.0868083,2.9007417,6.1777292,0.6593042,9.9414000,1.2482750,0.0379417,2.9551292,2.8187708,24.6296750,5.3612208,21.0174083,14.4990958,1.1364042,39.4043125,2.6321625,6.6612667,5.2404333,4.2819750,7.0864500,24.4203792,3.6461625,15.0601792,4.5402292,9.9021875,4.0369333,1.9571458,3.8730292
2011-01-20,00:00:00,8.5149417,4.4244250,2.2964667,5.4829333,2.6240958,3.4868542,3.0099917,3.2575667,2.8550750,0.6300750,7.4100792,10.1967708,1.6579667,1.7542083,0.0332458,8.4769875,3.2780250,2.9412750,6.9566125,9.8866917,15.3472750,1.5264167,0.9287583,0.3068042,0.6279292,2.1074875,20.7076250,4.5908000,39.2163167,2.6240958,3.4868542,5.1001333,3.2575667,6.4946167,0.6300750,10.1967708,1.7542083,0.0332458,3.2780250,2.9412750,15.3472750,3.3681833,19.0673458,14.8687083,0.9287583,39.3842708,2.6233042,6.0558250,5.0646125,4.3373083,7.2308083,20.7076250,3.7776125,16.6293125,4.5908000,9.6648792,3.8792583,1.8849000,3.6525125
2011-01-21,00:00:00,8.3002917,4.3456250,2.2756458,5.5492000,2.5919458,3.6373167,3.0494792,3.3857333,2.8770000,0.6947167,7.6029042,10.8113792,2.0631333,3.2365625,0.0771958,9.1586917,3.5099000,3.1276833,6.7033042,9.3516708,14.7324583,1.5564708,0.9233958,0.2890750,0.6989417,2.2492417,20.8567875,4.8558875,38.5725167,2.5919458,3.6373167,5.0902583,3.3857333,6.6563375,0.6947167,10.8113792,3.2365625,0.0771958,3.5099000,3.1276833,14.7324583,3.5070958,16.9782417,14.1066417,0.9233958,35.1958583,2.3823708,5.7873875,5.3111208,4.4427208,8.0141000,20.8567875,4.1436667,17.3236042,4.8558875,9.3866083,3.8243708,1.8935458,3.5879125
2011-01-22,00:00:00,8.0905250,4.2334292,2.2072917,5.1549542,2.5087583,3.5716708,2.8554375,3.2202708,2.7952125,0.7117042,7.3139625,10.5309833,1.8880167,3.3873583,0.3413000,9.4298375,3.5659333,3.1492958,6.1134042,8.8044667,14.2866125,1.3078125,0.9108875,0.3803583,0.8686333,2.0763958,20.8005833,4.5962750,38.2243125,2.5087583,3.5716708,4.8618292,3.2202708,6.3730792,0.7117042,10.5309833,3.3873583,0.3413000,3.5659333,3.1492958,14.2866125,3.0555125,15.7645583,14.0997000,0.9108875,33.4618958,2.2134750,6.0143708,5.3032958,4.5633917,8.1284208,20.8005833,4.2565917,16.9445667,4.5962750,9.1717042,3.7448583,1.8554292,3.5157375
