time,date,hour,precip [mm/day],sub7068 [m3/s],sub7068 (observed) [m3/s],sub7070 [m3/s]
228,2000-08-16,00:00:00.00,1.88586,1.17847,0.8,0.869467
229,2000-08-17,00:00:00.00,1.08743,1.14431,0.77,0.844258
230,2000-08-18,00:00:00.00,0.0633576,1.11212,0.75,0.820522
231,2000-08-19,00:00:00.00,0.174238,1.08144,0.71,0.797916
232,2000-08-20,00:00:00.00,0.104595,1.05191,0.78,0.776141
233,2000-08-21,00:00:00.00,0.683069,1.02376,0.73,0.755375
234,2000-08-22,00:00:00.00,2.29809,0.997394,0.69,0.735659
235,2000-08-23,00:00:00.00,0.566342,0.972888,0.65,0.716872
236,2000-08-24,00:00:00.00,11.4678,1.08339,1.25,0.803799
237,2000-08-25,00:00:00.00,0.0325155,1.40956,1.56,1.05932
238,2000-08-26,00:00:00.00,0.0121054,1.40907,1.11,1.0602
239,2000-08-27,00:00:00.00,0.670176,1.1539,0.89,0.862492
240,2000-08-28,00:00:00.00,1.26958,1.08732,1.07,0.811447
241,2000-08-29,00:00:00.00,0.00411185,1.05667,1.08,0.788324
242,2000-08-30,00:00:00.00,0.00934367,1.02728,0.94,0.766177
243,2000-08-31,00:00:00.00,1.73965,0.99905,0.85,0.744914
244,2000-09-01,00:00:00.00,0.236343,0.972311,0.79,0.724781
245,2000-09-02,00:00:00.00,3.1972,0.949939,0.75,0.708711
246,2000-09-03,00:00:00.00,0.731387,0.933658,0.69,0.69844
247,2000-09-04,00:00:00.00,2.31278,0.911131,0.81,0.681611
248,2000-09-05,00:00:00.00,3.40364,0.898622,0.85,0.671037
249,2000-09-06,00:00:00.00,0.0997665,0.914565,0.77,0.683146
250,2000-09-07,00:00:00.00,0.0724333,0.895728,0.67,0.669002
251,2000-09-08,00:00:00.00,0.0231612,0.850029,0.61,0.634425
252,2000-09-09,00:00:00.00,0.53534,0.826231,0.58,0.616476
253,2000-09-10,00:00:00.00,0.725072,0.807226,0.58,0.602168
254,2000-09-11,00:00:00.00,0.731541,0.789041,0.61,0.588482
255,2000-09-12,00:00:00.00,0.350803,0.771496,2.11,0.575285
256,2000-09-13,00:00:00.00,7.85245,0.815044,1.94,0.608613
257,2000-09-14,00:00:00.00,0.00323331,0.956695,1.27,0.716599
258,2000-09-15,00:00:00.00,14.7775,1.113,1.4,0.834217
259,2000-09-16,00:00:00.00,1.72691,1.42988,5.31,1.07147
260,2000-09-17,00:00:00.00,0.596097,1.42781,3.45,1.07106
261,2000-09-18,00:00:00.00,0.390935,1.1124,2.34,0.834906
262,2000-09-19,00:00:00.00,0.0761695,1.03369,1.71,0.775206
263,2000-09-20,00:00:00.00,0.0125679,1.00423,1.41,0.752773
264,2000-09-21,00:00:00.00,2.97957,0.982014,1.25,0.736086
265,2000-09-22,00:00:00.00,5.46444,1.02899,1.1,0.772038
266,2000-09-23,00:00:00.00,0.602652,1.15862,1.12,0.870049
267,2000-09-24,00:00:00.00,13.5972,1.30916,1.22,0.98245
268,2000-09-25,00:00:00.00,0.189832,1.63466,1.75,1.22499
269,2000-09-26,00:00:00.00,0.316052,1.6276,1.5,1.21995
270,2000-09-27,00:00:00.00,0.254306,1.30737,1.27,0.980991
271,2000-09-28,00:00:00.00,0.139453,1.22382,1.14,0.918145
272,2000-09-29,00:00:00.00,0.320391,1.18533,1.03,0.888887
273,2000-09-30,00:00:00.00,0.359419,1.14913,0.92,0.861389
274,2000-10-01,00:00:00.00,0.0174855,1.11485,0.84,0.835382
275,2000-10-02,00:00:00.00,0.0214012,1.08222,0.81,0.810639
276,2000-10-03,00:00:00.00,0.366192,1.0512,0.8,0.78714
277,2000-10-04,00:00:00.00,0.0487378,1.02183,0.74,0.764891
278,2000-10-05,00:00:00.00,4.12433,1.03028,0.78,0.771881
279,2000-10-06,00:00:00.00,0.274529,1.09667,0.9,0.823613
280,2000-10-07,00:00:00.00,0.652124,1.07673,0.91,0.808752
281,2000-10-08,00:00:00.00,3.88117,1.03692,1.03,0.778217
