time,date,hour,precip [mm/day],sub7064 [m3/s],sub7064 (observed) [m3/s],sub7068 [m3/s],sub7070 [m3/s],sub7071 [m3/s]
1957,2005-05-11,00:00:00.00,0.152106,9.07224,8.85,3.20388,2.43332,1.79687
1958,2005-05-12,00:00:00.00,0.0361733,8.67276,8.56,3.06253,2.32514,1.7169
1959,2005-05-13,00:00:00.00,2.09523,8.34483,8.18,2.9501,2.24129,1.66546
1960,2005-05-14,00:00:00.00,1.28741,8.07131,7.75,2.859,2.17502,1.6325
1961,2005-05-15,00:00:00.00,11.4333,9.30227,8.17,3.29968,2.5081,1.86442
1962,2005-05-16,00:00:00.00,0.280409,11.3479,10.4,4.02876,3.05715,2.24238
1963,2005-05-17,00:00:00.00,0.0170075,10.6719,10.4,3.78924,2.87724,2.11252
1964,2005-05-18,00:00:00.00,0.0314215,9.07444,9.14,3.22058,2.44872,1.80746
1965,2005-05-19,00:00:00.00,0.025184,8.62912,8.33,3.06154,2.32648,1.71763
1966,2005-05-20,00:00:00.00,0.0163135,8.24089,7.48,2.92307,2.22001,1.63893
1967,2005-05-21,00:00:00.00,0.0107995,7.87866,7.09,2.79407,2.12094,1.56555
1968,2005-05-22,00:00:00.00,0.147936,7.54042,6.59,2.67371,2.0286,1.49703
1969,2005-05-23,00:00:00.00,0.0465126,7.22455,6.38,2.56139,1.94249,1.43305
1970,2005-05-24,00:00:00.00,0.129064,6.93164,5.93,2.45732,1.86279,1.37377
1971,2005-05-25,00:00:00.00,0.11058,6.66063,6.14,2.36113,1.78917,1.31897
1972,2005-05-26,00:00:00.00,0.0198035,6.40581,6.25,2.27066,1.71994,1.26742
1973,2005-05-27,00:00:00.00,0.494795,6.16147,6.15,2.18398,1.65369,1.21802
1974,2005-05-28,00:00:00.00,0.158124,5.92893,5.86,2.10169,1.59091,1.17116
1975,2005-05-29,00:00:00.00,0.199615,5.71176,5.62,2.02481,1.53226,1.12743
1976,2005-05-30,00:00:00.00,2.14132,5.5107,5.66,1.9535,1.47784,1.08684
1977,2005-05-31,00:00:00.00,0.0442868,5.32277,6.52,1.88682,1.42697,1.04884
1978,2005-06-01,00:00:00.00,0.700793,5.14291,6.23,1.82294,1.37824,1.0125
1979,2005-06-02,00:00:00.00,0.311969,4.96997,5.59,1.76132,1.33124,0.977509
1980,2005-06-03,00:00:00.00,0.0110036,4.80411,5.25,1.70213,1.28608,0.943899
1981,2005-06-04,00:00:00.00,0.0476692,4.64579,5,1.64577,1.2431,0.9119
1982,2005-06-05,00:00:00.00,0.0179287,4.49638,4.93,1.59268,1.20262,0.881779
1983,2005-06-06,00:00:00.00,0.504437,4.35387,4.98,1.54201,1.16398,0.853067
1984,2005-06-07,00:00:00.00,1.15823,4.2173,4.79,1.49356,1.12705,0.825533
1985,2005-06-08,00:00:00.00,0.0585322,4.08849,4.23,1.44799,1.0924,0.799505
1986,2005-06-09,00:00:00.00,1.09541,3.96593,3.71,1.40465,1.05945,0.774781
1987,2005-06-10,00:00:00.00,5.18996,3.91619,3.62,1.39711,1.05128,0.770548
1988,2005-06-11,00:00:00.00,8.57505,4.2589,7.25,1.52011,1.1435,0.833754
1989,2005-06-12,00:00:00.00,8.23181,5.01969,7.57,1.78532,1.35305,0.967067
1990,2005-06-13,00:00:00.00,0.156882,5.25001,5.2,1.89854,1.44523,1.02407
1991,2005-06-14,00:00:00.00,11.8217,5.25524,4.85,1.90728,1.44556,1.03199
1992,2005-06-15,00:00:00.00,3.65498,5.73945,7.59,2.05731,1.55121,1.11223
1993,2005-06-16,00:00:00.00,5.74374,5.6612,9.19,2.00656,1.51605,1.09756
1994,2005-06-17,00:00:00.00,0.129134,5.37353,8.16,1.86928,1.41853,1.04423
1995,2005-06-18,00:00:00.00,0.552024,5.10164,6.99,1.78019,1.35041,0.991628
1996,2005-06-19,00:00:00.00,0.0895541,4.6723,6.24,1.64932,1.2496,0.909276
1997,2005-06-20,00:00:00.00,0.0950143,4.51073,5.78,1.593,1.20631,0.877167
1998,2005-06-21,00:00:00.00,0.738704,4.36363,5.26,1.54114,1.16648,0.847882
1999,2005-06-22,00:00:00.00,0.468492,4.22358,4.8,1.49168,1.12851,0.820036
2000,2005-06-23,00:00:00.00,2.31471,4.09107,4.59,1.44493,1.09266,0.793734
2001,2005-06-24,00:00:00.00,0.663196,3.96638,4.16,1.40098,1.05898,0.768995
2002,2005-06-25,00:00:00.00,0.287289,3.84663,3.6,1.35876,1.02664,0.745213
2003,2005-06-26,00:00:00.00,5.35383,3.82075,3.07,1.34258,1.0155,0.739572
2004,2005-06-27,00:00:00.00,0.10165,3.85422,2.95,1.34314,1.0179,0.745413
2005,2005-06-28,00:00:00.00,0.196719,3.7131,2.62,1.29641,0.981726,0.717791
2006,2005-06-29,00:00:00.00,0.229521,3.51829,2.21,1.23532,0.933793,0.679896
2007,2005-06-30,00:00:00.00,0.216708,3.41597,2.09,1.19985,0.906565,0.659717
2008,2005-07-01,00:00:00.00,0.378557,3.32062,2.03,1.16659,0.881084,0.640894
2009,2005-07-02,00:00:00.00,0.980279,3.22951,2.07,1.13479,0.856731,0.622924
2010,2005-07-03,00:00:00.00,1.22948,3.14286,1.99,1.10456,0.833594,0.605864
2011,2005-07-04,00:00:00.00,0.110118,3.06034,2.22,1.07579,0.811581,0.589618
2012,2005-07-05,00:00:00.00,0.112085,2.98087,2.63,1.04804,0.790347,0.573954
2013,2005-07-06,00:00:00.00,1.36595,2.90453,3.21,1.02134,0.769918,0.558902
2014,2005-07-07,00:00:00.00,0.0532715,2.83192,3.28,0.995904,0.750475,0.544585
2015,2005-07-08,00:00:00.00,0.0355826,2.76242,2.84,0.971553,0.731868,0.530893
2016,2005-07-09,00:00:00.00,1.77485,2.69581,2.59,0.948221,0.714051,0.517784
2017,2005-07-10,00:00:00.00,0.0113283,2.63221,3.34,0.925948,0.697049,0.505274
2018,2005-07-11,00:00:00.00,0.202874,2.57074,2.78,0.904407,0.680607,0.493184
2019,2005-07-12,00:00:00.00,0.344858,2.51126,2.41,0.883551,0.664689,0.481486
2020,2005-07-13,00:00:00.00,0.232433,2.45415,1.85,0.863523,0.649411,0.470263
2021,2005-07-14,00:00:00.00,0.599781,2.39934,1.58,0.844308,0.634758,0.459503
2022,2005-07-15,00:00:00.00,2.81887,2.34697,1.72,0.825943,0.620759,0.449231
2023,2005-07-16,00:00:00.00,0.446055,2.29682,4.21,0.808351,0.607357,0.439404
2024,2005-07-17,00:00:00.00,2.45596,2.2485,3.79,0.791406,0.594457,0.429945
2025,2005-07-18,00:00:00.00,2.81002,2.20457,4.3,0.777565,0.584503,0.42089
2026,2005-07-19,00:00:00.00,0.642359,2.16396,7.54,0.765862,0.576541,0.412204
2027,2005-07-20,00:00:00.00,0.238601,2.1195,4.82,0.749458,0.56377,0.403777
2028,2005-07-21,00:00:00.00,0.066871,2.07481,3.46,0.731908,0.549744,0.395615
2029,2005-07-22,00:00:00.00,0.333745,2.03421,2.77,0.71756,0.538805,0.387723
2030,2005-07-23,00:00:00.00,0.18916,1.99505,2.18,0.703762,0.528305,0.380098
2031,2005-07-24,00:00:00.00,0.00483667,1.95725,2.03,0.690446,0.518176,0.372746
2032,2005-07-25,00:00:00.00,21.2779,2.39676,2.01,0.867505,0.651271,0.464213
2033,2005-07-26,00:00:00.00,0.148496,3.14531,2.13,1.16788,0.876989,0.619504
2034,2005-07-27,00:00:00.00,1.74561,2.85062,2.3,1.05248,0.790644,0.559697
2035,2005-07-28,00:00:00.00,0.328396,2.22783,3.21,0.806006,0.605823,0.432053
2036,2005-07-29,00:00:00.00,0.0934886,2.16803,2.99,0.783542,0.588777,0.41999
2037,2005-07-30,00:00:00.00,0.0745977,2.12443,2.63,0.767493,0.576549,0.411259
2038,2005-07-31,00:00:00.00,0.297418,2.08228,2.62,0.751983,0.564736,0.402823
2039,2005-08-01,00:00:00.00,0.0447288,2.04159,2.37,0.737016,0.553342,0.394684
2040,2005-08-02,00:00:00.00,1.15817,2.00233,2.7,0.722585,0.542361,0.386838
2041,2005-08-03,00:00:00.00,1.98831,1.96451,3.23,0.708689,0.531792,0.379284
2042,2005-08-04,00:00:00.00,0.981001,1.92801,2.82,0.695292,0.521608,0.372004
2043,2005-08-05,00:00:00.00,8.00433,1.96192,2.48,0.713577,0.536336,0.384312
2044,2005-08-06,00:00:00.00,0.120604,2.04155,3.04,0.75236,0.567153,0.409268
2045,2005-08-07,00:00:00.00,0.0840142,1.96926,3.12,0.722639,0.544184,0.391858
2046,2005-08-08,00:00:00.00,0.0687347,1.85033,2.67,0.671833,0.504645,0.361381
2047,2005-08-09,00:00:00.00,0.153224,1.8153,2.33,0.658664,0.494593,0.354097
2048,2005-08-10,00:00:00.00,0.0354234,1.78344,2,0.646848,0.485597,0.347625
2049,2005-08-11,00:00:00.00,0.621056,1.75259,1.92,0.635411,0.476892,0.341364
2050,2005-08-12,00:00:00.00,0.123112,1.72274,2.43,0.624357,0.468482,0.335315
2051,2005-08-13,00:00:00.00,9.33474,1.79967,2.62,0.659771,0.496673,0.356885
2052,2005-08-14,00:00:00.00,0.14517,1.94639,2.76,0.725479,0.548689,0.396431
2053,2005-08-15,00:00:00.00,0.0745426,1.85715,2.61,0.68859,0.520031,0.37509
2054,2005-08-16,00:00:00.00,0.0326207,1.69525,2.73,0.620041,0.466455,0.334933
2055,2005-08-17,00:00:00.00,0.211319,1.6639,2.41,0.608066,0.457278,0.328262
2056,2005-08-18,00:00:00.00,0.0126876,1.63675,2.05,0.597868,0.449492,0.322633
2057,2005-08-19,00:00:00.00,0.44997,1.61041,1.97,0.587983,0.441948,0.317181
2058,2005-08-20,00:00:00.00,18.3756,1.88898,1.98,0.704089,0.533538,0.386906
2059,2005-08-21,00:00:00.00,7.83984,2.491,4.16,0.959945,0.735108,0.541487
2060,2005-08-22,00:00:00.00,0.0394115,2.4901,4.08,0.97158,0.745006,0.551753
2061,2005-08-23,00:00:00.00,0.321057,2.00522,3.52,0.769843,0.587152,0.431721
2062,2005-08-24,00:00:00.00,0.0766696,1.81201,3.09,0.683312,0.519405,0.378888
2063,2005-08-25,00:00:00.00,0.199539,1.77686,2.73,0.669172,0.508405,0.370668
2064,2005-08-26,00:00:00.00,0.324857,1.74643,2.44,0.65717,0.499082,0.363755
2065,2005-08-27,00:00:00.00,0.0779982,1.7169,2.26,0.645541,0.490055,0.357062
2066,2005-08-28,00:00:00.00,12.1331,1.90326,2.25,0.727058,0.556123,0.410973
2067,2005-08-29,00:00:00.00,0.955296,2.2305,2.42,0.86915,0.670921,0.504153
2068,2005-08-30,00:00:00.00,0.121632,2.07993,2.55,0.805973,0.620724,0.464483
2069,2005-08-31,00:00:00.00,4.22962,1.80601,3.17,0.688542,0.526608,0.388918
2070,2005-09-01,00:00:00.00,25.5144,2.4966,3.45,0.954542,0.743519,0.56448
2071,2005-09-02,00:00:00.00,0.0542367,3.58766,3.62,1.37477,1.08681,0.843471
2072,2005-09-03,00:00:00.00,0.304966,3.15393,3.09,1.21108,0.955905,0.740272
2073,2005-09-04,00:00:00.00,0.0419419,2.27207,2.78,0.874939,0.683956,0.522121
2074,2005-09-05,00:00:00.00,0.122639,2.2048,2.63,0.848114,0.662193,0.504712
2075,2005-09-06,00:00:00.00,0.172328,2.16037,2.45,0.83003,0.647521,0.493013
2076,2005-09-07,00:00:00.00,0.279007,2.11735,2.38,0.812553,0.63336,0.481735
2077,2005-09-08,00:00:00.00,0.118894,2.07567,2.32,0.795652,0.619683,0.470852
2078,2005-09-09,00:00:00.00,6.64124,2.15817,2.22,0.8213,0.639546,0.486177
2079,2005-09-10,00:00:00.00,0.0717335,2.32073,2.32,0.874143,0.680742,0.518072
2080,2005-09-11,00:00:00.00,0.0281198,2.21575,2.37,0.836745,0.651335,0.495293
2081,2005-09-12,00:00:00.00,0.0443664,2.02792,2.31,0.771378,0.600019,0.455519
2082,2005-09-13,00:00:00.00,0.216527,1.98575,2.15,0.754744,0.586635,0.444917
2083,2005-09-14,00:00:00.00,0.19633,1.94861,2.17,0.739905,0.574678,0.435433
2084,2005-09-15,00:00:00.00,0.194781,1.91273,2,0.725587,0.563155,0.426306
2085,2005-09-16,00:00:00.00,0.269552,1.87808,2.06,0.711774,0.552049,0.417524
2086,2005-09-17,00:00:00.00,21.3881,2.48921,2.3,0.964094,0.749883,0.558302
2087,2005-09-18,00:00:00.00,4.4413,3.58504,2.71,1.40957,1.0989,0.806767
2088,2005-09-19,00:00:00.00,0.0761998,3.31175,2.89,1.29162,1.00842,0.742891
2089,2005-09-20,00:00:00.00,2.35072,2.45281,2.67,0.94625,0.739901,0.552193
2090,2005-09-21,00:00:00.00,2.37277,2.32264,2.47,0.895295,0.699574,0.522838
2091,2005-09-22,00:00:00.00,0.0644239,2.29606,2.37,0.876208,0.684089,0.511326
2092,2005-09-23,00:00:00.00,3.48223,2.27294,2.34,0.860377,0.670657,0.503758
2093,2005-09-24,00:00:00.00,0.51437,2.26159,2.44,0.846955,0.658818,0.499042
2094,2005-09-25,00:00:00.00,0.0600787,2.20186,2.43,0.828004,0.64383,0.486087
2095,2005-09-26,00:00:00.00,4.78431,2.20355,2.49,0.846532,0.65866,0.491899
2096,2005-09-27,00:00:00.00,14.9188,2.81883,3.5,1.09045,0.848531,0.62616
2097,2005-09-28,00:00:00.00,0.196079,3.59855,5.05,1.37536,1.06968,0.784395
2098,2005-09-29,00:00:00.00,0.0560407,3.19148,4.08,1.21523,0.946372,0.697215
2099,2005-09-30,00:00:00.00,10.1745,2.89674,4.21,1.11151,0.868867,0.637886
2100,2005-10-01,00:00:00.00,0.126316,3.44325,5.91,1.3188,1.03173,0.746858
2101,2005-10-02,00:00:00.00,0.14444,3.20406,4.52,1.22879,0.961539,0.698123
2102,2005-10-03,00:00:00.00,0.025153,2.71152,3.71,1.04266,0.815854,0.598304
2103,2005-10-04,00:00:00.00,0.388605,2.63882,3.25,1.01335,0.792134,0.580841
2104,2005-10-05,00:00:00.00,0.44307,2.57949,3.06,0.989149,0.772465,0.566178
2105,2005-10-06,00:00:00.00,0.0626886,2.52256,2.92,0.965978,0.753661,0.552163
2106,2005-10-07,00:00:00.00,0.416242,2.46786,2.87,0.943787,0.735677,0.538751
2107,2005-10-08,00:00:00.00,0.823247,2.42016,2.74,0.922625,0.718551,0.525962
2108,2005-10-09,00:00:00.00,0.112754,2.37782,2.78,0.902476,0.702268,0.513808
2109,2005-10-10,00:00:00.00,0.0494189,2.32724,2.76,0.883131,0.686658,0.502176
2110,2005-10-11,00:00:00.00,0.321683,2.27515,2.8,0.864485,0.671636,0.490993
2111,2005-10-12,00:00:00.00,0.105446,2.23024,2.85,0.84657,0.657222,0.480267
2112,2005-10-13,00:00:00.00,0.796253,2.18723,2.9,0.829443,0.643474,0.469981
2113,2005-10-14,00:00:00.00,1.25003,2.15497,3.15,0.818884,0.635008,0.462735
2114,2005-10-15,00:00:00.00,0.322018,2.12976,3.28,0.812453,0.629812,0.45752
2115,2005-10-16,00:00:00.00,2.6277,2.1504,3.23,0.819355,0.635109,0.461376
2116,2005-10-17,00:00:00.00,0.0966566,2.20719,3.39,0.838997,0.650422,0.472817
2117,2005-10-18,00:00:00.00,3.69323,2.23468,3.34,0.852788,0.660877,0.481016
2118,2005-10-19,00:00:00.00,1.3612,2.30117,3.3,0.883804,0.685287,0.499362
2119,2005-10-20,00:00:00.00,2.39085,2.28194,3.3,0.874445,0.679105,0.494636
2120,2005-10-21,00:00:00.00,0.467386,2.18611,3.2,0.832741,0.646115,0.471589
2121,2005-10-22,00:00:00.00,0.0493632,2.103,3.21,0.800442,0.620035,0.452598
2122,2005-10-23,00:00:00.00,6.83585,2.26555,3.71,0.864185,0.669672,0.487383
2123,2005-10-24,00:00:00.00,7.77823,2.97466,4.12,1.13032,0.87643,0.6391
2124,2005-10-25,00:00:00.00,3.59843,3.50325,5.11,1.32619,1.03012,0.75462
2125,2005-10-26,00:00:00.00,3.65365,3.38236,5.32,1.28632,1.00218,0.735153
2126,2005-10-27,00:00:00.00,0.294255,3.10931,4.9,1.17749,0.918619,0.673019
2127,2005-10-28,00:00:00.00,1.01189,2.82522,4.21,1.06994,0.83493,0.613613
2128,2005-10-29,00:00:00.00,0.10187,2.62528,3.94,1.00639,0.785896,0.580745
2129,2005-10-30,00:00:00.00,0.042905,2.55969,3.74,0.979451,0.764161,0.563639
2130,2005-10-31,00:00:00.00,0.0694974,2.48692,3.59,0.947998,0.738662,0.542402
2131,2005-11-01,00:00:00.00,0.666676,2.43861,3.51,0.928779,0.723219,0.530747
2132,2005-11-02,00:00:00.00,5.99456,2.67787,3.5,1.02332,0.796761,0.586014
2133,2005-11-03,00:00:00.00,0.0445112,3.09602,3.57,1.18746,0.924184,0.681832
2134,2005-11-04,00:00:00.00,0.0427261,2.90839,3.55,1.11464,0.867736,0.639869
2135,2005-11-05,00:00:00.00,0.0122109,2.53114,3.45,0.967734,0.753828,0.554718
2136,2005-11-06,00:00:00.00,0.432287,2.47341,3.45,0.944626,0.735303,0.540819
2137,2005-11-07,00:00:00.00,8.2464,2.82324,3.65,1.06992,0.829926,0.612759
2138,2005-11-08,00:00:00.00,1.7558,3.48121,3.86,1.30124,1.00526,0.747837
2139,2005-11-09,00:00:00.00,0.0698261,3.32911,3.8,1.23829,0.95833,0.716083
2140,2005-11-10,00:00:00.00,17.2493,3.88663,3.73,1.44429,1.12259,0.835805
2141,2005-11-11,00:00:00.00,0.390717,5.54075,4.13,2.04583,1.5891,1.17939
2142,2005-11-12,00:00:00.00,0.258125,5.00045,4.18,1.85453,1.44334,1.07249
2143,2005-11-13,00:00:00.00,0.0281177,3.72099,3.95,1.39716,1.09142,0.81284
2144,2005-11-14,00:00:00.00,0.0113981,3.59606,3.76,1.34918,1.05293,0.783674
2145,2005-11-15,00:00:00.00,0.186638,3.50593,3.64,1.31382,1.02425,0.761788
2146,2005-11-16,00:00:00.00,16.8657,4.78598,3.71,1.79618,1.3979,1.03888
2147,2005-11-17,00:00:00.00,11.7259,8.0117,10.6,2.99602,2.33061,1.73354
2148,2005-11-18,00:00:00.00,2.60922,9.39889,12.8,3.48277,2.71611,2.03676
2149,2005-11-19,00:00:00.00,0.283451,7.91207,7.78,2.91386,2.28153,1.73352
2150,2005-11-20,00:00:00.00,0.16031,6.56924,5.92,2.43214,1.90701,1.45121
2151,2005-11-21,00:00:00.00,0.0776428,6.07354,5.25,2.25762,1.76811,1.3374
2152,2005-11-22,00:00:00.00,0.517609,5.85781,4.99,2.17662,1.70341,1.28864
2153,2005-11-23,00:00:00.00,1.18798,5.72993,4.75,2.13184,1.66793,1.26326
2154,2005-11-24,00:00:00.00,1.88887,5.61288,4.3,2.08809,1.63001,1.23146
2155,2005-11-25,00:00:00.00,5.50332,5.39634,4.24,2.00251,1.55983,1.17526
2156,2005-11-26,00:00:00.00,0.998463,5.1747,4.2,1.91618,1.49114,1.12267
2157,2005-11-27,00:00:00.00,1.01396,5.01159,4.18,1.85369,1.44073,1.08328
2158,2005-11-28,00:00:00.00,0.76671,4.86012,4.22,1.79583,1.39416,1.04694
2159,2005-11-29,00:00:00.00,0.953595,4.73498,4.5,1.74174,1.35072,1.01313
2160,2005-11-30,00:00:00.00,23.3324,8.07144,9,2.9685,2.3106,1.78588
2161,2005-12-01,00:00:00.00,0.269569,13.4591,21.5,4.96528,3.8704,3.03981
2162,2005-12-02,00:00:00.00,0.828618,12.4291,13.4,4.59484,3.58927,2.8324
2163,2005-12-03,00:00:00.00,1.5041,9.11924,9.23,3.37034,2.63902,2.08723
2164,2005-12-04,00:00:00.00,0.479162,8.57658,6.99,3.16433,2.47202,1.94639
2165,2005-12-05,00:00:00.00,1.87832,8.12664,6.27,2.99569,2.33502,1.82759
2166,2005-12-06,00:00:00.00,0.389203,7.7684,5.95,2.85738,2.22125,1.73185
2167,2005-12-07,00:00:00.00,0.591925,7.4342,5.75,2.73101,2.11939,1.6468
2168,2005-12-08,00:00:00.00,0.743059,7.12648,5.55,2.61583,2.02752,1.57058
2169,2005-12-09,00:00:00.00,0.452678,6.85072,5.4,2.51199,1.94427,1.50186
2170,2005-12-10,00:00:00.00,3.78792,6.62974,5.27,2.41704,1.86837,1.43953
2171,2005-12-11,00:00:00.00,0.667857,6.44643,5.15,2.32989,1.79889,1.38275
2172,2005-12-12,00:00:00.00,2.11182,6.29825,5.03,2.27868,1.75302,1.33085
2173,2005-12-13,00:00:00.00,0.56203,6.18951,4.8,2.24969,1.72204,1.28329
2174,2005-12-14,00:00:00.00,0.415229,5.977,4.65,2.17159,1.66206,1.23959
2175,2005-12-15,00:00:00.00,0.841252,5.73142,4.82,2.08073,1.59522,1.19928
2176,2005-12-16,00:00:00.00,4.20878,5.56352,4.75,2.01894,1.54697,1.16192
2177,2005-12-17,00:00:00.00,3.57611,5.75399,4.8,2.04069,1.55159,1.17663
2178,2005-12-18,00:00:00.00,0.314699,6.15008,4.7,2.1106,1.58674,1.22085
2179,2005-12-19,00:00:00.00,0.419334,5.89304,4.65,2.03301,1.53089,1.17461
2180,2005-12-20,00:00:00.00,0.233881,5.42888,4.59,1.90962,1.44714,1.10024
2181,2005-12-21,00:00:00.00,0.843474,5.27773,4.53,1.85862,1.40849,1.06911
2182,2005-12-22,00:00:00.00,0.811616,5.14298,4.47,1.81228,1.37316,1.04094
2183,2005-12-23,00:00:00.00,0.46945,5.01586,4.6,1.76854,1.33983,1.01444
2184,2005-12-24,00:00:00.00,3.97892,5.36249,4.85,1.88291,1.4265,1.07998
2185,2005-12-25,00:00:00.00,1.92349,6.18333,5.4,2.16956,1.64409,1.24442
2186,2005-12-26,00:00:00.00,7.68876,7.35373,6.3,2.591,1.96871,1.48013
2187,2005-12-27,00:00:00.00,4.58035,9.16754,9.4,3.19935,2.43338,1.83281
2188,2005-12-28,00:00:00.00,0.510015,9.54029,10,3.29716,2.50434,1.91499
2189,2005-12-29,00:00:00.00,3.47389,8.69999,9.1,3.03648,2.31069,1.76794
2190,2005-12-30,00:00:00.00,2.90626,9.10153,9.75,3.22384,2.45983,1.85982
2191,2005-12-31,00:00:00.00,0.574548,9.35415,11.2,3.30945,2.52616,1.91573
2192,2006-01-01,00:00:00.00,3.65996,8.53184,9.95,3.00621,2.29429,1.74498
2193,2006-01-02,00:00:00.00,0.654667,7.87057,9.25,2.77997,2.11818,1.60466
2194,2006-01-03,00:00:00.00,2.26093,7.91239,8.65,2.81784,2.1472,1.62912
2195,2006-01-04,00:00:00.00,0.546131,8.16417,7.66,2.92922,2.23669,1.70633
2196,2006-01-05,00:00:00.00,6.08752,10.0805,6.75,3.45962,2.42337,1.83943
2197,2006-01-06,00:00:00.00,3.51012,13.6578,9.56,4.46842,2.83834,2.1475
2198,2006-01-07,00:00:00.00,0.642909,13.8551,12.3,4.53361,2.92173,2.22474
2199,2006-01-08,00:00:00.00,1.30849,11.527,9.55,3.83817,2.5837,1.97113
2200,2006-01-09,00:00:00.00,0.859162,10.5193,9.2,3.51249,2.373,1.80759
2201,2006-01-10,00:00:00.00,1.65777,10.3752,7.75,3.46779,2.36222,1.80388
2202,2006-01-11,00:00:00.00,0.629934,10.3319,6.98,3.46124,2.3778,1.81258
2203,2006-01-12,00:00:00.00,5.80652,10.9304,6.66,3.67348,2.54466,1.9295
2204,2006-01-13,00:00:00.00,0.412037,15.7687,9.63,5.24125,3.87407,2.96603
2205,2006-01-14,00:00:00.00,5.92144,25.9989,16.6,9.21331,7.5088,5.98986
2206,2006-01-15,00:00:00.00,2.51598,31.7462,19.9,12.0334,10.1733,8.28301
2207,2006-01-16,00:00:00.00,0.288162,27.6309,15,10.4913,8.78881,7.15193
2208,2006-01-17,00:00:00.00,0.555324,22.2672,12,8.19348,6.72144,5.41655
2209,2006-01-18,00:00:00.00,6.6482,21.8309,11,7.99352,6.48984,5.15941
2210,2006-01-19,00:00:00.00,8.1522,26.0238,12.8,9.38081,7.52548,5.89984
2211,2006-01-20,00:00:00.00,0.350182,28.0915,14.4,10.0017,7.96254,6.20396
2212,2006-01-21,00:00:00.00,0.158053,24.4622,11.8,8.69217,6.89285,5.35573
2213,2006-01-22,00:00:00.00,8.14298,22.8705,14.4,7.88103,6.16186,4.89378
2214,2006-01-23,00:00:00.00,0.162355,23.9046,14,7.88689,6.04775,4.94619
2215,2006-01-24,00:00:00.00,0.270783,21.8542,13.4,7.21819,5.51524,4.48418
2216,2006-01-25,00:00:00.00,2.80491,19.839,10.9,6.67647,5.12205,4.09514
2217,2006-01-26,00:00:00.00,1.63194,19.4756,9.75,6.58456,5.04792,4.01637
2218,2006-01-27,00:00:00.00,0.21269,18.0253,13.1,6.11657,4.68202,3.70141
2219,2006-01-28,00:00:00.00,0.687059,16.3498,14.3,5.56625,4.25364,3.3401
2220,2006-01-29,00:00:00.00,0.307309,15.2802,16.1,5.21772,3.98187,3.10973
2221,2006-01-30,00:00:00.00,12.4772,19.908,14.1,6.9578,5.34813,4.21077
2222,2006-01-31,00:00:00.00,1.36628,28.2095,30.3,10.1607,7.88758,6.16057
2223,2006-02-01,00:00:00.00,0.467265,27.811,43.6,10.1915,7.95848,6.08235
2224,2006-02-02,00:00:00.00,0.586395,22.6426,27.2,8.29404,6.4736,4.88768
2225,2006-02-03,00:00:00.00,0.211434,20.1698,18.2,7.33419,5.69666,4.30698
2226,2006-02-04,00:00:00.00,6.24249,21.0903,21.7,7.72354,5.97665,4.50071
2227,2006-02-05,00:00:00.00,9.26778,27.2665,36.1,10.0875,7.77389,5.79843
2228,2006-02-06,00:00:00.00,6.21111,31.6406,24.8,11.4208,8.77194,6.49277
2229,2006-02-07,00:00:00.00,1.21881,28.7138,18.9,9.93933,7.62049,5.63249
2230,2006-02-08,00:00:00.00,0.491607,24.203,16.2,8.32284,6.37199,4.71377
2231,2006-02-09,00:00:00.00,0.381256,21.6326,14.9,7.54345,5.76197,4.25667
2232,2006-02-10,00:00:00.00,0.6744,19.8366,13.9,6.92939,5.28338,3.89945
2233,2006-02-11,00:00:00.00,1.53079,18.3703,12.8,6.42455,4.89163,3.60825
2234,2006-02-12,00:00:00.00,0.362063,17.1456,11.8,6.00195,4.56492,3.3662
2235,2006-02-13,00:00:00.00,0.618397,16.1083,11,5.64342,4.2886,3.16205
2236,2006-02-14,00:00:00.00,1.26214,15.2183,10.5,5.33538,4.05184,2.98752
2237,2006-02-15,00:00:00.00,0.98805,14.4602,9.95,5.06782,3.84662,2.83661
2238,2006-02-16,00:00:00.00,0.53426,13.8081,9.55,4.83569,3.66926,2.70532
2239,2006-02-17,00:00:00.00,7.84219,15.5191,9.4,5.39975,4.09717,3.01243
2240,2006-02-18,00:00:00.00,6.90136,20.4806,12.5,7.14222,5.40273,3.95623
2241,2006-02-19,00:00:00.00,0.97323,22.5286,18.8,7.95341,5.99519,4.38508
2242,2006-02-20,00:00:00.00,0.25225,19.8429,18.2,7.03381,5.30206,3.88489
2243,2006-02-21,00:00:00.00,0.282983,17.4508,16.1,6.16099,4.65056,3.41257
2244,2006-02-22,00:00:00.00,0.63661,16.3578,14,5.77498,4.35742,3.19727
2245,2006-02-23,00:00:00.00,0.509067,15.4407,12,5.45183,4.11225,3.01735
2246,2006-02-24,00:00:00.00,0.809183,14.6401,10.5,5.1698,3.89862,2.86071
2247,2006-02-25,00:00:00.00,0.740988,13.9363,9.7,4.92175,3.71095,2.72321
2248,2006-02-26,00:00:00.00,4.76928,13.3156,9.25,4.70283,3.54551,2.60216
2249,2006-02-27,00:00:00.00,0.18841,12.7645,8.9,4.50836,3.39873,2.49495
2250,2006-02-28,00:00:00.00,1.11449,12.2729,8.6,4.33484,3.26788,2.39949
2251,2006-03-01,00:00:00.00,0.259828,11.8311,8.35,4.17888,3.15038,2.31386
