time,date,hour,precip [mm/day],sub7158 [m3/s],sub7159 [m3/s],sub7159 (observed) [m3/s]
0,2000-01-01,00:00:00.00,---,2.51702,5.50843,
1,2000-01-02,00:00:00.00,0.175842,1.32903,2.90853,0.73
2,2000-01-03,00:00:00.00,1.90881,0.146172,0.319012,0.71
3,2000-01-04,00:00:00.00,15.8168,0.206606,0.452155,0.78
4,2000-01-05,00:00:00.00,6.38961,0.46499,1.03888,0.91
5,2000-01-06,00:00:00.00,0.177104,0.882709,1.9804,1.11
6,2000-01-07,00:00:00.00,0.151612,1.03492,2.29942,1.7
7,2000-01-08,00:00:00.00,0.187419,0.822077,1.80976,2
8,2000-01-09,00:00:00.00,0.148197,0.61885,1.36683,1.41
9,2000-01-10,00:00:00.00,2.73332,0.572702,1.27047,1.65
10,2000-01-11,00:00:00.00,2.6847,0.652713,1.44964,1.72
11,2000-01-12,00:00:00.00,0.520742,0.845034,1.87505,3.84
12,2000-01-13,00:00:00.00,0.973116,0.99035,2.19425,5.5
13,2000-01-14,00:00:00.00,5.15146,0.954042,2.11524,6.75
14,2000-01-15,00:00:00.00,0.341184,0.847882,1.88229,4.78
15,2000-01-16,00:00:00.00,1.16921,0.789876,1.75284,4.43
16,2000-01-17,00:00:00.00,0.286516,0.767229,1.70139,3.42
17,2000-01-18,00:00:00.00,0.198781,0.751518,1.66582,2.41
18,2000-01-19,00:00:00.00,0.993718,0.736714,1.63237,1.45
19,2000-01-20,00:00:00.00,1.04741,0.722661,1.60063,1.15
20,2000-01-21,00:00:00.00,3.00827,0.709262,1.57039,1
21,2000-01-22,00:00:00.00,0.592739,0.696361,1.54131,0.85
22,2000-01-23,00:00:00.00,0.770528,0.683985,1.51343,0.75
23,2000-01-24,00:00:00.00,0.456893,0.672168,1.48684,0.67
24,2000-01-25,00:00:00.00,0.256155,0.66076,1.46119,0.62
25,2000-01-26,00:00:00.00,0.661098,0.649628,1.43618,0.56
26,2000-01-27,00:00:00.00,0.725745,0.63885,1.41197,0.52
27,2000-01-28,00:00:00.00,0.160243,0.62847,1.38869,0.48
28,2000-01-29,00:00:00.00,0.0995201,0.618439,1.36621,0.45
29,2000-01-30,00:00:00.00,0.298032,0.608678,1.34437,0.42
30,2000-01-31,00:00:00.00,2.53638,0.599092,1.32295,0.4
31,2000-02-01,00:00:00.00,0.363795,0.589678,1.30194,0.38
32,2000-02-02,00:00:00.00,0.658972,0.58046,1.28139,0.36
33,2000-02-03,00:00:00.00,0.228355,0.571442,1.26129,0.35
34,2000-02-04,00:00:00.00,3.08385,0.562655,1.24169,0.34
35,2000-02-05,00:00:00.00,1.4441,0.554057,1.22252,0.33
36,2000-02-06,00:00:00.00,0.161758,0.545542,1.20357,0.31
37,2000-02-07,00:00:00.00,0.222256,0.537085,1.18475,0.3
38,2000-02-08,00:00:00.00,0.0938442,0.528735,1.16615,0.29
39,2000-02-09,00:00:00.00,0.0333638,0.520569,1.14797,0.28
40,2000-02-10,00:00:00.00,0.266455,0.512605,1.13023,0.27
41,2000-02-11,00:00:00.00,4.07518,0.504767,1.11277,0.26
42,2000-02-12,00:00:00.00,0.593077,0.497009,1.0955,0.25
43,2000-02-13,00:00:00.00,0.211876,0.489397,1.07855,0.24
44,2000-02-14,00:00:00.00,4.48394,0.482003,1.0621,0.23
45,2000-02-15,00:00:00.00,0.604883,0.474824,1.04612,0.23
46,2000-02-16,00:00:00.00,1.70252,0.467819,1.03054,0.22
47,2000-02-17,00:00:00.00,1.61928,0.460936,1.01522,0.22
48,2000-02-18,00:00:00.00,0.186801,0.454148,1.00009,0.21
49,2000-02-19,00:00:00.00,7.64215,0.447508,0.985293,0.21
50,2000-02-20,00:00:00.00,0.490412,0.441047,0.970894,0.24
51,2000-02-21,00:00:00.00,0.0908889,0.43471,0.956791,0.34
52,2000-02-22,00:00:00.00,0.259032,0.428431,0.942826,0.6
53,2000-02-23,00:00:00.00,0.621764,0.422154,0.928857,0.96
54,2000-02-24,00:00:00.00,0.426384,0.713133,1.55599,2.24
55,2000-02-25,00:00:00.00,8.04536,3.45107,7.417,12
