time,date,hour,precip [mm/day],sub7008 [m3/s],sub7008 (observed) [m3/s],sub7009 [m3/s]
0,2000-01-01,00:00:00.00,---,6.62041,,3.92861
1,2000-01-02,00:00:00.00,0.317615,297.459,1.34,176.515
2,2000-01-03,00:00:00.00,3.96025,324.422,1.44,192.579
3,2000-01-04,00:00:00.00,14.0202,50.2272,4.33,29.9356
4,2000-01-05,00:00:00.00,12.0559,37.6848,11.3,22.3379
5,2000-01-06,00:00:00.00,0.372486,30.495,9.88,17.8995
6,2000-01-07,00:00:00.00,0.495909,21.2561,6.96,12.4645
7,2000-01-08,00:00:00.00,0.486454,15.0063,4.69,8.83498
8,2000-01-09,00:00:00.00,0.430944,11.7805,3,6.94601
9,2000-01-10,00:00:00.00,1.58846,9.90715,3.15,5.85906
10,2000-01-11,00:00:00.00,3.79936,9.31999,2.94,5.53546
11,2000-01-12,00:00:00.00,0.686638,9.00933,8.34,5.3623
12,2000-01-13,00:00:00.00,0.968773,7.90872,11.3,4.71322
13,2000-01-14,00:00:00.00,4.73852,6.71215,5.5,3.99944
14,2000-01-15,00:00:00.00,0.312497,5.93936,3.5,3.53457
15,2000-01-16,00:00:00.00,0.913907,5.34733,2.9,3.18106
16,2000-01-17,00:00:00.00,0.0977126,4.86211,2.4,2.89157
17,2000-01-18,00:00:00.00,0.636522,4.45751,2.1,2.65029
18,2000-01-19,00:00:00.00,1.00004,4.11664,1.85,2.4471
19,2000-01-20,00:00:00.00,1.12925,3.8254,1.65,2.27357
20,2000-01-21,00:00:00.00,2.58023,3.57312,1.48,2.12331
21,2000-01-22,00:00:00.00,0.398738,3.35301,1.35,1.99224
22,2000-01-23,00:00:00.00,0.328445,3.1599,1.24,1.87727
23,2000-01-24,00:00:00.00,1.14537,2.98852,1.15,1.77527
24,2000-01-25,00:00:00.00,0.269874,2.83478,1.06,1.68381
25,2000-01-26,00:00:00.00,0.744209,2.69671,0.98,1.6017
26,2000-01-27,00:00:00.00,0.294448,2.57224,0.92,1.52767
27,2000-01-28,00:00:00.00,0.280167,2.45944,0.87,1.46059
28,2000-01-29,00:00:00.00,0.260192,2.35677,0.82,1.39955
29,2000-01-30,00:00:00.00,0.584112,2.26235,0.77,1.34344
30,2000-01-31,00:00:00.00,1.53581,2.17468,0.73,1.29136
31,2000-02-01,00:00:00.00,0.565091,2.093,0.7,1.24286
32,2000-02-02,00:00:00.00,1.07889,2.01716,0.67,1.19781
33,2000-02-03,00:00:00.00,0.255751,1.94695,0.65,1.15612
34,2000-02-04,00:00:00.00,2.48621,1.88154,0.63,1.11728
35,2000-02-05,00:00:00.00,0.994968,1.82005,0.62,1.08076
36,2000-02-06,00:00:00.00,0.875513,1.76211,0.61,1.04636
37,2000-02-07,00:00:00.00,0.353653,1.70747,0.6,1.01391
38,2000-02-08,00:00:00.00,0.0965883,1.65604,0.59,0.983374
39,2000-02-09,00:00:00.00,0.237508,1.60758,0.58,0.954599
40,2000-02-10,00:00:00.00,0.762117,1.5622,0.57,0.927734
41,2000-02-11,00:00:00.00,7.43526,1.51973,0.57,0.902655
42,2000-02-12,00:00:00.00,0.928503,1.47884,0.56,0.878371
43,2000-02-13,00:00:00.00,0.121225,1.4397,0.56,0.855083
44,2000-02-14,00:00:00.00,4.9959,1.40281,0.55,0.833204
45,2000-02-15,00:00:00.00,1.08052,1.3676,0.55,0.812313
46,2000-02-16,00:00:00.00,0.865972,1.33381,0.55,0.792268
47,2000-02-17,00:00:00.00,3.43142,1.30121,0.54,0.772958
48,2000-02-18,00:00:00.00,0.102992,1.2698,0.54,0.754392
49,2000-02-19,00:00:00.00,5.84908,1.23989,0.54,0.736704
50,2000-02-20,00:00:00.00,0.374126,1.21127,0.53,0.719752
51,2000-02-21,00:00:00.00,0.871318,1.18364,0.53,0.703391
52,2000-02-22,00:00:00.00,0.246235,1.15679,0.53,0.687496
53,2000-02-23,00:00:00.00,0.328861,1.13055,0.62,0.671959
54,2000-02-24,00:00:00.00,0.422305,5.34685,0.97,3.1486
55,2000-02-25,00:00:00.00,7.2788,19.0015,7.7,11.2256
56,2000-02-26,00:00:00.00,3.48307,27.4148,60,16.1666
57,2000-02-27,00:00:00.00,0.146472,22.0643,79,12.9193
58,2000-02-28,00:00:00.00,8.14322,18.0826,53.6,10.6627
59,2000-02-29,00:00:00.00,0.517342,17.7941,36,10.6549
60,2000-03-01,00:00:00.00,0.330951,14.8509,15.4,8.90529
61,2000-03-02,00:00:00.00,5.15813,12.7428,9.82,7.62227
62,2000-03-03,00:00:00.00,0.384014,12.5662,13.6,7.52399
63,2000-03-04,00:00:00.00,0.0911708,10.9152,8.32,6.53119
64,2000-03-05,00:00:00.00,0.0519038,8.99356,6.03,5.37413
65,2000-03-06,00:00:00.00,0.0600768,7.87519,4.77,4.70305
66,2000-03-07,00:00:00.00,0.102517,7.01104,4.22,4.18562
67,2000-03-08,00:00:00.00,0.0316705,6.31205,3.91,3.76758
68,2000-03-09,00:00:00.00,0.002401,5.72513,4.22,3.41665
69,2000-03-10,00:00:00.00,7.73524,6.21932,5.04,3.80088
70,2000-03-11,00:00:00.00,0.462269,7.26278,4.99,4.55567
71,2000-03-12,00:00:00.00,0.552606,6.70453,3.91,4.20472
72,2000-03-13,00:00:00.00,1.03491,5.64652,2.87,3.50544
73,2000-03-14,00:00:00.00,0.728524,5.23772,2.29,3.24757
74,2000-03-15,00:00:00.00,2.11421,4.95863,2.16,3.07804
75,2000-03-16,00:00:00.00,1.48888,4.80664,4.33,3.00275
76,2000-03-17,00:00:00.00,5.71784,5.27853,10.5,3.34771
77,2000-03-18,00:00:00.00,0.242976,6.01817,12.6,3.85271
78,2000-03-19,00:00:00.00,0.222224,5.58672,6.1,3.56419
79,2000-03-20,00:00:00.00,4.87085,5.34149,3.74,3.3988
80,2000-03-21,00:00:00.00,0.543449,5.86453,3.94,3.73926
81,2000-03-22,00:00:00.00,0.189792,5.44666,3.52,3.46246
82,2000-03-23,00:00:00.00,0.309764,4.70304,3.37,2.97339
83,2000-03-24,00:00:00.00,0.709907,4.34457,3.23,2.73408
84,2000-03-25,00:00:00.00,0.28406,4.03726,3.12,2.52966
85,2000-03-26,00:00:00.00,3.33777,3.93899,3.02,2.42302
86,2000-03-27,00:00:00.00,0.0502564,3.96615,3.14,2.37746
87,2000-03-28,00:00:00.00,6.74941,4.44508,3.62,2.76319
88,2000-03-29,00:00:00.00,0.259315,5.22645,3.86,3.40656
89,2000-03-30,00:00:00.00,3.14873,5.14821,3.94,3.37215
90,2000-03-31,00:00:00.00,0.0635051,4.75874,3.65,3.09897
91,2000-04-01,00:00:00.00,0.197482,4.40466,3.34,2.85529
92,2000-04-02,00:00:00.00,0.000124346,3.92907,3.22,2.52498
93,2000-04-03,00:00:00.00,0.780607,3.65247,3.01,2.33612
94,2000-04-04,00:00:00.00,0.411211,3.41404,2.95,2.17476
95,2000-04-05,00:00:00.00,2.16235,3.24951,3.01,2.07122
96,2000-04-06,00:00:00.00,0.198069,3.13368,3.07,2.00458
97,2000-04-07,00:00:00.00,1.21022,2.95599,3.08,1.88475
98,2000-04-08,00:00:00.00,8.91192,3.47669,3.37,2.19939
99,2000-04-09,00:00:00.00,13.601,6.28907,3.79,3.91162
100,2000-04-10,00:00:00.00,0.16159,8.81067,4.14,5.41049
101,2000-04-11,00:00:00.00,0.118079,7.69764,4.28,4.71952
102,2000-04-12,00:00:00.00,1.64122,6.03822,4.14,3.71885
103,2000-04-13,00:00:00.00,0.808124,5.64691,3.73,3.47173
104,2000-04-14,00:00:00.00,0.283464,5.15171,3.41,3.15963
105,2000-04-15,00:00:00.00,0.0229946,4.64141,3.23,2.83916
106,2000-04-16,00:00:00.00,0.375838,4.25871,3.14,2.59927
107,2000-04-17,00:00:00.00,0.0741566,3.92834,2.93,2.39309
108,2000-04-18,00:00:00.00,0.00855812,3.64339,2.81,2.21591
109,2000-04-19,00:00:00.00,0.114725,3.39375,2.62,2.06116
110,2000-04-20,00:00:00.00,0.726716,3.17161,3.14,1.92398
111,2000-04-21,00:00:00.00,24.2997,5.7376,14.6,3.55657
112,2000-04-22,00:00:00.00,9.114,11.4121,65,7.08326
113,2000-04-23,00:00:00.00,0.245602,12.7398,42.5,7.81699
114,2000-04-24,00:00:00.00,0.0134675,9.69702,19,5.90166
115,2000-04-25,00:00:00.00,0.0183602,7.76277,8.14,4.7299
116,2000-04-26,00:00:00.00,0.132646,6.76747,6.35,4.11274
117,2000-04-27,00:00:00.00,0.0248406,5.99608,5.18,3.63585
