Year,Month,Median,2.5 Percentile,97.5 Percentile
1950,   1,4750,4607,4844
1950,   2,4159,4073,4265
1950,   3,4340,4249,4424
1950,   4,5034,4950,5154
1950,   5,4939,4852,5013
1950,   6,5022,4935,5125
1950,   7,5194,5092,5318
1950,   8,5366,5260,5461
1950,   9,5350,5280,5441
1950,  10,5404,5212,5507
1950,  11,5347,5241,5428
1950,  12,5361,5278,5465
1951,   1,4631,4500,4707
1951,   2,4634,4549,4736
1951,   3,5421,5327,5515
1951,   4,5574,5504,5676
1951,   5,5711,5649,5773
1951,   6,5764,5671,5877
1951,   7,5940,5834,6074
1951,   8,6072,5982,6159
1951,   9,5999,5893,6113
1951,  10,6145,5979,6262
1951,  11,6157,6092,6250
1951,  12,6198,6067,6276
1952,   1,6286,6151,6378
1952,   2,5842,5679,5944
1952,   3,6141,6066,6232
1952,   4,6336,6229,6430
1952,   5,6309,6229,6371
1952,   6,6352,6266,6459
1952,   7,6383,6287,6513
1952,   8,6562,6462,6649
1952,   9,6490,6408,6558
1952,  10,6350,6184,6435
1952,  11,6150,6061,6230
1952,  12,6140,6052,6232
1953,   1,5951,5799,6081
1953,   2,5744,5667,5827
1953,   3,6016,5899,6094
1953,   4,5930,5797,6038
1953,   5,6154,6085,6242
1953,   6,6193,6110,6287
1953,   7,6269,6198,6409
1953,   8,6362,6262,6425
1953,   9,6206,6123,6290
1953,  10,6087,5852,6246
1953,  11,5991,5897,6090
1953,  12,5900,5800,5972
1954,   1,4953,4776,5055
1954,   2,4654,4574,4745
1954,   3,5921,5833,6000
1954,   4,5810,5711,5913
1954,   5,5883,5804,6026
1954,   6,5951,5833,6049
1954,   7,6051,5945,6196
1954,   8,6093,6017,6206
1954,   9,6014,5894,6125
1954,  10,6261,6095,6355
1954,  11,6163,6080,6231
1954,  12,6067,5989,6149
1955,   1,5844,5702,5937
1955,   2,5303,5242,5407
1955,   3,5973,5900,6036
1955,   4,5838,5750,5936
1955,   5,5883,5808,5944
1955,   6,5884,5772,5954
1955,   7,5919,5825,5982
1955,   8,5834,5724,5915
1955,   9,5634,5524,5744
1955,  10,5584,5433,5707
1955,  11,5472,5394,5548
1955,  12,5341,5223,5449
1956,   1,4408,4285,4501
1956,   2,3893,3828,3995
1956,   3,4993,4905,5089
1956,   4,5348,5221,5445
1956,   5,5813,5734,5897
1956,   6,5481,5354,5579
1956,   7,5470,5367,5580
1956,   8,5626,5524,5758
1956,   9,5498,5431,5608
1956,  10,5399,5266,5504
1956,  11,5291,5216,5370
1956,  12,5238,5166,5319
1957,   1,4369,4235,4460
1957,   2,4350,4287,4432
1957,   3,5043,4983,5128
1957,   4,5088,4995,5167
1957,   5,5127,5039,5206
1957,   6,5122,5035,5188
1957,   7,5279,5175,5387
1957,   8,5260,5146,5374
1957,   9,5241,5160,5323
1957,  10,5135,4947,5248
1957,  11,5138,5045,5238
1957,  12,5143,5027,5244
1958,   1,4143,3999,4241
1958,   2,3665,3549,3744
1958,   3,4839,4763,4914
1958,   4,4529,4398,4600
1958,   5,5020,4937,5112
1958,   6,4896,4756,5021
1958,   7,4898,4806,4991
1958,   8,4966,4866,5059
1958,   9,4858,4752,5002
1958,  10,4807,4651,4917
1958,  11,4722,4635,4818
1958,  12,4581,4497,4674
1959,   1,3468,3305,3557
1959,   2,3676,3606,3774
1959,   3,4661,4592,4739
1959,   4,4737,4638,4843
1959,   5,4834,4757,4945
1959,   6,4861,4762,4947
1959,   7,4872,4787,4940
1959,   8,5010,4917,5097
1959,   9,4940,4835,5039
1959,  10,5070,4887,5169
1959,  11,5114,5057,5189
1959,  12,5205,5132,5288
1960,   1,5000,4893,5099
1960,   2,4239,4156,4336
1960,   3,4771,4689,4850
1960,   4,5439,5340,5536
1960,   5,5507,5422,5604
1960,   6,5678,5544,5794
1960,   7,5727,5638,5857
