# YYYY-MM-DD HH:MM:SS,02GB001,02GB007,02GC002,02GC007,02GC018,02GC026,02GE007,02GG003,02GG009,02GG013,04159900,04160600,04165500,04166500,04174500,04176500,04177000,04193500,04195820,04198000,04199000,04199500,04200500,04208504,04209000,04212100,04213000,04213500,04214500,04215000,04215500
2010-01-01 00:00:00,38.00000000,2.50000000,1.04999995,6.30000019,0.98299998,4.50000000,0.32900000,5.59999990,3.84999990,0.41999999,1.21479273,1.72732759,19.02892113,2.75806093,18.37763405,24.43743896,1.64237702,130.82382202,2.29649615,9.62772751,5.80495358,3.11485314,4.72891331,25.20199394,6.48455763,20.78456497,6.39960718,21.69070435,nan,4.13425970,7.41901350
2010-01-02 00:00:00,27.00000000,2.20000005,1.00000000,5.78000021,0.85000002,4.19999981,0.20000000,4.80000019,3.00000000,0.30000001,0.87782222,1.41867399,16.11228561,2.26817942,17.07505798,21.94555664,1.29124808,107.60401154,3.11485314,8.77822208,4.10594273,2.83168459,5.09703207,22.71010971,4.64396286,16.05565262,5.97485447,20.41644669,nan,3.31307101,5.69168615
2010-01-03 00:00:00,22.00000000,1.85000002,0.94700003,5.19999981,0.80299997,4.05000019,0.13100000,4.19999981,2.20000005,0.22000000,0.80703014,1.37619865,15.48931503,2.13792181,16.02733421,19.87842560,1.01940644,97.69312286,2.26534772,7.92871714,3.96435857,2.80336785,6.65445900,18.85902023,4.47406149,14.32832432,5.49346828,21.09605026,nan,2.79770446,5.38020086
2010-01-04 00:00:00,26.00000000,1.64999998,0.89499998,5.11999989,0.77999997,3.92000008,0.13000000,3.79999995,1.39999998,0.18000001,0.87782222,1.30257487,12.62931347,2.28800130,16.50872040,18.06614876,0.88914895,54.65151215,1.84059501,7.36238003,5.09703207,2.60514975,7.70218229,18.97228622,4.19089317,14.18673992,5.35188389,21.09605026,nan,3.05821943,5.83327007
2010-01-05 00:00:00,31.00000000,1.50000000,0.86000001,5.07999992,0.74900001,3.78999996,0.13200000,3.45000005,1.10000002,0.15000001,0.90047568,1.25726795,12.82753086,2.14924860,15.23446274,16.93347359,0.76455486,32.28120422,1.41584229,6.79604292,4.53069544,2.26534772,6.56950808,20.38812828,4.02099228,17.47149467,5.18198299,21.52080345,nan,3.11485314,5.91822100
2010-01-06 00:00:00,30.50000000,1.38000000,0.82800001,5.05000019,0.72200000,3.68000007,0.14000000,3.23000002,0.94999999,0.13000000,0.86083210,1.19213915,11.75149155,2.03881288,14.75307655,16.02733421,0.73623800,28.88318253,1.13267386,6.22970629,3.53960586,2.03881288,5.46515131,19.70852470,4.02099228,17.47149467,4.95544815,21.09605026,nan,3.00158572,5.72000313
2010-01-07 00:00:00,34.00000000,1.29999995,0.80500001,5.01999998,0.69999999,3.61999989,0.14800000,3.07999992,0.81999999,0.11500000,0.80419844,1.12701046,11.10020351,1.91421878,14.89466095,15.34773064,0.68526769,26.58951759,1.04772329,5.94653749,2.97326875,1.98217928,4.44574499,18.68911934,3.99267530,16.62198830,4.72891331,21.94555664,nan,3.14316988,5.94653749
2010-01-08 00:00:00,30.00000000,1.25000000,0.77999997,4.94999981,0.66799998,3.53999996,0.14399999,2.97000003,0.69999999,0.10000000,0.72774297,1.03639650,11.41168880,2.00766444,14.52654171,15.03624535,0.63146567,34.54655075,0.99108964,6.22970629,2.83168459,1.89722872,3.96435857,19.14218712,3.87940788,16.45208740,4.53069544,22.79506111,nan,2.97326875,5.69168615
2010-01-09 00:00:00,26.00000000,1.20000005,0.76999998,4.90000010,0.66000003,3.48000002,0.13900000,2.81999993,0.63000000,0.08700000,0.68526769,1.07604015,11.01525307,1.93687236,13.59208584,14.72476006,0.57483196,35.11288834,0.96277279,5.66336918,2.69010043,1.78396130,3.76614046,18.85902023,3.96435857,16.62198830,4.72891331,22.79506111,nan,2.60514975,5.06871557
2010-01-10 00:00:00,25.00000000,1.14999998,0.75000000,4.80000019,0.64800000,3.38000011,0.12200000,2.75000000,0.56000000,0.07800000,0.67110926,1.07320857,10.78871822,1.69901073,13.64871979,14.58317566,0.50970322,33.98021698,0.90613908,5.23861647,1.75564444,1.69901073,4.13425970,17.35822678,3.96435857,16.28218651,6.65445900,21.52080345,nan,2.21720910,4.41742802
2010-01-11 00:00:00,26.20000076,1.12000000,0.73000002,4.84999990,0.63999999,3.31999993,0.11700000,2.68000007,0.50000000,0.07000000,0.67110926,0.96277279,11.24178791,1.81794143,12.99743271,14.27169037,0.48704979,32.28120422,0.87782222,4.95544815,1.47247601,1.64237702,4.98376513,17.92456436,3.96435857,25.90991402,10.08079720,21.29426765,nan,2.61364508,5.06871557
2010-01-12 00:00:00,28.00000000,1.14999998,0.72000003,4.75000000,0.62800002,3.27999997,0.11500000,2.61999989,0.46000001,0.06400000,0.67677259,0.96277279,10.33564854,2.01615930,12.48772907,13.96020508,0.46722797,26.92932129,0.84950536,4.81386375,1.50079286,1.61406028,4.36079407,18.43426704,3.96435857,21.06773376,8.35346985,21.09605026,nan,2.53152609,4.92713118
2010-01-13 00:00:00,28.20000076,1.12000000,0.70899999,4.69999981,0.62000000,3.23000002,0.11700000,2.57999992,0.42300001,0.05800000,0.67394090,1.00524807,10.42059898,1.93404067,12.28951168,13.79030418,0.45306954,22.62516022,0.82118851,4.53069544,1.47247601,1.55742657,3.90772486,17.75466347,3.96435857,17.98119736,7.39069700,21.09605026,nan,2.34463501,4.61564589
2010-01-14 00:00:00,26.00000000,1.11000001,0.69700003,4.65000010,0.61000001,3.18000007,0.11400000,2.53999996,0.41000000,0.05500000,0.68526769,1.01657486,10.70376778,2.02182293,12.06297684,13.33723450,0.50970322,21.94555664,0.79287171,4.24752712,1.64237702,1.47247601,3.45465517,18.94396973,4.47406149,17.10337448,7.05089474,21.94555664,nan,2.30215979,4.53069544
2010-01-15 00:00:00,30.20000076,1.17999995,0.68500000,4.59999990,0.60500002,3.15000010,0.12100000,2.50000000,0.39500001,0.05300000,0.75889146,1.02790153,11.80812454,2.11526823,12.37446213,12.88416481,0.64562404,26.05149841,0.82118851,4.81386375,2.01049614,1.98217928,3.85109115,22.20040703,4.81386375,21.88892174,9.68436146,22.56852722,nan,2.75806093,5.29525042
2010-01-16 00:00:00,33.20000076,1.26999998,0.67799997,4.51999998,0.59799999,3.10999990,0.12899999,2.47000003,0.38000000,0.05100000,0.78720832,1.03922832,12.09129333,2.34463501,12.31782818,12.26119423,0.58899039,26.92932129,0.87782222,4.53069544,2.40976357,2.20871401,6.68277550,26.56120110,6.68277550,28.20357895,14.61149216,22.56852722,nan,4.24752712,7.81544971
2010-01-17 00:00:00,32.29999924,1.24000001,0.67100000,4.50000000,0.59399998,3.08999991,0.13699999,2.44000006,0.37000000,0.04900000,0.80986184,1.04772329,10.98693657,2.09827828,11.97802544,11.55327320,0.54085177,25.85328102,0.99108964,4.24752712,3.56792259,4.24752712,16.96179008,35.67922592,6.88099384,34.26338196,23.53129959,22.79506111,nan,4.50237846,8.26851940
2010-01-18 00:00:00,31.70000076,1.22000003,0.66399997,4.48000002,0.59100002,3.06999993,0.13900000,2.42000008,0.36000001,0.04700000,0.84667367,1.05905008,10.78871822,1.95103073,11.89307499,10.98693657,0.50687152,23.33308029,1.10435700,3.96435857,4.75723028,7.07921171,27.89209366,36.24556351,8.52337074,32.84754181,35.11288834,22.56852722,nan,6.08812189,10.90198612
2010-01-19 00:00:00,30.00000000,1.21000004,0.65700001,4.44999981,0.58800000,3.03999996,0.13699999,2.40000010,0.34999999,0.04500000,0.84667367,1.07037675,10.76040173,1.80944645,11.69485760,10.87366867,0.47005966,15.29109669,1.30257487,5.66336918,5.04039860,5.66336918,22.62516022,31.99803543,8.32515240,29.44952011,43.32477570,21.52080345,nan,6.00317144,10.73208427
