"date","02GA010","02GA018","02GA038","02GA047","02GB007","02GC002","02GC010","02GC018","02GD004","02GE007","02GG002","02GG003","02GG006","02GG009","02GG013","04159492","04159900","04160600","04161820","04164000","04165500","04166100","04177000","04196800","04197100","04207200","04208504","04213000"
"2010-01-01",7.74884259259259,4.09259259259259,2.4525462962963,5.73263888888889,2.92650462962963,3.21805555555556,3.44166666666667,2.86805555555556,2.72708333333333,1.81805555555556,44.8672453703704,73.6053240740741,15.9371527777778,34.3064814814815,13.6329861111111,4.02034988425926,1.47262302083333,1.31196604166667,525.077119525463,747.583478587963,1237.833890625,1.5579625,0.7560159375,2.39285625,1.52768020833333,7.14639541666667,65.7550761574074,5.849306875
"2010-01-02",6.4375,3.4,2.0375,4.7625,2.43125,4.4056712962963,4.71180555555556,3.92650462962963,2.30208333333333,1.53472222222222,105.636805555556,173.298611111111,37.5229166666667,80.7722222222222,32.0979166666667,2.77265509259259,1.01560208333333,0.904804166666667,1080.25952780093,1538.02964467593,2546.63896875,1.09057375,0.5172740625,1.689075,1.0783625,5.88677895833333,54.165152662037,7.06132541666667
"2010-01-03",5.24537037037037,2.77037037037037,1.66018518518519,3.88055555555556,1.98101851851852,3.63946759259259,3.89236111111111,3.24363425925926,1.94791666666667,1.29861111111111,148.151157407407,243.043981481482,52.6243055555556,113.27962962963,45.0159722222222,1.94085856481482,0.710921458333333,0.633362916666667,1208.20700498843,1720.19606655093,2848.266515625,0.77898125,0.3581128125,1.196428125,0.763840104166667,5.39835625,49.6711006944444,7.27211125
"2010-01-04",4.41087962962963,2.32962962962963,1.39606481481481,3.26319444444444,1.66585648148148,2.75833333333333,2.95,2.45833333333333,1.66458333333333,1.10972222222222,177.440625,291.09375,63.028125,135.675,53.915625,1.3863275462963,0.507801041666667,0.452402083333333,1144.09389005787,1628.91441724537,2697.124171875,0.623185,0.238741875,0.8445375,0.53918125,5.03846583333333,46.3596939814815,7.00862895833333
"2010-01-05",3.57638888888889,1.88888888888889,1.13194444444444,2.64583333333333,1.35069444444444,2.06875,2.2125,1.84375,1.41666666666667,0.944444444444444,197.399652777778,323.836805555555,70.1177083333333,150.936111111111,59.9802083333333,1.10906203703704,0.406240833333333,0.361921666666667,1005.46089371528,1431.53438715278,2370.306234375,0.545286875,0.15916125,0.563025,0.359454166666667,4.72998833333333,43.5213453703704,6.53436083333333
"2010-01-06",2.98032407407407,1.57407407407407,0.943287037037037,2.20486111111111,1.1255787037037,1.64733796296296,1.76180555555556,1.4681712962963,1.20416666666667,0.802777777777778,210.624537037037,345.532407407407,74.8152777777778,161.048148148148,63.9986111111111,0.831796527777778,0.304680625,0.27144125,848.987726261574,1208.75424594907,2001.431296875,0.519320833333333,0.1193709375,0.42226875,0.269590625,4.42151083333333,40.6829967592593,5.95469979166667
"2010-01-07",2.50347222222222,1.32222222222222,0.792361111111111,1.85208333333333,0.945486111111111,1.37916666666667,1.475,1.22916666666667,1.02708333333333,0.684722222222222,219.0625,359.375,77.8125,167.5,66.5625,0.693163773148148,0.253900520833333,0.226201041666667,700.505468784722,997.351237847222,1651.394390625,0.519320833333333,0.079580625,0.2815125,0.179727083333333,4.13873979166667,38.0811771990741,5.42773520833333
"2010-01-08",2.02662037037037,1.07037037037037,0.641435185185185,1.49930555555556,0.765393518518519,1.18761574074074,1.27013888888889,1.05844907407407,0.85,0.566666666666667,224.011689814815,367.494212962963,79.5704861111111,171.284259259259,68.0663194444444,0.554531018518519,0.203120416666667,0.180960833333333,569.770464861111,811.216048611111,1343.1954375,0.493354791666667,0.0397903125,0.211134375,0.1347953125,3.88167520833333,35.7158866898148,4.900770625
"2010-01-09",1.66898148148148,0.881481481481482,0.528240740740741,1.23472222222222,0.630324074074074,1.11099537037037,1.18819444444444,0.990162037037037,0.74375,0.495833333333333,226.607986111111,371.753472222222,80.4927083333333,173.269444444444,68.8552083333333,0.415898263888889,0.1523403125,0.135720625,459.477323668982,654.185153356481,1083.186796875,0.493354791666667,0.0397903125,0.14075625,0.0898635416666667,3.624610625,33.3505961805556,4.4265025
"2010-01-10",1.43055555555556,0.755555555555555,0.452777777777778,1.05833333333333,0.540277777777778,1.034375,1.10625,0.921875,0.6375,0.425,227.419328703704,373.084490740741,80.7809027777778,173.889814814815,69.1017361111111,0.415898263888889,0.1523403125,0.135720625,368.511034513889,524.671045138889,868.73990625,0.493354791666667,0.0397903125,0.070378125,0.0449317708333333,3.3932525,31.2218347222222,4.00493083333333
