time,date,hour,precip [mm/day],sub7092 [m3/s],sub7093 [m3/s],sub7093 (observed) [m3/s]
0,2000-01-01,00:00:00.00,---,5.44489,85.4082,
1,2000-01-02,00:00:00.00,0.428941,3.18847,52.2681,56.6337
2,2000-01-03,00:00:00.00,12.4635,0.93229,17.7611,48.1386
3,2000-01-04,00:00:00.00,0.984217,0.934704,15.9299,48.1386
4,2000-01-05,00:00:00.00,3.86356,0.940684,15.311,50.9703
5,2000-01-06,00:00:00.00,3.03655,0.946676,15.0905,59.4654
6,2000-01-07,00:00:00.00,2.41565,0.949283,14.9765,59.4654
7,2000-01-08,00:00:00.00,0.39355,0.948932,14.9026,62.2971
8,2000-01-09,00:00:00.00,0.236515,0.947059,14.8303,62.2971
9,2000-01-10,00:00:00.00,0.312663,0.944848,14.7524,65.1287
10,2000-01-11,00:00:00.00,7.22296,0.942597,14.6967,70.7921
11,2000-01-12,00:00:00.00,0.971832,0.940267,14.6492,67.9604
12,2000-01-13,00:00:00.00,1.69386,0.937866,14.6245,67.9604
13,2000-01-14,00:00:00.00,0.843278,0.93546,14.6147,67.9604
14,2000-01-15,00:00:00.00,2.80338,0.933111,14.5877,67.9604
15,2000-01-16,00:00:00.00,0.533293,0.930861,14.5325,67.9604
16,2000-01-17,00:00:00.00,0.822031,0.928675,14.4821,65.1287
17,2000-01-18,00:00:00.00,3.14335,0.926463,14.4591,65.1287
18,2000-01-19,00:00:00.00,0.87762,0.924174,14.4375,65.1287
19,2000-01-20,00:00:00.00,0.819315,0.921851,14.4144,65.1287
20,2000-01-21,00:00:00.00,0.358182,0.91958,14.3969,67.9604
21,2000-01-22,00:00:00.00,0.175845,0.917394,14.3811,67.9604
22,2000-01-23,00:00:00.00,3.36207,0.915294,14.3571,67.9604
23,2000-01-24,00:00:00.00,1.12218,0.913265,14.3221,65.1287
24,2000-01-25,00:00:00.00,0.618996,0.911271,14.2814,70.7921
25,2000-01-26,00:00:00.00,1.34351,0.909261,14.2431,70.7921
26,2000-01-27,00:00:00.00,0.171419,0.907215,14.2096,73.6238
27,2000-01-28,00:00:00.00,0.178629,0.905143,14.1773,76.4555
28,2000-01-29,00:00:00.00,0.141011,0.903058,14.131,73.6238
29,2000-01-30,00:00:00.00,0.226317,0.900949,14.075,70.7921
30,2000-01-31,00:00:00.00,0.243136,0.898783,14.0253,70.7921
31,2000-02-01,00:00:00.00,1.14803,0.896545,13.9792,73.6238
32,2000-02-02,00:00:00.00,0.671086,0.89425,13.9451,70.7921
33,2000-02-03,00:00:00.00,3.2839,0.891928,13.9116,67.9604
34,2000-02-04,00:00:00.00,3.14352,0.889602,13.8678,67.9604
35,2000-02-05,00:00:00.00,0.635787,0.887291,13.8365,67.9604
36,2000-02-06,00:00:00.00,0.160708,0.884993,13.7951,70.7921
37,2000-02-07,00:00:00.00,0.171261,0.882701,13.7249,70.7921
38,2000-02-08,00:00:00.00,0.195186,0.8804,13.6694,67.9604
39,2000-02-09,00:00:00.00,0.201596,0.878056,13.6255,70.7921
40,2000-02-10,00:00:00.00,0.467734,0.875645,13.5675,70.7921
41,2000-02-11,00:00:00.00,3.93073,0.873182,13.5429,70.7921
42,2000-02-12,00:00:00.00,0.204983,0.870702,13.5523,70.7921
43,2000-02-13,00:00:00.00,1.67775,0.868264,13.5454,73.6238
44,2000-02-14,00:00:00.00,0.868773,0.865933,13.5166,67.9604
45,2000-02-15,00:00:00.00,0.31291,0.863708,13.4746,67.9604
46,2000-02-16,00:00:00.00,6.39433,0.861531,13.4208,70.7921
47,2000-02-17,00:00:00.00,0.500827,0.859344,13.379,73.6238
48,2000-02-18,00:00:00.00,0.776445,0.85712,13.3514,70.7921
49,2000-02-19,00:00:00.00,0.453167,0.85487,13.3112,67.9604
50,2000-02-20,00:00:00.00,0.167332,0.852615,13.2625,70.7921
51,2000-02-21,00:00:00.00,0.185935,0.850352,13.2095,70.7921
52,2000-02-22,00:00:00.00,0.248851,0.848055,13.1212,70.7921
53,2000-02-23,00:00:00.00,0.362871,0.845701,13.0151,67.9604
54,2000-02-24,00:00:00.00,1.35731,0.843276,12.9501,62.2971
55,2000-02-25,00:00:00.00,1.41415,0.841401,12.9111,59.4654
56,2000-02-26,00:00:00.00,0.784869,0.841803,13.24,59.4654
57,2000-02-27,00:00:00.00,2.72325,0.964004,16.1304,82.1189
58,2000-02-28,00:00:00.00,0.681676,1.53482,25.358,96.2773
59,2000-02-29,00:00:00.00,0.186157,2.67345,41.1253,104.772
60,2000-03-01,00:00:00.00,0.159336,3.99077,55.3408,110.436
61,2000-03-02,00:00:00.00,0.92633,4.13278,53.8997,116.099
62,2000-03-03,00:00:00.00,0.170212,3.08524,40.4019,127.426
63,2000-03-04,00:00:00.00,0.107859,2.13342,28.9519,141.584
64,2000-03-05,00:00:00.00,0.0924154,1.60526,23.1444,152.911
65,2000-03-06,00:00:00.00,0.144452,1.44127,21.9687,164.238
66,2000-03-07,00:00:00.00,0.354627,1.39646,23.3936,175.564
67,2000-03-08,00:00:00.00,0.48018,1.43445,28.7307,186.891
68,2000-03-09,00:00:00.00,5.85525,1.73379,39.747,181.228
69,2000-03-10,00:00:00.00,16.5592,2.36766,54.935,175.564
70,2000-03-11,00:00:00.00,0.0984794,3.12665,67.2074,191.705
71,2000-03-12,00:00:00.00,0.142149,3.25004,69.1205,191.139
72,2000-03-13,00:00:00.00,0.115627,2.66341,62.08,180.945
73,2000-03-14,00:00:00.00,0.154108,2.0704,52.7681,170.184
74,2000-03-15,00:00:00.00,1.95486,1.73539,45.4009,162.822
75,2000-03-16,00:00:00.00,10.2535,1.64198,40.7047,152.345
76,2000-03-17,00:00:00.00,0.0866511,1.6285,37.831,142.151
77,2000-03-18,00:00:00.00,0.16394,1.6203,36.0335,135.355
78,2000-03-19,00:00:00.00,2.87085,1.61186,34.8801,123.178
79,2000-03-20,00:00:00.00,0.556009,1.60394,34.087,118.931
80,2000-03-21,00:00:00.00,2.2028,1.59678,33.5076,121.479
81,2000-03-22,00:00:00.00,1.33413,1.58994,33.0353,118.648
82,2000-03-23,00:00:00.00,0.857277,1.58313,32.6059,117.515
83,2000-03-24,00:00:00.00,0.861853,1.57625,33.8547,99.6753
84,2000-03-25,00:00:00.00,3.77254,1.71548,41.9828,99.109
85,2000-03-26,00:00:00.00,1.56453,2.40759,60.5107,114.117
86,2000-03-27,00:00:00.00,4.82375,3.85299,84.9708,106.471
87,2000-03-28,00:00:00.00,5.25713,5.64906,96.1196,120.347
88,2000-03-29,00:00:00.00,4.58699,6.15682,89.3512,122.612
89,2000-03-30,00:00:00.00,0.104741,5.27934,80.1538,127.143
90,2000-03-31,00:00:00.00,0.11258,4.20062,74.0162,123.745
91,2000-04-01,00:00:00.00,0.247143,3.30413,69.4951,121.762
92,2000-04-02,00:00:00.00,0.0339289,2.88318,65.2043,123.178
93,2000-04-03,00:00:00.00,0.326506,2.76291,61.9907,119.497
94,2000-04-04,00:00:00.00,3.10539,2.8226,60.3021,111.285
95,2000-04-05,00:00:00.00,0.0995815,2.93988,59.6255,107.038
96,2000-04-06,00:00:00.00,2.21284,2.95271,59.2879,108.737
97,2000-04-07,00:00:00.00,1.47871,2.8673,59.1653,94.0119
98,2000-04-08,00:00:00.00,0.10612,2.78993,58.9124,101.374
99,2000-04-09,00:00:00.00,0.065433,2.75775,58.4577,91.7466
100,2000-04-10,00:00:00.00,1.16455,2.77145,58.1482,83.5347
101,2000-04-11,00:00:00.00,0.358766,2.75082,57.4335,75.3228
102,2000-04-12,00:00:00.00,3.76456,2.68596,56.3058,77.305
103,2000-04-13,00:00:00.00,0.406683,2.62738,55.2581,80.703
104,2000-04-14,00:00:00.00,2.68807,2.5882,54.4046,88.0654
105,2000-04-15,00:00:00.00,2.6428,2.58487,54.2197,90.8971
106,2000-04-16,00:00:00.00,4.16199,2.66851,55.6398,90.0476
107,2000-04-17,00:00:00.00,2.02454,2.88802,58.9713,68.2436
108,2000-04-18,00:00:00.00,3.55647,3.18926,62.6504,70.2258
