time,date,hour,precip [mm/day],sub7076 [m3/s],sub7076 (observed) [m3/s],sub7077 [m3/s]
36,2000-02-06,00:00:00.00,2.02568,0.0694799,32.1,0.00319768
37,2000-02-07,00:00:00.00,0.354697,0.063439,30.7,0.00279289
38,2000-02-08,00:00:00.00,0.39001,0.0576136,29.9,0.00241635
39,2000-02-09,00:00:00.00,0.358412,0.0523863,29.1,0.00211969
40,2000-02-10,00:00:00.00,1.31291,0.0477154,29.3,0.00184704
41,2000-02-11,00:00:00.00,7.41183,0.0443581,30,0.00161587
42,2000-02-12,00:00:00.00,2.07737,0.0420052,32.1,0.00144059
43,2000-02-13,00:00:00.00,0.334581,0.0401712,30.8,0.00132476
44,2000-02-14,00:00:00.00,6.48059,0.0386349,30.1,0.00123395
45,2000-02-15,00:00:00.00,0.994447,0.0371351,29.8,0.00113663
46,2000-02-16,00:00:00.00,2.07033,0.0357566,30.3,0.00103797
47,2000-02-17,00:00:00.00,5.20021,0.0343119,31,0.00093538
48,2000-02-18,00:00:00.00,0.230602,0.0329398,31.4,0.000828982
49,2000-02-19,00:00:00.00,4.59353,0.0319997,30.7,0.000752212
50,2000-02-20,00:00:00.00,0.661106,0.0312558,30.2,0.000698453
51,2000-02-21,00:00:00.00,1.45319,0.0305425,29.6,0.000648824
52,2000-02-22,00:00:00.00,0.54821,0.0299144,28.8,0.000602369
53,2000-02-23,00:00:00.00,0.441095,0.225339,27.8,0.000554439
54,2000-02-24,00:00:00.00,1.49631,13.3542,30,1.24737
55,2000-02-25,00:00:00.00,11.1444,73.5919,74,6.80785
56,2000-02-26,00:00:00.00,4.98352,140.747,205,12.653
57,2000-02-27,00:00:00.00,0.572326,101.746,260,9.60075
58,2000-02-28,00:00:00.00,9.08444,29.3596,330,3.0682
59,2000-02-29,00:00:00.00,0.823659,20.1142,288,1.33973
60,2000-03-01,00:00:00.00,0.638294,15.4406,226,0.974371
61,2000-03-02,00:00:00.00,5.22882,7.5488,170,0.48539
62,2000-03-03,00:00:00.00,1.42869,12.221,151,0.856188
63,2000-03-04,00:00:00.00,0.0826556,11.2085,125,0.745027
64,2000-03-05,00:00:00.00,0.141084,5.67979,103,0.3072
65,2000-03-06,00:00:00.00,0.117388,4.77023,94,0.262204
66,2000-03-07,00:00:00.00,0.211368,4.89152,84.6,0.286437
67,2000-03-08,00:00:00.00,0.210867,4.77856,76.3,0.275801
68,2000-03-09,00:00:00.00,0.206237,4.48549,70.6,0.242323
69,2000-03-10,00:00:00.00,5.27386,5.01987,68.6,0.317758
70,2000-03-11,00:00:00.00,0.843376,6.58255,68.6,0.53108
71,2000-03-12,00:00:00.00,0.243867,6.2102,66.1,0.479943
72,2000-03-13,00:00:00.00,0.55868,4.69224,59.9,0.273199
73,2000-03-14,00:00:00.00,1.64483,4.49996,54.2,0.248497
74,2000-03-15,00:00:00.00,2.36806,4.55591,50.6,0.255207
75,2000-03-16,00:00:00.00,2.71446,5.87168,51.9,0.371036
76,2000-03-17,00:00:00.00,4.47464,8.72245,64,0.61304
77,2000-03-18,00:00:00.00,0.51692,7.88412,72.6,0.534782
78,2000-03-19,00:00:00.00,0.347801,5.12353,68.1,0.29548
79,2000-03-20,00:00:00.00,4.65163,5.17059,58.4,0.281691
80,2000-03-21,00:00:00.00,0.723294,7.69804,56.5,0.468414
81,2000-03-22,00:00:00.00,0.152488,11.5038,57.2,0.846025
82,2000-03-23,00:00:00.00,0.326781,9.65602,55,0.717366
83,2000-03-24,00:00:00.00,0.290185,5.70656,52.1,0.340299
84,2000-03-25,00:00:00.00,0.134292,5.22951,49.3,0.294757
85,2000-03-26,00:00:00.00,1.37074,5.22395,46.5,0.303554
86,2000-03-27,00:00:00.00,0.119493,5.27448,43.9,0.33131
87,2000-03-28,00:00:00.00,6.93434,5.99967,42.6,0.417717
88,2000-03-29,00:00:00.00,1.53237,7.87292,45.6,0.631375
89,2000-03-30,00:00:00.00,5.26398,8.42001,53.9,0.657633
90,2000-03-31,00:00:00.00,0.0786693,9.05275,67.2,0.648284
91,2000-04-01,00:00:00.00,0.165512,8.25917,68.4,0.570145
92,2000-04-02,00:00:00.00,0.00237678,5.91337,65.8,0.357633
93,2000-04-03,00:00:00.00,1.13472,5.61301,62.8,0.330748
94,2000-04-04,00:00:00.00,0.670915,5.58905,58.1,0.328657
95,2000-04-05,00:00:00.00,1.71426,5.57082,53.6,0.33061
96,2000-04-06,00:00:00.00,0.648745,5.56065,54.3,0.33773
97,2000-04-07,00:00:00.00,1.55584,5.54404,58.4,0.336327
98,2000-04-08,00:00:00.00,5.83965,6.04599,59.6,0.392597
99,2000-04-09,00:00:00.00,8.44058,7.56664,59.2,0.548742
100,2000-04-10,00:00:00.00,0.770171,7.81549,60.3,0.508878
101,2000-04-11,00:00:00.00,0.636894,6.48709,64.2,0.357482
102,2000-04-12,00:00:00.00,1.22372,5.79201,61.7,0.339204
103,2000-04-13,00:00:00.00,0.428605,5.65474,56.1,0.337981
104,2000-04-14,00:00:00.00,0.0434124,5.86576,52.3,0.33687
105,2000-04-15,00:00:00.00,0.0390844,7.09125,49.8,0.454312
106,2000-04-16,00:00:00.00,0.0745094,8.55064,46.9,0.757814
107,2000-04-17,00:00:00.00,0.129684,7.58044,45.6,0.686025
108,2000-04-18,00:00:00.00,0.0227026,5.9622,42.6,0.395422
109,2000-04-19,00:00:00.00,0.0794681,5.76579,40.1,0.361382
110,2000-04-20,00:00:00.00,0.542388,5.74281,37.9,0.36005
111,2000-04-21,00:00:00.00,20.8802,10.3753,39.2,0.695812
112,2000-04-22,00:00:00.00,10.1288,26.3205,173,1.8935
113,2000-04-23,00:00:00.00,0.191626,34.0352,169,2.55119
114,2000-04-24,00:00:00.00,0.0130131,20.8218,139,1.54882
115,2000-04-25,00:00:00.00,0.0138089,10.0407,112,0.652347
116,2000-04-26,00:00:00.00,0.0531615,8.83232,85.6,0.550375
117,2000-04-27,00:00:00.00,0.00353527,8.74437,67.1,0.543856
118,2000-04-28,00:00:00.00,0.146684,8.68353,56.5,0.540104
119,2000-04-29,00:00:00.00,0.188246,8.63414,49.7,0.537518
120,2000-04-30,00:00:00.00,0.00622173,8.59004,43.9,0.535478
121,2000-05-01,00:00:00.00,0.0420552,8.54846,40,0.533699
122,2000-05-02,00:00:00.00,3.68869,8.5462,37.7,0.536268
123,2000-05-03,00:00:00.00,0.197341,8.60326,37.2,0.545459
124,2000-05-04,00:00:00.00,0.0686998,8.543,37,0.541422
125,2000-05-05,00:00:00.00,0.0969634,8.41423,35.3,0.529674
126,2000-05-06,00:00:00.00,0.654641,8.36534,33.3,0.526934
127,2000-05-07,00:00:00.00,0.316688,8.32692,31.5,0.525348
128,2000-05-08,00:00:00.00,2.36181,8.2889,29.6,0.523774
129,2000-05-09,00:00:00.00,3.098,8.25217,28.4,0.522346
130,2000-05-10,00:00:00.00,13.7839,9.01753,29.1,0.582496
131,2000-05-11,00:00:00.00,17.5785,16.4269,43.2,1.37513
132,2000-05-12,00:00:00.00,3.92878,30.2422,81.8,2.97385
133,2000-05-13,00:00:00.00,10.6178,30.1304,142,2.6668
134,2000-05-14,00:00:00.00,7.5887,27.6224,454,1.87054
135,2000-05-15,00:00:00.00,0.041575,29.0136,473,2.31291
136,2000-05-16,00:00:00.00,0.070751,20.452,475,1.75922
137,2000-05-17,00:00:00.00,1.92242,14.6319,261,1.05979
138,2000-05-18,00:00:00.00,0.0735108,13.8988,168,0.973696
139,2000-05-19,00:00:00.00,21.5511,20.885,200,1.79301
140,2000-05-20,00:00:00.00,1.90239,38.8663,294,3.92212
141,2000-05-21,00:00:00.00,0.0563623,36.0549,288,3.61674
142,2000-05-22,00:00:00.00,0.0264308,20.2325,204,1.73068
143,2000-05-23,00:00:00.00,0.028117,17.9946,145,1.43613
144,2000-05-24,00:00:00.00,2.25252,17.7694,116,1.41459
145,2000-05-25,00:00:00.00,0.990911,17.6401,148,1.41301
146,2000-05-26,00:00:00.00,1.00554,17.4745,137,1.39973
147,2000-05-27,00:00:00.00,0.0619198,17.2821,116,1.37866
148,2000-05-28,00:00:00.00,0.0726881,17.1279,99.3,1.36698
149,2000-05-29,00:00:00.00,0.0176831,16.981,83.7,1.35669
150,2000-05-30,00:00:00.00,0.0423606,16.8374,71.6,1.34672
151,2000-05-31,00:00:00.00,0.262749,16.6964,61.6,1.33696
152,2000-06-01,00:00:00.00,12.516,17.2097,55.4,1.36783
153,2000-06-02,00:00:00.00,1.68361,18.7199,51.6,1.4595
154,2000-06-03,00:00:00.00,5.72823,18.7399,50.9,1.43672
155,2000-06-04,00:00:00.00,0.0589804,18.1099,55.4,1.35062
156,2000-06-05,00:00:00.00,0.149903,17.6127,53.4,1.32896
157,2000-06-06,00:00:00.00,0.787403,16.6783,50.4,1.30879
158,2000-06-07,00:00:00.00,0.114115,16.4492,43.7,1.29834
159,2000-06-08,00:00:00.00,0.0479721,16.313,40.8,1.28925
160,2000-06-09,00:00:00.00,0.111043,16.18,36.1,1.28029
161,2000-06-10,00:00:00.00,7.76951,16.8177,36.6,1.2723
162,2000-06-11,00:00:00.00,0.178547,18.6017,36,1.26572
163,2000-06-12,00:00:00.00,17.0899,20.3436,38.9,1.40325
164,2000-06-13,00:00:00.00,0.055108,24.0082,56.1,1.76017
165,2000-06-14,00:00:00.00,32.1718,37.3128,65.7,2.94884
166,2000-06-15,00:00:00.00,2.50258,69.0197,114,5.82949
167,2000-06-16,00:00:00.00,4.23126,64.2834,133,5.51174
168,2000-06-17,00:00:00.00,0.928109,35.7021,123,3.1816
169,2000-06-18,00:00:00.00,0.0297351,31.5162,93.3,2.75252
170,2000-06-19,00:00:00.00,1.00345,29.3558,70,2.37155
171,2000-06-20,00:00:00.00,0.283405,28.7338,57.7,2.30008
172,2000-06-21,00:00:00.00,0.176878,28.3261,50,2.26984
173,2000-06-22,00:00:00.00,19.1751,31.7167,44.5,2.63745
174,2000-06-23,00:00:00.00,0.622814,40.6134,41.1,3.58694
175,2000-06-24,00:00:00.00,0.034763,39.0894,40.5,3.4311
176,2000-06-25,00:00:00.00,1.81989,31.1826,37.3,2.60042
177,2000-06-26,00:00:00.00,56.2562,62.9314,38.1,6.22434
178,2000-06-27,00:00:00.00,1.47573,146.23,94.5,15.7669
179,2000-06-28,00:00:00.00,1.63606,141.288,129,15.2481
180,2000-06-29,00:00:00.00,0.199776,77.8963,125,8.0162
181,2000-06-30,00:00:00.00,8.57412,71.0218,99,7.28725
182,2000-07-01,00:00:00.00,0.0181625,73.9965,76,7.73184
183,2000-07-02,00:00:00.00,0.0359996,71.8523,77,7.5018
184,2000-07-03,00:00:00.00,0.277388,66.4908,68,6.84527
185,2000-07-04,00:00:00.00,21.8023,72.7574,54.5,7.50376
186,2000-07-05,00:00:00.00,0.0534262,90.9878,55.5,9.44601
187,2000-07-06,00:00:00.00,0.0483103,88.732,62,9.19637
188,2000-07-07,00:00:00.00,0.0642595,73.2226,63.5,7.53587
189,2000-07-08,00:00:00.00,0.000910405,69.508,50.8,7.13776
190,2000-07-09,00:00:00.00,0.472232,67.4143,43.3,6.91339
191,2000-07-10,00:00:00.00,16.8328,68.0658,36.1,7.01505
192,2000-07-11,00:00:00.00,0.00103584,72.3376,32.2,7.54129
193,2000-07-12,00:00:00.00,0.0247131,70.2435,28.6,7.32332
194,2000-07-13,00:00:00.00,0.189305,64.1586,27.4,6.63519
195,2000-07-14,00:00:00.00,0.0863726,61.9201,25.4,6.38753
196,2000-07-15,00:00:00.00,7.29982,60.6267,26.9,6.26754
197,2000-07-16,00:00:00.00,2.51829,59.9299,73.6,6.23984
198,2000-07-17,00:00:00.00,2.43453,58.4664,82.5,6.0763
199,2000-07-18,00:00:00.00,0.172341,56.5411,101,5.83467
200,2000-07-19,00:00:00.00,0.0962209,55.0538,84.4,5.67023
201,2000-07-20,00:00:00.00,0.0904315,53.6294,65.5,5.51306
202,2000-07-21,00:00:00.00,0.646795,52.3543,51.3,5.37339
203,2000-07-22,00:00:00.00,0.511491,51.1464,41.7,5.24146
204,2000-07-23,00:00:00.00,0.0194155,49.991,35.4,5.1155
205,2000-07-24,00:00:00.00,0.0301168,48.8848,31.2,4.99511
206,2000-07-25,00:00:00.00,0.0131187,47.8246,28.3,4.87993
207,2000-07-26,00:00:00.00,0.00347891,46.8076,27,4.76964
208,2000-07-27,00:00:00.00,0.11844,45.8313,25.3,4.66394
209,2000-07-28,00:00:00.00,0.0907606,44.8932,23.6,4.56256
210,2000-07-29,00:00:00.00,5.47269,44.0085,25.6,4.46524
211,2000-07-30,00:00:00.00,1.62375,43.1819,31.3,4.37176
212,2000-07-31,00:00:00.00,0.216267,42.3421,29.4,4.28189
213,2000-08-01,00:00:00.00,11.032,42.1783,28.7,4.23917
214,2000-08-02,00:00:00.00,3.56086,43.2527,48.8,4.27792
215,2000-08-03,00:00:00.00,6.06801,43.8606,54.5,4.27371
216,2000-08-04,00:00:00.00,1.17966,44.1236,47.9,4.21619
217,2000-08-05,00:00:00.00,0.106942,42.6378,40,4.08975
218,2000-08-06,00:00:00.00,0.0742782,40.1241,33.1,3.93273
219,2000-08-07,00:00:00.00,0.97394,39.1911,28.5,3.84997
220,2000-08-08,00:00:00.00,4.78953,38.5829,27.9,3.79613
221,2000-08-09,00:00:00.00,2.28984,38.138,28.1,3.76908
222,2000-08-10,00:00:00.00,3.87231,37.5735,32.9,3.70832
223,2000-08-11,00:00:00.00,0.109023,37.0276,36.8,3.63523
224,2000-08-12,00:00:00.00,0.0314119,36.366,36.6,3.56673
225,2000-08-13,00:00:00.00,0.0148497,35.5655,31,3.48813
226,2000-08-14,00:00:00.00,0.27626,34.9629,26.4,3.42721
227,2000-08-15,00:00:00.00,0.34117,34.4012,24,3.37016
228,2000-08-16,00:00:00.00,4.23208,33.8619,22.4,3.31489
229,2000-08-17,00:00:00.00,0.411467,33.3464,20.9,3.26131
230,2000-08-18,00:00:00.00,0.0383972,32.8321,21.2,3.20934
231,2000-08-19,00:00:00.00,0.394246,32.3241,21.6,3.15891
232,2000-08-20,00:00:00.00,0.304573,31.8391,20.6,3.10996
233,2000-08-21,00:00:00.00,1.59748,31.3696,19.8,3.06242
234,2000-08-22,00:00:00.00,1.76824,30.9149,18.9,3.01629
235,2000-08-23,00:00:00.00,0.295525,30.4719,17.9,2.97154
236,2000-08-24,00:00:00.00,11.4076,31.0847,18.8,2.99113
237,2000-08-25,00:00:00.00,0.0759352,33.2055,21.8,3.10209
238,2000-08-26,00:00:00.00,0.0398813,32.4978,23.4,3.04196
239,2000-08-27,00:00:00.00,6.12801,30.4631,22.4,2.88223
240,2000-08-28,00:00:00.00,1.6952,30.797,26.8,2.83789
241,2000-08-29,00:00:00.00,0.00338036,30.2743,31.4,2.79694
242,2000-08-30,00:00:00.00,0.07912,29.0852,27.1,2.75003
243,2000-08-31,00:00:00.00,0.350376,28.5944,23.9,2.71135
244,2000-09-01,00:00:00.00,0.150764,28.2076,21.4,2.6746
245,2000-09-02,00:00:00.00,1.13329,27.8325,19.8,2.63879
246,2000-09-03,00:00:00.00,0.405544,27.467,18,2.60389
247,2000-09-04,00:00:00.00,4.76051,27.1273,19.7,2.56995
248,2000-09-05,00:00:00.00,2.07363,26.8232,23.6,2.53761
249,2000-09-06,00:00:00.00,0.844349,26.4854,21.7,2.50673
250,2000-09-07,00:00:00.00,1.61552,26.1206,19.3,2.4747
251,2000-09-08,00:00:00.00,0.0479797,25.7889,17.7,2.44252
252,2000-09-09,00:00:00.00,1.86035,25.4748,16.9,2.41221
253,2000-09-10,00:00:00.00,0.437516,25.1715,16.2,2.38274
254,2000-09-11,00:00:00.00,5.24768,24.9481,15.7,2.35481
255,2000-09-12,00:00:00.00,0.13639,24.8417,18.5,2.32879
256,2000-09-13,00:00:00.00,10.8754,25.4081,27.4,2.36581
257,2000-09-14,00:00:00.00,0.0159731,27.1312,23.2,2.49625
258,2000-09-15,00:00:00.00,16.2737,31.5231,23.7,2.93685
259,2000-09-16,00:00:00.00,1.27793,41.8656,46.5,3.99865
260,2000-09-17,00:00:00.00,0.305801,40.107,92.7,3.83489
261,2000-09-18,00:00:00.00,0.0637102,29.7902,80.9,2.82241
262,2000-09-19,00:00:00.00,0.0187881,28.0557,61.1,2.65089
263,2000-09-20,00:00:00.00,0.0710861,27.5981,48.7,2.60624
264,2000-09-21,00:00:00.00,6.37812,27.8799,40.7,2.60424
265,2000-09-22,00:00:00.00,6.17276,30.7187,36.1,2.77896
266,2000-09-23,00:00:00.00,2.15706,34.1589,46.8,3.03419
267,2000-09-24,00:00:00.00,14.3338,38.7304,42,3.52731
268,2000-09-25,00:00:00.00,0.554509,50.4146,41.7,4.79941
269,2000-09-26,00:00:00.00,0.704138,47.6164,41.6,4.5657
270,2000-09-27,00:00:00.00,1.01869,35.0349,38,3.31193
271,2000-09-28,00:00:00.00,0.113919,33.2552,34.5,3.17416
272,2000-09-29,00:00:00.00,0.849157,32.7167,30.1,3.11952
273,2000-09-30,00:00:00.00,0.674985,32.1539,27.6,3.03195
274,2000-10-01,00:00:00.00,0.00765187,31.6348,25.3,2.97969
275,2000-10-02,00:00:00.00,0.328471,31.0936,23.4,2.93248
276,2000-10-03,00:00:00.00,0.1138,30.6228,22.4,2.88792
277,2000-10-04,00:00:00.00,0.115033,30.1788,21.4,2.8457
278,2000-10-05,00:00:00.00,4.65443,30.094,21.2,2.85778
279,2000-10-06,00:00:00.00,0.134185,30.5127,20.6,2.94671
280,2000-10-07,00:00:00.00,2.88319,30.2457,20.6,2.91021
281,2000-10-08,00:00:00.00,10.9399,32.9945,23,3.0301
282,2000-10-09,00:00:00.00,0.440061,40.4068,33.5,3.50965
283,2000-10-10,00:00:00.00,0.318312,38.6389,36.7,3.37873
284,2000-10-11,00:00:00.00,0.185467,31.8122,34.3,2.91212
285,2000-10-12,00:00:00.00,0.0717518,30.627,31.7,2.82235
286,2000-10-13,00:00:00.00,0.195062,30.1628,29.1,2.78088
287,2000-10-14,00:00:00.00,1.26166,29.7188,27.7,2.74081
288,2000-10-15,00:00:00.00,0.140738,29.2979,25.2,2.70247
289,2000-10-16,00:00:00.00,2.66344,29.0778,23.6,2.68279
290,2000-10-17,00:00:00.00,5.29442,30.0571,23.9,2.77392
291,2000-10-18,00:00:00.00,0.545572,31.8773,22.3,2.94121
292,2000-10-19,00:00:00.00,0.716202,30.8717,21.6,2.848
293,2000-10-20,00:00:00.00,0.107717,28.6443,21.7,2.64319
294,2000-10-21,00:00:00.00,0.109615,28.0546,22,2.58924
295,2000-10-22,00:00:00.00,0.0621911,27.6744,21,2.55457
296,2000-10-23,00:00:00.00,0.0502187,27.3079,20.6,2.5211
297,2000-10-24,00:00:00.00,0.975779,26.9548,19.9,2.4888
298,2000-10-25,00:00:00.00,0.811197,26.614,20,2.45739
299,2000-10-26,00:00:00.00,0.0436149,26.2852,19.9,2.4268
300,2000-10-27,00:00:00.00,0.130806,25.9587,19.7,2.39695
301,2000-10-28,00:00:00.00,6.01448,26.0669,20.5,2.39999
302,2000-10-29,00:00:00.00,0.157229,26.8125,21.9,2.45047
303,2000-10-30,00:00:00.00,0.269878,26.3658,22,2.41186
304,2000-10-31,00:00:00.00,0.169681,25.1971,21.9,2.31952
305,2000-11-01,00:00:00.00,0.489788,24.7995,21.1,2.28496
306,2000-11-02,00:00:00.00,0.305946,24.5065,20.2,2.25824
307,2000-11-03,00:00:00.00,0.263134,24.2206,19.3,2.23213
308,2000-11-04,00:00:00.00,0.152602,23.9412,19.1,2.20662
309,2000-11-05,00:00:00.00,0.585144,23.6753,19.4,2.18168
310,2000-11-06,00:00:00.00,0.145779,23.426,19.8,2.1573
311,2000-11-07,00:00:00.00,0.104924,23.1623,20,2.13343
312,2000-11-08,00:00:00.00,0.425589,22.8963,19.5,2.11006
313,2000-11-09,00:00:00.00,0.345941,22.6551,18.9,2.08716
314,2000-11-10,00:00:00.00,21.0445,28.3877,19.5,2.33064
315,2000-11-11,00:00:00.00,15.3449,51.9285,23.2,3.75049
316,2000-11-12,00:00:00.00,0.0378177,71.822,47.8,5.58143
317,2000-11-13,00:00:00.00,0.145554,56.9682,50.8,4.78528
318,2000-11-14,00:00:00.00,4.78861,40.3423,43.4,3.29158
319,2000-11-15,00:00:00.00,4.45296,46.5674,41.1,3.53978
320,2000-11-16,00:00:00.00,2.50023,52.1786,49.2,3.63888
321,2000-11-17,00:00:00.00,3.66168,51.3813,56.5,3.42464
322,2000-11-18,00:00:00.00,5.08493,53.2102,67.1,3.49901
323,2000-11-19,00:00:00.00,1.73288,54.8897,79.8,3.51339
324,2000-11-20,00:00:00.00,0.610712,49.8087,73.1,3.27902
325,2000-11-21,00:00:00.00,7.11886,45.9739,67,3.10297
326,2000-11-22,00:00:00.00,4.39984,48.0345,63.9,3.04579
327,2000-11-23,00:00:00.00,5.44591,46.9661,60.3,3.00242
328,2000-11-24,00:00:00.00,1.59217,43.6278,52.5,2.96005
329,2000-11-25,00:00:00.00,0.363392,42.5375,55,2.91841
330,2000-11-26,00:00:00.00,1.19243,41.878,60,2.87751
331,2000-11-27,00:00:00.00,10.1125,58.9884,68.8,3.30109
332,2000-11-28,00:00:00.00,3.38434,108.125,140,5.48299
333,2000-11-29,00:00:00.00,2.40021,124.452,171,8.439
334,2000-11-30,00:00:00.00,0.703593,97.9926,162,8.37208
335,2000-12-01,00:00:00.00,0.387954,80.7975,140,6.10517
336,2000-12-02,00:00:00.00,0.220039,72.9596,114,4.98228
337,2000-12-03,00:00:00.00,0.305518,70.2771,90.9,4.79142
338,2000-12-04,00:00:00.00,0.229381,68.3024,65,4.69298
339,2000-12-05,00:00:00.00,0.563495,66.4283,57,4.59685
340,2000-12-06,00:00:00.00,6.49771,64.6345,55,4.50273
341,2000-12-07,00:00:00.00,4.41202,62.9257,37.5,4.41198
342,2000-12-08,00:00:00.00,2.79164,61.3045,34,4.32544
343,2000-12-09,00:00:00.00,2.12061,59.764,32.2,4.2424
344,2000-12-10,00:00:00.00,0.679685,58.2884,39.4,4.16178
345,2000-12-11,00:00:00.00,0.668825,56.8714,47,4.08315
346,2000-12-12,00:00:00.00,10.7304,55.5118,46,4.00648
347,2000-12-13,00:00:00.00,8.64058,54.2114,34.3,3.93236
348,2000-12-14,00:00:00.00,2.17378,52.9686,31.8,3.86095
349,2000-12-15,00:00:00.00,4.77632,51.7762,37.2,3.79181
350,2000-12-16,00:00:00.00,0.275522,50.6301,46,3.72473
351,2000-12-17,00:00:00.00,8.79483,50.7154,50,3.76497
352,2000-12-18,00:00:00.00,12.7668,54.9175,66.8,4.2049
353,2000-12-19,00:00:00.00,3.72815,59.5005,106,4.72171
354,2000-12-20,00:00:00.00,5.12698,56.0712,113,4.41748
355,2000-12-21,00:00:00.00,0.912318,50.6132,108,3.87915
356,2000-12-22,00:00:00.00,4.87167,49.0981,100,3.76283
357,2000-12-23,00:00:00.00,0.740562,48.0843,92,3.6987
358,2000-12-24,00:00:00.00,2.68447,47.1085,85,3.63651
359,2000-12-25,00:00:00.00,3.9619,46.1711,80.5,3.57639
360,2000-12-26,00:00:00.00,1.77615,45.2653,75.5,3.51787
361,2000-12-27,00:00:00.00,1.9659,44.3908,71,3.46106
362,2000-12-28,00:00:00.00,3.31182,43.5461,67,3.4058
363,2000-12-29,00:00:00.00,0.373375,42.7302,64,3.35205
364,2000-12-30,00:00:00.00,0.564118,41.9445,62,3.30008
365,2000-12-31,00:00:00.00,4.88439,41.1854,60,3.24961
366,2001-01-01,00:00:00.00,0.499015,40.4491,58.5,3.20028
367,2001-01-02,00:00:00.00,0.312421,39.736,56.8,3.1522
368,2001-01-03,00:00:00.00,0.292671,39.0456,56,3.10536
369,2001-01-04,00:00:00.00,2.4139,38.3742,55.2,3.05949
370,2001-01-05,00:00:00.00,0.759666,37.7231,55.2,3.01478
371,2001-01-06,00:00:00.00,9.89026,37.1947,55.6,2.97121
372,2001-01-07,00:00:00.00,0.746972,36.8273,55.9,2.92843
373,2001-01-08,00:00:00.00,1.15818,36.2109,56.4,2.8866
374,2001-01-09,00:00:00.00,0.609698,35.4459,56,2.84587
375,2001-01-10,00:00:00.00,0.778831,34.86,55,2.80618
376,2001-01-11,00:00:00.00,0.425334,34.31,54.3,2.76744
377,2001-01-12,00:00:00.00,0.105496,33.7863,53.6,2.72947
378,2001-01-13,00:00:00.00,0.212187,33.2941,53.1,2.69235
379,2001-01-14,00:00:00.00,0.502271,32.7852,52.5,2.65615
380,2001-01-15,00:00:00.00,0.669103,32.2719,51.8,2.62083
381,2001-01-16,00:00:00.00,5.26,32.3682,51.3,2.61802
382,2001-01-17,00:00:00.00,2.3942,33.3026,53.2,2.66195
383,2001-01-18,00:00:00.00,1.46967,32.6987,56.9,2.61993
384,2001-01-19,00:00:00.00,0.424962,31.1545,59.8,2.52558
385,2001-01-20,00:00:00.00,0.486086,30.5884,60.7,2.48676
386,2001-01-21,00:00:00.00,0.328903,30.1559,61,2.45561
387,2001-01-22,00:00:00.00,0.864682,29.7358,56,2.4253
388,2001-01-23,00:00:00.00,0.221724,29.3264,59,2.39567
389,2001-01-24,00:00:00.00,0.465885,28.9268,62,2.36663
