time,date,hour,precip [mm/day],sub7078 [m3/s],sub7079 [m3/s],sub7080 [m3/s],sub7081 [m3/s],sub7082 [m3/s],sub7082 (observed) [m3/s]
3716,2010-03-05,00:00:00.00,0.105458,5.87511,3.43212,1.77231,3.43143,26.4969,9.6
3717,2010-03-06,00:00:00.00,0.0391941,5.7671,3.37089,1.74039,3.3697,25.7593,9.7
3718,2010-03-07,00:00:00.00,0.0247436,5.66226,3.31129,1.7094,3.30976,25.0738,9.8
3719,2010-03-08,00:00:00.00,0.105215,5.55957,3.25262,1.67909,3.25103,25.842,9.9
3720,2010-03-09,00:00:00.00,0.086855,6.73593,3.89373,1.97023,3.84612,41.1565,10.1
3721,2010-03-10,00:00:00.00,0.486684,16.5536,9.24897,4.18272,8.37936,119.003,10.5
3722,2010-03-11,00:00:00.00,0.728179,47.5633,27.7618,11.8257,23.7226,275.578,12
3723,2010-03-12,00:00:00.00,0.659983,91.2395,53.9724,26.45,51.9235,368.955,31
3724,2010-03-13,00:00:00.00,2.34345,86.0143,50.4928,27.0176,52.46,286.015,102
3725,2010-03-14,00:00:00.00,9.83181,52.548,30.3306,16.4962,31.9781,181.159,206
3726,2010-03-15,00:00:00.00,1.32814,47.5248,27.1313,15.0135,29.0908,165.033,261
3727,2010-03-16,00:00:00.00,0.0269879,42.8202,24.2019,13.608,26.3458,148.53,242
3728,2010-03-17,00:00:00.00,0.249022,31.8136,17.8186,10.0678,19.4919,112.69,172
3729,2010-03-18,00:00:00.00,0.159917,25.1145,14.1902,7.88799,15.2684,90.9104,115
3730,2010-03-19,00:00:00.00,0.0177891,21.2004,12.052,6.62594,12.8255,77.8067,77.5
3731,2010-03-20,00:00:00.00,0.0915089,18.5167,10.559,5.76829,11.1671,68.5881,57.5
3732,2010-03-21,00:00:00.00,0.2619,16.5336,9.44832,5.13764,9.94821,61.6691,45.9
3733,2010-03-22,00:00:00.00,0.464944,15.0142,8.59461,4.65605,9.0179,56.3113,38.1
3734,2010-03-23,00:00:00.00,0.935346,13.8225,7.92465,4.27939,8.29063,52.0753,33.3
3735,2010-03-24,00:00:00.00,0.93908,12.872,7.42618,3.97868,7.71028,48.699,30.4
3736,2010-03-25,00:00:00.00,0.0989736,12.1047,7.12521,3.73301,7.23677,46.0547,28.1
3737,2010-03-26,00:00:00.00,0.546629,11.4474,6.8191,3.52452,6.83479,43.7235,25.6
3738,2010-03-27,00:00:00.00,0.153207,10.8664,6.43193,3.34466,6.48747,41.519,23.3
3739,2010-03-28,00:00:00.00,0.0567335,10.3654,6.10855,3.1896,6.18796,39.6153,20.3
3740,2010-03-29,00:00:00.00,11.7884,10.8155,6.40126,3.30822,6.43246,42.308,18.4
3741,2010-03-30,00:00:00.00,0.812256,14.0965,8.4937,4.23086,8.28317,59.3721,19.5
3742,2010-03-31,00:00:00.00,0.130603,15.659,9.48842,4.66701,9.16009,67.6494,19.7
3743,2010-04-01,00:00:00.00,0.135003,13.6762,8.22808,4.09913,8.02882,57.7969,18.6
3744,2010-04-02,00:00:00.00,0.0323077,12.2639,7.33555,3.69273,7.22045,50.9302,17.4
3745,2010-04-03,00:00:00.00,0.0131838,11.4133,6.79985,3.4465,6.73133,46.9041,16.3
3746,2010-04-04,00:00:00.00,0.166654,10.6896,6.34852,3.23549,6.3133,43.5712,15.3
3747,2010-04-05,00:00:00.00,0.0343499,10.0527,5.95515,3.04864,5.94388,40.7013,14.1
3748,2010-04-06,00:00:00.00,2.37655,9.49317,5.61132,2.88361,5.6183,38.2376,12.9
3749,2010-04-07,00:00:00.00,10.0625,9.57047,5.53578,2.90102,5.64679,38.7474,13.2
3750,2010-04-08,00:00:00.00,8.11853,12.0286,6.61696,3.59916,6.99501,49.9693,15
3751,2010-04-09,00:00:00.00,18.118,17.1862,9.68114,5.08246,9.89797,72.4249,17.8
3752,2010-04-10,00:00:00.00,0.582906,24.9318,13.8528,7.32712,14.3404,106.361,22.4
3753,2010-04-11,00:00:00.00,0.179324,26.3318,14.2322,7.75921,15.1986,112.079,27.4
3754,2010-04-12,00:00:00.00,0.0862503,20.7209,11.3327,6.16442,12.0432,86.3782,23.3
3755,2010-04-13,00:00:00.00,0.0269496,17.2329,9.53625,5.16153,10.0644,70.7219,19.5
3756,2010-04-14,00:00:00.00,0.0611865,15.1796,8.45206,4.56809,8.89566,61.6311,17.2
3757,2010-04-15,00:00:00.00,0.0756621,13.6309,7.62352,4.11606,8.00784,54.9227,15.9
3758,2010-04-16,00:00:00.00,0.117598,12.3968,6.95693,3.75317,7.29655,49.6634,14.4
3759,2010-04-17,00:00:00.00,0.24243,11.3771,6.40186,3.45172,6.70641,45.3731,13.2
3760,2010-04-18,00:00:00.00,1.07672,10.5194,5.93258,3.1969,6.20815,41.9064,13.5
3761,2010-04-19,00:00:00.00,0.0772221,9.80202,5.53794,2.98267,5.79007,39.3192,14.3
3762,2010-04-20,00:00:00.00,0.0016214,9.19416,5.20176,2.80043,5.43506,37.0148,13.9
3763,2010-04-21,00:00:00.00,0.0694845,8.66261,4.90668,2.64068,5.12414,34.6882,12.9
3764,2010-04-22,00:00:00.00,0.00839302,8.18998,4.64347,2.49839,4.84736,32.6659,12.3
3765,2010-04-23,00:00:00.00,0.0941519,7.76639,4.40703,2.37062,4.59893,30.9069,11.4
3766,2010-04-24,00:00:00.00,0.366967,7.38701,4.19495,2.2559,4.37596,29.3445,10.6
3767,2010-04-25,00:00:00.00,0.0644311,7.04341,4.00311,2.15183,4.17365,27.9376,9.96
3768,2010-04-26,00:00:00.00,5.5609,7.08576,4.10176,2.18775,4.23182,27.556,10.7
3769,2010-04-27,00:00:00.00,0.0457678,8.22992,5.05495,2.63,5.04245,29.9998,11.8
3770,2010-04-28,00:00:00.00,0.333958,8.72589,5.50026,2.83121,5.40722,30.8529,12.1
3771,2010-04-29,00:00:00.00,0.0432889,7.85864,4.87605,2.52593,4.8356,28.307,11.5
3772,2010-04-30,00:00:00.00,0.0248047,7.23346,4.43579,2.30903,4.42804,26.3983,10.1
3773,2010-05-01,00:00:00.00,0.209887,6.86106,4.18822,2.18475,4.1922,25.1447,8.97
3774,2010-05-02,00:00:00.00,0.866088,6.52843,3.97039,2.07469,3.98284,24.0062,9.06
3775,2010-05-03,00:00:00.00,24.073,7.54591,4.5551,2.40491,4.65607,27.3693,9.8
3776,2010-05-04,00:00:00.00,1.00451,13.3806,7.96539,4.30853,8.52398,46.4671,16.8
3777,2010-05-05,00:00:00.00,0.425534,16.4189,9.72346,5.29787,10.5381,56.4338,28.4
3778,2010-05-06,00:00:00.00,0.831799,13.3316,7.89005,4.28708,8.48931,46.3917,32.1
3779,2010-05-07,00:00:00.00,0.0353687,11.2721,6.66245,3.61271,7.12659,39.6664,23.8
3780,2010-05-08,00:00:00.00,8.28886,10.5689,6.26613,3.36893,6.63309,37.7968,20.8
3781,2010-05-09,00:00:00.00,8.20038,11.4675,6.874,3.60932,7.09999,42.6079,35.9
3782,2010-05-10,00:00:00.00,0.172423,13.066,7.70208,4.08267,7.9974,49.8313,77.4
3783,2010-05-11,00:00:00.00,0.209541,12.6955,7.32578,3.96928,7.74488,48.4817,72.7
3784,2010-05-12,00:00:00.00,2.33902,11.0739,6.42352,3.46676,6.76049,42.0797,46.2
3785,2010-05-13,00:00:00.00,0.0373163,10.0897,5.95642,3.1684,6.17324,38.125,34.2
3786,2010-05-14,00:00:00.00,12.1676,10.0113,5.97551,3.13783,6.10958,37.9028,29.4
3787,2010-05-15,00:00:00.00,0.784808,11.7572,7.03914,3.63513,7.0837,45.3016,36.4
3788,2010-05-16,00:00:00.00,0.00468334,12.4067,7.4293,3.81183,7.42912,48.1735,48.2
3789,2010-05-17,00:00:00.00,0.000663997,10.782,6.42195,3.32141,6.46801,41.6999,40.6
3790,2010-05-18,00:00:00.00,0.00309035,9.60383,5.69534,2.96422,5.7683,37.0313,29.7
3791,2010-05-19,00:00:00.00,0.0225677,8.86147,5.23895,2.73681,5.32249,34.1225,23.8
3792,2010-05-20,00:00:00.00,0.0122203,8.23645,4.85715,2.54501,4.94692,31.6798,19.7
3793,2010-05-21,00:00:00.00,0.0207484,7.69328,4.52742,2.37818,4.62054,29.5616,15.6
3794,2010-05-22,00:00:00.00,0.0676842,7.21373,4.23782,2.23076,4.33235,27.6958,14.9
3795,2010-05-23,00:00:00.00,1.44561,6.78706,3.98117,2.0995,4.07602,26.0384,13.7
3796,2010-05-24,00:00:00.00,0.164105,6.40969,3.75478,1.98334,3.84946,24.5733,13
3797,2010-05-25,00:00:00.00,0.344902,6.07276,3.55309,1.87956,3.64721,23.2661,11.8
3798,2010-05-26,00:00:00.00,0.203521,5.76524,3.36939,1.78479,3.46256,22.0754,10.6
3799,2010-05-27,00:00:00.00,0.113912,5.4839,3.20163,1.69808,3.29363,20.9884,9.44
3800,2010-05-28,00:00:00.00,0.208925,5.22689,3.04886,1.61883,3.13929,19.9966,8.55
3801,2010-05-29,00:00:00.00,1.3546,4.99166,2.90952,1.54623,2.99795,19.0898,6.92
3802,2010-05-30,00:00:00.00,0.0910021,4.77642,2.78218,1.47973,2.86857,18.261,5.61
3803,2010-05-31,00:00:00.00,0.10337,4.5782,2.665,1.41844,2.74939,17.4986,6.25
3804,2010-06-01,00:00:00.00,0.113309,4.39359,2.55597,1.36141,2.63839,16.7886,6.53
3805,2010-06-02,00:00:00.00,6.34319,4.29089,2.50568,1.33291,2.5816,16.3115,7.36
3806,2010-06-03,00:00:00.00,14.7778,4.64515,2.7932,1.45196,2.80857,17.499,7.48
3807,2010-06-04,00:00:00.00,0.20533,5.61498,3.54615,1.7453,3.37848,21.6894,13.2
3808,2010-06-05,00:00:00.00,1.56682,5.86518,3.76076,1.80991,3.50766,23.1384,24.2
3809,2010-06-06,00:00:00.00,0.424238,5.21214,3.29215,1.61062,3.12079,20.4301,31.5
3810,2010-06-07,00:00:00.00,20.8044,5.27223,3.36636,1.63102,3.15874,20.7164,40.6
3811,2010-06-08,00:00:00.00,0.0825652,7.03935,4.78402,2.17339,4.20684,28.4295,57.4
3812,2010-06-09,00:00:00.00,0.101106,7.90352,5.4909,2.43841,4.7187,32.2439,58.3
3813,2010-06-10,00:00:00.00,1.66084,6.82583,4.66011,2.10735,4.07811,27.6376,38
3814,2010-06-11,00:00:00.00,0.0843073,6.09703,4.09852,1.88347,3.64465,24.5261,35.8
3815,2010-06-12,00:00:00.00,0.0828156,5.74662,3.82409,1.77588,3.4358,23.0243,38.6
3816,2010-06-13,00:00:00.00,4.86826,5.46229,3.59317,1.68383,3.25956,22.006,37
3817,2010-06-14,00:00:00.00,0.187318,5.25184,3.38942,1.60119,3.10847,21.8568,28
3818,2010-06-15,00:00:00.00,0.107472,5.03955,3.20881,1.5267,2.96874,21.3467,22.6
3819,2010-06-16,00:00:00.00,0.0309809,4.79166,3.04629,1.45861,2.8325,19.9743,19.2
3820,2010-06-17,00:00:00.00,10.1325,4.73454,3.02226,1.44813,2.80664,19.4721,16.5
3821,2010-06-18,00:00:00.00,0.0360261,5.1824,3.37466,1.5961,3.0806,21.0413,14.7
3822,2010-06-19,00:00:00.00,0.00395727,5.33679,3.50461,1.64935,3.17691,21.5153,13.1
3823,2010-06-20,00:00:00.00,8.30593,4.96721,3.23387,1.52913,2.94978,20.1044,11.6
3824,2010-06-21,00:00:00.00,0.140104,4.9844,3.24172,1.51908,2.93618,20.421,9.4
3825,2010-06-22,00:00:00.00,0.050987,4.96899,3.22923,1.50742,2.91563,20.4473,7.52
3826,2010-06-23,00:00:00.00,23.0685,5.00848,3.23781,1.50817,2.92609,21.1455,7.65
3827,2010-06-24,00:00:00.00,3.81138,6.29532,4.06496,1.82851,3.58966,29.4182,10.4
3828,2010-06-25,00:00:00.00,12.5305,7.25163,4.7496,2.07151,4.08912,35.2722,28.8
3829,2010-06-26,00:00:00.00,0.00895991,7.63295,5.28949,2.19008,4.31897,36.3535,54.2
3830,2010-06-27,00:00:00.00,0.872745,7.68724,5.47542,2.21327,4.36148,36.0289,62.4
3831,2010-06-28,00:00:00.00,7.54904,6.90283,4.87274,1.99445,3.92687,32.0521,53.6
3832,2010-06-29,00:00:00.00,1.94648,6.63716,4.71469,1.91861,3.78175,30.641,102
3833,2010-06-30,00:00:00.00,0.0762338,6.63898,4.59429,1.93767,3.82061,29.7343,139
3834,2010-07-01,00:00:00.00,0.410159,6.3098,4.20353,1.8622,3.66584,27.4115,119
3835,2010-07-02,00:00:00.00,0.0590072,5.85154,3.88293,1.72908,3.39917,25.3463,49.7
3836,2010-07-03,00:00:00.00,0.421057,5.5062,3.64406,1.62891,3.19913,23.7711,34.4
3837,2010-07-04,00:00:00.00,0.0229013,5.22819,3.43557,1.55053,3.04239,22.4152,25.3
3838,2010-07-05,00:00:00.00,0.00464343,4.97655,3.24844,1.47935,2.9003,21.1998,19.7
3839,2010-07-06,00:00:00.00,1.13272,4.74677,3.0798,1.41402,2.77008,20.1042,16.1
3840,2010-07-07,00:00:00.00,0.55301,4.53733,2.92774,1.3542,2.65101,19.1175,12.4
3841,2010-07-08,00:00:00.00,0.814035,4.34554,2.78992,1.29922,2.54169,18.2238,11
3842,2010-07-09,00:00:00.00,1.91233,4.16885,2.66435,1.24839,2.44078,17.4088,10.8
3843,2010-07-10,00:00:00.00,6.82745,4.08632,2.60885,1.23062,2.40127,16.9064,21.7
3844,2010-07-11,00:00:00.00,0.0262177,4.25072,2.7344,1.30193,2.52557,17.1661,35.3
3845,2010-07-12,00:00:00.00,0.307739,4.27215,2.75599,1.32011,2.55303,17.0211,23.1
3846,2010-07-13,00:00:00.00,13.1102,4.09913,2.72281,1.24776,2.42362,16.8523,20.3
3847,2010-07-14,00:00:00.00,0.0214075,4.30954,3.23677,1.2586,2.47186,19.4797,63
3848,2010-07-15,00:00:00.00,0.00795635,4.38898,3.48626,1.25711,2.48149,20.6901,48
3849,2010-07-16,00:00:00.00,2.32896,4.0634,3.09048,1.1812,2.32219,18.5559,31.8
3850,2010-07-17,00:00:00.00,6.37561,3.85361,2.85444,1.13245,2.22094,17.203,84.6
3851,2010-07-18,00:00:00.00,1.05883,3.82279,2.85584,1.13098,2.21862,16.9273,86
3852,2010-07-19,00:00:00.00,0.638307,3.75163,2.8086,1.11451,2.18633,16.5109,46.7
3853,2010-07-20,00:00:00.00,7.89663,3.66341,2.68161,1.08908,2.13453,16.0115,51
3854,2010-07-21,00:00:00.00,0.107035,3.85313,2.71187,1.14977,2.25153,16.6174,51.9
3855,2010-07-22,00:00:00.00,7.17418,3.994,2.76603,1.1974,2.34176,17.0494,40.8
3856,2010-07-23,00:00:00.00,0.0510094,4.05752,2.87266,1.22573,2.38896,17.1889,32.5
3857,2010-07-24,00:00:00.00,12.5417,4.1424,2.97607,1.25106,2.44004,17.6625,145
3858,2010-07-25,00:00:00.00,5.56134,4.33378,3.15026,1.27764,2.52086,19.4587,276
3859,2010-07-26,00:00:00.00,9.63211,4.80684,3.59083,1.40962,2.79581,21.8278,194
3860,2010-07-27,00:00:00.00,0.0524809,5.95861,4.65872,1.86175,3.6579,23.9119,96.2
3861,2010-07-28,00:00:00.00,0.0106904,6.42941,5.09426,2.07726,4.06248,23.9351,60.9
3862,2010-07-29,00:00:00.00,6.76584,5.69901,4.44604,1.82046,3.5613,21.7262,41.5
3863,2010-07-30,00:00:00.00,0.0722798,5.54709,4.30169,1.76466,3.44426,21.372,31.1
3864,2010-07-31,00:00:00.00,0.0128441,5.49629,4.2297,1.75229,3.41282,21.0546,25.8
3865,2010-08-01,00:00:00.00,0.11781,5.10109,3.86303,1.62174,3.15976,19.5561,21.6
3866,2010-08-02,00:00:00.00,0.330581,4.79157,3.57607,1.52019,2.96199,18.3688,20.5
3867,2010-08-03,00:00:00.00,0.0256412,4.57193,3.36888,1.44911,2.82208,17.5013,19.2
3868,2010-08-04,00:00:00.00,0.0954957,4.3741,3.18629,1.38522,2.69637,16.723,17.4
3869,2010-08-05,00:00:00.00,0.39225,4.19267,3.0225,1.32671,2.58136,16.0127,15.4
3870,2010-08-06,00:00:00.00,5.14606,4.05377,2.90258,1.28015,2.493,15.4988,13.3
3871,2010-08-07,00:00:00.00,0.0318511,4.00808,2.87523,1.25838,2.46227,15.4294,12.8
3872,2010-08-08,00:00:00.00,0.344796,3.92172,2.80891,1.22707,2.40699,15.1506,12.1
3873,2010-08-09,00:00:00.00,7.51383,3.75379,2.65059,1.1722,2.29561,14.6566,11.6
3874,2010-08-10,00:00:00.00,1.65329,3.65502,2.52024,1.12554,2.20772,15.0689,12.1
3875,2010-08-11,00:00:00.00,0.289212,3.56088,2.41858,1.08727,2.1354,15.1205,12.8
3876,2010-08-12,00:00:00.00,0.533352,3.42253,2.32542,1.05164,2.06166,14.1834,12.8
3877,2010-08-13,00:00:00.00,0.901722,3.30158,2.23894,1.01818,1.99359,13.4755,11.9
3878,2010-08-14,00:00:00.00,0.0755273,3.19893,2.15862,0.986781,1.93112,13.0185,10.6
3879,2010-08-15,00:00:00.00,4.37202,3.1034,2.08389,0.957282,1.87254,12.6469,9.03
3880,2010-08-16,00:00:00.00,12.2958,3.1877,2.08515,0.988484,1.93545,13.0441,8.48
3881,2010-08-17,00:00:00.00,0.13684,3.80435,2.30123,1.2018,2.36312,15.2137,9.05
3882,2010-08-18,00:00:00.00,0.0288453,4.08219,2.38427,1.29981,2.56044,16.0355,8.56
3883,2010-08-19,00:00:00.00,0.0390977,3.66061,2.19184,1.1584,2.27878,14.4706,8.16
3884,2010-08-20,00:00:00.00,0.458847,3.38484,2.05742,1.0666,2.09578,13.446,7.37
3885,2010-08-21,00:00:00.00,0.0854868,3.27052,1.98706,1.02984,2.02221,12.9775,7.02
3886,2010-08-22,00:00:00.00,4.54214,3.18473,1.92807,1.00064,1.96564,12.6824,6.59
3887,2010-08-23,00:00:00.00,1.75738,3.15575,1.88554,0.985161,1.94195,12.7882,5.99
3888,2010-08-24,00:00:00.00,0.0672949,3.12784,1.83881,0.975523,1.92649,12.7588,5.88
3889,2010-08-25,00:00:00.00,0.0536373,3.03244,1.77889,0.949919,1.87203,12.2372,5.5
3890,2010-08-26,00:00:00.00,2.66177,2.93141,1.74177,0.918793,1.80905,11.7786,5.27
3891,2010-08-27,00:00:00.00,0.30627,2.88234,1.76005,0.904477,1.78448,11.5934,4.85
3892,2010-08-28,00:00:00.00,0.0802312,2.82671,1.74842,0.887752,1.75306,11.367,4.46
3893,2010-08-29,00:00:00.00,0.0209912,2.73752,1.67324,0.858636,1.69265,10.9834,4.13
3894,2010-08-30,00:00:00.00,0.0826013,2.65943,1.61373,0.833448,1.64098,10.6499,3.9
3895,2010-08-31,00:00:00.00,0.373971,2.5933,1.5715,0.812487,1.59875,10.3705,3.73
3896,2010-09-01,00:00:00.00,0.201852,2.53075,1.53208,0.792683,1.55893,10.1074,3.58
3897,2010-09-02,00:00:00.00,0.989768,2.47121,1.49463,0.773836,1.52108,9.85767,3.52
3898,2010-09-03,00:00:00.00,3.89801,2.43584,1.46742,0.763577,1.49953,9.65972,3.68
3899,2010-09-04,00:00:00.00,4.70259,2.47514,1.48693,0.777725,1.5237,9.68554,3.82
3900,2010-09-05,00:00:00.00,4.22788,2.52814,1.56703,0.787845,1.54218,10.0553,4.24
3901,2010-09-06,00:00:00.00,1.42499,2.56009,1.62082,0.790062,1.5542,10.4578,6.63
3902,2010-09-07,00:00:00.00,1.43188,2.52179,1.57069,0.780103,1.53948,10.2652,7.03
3903,2010-09-08,00:00:00.00,0.219575,2.40532,1.48521,0.746606,1.47002,9.69934,6.9
3904,2010-09-09,00:00:00.00,0.772415,2.32528,1.43484,0.722159,1.41951,9.34833,5.69
3905,2010-09-10,00:00:00.00,0.198735,2.27489,1.40204,0.706474,1.38798,9.1342,5.65
3906,2010-09-11,00:00:00.00,0.0326057,2.22807,1.37153,0.691883,1.35873,8.93602,5.01
3907,2010-09-12,00:00:00.00,2.43053,2.18328,1.35956,0.677929,1.33079,8.76975,5.3
3908,2010-09-13,00:00:00.00,4.14143,2.16966,1.40532,0.675722,1.32471,8.74989,6.04
3909,2010-09-14,00:00:00.00,0.596732,2.24511,1.43375,0.707373,1.38136,8.89951,4.55
3910,2010-09-15,00:00:00.00,0.0254577,2.26206,1.38264,0.716596,1.39669,8.82107,4.01
3911,2010-09-16,00:00:00.00,0.137394,2.16073,1.32598,0.680569,1.3285,8.48543,3.69
3912,2010-09-17,00:00:00.00,14.3886,2.25765,1.38212,0.715894,1.39338,8.80267,4.29
3913,2010-09-18,00:00:00.00,0.110949,2.91598,1.7227,0.953468,1.83491,10.9316,5.73
3914,2010-09-19,00:00:00.00,1.52882,3.22702,1.88139,1.06717,2.04555,11.9209,7.07
3915,2010-09-20,00:00:00.00,0.0729355,2.81987,1.66563,0.923451,1.77674,10.5633,7.01
3916,2010-09-21,00:00:00.00,0.0303662,2.57315,1.53288,0.836695,1.61392,9.72959,6.45
3917,2010-09-22,00:00:00.00,2.4621,2.50532,1.49255,0.813452,1.56926,9.4802,5.34
3918,2010-09-23,00:00:00.00,4.47522,2.45827,1.46962,0.795635,1.53624,9.38072,5.61
3919,2010-09-24,00:00:00.00,0.12551,2.44235,1.48194,0.783096,1.51746,9.61946,5.95
3920,2010-09-25,00:00:00.00,0.251963,2.40934,1.47281,0.768463,1.49188,9.6412,5.95
3921,2010-09-26,00:00:00.00,0.508403,2.33961,1.41927,0.748702,1.45091,9.223,5.52
3922,2010-09-27,00:00:00.00,0.143918,2.28078,1.37715,0.731001,1.41512,8.91279,5.12
3923,2010-09-28,00:00:00.00,2.6474,2.24168,1.35571,0.718434,1.39044,8.7598,4.75
3924,2010-09-29,00:00:00.00,10.248,2.35203,1.42851,0.758501,1.46722,9.18503,6.54
3925,2010-09-30,00:00:00.00,0.101925,2.82792,1.69505,0.925993,1.79111,10.9247,17.8
3926,2010-10-01,00:00:00.00,0.127136,3.02037,1.79082,0.994064,1.92332,11.5959,26.4
3927,2010-10-02,00:00:00.00,0.0228158,2.7057,1.61166,0.885388,1.71324,10.4304,23.1
3928,2010-10-03,00:00:00.00,1.18933,2.51879,1.52407,0.82151,1.58892,9.75646,16.9
3929,2010-10-04,00:00:00.00,0.0518318,2.47346,1.56762,0.80793,1.55983,9.65387,13.1
3930,2010-10-05,00:00:00.00,0.0209131,2.42842,1.57517,0.793518,1.5305,9.51414,10.8
3931,2010-10-06,00:00:00.00,0.073048,2.36896,1.50211,0.77224,1.49062,9.24446,9.35
3932,2010-10-07,00:00:00.00,0.018851,2.31531,1.44822,0.753406,1.45487,9.01311,8.29
3933,2010-10-08,00:00:00.00,0.273434,2.26786,1.41556,0.737193,1.42354,8.82342,7.5
3934,2010-10-09,00:00:00.00,0.18818,2.22268,1.38529,0.721808,1.39378,8.64374,6.9
3935,2010-10-10,00:00:00.00,0.0297444,2.17936,1.35632,0.70708,1.3653,8.47158,6.32
3936,2010-10-11,00:00:00.00,0.0111983,2.1377,1.32853,0.692943,1.33796,8.30628,5.79
3937,2010-10-12,00:00:00.00,0.286864,2.09768,1.30192,0.679381,1.31174,8.14763,5.51
3938,2010-10-13,00:00:00.00,0.0636588,2.05925,1.27645,0.666376,1.28659,7.99549,5.31
3939,2010-10-14,00:00:00.00,6.0389,2.06799,1.29304,0.668131,1.29059,8.04156,5.12
3940,2010-10-15,00:00:00.00,15.5652,2.39556,1.52711,0.77337,1.49924,9.40131,5.69
3941,2010-10-16,00:00:00.00,0.135368,3.19416,1.96464,1.03891,2.02574,12.6672,9.2
3942,2010-10-17,00:00:00.00,0.0719348,3.43475,2.04602,1.12286,2.19315,13.6484,7.29
3943,2010-10-18,00:00:00.00,0.0959785,2.95596,1.77992,0.965136,1.88189,11.7136,6.52
3944,2010-10-19,00:00:00.00,0.075048,2.69401,1.63998,0.877943,1.70986,10.6552,6.15
3945,2010-10-20,00:00:00.00,0.185698,2.62223,1.59554,0.853539,1.6618,10.36,5.74
3946,2010-10-21,00:00:00.00,0.395739,2.5624,1.55752,0.83316,1.62171,10.1137,6.44
3947,2010-10-22,00:00:00.00,1.86997,2.52567,1.53633,0.820914,1.5977,9.94086,7.9
3948,2010-10-23,00:00:00.00,0.28204,2.55146,1.56111,0.83065,1.61709,9.95987,7.31
3949,2010-10-24,00:00:00.00,3.63676,2.56297,1.56645,0.833775,1.6242,9.98747,8.61
3950,2010-10-25,00:00:00.00,6.80019,2.62044,1.5698,0.843552,1.6485,10.4463,11.7
3951,2010-10-26,00:00:00.00,11.9361,2.98762,1.74816,0.943244,1.85804,12.4627,20.5
3952,2010-10-27,00:00:00.00,11.229,3.90579,2.19566,1.22111,2.42754,16.7971,26.4
3953,2010-10-28,00:00:00.00,0.778358,4.88678,2.61467,1.53639,3.06748,21.1124,25
3954,2010-10-29,00:00:00.00,0.588731,4.83719,2.551,1.53001,3.05409,20.8263,21.6
3955,2010-10-30,00:00:00.00,0.228652,4.18977,2.25063,1.32647,2.64292,17.9547,19.2
3956,2010-10-31,00:00:00.00,0.229029,3.86817,2.10146,1.22384,2.43497,16.5027,16.9
3957,2010-11-01,00:00:00.00,0.308662,3.7321,2.03337,1.1802,2.34523,15.8426,14.8
3958,2010-11-02,00:00:00.00,0.104048,3.61336,1.97313,1.14211,2.26701,15.269,12.9
3959,2010-11-03,00:00:00.00,0.145222,3.50296,1.9169,1.10673,2.19452,14.7419,11.4
3960,2010-11-04,00:00:00.00,0.271992,3.39991,1.86419,1.07373,2.12707,14.2551,10.3
3961,2010-11-05,00:00:00.00,0.970091,3.31146,1.82245,1.04541,2.06951,13.8276,10.1
3962,2010-11-06,00:00:00.00,2.18572,3.28081,1.82327,1.03476,2.04956,13.6511,10.7
3963,2010-11-07,00:00:00.00,0.537448,3.32459,1.86641,1.04562,2.07602,13.9086,10.4
3964,2010-11-08,00:00:00.00,0.165564,3.28739,1.8634,1.03222,2.05071,13.8429,9.61
3965,2010-11-09,00:00:00.00,0.0317405,3.14879,1.79271,0.989518,1.96223,13.216,8.86
3966,2010-11-10,00:00:00.00,0.061664,3.04388,1.72509,0.95691,1.8951,12.7053,8.38
3967,2010-11-11,00:00:00.00,0.0677036,2.96855,1.67902,0.933039,1.84649,12.3501,8.03
3968,2010-11-12,00:00:00.00,0.0704645,2.89832,1.64017,0.910764,1.80123,12.0293,7.57
3969,2010-11-13,00:00:00.00,0.106493,2.83163,1.60346,0.889621,1.75834,11.7269,7.19
3970,2010-11-14,00:00:00.00,0.060878,2.76818,1.56854,0.86951,1.7176,11.4411,6.88
3971,2010-11-15,00:00:00.00,0.838432,2.70787,1.53577,0.850396,1.67893,11.1742,6.98
3972,2010-11-16,00:00:00.00,0.0707622,2.65075,1.50608,0.832296,1.64237,10.9325,6.94
3973,2010-11-17,00:00:00.00,4.83101,2.6857,1.53355,0.845377,1.66651,10.9978,6.9
3974,2010-11-18,00:00:00.00,8.17383,3.12292,1.84558,0.989655,1.9491,12.6099,9.72
3975,2010-11-19,00:00:00.00,0.956449,3.78298,2.40395,1.1924,2.35669,15.6766,17.2
3976,2010-11-20,00:00:00.00,0.55785,3.83038,2.52268,1.19628,2.37189,16.4024,25.3
3977,2010-11-21,00:00:00.00,0.0373535,3.42454,2.21343,1.06959,2.11892,14.6818,23.4
3978,2010-11-22,00:00:00.00,0.0974501,3.20873,2.03541,1.00475,1.98804,13.6114,19.5
3979,2010-11-23,00:00:00.00,6.0863,3.24655,2.0458,1.01603,2.00855,13.6804,18
3980,2010-11-24,00:00:00.00,10.6559,3.8864,2.44052,1.20805,2.39064,16.4371,25.1
3981,2010-11-25,00:00:00.00,0.30908,4.94319,3.13965,1.51917,3.02716,21.5021,31.7
3982,2010-11-26,00:00:00.00,10.0843,5.40669,3.51211,1.6586,3.3159,23.7769,30.9
3983,2010-11-27,00:00:00.00,5.59772,6.25473,4.27872,1.93581,3.85046,26.906,34.7
