time,date,hour,precip [mm/day],sub7085 [m3/s],sub7086 [m3/s],sub7086 (observed) [m3/s]
0,2000-01-01,00:00:00.00,---,24.6659,38.8122,
1,2000-01-02,00:00:00.00,0.346338,16.9297,28.7252,28.6
2,2000-01-03,00:00:00.00,10.4541,13.1004,18.615,29.1664
3,2000-01-04,00:00:00.00,5.92104,13.7763,19.4041,30.299
4,2000-01-05,00:00:00.00,8.46067,10.5192,20.4461,28.8832
5,2000-01-06,00:00:00.00,0.284373,10.52,20.0469,29.1664
6,2000-01-07,00:00:00.00,1.94793,11.168,18.9274,29.4495
7,2000-01-08,00:00:00.00,0.440751,11.3278,18.2874,29.7327
8,2000-01-09,00:00:00.00,0.22134,10.8659,18.0268,30.5822
9,2000-01-10,00:00:00.00,0.647408,10.9222,17.8102,31.4317
10,2000-01-11,00:00:00.00,4.55949,12.7832,17.9906,30.8654
11,2000-01-12,00:00:00.00,1.16371,13.5522,18.8865,30.299
12,2000-01-13,00:00:00.00,2.97559,12.184,19.7504,30.5822
13,2000-01-14,00:00:00.00,3.16076,11.8887,19.8404,29.7327
14,2000-01-15,00:00:00.00,0.689073,11.9592,19.5152,29.1664
15,2000-01-16,00:00:00.00,1.81484,12.0575,19.2983,28.8832
16,2000-01-17,00:00:00.00,0.206729,12.1191,19.2696,30.5822
17,2000-01-18,00:00:00.00,1.1343,12.1995,19.3525,26.4196
18,2000-01-19,00:00:00.00,2.69576,12.3284,19.4626,26.6745
19,2000-01-20,00:00:00.00,1.3667,12.4351,19.5879,28.6
20,2000-01-21,00:00:00.00,1.47783,12.5638,19.742,26.9576
21,2000-01-22,00:00:00.00,0.295254,12.6982,19.9189,25.0321
22,2000-01-23,00:00:00.00,0.601965,12.8311,20.1118,22.3986
23,2000-01-24,00:00:00.00,1.23543,12.9306,20.2982,22.6535
24,2000-01-25,00:00:00.00,0.284734,13.0152,20.4721,23.8711
25,2000-01-26,00:00:00.00,0.69009,13.1212,20.6395,27.3258
26,2000-01-27,00:00:00.00,0.294515,13.2393,20.8098,27.9487
27,2000-01-28,00:00:00.00,0.179334,13.349,20.9867,27.6939
28,2000-01-29,00:00:00.00,0.235219,13.4209,21.1494,23.418
29,2000-01-30,00:00:00.00,0.270295,13.489,21.2952,23.0782
30,2000-01-31,00:00:00.00,1.08199,13.5835,21.4358,28.3168
31,2000-02-01,00:00:00.00,0.624395,13.683,21.5778,31.1485
32,2000-02-02,00:00:00.00,0.649936,13.7888,21.7306,29.4495
33,2000-02-03,00:00:00.00,0.788681,13.8882,21.8911,27.524
34,2000-02-04,00:00:00.00,2.43152,13.9724,22.046,27.1275
35,2000-02-05,00:00:00.00,0.478005,14.0729,22.2002,28.8832
36,2000-02-06,00:00:00.00,0.457054,14.1684,22.3495,30.299
37,2000-02-07,00:00:00.00,0.246832,14.2484,22.4927,27.7222
38,2000-02-08,00:00:00.00,0.233248,14.3393,22.6399,26.3347
39,2000-02-09,00:00:00.00,0.237194,14.4322,22.7821,28.8832
40,2000-02-10,00:00:00.00,0.344454,14.5108,22.9195,30.5822
41,2000-02-11,00:00:00.00,5.25452,14.6085,23.0694,29.4495
42,2000-02-12,00:00:00.00,0.799674,14.7384,23.2353,29.1664
43,2000-02-13,00:00:00.00,0.455206,14.8568,23.4091,28.3168
44,2000-02-14,00:00:00.00,4.00999,14.953,23.5814,26.3913
45,2000-02-15,00:00:00.00,0.444715,15.0445,23.7461,28.3168
46,2000-02-16,00:00:00.00,5.1449,15.1099,23.8876,30.299
47,2000-02-17,00:00:00.00,1.57482,15.1615,24.0067,30.299
48,2000-02-18,00:00:00.00,0.479194,15.253,24.1338,26.363
49,2000-02-19,00:00:00.00,1.33884,15.3513,24.2703,25.5418
50,2000-02-20,00:00:00.00,0.376567,15.4273,24.4039,30.5822
51,2000-02-21,00:00:00.00,0.403871,15.5089,24.5314,31.4317
52,2000-02-22,00:00:00.00,0.251795,15.5364,24.6341,31.1485
53,2000-02-23,00:00:00.00,0.424086,15.5228,24.7065,32.8475
54,2000-02-24,00:00:00.00,1.55698,29.6076,27.9954,34.2634
55,2000-02-25,00:00:00.00,4.44397,43.2156,42.5268,38.2277
56,2000-02-26,00:00:00.00,0.629504,33.9149,57.5666,46.4396
57,2000-02-27,00:00:00.00,4.28174,25.8085,55.236,47.8555
58,2000-02-28,00:00:00.00,5.06651,26.4672,45.8572,61.1644
59,2000-02-29,00:00:00.00,0.223194,25.2996,42.2404,57.4832
60,2000-03-01,00:00:00.00,0.298862,24.0883,40.9298,45.8733
61,2000-03-02,00:00:00.00,2.53816,24.717,39.5207,50.9703
62,2000-03-03,00:00:00.00,0.134858,24.8775,39.2867,48.4218
63,2000-03-04,00:00:00.00,0.116782,24.2851,39.3796,40.2099
64,2000-03-05,00:00:00.00,0.212971,24.2745,39.0919,41.6258
65,2000-03-06,00:00:00.00,0.124135,24.3042,38.9228,41.0594
66,2000-03-07,00:00:00.00,0.303229,24.2743,38.9412,40.2099
67,2000-03-08,00:00:00.00,0.401575,24.1741,38.866,36.2456
68,2000-03-09,00:00:00.00,0.799707,24.0987,38.7422,32.5644
69,2000-03-10,00:00:00.00,2.24753,24.4424,38.7847,33.697
70,2000-03-11,00:00:00.00,0.92713,24.7558,39.1288,33.9802
71,2000-03-12,00:00:00.00,0.204494,24.7571,39.5106,37.6614
72,2000-03-13,00:00:00.00,0.0735312,24.8465,39.6663,42.1921
73,2000-03-14,00:00:00.00,1.55321,25.203,39.8738,39.6436
74,2000-03-15,00:00:00.00,0.677684,25.2951,40.2036,33.697
75,2000-03-16,00:00:00.00,2.77303,25.5652,40.4363,39.0772
76,2000-03-17,00:00:00.00,0.219168,25.7315,40.7054,39.6436
77,2000-03-18,00:00:00.00,0.109696,25.4327,40.8842,35.6792
78,2000-03-19,00:00:00.00,0.159615,25.4456,40.7464,32.8475
79,2000-03-20,00:00:00.00,1.16483,25.4131,40.6314,32.8475
80,2000-03-21,00:00:00.00,4.45218,27.0889,41.2188,32.8475
81,2000-03-22,00:00:00.00,0.504206,27.371,42.4439,31.7149
82,2000-03-23,00:00:00.00,1.37337,26.2221,42.8163,32.5644
83,2000-03-24,00:00:00.00,2.18503,26.1533,42.0825,33.697
84,2000-03-25,00:00:00.00,1.12716,25.7759,41.4577,33.4139
85,2000-03-26,00:00:00.00,1.23149,25.8332,41.2422,40.2099
86,2000-03-27,00:00:00.00,0.501858,25.9805,41.266,40.7763
87,2000-03-28,00:00:00.00,4.88378,27.3655,41.9418,36.5287
88,2000-03-29,00:00:00.00,0.547501,27.6801,43.2426,32.5644
89,2000-03-30,00:00:00.00,0.137384,26.657,43.7105,31.998
90,2000-03-31,00:00:00.00,0.0574565,26.6318,43.0168,31.998
91,2000-04-01,00:00:00.00,0.090171,26.5443,42.4441,31.1485
92,2000-04-02,00:00:00.00,0.0778244,26.466,42.2652,31.7149
93,2000-04-03,00:00:00.00,0.451683,26.4099,42.1641,31.4317
94,2000-04-04,00:00:00.00,2.54462,26.5399,42.1559,31.4317
95,2000-04-05,00:00:00.00,0.539804,26.6495,42.2886,32.2812
96,2000-04-06,00:00:00.00,1.01639,26.5481,42.3738,31.7149
97,2000-04-07,00:00:00.00,0.604386,26.6042,42.3433,30.5822
98,2000-04-08,00:00:00.00,4.01336,27.7035,42.8334,31.4317
99,2000-04-09,00:00:00.00,0.86575,27.8937,43.8917,32.5644
100,2000-04-10,00:00:00.00,1.64108,27.2106,44.2632,32.5644
101,2000-04-11,00:00:00.00,0.37049,27.2035,43.7211,31.998
102,2000-04-12,00:00:00.00,2.32813,27.5401,43.4677,32.2812
103,2000-04-13,00:00:00.00,0.583456,27.5862,43.7039,32.2812
104,2000-04-14,00:00:00.00,0.409549,27.0954,43.6825,28.6
105,2000-04-15,00:00:00.00,0.528476,26.8053,43.1751,28.8832
106,2000-04-16,00:00:00.00,1.02542,26.5852,42.6854,31.1485
107,2000-04-17,00:00:00.00,2.36334,27.134,42.7162,31.7149
108,2000-04-18,00:00:00.00,0.165076,27.3353,43.1396,31.7149
109,2000-04-19,00:00:00.00,0.205994,26.8501,43.25,31.7149
110,2000-04-20,00:00:00.00,2.49133,26.685,42.9005,29.4495
111,2000-04-21,00:00:00.00,23.1312,34.6297,46.0246,30.0159
112,2000-04-22,00:00:00.00,8.60337,38.8088,54.7156,51.8198
113,2000-04-23,00:00:00.00,0.396418,32.8881,59.8411,56.6337
