time,date,hour,precip [mm/day],sub7158 [m3/s],sub7159 [m3/s],sub7159 (observed) [m3/s]
0,2000-01-01,00:00:00.00,---,2.51702,5.50843,
1,2000-01-02,00:00:00.00,0.175842,175.913,384.981,0.73
2,2000-01-03,00:00:00.00,1.90881,181.307,396.777,0.71
3,2000-01-04,00:00:00.00,15.8168,10.7489,23.5212,0.78
4,2000-01-05,00:00:00.00,6.38961,8.70442,19.2313,0.91
5,2000-01-06,00:00:00.00,0.177104,9.16638,20.3247,1.11
6,2000-01-07,00:00:00.00,0.151612,7.78992,17.1297,1.7
7,2000-01-08,00:00:00.00,0.187419,5.4532,11.9218,2
8,2000-01-09,00:00:00.00,0.148197,3.92027,8.57269,1.41
9,2000-01-10,00:00:00.00,2.73332,3.13577,6.8639,1.65
10,2000-01-11,00:00:00.00,2.6847,2.88089,6.31798,1.72
11,2000-01-12,00:00:00.00,0.520742,2.94758,6.4768,3.84
12,2000-01-13,00:00:00.00,0.973116,2.8577,6.28668,5.5
13,2000-01-14,00:00:00.00,5.15146,2.49257,5.48897,6.75
14,2000-01-15,00:00:00.00,0.341184,2.12878,4.68715,4.78
15,2000-01-16,00:00:00.00,1.16921,1.87817,4.13156,4.43
16,2000-01-17,00:00:00.00,0.286516,1.69697,3.73065,3.42
17,2000-01-18,00:00:00.00,0.198781,1.55263,3.41218,2.41
18,2000-01-19,00:00:00.00,0.993718,1.434,3.15064,1.45
19,2000-01-20,00:00:00.00,1.04741,1.33507,2.93266,1.15
20,2000-01-21,00:00:00.00,3.00827,1.25133,2.74823,1
21,2000-01-22,00:00:00.00,0.592739,1.17944,2.58997,0.85
22,2000-01-23,00:00:00.00,0.770528,1.11715,2.45288,0.75
23,2000-01-24,00:00:00.00,0.456893,1.06275,2.33322,0.67
24,2000-01-25,00:00:00.00,0.256155,1.01469,2.22752,0.62
25,2000-01-26,00:00:00.00,0.661098,0.971748,2.1331,0.56
26,2000-01-27,00:00:00.00,0.725745,0.93324,2.04843,0.52
27,2000-01-28,00:00:00.00,0.160243,0.898559,1.9722,0.48
28,2000-01-29,00:00:00.00,0.0995201,0.867131,1.90314,0.45
29,2000-01-30,00:00:00.00,0.298032,0.838421,1.84009,0.42
30,2000-01-31,00:00:00.00,2.53638,0.817418,1.79414,0.4
31,2000-02-01,00:00:00.00,0.363795,0.821614,1.80423,0.38
32,2000-02-02,00:00:00.00,0.658972,0.832283,1.82865,0.36
33,2000-02-03,00:00:00.00,0.228355,0.811549,1.78312,0.35
34,2000-02-04,00:00:00.00,3.08385,0.775696,1.70391,0.34
35,2000-02-05,00:00:00.00,1.4441,0.748879,1.64484,0.33
36,2000-02-06,00:00:00.00,0.161758,0.728012,1.59909,0.31
37,2000-02-07,00:00:00.00,0.222256,0.708618,1.55657,0.3
38,2000-02-08,00:00:00.00,0.0938442,0.69025,1.51622,0.29
39,2000-02-09,00:00:00.00,0.0333638,0.672919,1.47812,0.28
40,2000-02-10,00:00:00.00,0.266455,0.656571,1.44218,0.27
41,2000-02-11,00:00:00.00,4.07518,0.643072,1.41382,0.26
42,2000-02-12,00:00:00.00,0.593077,0.638731,1.41134,0.25
43,2000-02-13,00:00:00.00,0.211876,0.637063,1.41602,0.24
44,2000-02-14,00:00:00.00,4.48394,0.624107,1.38756,0.23
45,2000-02-15,00:00:00.00,0.604883,0.605569,1.34253,0.23
46,2000-02-16,00:00:00.00,1.70252,0.590676,1.30765,0.22
47,2000-02-17,00:00:00.00,1.61928,0.579345,1.28106,0.22
48,2000-02-18,00:00:00.00,0.186801,0.573402,1.26277,0.21
49,2000-02-19,00:00:00.00,7.64215,0.569152,1.24741,0.21
50,2000-02-20,00:00:00.00,0.490412,0.5586,1.22366,0.24
51,2000-02-21,00:00:00.00,0.0908889,0.544844,1.19572,0.34
52,2000-02-22,00:00:00.00,0.259032,0.533164,1.17091,0.6
53,2000-02-23,00:00:00.00,0.621764,0.522792,1.14806,0.96
54,2000-02-24,00:00:00.00,0.426384,0.906345,1.97129,2.24
55,2000-02-25,00:00:00.00,8.04536,6.1081,13.0241,12
56,2000-02-26,00:00:00.00,1.47774,14.266,30.5684,32.7
57,2000-02-27,00:00:00.00,0.440636,14.2006,30.5926,68.8
58,2000-02-28,00:00:00.00,8.45364,8.92903,19.2672,83.8
59,2000-02-29,00:00:00.00,0.315712,7.33441,15.7742,54.1
60,2000-03-01,00:00:00.00,0.170583,7.09858,15.2366,33.2
61,2000-03-02,00:00:00.00,4.8042,5.79247,12.4609,16.6
62,2000-03-03,00:00:00.00,0.169267,4.93892,10.632,8.27
63,2000-03-04,00:00:00.00,0.104569,4.63292,9.96308,5.49
64,2000-03-05,00:00:00.00,0.0366447,3.9399,8.48723,4.19
65,2000-03-06,00:00:00.00,0.0893825,3.21288,6.93957,3.38
66,2000-03-07,00:00:00.00,0.0465749,2.73728,5.92228,2.8
67,2000-03-08,00:00:00.00,0.0363237,2.41208,5.22421,2.4
68,2000-03-09,00:00:00.00,0,2.16027,4.68269,2.08
69,2000-03-10,00:00:00.00,8.25419,2.0591,4.46139,1.87
70,2000-03-11,00:00:00.00,0.321012,2.48555,5.35676,1.7
71,2000-03-12,00:00:00.00,1.28673,2.9916,6.42231,1.54
72,2000-03-13,00:00:00.00,1.21983,2.82189,6.05859,1.41
73,2000-03-14,00:00:00.00,0.18159,2.40828,5.16908,1.25
74,2000-03-15,00:00:00.00,1.78286,2.16693,4.63762,1.14
75,2000-03-16,00:00:00.00,1.71921,2.02757,4.31026,1.1
76,2000-03-17,00:00:00.00,9.01019,2.04291,4.31868,1.35
77,2000-03-18,00:00:00.00,0.107851,2.66659,5.67647,1.83
78,2000-03-19,00:00:00.00,0.0579124,3.36104,7.21145,2.22
79,2000-03-20,00:00:00.00,4.7459,3.23095,6.95797,2.32
80,2000-03-21,00:00:00.00,1.05569,3.03331,6.54733,2.01
81,2000-03-22,00:00:00.00,0.46272,3.04242,6.58306,1.9
82,2000-03-23,00:00:00.00,0.0754223,2.7498,5.95865,1.94
83,2000-03-24,00:00:00.00,0.0448615,2.34881,5.09277,1.86
84,2000-03-25,00:00:00.00,0.345433,2.06606,4.48202,1.73
85,2000-03-26,00:00:00.00,2.41323,1.86645,4.05159,1.65
86,2000-03-27,00:00:00.00,0.0554322,1.72721,3.75334,1.53
87,2000-03-28,00:00:00.00,9.64528,1.74,3.77498,1.48
88,2000-03-29,00:00:00.00,1.21069,2.34813,5.03008,1.55
89,2000-03-30,00:00:00.00,0.566307,3.04783,6.4747,1.72
90,2000-03-31,00:00:00.00,0.0331442,2.89259,6.14777,2.07
91,2000-04-01,00:00:00.00,0.0407261,2.36358,5.04457,1.77
92,2000-04-02,00:00:00.00,0.0103238,2.02701,4.33971,1.43
93,2000-04-03,00:00:00.00,1.32948,1.81347,3.89036,1.18
94,2000-04-04,00:00:00.00,1.07348,1.6448,3.53413,1.02
95,2000-04-05,00:00:00.00,2.78774,1.51899,3.26973,0.97
96,2000-04-06,00:00:00.00,0.0781289,1.4667,3.1682,1.01
97,2000-04-07,00:00:00.00,0.757781,1.43702,3.1151,1.15
98,2000-04-08,00:00:00.00,12.2768,1.46611,3.18655,1.53
99,2000-04-09,00:00:00.00,13.0866,2.29509,5.03794,1.96
100,2000-04-10,00:00:00.00,1.38828,4.59908,10.2024,2.64
101,2000-04-11,00:00:00.00,0.264085,6.02812,13.4176,3.42
102,2000-04-12,00:00:00.00,2.60317,5.09795,11.3373,3.89
103,2000-04-13,00:00:00.00,0.383226,3.94747,8.7645,3.13
104,2000-04-14,00:00:00.00,0.0120133,3.38457,7.50923,2.42
105,2000-04-15,00:00:00.00,0.0213584,2.88791,6.39487,2.03
106,2000-04-16,00:00:00.00,0.446558,2.44452,5.39994,1.74
107,2000-04-17,00:00:00.00,0.301191,2.12371,4.68296,1.66
108,2000-04-18,00:00:00.00,0.855457,1.8854,4.15246,1.41
109,2000-04-19,00:00:00.00,0.095633,1.69764,3.73579,1.23
110,2000-04-20,00:00:00.00,1.19383,1.54492,3.39773,1.07
111,2000-04-21,00:00:00.00,25.6773,1.72938,3.80237,6.54
112,2000-04-22,00:00:00.00,6.10262,4.15542,9.14396,42.7
113,2000-04-23,00:00:00.00,0.0436033,7.62921,16.7955,92
114,2000-04-24,00:00:00.00,0.0159268,7.63263,16.7984,67.6
115,2000-04-25,00:00:00.00,0.0252246,5.34003,11.7402,36.2
116,2000-04-26,00:00:00.00,0.00616675,3.85558,8.46713,17.3
117,2000-04-27,00:00:00.00,0.0449491,3.07597,6.7499,7.52
118,2000-04-28,00:00:00.00,0.127825,2.5832,5.66552,4.48
119,2000-04-29,00:00:00.00,0.403265,2.22832,4.88477,3.32
120,2000-04-30,00:00:00.00,0.00858699,1.95782,4.28977,2.63
121,2000-05-01,00:00:00.00,0.0899901,1.7438,3.81936,2.14
122,2000-05-02,00:00:00.00,10.7991,1.66027,3.63867,1.86
123,2000-05-03,00:00:00.00,0.0739334,2.03231,4.47361,1.77
124,2000-05-04,00:00:00.00,0.0277017,2.48161,5.4805,1.61
125,2000-05-05,00:00:00.00,0.285837,2.33336,5.15272,1.48
126,2000-05-06,00:00:00.00,0.189969,1.92686,4.24817,1.39
127,2000-05-07,00:00:00.00,0.0361045,1.66044,3.65633,1.18
128,2000-05-08,00:00:00.00,4.58878,1.49424,3.28777,1.06
129,2000-05-09,00:00:00.00,1.2506,1.39202,3.06138,0.97
130,2000-05-10,00:00:00.00,7.36486,1.34546,2.96147,1.01
