time,date,hour,precip [mm/day],sub7141 [m3/s],sub7141 (observed) [m3/s],sub7198 [m3/s]
0,2000-01-01,00:00:00.00,---,13.1614,,7.82309
1,2000-01-02,00:00:00.00,0.397237,8.22291,10.8,4.54935
2,2000-01-03,00:00:00.00,10.0172,3.55427,10.5,1.42228
3,2000-01-04,00:00:00.00,4.14267,3.91278,14.9,1.6821
4,2000-01-05,00:00:00.00,25.8012,7.08723,18,2.06946
5,2000-01-06,00:00:00.00,0.254384,8.71337,19.4,2.67285
6,2000-01-07,00:00:00.00,0.347012,6.56503,16.1,3.15987
7,2000-01-08,00:00:00.00,0.901166,5.84293,15.2,3.41427
8,2000-01-09,00:00:00.00,0.349957,5.79853,13.7,3.53046
9,2000-01-10,00:00:00.00,0.605364,5.77336,12.8,3.52764
10,2000-01-11,00:00:00.00,10.1089,7.24658,13.4,3.56328
11,2000-01-12,00:00:00.00,0.395049,8.03959,20.9,3.70331
12,2000-01-13,00:00:00.00,0.327954,6.99605,19.3,3.81122
13,2000-01-14,00:00:00.00,0.186759,6.5913,15.5,3.84658
14,2000-01-15,00:00:00.00,0.214747,6.51363,11.8,3.84904
15,2000-01-16,00:00:00.00,1.75733,6.44758,11.4,3.81437
16,2000-01-17,00:00:00.00,4.13179,6.34458,13.1,3.74495
17,2000-01-18,00:00:00.00,0.291997,6.25227,8.53,3.67302
18,2000-01-19,00:00:00.00,0.281581,6.18146,7.45,3.61459
19,2000-01-20,00:00:00.00,0.355784,6.10084,8.42,3.55662
20,2000-01-21,00:00:00.00,4.59591,6.01933,8.63,3.49991
21,2000-01-22,00:00:00.00,0.2253,5.95297,6.56,3.4528
22,2000-01-23,00:00:00.00,0.246263,5.89745,6.26,3.41485
23,2000-01-24,00:00:00.00,2.10671,5.8334,6.33,3.37504
24,2000-01-25,00:00:00.00,0.823296,5.75611,6.66,3.3268
25,2000-01-26,00:00:00.00,0.94915,5.68196,6.22,3.27737
26,2000-01-27,00:00:00.00,0.461987,5.62167,5.81,3.23588
27,2000-01-28,00:00:00.00,0.197991,5.57714,4.93,3.2065
28,2000-01-29,00:00:00.00,0.179431,5.53936,4.59,3.18498
29,2000-01-30,00:00:00.00,0.23496,5.48063,4.62,3.1532
30,2000-01-31,00:00:00.00,0.344455,5.40024,4.64,3.10519
31,2000-02-01,00:00:00.00,6.11085,5.31601,4.63,3.04886
32,2000-02-02,00:00:00.00,0.786176,5.24207,4.56,2.9957
33,2000-02-03,00:00:00.00,0.130581,5.19302,4.29,2.9599
34,2000-02-04,00:00:00.00,0.211189,5.14851,4.06,2.93345
35,2000-02-05,00:00:00.00,0.0875118,5.10441,3.9,2.90941
36,2000-02-06,00:00:00.00,1.82585,5.04845,3.77,2.87771
37,2000-02-07,00:00:00.00,0.162445,4.97681,3.77,2.83492
38,2000-02-08,00:00:00.00,0.271682,4.91079,3.74,2.79157
39,2000-02-09,00:00:00.00,0.300245,4.86093,3.47,2.75735
40,2000-02-10,00:00:00.00,1.56974,4.86721,3.36,2.72028
41,2000-02-11,00:00:00.00,4.66633,4.85069,3.39,2.69147
42,2000-02-12,00:00:00.00,4.0239,4.77834,3.25,2.68114
43,2000-02-13,00:00:00.00,0.309651,4.73215,3.18,2.67085
44,2000-02-14,00:00:00.00,3.84025,4.68434,3.13,2.6503
45,2000-02-15,00:00:00.00,5.08473,4.63563,3.19,2.62416
46,2000-02-16,00:00:00.00,0.158176,4.58368,3.16,2.59368
47,2000-02-17,00:00:00.00,6.22986,4.7413,3.15,2.55538
48,2000-02-18,00:00:00.00,0.143535,4.82048,3.2,2.54333
49,2000-02-19,00:00:00.00,2.56355,4.62427,3.17,2.53789
50,2000-02-20,00:00:00.00,0.317354,4.50133,3.15,2.50749
51,2000-02-21,00:00:00.00,0.550388,4.41567,3.17,2.46067
52,2000-02-22,00:00:00.00,0.285528,4.32625,3.11,2.40081
53,2000-02-23,00:00:00.00,0.409955,4.21696,3.04,2.32214
54,2000-02-24,00:00:00.00,0.962821,4.10651,3.09,2.23747
55,2000-02-25,00:00:00.00,5.11566,5.52111,4.24,2.27554
56,2000-02-26,00:00:00.00,10.4998,8.78179,22.7,2.6654
57,2000-02-27,00:00:00.00,0.987737,11.6534,28.8,3.42314
58,2000-02-28,00:00:00.00,3.28646,14.6048,35.9,4.52433
59,2000-02-29,00:00:00.00,1.56388,15.689,35,5.82588
60,2000-03-01,00:00:00.00,0.611261,14.3141,29,6.9332
61,2000-03-02,00:00:00.00,3.89254,14.4227,24.7,7.71496
62,2000-03-03,00:00:00.00,1.86165,15.0821,23,8.24603
63,2000-03-04,00:00:00.00,0.123984,14.8083,20.8,8.51624
64,2000-03-05,00:00:00.00,0.0754152,14.4023,19.8,8.53771
65,2000-03-06,00:00:00.00,0.222932,14.0998,19.4,8.42349
66,2000-03-07,00:00:00.00,0.0724935,13.7903,19,8.23891
67,2000-03-08,00:00:00.00,0.530884,13.4051,18.8,7.98914
68,2000-03-09,00:00:00.00,0.19264,12.9278,19.1,7.67087
69,2000-03-10,00:00:00.00,5.36266,13.0721,20.2,7.37632
70,2000-03-11,00:00:00.00,0.188496,13.1749,21.3,7.23244
71,2000-03-12,00:00:00.00,0.479876,12.6566,20.6,7.17528
72,2000-03-13,00:00:00.00,2.37092,12.5415,19.7,7.12071
73,2000-03-14,00:00:00.00,0.0243986,12.4673,18.9,7.07122
74,2000-03-15,00:00:00.00,1.94844,12.2016,18.6,6.98813
75,2000-03-16,00:00:00.00,3.85874,12.4333,19.5,6.90149
76,2000-03-17,00:00:00.00,4.01923,12.9248,23.1,6.87072
77,2000-03-18,00:00:00.00,0.0569973,12.7918,23.1,6.90507
78,2000-03-19,00:00:00.00,0.178583,12.3038,22.4,6.93102
79,2000-03-20,00:00:00.00,0.585037,12.0096,21.2,6.8903
80,2000-03-21,00:00:00.00,2.70887,11.9611,20.3,6.82788
81,2000-03-22,00:00:00.00,0.340328,11.8495,19.5,6.75672
82,2000-03-23,00:00:00.00,0.469138,11.496,18.9,6.62948
83,2000-03-24,00:00:00.00,0.229558,11.1305,18.5,6.43277
84,2000-03-25,00:00:00.00,0.0530669,10.7928,18.2,6.21436
85,2000-03-26,00:00:00.00,1.46359,10.4968,17.8,6.00966
86,2000-03-27,00:00:00.00,0.765779,10.2917,17.8,5.86595
87,2000-03-28,00:00:00.00,2.80578,10.2128,17.4,5.75319
88,2000-03-29,00:00:00.00,13.055,11.3791,17.6,5.75771
89,2000-03-30,00:00:00.00,3.75352,12.4579,19.9,6.00447
90,2000-03-31,00:00:00.00,0.758726,12.0102,20,6.30599
91,2000-04-01,00:00:00.00,0.0313264,11.5361,19.2,6.49162
92,2000-04-02,00:00:00.00,0.014327,11.2682,18,6.51775
93,2000-04-03,00:00:00.00,1.21332,11.0874,17.4,6.46487
94,2000-04-04,00:00:00.00,0.582786,10.919,17.8,6.37849
95,2000-04-05,00:00:00.00,6.48763,11.2243,19.6,6.2876
96,2000-04-06,00:00:00.00,0.0443749,11.4069,22,6.27196
97,2000-04-07,00:00:00.00,3.4887,11.1145,21.8,6.26658
98,2000-04-08,00:00:00.00,1.36839,10.9276,21.6,6.23824
99,2000-04-09,00:00:00.00,23.3457,13.815,27.2,6.38286
100,2000-04-10,00:00:00.00,0.486096,15.5535,32.8,6.74352
101,2000-04-11,00:00:00.00,0.46404,13.6989,32.2,7.04017
102,2000-04-12,00:00:00.00,1.54419,13.0443,30.5,7.19511
103,2000-04-13,00:00:00.00,0.331115,12.8791,28.1,7.25952
104,2000-04-14,00:00:00.00,0.217246,12.6706,26.3,7.21221
105,2000-04-15,00:00:00.00,0.0885083,12.2858,24.9,7.01786
106,2000-04-16,00:00:00.00,0.440672,11.8447,23.7,6.74372
107,2000-04-17,00:00:00.00,0.172237,11.5236,22.8,6.51662
108,2000-04-18,00:00:00.00,0.173878,11.2876,21.8,6.35738
109,2000-04-19,00:00:00.00,0.221329,11.0754,20.8,6.23684
110,2000-04-20,00:00:00.00,0.588368,10.8317,20.2,6.11112
111,2000-04-21,00:00:00.00,7.05777,11.034,20,5.98196
112,2000-04-22,00:00:00.00,29.5116,14.9027,26.4,6.18498
113,2000-04-23,00:00:00.00,3.36748,17.7073,34.1,6.87477
114,2000-04-24,00:00:00.00,0.650081,16.0916,35.1,7.55592
115,2000-04-25,00:00:00.00,0.0947865,15.0815,33.5,8.01218
116,2000-04-26,00:00:00.00,0.0945838,14.941,30.1,8.31747
117,2000-04-27,00:00:00.00,0.0742527,14.8406,27.3,8.43506
118,2000-04-28,00:00:00.00,0.00710981,14.6281,25.6,8.4044
119,2000-04-29,00:00:00.00,0.0675467,14.2452,24.7,8.22639
120,2000-04-30,00:00:00.00,0.292032,13.7882,23.6,7.96212
121,2000-05-01,00:00:00.00,0.128699,13.3986,22.6,7.70991
122,2000-05-02,00:00:00.00,1.17387,12.9674,21.9,7.43398
123,2000-05-03,00:00:00.00,0.257711,12.5346,21.6,7.1492
124,2000-05-04,00:00:00.00,0.111424,12.1054,20.9,6.86249
125,2000-05-05,00:00:00.00,0.0882867,11.5281,20.1,6.48056
126,2000-05-06,00:00:00.00,3.21876,11.1029,19.8,6.13291
127,2000-05-07,00:00:00.00,0.26112,10.6708,19,5.79664
128,2000-05-08,00:00:00.00,2.66859,10.2082,18.2,5.47931
129,2000-05-09,00:00:00.00,8.26579,10.1824,17.7,5.34349
130,2000-05-10,00:00:00.00,7.47544,10.2156,17.3,5.24987
131,2000-05-11,00:00:00.00,15.0109,10.5256,18.9,5.18103
132,2000-05-12,00:00:00.00,0.206729,10.6246,20.4,5.21629
133,2000-05-13,00:00:00.00,0.0477003,10.1707,20.4,5.2803
