time,date,hour,precip [mm/day],sub7051 [m3/s],sub7052 [m3/s],sub7053 [m3/s],sub7053 (observed) [m3/s],sub7053 (res. inflow) [m3/s]
746,2002-01-16,00:00:00.00,2.08554,44.4215,14.5145,320.021,377,322.143
747,2002-01-17,00:00:00.00,0.641566,43.8664,14.3072,323.197,377,323.62
748,2002-01-18,00:00:00.00,5.79963,43.247,14.098,322.616,378,321.835
749,2002-01-19,00:00:00.00,1.26636,42.4784,13.8384,319.071,377,317.211
750,2002-01-20,00:00:00.00,1.17951,41.6005,13.5636,313.171,377,310.599
751,2002-01-21,00:00:00.00,2.37682,40.8078,13.3068,306.509,376,304.077
752,2002-01-22,00:00:00.00,6.09342,40.0766,13.0515,300.534,375,298.491
753,2002-01-23,00:00:00.00,0.694341,39.3135,12.8039,295.218,373,293.364
754,2002-01-24,00:00:00.00,0.631385,38.5449,12.5657,290.27,372,288.543
755,2002-01-25,00:00:00.00,0.263048,37.8481,12.3502,285.761,372,284.169
756,2002-01-26,00:00:00.00,7.81812,37.1814,12.1493,281.506,373,280.009
757,2002-01-27,00:00:00.00,0.896745,36.4669,11.9362,277.291,372,275.809
758,2002-01-28,00:00:00.00,0.968223,35.7535,11.7205,273.147,371,271.694
759,2002-01-29,00:00:00.00,0.279665,35.0832,11.5198,269.157,368,267.792
760,2002-01-30,00:00:00.00,0.546668,34.4972,11.3384,265.543,366,264.278
761,2002-01-31,00:00:00.00,0.645436,33.9666,11.1635,262.265,366,261.037
762,2002-02-01,00:00:00.00,0.758012,33.4289,10.9859,259.07,366,257.878
763,2002-02-02,00:00:00.00,5.20336,32.8843,10.8081,255.974,367,254.839
764,2002-02-03,00:00:00.00,0.231169,32.3362,10.6329,252.898,367,251.746
765,2002-02-04,00:00:00.00,3.15734,31.7534,10.4546,249.653,366,248.464
766,2002-02-05,00:00:00.00,0.483766,31.2023,10.288,246.445,362,245.277
767,2002-02-06,00:00:00.00,0.898196,30.6903,10.1317,243.34,358,242.215
768,2002-02-07,00:00:00.00,0.657492,30.1157,9.96321,240.137,353,239.014
769,2002-02-08,00:00:00.00,0.88139,29.5292,9.79652,236.898,348,235.755
770,2002-02-09,00:00:00.00,0.89708,29.0082,9.65132,233.77,343,232.663
771,2002-02-10,00:00:00.00,0.187398,28.5163,9.51449,230.774,337,229.69
772,2002-02-11,00:00:00.00,2.53257,28.0367,9.37617,228.19,333,226.767
773,2002-02-12,00:00:00.00,0.440035,27.6096,9.24761,225.774,330,224.038
774,2002-02-13,00:00:00.00,1.92446,27.1524,9.10998,223.023,326,221.253
775,2002-02-14,00:00:00.00,0.300977,26.6903,8.97519,220.217,322,218.434
776,2002-02-15,00:00:00.00,1.46299,26.2142,8.83461,217.403,318,215.592
777,2002-02-16,00:00:00.00,1.90051,25.7024,8.68917,214.539,314,212.71
778,2002-02-17,00:00:00.00,2.00018,25.235,8.56809,211.72,311,209.954
779,2002-02-18,00:00:00.00,0.224544,24.8281,8.46298,209.001,307,207.294
780,2002-02-19,00:00:00.00,0.365438,24.4313,8.34849,206.341,304,204.665
781,2002-02-20,00:00:00.00,1.97928,24.0126,8.22777,203.659,300,201.973
782,2002-02-21,00:00:00.00,7.64733,23.6319,8.11953,201.063,298,199.439
783,2002-02-22,00:00:00.00,3.2635,23.2532,8.0124,198.588,303,197.087
784,2002-02-23,00:00:00.00,0.17519,22.9056,7.91507,196.453,303,195.279
785,2002-02-24,00:00:00.00,0.260102,22.5848,7.81878,195.057,302,194.513
786,2002-02-25,00:00:00.00,2.31187,22.1874,7.70184,194.537,299,194.663
787,2002-02-26,00:00:00.00,3.31044,21.7654,7.59059,194.863,297,195.522
788,2002-02-27,00:00:00.00,3.09797,21.4298,7.50467,195.674,296,196.392
789,2002-02-28,00:00:00.00,1.73151,21.1748,7.42606,196.498,296,197.077
790,2002-03-01,00:00:00.00,0.471693,20.9309,7.34071,197.38,294,198.199
791,2002-03-02,00:00:00.00,0.68626,20.6973,7.24869,198.922,292,200.441
792,2002-03-03,00:00:00.00,5.31102,20.4689,7.16103,201.434,290,203.613
793,2002-03-04,00:00:00.00,7.71687,20.1789,7.08001,203.883,291,205.393
794,2002-03-05,00:00:00.00,0.349717,19.9029,7.00638,204.817,289,204.795
795,2002-03-06,00:00:00.00,0.647792,19.6538,6.92347,203.756,286,202.474
796,2002-03-07,00:00:00.00,0.223674,19.384,6.83293,201.062,283,198.907
797,2002-03-08,00:00:00.00,0.10283,19.1415,6.75338,197.532,279,195.112
798,2002-03-09,00:00:00.00,6.97513,18.8597,6.66807,193.676,277,191.314
799,2002-03-10,00:00:00.00,6.57218,18.4266,6.54689,189.765,282,187.501
800,2002-03-11,00:00:00.00,2.15001,18.0488,6.44627,186.794,297,185.489
801,2002-03-12,00:00:00.00,0.824099,17.8306,6.39407,186.239,306,187.065
802,2002-03-13,00:00:00.00,1.18093,17.6358,6.33875,189.38,311,193.092
803,2002-03-14,00:00:00.00,0.95006,17.3687,6.25633,197.187,313,204.501
804,2002-03-15,00:00:00.00,0.143929,17.122,6.18695,209.82,313,220.094
805,2002-03-16,00:00:00.00,6.93002,16.9149,6.14621,223.905,312,232.853
806,2002-03-17,00:00:00.00,0.0868121,16.6486,6.09143,234.543,311,237.815
807,2002-03-18,00:00:00.00,0.202321,16.3697,6.01909,237.221,308,236.427
808,2002-03-19,00:00:00.00,4.24535,16.1035,5.94222,233.111,306,231.172
809,2002-03-20,00:00:00.00,0.161209,15.8332,5.86259,227.55,305,224.291
810,2002-03-21,00:00:00.00,1.99159,15.5656,5.79487,221.59,302,217.526
811,2002-03-22,00:00:00.00,2.8798,15.3886,5.75278,215.622,300,212.006
812,2002-03-23,00:00:00.00,0.248546,15.2697,5.71426,210.57,298,207.645
813,2002-03-24,00:00:00.00,2.34023,15.1414,5.6635,206.383,295,203.952
814,2002-03-25,00:00:00.00,0.156812,15.0235,5.61329,202.765,291,200.612
815,2002-03-26,00:00:00.00,0.199037,14.9042,5.56093,199.479,288,197.477
816,2002-03-27,00:00:00.00,0.144037,14.7122,5.49101,196.234,284,194.256
817,2002-03-28,00:00:00.00,0.0771992,14.4247,5.40591,192.839,280,190.803
818,2002-03-29,00:00:00.00,0.0806733,14.0456,5.31052,189.254,277,187.153
819,2002-03-30,00:00:00.00,0.890953,13.644,5.23931,185.662,275,183.604
820,2002-03-31,00:00:00.00,2.51425,13.4533,5.5885,182.57,274,181.018
821,2002-04-01,00:00:00.00,0.735055,13.8004,7.02031,181.078,276,181.195
822,2002-04-02,00:00:00.00,1.27625,15.1574,9.88525,183.286,280,186.82
823,2002-04-03,00:00:00.00,1.6172,17.93,14.3078,191.77,284,200.353
824,2002-04-04,00:00:00.00,2.5562,22.2575,19.952,208.234,289,222.443
825,2002-04-05,00:00:00.00,0.0516713,27.4925,24.6173,233.17,291,247.885
826,2002-04-06,00:00:00.00,0.437462,32.2884,26.0591,259.465,291,268.712
827,2002-04-07,00:00:00.00,0.273309,35.3745,24.2067,275.89,290,279.783
828,2002-04-08,00:00:00.00,1.45265,36.5317,20.7444,280.742,289,281.185
829,2002-04-09,00:00:00.00,7.35907,36.5405,17.4338,278.77,289,277.431
830,2002-04-10,00:00:00.00,13.4502,35.9766,15.0482,273.994,295,272.286
831,2002-04-11,00:00:00.00,0.113463,35.4408,14.1995,269.704,303,268.928
832,2002-04-12,00:00:00.00,2.58057,35.7831,15.4488,269.136,309,270.508
833,2002-04-13,00:00:00.00,4.79178,38.0321,19.7269,275.375,318,279.884
834,2002-04-14,00:00:00.00,0.196136,43.3906,28.1304,290.082,320,298.007
835,2002-04-15,00:00:00.00,0.0809093,51.9535,40.4856,311.041,307,320.473
836,2002-04-16,00:00:00.00,0.402255,61.9598,52.4902,331.842,298,339.711
837,2002-04-17,00:00:00.00,1.67847,72.3464,59.487,348.127,303,354.318
838,2002-04-18,00:00:00.00,9.40132,81.8178,59.9739,359.7,314,363.981
839,2002-04-19,00:00:00.00,2.95678,88.6559,55.2937,365.669,331,367.499
840,2002-04-20,00:00:00.00,7.27744,92.7732,49.0324,367.34,357,368.268
841,2002-04-21,00:00:00.00,0.0475442,94.9968,43.6136,368.427,379,369.406
842,2002-04-22,00:00:00.00,0.0609962,96.1511,39.7579,370.307,399,371.532
843,2002-04-23,00:00:00.00,0.0648512,96.5612,37.7004,372.563,413,373.779
844,2002-04-24,00:00:00.00,0.0515502,96.4175,37.0657,374.297,422,375.276
845,2002-04-25,00:00:00.00,0.0165142,95.8564,36.8697,374.859,427,375.497
846,2002-04-26,00:00:00.00,7.26294,95.133,36.6918,374.561,402,374.981
847,2002-04-27,00:00:00.00,0.0859018,94.4953,36.5895,374.305,353,374.749
848,2002-04-28,00:00:00.00,0.0720938,93.9172,36.4916,374.241,312,374.687
849,2002-04-29,00:00:00.00,8.9963,93.2904,36.2603,374.197,284,374.486
850,2002-04-30,00:00:00.00,0.309483,92.5117,35.8695,373.793,265,373.942
851,2002-05-01,00:00:00.00,7.97953,91.6129,35.329,372.917,253,372.966
852,2002-05-02,00:00:00.00,0.598548,90.6922,34.6434,371.804,242,371.837
853,2002-05-03,00:00:00.00,9.98884,89.8465,33.8384,371.232,231,371.593
854,2002-05-04,00:00:00.00,3.32908,88.9721,33.0106,371.345,225,372.097
855,2002-05-05,00:00:00.00,0.0454028,87.8643,32.2691,371.367,225,372.023
856,2002-05-06,00:00:00.00,0.144011,86.7848,31.7602,371.387,229,371.933
857,2002-05-07,00:00:00.00,12.3952,85.842,31.6275,371.3,237,371.725
858,2002-05-08,00:00:00.00,3.19351,84.9826,31.8322,370.887,247,371.136
859,2002-05-09,00:00:00.00,0.0768541,84.0749,31.7585,369.687,258,369.666
860,2002-05-10,00:00:00.00,9.97577,83.0969,31.3608,367.777,272,367.518
861,2002-05-11,00:00:00.00,0.867216,82.4355,31.4454,365.918,294,365.888
862,2002-05-12,00:00:00.00,0.398382,82.0494,31.9679,364.63,325,364.966
863,2002-05-13,00:00:00.00,0.0329689,81.6584,32.1318,364.08,362,364.482
864,2002-05-14,00:00:00.00,2.63715,81.4678,32.1848,364.039,393,364.386
865,2002-05-15,00:00:00.00,7.72577,81.2728,32.2778,363.476,410,363.706
866,2002-05-16,00:00:00.00,0.111838,80.4509,31.3183,361.42,422,360.998
867,2002-05-17,00:00:00.00,3.55605,79.1421,29.5745,358.116,428,357.237
868,2002-05-18,00:00:00.00,0.031927,77.7358,28.2176,354.52,430,353.795
869,2002-05-19,00:00:00.00,0.207011,76.2868,27.3172,351.416,429,350.87
870,2002-05-20,00:00:00.00,0.447664,74.7954,26.5637,348.758,427,348.275
871,2002-05-21,00:00:00.00,0.213329,73.1712,25.8047,345.987,425,345.412
872,2002-05-22,00:00:00.00,0.0458968,71.2946,24.9872,342.281,423,341.434
873,2002-05-23,00:00:00.00,0.067691,69.246,24.151,337.702,419,336.604
874,2002-05-24,00:00:00.00,1.21764,67.2018,23.3525,332.759,416,331.495
875,2002-05-25,00:00:00.00,4.7755,65.2204,22.6243,327.709,412,326.423
876,2002-05-26,00:00:00.00,3.93973,63.3585,21.9651,322.713,410,321.476
877,2002-05-27,00:00:00.00,3.79549,61.4426,21.3117,317.6,407,316.332
878,2002-05-28,00:00:00.00,8.92765,59.4096,20.6628,312.339,409,310.994
879,2002-05-29,00:00:00.00,0.226164,57.3698,20.062,306.517,409,305.144
880,2002-05-30,00:00:00.00,0.622875,55.3615,19.503,300.292,404,299.014
881,2002-05-31,00:00:00.00,6.28145,53.5736,19.0145,294.863,397,293.757
882,2002-06-01,00:00:00.00,10.5246,51.9294,18.5645,289.928,397,288.963
883,2002-06-02,00:00:00.00,0.595175,50.4044,18.1268,285.167,395,284.337
884,2002-06-03,00:00:00.00,1.28553,49.0846,17.7623,281.186,388,280.482
885,2002-06-04,00:00:00.00,0.968009,47.7455,17.4497,277.368,382,276.584
886,2002-06-05,00:00:00.00,0.30351,46.418,17.1979,273.231,375,272.429
887,2002-06-06,00:00:00.00,3.04015,45.238,16.9624,269.478,364,268.795
888,2002-06-07,00:00:00.00,0.193126,44.0423,16.6129,265.796,343,265.05
889,2002-06-08,00:00:00.00,0.524937,42.7242,16.187,261.276,316,260.327
890,2002-06-09,00:00:00.00,1.92679,41.3985,15.7818,256.564,290,255.673
891,2002-06-10,00:00:00.00,0.0730972,40.2514,15.4362,252.342,260,251.647
892,2002-06-11,00:00:00.00,0.373504,39.1641,15.1124,248.134,235,247.383
893,2002-06-12,00:00:00.00,8.03144,38.0752,14.797,243.753,210,242.923
894,2002-06-13,00:00:00.00,0.224878,37.0277,14.4754,239.373,189,238.668
895,2002-06-14,00:00:00.00,0.13821,35.952,14.1351,235.057,179,234.454
896,2002-06-15,00:00:00.00,2.25622,34.9174,13.8362,231.187,176,230.616
897,2002-06-16,00:00:00.00,3.03275,34.1223,13.6008,228.52,179,227.782
898,2002-06-17,00:00:00.00,2.10965,33.5821,13.3904,226.568,198,225.62
899,2002-06-18,00:00:00.00,0.564823,33.0744,13.1478,224.405,242,223.413
900,2002-06-19,00:00:00.00,0.0621898,32.3605,12.8523,221.69,288,220.406
901,2002-06-20,00:00:00.00,0.388124,31.3544,12.5244,217.968,324,216.244
902,2002-06-21,00:00:00.00,0.469549,30.2576,12.2193,213.64,349,211.707
903,2002-06-22,00:00:00.00,1.00232,29.326,11.9803,209.449,363,207.645
904,2002-06-23,00:00:00.00,0.302772,28.4485,11.7507,205.54,372,203.967
905,2002-06-24,00:00:00.00,1.12306,27.592,11.5324,201.91,379,200.465
906,2002-06-25,00:00:00.00,0.0806309,26.8381,11.3218,198.451,385,197.035
907,2002-06-26,00:00:00.00,3.63395,26.0332,11.1006,194.77,386,193.283
908,2002-06-27,00:00:00.00,1.16693,25.2871,10.9118,191.098,385,189.681
909,2002-06-28,00:00:00.00,0.0635171,24.6844,10.7349,188.009,385,186.847
910,2002-06-29,00:00:00.00,0.0763183,23.9888,10.5329,184.965,384,183.816
911,2002-06-30,00:00:00.00,0.322779,23.063,10.2863,181.29,382,179.851
912,2002-07-01,00:00:00.00,0.262142,22.1392,10.0645,177.43,379,175.855
913,2002-07-02,00:00:00.00,0.914595,21.3462,9.88531,173.524,376,172.066
914,2002-07-03,00:00:00.00,0.716878,20.6097,9.72458,169.666,372,168.399
915,2002-07-04,00:00:00.00,7.47697,20.0271,9.5838,166.488,369,165.393
916,2002-07-05,00:00:00.00,0.110457,19.6256,9.46649,163.784,363,162.876
917,2002-07-06,00:00:00.00,0.048839,19.2202,9.33711,161.093,354,160.269
918,2002-07-07,00:00:00.00,0.0214818,18.6985,9.16224,158.227,339,157.312
919,2002-07-08,00:00:00.00,0.220012,18.1649,8.99716,155.264,322,154.297
920,2002-07-09,00:00:00.00,7.46233,17.8666,8.8821,152.87,312,152.095
921,2002-07-10,00:00:00.00,0.445948,17.7138,8.79976,150.802,298,150.23
922,2002-07-11,00:00:00.00,0.241051,17.446,8.68988,148.618,275,148.024
923,2002-07-12,00:00:00.00,0.390845,17.0868,8.55,146.342,242,145.721
924,2002-07-13,00:00:00.00,0.0564717,16.5711,8.38943,143.675,205,142.875
925,2002-07-14,00:00:00.00,2.27216,16.1404,8.25952,140.9,167,140.045
926,2002-07-15,00:00:00.00,0.214292,15.7289,8.1462,138.099,133,137.237
927,2002-07-16,00:00:00.00,0.247278,15.2269,8.02724,135.287,109,134.446
928,2002-07-17,00:00:00.00,0.542327,14.6274,7.91782,132.348,93.8,131.504
929,2002-07-18,00:00:00.00,7.11626,14.0171,7.80053,129.342,83.2,128.47
930,2002-07-19,00:00:00.00,0.0963821,13.6903,7.70014,126.682,76.4,126.055
931,2002-07-20,00:00:00.00,0.650343,13.3751,7.60815,124.136,70.7,123.586
932,2002-07-21,00:00:00.00,0.0974989,12.9969,7.52613,121.56,66.4,120.944
933,2002-07-22,00:00:00.00,7.37673,12.9106,7.45676,119.498,63.5,119.013
934,2002-07-23,00:00:00.00,11.2247,12.9566,7.39726,117.888,61.3,117.497
935,2002-07-24,00:00:00.00,0.536415,12.8601,7.35484,116.084,59.3,115.719
936,2002-07-25,00:00:00.00,0.545506,12.717,7.37248,114.229,58.3,113.899
937,2002-07-26,00:00:00.00,0.130611,12.5295,7.52708,112.447,57.2,112.11
938,2002-07-27,00:00:00.00,2.2444,12.5071,7.84476,110.911,56.5,110.738
939,2002-07-28,00:00:00.00,0.115591,12.314,8.00894,109.229,55.9,109.062
940,2002-07-29,00:00:00.00,10.186,12.0414,7.86985,107.605,55.6,107.557
941,2002-07-30,00:00:00.00,5.91414,11.8843,7.56872,106.298,56.2,106.435
942,2002-07-31,00:00:00.00,1.03764,11.4989,7.27775,104.723,56.7,104.723
943,2002-08-01,00:00:00.00,1.27341,11.1419,7.14652,103.183,56.5,103.213
944,2002-08-02,00:00:00.00,2.57803,10.8419,7.08638,101.832,56.6,101.986
945,2002-08-03,00:00:00.00,2.63537,10.6126,7.03027,100.791,56.2,101.158
946,2002-08-04,00:00:00.00,0.0715343,10.497,6.96373,100.196,55.9,100.707
947,2002-08-05,00:00:00.00,1.98449,10.5546,6.88464,99.9561,55.7,100.417
948,2002-08-06,00:00:00.00,0.149478,10.7512,6.80407,99.7173,54.5,100.106
949,2002-08-07,00:00:00.00,0.287881,10.8069,6.73042,98.9836,53.2,99.2081
950,2002-08-08,00:00:00.00,0.0187932,10.7645,6.66071,97.9468,51.6,98.0592
951,2002-08-09,00:00:00.00,0.0740859,10.6058,6.5772,96.7065,51.7,96.7154
952,2002-08-10,00:00:00.00,0.155851,10.3149,6.49131,95.2214,51.7,95.1133
953,2002-08-11,00:00:00.00,0.0606394,10.0326,6.41634,93.7575,51.4,93.6317
954,2002-08-12,00:00:00.00,0.0385493,9.82003,6.34264,92.4169,51.1,92.3378
955,2002-08-13,00:00:00.00,0.226881,9.6364,6.27043,91.1636,50.8,91.1306
956,2002-08-14,00:00:00.00,7.79471,9.59811,6.19981,90.2916,49.6,90.3931
957,2002-08-15,00:00:00.00,12.671,9.7386,6.13599,89.8554,49.1,90.1244
958,2002-08-16,00:00:00.00,0.293292,9.73042,6.09666,89.2545,48.7,89.4266
959,2002-08-17,00:00:00.00,0.256118,9.80735,6.13875,88.5555,47.7,88.7271
960,2002-08-18,00:00:00.00,4.95357,10.0587,6.41212,87.815,47.9,88.1593
961,2002-08-19,00:00:00.00,1.02461,10.4913,6.93353,87.2682,46.3,87.8825
962,2002-08-20,00:00:00.00,0.650915,11.2116,7.47204,87.3616,46.4,88.3464
963,2002-08-21,00:00:00.00,0.0724918,11.6732,7.55965,87.4235,46.1,88.1739
964,2002-08-22,00:00:00.00,1.57215,11.8006,7.24901,86.8798,45.8,87.1438
965,2002-08-23,00:00:00.00,24.7963,11.8881,6.96814,86.0653,47.2,86.2667
966,2002-08-24,00:00:00.00,0.0527455,11.9902,6.72129,85.4702,47.8,85.9283
967,2002-08-25,00:00:00.00,1.04574,12.0782,6.55469,85.2854,47.4,86.1635
968,2002-08-26,00:00:00.00,0.171778,12.32,6.59678,85.9626,47,87.5136
969,2002-08-27,00:00:00.00,0.109811,12.8124,6.85083,87.7817,46.6,90.1517
970,2002-08-28,00:00:00.00,0.099025,13.4055,7.1152,90.4933,46.1,93.3199
971,2002-08-29,00:00:00.00,0.222088,13.6799,7.04032,92.8747,45.4,94.8165
972,2002-08-30,00:00:00.00,0.110717,13.4721,6.67703,93.398,44.9,93.7562
973,2002-08-31,00:00:00.00,0.195318,13.0732,6.38928,92.0023,44.5,91.443
974,2002-09-01,00:00:00.00,0.17512,12.6288,6.25737,89.689,44.1,88.7675
975,2002-09-02,00:00:00.00,0.107846,12.3315,6.18274,87.4686,43.9,86.7712
976,2002-09-03,00:00:00.00,0.12583,12.214,6.11601,85.882,43.9,85.6209
977,2002-09-04,00:00:00.00,10.1073,12.184,6.07156,84.9286,45.8,84.9584
978,2002-09-05,00:00:00.00,0.0413542,12.2428,6.05145,84.4369,45.9,84.6872
979,2002-09-06,00:00:00.00,0.0693079,12.2404,6.00613,84.0733,45.6,84.3293
980,2002-09-07,00:00:00.00,0.195668,12.0677,5.91508,83.4299,45,83.5344
981,2002-09-08,00:00:00.00,0.36062,11.7739,5.82116,82.3573,44.4,82.2783
982,2002-09-09,00:00:00.00,0.72436,11.4473,5.75297,81.1194,43.9,80.9556
983,2002-09-10,00:00:00.00,0.686357,11.135,5.69531,79.8976,43.5,79.7791
984,2002-09-11,00:00:00.00,17.894,10.8344,5.64542,78.6702,43,78.619
985,2002-09-12,00:00:00.00,0.562616,10.692,5.69678,77.7128,43.2,77.8762
986,2002-09-13,00:00:00.00,0.274452,10.6444,6.12054,77.0553,43.5,77.3825
987,2002-09-14,00:00:00.00,0.533077,10.7912,7.00584,76.7247,42.9,77.1896
988,2002-09-15,00:00:00.00,4.27679,11.2037,8.20048,76.6878,42.9,77.3114
989,2002-09-16,00:00:00.00,5.15112,11.7945,9.40279,76.8612,43.1,77.6464
990,2002-09-17,00:00:00.00,0.237772,12.429,9.60586,77.1882,42.8,78.0178
991,2002-09-18,00:00:00.00,0.176428,12.9257,8.87674,77.4529,42.4,78.1546
992,2002-09-19,00:00:00.00,0.147524,13.1885,8.10529,77.4367,42.3,77.9725
993,2002-09-20,00:00:00.00,2.76086,13.172,7.42738,77.0627,42.4,77.3711
994,2002-09-21,00:00:00.00,11.0355,13.182,6.96502,76.7708,44.5,77.1339
995,2002-09-22,00:00:00.00,6.66935,13.2326,6.76151,76.8544,46,77.3075
996,2002-09-23,00:00:00.00,1.54738,13.2694,6.71289,76.9928,45.9,77.4257
997,2002-09-24,00:00:00.00,0.0336564,13.3847,6.7723,77.1098,45.8,77.6557
998,2002-09-25,00:00:00.00,4.83097,13.6346,7.02804,77.5367,45.6,78.3865
999,2002-09-26,00:00:00.00,0.0349358,13.9975,7.42912,78.4094,45.8,79.6607
1000,2002-09-27,00:00:00.00,0.475413,14.3408,7.73408,79.5494,46.4,80.8587
1001,2002-09-28,00:00:00.00,0.197853,14.6659,7.74416,80.5444,46.6,81.5673
1002,2002-09-29,00:00:00.00,0.162209,14.9463,7.58649,81.1649,47.4,81.8851
1003,2002-09-30,00:00:00.00,0.324005,15.0776,7.40635,81.2972,47.9,81.69
1004,2002-10-01,00:00:00.00,7.90344,14.9836,7.10562,80.8252,50.2,80.8621
1005,2002-10-02,00:00:00.00,1.22936,14.813,6.82898,80.1644,50.9,80.0648
1006,2002-10-03,00:00:00.00,0.141688,14.7049,6.71785,79.6594,50.8,79.6863
1007,2002-10-04,00:00:00.00,0.186858,14.6394,6.67851,79.2936,50.5,79.4686
1008,2002-10-05,00:00:00.00,17.5533,14.5371,6.64197,78.9289,52.5,79.1382
1009,2002-10-06,00:00:00.00,5.46087,14.5453,6.66586,78.9461,56.1,79.5809
1010,2002-10-07,00:00:00.00,4.5197,14.8406,6.92526,79.9511,58.4,81.3771
1011,2002-10-08,00:00:00.00,7.47423,15.418,7.53293,82.0977,57.8,84.3228
1012,2002-10-09,00:00:00.00,1.76728,16.4697,8.60335,85.7626,58.9,89.1302
1013,2002-10-10,00:00:00.00,7.68141,17.9838,10.0804,91.0652,59.9,95.4692
1014,2002-10-11,00:00:00.00,0.126825,19.6044,11.571,96.9015,60.4,101.014
1015,2002-10-12,00:00:00.00,0.0839478,21.1852,12.9542,101.686,61.4,104.789
1016,2002-10-13,00:00:00.00,1.38502,22.8132,14.0229,105.255,62.8,107.685
1017,2002-10-14,00:00:00.00,9.26249,24.3156,14.5037,107.773,63.1,109.436
1018,2002-10-15,00:00:00.00,0.113014,25.7202,14.7142,109.406,64.2,110.514
1019,2002-10-16,00:00:00.00,0.750289,26.8706,14.4504,110.396,64.7,111.115
1020,2002-10-17,00:00:00.00,1.0831,27.6942,13.9311,110.864,63.2,111.315
1021,2002-10-18,00:00:00.00,0.391762,28.503,13.9059,111.383,63.1,112.037
1022,2002-10-19,00:00:00.00,2.10696,29.2893,14.1195,112.234,63.6,113.12
1023,2002-10-20,00:00:00.00,12.386,29.8512,13.7792,113.123,65,113.848
1024,2002-10-21,00:00:00.00,2.49188,30.1782,13.1532,113.841,66.2,114.434
1025,2002-10-22,00:00:00.00,0.107325,30.4616,12.9339,114.737,66.3,115.673
1026,2002-10-23,00:00:00.00,0.121047,30.8334,13.1074,116.338,66.3,117.903
1027,2002-10-24,00:00:00.00,0.214134,31.4122,13.7191,118.995,66.7,121.355
1028,2002-10-25,00:00:00.00,0.187355,32.1744,14.5254,122.603,67.1,125.492
1029,2002-10-26,00:00:00.00,1.09124,32.7457,14.5805,126.134,70.3,128.415
1030,2002-10-27,00:00:00.00,5.48396,32.8938,13.8154,128.265,75.2,129.235
1031,2002-10-28,00:00:00.00,0.896517,32.7914,13.0305,128.819,81.1,128.901
1032,2002-10-29,00:00:00.00,0.68021,32.5321,12.4336,128.439,87.2,128.112
1033,2002-10-30,00:00:00.00,0.248024,32.2162,12.0922,127.772,91.7,127.452
1034,2002-10-31,00:00:00.00,0.177316,31.9225,12.0309,127.336,95.6,127.314
1035,2002-11-01,00:00:00.00,0.323788,31.6444,12.0848,127.347,100,127.645
1036,2002-11-02,00:00:00.00,0.542084,31.3348,11.9568,127.646,103,127.986
1037,2002-11-03,00:00:00.00,2.12967,30.9638,11.6605,127.808,106,127.915
1038,2002-11-04,00:00:00.00,0.547793,30.5799,11.4199,127.604,107,127.471
1039,2002-11-05,00:00:00.00,3.68827,30.1847,11.2293,127.078,108,126.797
1040,2002-11-06,00:00:00.00,1.03551,29.771,11.0423,126.399,109,126.085
1041,2002-11-07,00:00:00.00,1.96434,29.3276,10.857,125.684,108,125.379
1042,2002-11-08,00:00:00.00,4.74738,28.8713,10.6798,124.968,109,124.698
1043,2002-11-09,00:00:00.00,0.564738,28.44,10.5118,124.325,108,124.104
1044,2002-11-10,00:00:00.00,0.204967,27.9885,10.3472,123.706,108,123.507
1045,2002-11-11,00:00:00.00,15.2947,27.5623,10.2333,123.275,114,123.258
1046,2002-11-12,00:00:00.00,8.41178,27.386,10.5397,123.616,126,124.432
1047,2002-11-13,00:00:00.00,0.21093,27.725,11.5944,125.769,136,128.189
1048,2002-11-14,00:00:00.00,0.791006,28.727,13.3986,130.701,145,135.202
1049,2002-11-15,00:00:00.00,3.0167,30.3731,15.7769,138.761,163,145.461
1050,2002-11-16,00:00:00.00,0.239318,32.3435,17.8485,149.318,183,157.136
1051,2002-11-17,00:00:00.00,0.203427,33.8969,18.1964,159.694,197,166.063
1052,2002-11-18,00:00:00.00,4.29569,34.6809,16.9869,166.779,206,170.115
1053,2002-11-19,00:00:00.00,1.0833,34.9154,15.486,169.703,211,170.441
1054,2002-11-20,00:00:00.00,3.7573,34.7457,14.1754,169.346,216,168.341
1055,2002-11-21,00:00:00.00,0.811214,34.311,13.2244,167.001,221,165.074
1056,2002-11-22,00:00:00.00,3.17908,33.8506,12.7346,164.049,228,162.185
1057,2002-11-23,00:00:00.00,0.324154,33.518,12.5131,161.823,232,160.842
1058,2002-11-24,00:00:00.00,1.58463,33.288,12.3304,161.167,239,161.424
1059,2002-11-25,00:00:00.00,0.770796,33.1188,12.1626,162.364,247,163.899
1060,2002-11-26,00:00:00.00,2.06449,32.9261,11.9864,165.136,252,167.49
1061,2002-11-27,00:00:00.00,0.161391,32.5404,11.7971,168.367,256,170.509
1062,2002-11-28,00:00:00.00,0.594069,31.9979,11.6061,170.742,262,171.913
1063,2002-11-29,00:00:00.00,0.767257,31.4196,11.4116,171.637,268,171.81
1064,2002-11-30,00:00:00.00,4.99414,30.8666,11.2135,171.248,273,170.782
1065,2002-12-01,00:00:00.00,1.33924,30.3706,11.0282,170.21,274,169.534
1066,2002-12-02,00:00:00.00,1.45826,29.9323,10.8728,169.116,275,168.497
1067,2002-12-03,00:00:00.00,0.813294,29.5597,10.7454,168.26,274,167.803
