time,date,hour,precip [mm/day],sub7051 [m3/s],sub7052 [m3/s],sub7053 [m3/s],sub7053 (observed) [m3/s],sub7053 (res. inflow) [m3/s]
5538,2015-03-01,00:00:00.00,0.198815,18.6491,6.33707,201.967,245,200.365
5539,2015-03-02,00:00:00.00,0.0873863,18.3574,6.25672,199.455,241,197.813
5540,2015-03-03,00:00:00.00,0.251628,18.0795,6.18338,196.917,238,195.298
5541,2015-03-04,00:00:00.00,5.27638,17.8088,6.11427,194.419,235,192.839
5542,2015-03-05,00:00:00.00,0.363867,17.5372,6.04594,191.959,233,190.411
5543,2015-03-06,00:00:00.00,0.0934597,17.3198,5.98983,189.634,229,188.154
5544,2015-03-07,00:00:00.00,0.554973,17.119,5.93289,187.399,226,185.964
5545,2015-03-08,00:00:00.00,0.874247,16.8527,5.85883,185.077,223,183.6
5546,2015-03-09,00:00:00.00,0.958623,16.5617,5.78442,182.68,221,181.17
5547,2015-03-10,00:00:00.00,0.5172,16.211,5.70275,180.112,219,178.538
5548,2015-03-11,00:00:00.00,0.413255,15.807,5.61388,177.378,216,175.757
5549,2015-03-12,00:00:00.00,0.255969,15.4562,5.54604,174.698,214,173.178
5550,2015-03-13,00:00:00.00,0.215808,15.2013,5.49963,172.3,211,170.982
5551,2015-03-14,00:00:00.00,6.42978,15.075,5.46176,170.436,209,169.692
5552,2015-03-15,00:00:00.00,7.76563,15.1159,5.43273,169.713,207,169.954
5553,2015-03-16,00:00:00.00,0.29693,15.2791,5.40941,170.591,207,171.988
5554,2015-03-17,00:00:00.00,1.51577,15.4311,5.45336,172.963,205,175.383
5555,2015-03-18,00:00:00.00,1.56812,15.4981,5.70831,176.35,204,179.126
5556,2015-03-19,00:00:00.00,0.0607576,15.6847,6.26008,180.468,201,183.692
5557,2015-03-20,00:00:00.00,0.0274642,16.0756,7.07276,185.709,199,189.926
5558,2015-03-21,00:00:00.00,0.223461,16.5778,8.12675,192.12,197,197.078
5559,2015-03-22,00:00:00.00,2.89354,17.1304,9.17721,198.991,196,203.863
5560,2015-03-23,00:00:00.00,0.312187,17.3087,9.30062,204.187,194,206.698
5561,2015-03-24,00:00:00.00,0.0535565,17.0586,8.53892,205.363,192,204.667
5562,2015-03-25,00:00:00.00,0.0630243,16.6723,7.70543,202.748,190,200.223
5563,2015-03-26,00:00:00.00,4.2016,16.1831,6.95394,197.919,189,194.451
5564,2015-03-27,00:00:00.00,1.49772,15.7673,6.46117,192.455,188,189.135
5565,2015-03-28,00:00:00.00,0.396474,15.6078,6.29452,187.946,184,185.546
5566,2015-03-29,00:00:00.00,0.0695956,15.4923,6.22619,184.636,181,182.914
5567,2015-03-30,00:00:00.00,1.0871,15.2428,6.13406,181.811,179,180.352
5568,2015-03-31,00:00:00.00,3.34015,14.9729,6.05203,179.222,179,177.883
5569,2015-04-01,00:00:00.00,0.136238,14.716,5.97982,176.862,174,175.634
5570,2015-04-02,00:00:00.00,0.206161,14.4379,5.90265,174.634,162,173.495
5571,2015-04-03,00:00:00.00,10.0404,13.9861,5.79777,172.193,155,170.888
5572,2015-04-04,00:00:00.00,0.111658,13.5715,5.7259,169.648,153,168.344
5573,2015-04-05,00:00:00.00,0.165419,13.4037,5.72794,167.77,152,167.097
5574,2015-04-06,00:00:00.00,0.453003,13.3969,5.80283,167.347,152,167.968
5575,2015-04-07,00:00:00.00,0.232585,13.5483,6.00486,169.137,153,171.47
5576,2015-04-08,00:00:00.00,0.0761617,13.7769,6.24496,173.406,153,177.556
5577,2015-04-09,00:00:00.00,2.07431,13.9636,6.21221,179.801,153,185.122
5578,2015-04-10,00:00:00.00,7.18866,13.8804,5.94726,186.374,154,190.751
5579,2015-04-11,00:00:00.00,24.2256,13.6402,5.79026,191.109,167,194.155
5580,2015-04-12,00:00:00.00,0.0788972,14.0048,6.29313,195.748,189,200.029
5581,2015-04-13,00:00:00.00,0.0717699,15.869,8.52418,204.369,213,212.79
5582,2015-04-14,00:00:00.00,6.99504,20.2401,14.1446,220.717,242,235.089
5583,2015-04-15,00:00:00.00,0.199963,28.9639,25.8029,250.253,279,265.527
5584,2015-04-16,00:00:00.00,0.0542508,42.0987,46.9805,284.801,308,297.212
5585,2015-04-17,00:00:00.00,0.0355248,57.4231,70.2918,312.85,324,323.135
5586,2015-04-18,00:00:00.00,0.175991,73.6194,84.4996,335.013,333,343
5587,2015-04-19,00:00:00.00,0.339219,89.4234,89.4668,352.62,332,359.242
5588,2015-04-20,00:00:00.00,0.0304784,102.805,85.8905,366.209,330,371.238
5589,2015-04-21,00:00:00.00,17.7399,112.271,74.496,376.045,334,379.699
5590,2015-04-22,00:00:00.00,2.03133,117.574,60.7636,382.915,347,385.277
5591,2015-04-23,00:00:00.00,1.63814,119.337,49.3474,386.619,350,387.626
5592,2015-04-24,00:00:00.00,2.16092,118.417,41.5157,387.522,346,387.746
5593,2015-04-25,00:00:00.00,0.0574998,115.986,37.8768,387.054,338,387.115
5594,2015-04-26,00:00:00.00,0.0556949,113.138,37.0758,386.419,327,386.664
5595,2015-04-27,00:00:00.00,0.526071,110.367,36.883,385.555,315,385.531
5596,2015-04-28,00:00:00.00,0.131545,107.675,36.7481,383.494,306,383.017
5597,2015-04-29,00:00:00.00,0.469734,105.053,36.6302,380.41,299,379.741
5598,2015-04-30,00:00:00.00,1.14208,102.655,36.5445,377.178,280,376.521
5599,2015-05-01,00:00:00.00,0.208402,100.522,36.4954,373.781,253,373.223
5600,2015-05-02,00:00:00.00,0.010877,98.5641,36.4581,370.282,225,369.784
5601,2015-05-03,00:00:00.00,0.0434632,96.7504,36.4182,366.929,198,366.429
5602,2015-05-04,00:00:00.00,0.0108655,94.9768,36.3741,363.18,177,362.607
5603,2015-05-05,00:00:00.00,2.76063,93.4498,36.3667,359.695,163,359.294
5604,2015-05-06,00:00:00.00,0.0578883,92.1485,36.3757,356.833,153,356.53
5605,2015-05-07,00:00:00.00,0.0734437,90.7838,36.3492,353.568,145,353.178
5606,2015-05-08,00:00:00.00,0.0321671,89.4472,36.3162,349.956,140,349.577
5607,2015-05-09,00:00:00.00,0.315968,88.2722,36.3142,346.461,136,346.138
5608,2015-05-10,00:00:00.00,5.31096,87.4921,36.3624,343.685,135,343.553
5609,2015-05-11,00:00:00.00,2.09829,86.9586,36.4056,341.821,136,341.871
5610,2015-05-12,00:00:00.00,6.22797,86.4849,36.4316,340.266,138,340.334
5611,2015-05-13,00:00:00.00,7.50171,86.0736,36.4548,338.659,149,338.741
5612,2015-05-14,00:00:00.00,0.18323,85.6377,36.4581,337.104,158,337.195
5613,2015-05-15,00:00:00.00,0.514355,85.0863,36.4277,335.209,163,335.141
5614,2015-05-16,00:00:00.00,1.29598,84.6365,36.4226,333.184,163,333.051
5615,2015-05-17,00:00:00.00,0.179898,84.2119,36.4257,331.355,159,331.285
5616,2015-05-18,00:00:00.00,0.159503,83.4731,36.3705,328.709,155,328.593
5617,2015-05-19,00:00:00.00,2.41031,82.7001,36.3375,325.793,153,325.624
5618,2015-05-20,00:00:00.00,0.111754,82.0746,36.3418,323.433,151,323.331
5619,2015-05-21,00:00:00.00,0.0298759,81.4847,36.3389,321.076,149,320.993
5620,2015-05-22,00:00:00.00,1.47858,81.0203,36.3736,318.662,146,318.549
5621,2015-05-23,00:00:00.00,0.178388,80.7782,36.4432,316.748,144,316.762
5622,2015-05-24,00:00:00.00,0.453696,80.3313,36.4267,314.629,145,314.579
5623,2015-05-25,00:00:00.00,0.0558534,79.6448,36.3544,311.711,147,311.443
5624,2015-05-26,00:00:00.00,15.7644,79.0743,36.3331,308.988,154,308.729
5625,2015-05-27,00:00:00.00,1.25077,78.5612,36.2977,306.312,161,306.07
5626,2015-05-28,00:00:00.00,5.05478,78.0864,36.1534,303.636,165,303.464
5627,2015-05-29,00:00:00.00,0.411514,77.6146,35.9566,301.048,169,301.004
5628,2015-05-30,00:00:00.00,0.172142,77.0906,35.7759,298.065,180,297.968
5629,2015-05-31,00:00:00.00,8.83166,76.7157,35.6257,295.28,193,295.195
5630,2015-06-01,00:00:00.00,0.160379,76.504,35.5098,293.087,203,293.116
5631,2015-06-02,00:00:00.00,0.25621,76.2087,35.3478,290.903,208,290.94
5632,2015-06-03,00:00:00.00,0.372194,75.7068,35.0302,288.43,212,288.383
5633,2015-06-04,00:00:00.00,0.0168373,75.0323,34.61,285.696,215,285.598
5634,2015-06-05,00:00:00.00,0.194588,74.2891,34.179,282.701,218,282.52
5635,2015-06-06,00:00:00.00,4.0528,73.6983,33.7439,279.897,229,279.743
5636,2015-06-07,00:00:00.00,0.251869,73.0669,33.2399,277.332,246,277.185
5637,2015-06-08,00:00:00.00,14.7547,72.2506,32.6688,274.289,263,273.962
5638,2015-06-09,00:00:00.00,2.31975,71.4098,32.1232,271.064,276,270.653
5639,2015-06-10,00:00:00.00,0.121991,70.3871,31.6084,267.931,282,267.516
5640,2015-06-11,00:00:00.00,5.15506,69.2639,31.1399,264.923,286,264.556
5641,2015-06-12,00:00:00.00,0.133591,68.0373,30.68,261.972,287,261.587
5642,2015-06-13,00:00:00.00,3.51937,66.7649,30.2088,259.183,284,258.899
5643,2015-06-14,00:00:00.00,0.0861684,65.3236,29.5998,256.196,277,255.939
5644,2015-06-15,00:00:00.00,4.56863,63.7938,28.8057,253.102,273,252.7
5645,2015-06-16,00:00:00.00,0.487931,62.2786,27.949,250.09,269,249.654
5646,2015-06-17,00:00:00.00,0.0445813,60.7477,27.1459,246.886,266,246.444
5647,2015-06-18,00:00:00.00,0.00835334,59.2705,26.3955,243.735,263,243.258
5648,2015-06-19,00:00:00.00,3.5364,57.6167,25.5697,240.306,257,239.702
5649,2015-06-20,00:00:00.00,0.0477416,55.9119,24.7176,236.603,246,235.953
5650,2015-06-21,00:00:00.00,0.3824,54.1898,23.9068,232.556,234,231.918
5651,2015-06-22,00:00:00.00,0.454382,52.4383,23.1443,228.667,218,227.572
5652,2015-06-23,00:00:00.00,0.486464,50.6902,22.3991,224.93,207,223.19
5653,2015-06-24,00:00:00.00,22.4537,49.0913,21.7353,220.981,198,219.198
5654,2015-06-25,00:00:00.00,3.04546,47.6118,21.1693,217.177,189,215.624
5655,2015-06-26,00:00:00.00,0.0401101,46.2602,20.6878,213.887,179,212.578
5656,2015-06-27,00:00:00.00,0.0283339,44.9759,20.3265,210.817,169,209.711
5657,2015-06-28,00:00:00.00,0.0403847,43.6947,20.1217,207.726,155,206.892
5658,2015-06-29,00:00:00.00,1.34298,42.824,20.0561,205.742,142,205.694
5659,2015-06-30,00:00:00.00,0.790988,42.0529,19.671,204.657,133,204.893
5660,2015-07-01,00:00:00.00,6.74194,41.1863,19.0525,203.307,124,203.112
5661,2015-07-02,00:00:00.00,10.9866,40.3921,18.5795,201.637,113,201.138
5662,2015-07-03,00:00:00.00,0.625071,39.4582,18.1448,199.331,103,198.499
5663,2015-07-04,00:00:00.00,0.586601,38.4104,17.7753,196.23,94.2,195.013
5664,2015-07-05,00:00:00.00,0.591041,37.5123,17.5537,192.965,87.9,191.67
5665,2015-07-06,00:00:00.00,0.0949026,36.6897,17.5134,189.57,82.5,188.311
5666,2015-07-07,00:00:00.00,0.0483512,35.8541,17.5125,186.03,79.3,184.775
5667,2015-07-08,00:00:00.00,11.7527,35.0858,17.1835,182.766,78,181.659
5668,2015-07-09,00:00:00.00,0.149019,34.2879,16.6021,179.693,77.7,178.712
5669,2015-07-10,00:00:00.00,0.0955395,33.4809,16.1418,176.749,76.3,175.867
5670,2015-07-11,00:00:00.00,0.0621723,32.642,15.7847,173.93,75.2,173.063
5671,2015-07-12,00:00:00.00,0.195612,31.7713,15.4684,171.018,74.3,170.098
5672,2015-07-13,00:00:00.00,0.436018,30.9614,15.1923,168.049,73.8,167.154
5673,2015-07-14,00:00:00.00,0.354364,30.22,14.89,165.157,73.5,164.302
5674,2015-07-15,00:00:00.00,4.39377,29.6845,14.5877,162.591,72,161.871
5675,2015-07-16,00:00:00.00,0.73044,29.2079,14.2939,160.275,71.6,159.717
5676,2015-07-17,00:00:00.00,0.0445823,28.5452,13.9605,157.93,71.4,157.297
5677,2015-07-18,00:00:00.00,8.56564,28.0577,13.6775,155.951,71.5,155.408
5678,2015-07-19,00:00:00.00,0.556172,27.4808,13.3914,153.9,70.4,153.333
5679,2015-07-20,00:00:00.00,1.65438,26.7178,13.096,151.474,69,150.718
5680,2015-07-21,00:00:00.00,0.647913,26.0859,12.8422,149.069,68,148.385
5681,2015-07-22,00:00:00.00,0.266851,25.4577,12.5831,146.736,66.5,146.147
5682,2015-07-23,00:00:00.00,0.164124,24.8774,12.3502,144.602,66,144.157
5683,2015-07-24,00:00:00.00,0.0688259,24.2289,12.0983,142.445,65.9,141.975
5684,2015-07-25,00:00:00.00,0.201164,23.4624,11.8218,139.989,65.8,139.287
5685,2015-07-26,00:00:00.00,6.82857,22.9072,11.6086,137.559,65.9,136.834
5686,2015-07-27,00:00:00.00,0.383215,22.3714,11.4115,135.029,65.7,134.303
5687,2015-07-28,00:00:00.00,0.513906,21.5991,11.1759,132.129,65.4,131.311
5688,2015-07-29,00:00:00.00,0.861556,20.8146,10.9689,129.152,63.7,128.361
5689,2015-07-30,00:00:00.00,0.162869,20.1277,10.8088,126.311,60.3,125.642
5690,2015-07-31,00:00:00.00,0.172598,19.7579,10.7056,124.207,56.2,123.827
5691,2015-08-01,00:00:00.00,9.16766,19.6775,10.6079,122.926,53.6,122.842
5692,2015-08-02,00:00:00.00,0.13932,19.6075,10.4679,121.828,52,121.801
5693,2015-08-03,00:00:00.00,9.17256,19.3736,10.3128,120.32,50.7,120.059
5694,2015-08-04,00:00:00.00,22.1114,19.1984,10.1866,118.648,49.3,118.326
5695,2015-08-05,00:00:00.00,2.52535,19.2865,10.1478,117.634,47.9,117.775
5696,2015-08-06,00:00:00.00,0.604559,19.3663,10.2711,117.306,47.2,118.067
5697,2015-08-07,00:00:00.00,0.16171,19.419,10.6736,117.622,46.3,119.006
5698,2015-08-08,00:00:00.00,0.0972964,19.7156,11.3178,119.178,45.8,121.395
5699,2015-08-09,00:00:00.00,0.407389,20.1925,11.823,121.977,45.1,124.842
5700,2015-08-10,00:00:00.00,0.100921,20.3743,11.7068,124.562,44.4,126.738
5701,2015-08-11,00:00:00.00,2.58667,20.3733,11.1519,125.857,44.3,126.803
5702,2015-08-12,00:00:00.00,2.52606,20.4017,10.599,125.847,43.8,126.022
5703,2015-08-13,00:00:00.00,0.296052,20.2086,10.2035,124.506,43.8,123.987
5704,2015-08-14,00:00:00.00,0.628781,19.7545,9.93756,122.163,43.4,121.278
5705,2015-08-15,00:00:00.00,3.20748,19.3167,9.73718,119.775,42.3,119.063
5706,2015-08-16,00:00:00.00,0.39977,18.8955,9.57684,117.599,41.9,117.123
5707,2015-08-17,00:00:00.00,0.265006,18.3345,9.39815,115.436,42.7,114.97
5708,2015-08-18,00:00:00.00,1.65031,17.9829,9.28017,113.893,43.4,113.71
5709,2015-08-19,00:00:00.00,6.25695,17.8981,9.21046,113.161,44.2,113.345
5710,2015-08-20,00:00:00.00,2.34401,17.7575,9.08151,112.603,45.4,112.807
5711,2015-08-21,00:00:00.00,14.9014,17.5621,8.93523,111.877,47.7,112.023
5712,2015-08-22,00:00:00.00,0.177983,17.4222,8.85758,111.149,49.3,111.303
5713,2015-08-23,00:00:00.00,0.165652,17.1415,8.86478,110.255,49.6,110.354
5714,2015-08-24,00:00:00.00,0.0171454,16.8755,9.06097,109.299,49.3,109.461
5715,2015-08-25,00:00:00.00,3.14127,17.0133,9.52856,109.02,48.4,109.614
5716,2015-08-26,00:00:00.00,2.7363,17.4879,10.0546,109.615,47.6,110.704
5717,2015-08-27,00:00:00.00,1.1053,17.9659,10.1076,110.491,46.7,111.569
5718,2015-08-28,00:00:00.00,0.0762459,18.2624,9.71892,111.045,46.3,111.697
5719,2015-08-29,00:00:00.00,0.146449,18.2851,9.33768,110.819,45.4,110.998
5720,2015-08-30,00:00:00.00,0.331626,18.1616,9.08514,110.016,45.1,109.934
5721,2015-08-31,00:00:00.00,0.0571397,17.9541,8.87549,108.964,44.9,108.803
5722,2015-09-01,00:00:00.00,0.452959,17.6102,8.67642,107.654,43.5,107.434
5723,2015-09-02,00:00:00.00,0.364748,17.2366,8.52323,106.227,42.7,106.008
5724,2015-09-03,00:00:00.00,3.24778,16.9195,8.39745,104.926,42,104.855
5725,2015-09-04,00:00:00.00,0.339778,16.6775,8.28723,103.988,39.2,104.096
5726,2015-09-05,00:00:00.00,0.410833,16.3588,8.15459,103.039,39.3,103.094
5727,2015-09-06,00:00:00.00,0.252051,15.9645,8.01119,101.848,39.3,101.761
5728,2015-09-07,00:00:00.00,0.180969,15.5883,7.88933,100.637,39.3,100.515
5729,2015-09-08,00:00:00.00,5.18492,15.359,7.80754,99.7321,39.3,99.7622
5730,2015-09-09,00:00:00.00,6.15098,15.2634,7.737,99.1729,40,99.3774
5731,2015-09-10,00:00:00.00,1.37259,15.1438,7.65461,98.6085,39.9,98.8414
5732,2015-09-11,00:00:00.00,0.476863,15.0246,7.57647,97.9987,40.2,98.1648
5733,2015-09-12,00:00:00.00,0.266633,14.9717,7.51198,97.4666,39.7,97.658
5734,2015-09-13,00:00:00.00,0.229311,14.9599,7.44833,97.0405,39.2,97.3218
5735,2015-09-14,00:00:00.00,0.983606,14.8678,7.35522,96.5429,38.7,96.7584
5736,2015-09-15,00:00:00.00,0.132531,14.619,7.22134,95.7554,39.4,95.8053
5737,2015-09-16,00:00:00.00,0.441019,14.2491,7.07591,94.6959,40.1,94.5898
5738,2015-09-17,00:00:00.00,0.0636005,13.9122,6.97523,93.5711,40.2,93.4309
5739,2015-09-18,00:00:00.00,0.0339375,13.6601,6.89918,92.5764,40.1,92.4838
5740,2015-09-19,00:00:00.00,3.77155,13.4935,6.8306,91.8253,40.4,91.8352
5741,2015-09-20,00:00:00.00,25.5235,13.408,6.7819,91.2871,39.9,91.39
5742,2015-09-21,00:00:00.00,0.219054,13.2791,6.74813,90.735,41.5,90.9103
5743,2015-09-22,00:00:00.00,0.0719188,13.2555,6.99667,90.4955,41.1,91.0603
5744,2015-09-23,00:00:00.00,0.0452494,13.49,7.66919,91.0607,40.8,92.3056
5745,2015-09-24,00:00:00.00,0.0772415,14.0358,8.63934,92.7145,40.3,94.7314
5746,2015-09-25,00:00:00.00,0.0930895,14.8351,9.60384,95.333,40.2,97.8934
5747,2015-09-26,00:00:00.00,0.762417,15.4425,9.70323,97.875,40.3,99.7771
5748,2015-09-27,00:00:00.00,0.0530727,15.6696,9.00046,99.0238,40.1,99.6072
5749,2015-09-28,00:00:00.00,0.0190454,15.6173,8.24661,98.5095,40.2,98.2132
5750,2015-09-29,00:00:00.00,1.34452,15.4081,7.64495,97.1275,40.3,96.4133
5751,2015-09-30,00:00:00.00,5.1473,15.2626,7.35828,95.6598,42,95.111
5752,2015-10-01,00:00:00.00,1.26106,15.2302,7.27695,94.5579,41.2,94.3651
5753,2015-10-02,00:00:00.00,0.0978588,15.1787,7.19376,93.8077,40.5,93.7461
5754,2015-10-03,00:00:00.00,0.27354,15.0867,7.10178,93.2433,39.9,93.2299
5755,2015-10-04,00:00:00.00,0.262415,14.972,7.01163,92.712,39.4,92.7237
5756,2015-10-05,00:00:00.00,2.29177,14.9064,6.94171,92.2761,38.9,92.3692
5757,2015-10-06,00:00:00.00,0.200931,14.8508,6.86634,91.9353,38.8,92.0621
5758,2015-10-07,00:00:00.00,0.113918,14.6756,6.76247,91.457,39,91.4756
5759,2015-10-08,00:00:00.00,0.13399,14.5526,6.68632,90.9908,38.8,91.0324
5760,2015-10-09,00:00:00.00,6.50327,14.5233,6.63486,90.6854,39.1,90.8273
5761,2015-10-10,00:00:00.00,6.43615,14.4643,6.56759,90.4216,39.6,90.5587
5762,2015-10-11,00:00:00.00,0.18082,14.3384,6.48566,90.0759,39.8,90.1581
5763,2015-10-12,00:00:00.00,0.101412,14.1819,6.40459,89.7222,39.4,89.8204
5764,2015-10-13,00:00:00.00,0.544321,14.1152,6.34168,89.6262,39.5,89.9434
5765,2015-10-14,00:00:00.00,5.61349,14.0967,6.28242,89.8459,39.6,90.4059
5766,2015-10-15,00:00:00.00,0.694911,14.0624,6.23053,90.2809,40.1,90.9274
5767,2015-10-16,00:00:00.00,11.0421,13.9979,6.1933,90.6996,40.4,91.1941
5768,2015-10-17,00:00:00.00,1.28758,13.9628,6.18198,90.9568,40.6,91.2705
5769,2015-10-18,00:00:00.00,0.293307,14.0504,6.30681,91.2227,40.2,91.5945
5770,2015-10-19,00:00:00.00,0.242188,14.2347,6.63801,91.6585,40.1,92.1896
5771,2015-10-20,00:00:00.00,0.479476,14.4214,7.08946,92.1163,40.5,92.7761
5772,2015-10-21,00:00:00.00,0.302123,14.6768,7.53285,92.6925,39.8,93.5074
5773,2015-10-22,00:00:00.00,5.04969,14.915,7.62042,93.3582,39.8,94.0978
5774,2015-10-23,00:00:00.00,2.56598,14.9779,7.36933,93.6521,39.1,94.0426
5775,2015-10-24,00:00:00.00,0.126766,15.0306,7.19836,93.6314,39.5,93.8068
5776,2015-10-25,00:00:00.00,14.3718,15.1147,7.25047,93.4542,39.8,93.5649
5777,2015-10-26,00:00:00.00,2.14166,15.385,7.7133,93.4105,39.8,93.7607
5778,2015-10-27,00:00:00.00,0.106584,15.9863,8.59247,94.0683,40.2,95.0586
5779,2015-10-28,00:00:00.00,0.084971,16.7829,9.45862,95.683,40.1,97.3759
5780,2015-10-29,00:00:00.00,18.9168,17.7837,10.338,98.3471,41.3,100.787
5781,2015-10-30,00:00:00.00,11.1204,19.1127,11.5281,102.292,42.5,105.724
5782,2015-10-31,00:00:00.00,0.216448,20.6422,12.5235,107.495,44.7,111.507
5783,2015-11-01,00:00:00.00,4.05086,22.2724,13.344,113.404,50,117.745
5784,2015-11-02,00:00:00.00,4.72268,24.307,14.8708,120.327,57.1,125.75
5785,2015-11-03,00:00:00.00,1.087,26.9062,17.1954,129.085,63.7,135.84
5786,2015-11-04,00:00:00.00,1.11013,29.4459,18.9487,138.376,68.5,144.589
5787,2015-11-05,00:00:00.00,0.174573,31.3485,19.1078,145.496,74.7,149.428
5788,2015-11-06,00:00:00.00,1.04375,32.7792,18.5361,149.595,83.2,151.663
5789,2015-11-07,00:00:00.00,11.432,33.7835,17.7287,151.333,93.4,152.08
5790,2015-11-08,00:00:00.00,0.570336,34.3594,16.6341,151.406,102,151.188
5791,2015-11-09,00:00:00.00,0.142852,34.7233,15.8758,150.681,108,150.254
5792,2015-11-10,00:00:00.00,0.117575,35.0897,15.8966,150.16,111,150.221
5793,2015-11-11,00:00:00.00,0.666501,35.6682,16.6498,150.639,115,151.561
5794,2015-11-12,00:00:00.00,1.57471,36.4333,17.5411,152.275,123,153.923
5795,2015-11-13,00:00:00.00,6.05693,37.0136,17.439,154.261,132,155.609
5796,2015-11-14,00:00:00.00,2.54829,37.2423,16.5903,155.455,139,156.031
5797,2015-11-15,00:00:00.00,0.358816,37.3102,15.9892,155.878,148,156.195
5798,2015-11-16,00:00:00.00,0.192406,37.3431,15.751,156.199,158,156.6
5799,2015-11-17,00:00:00.00,0.104895,37.4684,15.9259,156.835,166,157.588
5800,2015-11-18,00:00:00.00,0.0782248,37.7506,16.3413,158.019,176,159.19
5801,2015-11-19,00:00:00.00,6.63501,37.9448,16.2949,159.468,193,160.59
5802,2015-11-20,00:00:00.00,5.22865,37.9092,15.8394,160.565,205,161.315
5803,2015-11-21,00:00:00.00,0.547728,37.9015,15.676,161.432,212,162.169
5804,2015-11-22,00:00:00.00,3.20049,38.086,15.9516,162.677,221,163.788
5805,2015-11-23,00:00:00.00,3.53468,38.5232,16.663,164.672,229,166.411
5806,2015-11-24,00:00:00.00,0.979779,39.2039,17.5765,167.596,232,170.009
5807,2015-11-25,00:00:00.00,0.416941,39.7805,17.8935,170.956,238,173.33
5808,2015-11-26,00:00:00.00,0.322082,39.9511,17.2728,173.73,249,175.382
5809,2015-11-27,00:00:00.00,7.22258,39.7966,16.3812,175.459,259,176.467
5810,2015-11-28,00:00:00.00,11.9653,39.5501,15.909,176.417,286,177.079
5811,2015-11-29,00:00:00.00,0.174541,39.5073,16.1203,177.377,308,178.314
5812,2015-11-30,00:00:00.00,0.147262,39.9393,17.0813,179.437,311,181.465
5813,2015-12-01,00:00:00.00,0.15985,40.985,18.8201,183.496,305,187.161
5814,2015-12-02,00:00:00.00,2.88093,42.5291,20.6877,189.858,304,195.044
5815,2015-12-03,00:00:00.00,0.841353,43.8309,21.0267,197.25,306,202.298
5816,2015-12-04,00:00:00.00,0.555163,44.3527,19.833,203.209,307,206.4
5817,2015-12-05,00:00:00.00,0.591159,44.2797,18.4238,206.379,308,207.644
5818,2015-12-06,00:00:00.00,0.640441,43.8574,17.2162,207.166,309,207.184
5819,2015-12-07,00:00:00.00,0.335384,43.3277,16.52,206.635,311,206.097
5820,2015-12-08,00:00:00.00,0.489785,42.9228,16.4188,205.66,309,205.032
5821,2015-12-09,00:00:00.00,0.983511,42.7747,16.8732,204.659,307,204.097
5822,2015-12-10,00:00:00.00,4.35732,42.9676,17.8616,203.9,301,203.635
5823,2015-12-11,00:00:00.00,0.956518,43.446,18.9702,203.664,298,203.87
5824,2015-12-12,00:00:00.00,6.50253,43.8576,19.3391,203.905,295,204.281
5825,2015-12-13,00:00:00.00,0.368812,44.1665,19.2051,204.518,293,205.153
5826,2015-12-14,00:00:00.00,6.26057,44.6299,19.4429,205.875,293,207.281
5827,2015-12-15,00:00:00.00,23.956,45.3965,20.1851,208.567,302,211.032
5828,2015-12-16,00:00:00.00,5.58197,46.7028,21.5181,213.102,325,217.018
5829,2015-12-17,00:00:00.00,1.66292,48.8154,23.4792,220.154,341,226.018
5830,2015-12-18,00:00:00.00,3.84921,51.7936,25.9674,231.104,345,237.858
5831,2015-12-19,00:00:00.00,0.937503,55.8403,29.4254,246.313,342,252.957
5832,2015-12-20,00:00:00.00,0.682354,60.5248,32.9761,263.133,336,269.576
5833,2015-12-21,00:00:00.00,1.01542,64.053,33.2309,276.797,332,281.059
5834,2015-12-22,00:00:00.00,7.34834,65.857,30.7406,284.219,328,285.893
5835,2015-12-23,00:00:00.00,3.04325,66.6665,28.3172,286.977,326,287.578
5836,2015-12-24,00:00:00.00,4.73682,66.6752,26.1226,287.331,327,287.237
5837,2015-12-25,00:00:00.00,9.08822,66.2121,24.5103,286.605,326,286.468
5838,2015-12-26,00:00:00.00,0.408693,66.0785,24.4337,287.533,320,288.622
5839,2015-12-27,00:00:00.00,2.78703,66.7497,26.1586,292.373,315,295.167
5840,2015-12-28,00:00:00.00,3.00284,68.2466,29.276,300.905,311,304.832
5841,2015-12-29,00:00:00.00,0.330178,70.8488,33.7914,312.316,311,317.286
5842,2015-12-30,00:00:00.00,17.2712,74.1789,38.0644,325.149,315,330.162
5843,2015-12-31,00:00:00.00,1.43471,76.6254,38.2712,335.191,315,338.042
5844,2016-01-01,00:00:00.00,0.392875,77.6,35.264,339.124,314,339.443
5845,2016-01-02,00:00:00.00,1.26346,77.6114,32.2294,337.94,313,336.817
5846,2016-01-03,00:00:00.00,0.89723,76.9121,29.5478,334.256,311,332.659
5847,2016-01-04,00:00:00.00,1.20018,75.864,27.7604,330.174,308,328.803
5848,2016-01-05,00:00:00.00,0.300924,74.7167,26.7717,326.92,306,325.875
5849,2016-01-06,00:00:00.00,0.526367,73.4357,25.9044,324.253,307,323.299
5850,2016-01-07,00:00:00.00,0.631074,72.0034,25.0808,321.583,311,320.626
5851,2016-01-08,00:00:00.00,1.15861,70.4763,24.307,318.839,314,317.854
5852,2016-01-09,00:00:00.00,0.653934,68.9125,23.5818,316.041,315,315.034
5853,2016-01-10,00:00:00.00,3.69474,67.3206,22.8941,313.168,316,312.111
