time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
1722,2014-09-19,00:00:00.00,0,5.85235,2.0048,3.10388,7.9,1.69476,3.1,2.18687,1.37,5.65126,8.16,1.96664,1.29,2.04608,0.916,2.37529,2.06,2.38991,1.31,2.14439,1.72,0.867751,0.36,4.71345,3.59,2.06932,5.55,1.15802,0.9,1.32001,2.99,1.35699,0.584,7.25634,3.398,2.75838,1.3026,2.40324,1.2799,4.13967,7.6455,2.25649,10.4206,4.44363,12.4877,4.58245,1.4725,1.22733,0.9203,5.47457,0.0246,2.59134,0.1025,1.87484,1.4753,20.0586,19.6802
1723,2014-09-20,00:00:00.00,0,3.91503,1.4272,2.94287,6.86,1.62444,2.55,2.01346,1.1,5.19682,7.67,1.83405,1.13,1.9885,0.706,2.16933,1.94,2.36194,1.07,2.05448,1.44,0.841062,0.289,3.908,2.93,1.87425,4.24,1.14364,0.578,1.06788,1.85,1.13731,0.38,6.79451,2.7609,2.49936,1.0874,2.07923,1.0959,3.7256,7.3057,2.25,9.656,4.11939,11.2135,4.1189,1.3366,1.18028,0.7447,4.05657,0.0221,2.10168,0.0971,1.47758,1.2969,16.3986,17.783
1724,2014-09-21,00:00:00.00,0.0462352,3.26539,1.1213,2.86369,6.23,1.60765,2.16,2.06592,0.942,5.10082,7.36,1.83219,1.04,1.99538,0.591,2.16302,1.82,2.33425,1.02,2.03344,1.32,0.840508,0.254,3.92482,2.51,1.89526,3.38,1.12942,0.425,1.04558,1.24,1.14078,0.261,6.70857,2.3163,2.54093,0.9401,2.1222,0.9968,3.75927,7.1358,2.75614,11.0153,4.41797,11.2418,4.24037,1.5546,1.22444,0.6881,4.14518,0.0235,2.17839,0.0895,1.4951,1.161,14.2865,16.537
1725,2014-09-22,00:00:00.00,1.5887,3.48184,0.9968,3.63225,6.06,2.04713,4.45,4.4025,5.19,11.8424,13.6,3.44709,1.49,3.44363,0.702,4.03637,1.69,4.17703,1.09,2.3783,1.36,0.964555,0.245,10.3173,5.01,2.87014,3.17,5.44365,1.84,2.94635,3.25,2.29641,2.38,15.0499,4.1059,6.87293,1.0336,6.05712,1.1553,10.0653,10.1374,11.346,26.363,16.2582,30.0159,8.43587,5.5218,1.75913,0.807,4.44052,0.0337,2.45862,0.0988,1.56577,1.1383,13.8377,18.1228
1726,2014-09-23,00:00:00.00,0.119461,4.11486,0.9033,4.41578,10.6,2.15402,12.4,5.03875,6.45,16.6069,12.5,4.4242,1.45,3.64636,1.56,4.85057,1.82,4.15763,1.09,2.51072,2.23,1.03165,0.241,15.1779,11.1,3.57681,12.1,5.85009,11.1,3.88867,10.6,2.93388,8.87,22.1926,17.5564,8.75124,1.8236,8.08428,1.9369,15.2045,9.4012,13.145,14.9513,21.2194,19.5386,11.2753,2.4919,1.95621,0.6116,4.49159,0.0314,2.73429,0.0994,1.92208,2.254,14.9822,21.6058
1727,2014-09-24,00:00:00.00,0,4.32075,0.807,3.76623,17.5,1.67306,7.46,2.22851,3.14,10.2887,11.1,2.60612,1.22,2.02758,1.22,2.83889,1.7,2.26056,0.864,2.11243,1.78,0.883865,0.213,8.40349,7.31,2.5714,15.3,1.50806,8.83,2.07214,15,1.74994,16.4,14.1341,17.4432,4.23978,2.0218,3.90273,2.3333,9.81146,8.3818,3.48865,11.2984,7.923,15.8291,9.44037,1.6594,1.3311,0.5437,4.21975,0.028,2.46006,0.0782,1.91086,1.5659,15.8211,16.084
1728,2014-09-25,00:00:00.00,0,3.84529,1.0024,2.96282,11.7,1.52999,5.03,1.76733,1.88,5.17834,9.49,1.61636,1.12,1.88953,0.863,1.95568,1.61,2.2262,0.765,1.93385,1.38,0.801587,0.186,3.86937,5.62,1.94936,9.76,1.07416,2.89,1.11092,16.4,1.08814,7.49,6.4039,10.5905,2.19429,1.6112,1.73716,1.7953,5.25947,7.9287,1.55051,10.4206,2.89392,13.3939,8.2184,1.4045,1.07298,0.521,4.02456,0.0241,2.14332,0.0685,1.51687,1.1921,14.9108,17.1317
1729,2014-09-26,00:00:00.00,0,3.37527,0.8807,2.74121,8.67,1.51685,3.74,2.00451,1.34,4.57784,8.39,1.75372,0.962,1.87062,0.646,2.03269,1.48,2.19986,0.707,1.91748,1.19,0.79271,0.17,3.76408,3.93,1.79147,7,1.06075,1.22,0.991199,8.04,1.07826,1.82,5.96499,7.0509,2.28902,1.2686,1.91634,1.3649,4.25676,7.0226,2.33413,9.5428,3.98205,12.9125,6.13337,1.2969,1.11691,0.504,3.92753,0.0218,2.04639,0.068,1.39895,1.0534,13.6325,16.2539
1730,2014-09-27,00:00:00.00,0,3.13328,0.7164,2.67141,7.21,1.49903,3.02,1.84116,1.06,4.77857,7.75,1.70938,0.851,1.8461,0.552,2.01873,1.41,2.17379,0.662,1.89467,1.1,0.783952,0.163,3.5362,2.87,1.75044,4.76,1.0475,0.782,0.975167,3,1.06608,0.765,6.38234,5.1253,2.27898,1.0449,1.91233,1.1242,3.3588,6.5129,2.01511,8.7499,3.72661,12.5727,4.32666,1.2091,1.08954,0.4927,3.88818,0.0201,2.01557,0.0745,1.39224,1.0449,12.8737,16.1689
1731,2014-09-28,00:00:00.00,0,3.02314,0.6258,2.64166,6.28,1.48158,2.55,1.89133,0.874,4.76584,7.3,1.69455,0.784,1.8269,0.447,1.98295,1.35,2.14798,0.617,1.87238,1.01,0.775241,0.154,3.57758,2.38,1.72327,3.41,1.0344,0.544,0.963667,1.65,1.05419,0.431,6.19096,4.021,2.25565,0.858,1.89083,1.0024,3.25894,5.5501,2.13767,7.9004,3.83418,11.1002,3.70109,1.161,1.08014,0.4814,3.8456,0.0198,1.99949,0.0866,1.37357,0.9741,12.4256,15.4893
1732,2014-09-29,00:00:00.00,2.08956e-05,2.96822,0.6088,2.60726,5.73,1.46429,2.25,1.82832,0.751,4.70356,6.67,1.67514,0.693,1.80345,0.394,1.96472,1.31,2.12243,0.568,1.85031,0.934,0.766614,0.155,3.47641,2.11,1.70534,2.72,1.02146,0.418,0.952463,1.11,1.04239,0.286,6.05991,3.3131,2.23082,0.7561,1.87005,0.8976,3.11231,5.3802,2.04138,7.419,3.70999,10.0525,3.25123,1.1327,1.06642,0.4729,3.80074,0.0201,1.97243,0.0912,1.35942,0.9486,12.1378,16.0557
1733,2014-09-30,00:00:00.00,0.0012239,2.92699,0.5578,2.57887,5.27,1.44718,2.07,1.82595,0.672,4.66195,4.96,1.65666,0.618,1.78411,0.367,1.93843,1.27,2.09715,0.546,1.82846,0.888,0.758054,0.158,3.47192,1.92,1.68404,2.36,1.00866,0.381,0.941375,0.763,1.03068,0.206,6.03539,2.7354,2.206,0.6909,1.84933,0.8297,3.07952,5.2953,2.07017,7.2774,3.73256,9.5994,3.14548,1.1185,1.05394,0.4644,3.75728,0.0258,1.98956,0.1085,1.34401,0.9401,11.942,16.3955
1734,2014-10-01,00:00:00.00,1.11871,3.88278,0.7079,3.32896,5.5,2.32088,2.25,5.19155,0.823,6.78542,5.8,2.16514,0.652,4.82394,0.975,3.94766,1.41,5.40634,0.95,3.35431,1.02,1.42497,0.393,11.0839,1.88,3.82938,2.21,4.16641,0.338,2.35293,0.605,2.36987,0.183,8.37102,2.5004,3.16713,0.6739,2.52435,0.8042,4.81046,6.258,5.47194,12.063,6.83492,16.3388,4.45352,2.002,1.11999,0.9514,4.81645,0.0405,3.10616,0.2449,2.32873,3.7945,15.1374,26.4479
1735,2014-10-02,00:00:00.00,0.0421354,4.89322,0.8608,4.22829,5.89,2.59523,2.7,6.05803,1.13,8.48332,5.17,2.45163,0.783,5.55822,1.25,4.84647,1.46,5.98055,1.57,4.14509,1.22,1.60515,0.494,15.8889,2.05,4.52195,2.18,4.25925,1.32,3.06326,0.579,2.98658,0.217,11.1375,2.6929,3.78064,0.6485,3.05299,0.807,6.19963,5.4935,6.71613,8.0986,8.29043,11.1852,5.38929,1.4527,1.14814,0.5805,5.50959,0.0402,3.72174,0.0991,2.74228,2.3022,19.6936,22.8517
1736,2014-10-03,00:00:00.00,0.009661,4.5006,1.2035,3.73404,5.81,1.67713,2.8,2.11462,1.08,6.65868,5.31,1.86259,0.726,2.34101,1.41,2.72243,1.55,2.62183,1.14,2.55824,1.12,0.827945,0.31,7.5161,2.5,2.28696,2.11,1.07647,1.31,1.67002,0.659,1.54793,0.462,9.26311,2.6674,2.879,0.7306,2.38679,0.807,4.73022,5.3802,2.9556,7.5606,4.66241,9.8543,4.62082,1.2374,1.17174,0.5437,4.34807,0.0377,2.44284,0.1161,1.69247,1.4923,19.0883,13.9319
1737,2014-10-04,00:00:00.00,1.25807,4.53362,1.2601,3.82158,6.11,2.2522,3.04,4.40811,2.09,8.3327,6.92,2.43871,0.719,4.49914,1.7,5.44916,2.04,6.25292,1.56,2.83041,1.21,0.966695,0.273,7.63825,2.76,2.7512,2.4,3.13733,0.886,1.8805,1.57,1.5932,0.547,10.9635,2.6193,4.77426,0.7277,3.7541,0.7929,6.23478,8.0986,5.99002,13.0824,8.15678,16.5087,6.23222,3.398,2.12182,2.4381,4.71585,0.0371,2.56958,0.143,2.33777,3.6812,19.0791,18.3776
1738,2014-10-05,00:00:00.00,0.903084,7.28475,1.6849,5.51603,8,3.19028,13.9,8.95709,19.8,16.2887,8.58,4.30018,2.27,6.5143,9.06,9.66098,6.43,8.88801,9.13,4.44442,3.77,1.59176,0.718,15.6656,6.58,4.23195,8.05,4.80649,2.7,2.98862,1.87,2.66338,1.28,16.4625,2.945,7.2796,0.657,6.08145,0.8722,9.78641,9.9675,8.60232,15.2911,13.4836,21.6907,7.70888,3.5396,2.56006,1.5065,5.67053,0.036,3.41362,0.124,3.51056,6.3147,23.5925,34.5466
1739,2014-10-06,00:00:00.00,0.0347382,9.51407,8.4951,5.36571,21.1,2.50259,21.1,6.31465,16.5,17.2243,7.92,4.03861,2.85,3.62526,5.73,6.4372,7.19,4.61527,4.33,3.78414,3.83,1.35613,1.05,12.7366,8.38,3.44103,14.1,2.62074,6.28,2.39782,3.7,2.18946,5.75,13.6332,3.398,5.21332,0.6994,4.65837,1.0704,8.70649,8.6083,4.18681,12.9125,9.15118,19.5103,6.906,2.4352,1.53656,1.5603,4.66817,0.0292,2.62506,0.1022,2.62666,2.6816,23.7827,20.2465
1740,2014-10-07,00:00:00.00,0.287156,7.25304,3.8511,3.94621,26.3,1.59503,12.1,2.0759,7.32,10.0048,7.65,2.65263,2.61,3.50043,5.25,3.87192,5.34,5.54569,3.18,2.34299,2.59,1.07101,0.634,6.75256,6.82,2.66349,11.3,1.3753,4.24,1.43884,7.4,1.40039,4.68,7.73259,3.5679,2.83202,0.7759,2.45276,1.1213,5.81338,7.3341,2.29108,10.3923,4.64222,15.5743,6.43666,1.7528,1.14883,1.4895,3.68484,0.0278,1.92618,0.1419,1.60166,1.784,19.1545,16.622
1741,2014-10-08,00:00:00.00,0.614069,4.66438,2.1889,3.99168,18.5,2.10946,14.4,3.73559,18.1,9.89181,9.43,3.28245,2.49,7.10399,23.2,7.77916,7.34,10.6497,11.9,2.78195,2.24,1.32514,1.17,10.1105,7.2,3.43602,10.6,2.54953,1.92,1.55115,6.46,1.61699,1.81,6.65252,3.2281,2.62265,0.8438,2.12749,1.0081,4.414,7.1358,2.64333,10.0808,4.41683,14.1301,5.60264,1.5574,1.33375,1.3394,3.99884,0.0314,2.30738,0.1506,2.03842,2.3871,17.9749,17.0467
1742,2014-10-09,00:00:00.00,0.0734634,4.45992,2.3814,4.25591,21.7,2.28482,15.1,4.39492,8.95,11.8624,7.96,3.6649,3.12,5.46352,9.24,7.89761,9.38,7.41175,6.49,2.97695,2.28,1.07758,1.25,10.7197,7.02,2.97726,11,2.09046,1.34,1.56964,3.75,1.56004,1.49,6.79778,2.9733,2.45004,0.7872,1.99956,0.909,3.59582,6.258,2.11046,8.9764,3.87166,12.2046,4.28018,1.4668,1.15622,0.9288,4.77282,0.0323,2.78274,0.1178,2.02213,2.2229,18.2502,18.3493
1743,2014-10-10,00:00:00.00,0.000102722,4.45599,2.7892,3.54921,19.9,1.52006,8.01,1.84555,4.56,8.169,7.21,2.44835,2.73,1.72636,4.51,3.63199,6.76,2.25664,4.1,2.02225,2,0.688117,0.802,5.066,6.78,1.84165,9.23,0.888616,1.04,1.08529,2.36,1.0859,1.41,6.04052,2.5655,2.11615,0.7108,1.76414,0.8127,3.09345,6.1731,1.86165,8.5234,3.40188,10.902,3.46518,1.2912,0.954954,0.6994,4.48476,0.0275,2.39338,0.0985,1.32913,1.6679,15.4885,15.1778
1744,2014-10-11,00:00:00.00,6.77995e-07,3.76792,2.1946,2.62791,12.7,1.2624,5.6,1.4523,2.84,4.84725,6.53,1.54861,2.27,1.55992,2.9,1.83758,4.49,1.83639,2.81,1.59271,1.79,0.66297,0.531,2.98662,5.99,1.55819,8,0.877433,0.784,0.837077,1.92,0.895735,0.867,5.39612,2.3956,1.96646,0.5635,1.64385,0.7815,2.84967,5.9749,1.87858,8.2685,3.33132,10.364,3.06708,1.2006,0.921189,0.6201,3.56995,0.0246,1.79905,0.0866,1.18143,1.447,12.5716,14.5549
1745,2014-10-12,00:00:00.00,0.00765546,3.01752,1.5291,2.2909,9.74,1.25552,4.4,1.62693,2.05,4.05422,16.4,1.43213,1.86,1.55065,2.08,1.65963,3.45,1.81441,2.1,1.58391,1.5,0.66391,0.417,3.25897,4.44,1.50153,6.43,0.990201,0.642,0.837062,1.48,0.912256,0.525,5.2329,2.1153,1.92798,0.5295,1.61554,0.7391,2.74929,4.7572,1.85071,7.419,3.25758,9.2879,2.85408,1.1553,0.911857,0.5437,3.24574,0.0227,1.68143,0.092,1.1769,1.3224,11.2711,14.5265
1746,2014-10-13,00:00:00.00,7.7752e-07,2.6616,1.1865,2.22449,8.2,1.24031,3.58,1.50342,1.58,4.04425,16.3,1.43174,1.57,1.52488,1.6,1.65248,2.85,1.79273,1.73,1.56444,1.32,0.652032,0.347,3.31087,3.49,1.50042,4.53,0.979317,0.526,0.846207,1.1,0.911237,0.345,5.17681,1.8944,1.90399,0.5012,1.59763,0.7051,2.69244,4.4174,1.84237,6.7677,3.23187,8.1553,2.71317,1.1129,0.900342,0.5409,3.22386,0.0195,1.66756,0.0861,1.16019,1.2035,10.8074,14.3
1747,2014-10-14,00:00:00.00,0.316478,3.16785,1.1015,2.3109,7.26,1.266,3.06,1.58713,1.33,4.06845,13.7,1.52779,1.36,2.5972,1.53,3.23636,2.7,3.93659,1.74,1.71174,1.3,1.17944,0.408,4.84487,3.06,2.1927,3.58,1.57407,0.474,1.15258,0.893,1.22012,0.256,5.76146,1.8378,2.24764,0.4984,1.84204,0.6909,3.14676,4.7855,2.74776,7.9004,3.95184,9.3729,3.21287,1.4866,1.0365,0.7561,3.29541,0.0235,1.73715,0.092,1.46438,1.2403,11.5716,14.0735
1748,2014-10-15,00:00:00.00,0.604641,3.54969,0.9628,2.61449,6.97,1.67506,2.84,3.19513,1.22,4.72629,6.66,1.77126,1.29,2.99203,1.63,4.12407,2.61,4.14383,2,2.10093,1.32,1.36188,1.04,6.24964,2.9,2.55892,3.65,1.60618,0.49,1.31568,0.764,1.40463,0.236,8.79549,1.767,4.63745,0.5663,3.86976,0.7391,6.66263,5.9465,7.00025,10.3356,8.76543,11.1568,5.73191,2.1011,1.83037,1.6679,4.72838,0.0419,2.46851,0.1085,1.52187,1.5376,11.862,14.7531
1749,2014-10-16,00:00:00.00,1.52252,5.50394,1.5688,3.66734,7,2.83094,6.33,7.85891,8.53,8.03069,7.97,2.45948,1.48,5.3866,15,5.85501,4.24,7.00576,12.1,3.8152,4.08,1.37008,2.86,11.9499,6.17,3.61484,7.16,3.58626,1.14,2.07515,1.03,1.93025,0.617,18.6266,2.6335,8.80055,0.841,7.30222,1.3649,11.1406,11.4117,10.0904,24.6073,15.1548,35.9624,7.96181,5.0121,2.13586,3.1715,6.22163,0.0657,3.76544,0.1252,3.36282,9.9675,17.9765,37.3782
1750,2014-10-17,00:00:00.00,0.296984,7.51971,6.796,4.63106,11.2,3.08178,14.2,9.34651,10,9.94996,8.6,2.74077,1.57,5.49349,8.61,7.10433,5.7,7.50593,5.83,4.45618,5.18,1.38447,2.92,14.8974,11,4.21369,16.8,3.71953,5.11,2.62505,1.85,2.3727,3.16,22.6378,4.5307,7.45336,1.5263,6.22173,2.002,9.68871,7.7871,6.28922,12.0063,12.2587,23.1632,7.24778,2.4381,1.5474,4.7572,5.27776,0.0668,3.94116,0.1453,5.25794,11.2701,34.044,49.5545
1751,2014-10-18,00:00:00.00,0.10652,6.07088,4.4174,3.94339,19.3,2.27361,13,5.40902,6.75,7.21535,9.8,1.92647,1.59,2.00706,5.44,3.90844,4.74,2.72398,4.92,2.8282,4.14,0.745024,1.35,7.29066,8.54,2.45632,19.6,1.15516,4.15,1.62939,4.97,1.57589,5.47,13.4863,9.5994,3.21695,1.8774,2.45386,1.8349,5.50874,6.9659,2.11059,9.9675,4.88107,18.0945,5.75153,1.7443,1.22646,2.5372,3.64797,0.0722,2.82821,0.1552,3.45599,5.0121,34.8856,30.299
1752,2014-10-19,00:00:00.00,0.49152,6.29446,5.6917,2.98454,17.9,2.09216,9.8,4.5027,6.3,4.90909,8.73,1.40412,1.5,2.7419,4.31,2.41638,3.85,3.18833,3.83,2.52079,3.45,0.747354,1.07,7.59853,7.75,2.41286,14.8,2.91746,2.19,1.41589,5.61,1.27135,3.29,9.15501,8.8915,2.88725,2.2144,1.77872,1.5716,3.72764,6.6261,1.69058,9.3729,3.07168,14.3566,4.61226,1.5376,0.978717,1.7811,3.1844,0.0651,1.93925,0.1269,2.3195,8.1836,22.9117,37.6614
1753,2014-10-20,00:00:00.00,0.0277975,7.42119,23.3048,2.72097,14.3,1.8062,8.82,4.22967,5,4.47082,8.06,1.39012,1.39,2.65949,3.93,2.58254,3.24,2.94813,3.1,2.51954,2.91,0.857917,0.939,9.94022,7.08,2.55759,13.4,2.76753,2.37,1.63836,3.7,1.41427,2,9.94202,6.1164,2.94648,1.8151,2.05751,1.3422,2.99689,6.4846,1.78274,9.0331,3.35985,12.7709,3.6442,1.3394,0.831503,1.2686,3.16386,0.0592,1.6165,0.1195,2.2686,6.0598,18.575,32.8475
1754,2014-10-21,00:00:00.00,0.303665,5.49208,11.2135,2.5827,13.1,1.57609,6.7,2.78294,3.43,5.813,7.88,1.56457,1.29,1.65917,2.87,2.13877,2.87,2.02204,2.54,1.87322,2.66,0.658405,0.781,6.21684,6.21,1.96776,11.8,1.43139,3.08,1.34565,2.85,1.21756,1.49,8.11429,4.7289,2.52703,1.4243,2.02066,1.1808,2.94678,6.6261,1.92588,9.5428,3.65149,12.5444,3.32914,1.733,0.913223,0.8807,4.2032,0.0609,1.99156,0.1223,1.96979,4.7572,17.6315,27.6372
1755,2014-10-22,00:00:00.00,1.00092,5.45376,9.9675,3.19183,11.1,2.22444,5.97,5.11814,3.34,10.3908,9.62,2.48069,1.3,2.10058,2.39,2.38725,2.71,2.59215,2.24,2.17224,2.51,0.686918,0.701,5.97853,5.91,2.19368,10.1,2.05155,2.49,1.49812,3.38,1.40171,1.1,7.66174,4.4174,3.70205,1.1638,3.03287,1.127,3.75797,7.2208,2.20881,9.7127,4.89953,12.4311,3.41992,1.7273,0.940099,0.6938,5.16825,0.0702,2.67359,0.1178,5.46331,16.7353,28.8219,73.0575
1756,2014-10-23,00:00:00.00,0.0650872,6.93398,32.5644,3.84918,10.5,2.13006,6.98,4.40208,4.15,11.1491,9.18,2.77935,1.63,1.90005,2,2.42178,2.5,2.30266,1.99,2.27899,2.22,0.659129,0.582,5.30603,5.89,1.92545,9.04,1.41009,2.25,1.3894,3.45,1.37428,0.857,7.8559,4.0776,4.21221,1.0137,3.48269,1.0704,4.27514,6.6828,2.02425,9.2313,4.993,11.7232,3.41791,1.5631,0.837129,0.5975,4.19991,0.068,2.4526,0.1136,6.65536,11.6665,42.7407,58.6159
1757,2014-10-24,00:00:00.00,1.58547e-05,5.51934,14.2717,3.21055,11.3,1.30377,6.35,1.41328,3.19,6.50837,8.68,1.78558,1.56,1.38296,1.73,1.80722,2.38,1.63114,1.85,1.63928,2.1,0.584144,0.504,3.30037,5.19,1.40808,8.46,0.74571,1.9,0.877018,3.12,0.925669,0.713,6.23229,3.6246,2.70097,0.926,2.24459,1.0364,3.64085,6.3713,1.72574,8.8065,3.62075,10.9869,3.37606,1.3592,0.777774,0.538,3.11213,0.0668,1.82721,0.1119,2.75392,5.5501,35.4414,35.1129
1758,2014-10-25,00:00:00.00,7.06427e-07,3.39343,6.6261,2.28131,10.5,1.06728,5.21,1.28324,2.38,3.90539,8.13,1.2224,1.56,1.31355,1.56,1.4514,2.28,1.55936,1.73,1.3507,2.04,0.568755,0.469,2.66721,4.46,1.27892,7.31,0.736717,1.38,0.706429,2.76,0.759865,0.523,4.77885,3.3697,1.79077,0.8552,1.46049,1.0279,2.91878,6.2297,1.67168,8.6083,2.92965,10.7038,3.24719,1.2459,0.779213,0.4786,2.81091,0.0623,1.5284,0.1093,1.01225,4.1059,20.2781,28.3168
1759,2014-10-26,00:00:00.00,0,2.45736,4.2758,1.95141,9.15,1.06121,4.42,1.32782,1.93,3.542,7.56,1.23309,1.44,1.32278,1.39,1.4065,2.22,1.54238,1.62,1.33601,1.96,0.561361,0.434,2.52245,3.91,1.25245,6.29,0.727896,1.09,0.691253,2.2,0.762942,0.385,4.41025,3.2564,1.65731,0.8014,1.38084,0.9854,2.57907,6.1448,1.67532,8.5234,2.82186,10.3073,2.94044,1.195,0.766898,0.5069,2.76059,0.066,1.41373,0.1102,1.0317,3.2848,13.4046,25.3436
1760,2014-10-27,00:00:00.00,0.000118789,2.20684,3.1715,1.88514,8.09,1.04823,3.89,1.28027,1.63,3.5166,7.22,1.21476,1.31,1.28665,1.25,1.39634,2.12,1.52575,1.5,1.31977,1.85,0.554401,0.401,2.47983,3.5,1.22785,5.46,0.719241,0.896,0.682821,1.72,0.753021,0.313,4.4022,3.0016,1.62399,0.7929,1.36346,0.943,2.38341,6.0598,1.6574,8.4951,2.79977,10.0242,2.66196,1.1638,0.758154,0.5663,2.72034,0.0663,1.40933,0.1068,0.984123,2.7071,10.8811,23.1632
1761,2014-10-28,00:00:00.00,0.0303213,2.11994,2.5825,1.86456,7.37,1.07924,3.37,1.41809,1.34,3.72104,7.02,1.20129,1.26,1.29064,1.08,1.37829,2.03,1.50945,1.36,1.30649,1.66,0.548038,0.347,2.512,3.18,1.27454,4.78,0.733846,0.761,0.690769,1.41,0.769035,0.297,4.6161,2.659,1.61674,0.79,1.35178,0.9203,2.39955,6.0881,1.71396,8.4384,2.83509,9.741,2.46316,1.1298,0.761756,0.5295,2.68666,0.0663,1.39152,0.1127,0.986261,2.4494,9.62434,22.257
1762,2014-10-29,00:00:00.00,0.425659,2.40656,2.1832,2.2103,6.93,1.48462,3.07,3.06329,1.22,4.69255,7.04,1.5349,1.26,1.76533,0.966,1.72465,1.95,2.05898,1.27,1.85785,1.74,0.550439,0.324,3.91515,2.96,1.56508,4.36,1.5158,0.684,1.04543,1.18,1.02058,0.278,7.23795,2.6788,2.90925,0.8155,2.20281,0.9203,3.46845,7.419,3.38305,10.5622,4.68937,11.8081,3.1344,1.648,1.10167,0.6768,2.91281,0.0685,1.60458,0.1297,0.994265,2.1408,9.33433,21.6341
1763,2014-10-30,00:00:00.00,0.00375218,2.73016,1.8916,2.6032,6.66,1.56713,2.96,3.39109,1.19,5.2623,6.86,1.70582,1.24,1.83271,0.939,1.89143,1.89,2.04668,1.16,2.11019,1.73,0.547095,0.319,4.83089,2.86,1.64016,4.06,1.51362,0.687,1.17877,1.02,1.10777,0.316,9.36292,2.5627,3.66174,0.875,2.88509,0.9684,4.36858,7.2491,4.13192,10.8454,5.78548,13.4788,3.61224,1.951,1.28907,0.6315,3.07896,0.0654,1.7645,0.1136,0.985356,2.0048,9.17257,22.6252
1764,2014-10-31,00:00:00.00,0.0658786,3.22618,2.1068,2.38256,6.36,1.16034,2.83,1.50931,1.22,4.68902,5.68,1.32833,1.27,1.26195,0.952,1.57335,1.83,1.48629,1.08,1.62404,1.58,0.53609,0.296,3.59546,2.79,1.31287,3.86,0.751059,0.779,0.82297,0.887,0.834399,0.308,7.09611,2.3135,2.43463,0.8552,2.05418,0.9684,3.52447,6.4279,2.18118,9.0331,3.75257,10.9586,3.18601,1.5093,0.878633,0.4786,2.86365,0.0629,1.50361,0.1169,1.18778,1.9822,9.80658,21.9172
1765,2014-11-01,00:00:00.00,0.700684,3.40438,2.4777,2.42953,6.3,1.4971,2.83,3.27728,1.15,5.48749,5.78,1.60465,1.29,2.66484,0.934,2.88074,1.9,3.49426,1.07,1.99757,1.57,0.792061,0.288,6.03257,2.71,2.07329,3.74,2.95379,0.847,1.73191,0.885,1.42628,0.32,8.89035,2.2682,3.15121,0.9401,2.25301,0.9599,3.95717,6.7677,2.89896,9.7976,4.41399,11.4683,4.00025,1.4611,0.959379,0.5607,3.44892,0.0648,1.82804,0.154,1.55592,1.7726,11.5729,18.5475
1766,2014-11-02,00:00:00.00,0.430647,3.40667,3.1149,2.80229,6.45,1.71909,3.13,4.29432,1.24,7.27226,7.69,2.03781,1.37,3.00068,0.985,3.68495,1.97,3.7311,1.07,2.21905,1.73,1.1467,0.329,9.69786,2.91,3.03459,4.17,4.28321,2.06,2.70554,3.27,2.16972,2.19,13.8336,5.1537,4.40297,1.2403,3.29918,1.498,5.12732,8.4384,4.03366,12.8558,6.11208,17.2166,4.54238,2.2569,1.31514,1.0506,5.2051,0.0869,4.61448,0.2189,2.472,2.6278,17.2036,33.4139
1767,2014-11-03,00:00:00.00,0.00250785,3.33755,3.483,2.52842,6.54,1.24776,3.27,1.88951,1.47,6.58826,7.68,1.61832,1.31,1.47724,1.06,2.22066,1.9,1.69001,0.969,1.56161,1.72,0.920799,0.308,7.05378,3.7,2.30712,4.78,2.03758,3.16,1.92395,3.56,1.63506,4.47,10.9255,9.2596,3.2163,1.5942,2.58577,2.3022,4.25111,6.9093,2.37689,9.8543,4.33793,15.1495,3.93032,1.75,1.05708,0.5409,5.08158,0.0733,5.16372,0.1971,2.35585,2.4296,19.5158,23.4747
