time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
214,2010-08-03,00:00:00.00,0.0104344,0.333877,1.5322,1.07055,7.21292,55.2021,33.4,0.437159,1.28,0.0536812,0.147,1.65444,4.99,0.0888989,0.226,0.536922,1.70511,2.4,0.0499674,0.117,3.90707,0.594,1.4905,0.324739,1.00034,0.13,0.0714887,0.006,0.500768,0.2243,0.509661,0.4332,1.87745,4.61485,5.7483,2.97098,3.74645,4.60854,1.3281,12.8908,10.5622,24.5233,14.5265,0.174639,0.6626,77.1204,28.0337,3.786,0.7023,13.777,3.1998,0.260116,2.50376,0.951192,0.5692,1.95089,0.2209,2.91001,0.5862,17.2538,12.8558,0.597757,2.41844,1.8151,13.0699,3.1149,5.30471,1.1185,8.1337,6.881,1.63326,,0.102555,0.3228,1.30287,0.5692
215,2010-08-04,00:00:00.00,0.365531,0.225891,1.17371,0.811045,6.54919,49.6303,32,0.334623,1.08,0.0445137,0.139,1.37913,3.93,0.0888426,0.219,0.394466,1.33733,2.26,0.0316145,0.104,3.41621,0.585,1.19465,0.126477,0.817361,0.108,0.0596933,0.005,0.42187,0.2047,0.418096,0.4276,1.40522,3.40905,5.2953,2.3419,3.17623,4.14596,1.195,11.1013,10.5622,21.6647,12.8558,0.133599,0.5862,77.2443,31.7149,2.90678,0.6031,13.9495,2.5768,0.380437,2.76928,0.984439,0.5777,1.81723,0.1957,2.28422,0.5409,15.8835,12.8842,0.520831,1.69301,1.7641,12.6998,1.9765,4.91424,0.9033,6.96514,6.3713,1.33979,,0.157519,0.2435,1.00151,0.5239
216,2010-08-05,00:00:00.00,0.371653,0.197019,0.963265,0.640575,5.84501,44.2655,27.5,0.257038,0.907,0.139188,0.191,1.1368,3.59,0.103655,0.222,0.316854,1.05811,2.19,0.021647,0.093,2.93722,0.594,1.13666,0.189488,0.608884,0.091,0.0505723,0.004,0.383601,0.2064,0.423685,0.4163,1.0546,2.83446,5.6067,1.83547,2.58517,3.63862,1.0817,9.5553,10.4772,19.4838,11.4683,0.111262,0.5805,77.2587,27.8355,2.19231,0.5522,14.1204,2.5825,0.441045,2.61307,1.76554,0.5465,1.67237,0.1852,2.13086,0.4814,14.719,13.5638,0.532338,1.56027,1.75,12.3365,1.4555,4.44449,0.7504,5.83735,6.258,1.11468,,0.165294,0.2163,0.793248,0.5267
217,2010-08-06,00:00:00.00,0.855606,0.182387,0.807324,0.511317,5.00598,39.6722,26.7,0.198331,0.969,0.85343,0.373,1.53455,3.48,1.98895,0.401,1.23428,1.47354,2.34,0.0180388,0.095,2.51787,0.595,1.21157,0.545764,0.535439,0.086,0.044225,0.003,0.364708,0.1855,0.415438,0.4021,0.858372,2.41705,4.7855,1.4308,2.02247,3.08047,1.0675,8.08688,9.9675,17.6481,10.6755,0.0963205,0.5975,77.9053,23.6162,3.68088,0.5182,16.632,3.1149,1.54324,5.14487,5.37693,1.6311,5.51124,0.824,7.64279,2.1181,15.1405,32.2812,1.58209,2.91994,3.3414,12.4841,1.5886,4.01358,0.6739,4.97807,13.1673,1.37013,,0.708865,0.4446,1.00651,1.3451
218,2010-08-07,00:00:00.00,0.0498951,0.175012,0.689478,0.418668,3.90451,35.7725,25.5,0.153904,1.19,0.994106,0.274,1.57866,3.97,1.9748,0.658,1.50416,2.0625,2.95,0.0178735,0.085,2.21305,0.608,1.21562,0.495091,0.553858,0.082,0.0455604,0.002,0.344283,0.1724,0.340299,0.3993,0.764279,2.03244,4.8139,1.18726,1.48642,2.50225,1.1242,6.76415,9.3446,15.8554,9.6844,0.0834808,0.5267,78.7568,30.5822,4.90984,0.5805,18.7107,5.5784,2.51847,6.19959,7.84601,0.8976,6.22491,0.6456,11.6492,1.2261,15.9591,21.2943,1.75094,4.01469,3.1432,12.5658,1.5659,4.01846,0.5748,4.49295,11.1002,1.97076,,1.75432,0.3568,1.69138,1.6962
219,2010-08-08,00:00:00.00,0.00132069,0.171465,0.600369,0.353352,2.8244,32.0924,24.6,0.120283,0.749,0.256574,0.187,1.11182,3.4,0.0999668,0.307,0.710563,1.68618,2.35,0.0159596,0.076,1.95065,0.62,1.00993,0.138727,0.544248,0.073,0.0483105,0.002,0.32973,0.164,0.302502,0.3794,0.687666,1.71044,3.936,1.04965,1.04744,1.91593,0.926,5.65482,8.3535,14.0826,9.0048,0.0732825,0.5182,79.0315,59.1822,4.43276,0.943,16.498,9.8826,1.86591,3.99186,5.02371,1.3705,2.72024,0.3398,6.25237,0.8665,14.3057,16.622,0.687413,2.03264,2.1294,11.7293,1.3422,3.67054,0.4814,4.0871,7.4756,1.73824,,1.57939,0.2492,1.69126,0.7872
220,2010-08-09,00:00:00.00,0.0621834,0.68179,0.829328,0.450262,2.2013,28.6293,24.2,0.100329,0.639,0.0274967,0.167,0.937787,3.22,0.102512,0.246,0.579342,1.15108,2.21,0.0131042,0.075,1.67133,0.635,0.833282,0.126258,0.462714,0.068,0.0439044,0.001,0.330619,0.1713,0.275669,0.3766,0.609827,1.54583,3.8228,0.947062,0.798007,1.37411,0.9203,4.72331,8.1553,12.5361,8.3818,0.0659915,0.5352,79.0944,71.0753,4.43498,0.8495,14.2666,7.504,1.0885,3.8659,2.248,0.8382,2.43021,0.2636,3.28466,0.7617,12.4975,13.677,0.475754,1.16071,1.8094,10.7542,1.2063,2.94634,0.4786,3.59681,6.0881,1.1758,,0.459634,0.2056,1.11754,0.5578
221,2010-08-10,00:00:00.00,0.182043,1.57799,2.27099,0.813294,2.27535,26.131,26,0.798824,0.618,0.127842,0.242,0.736323,3.24,0.321142,0.234,0.667716,1.00936,2.21,0.0115437,0.074,1.53221,0.644,1.07233,0.536305,0.45622,0.072,0.0694136,0.002,0.588556,0.1716,0.366952,0.3851,0.590702,1.53306,3.7945,0.872283,0.675029,1.11001,0.8438,4.38434,7.7871,11.3677,7.957,0.0767772,0.6031,78.704,47.006,4.36167,0.7532,13.4585,4.9271,0.618702,3.4678,1.52234,0.6315,2.13238,0.218,3.17012,0.5947,11.6284,11.3267,0.390051,1.15811,1.699,9.94041,1.0421,2.55893,0.5267,3.33316,5.5218,1.0891,,0.0407214,0.203,1.00172,0.589
222,2010-08-11,00:00:00.00,0.147061,1.38457,3.33349,0.948232,2.42594,24.3014,29.4,1.12471,1.57,0.191097,0.172,0.681947,3.42,0.354083,0.316,0.728535,0.9589,2.36,0.0476394,0.074,1.46127,0.655,1.40047,0.536264,0.515181,0.079,0.0773909,0.003,0.723556,0.1733,0.452584,0.3794,0.629452,1.6586,3.8511,0.832597,0.590046,1.06026,0.926,4.00608,6.9943,10.5328,7.5889,0.153848,0.7589,77.7728,29.1664,4.13188,0.6796,13.0007,3.5113,0.41402,2.95895,1.07936,0.5409,1.79133,0.2469,2.16479,0.4842,10.472,12.1196,0.327023,0.836774,1.648,8.81602,0.943,2.17919,0.4786,4.36719,5.8616,2.74844,,1.37616,0.2945,2.87666,0.6485
223,2010-08-12,00:00:00.00,1.049,0.544037,3.26342,0.880926,2.0207,22.5637,26.9,0.628484,1.23,0.105135,0.17,0.59691,3.27,0.124785,0.253,0.575491,0.922048,2.26,0.0612979,0.076,1.32378,0.668,1.1852,0.126135,0.509025,0.076,0.0521194,0.003,0.554347,0.1838,0.419613,0.3851,0.649304,1.60541,3.0299,0.831139,0.532733,0.961084,0.9175,8.6265,13.3656,11.2737,7.3624,1.18714,3.2564,77.8913,22.6535,5.9912,0.7929,13.2884,3.0016,0.318544,2.78416,1.55569,0.5748,1.49324,0.205,1.86716,0.4191,8.88518,10.3356,0.277941,0.789724,1.5688,6.98674,0.8835,1.80893,0.3936,5.36444,5.5784,3.03101,,2.60571,0.2401,3.53768,0.572
224,2010-08-13,00:00:00.00,0.473271,0.251057,3.0525,0.877108,1.58002,20.9485,25.3,0.450115,0.81,0.039297,0.155,0.491597,3.17,0.0891251,0.237,0.408834,0.827632,2.19,0.0317404,0.074,1.32516,0.69,1.16591,0.84061,0.955442,0.086,0.220617,0.003,2.09672,0.2093,1.64087,0.4446,1.07386,3.59944,3.9927,1.50402,0.751921,1.56119,0.9118,11.3679,10.7038,14.3933,7.6455,1.9093,1.8632,78.4114,24.6073,8.11935,0.7504,14.5723,2.5457,0.537955,2.80746,2.53608,0.6485,1.55622,0.1872,1.86979,0.3823,8.65793,51.8198,0.35877,2.83,5.2953,7.92752,3.3131,3.60474,1.0109,4.8997,5.1537,1.58673,,1.35758,0.1911,2.1269,0.5012
225,2010-08-14,00:00:00.00,0.000520914,0.207179,2.45655,0.769482,1.35135,19.3094,24.4,0.34432,0.65,0.0476165,0.134,0.427104,3.07,0.0890807,0.221,0.334365,0.721277,2.15,0.0216057,0.069,1.36221,0.706,1.38585,0.840571,1.14967,0.083,0.248233,0.002,2.97662,0.173,2.49085,1.1723,1.62832,7.06285,3.5113,2.29667,0.928935,2.14476,0.9061,8.39182,9.5711,16.0821,8.665,1.22918,0.8778,78.4194,23.3897,7.15018,0.64,14.3484,2.0671,0.820304,2.47204,2.48316,0.5012,1.41132,0.1719,1.90772,0.3653,8.49377,28.3168,0.331545,3.94175,4.559,9.82652,3.5396,3.78537,0.5267,3.98898,4.7855,1.34295,,0.173782,0.1572,1.53719,0.4106
226,2010-08-15,00:00:00.00,0.184351,0.187229,1.86981,0.636026,1.21823,17.8356,24.2,0.264272,0.563,0.0455146,0.11,0.379638,2.98,0.0886049,0.198,0.293904,0.627911,2.1,0.0160991,0.068,1.29874,0.712,1.06952,0.126017,0.80626,0.07,0.0937603,0.002,1.91171,0.2209,1.9046,0.9373,1.7557,6.80896,3.4263,2.11683,0.803921,1.4752,0.8127,7.96822,9.0897,14.3512,8.7782,0.591043,0.7079,78.8295,22.1155,5.89861,0.6286,12.5573,1.9539,0.952504,2.32903,2.39914,0.4304,1.35769,0.1291,1.8978,0.3143,6.902,21.9739,0.305713,1.44583,4.8988,8.9351,3.0016,2.04276,0.7759,3.16243,4.6156,1.06768,,0.150901,0.1291,1.0507,0.3568
227,2010-08-16,00:00:00.00,0.209765,0.257699,1.46214,0.51833,1.12447,16.5753,23.8,0.203707,0.522,0.347602,0.187,0.37487,2.97,0.91553,0.251,0.346477,0.564066,2.1,0.0131029,0.07,1.24915,0.715,0.714593,0.125979,0.64755,0.076,0.0772227,0.002,1.31438,0.1979,1.50825,0.7136,1.72546,4.87473,3.8228,2.24722,0.838456,0.987405,1.0081,8.09006,8.8065,12.1817,8.1269,0.467758,0.4644,79.6407,18.8024,5.9985,1.0166,12.1345,2.0898,1.83465,3.29569,3.80836,0.6145,2.53585,0.1121,2.92399,0.303,6.47302,22.9083,0.357786,0.64916,7.2774,7.9908,3.7661,2.19154,0.7844,2.69175,4.5873,0.988371,,0.288594,0.141,0.809273,0.3964
228,2010-08-17,00:00:00.00,0.0877985,0.400778,1.31962,0.438986,1.04748,15.4921,23.7,0.157877,0.53,0.573749,0.312,0.358071,2.99,1.15373,0.208,0.340913,0.544121,2.13,0.0150476,0.08,1.16876,0.706,0.607701,0.125942,0.497204,0.072,0.0641436,0.001,0.942683,0.1767,1.11169,0.6031,1.58209,4.47708,5.805,2.61209,0.912567,1.09333,1.5999,7.74617,8.4951,10.8234,7.5323,0.424564,0.4078,80.1036,21.6907,5.99217,1.144,12.255,2.053,2.59273,3.81949,4.71017,0.6994,2.95546,0.109,3.09986,0.286,5.89815,15.461,0.277287,0.862621,3.2564,7.70643,2.1719,2.1952,0.5437,2.70858,5.6067,1.97023,,1.55825,0.8891,1.64187,1.0449
229,2010-08-18,00:00:00.00,0,0.367219,1.25511,0.400193,0.980946,14.5349,23.1,0.123194,0.487,0.248958,0.261,0.317115,2.85,0.326718,0.179,0.251776,0.51009,2.07,0.0146471,0.071,1.05151,0.682,0.542849,0.125905,0.393946,0.063,0.0537976,0.001,0.7359,0.1671,0.788563,0.5409,1.31959,3.75181,2.6363,2.16593,0.83091,1.04204,1.1525,7.12388,8.042,9.79899,6.9943,0.236188,0.3228,80.039,16.1406,5.30431,0.7164,11.4821,1.8123,2.10813,3.41876,3.72875,0.4191,2.3326,0.1019,2.12295,0.3002,5.11271,13.4788,0.233388,0.567017,2.0388,7.44049,1.9963,2.05019,0.8976,2.92193,5.1537,2.03529,,2.34072,0.4842,2.00351,0.4559
230,2010-08-19,00:00:00.00,0.00140737,0.242781,1.14295,0.379386,0.918463,13.5337,22.7,0.0969488,0.448,0.0272864,0.19,0.298171,2.75,0.0881407,0.164,0.2243,0.440725,2.02,0.0108416,0.06,0.955159,0.691,0.508168,0.125868,0.323422,0.057,0.0456126,0,0.588082,0.173,0.599711,0.4644,1.05565,2.85955,2.3758,1.66343,0.763657,0.979173,0.8353,6.41853,7.8438,8.93342,6.4562,0.155601,0.2767,80.236,14.838,4.53832,0.5748,10.6939,2.0388,1.27903,3.17077,2.47917,0.4134,2.09774,0.0866,1.72648,0.2696,5.17338,11.9497,0.205205,0.591275,1.7783,6.8715,1.5574,1.88605,0.9316,2.88883,4.4741,1.08008,,1.06383,0.2517,1.23934,0.3738
231,2010-08-20,00:00:00.00,0.0193225,0.218359,1.0617,0.355657,0.856378,12.5799,22.6,0.077086,0.444,0.0490069,0.143,0.279288,2.74,0.0881018,0.151,0.205508,0.380912,2.01,0.0102146,0.059,0.872536,0.691,0.48528,0.125832,0.275517,0.061,0.0391364,0,1.00444,0.1555,0.74798,0.4304,0.865425,2.36278,2.8883,1.40232,0.724413,0.950654,0.7589,5.64738,7.5606,8.13382,6.0032,0.124719,0.2483,80.4965,16.6786,3.76418,0.4701,10.4079,2.1096,0.719857,2.76537,1.77588,0.3879,1.84089,0.0784,1.53013,0.2481,5.11017,12.4594,0.181941,0.48799,1.5829,6.10542,1.212,1.66248,0.6145,2.67748,4.2475,0.97067,,0.11507,0.1855,0.892786,0.3228
232,2010-08-21,00:00:00.00,0.03874,0.23197,0.945282,0.331209,0.794027,11.8854,22.2,0.0620517,0.433,0.044616,0.134,0.26059,2.74,0.0880636,0.138,0.190523,0.345374,1.97,0.00986601,0.058,0.797223,0.682,0.467157,0.125797,0.24353,0.083,0.0340115,0,1.46788,0.1688,0.932298,0.4106,0.853375,2.97318,3.2564,1.34888,0.669832,0.888148,0.7391,4.80553,7.3057,7.10596,5.8899,0.102659,0.2563,80.5387,13.139,2.82824,0.3908,10.3175,2.1549,0.453395,2.26326,1.33062,0.3511,1.54163,0.0725,1.29237,0.2585,4.8519,11.7798,0.16404,0.464632,1.5121,5.34851,0.9798,1.43256,0.4389,2.48904,4.3608,1.0229,,0.188676,0.1495,0.940467,0.3766
233,2010-08-22,00:00:00.00,1.09664,0.604386,1.01311,0.413917,0.742574,11.3782,24.3,0.229524,0.452,0.273297,0.814,0.245734,2.98,0.445084,0.242,0.194508,0.331291,2.22,0.0413843,0.065,0.854527,0.696,0.797368,0.310386,0.284556,0.087,0.0658463,0,1.50549,0.1597,1.17873,0.4502,1.18383,5.24656,3.6812,2.30683,0.818021,1.3493,0.8325,5.44785,7.5606,7.41443,5.7483,0.697478,1.3762,81.8612,13.2523,3.44978,0.3738,11.1619,2.288,1.2578,3.72214,4.85621,0.6909,3.59582,0.0773,1.77508,1.1525,5.81046,18.4909,0.974702,1.91449,1.985,5.4865,0.9656,1.22991,0.4219,2.30112,4.2475,0.954994,,0.302132,0.1322,0.923764,0.3568
234,2010-08-23,00:00:00.00,1.37893,1.75063,2.89367,0.714239,1.48451,13.3853,33.3,2.04455,4.32,3.77311,1.48,3.1535,8.34,10.3199,0.894,10.3463,3.22555,3.62,0.174106,0.14,1.55629,0.712,2.4466,1.11518,0.533607,0.062,0.186324,0,1.28749,0.1654,1.18679,0.4587,1.4045,6.81175,3.9927,3.0877,0.90849,1.79194,1.0987,5.30768,7.504,9.1153,5.7483,1.18198,0.9345,83.3549,15.2345,4.23007,0.487,12.0328,2.5372,2.46656,5.54793,10.0299,1.1808,6.08936,0.1809,7.25154,0.9911,11.2737,40.2099,3.71784,11.1929,7.7588,10.5493,6.0315,5.00803,1.1695,9.82202,29.4495,5.66725,,5.09774,2.2484,5.72798,1.7925
235,2010-08-24,00:00:00.00,0.104595,2.59666,5.01294,1.01973,2.18658,15.3803,31.2,2.88434,2.18,5.11827,0.898,4.8189,5.6,10.0679,0.343,14.9253,7.60324,4.04,0.227955,0.103,2.08674,0.71,3.99557,0.942195,0.814502,0.056,0.203077,0,0.903464,0.1957,0.820131,0.4361,1.27093,5.67813,3.5113,2.33825,0.743022,1.31106,0.8778,3.86837,7.1925,9.80639,5.72,0.750054,0.3851,83.8191,15.3477,3.84886,0.5692,11.8583,5.6351,2.46719,4.67751,8.39695,1.1723,5.28148,0.1886,11.182,0.6683,15.5518,18.0661,3.82934,13.7841,3.0299,15.1448,5.6351,6.85894,1.464,20.1122,19.7652,7.67171,,9.99558,1.5659,9.29891,1.6962
236,2010-08-25,00:00:00.00,0.00269741,1.89715,4.73014,1.31083,1.76769,14.7793,26.5,1.62539,1.14,1.59566,0.451,3.3891,5.35,0.194305,0.233,7.18082,7.92459,3.56,0.141515,0.078,1.87293,0.724,3.46371,0.137332,0.833124,0.048,0.121097,0,0.708159,0.1838,0.653837,0.4191,1.06044,3.60882,3.3697,1.62088,0.632189,0.872654,0.7929,3.41145,6.9659,9.28924,6.0881,0.357073,0.3823,84.2008,12.6576,4.00453,0.6456,11.6851,6.4279,1.78578,3.55983,4.54269,0.7419,3.92667,0.139,7.02663,0.5862,13.0085,13.4788,1.53343,4.70926,2.1323,13.2397,5.805,4.26303,2.3616,19.9644,13.139,4.42305,,5.06916,1.0874,6.67471,1.0052
237,2010-08-26,00:00:00.00,0.000489313,0.715786,3.73284,1.5244,1.27407,13.9436,25,0.903382,0.85,0.0271688,0.252,2.99452,5.03,0.089162,0.192,3.90206,6.64087,3.02,0.0810345,0.069,2.0439,0.808,2.20924,0.190178,0.675167,0.042,0.0992861,0,0.568065,0.173,0.535304,0.4021,0.858217,2.62336,3.2848,1.40767,0.583576,0.822189,0.9316,3.01025,6.5695,8.47404,5.9465,0.217908,0.3313,83.2268,13.2806,4.00328,0.8325,11.7654,4.6723,1.11974,3.19258,3.33878,0.5975,3.48992,0.1444,4.18781,0.487,10.7137,11.7798,0.847625,2.43573,1.767,10.9908,4.021,3.76953,1.4187,16.1361,8.9198,3.86925,,0.0383709,0.589,4.72398,0.7532
238,2010-08-27,00:00:00.00,0.00307428,0.257178,2.89587,1.40479,1.0848,13.2151,24.3,0.557713,0.705,0.0487991,0.209,2.55254,4.44,0.0878501,0.205,2.22595,6.14876,2.71,0.0482274,0.066,2.31257,0.806,1.42402,0.190145,0.52456,0.048,0.0816276,0,0.467572,0.1484,0.442569,0.3823,0.726665,2.14686,3.0299,1.18464,0.544495,0.753584,0.8325,2.62263,6.1731,7.81287,5.6634,0.143329,0.2917,80.8473,11.9214,3.64513,0.6768,11.9543,3.5113,0.65999,2.7007,2.56736,0.504,3.11421,0.1345,3.65397,0.3993,10.7314,11.1568,0.553875,2.67467,1.6254,10.4951,2.945,3.85897,0.8948,14.1426,7.9287,3.55062,,0.143039,0.7504,3.55419,0.7192
239,2010-08-28,00:00:00.00,0,0.20765,2.09745,1.10868,1.01371,12.9069,23.4,0.42025,0.618,0.0444319,0.171,2.11054,3.92,0.0878169,0.182,1.2638,5.32393,2.5,0.0304286,0.064,2.25437,0.777,1.00338,0.12556,0.424458,0.047,0.0672591,0,0.397002,0.1371,0.371495,0.3681,0.630985,1.80258,2.7694,1.04491,0.503895,0.700474,0.7249,2.24957,5.6351,7.0588,5.3802,0.115925,0.2449,78.1541,15.0646,3.11625,0.538,12.1462,2.826,0.439052,2.1604,1.97937,0.4417,2.71853,0.1243,2.59792,0.3256,10.3172,10.6471,0.424788,1.70968,1.5319,10.2454,1.9765,3.79383,0.64,12.1565,6.7394,3.042,,0.220416,0.555,2.68682,0.6456
240,2010-08-29,00:00:00.00,0,0.187125,1.56842,0.850025,1.00337,12.8637,22.8,0.321618,0.548,0.0452784,0.134,1.69463,3.65,0.0877843,0.168,0.73413,4.38996,2.4,0.0207692,0.061,2.11466,0.748,0.824305,0.125528,0.352459,0.04,0.0562138,0,0.357233,0.1461,0.321221,0.3511,0.557237,1.59706,2.4013,0.927425,0.464805,0.655659,0.6428,1.93011,5.2669,6.2578,5.1537,0.0963431,0.2424,75.6879,11.525,2.49526,0.4587,12.2137,2.4041,0.327683,1.65111,1.48722,0.3879,2.31377,0.0988,2.1126,0.3143,9.73532,9.9392,0.356037,1.54335,1.4357,10.1197,1.3677,3.5912,0.4757,10.2351,5.9182,2.43326,,0.191341,0.3313,1.93878,0.4786
241,2010-08-30,00:00:00.00,0,0.176706,1.22224,0.664589,1.02461,12.8322,22.4,0.246994,0.507,0.0450801,0.116,1.32482,3.49,0.0877522,0.158,0.497956,3.41735,2.32,0.0155243,0.058,1.84421,0.73,0.716307,0.125496,0.298253,0.031,0.0474774,0,0.336471,0.1444,0.286365,0.3455,0.499926,1.41203,2.4069,0.832253,0.430625,0.614962,0.6343,1.66166,5.097,5.56673,4.9271,0.082348,0.2288,73.4996,12.1196,2.04402,0.3653,12.0929,2.0898,0.26529,1.21736,1.1423,0.354,1.90312,0.0816,1.6655,0.3002,8.70699,9.9958,0.301742,1.06059,1.3705,9.99623,1.1213,3.2409,0.3681,8.52745,5.2953,1.98363,,0.140443,0.2367,1.37749,0.3794
242,2010-08-31,00:00:00.00,3.04326e-07,0.171409,1.00864,0.523228,1.05066,12.7263,22,0.190533,0.478,0.0450919,0.132,1.05783,3.36,0.0877207,0.152,0.361463,2.53075,2.23,0.0126737,0.055,1.54877,0.726,0.629539,0.125464,0.259509,0.026,0.0405667,0,0.318668,0.1328,0.26136,0.3398,0.455893,1.29377,2.3899,0.757235,0.402507,0.578413,0.6768,1.44785,4.4174,4.90189,4.7289,0.0723487,0.2263,71.5065,11.8364,1.72576,0.2888,11.7708,1.8094,0.228989,0.908235,0.955847,0.3341,1.51877,0.0753,1.39245,0.2917,7.42516,9.203,0.258886,0.96673,1.3309,9.80134,0.9826,2.78359,0.3058,7.08044,4.9271,1.57089,,0.120826,0.1872,0.973734,0.3171
243,2010-09-01,00:00:00.00,0.000467108,0.168705,0.851643,0.422924,1.06217,12.5266,21.8,0.147812,0.45,0.0450623,0.126,0.869247,3.23,0.0876898,0.118,0.295217,1.87773,2.18,0.0111217,0.056,1.29619,0.688,0.565841,0.125433,0.235003,0.02,0.0350995,0,0.303418,0.1215,0.242846,0.3228,0.421982,1.19182,2.6901,0.699074,0.379969,0.546912,0.5975,1.28553,4.2475,4.29956,4.5307,0.0652024,0.2186,69.6291,9.203,1.48067,0.2393,11.2657,1.5376,0.214699,0.72747,0.842897,0.3143,1.21224,0.066,1.18643,0.2625,6.38807,10.0525,0.225154,0.777274,1.2884,9.47711,0.8863,2.33287,0.2707,5.80581,4.644,1.23416,,0.113255,0.1538,0.739248,0.286
244,2010-09-02,00:00:00.00,0.0480108,0.167315,0.729424,0.352933,1.05018,12.2331,21.5,0.115488,0.428,0.0450415,0.107,0.707051,3.15,0.0876594,0.107,0.261448,1.38956,2.18,0.0102742,0.054,1.10149,0.615,0.524213,0.125402,0.222169,0.014,0.0307736,0,0.44651,0.128,0.264694,0.2973,0.396749,1.13306,2.6618,0.654485,0.361937,0.520712,0.7277,1.19309,4.2758,3.79421,4.2758,0.0600939,0.2381,67.8155,6.796,1.30169,0.1994,10.6057,1.4668,0.214699,0.612147,0.754603,0.2917,1.00066,0.0504,1.03787,0.2543,5.59789,9.9392,0.198712,0.690772,1.2403,8.8229,0.8297,1.91443,0.2291,4.48706,4.3891,1.00238,,0.110324,0.13,0.589672,0.2557
245,2010-09-03,00:00:00.00,0.527129,1.1868,1.51852,0.541631,1.05002,11.8745,22.4,0.104173,0.405,0.132864,0.094,0.579884,3.08,0.306733,0.123,0.263433,1.05342,2.12,0.0113829,0.055,1.02274,0.599,0.747528,1.0243,0.456786,0.012,0.106325,0,1.97571,0.1393,0.667718,0.303,0.517284,1.51111,3.936,0.754329,0.371063,0.595495,1.5065,1.96335,4.9554,4.09366,4.3608,0.19729,0.3426,66.7048,7.8721,1.26584,0.1869,9.80107,1.3224,0.210282,0.527407,0.680643,0.2823,0.859591,0.0416,0.925783,0.2622,4.92394,11.525,0.178021,0.594342,1.2091,7.29151,0.7561,1.53584,0.1914,3.31348,4.1343,0.848822,,0.109641,0.1087,0.479991,0.2404
246,2010-09-04,00:00:00.00,0.568555,4.0385,5.03831,1.36533,1.44686,12.0585,31.4,0.53599,0.42,1.96363,0.278,0.672559,3.11,3.77059,0.166,2.0079,1.25788,2.1,0.0476819,0.067,1.25466,0.628,2.0714,2.15292,0.982029,0.017,0.186362,0,3.11092,0.1427,1.2332,0.3625,0.990497,2.8433,5.1537,1.66463,0.754854,1.21133,3.2281,3.0449,5.0404,5.62984,4.4741,0.345947,0.4502,65.9228,9.5145,1.5211,0.2217,8.98895,1.195,0.290388,0.475546,1.22916,0.286,1.05874,0.0343,1.41232,0.2345,4.97911,11.9214,0.413621,1.49778,1.3026,6.14968,0.7759,1.88003,0.1872,2.81959,4.4174,1.16766,,0.595568,0.1119,0.773424,0.2945
247,2010-09-05,00:00:00.00,0.308982,6.52765,7.15232,2.55071,2.02215,12.816,35.3,0.983913,0.47,2.68403,0.271,0.706723,3.16,3.55214,0.228,2.68426,1.74859,2.23,0.0865082,0.098,1.51787,0.617,3.33724,1.25397,1.39506,0.016,0.145748,0,2.42912,0.1189,1.34353,0.3625,1.48846,4.02704,3.3414,2.67597,1.13204,1.8107,1.3564,3.53125,4.6723,6.79687,4.3325,0.289853,0.3738,64.7904,10.8454,1.76648,0.2022,7.74827,1.076,0.388043,0.449107,1.78551,0.2614,1.15785,0.0297,1.88527,0.2064,5.60913,13.1957,0.859858,6.42158,3.0299,9.0333,3.7095,4.00513,0.4134,3.25461,6.8527,1.56075,,1.59453,0.521,1.31511,1.2459
