time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.421641,0,1.21479
2,2010-01-03,00:00:00.00,0.238965,0,0.877822
3,2010-01-04,00:00:00.00,1.15584,0,0.80703
4,2010-01-05,00:00:00.00,2.25915,0,0.877822
5,2010-01-06,00:00:00.00,0.785201,0,0.900476
6,2010-01-07,00:00:00.00,0.0513954,0,0.860832
7,2010-01-08,00:00:00.00,5.6333,0,0.804198
8,2010-01-09,00:00:00.00,2.5268,0,0.727743
9,2010-01-10,00:00:00.00,0.201163,0,0.685268
10,2010-01-11,00:00:00.00,0.0150295,0,0.671109
11,2010-01-12,00:00:00.00,2.04211,0,0.671109
12,2010-01-13,00:00:00.00,0.286177,0,0.676773
13,2010-01-14,00:00:00.00,0.0146884,0,0.673941
14,2010-01-15,00:00:00.00,0.0731625,0,0.685268
15,2010-01-16,00:00:00.00,0.107094,0.00348357,0.758891
16,2010-01-17,00:00:00.00,0.00767284,0.014373,0.787208
17,2010-01-18,00:00:00.00,3.3358e-308,0.0199493,0.809862
18,2010-01-19,00:00:00.00,0.041132,0.0163052,0.846674
19,2010-01-20,00:00:00.00,0.435961,0.0130712,0.846674
20,2010-01-21,00:00:00.00,0.104315,0.0103049,0.809862
21,2010-01-22,00:00:00.00,0.00064677,0.0079287,0.770218
22,2010-01-23,00:00:00.00,0.00626423,0.00609309,0.736238
23,2010-01-24,00:00:00.00,0.045434,0.00460829,0.699426
24,2010-01-25,00:00:00.00,4.89161,0.0147113,0.897644
25,2010-01-26,00:00:00.00,3.18737,0.11501,2.12376
26,2010-01-27,00:00:00.00,1.16247,0.197003,4.33248
27,2010-01-28,00:00:00.00,0.370388,0.176082,3.28475
28,2010-01-29,00:00:00.00,0.437813,0.149321,2.36729
29,2010-01-30,00:00:00.00,0.00251579,0.124156,1.51212
30,2010-01-31,00:00:00.00,0.0707382,0.102464,1.24028
31,2010-02-01,00:00:00.00,0.30537,0.0841145,1.06755
32,2010-02-02,00:00:00.00,0.0528525,0.0687093,0.9741
33,2010-02-03,00:00:00.00,1.79494,0.0562452,0.838179
34,2010-02-04,00:00:00.00,0.439378,0.0462426,0.775882
35,2010-02-05,00:00:00.00,0,0.0382244,0.696594
36,2010-02-06,00:00:00.00,0,0.0319341,0.685268
37,2010-02-07,00:00:00.00,0.0819116,0.0269664,0.685268
38,2010-02-08,00:00:00.00,0.296817,0.0231625,0.662614
39,2010-02-09,00:00:00.00,8.001e-308,0.0202669,0.645624
40,2010-02-10,00:00:00.00,7.80856,0.0179119,0.631466
41,2010-02-11,00:00:00.00,5.89223,0.0160029,0.617307
42,2010-02-12,00:00:00.00,0.436146,0.0144118,0.608812
43,2010-02-13,00:00:00.00,0.201932,0.0130843,0.594654
44,2010-02-14,00:00:00.00,0.185426,0.0120076,0.58899
45,2010-02-15,00:00:00.00,0.0298581,0.0110697,0.580495
46,2010-02-16,00:00:00.00,0.183378,0.0102043,0.614476
47,2010-02-17,00:00:00.00,2.50111,0.00940617,0.620139
48,2010-02-18,00:00:00.00,0.198679,0.00865855,0.622971
49,2010-02-19,00:00:00.00,0.0341231,0.00792319,0.622971
50,2010-02-20,00:00:00.00,3e-308,0.00719723,0.622971
51,2010-02-21,00:00:00.00,4.39861e-308,0.00652607,0.622971
52,2010-02-22,00:00:00.00,0.0362401,0.0058968,0.622971
53,2010-02-23,00:00:00.00,9.55323,0.0187546,0.654119
54,2010-02-24,00:00:00.00,0.371515,0.0283224,0.673941
55,2010-02-25,00:00:00.00,1.66398,0.0218915,0.673941
56,2010-02-26,00:00:00.00,2.60632,0.0168535,0.665446
57,2010-02-27,00:00:00.00,6.96235,0.0130664,0.642792
58,2010-02-28,00:00:00.00,2.55118,0.0151113,0.659782
59,2010-03-01,00:00:00.00,0.121879,0.0185278,0.671109
60,2010-03-02,00:00:00.00,0.00841815,0.0212161,0.699426
61,2010-03-03,00:00:00.00,0.0415192,0.0212014,0.73907
62,2010-03-04,00:00:00.00,0.0674928,0.0160736,0.770218
63,2010-03-05,00:00:00.00,1.84562e-308,0.0121314,0.798535
64,2010-03-06,00:00:00.00,0,0.00907976,0.849505
65,2010-03-07,00:00:00.00,0,0.00672566,0.911802
66,2010-03-08,00:00:00.00,0,0.0132125,0.99109
67,2010-03-09,00:00:00.00,0.0020771,0.0580463,1.54893
68,2010-03-10,00:00:00.00,0.0121494,0.272489,3.48297
69,2010-03-11,00:00:00.00,0.0793229,0.484023,9.68436
70,2010-03-12,00:00:00.00,0.318796,0.477437,14.7248
71,2010-03-13,00:00:00.00,2.95125,0.456015,20.2749
72,2010-03-14,00:00:00.00,9.61401,0.641895,19.5386
