time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.90573,0,2.5
2,2010-01-03,00:00:00.00,0.0493903,0,2.2
3,2010-01-04,00:00:00.00,0.126946,0,1.85
4,2010-01-05,00:00:00.00,0.250604,0,1.65
5,2010-01-06,00:00:00.00,2.95855,0,1.5
6,2010-01-07,00:00:00.00,0.183532,0,1.38
7,2010-01-08,00:00:00.00,1.3576,0,1.3
8,2010-01-09,00:00:00.00,4.22582,0,1.25
9,2010-01-10,00:00:00.00,0.00143842,0,1.2
10,2010-01-11,00:00:00.00,0.0475681,0,1.15
11,2010-01-12,00:00:00.00,3.33927,0,1.12
12,2010-01-13,00:00:00.00,0.488026,0,1.15
13,2010-01-14,00:00:00.00,0.0262561,0,1.12
14,2010-01-15,00:00:00.00,0.00809138,0,1.11
15,2010-01-16,00:00:00.00,0.0693881,0,1.18
16,2010-01-17,00:00:00.00,0.00621222,0.0101338,1.27
17,2010-01-18,00:00:00.00,0.0224929,0.0193775,1.24
18,2010-01-19,00:00:00.00,0.0673811,0.0196112,1.22
19,2010-01-20,00:00:00.00,0.302762,0.0193788,1.21
20,2010-01-21,00:00:00.00,0.0697571,0.0166788,1.18
21,2010-01-22,00:00:00.00,0.0245913,0.0141228,1.13
22,2010-01-23,00:00:00.00,0.00593962,0.0118415,1.1
23,2010-01-24,00:00:00.00,0.00560102,0.00983618,1.12
24,2010-01-25,00:00:00.00,8.49081,0.051215,1.21
25,2010-01-26,00:00:00.00,11.8585,0.415722,9
26,2010-01-27,00:00:00.00,1.39826,0.744463,14.3
27,2010-01-28,00:00:00.00,0.550313,0.726531,9.5
28,2010-01-29,00:00:00.00,1.02488,0.66607,5.2
29,2010-01-30,00:00:00.00,0.591407,0.590516,4.1
30,2010-01-31,00:00:00.00,0.00606473,0.51246,3.1
31,2010-02-01,00:00:00.00,0.746938,0.438576,2.7
32,2010-02-02,00:00:00.00,0.325058,0.370353,2.35
33,2010-02-03,00:00:00.00,2.40561,0.308685,2
34,2010-02-04,00:00:00.00,0.425576,0.255118,1.8
35,2010-02-05,00:00:00.00,0.00186206,0.209451,1.61
36,2010-02-06,00:00:00.00,0.0193432,0.171117,1.45
37,2010-02-07,00:00:00.00,0.0208672,0.139389,1.3
38,2010-02-08,00:00:00.00,0.00310678,0.11361,1.22
39,2010-02-09,00:00:00.00,0,0.0928004,1.1
40,2010-02-10,00:00:00.00,0.968924,0.0757299,1.01
41,2010-02-11,00:00:00.00,2.30806,0.0617708,0.98
42,2010-02-12,00:00:00.00,9.77119e-308,0.0503356,0.94
43,2010-02-13,00:00:00.00,0.0819232,0.0410736,0.89
44,2010-02-14,00:00:00.00,0.191177,0.0336771,0.87
45,2010-02-15,00:00:00.00,0.148154,0.02773,0.84
46,2010-02-16,00:00:00.00,0.13549,0.0229466,0.836
47,2010-02-17,00:00:00.00,0.273514,0.0190945,0.82
48,2010-02-18,00:00:00.00,0.144839,0.0160355,0.81
49,2010-02-19,00:00:00.00,0.0128247,0.0136006,0.8
50,2010-02-20,00:00:00.00,0.00157254,0.0116555,0.81
51,2010-02-21,00:00:00.00,0.000286984,0.010118,0.815
52,2010-02-22,00:00:00.00,6.4237e-308,0.00891623,0.83
53,2010-02-23,00:00:00.00,11.0149,0.00797958,0.855
54,2010-02-24,00:00:00.00,1.5896,0.00725585,0.875
55,2010-02-25,00:00:00.00,0.344804,0.0102003,0.89
56,2010-02-26,00:00:00.00,3.39954,0.0125644,0.915
57,2010-02-27,00:00:00.00,7.35295,0.0109765,0.925
58,2010-02-28,00:00:00.00,0.958456,0.0428094,0.95
59,2010-03-01,00:00:00.00,0.0685706,0.131432,0.98
60,2010-03-02,00:00:00.00,0.000960488,0.255769,1.05
61,2010-03-03,00:00:00.00,0.000332465,0.313738,1.19
62,2010-03-04,00:00:00.00,0.000123252,0.276187,1.3
63,2010-03-05,00:00:00.00,6.16258e-308,0.242162,1.45
64,2010-03-06,00:00:00.00,0,0.213582,1.62
65,2010-03-07,00:00:00.00,0,0.173774,1.85
66,2010-03-08,00:00:00.00,0,0.141077,2.19
67,2010-03-09,00:00:00.00,0,0.218699,2.48
68,2010-03-10,00:00:00.00,0.00192725,0.457483,2.9
69,2010-03-11,00:00:00.00,0.0538307,0.549324,3.28
70,2010-03-12,00:00:00.00,0.0677894,0.450308,4
71,2010-03-13,00:00:00.00,9.19703,0.687647,5.2
72,2010-03-14,00:00:00.00,26.5546,1.57597,11.3
73,2010-03-15,00:00:00.00,17.2251,2.96652,40
74,2010-03-16,00:00:00.00,0.712698,3.64942,62.5
75,2010-03-17,00:00:00.00,0.0011719,3.35808,53
76,2010-03-18,00:00:00.00,0.000236353,2.9552,31.1
77,2010-03-19,00:00:00.00,0.000673274,2.53297,21.7
78,2010-03-20,00:00:00.00,0.0121202,2.13225,19.9
79,2010-03-21,00:00:00.00,0.0427159,1.77276,18.2
80,2010-03-22,00:00:00.00,0.221741,1.47254,16.6
81,2010-03-23,00:00:00.00,3.25699,1.36611,15.1
82,2010-03-24,00:00:00.00,0.785753,1.35589,13.6
83,2010-03-25,00:00:00.00,0.0116947,1.19974,12.1
84,2010-03-26,00:00:00.00,0.0381309,0.979736,10.8
85,2010-03-27,00:00:00.00,0.000111668,0.796047,9.55
86,2010-03-28,00:00:00.00,0,0.64627,8.35
87,2010-03-29,00:00:00.00,4.14231,0.768181,7.19
88,2010-03-30,00:00:00.00,1.30795,0.947584,6.13
89,2010-03-31,00:00:00.00,3.794e-308,0.849213,5.38
90,2010-04-01,00:00:00.00,2.8985e-308,0.68527,5.07
91,2010-04-02,00:00:00.00,0.0246462,0.551711,4.67
92,2010-04-03,00:00:00.00,0.035263,0.442776,4.2
93,2010-04-04,00:00:00.00,0.0875677,0.356578,3.94
94,2010-04-05,00:00:00.00,0.0852197,0.289938,3.8
95,2010-04-06,00:00:00.00,0.0891015,0.238352,3.52
