time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.445578,0,4.72891
2,2010-01-03,00:00:00.00,0.592235,0,5.09703
3,2010-01-04,00:00:00.00,1.11526,0,6.65446
4,2010-01-05,00:00:00.00,1.8848,0,7.70218
5,2010-01-06,00:00:00.00,1.17967,0,6.56951
6,2010-01-07,00:00:00.00,2.06531,0,5.46515
7,2010-01-08,00:00:00.00,4.42235,0,4.44574
8,2010-01-09,00:00:00.00,2.87839,0,3.96436
9,2010-01-10,00:00:00.00,0.627099,0,3.76614
10,2010-01-11,00:00:00.00,0.470537,0,4.13426
11,2010-01-12,00:00:00.00,2.76394,0,4.98377
12,2010-01-13,00:00:00.00,0.440907,0,4.36079
13,2010-01-14,00:00:00.00,0.0145894,0,3.90772
14,2010-01-15,00:00:00.00,0.00228866,0,3.45466
15,2010-01-16,00:00:00.00,0.0697645,0,3.85109
16,2010-01-17,00:00:00.00,0.0127333,0.0615879,6.68278
17,2010-01-18,00:00:00.00,0.248805,0.960286,16.9618
18,2010-01-19,00:00:00.00,0.10324,1.62568,27.8921
19,2010-01-20,00:00:00.00,0.122582,1.2374,22.6252
20,2010-01-21,00:00:00.00,0.0701431,0.850332,14.7814
21,2010-01-22,00:00:00.00,0.428812,0.566051,10.1941
22,2010-01-23,00:00:00.00,1.59133,0.38133,8.46674
23,2010-01-24,00:00:00.00,0.0134934,0.404235,13.0541
24,2010-01-25,00:00:00.00,15.2895,2.66008,37.6614
25,2010-01-26,00:00:00.00,3.6951,5.11151,91.1802
26,2010-01-27,00:00:00.00,3.20811,4.84123,65.6951
27,2010-01-28,00:00:00.00,0.768234,3.59423,21.9739
28,2010-01-29,00:00:00.00,0.782977,2.40524,11.2418
29,2010-01-30,00:00:00.00,0.105109,1.57889,6.20139
30,2010-01-31,00:00:00.00,0.00141083,1.05748,5.26693
31,2010-02-01,00:00:00.00,5.43368e-308,0.742387,4.04931
32,2010-02-02,00:00:00.00,0.00142995,0.553336,3.59624
33,2010-02-03,00:00:00.00,0.319656,0.440023,3.65287
34,2010-02-04,00:00:00.00,1.19512,0.370621,2.5117
35,2010-02-05,00:00:00.00,0.0020444,0.326492,2.11244
36,2010-02-06,00:00:00.00,2.97605,0.297323,2.08695
37,2010-02-07,00:00:00.00,3.60218,0.325465,2.288
38,2010-02-08,00:00:00.00,0.318846,0.338411,3.1998
39,2010-02-09,00:00:00.00,0.0216587,0.294751,4.92713
40,2010-02-10,00:00:00.00,12.2787,0.267006,3.99268
41,2010-02-11,00:00:00.00,4.42014,0.247603,3.79446
42,2010-02-12,00:00:00.00,0.834413,0.233241,3.59624
43,2010-02-13,00:00:00.00,0.674032,0.222219,3.14317
44,2010-02-14,00:00:00.00,1.10206,0.213089,2.94495
45,2010-02-15,00:00:00.00,0.251125,0.20507,2.6901
46,2010-02-16,00:00:00.00,1.85957,0.197515,2.94495
47,2010-02-17,00:00:00.00,2.69814,0.190357,2.82885
48,2010-02-18,00:00:00.00,0.779629,0.183381,2.86
49,2010-02-19,00:00:00.00,0.160061,0.176146,3.1998
50,2010-02-20,00:00:00.00,3.6062e-308,0.168576,3.45466
51,2010-02-21,00:00:00.00,0,0.161314,3.82277
52,2010-02-22,00:00:00.00,0.3501,0.15433,4.41743
53,2010-02-23,00:00:00.00,5.8265,0.839126,6.34297
54,2010-02-24,00:00:00.00,0.452653,2.81423,13.677
55,2010-02-25,00:00:00.00,6.4163,3.94476,20.558
56,2010-02-26,00:00:00.00,3.16051,3.14254,19.7085
57,2010-02-27,00:00:00.00,7.5359,2.05803,12.7426
58,2010-02-28,00:00:00.00,2.99396,1.34503,11.3834
59,2010-03-01,00:00:00.00,0.644731,0.902615,11.5533
60,2010-03-02,00:00:00.00,0.21206,0.732973,11.2701
61,2010-03-03,00:00:00.00,0.123385,0.630759,11.525
62,2010-03-04,00:00:00.00,0.102396,0.471667,11.4683
63,2010-03-05,00:00:00.00,0.00131984,0.377448,11.1568
64,2010-03-06,00:00:00.00,0.0146627,0.319485,11.0719
65,2010-03-07,00:00:00.00,0.00479189,0.282346,11.0153
66,2010-03-08,00:00:00.00,0.00110489,0.25696,12.0063
67,2010-03-09,00:00:00.00,0.00176167,1.55211,18.4626
68,2010-03-10,00:00:00.00,6.2664e-308,8.82359,37.3782
69,2010-03-11,00:00:00.00,0.740088,22.7069,81.8357
70,2010-03-12,00:00:00.00,0.0512467,25.2126,138.753
71,2010-03-13,00:00:00.00,0.255424,16.2943,143
72,2010-03-14,00:00:00.00,10.7379,24.2098,63.7129
73,2010-03-15,00:00:00.00,4.88478,36.171,85.8
74,2010-03-16,00:00:00.00,0.515227,28.0636,82.6852
75,2010-03-17,00:00:00.00,0.00686069,15.701,31.998
76,2010-03-18,00:00:00.00,0.000197074,9.6336,17.8679
77,2010-03-19,00:00:00.00,6.06163e-308,5.89132,12.2046
78,2010-03-20,00:00:00.00,4.21952e-308,3.70611,9.11802
79,2010-03-21,00:00:00.00,0.000111492,2.46288,6.99426
80,2010-03-22,00:00:00.00,0.00177266,1.76223,5.66337
81,2010-03-23,00:00:00.00,17.1327,19.1734,7.67387
82,2010-03-24,00:00:00.00,1.99598,30.9174,27.1559
83,2010-03-25,00:00:00.00,0.00058525,20.4306,38.5109
84,2010-03-26,00:00:00.00,15.2507,41.3061,18.5475
85,2010-03-27,00:00:00.00,0.0129936,49.6755,19.5669
86,2010-03-28,00:00:00.00,0.00116001,24.4438,26.6462
87,2010-03-29,00:00:00.00,10.0022,32.857,21.5208
88,2010-03-30,00:00:00.00,0.748788,37.4216,33.697
89,2010-03-31,00:00:00.00,0.00485387,19.2983,33.9802
90,2010-04-01,00:00:00.00,2.61448e-308,10.5716,16.7919
91,2010-04-02,00:00:00.00,1.30724e-308,6.39707,10.6471
92,2010-04-03,00:00:00.00,0,3.94028,7.75882
93,2010-04-04,00:00:00.00,0.0457554,2.59282,6.08812
94,2010-04-05,00:00:00.00,6.6172e-308,1.8391,4.98377
95,2010-04-06,00:00:00.00,1.13579,2.33114,4.19089
96,2010-04-07,00:00:00.00,0.219756,2.75756,3.85109
97,2010-04-08,00:00:00.00,1.32615,2.99241,3.45466
98,2010-04-09,00:00:00.00,6.24082,7.31454,4.58733
99,2010-04-10,00:00:00.00,0.140875,9.0082,4.58733
100,2010-04-11,00:00:00.00,0.000420232,5.67437,3.87941
101,2010-04-12,00:00:00.00,0.00743166,3.5647,3.14317
102,2010-04-13,00:00:00.00,0.0540706,2.31744,2.54002
103,2010-04-14,00:00:00.00,5.07347,4.76456,2.81186
104,2010-04-15,00:00:00.00,0,6.18394,2.94495
105,2010-04-16,00:00:00.00,0,3.81252,2.65895
106,2010-04-17,00:00:00.00,0.217069,2.49663,2.25402
107,2010-04-18,00:00:00.00,0.131456,1.79519,2.00483
108,2010-04-19,00:00:00.00,0.078072,1.321,1.79529
109,2010-04-20,00:00:00.00,0.000122518,0.98393,1.6537
110,2010-04-21,00:00:00.00,0,0.741553,1.57725
