time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,4.34797,0,1.05
2,2010-01-03,00:00:00.00,7.96137,0,1
3,2010-01-04,00:00:00.00,2.80953,0,0.947
4,2010-01-05,00:00:00.00,0.622307,0,0.895
5,2010-01-06,00:00:00.00,2.66885,0,0.86
6,2010-01-07,00:00:00.00,0.0884336,0,0.828
7,2010-01-08,00:00:00.00,5.29219,0,0.805
8,2010-01-09,00:00:00.00,3.57719,0,0.78
9,2010-01-10,00:00:00.00,0.00145284,0,0.77
10,2010-01-11,00:00:00.00,0.00872472,0,0.75
11,2010-01-12,00:00:00.00,1.75305,0,0.73
12,2010-01-13,00:00:00.00,0.0636449,0,0.72
13,2010-01-14,00:00:00.00,0.000226854,0,0.709
14,2010-01-15,00:00:00.00,0.116062,0,0.697
15,2010-01-16,00:00:00.00,0.216149,5.04888e-08,0.685
16,2010-01-17,00:00:00.00,0.0114536,0.0104215,0.678
17,2010-01-18,00:00:00.00,0.0192151,0.0146355,0.671
18,2010-01-19,00:00:00.00,0.0644889,0.0277926,0.664
19,2010-01-20,00:00:00.00,0.422314,0.032707,0.657
20,2010-01-21,00:00:00.00,0.0110263,0.0136188,0.65
21,2010-01-22,00:00:00.00,0.000366932,0.00798876,0.644
22,2010-01-23,00:00:00.00,0.0196846,0.00675092,0.638
23,2010-01-24,00:00:00.00,0,0.00639314,0.633
24,2010-01-25,00:00:00.00,12.2282,0.111613,1.65
25,2010-01-26,00:00:00.00,6.25728,0.803132,30
26,2010-01-27,00:00:00.00,1.60483,1.00137,23.9
27,2010-01-28,00:00:00.00,1.57077,0.405859,9.89
28,2010-01-29,00:00:00.00,2.87442,0.151979,5.24
29,2010-01-30,00:00:00.00,0.402132,0.0960695,3.75
30,2010-01-31,00:00:00.00,0.037422,0.0842092,2
31,2010-02-01,00:00:00.00,1.13557,0.0811511,1.6
32,2010-02-02,00:00:00.00,0.122689,0.0795794,1.35
33,2010-02-03,00:00:00.00,2.73216,0.0780349,1.15
34,2010-02-04,00:00:00.00,0.549836,0.0764032,1.03
35,2010-02-05,00:00:00.00,0.0190629,0.0746164,0.92
36,2010-02-06,00:00:00.00,1.79982e-308,0.0727683,0.825
37,2010-02-07,00:00:00.00,3.9983e-308,0.0709143,0.75
