time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.187019,0,5.80495
2,2010-01-03,00:00:00.00,0.0940471,0,4.10594
3,2010-01-04,00:00:00.00,0.620659,0,3.96436
4,2010-01-05,00:00:00.00,1.68767,0,5.09703
5,2010-01-06,00:00:00.00,0.61451,0,4.5307
6,2010-01-07,00:00:00.00,1.01174,0,3.53961
7,2010-01-08,00:00:00.00,5.32316,0,2.97327
8,2010-01-09,00:00:00.00,1.973,0,2.83168
9,2010-01-10,00:00:00.00,0.548054,0,2.6901
10,2010-01-11,00:00:00.00,0.265099,0,1.75564
11,2010-01-12,00:00:00.00,2.18016,0,1.47248
12,2010-01-13,00:00:00.00,0.34009,0,1.50079
13,2010-01-14,00:00:00.00,0.00928252,0,1.47248
14,2010-01-15,00:00:00.00,0.0110644,0,1.64238
15,2010-01-16,00:00:00.00,0.0615148,0,2.0105
16,2010-01-17,00:00:00.00,0.0105571,0.353919,2.40976
17,2010-01-18,00:00:00.00,0.356943,1.9307,3.56792
18,2010-01-19,00:00:00.00,0.0764481,2.48724,4.75723
19,2010-01-20,00:00:00.00,0.0588999,1.32502,5.0404
20,2010-01-21,00:00:00.00,0.0191366,0.603419,4.02099
21,2010-01-22,00:00:00.00,0.616184,0.337704,2.65612
22,2010-01-23,00:00:00.00,0.724687,0.231827,2.61081
23,2010-01-24,00:00:00.00,0.00420879,0.402551,3.48297
24,2010-01-25,00:00:00.00,13.7335,4.75475,29.1664
25,2010-01-26,00:00:00.00,1.5804,8.43614,66.2614
26,2010-01-27,00:00:00.00,1.98943,6.17843,25.5984
27,2010-01-28,00:00:00.00,0.491643,3.13138,7.27743
28,2010-01-29,00:00:00.00,0.659955,1.39354,4.67228
29,2010-01-30,00:00:00.00,0.0392718,0.679578,4.38911
30,2010-01-31,00:00:00.00,0.0024441,0.406329,5.09703
31,2010-02-01,00:00:00.00,9.95486e-308,0.304168,3.90772
32,2010-02-02,00:00:00.00,0.000574289,0.263905,3.11485
33,2010-02-03,00:00:00.00,0.506197,0.246603,2.4579
34,2010-02-04,00:00:00.00,0.962879,0.236681,2.0105
35,2010-02-05,00:00:00.00,0.00473043,0.228861,1.69901
36,2010-02-06,00:00:00.00,2.70698,0.222403,1.44416
37,2010-02-07,00:00:00.00,3.58857,0.216864,1.13267
38,2010-02-08,00:00:00.00,0.215599,0.213032,1.54893
39,2010-02-09,00:00:00.00,0.0227759,0.211353,1.42151
40,2010-02-10,00:00:00.00,13.0899,0.210603,1.66503
41,2010-02-11,00:00:00.00,3.56842,0.209593,1.56875
42,2010-02-12,00:00:00.00,0.280804,0.20863,1.54893
43,2010-02-13,00:00:00.00,0.355181,0.208376,1.4923
44,2010-02-14,00:00:00.00,0.923006,0.208658,1.47531
45,2010-02-15,00:00:00.00,0.12879,0.20927,1.37337
46,2010-02-16,00:00:00.00,1.30973,0.209917,1.30824
47,2010-02-17,00:00:00.00,2.20213,0.210712,1.44133
48,2010-02-18,00:00:00.00,0.346236,0.211431,1.67353
49,2010-02-19,00:00:00.00,0.0995295,0.211838,1.6537
50,2010-02-20,00:00:00.00,0,0.212044,1.61689
51,2010-02-21,00:00:00.00,7.72015e-308,0.212509,1.5376
