time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.50372,0,4.5
2,2010-01-03,00:00:00.00,0.741481,0,4.2
3,2010-01-04,00:00:00.00,1.25175,0,4.05
4,2010-01-05,00:00:00.00,0.34265,0,3.92
5,2010-01-06,00:00:00.00,3.02237,0,3.79
6,2010-01-07,00:00:00.00,0.0756274,0,3.68
7,2010-01-08,00:00:00.00,5.29506,0,3.62
8,2010-01-09,00:00:00.00,3.45737,0,3.54
9,2010-01-10,00:00:00.00,0.00584701,0,3.48
10,2010-01-11,00:00:00.00,0.0862106,0,3.38
11,2010-01-12,00:00:00.00,2.28475,0,3.32
12,2010-01-13,00:00:00.00,0.0494149,0,3.28
13,2010-01-14,00:00:00.00,0.000109311,0,3.23
14,2010-01-15,00:00:00.00,0.183084,0,3.18
15,2010-01-16,00:00:00.00,0.433086,1.84065e-08,3.15
16,2010-01-17,00:00:00.00,0.0130658,0.0280366,3.11
17,2010-01-18,00:00:00.00,0.00190107,0.0526481,3.09
18,2010-01-19,00:00:00.00,0.00348668,0.109406,3.07
19,2010-01-20,00:00:00.00,0.0389461,0.151259,3.04
20,2010-01-21,00:00:00.00,0.0208042,0.115242,3.02
21,2010-01-22,00:00:00.00,0.000293907,0.0835018,3
22,2010-01-23,00:00:00.00,0.00632571,0.0590444,2.98
23,2010-01-24,00:00:00.00,0,0.0412208,2.97
24,2010-01-25,00:00:00.00,12.553,0.297791,2.96
25,2010-01-26,00:00:00.00,9.3301,1.34404,28.4
26,2010-01-27,00:00:00.00,1.2843,2.05109,29.4
27,2010-01-28,00:00:00.00,1.31637,1.77652,10.4
28,2010-01-29,00:00:00.00,2.61875,1.37663,6.52
29,2010-01-30,00:00:00.00,0.254806,1.01097,5.54
30,2010-01-31,00:00:00.00,0.0264946,0.721842,4.69
31,2010-02-01,00:00:00.00,0.730634,0.509259,4.08
32,2010-02-02,00:00:00.00,0.248055,0.357481,3.85
33,2010-02-03,00:00:00.00,2.19047,0.251072,3.59
34,2010-02-04,00:00:00.00,0.393256,0.178687,3.39
35,2010-02-05,00:00:00.00,0.0835687,0.130116,3.22
36,2010-02-06,00:00:00.00,0.000198313,0.0979507,3.1
37,2010-02-07,00:00:00.00,0.00696615,0.0769343,3
38,2010-02-08,00:00:00.00,1.52e-308,0.0635547,2.92
39,2010-02-09,00:00:00.00,0.00017969,0.0553015,2.85
40,2010-02-10,00:00:00.00,2.72954,0.0501863,2.79
41,2010-02-11,00:00:00.00,5.74304,0.047103,2.73
42,2010-02-12,00:00:00.00,0.00356845,0.0453196,2.71
43,2010-02-13,00:00:00.00,0.306445,0.0444539,2.69
44,2010-02-14,00:00:00.00,0.783768,0.044285,2.69
45,2010-02-15,00:00:00.00,1.41915,0.0445258,2.67
46,2010-02-16,00:00:00.00,0.192652,0.045004,2.67
47,2010-02-17,00:00:00.00,0.55179,0.0456303,2.65
48,2010-02-18,00:00:00.00,0.351782,0.0464037,2.65
49,2010-02-19,00:00:00.00,0.00849428,0.0472412,2.65
50,2010-02-20,00:00:00.00,0.00545693,0.0480814,2.63
51,2010-02-21,00:00:00.00,0.000728315,0.0489486,2.63
52,2010-02-22,00:00:00.00,4.7643e-308,0.0498684,2.63
53,2010-02-23,00:00:00.00,13.7548,0.0507834,2.61
54,2010-02-24,00:00:00.00,1.00672,0.0516943,2.61
55,2010-02-25,00:00:00.00,0.312805,0.0526158,2.61
56,2010-02-26,00:00:00.00,1.55152,0.0535329,2.57
57,2010-02-27,00:00:00.00,3.59997,0.0544998,2.57
58,2010-02-28,00:00:00.00,1.76875,0.0577085,2.55
59,2010-03-01,00:00:00.00,0.099178,0.126544,2.55
60,2010-03-02,00:00:00.00,0.000951604,0.281963,2.81
61,2010-03-03,00:00:00.00,0.00121218,0.322065,2.94
62,2010-03-04,00:00:00.00,0.0011352,0.238785,3.46
63,2010-03-05,00:00:00.00,1.14763e-308,0.181394,4.85
64,2010-03-06,00:00:00.00,5.7381e-308,0.142769,5.87
65,2010-03-07,00:00:00.00,0.00044317,0.117468,6.72
66,2010-03-08,00:00:00.00,0.000221585,0.101119,8.48
67,2010-03-09,00:00:00.00,0,0.181257,9.78
68,2010-03-10,00:00:00.00,0.0569052,0.978271,10.4
69,2010-03-11,00:00:00.00,0.0233252,2.59946,10.6
70,2010-03-12,00:00:00.00,0.00239096,3.0705,11.9
71,2010-03-13,00:00:00.00,1.64413,2.45935,12.9
72,2010-03-14,00:00:00.00,21.7436,4.41013,15.2
73,2010-03-15,00:00:00.00,5.64912,6.95515,43.7
74,2010-03-16,00:00:00.00,0.0557,6.59239,46.8
75,2010-03-17,00:00:00.00,4.19187e-308,5.02787,31.5
76,2010-03-18,00:00:00.00,2.01473e-308,3.61923,23.1
77,2010-03-19,00:00:00.00,1.00736e-308,2.52653,16.7
78,2010-03-20,00:00:00.00,0.000109388,1.74337,13.4
79,2010-03-21,00:00:00.00,0.0671084,1.22012,11.1
80,2010-03-22,00:00:00.00,0.372651,0.929114,9.34
81,2010-03-23,00:00:00.00,3.39935,1.16791,8.14
82,2010-03-24,00:00:00.00,4.01209,2.09721,7.74
83,2010-03-25,00:00:00.00,0.032119,2.30257,7.87
84,2010-03-26,00:00:00.00,0.961023,1.78207,8.08
85,2010-03-27,00:00:00.00,0.000382092,1.41505,7.27
86,2010-03-28,00:00:00.00,0.000563515,1.0127,6.23
87,2010-03-29,00:00:00.00,11.9229,2.63057,5.84
88,2010-03-30,00:00:00.00,1.26505,4.01122,7.9
89,2010-03-31,00:00:00.00,0.00438299,3.09011,9
90,2010-04-01,00:00:00.00,0.000125838,2.18463,8.49
91,2010-04-02,00:00:00.00,0,1.53776,7.14
92,2010-04-03,00:00:00.00,0,1.08907,6.14
