time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.77587,1.8649e-05,
2,2010-01-03,00:00:00.00,1.50813,4.14019e-05,
3,2010-01-04,00:00:00.00,7.09715,4.28182e-05,
4,2010-01-05,00:00:00.00,1.88928,3.81543e-05,
5,2010-01-06,00:00:00.00,2.84368,3.42822e-05,
6,2010-01-07,00:00:00.00,1.3262,3.04862e-05,
7,2010-01-08,00:00:00.00,1.11343,2.66464e-05,
8,2010-01-09,00:00:00.00,4.14489,2.27966e-05,
9,2010-01-10,00:00:00.00,0.418522,1.94817e-05,
10,2010-01-11,00:00:00.00,0.214522,1.72039e-05,
11,2010-01-12,00:00:00.00,1.5943,1.52683e-05,
12,2010-01-13,00:00:00.00,0.816881,1.32633e-05,
13,2010-01-14,00:00:00.00,0.17353,1.15229e-05,
14,2010-01-15,00:00:00.00,0.00256679,9.75105e-06,
15,2010-01-16,00:00:00.00,0.463648,7.82406e-06,
16,2010-01-17,00:00:00.00,0.010102,0.0021634,
17,2010-01-18,00:00:00.00,0.389048,0.00480469,
18,2010-01-19,00:00:00.00,0.345485,0.0293078,
19,2010-01-20,00:00:00.00,1.979,0.0765204,
20,2010-01-21,00:00:00.00,1.11798,0.0841093,
21,2010-01-22,00:00:00.00,0.0047689,0.0636113,
22,2010-01-23,00:00:00.00,0.0075218,0.0564645,
23,2010-01-24,00:00:00.00,0.0632193,0.0523193,
24,2010-01-25,00:00:00.00,12.8364,0.168693,
25,2010-01-26,00:00:00.00,27.2043,3.26835,
26,2010-01-27,00:00:00.00,2.84816,6.12834,
27,2010-01-28,00:00:00.00,2.32462,3.90534,
28,2010-01-29,00:00:00.00,11.0367,1.36456,
29,2010-01-30,00:00:00.00,0.361984,0.843685,
30,2010-01-31,00:00:00.00,0.157226,0.742587,
31,2010-02-01,00:00:00.00,2.88147,0.71461,
32,2010-02-02,00:00:00.00,0.601111,0.698062,
33,2010-02-03,00:00:00.00,0.462236,0.681549,
34,2010-02-04,00:00:00.00,1.41859,0.664252,
35,2010-02-05,00:00:00.00,0.0475596,0.646374,
