time,date,hour,precip [mm/day],02GB007 [m3/s],02GB007 (observed) [m3/s]
443,2011-03-20,00:00:00.00,0,4.32188,18.9
444,2011-03-21,00:00:00.00,0,4.25739,15.3
445,2011-03-22,00:00:00.00,8.40374,4.48149,13.9
446,2011-03-23,00:00:00.00,0.12724,4.84151,13.7
447,2011-03-24,00:00:00.00,22.1276,4.71792,11.9
448,2011-03-25,00:00:00.00,1.10022,4.46468,9.83
449,2011-03-26,00:00:00.00,0.0190771,4.40508,8.44
450,2011-03-27,00:00:00.00,0.00126435,4.3379,7.12
451,2011-03-28,00:00:00.00,8.6887e-308,4.27291,6.01
452,2011-03-29,00:00:00.00,0,4.21001,5.43
453,2011-03-30,00:00:00.00,0.120574,4.14909,4.97
454,2011-03-31,00:00:00.00,0.0326696,4.09005,5.09
455,2011-04-01,00:00:00.00,1.73076,4.0328,6.32
456,2011-04-02,00:00:00.00,0.0103262,3.97726,7.69
457,2011-04-03,00:00:00.00,8.313e-308,3.92334,8.34
458,2011-04-04,00:00:00.00,0.417584,3.87097,7.76
459,2011-04-05,00:00:00.00,20.3858,4.82362,13.8
460,2011-04-06,00:00:00.00,2.76611,6.18386,23.2
461,2011-04-07,00:00:00.00,1.00089,5.60553,19.3
462,2011-04-08,00:00:00.00,0.0264898,4.60774,12.9
463,2011-04-09,00:00:00.00,0,4.53366,9.35
464,2011-04-10,00:00:00.00,3e-308,4.46215,7.49
465,2011-04-11,00:00:00.00,1.6886,11.0687,6.27
466,2011-04-12,00:00:00.00,0.279546,32.7861,5.54
467,2011-04-13,00:00:00.00,0.0042165,45.0344,5.11
468,2011-04-14,00:00:00.00,0.0146675,34.5198,4.59
469,2011-04-15,00:00:00.00,0.00280532,25.5419,4.11
470,2011-04-16,00:00:00.00,0.000729245,23.191,3.67
471,2011-04-17,00:00:00.00,19.151,23.5759,4.02
472,2011-04-18,00:00:00.00,3.40259,25.0125,5.81
473,2011-04-19,00:00:00.00,0.898074,23.1807,6.64
474,2011-04-20,00:00:00.00,0.0633899,20.5408,6.35
475,2011-04-21,00:00:00.00,17.5737,21.0542,9.59
476,2011-04-22,00:00:00.00,0.11375,22.258,13.5
477,2011-04-23,00:00:00.00,0.166935,20.6095,11
478,2011-04-24,00:00:00.00,12.5763,19.5278,13
479,2011-04-25,00:00:00.00,0.72056,19.7191,14.6
480,2011-04-26,00:00:00.00,7.26961,18.963,11.5
481,2011-04-27,00:00:00.00,12.6308,19.4552,13.3
482,2011-04-28,00:00:00.00,8.98437,20.7483,15.1
483,2011-04-29,00:00:00.00,8.57868,20.6976,17
484,2011-04-30,00:00:00.00,0.192105,19.4641,19.2
485,2011-05-01,00:00:00.00,0.00621038,17.9549,15.3
486,2011-05-02,00:00:00.00,2.93201,16.818,10.9
487,2011-05-03,00:00:00.00,1.07489,15.8421,9.8
488,2011-05-04,00:00:00.00,9.1777,15.5597,10.5
489,2011-05-05,00:00:00.00,0.204768,15.5886,13.3
490,2011-05-06,00:00:00.00,0.0881463,14.8619,11.3
491,2011-05-07,00:00:00.00,2.94594,13.9419,8.81
492,2011-05-08,00:00:00.00,2.50618,13.2865,7.22
493,2011-05-09,00:00:00.00,0.0266451,12.6883,6.38
494,2011-05-10,00:00:00.00,0.013523,12.1451,5.51
495,2011-05-11,00:00:00.00,0.0220079,11.6507,4.67
496,2011-05-12,00:00:00.00,0.00461839,11.1987,3.98
497,2011-05-13,00:00:00.00,0.0207907,10.7838,3.51
498,2011-05-14,00:00:00.00,0.227872,10.4015,3.24
499,2011-05-15,00:00:00.00,15.1861,11.1127,5.31
500,2011-05-16,00:00:00.00,19.9012,14.2448,6.95
501,2011-05-17,00:00:00.00,9.20761,16.7638,13.2
502,2011-05-18,00:00:00.00,5.80457,16.0301,12.4
503,2011-05-19,00:00:00.00,9.1731,15.0477,11.5
504,2011-05-20,00:00:00.00,19.2629,16.8893,25.2
505,2011-05-21,00:00:00.00,0.026709,18.3599,26.2
506,2011-05-22,00:00:00.00,0.00669854,16.6778,20.3
507,2011-05-23,00:00:00.00,1.34644,14.9233,11.3
508,2011-05-24,00:00:00.00,1.31201,14.1473,8.22
509,2011-05-25,00:00:00.00,5.24643,13.5691,6.87
510,2011-05-26,00:00:00.00,0.0549044,13.071,5.94
511,2011-05-27,00:00:00.00,20.6653,14.4186,17.4
512,2011-05-28,00:00:00.00,5.58537,16.6389,22.9
513,2011-05-29,00:00:00.00,0.165117,15.7368,17.9
514,2011-05-30,00:00:00.00,1.67692,13.8952,13.2
515,2011-05-31,00:00:00.00,21.3033,15.18,21.5
516,2011-06-01,00:00:00.00,0.00202288,17.0496,14.6
517,2011-06-02,00:00:00.00,0,15.8811,9.98
518,2011-06-03,00:00:00.00,0.000432214,14.1158,7.06
519,2011-06-04,00:00:00.00,0.0357054,13.4254,5.22
520,2011-06-05,00:00:00.00,12.7385,13.6043,4.54
521,2011-06-06,00:00:00.00,0.0254216,14.107,5.66
522,2011-06-07,00:00:00.00,0.000683905,13.4335,4.55
523,2011-06-08,00:00:00.00,6.76267,12.6455,3.91
524,2011-06-09,00:00:00.00,6.89565,12.4334,3.56
525,2011-06-10,00:00:00.00,0.0731208,12.1053,3.35
526,2011-06-11,00:00:00.00,0,11.6332,3.77
527,2011-06-12,00:00:00.00,0.000163652,11.1755,3.89
528,2011-06-13,00:00:00.00,0.00448982,10.7557,3.56
529,2011-06-14,00:00:00.00,0.00439498,10.3694,3.05
530,2011-06-15,00:00:00.00,0.00789357,10.0125,2.56
531,2011-06-16,00:00:00.00,0,9.68187,2.18
532,2011-06-17,00:00:00.00,1.77016e-308,9.37452,1.96
533,2011-06-18,00:00:00.00,0.0189663,9.08804,1.76
534,2011-06-19,00:00:00.00,0.00840972,8.82033,1.58
535,2011-06-20,00:00:00.00,0.00846137,8.56954,1.39
536,2011-06-21,00:00:00.00,0.160016,8.33406,1.24
537,2011-06-22,00:00:00.00,0.283205,8.11248,1.16
538,2011-06-23,00:00:00.00,7.01066,8.02684,1.52
539,2011-06-24,00:00:00.00,22.4978,9.79376,2.65
540,2011-06-25,00:00:00.00,4.53585,11.8054,2.25
541,2011-06-26,00:00:00.00,0.337876,10.7914,1.93
542,2011-06-27,00:00:00.00,0.049565,9.35906,1.79
543,2011-06-28,00:00:00.00,6.9698e-308,9.06577,1.6
544,2011-06-29,00:00:00.00,0.378859,8.79214,1.38
545,2011-06-30,00:00:00.00,0.000519554,8.53621,1.19
546,2011-07-01,00:00:00.00,0,8.29626,1.05
547,2011-07-02,00:00:00.00,0.000641466,8.0708,0.957
548,2011-07-03,00:00:00.00,0.0411241,7.85849,0.895
549,2011-07-04,00:00:00.00,0.856711,7.6582,0.851
550,2011-07-05,00:00:00.00,0.00217508,7.46888,0.81
551,2011-07-06,00:00:00.00,0.0121805,7.28962,0.738
552,2011-07-07,00:00:00.00,0.00932872,7.11961,0.691
553,2011-07-08,00:00:00.00,0.000872048,6.95811,0.659
554,2011-07-09,00:00:00.00,0,6.80446,0.644
555,2011-07-10,00:00:00.00,0,6.65808,0.607
556,2011-07-11,00:00:00.00,0.0489604,6.51843,0.587
557,2011-07-12,00:00:00.00,0.00400376,6.38504,0.562
558,2011-07-13,00:00:00.00,0.0158628,6.25748,0.547
559,2011-07-14,00:00:00.00,0.0197041,6.13535,0.535
560,2011-07-15,00:00:00.00,0.0137591,6.01829,0.524
561,2011-07-16,00:00:00.00,0.0529403,5.90598,0.493
562,2011-07-17,00:00:00.00,0.0551218,5.79811,0.477
563,2011-07-18,00:00:00.00,5.8753e-308,5.6944,0.458
564,2011-07-19,00:00:00.00,0.0717895,5.5946,0.456
565,2011-07-20,00:00:00.00,0.0232178,5.49848,0.455
566,2011-07-21,00:00:00.00,0.000123304,5.40583,0.445
567,2011-07-22,00:00:00.00,0.100847,5.31645,0.446
568,2011-07-23,00:00:00.00,0.0200454,5.23017,0.424
569,2011-07-24,00:00:00.00,0.121262,5.1468,0.416
570,2011-07-25,00:00:00.00,9.31278,5.29141,0.723
571,2011-07-26,00:00:00.00,0.0340396,5.55,0.664
572,2011-07-27,00:00:00.00,0.000564307,5.4082,0.531
573,2011-07-28,00:00:00.00,0,5.15162,0.464
574,2011-07-29,00:00:00.00,6.61267,5.13917,0.449
575,2011-07-30,00:00:00.00,9.38139,5.52197,1.89
576,2011-07-31,00:00:00.00,0.000521301,5.79177,0.931
577,2011-08-01,00:00:00.00,2.1423,5.492,0.672
578,2011-08-02,00:00:00.00,0.975906,5.23184,0.613
579,2011-08-03,00:00:00.00,8.46067e-308,5.14523,0.594
580,2011-08-04,00:00:00.00,4.2719,5.07096,0.533
581,2011-08-05,00:00:00.00,0.599664,5.00095,0.556
582,2011-08-06,00:00:00.00,1.625e-308,4.92395,0.515
583,2011-08-07,00:00:00.00,0.434701,4.84775,0.483
584,2011-08-08,00:00:00.00,6.3013,4.83591,0.933
585,2011-08-09,00:00:00.00,0.248793,4.84148,0.511
586,2011-08-10,00:00:00.00,27.9094,6.41773,0.905
587,2011-08-11,00:00:00.00,0.86145,8.52211,1.41
588,2011-08-12,00:00:00.00,0.0551022,7.61504,0.833
589,2011-08-13,00:00:00.00,0.00731997,6.13473,0.575
590,2011-08-14,00:00:00.00,0.134613,6.00733,0.495
591,2011-08-15,00:00:00.00,2.31757,5.88563,0.475
592,2011-08-16,00:00:00.00,2.50513,5.76925,0.457
593,2011-08-17,00:00:00.00,0.0490627,5.65781,0.456
594,2011-08-18,00:00:00.00,0.024099,5.55101,0.44
595,2011-08-19,00:00:00.00,0.407789,5.44854,0.437
596,2011-08-20,00:00:00.00,0.231411,5.35013,1.46
597,2011-08-21,00:00:00.00,0.553298,5.25553,0.595
598,2011-08-22,00:00:00.00,3.12465,5.16451,0.492
599,2011-08-23,00:00:00.00,2.38384,5.07686,0.462
600,2011-08-24,00:00:00.00,0.0561889,4.99238,0.462
601,2011-08-25,00:00:00.00,0.335124,4.9109,0.449
602,2011-08-26,00:00:00.00,23.1186,6.11118,1.43
603,2011-08-27,00:00:00.00,0.00531779,7.74925,0.901
604,2011-08-28,00:00:00.00,0.141186,7.03194,0.614
605,2011-08-29,00:00:00.00,0.0953965,5.85697,0.522
606,2011-08-30,00:00:00.00,0.0645441,5.73982,0.493
607,2011-08-31,00:00:00.00,0.150941,5.62772,0.449
608,2011-09-01,00:00:00.00,6.1647e-308,5.52034,0.451
609,2011-09-02,00:00:00.00,9.37099,5.70808,1
610,2011-09-03,00:00:00.00,0.0199116,6.03639,0.68
611,2011-09-04,00:00:00.00,0.334446,5.85282,0.521
612,2011-09-05,00:00:00.00,4.65376,5.56395,0.571
613,2011-09-06,00:00:00.00,2.4538,5.50116,0.955
614,2011-09-07,00:00:00.00,0.00446038,5.40527,0.62
615,2011-09-08,00:00:00.00,3.30246,5.3265,0.523
616,2011-09-09,00:00:00.00,3.25926,5.27103,0.514
617,2011-09-10,00:00:00.00,0.218024,5.20079,0.52
618,2011-09-11,00:00:00.00,0.0474015,5.11298,0.503
619,2011-09-12,00:00:00.00,0.0366427,5.02538,0.475
620,2011-09-13,00:00:00.00,0.363662,4.94099,0.453
621,2011-09-14,00:00:00.00,0.214951,4.85964,0.434
622,2011-09-15,00:00:00.00,0.0599853,4.78114,0.419
623,2011-09-16,00:00:00.00,3.12188,4.73112,0.423
624,2011-09-17,00:00:00.00,0.0101096,4.68761,0.426
625,2011-09-18,00:00:00.00,0.00107225,4.61975,0.415
626,2011-09-19,00:00:00.00,0.0417375,4.54927,0.405
627,2011-09-20,00:00:00.00,6.78111,4.63783,0.422
628,2011-09-21,00:00:00.00,14.4148,5.64909,1.65
629,2011-09-22,00:00:00.00,12.6247,7.2396,0.915
630,2011-09-23,00:00:00.00,2.60869,7.40322,1.37
631,2011-09-24,00:00:00.00,4.38515,6.39742,0.967
632,2011-09-25,00:00:00.00,0.485296,5.88128,0.709
633,2011-09-26,00:00:00.00,0.0363393,5.77286,0.6
634,2011-09-27,00:00:00.00,0.0601479,5.65701,0.533
635,2011-09-28,00:00:00.00,8.14509,5.80496,0.876
636,2011-09-29,00:00:00.00,1.15954,6.08611,0.81
637,2011-09-30,00:00:00.00,2.85839,5.94136,0.717
638,2011-10-01,00:00:00.00,8.33148,6.02179,1.08
639,2011-10-02,00:00:00.00,1.23416,6.36313,1.09
640,2011-10-03,00:00:00.00,2.48272,6.15129,0.841
641,2011-10-04,00:00:00.00,3.13125,5.88938,0.833
642,2011-10-05,00:00:00.00,0.190613,5.82692,0.802
643,2011-10-06,00:00:00.00,1.35e-308,5.71697,0.699
644,2011-10-07,00:00:00.00,0.0364061,5.60352,0.668
645,2011-10-08,00:00:00.00,0,5.49494,0.644
646,2011-10-09,00:00:00.00,0.0383265,5.39089,0.626
647,2011-10-10,00:00:00.00,0,5.29109,0.603
648,2011-10-11,00:00:00.00,0.0782939,5.19526,0.575
649,2011-10-12,00:00:00.00,0.0326383,5.10318,0.567
650,2011-10-13,00:00:00.00,6.03597,5.15244,0.557
651,2011-10-14,00:00:00.00,5.5989,5.56381,1.15
652,2011-10-15,00:00:00.00,14.5773,6.61025,2.56
653,2011-10-16,00:00:00.00,1.59351,7.35648,2.18
654,2011-10-17,00:00:00.00,0.907873,6.68022,1.57
655,2011-10-18,00:00:00.00,0.138439,5.9243,1.23
656,2011-10-19,00:00:00.00,0.0010742,5.80135,1.06
657,2011-10-20,00:00:00.00,9.54428,6.12502,1.04
658,2011-10-21,00:00:00.00,49.6084,10.9322,4.15
659,2011-10-22,00:00:00.00,1.93381,16.0923,4.36
660,2011-10-23,00:00:00.00,0.049065,13.632,3.25
661,2011-10-24,00:00:00.00,0.0557965,10.2323,2.42
662,2011-10-25,00:00:00.00,2.37331,9.89573,2.05
663,2011-10-26,00:00:00.00,2.59162,9.66716,1.86
664,2011-10-27,00:00:00.00,6.06424,9.7373,1.78
665,2011-10-28,00:00:00.00,2.46514,9.90413,1.84
666,2011-10-29,00:00:00.00,0.0192379,9.61146,1.87
667,2011-10-30,00:00:00.00,0.146348,9.15862,1.82
668,2011-10-31,00:00:00.00,0.0418677,8.85363,1.71
669,2011-11-01,00:00:00.00,0.0254554,8.57016,1.54
670,2011-11-02,00:00:00.00,0.202827,8.30599,1.39
671,2011-11-03,00:00:00.00,0.0024841,8.05917,1.25
672,2011-11-04,00:00:00.00,0.0154937,7.82803,1.16
673,2011-11-05,00:00:00.00,0.00226431,7.61109,1.06
674,2011-11-06,00:00:00.00,0.000899514,7.40704,0.989
675,2011-11-07,00:00:00.00,8.73997e-308,7.21475,0.922
676,2011-11-08,00:00:00.00,0.0172851,7.0332,0.874
677,2011-11-09,00:00:00.00,0.368267,6.86149,0.847
678,2011-11-10,00:00:00.00,7.56348,7.03262,0.904
679,2011-11-11,00:00:00.00,0.915837,7.36397,1.4
680,2011-11-12,00:00:00.00,0.256767,7.13681,1.31
681,2011-11-13,00:00:00.00,0.0313659,6.75226,1.27
682,2011-11-14,00:00:00.00,0.0436724,6.59502,1.22
683,2011-11-15,00:00:00.00,7.14402,6.74839,1.18
684,2011-11-16,00:00:00.00,2.69859,7.1955,1.73
685,2011-11-17,00:00:00.00,0.00192469,7.0626,1.53
686,2011-11-18,00:00:00.00,0.0752338,6.63476,1.56
687,2011-11-19,00:00:00.00,0.0964003,6.48314,1.49
688,2011-11-20,00:00:00.00,0.00733153,6.339,1.37
689,2011-11-21,00:00:00.00,0.201065,6.20177,1.26
690,2011-11-22,00:00:00.00,0.00733742,6.07096,1.19
691,2011-11-23,00:00:00.00,0.0117531,5.94609,1.13
692,2011-11-24,00:00:00.00,15.479,6.5802,2.62
693,2011-11-25,00:00:00.00,8.96049e-308,7.50281,3.78
694,2011-11-26,00:00:00.00,0.000657355,7.07703,3.58
695,2011-11-27,00:00:00.00,0.035999,6.35278,3.11
696,2011-11-28,00:00:00.00,10.0356,6.78066,2.74
697,2011-11-29,00:00:00.00,1.12287,7.4813,3.06
698,2011-11-30,00:00:00.00,49.4736,11.6518,8.72
699,2011-12-01,00:00:00.00,4.6089,17.195,19
700,2011-12-02,00:00:00.00,0.000271915,15.2947,19.1
701,2011-12-03,00:00:00.00,0.787931,11.5639,17.1
702,2011-12-04,00:00:00.00,0.0350708,11.073,13.7
703,2011-12-05,00:00:00.00,4.91705,10.871,9.06
704,2011-12-06,00:00:00.00,13.9295,12.2211,6.19
705,2011-12-07,00:00:00.00,11.7847,13.9756,10.9
706,2011-12-08,00:00:00.00,0.148958,13.3323,12.1
707,2011-12-09,00:00:00.00,0.161916,11.9305,10.1
708,2011-12-10,00:00:00.00,0.858297,11.3638,8.24
709,2011-12-11,00:00:00.00,0.080057,10.8947,6.52
710,2011-12-12,00:00:00.00,0.000871463,10.4659,4.91
711,2011-12-13,00:00:00.00,0.000429869,10.0724,3.94
712,2011-12-14,00:00:00.00,0.000142943,9.71003,3.54
713,2011-12-15,00:00:00.00,2.4338,9.45082,3.23
714,2011-12-16,00:00:00.00,20.8945,11.1788,3.99
715,2011-12-17,00:00:00.00,1.14267,13.3189,7.24
716,2011-12-18,00:00:00.00,0.581175,12.2539,7.3
717,2011-12-19,00:00:00.00,1.43027,10.6506,7.09
718,2011-12-20,00:00:00.00,0.0179297,10.2447,6.43
719,2011-12-21,00:00:00.00,0.150552,9.87132,5.06
720,2011-12-22,00:00:00.00,4.86299,9.69506,4.36
721,2011-12-23,00:00:00.00,0.338242,9.56376,4.16
722,2011-12-24,00:00:00.00,1.32973,9.27367,4.09
723,2011-12-25,00:00:00.00,0.01367,8.9727,3.96
724,2011-12-26,00:00:00.00,0.177108,8.69253,3.78
725,2011-12-27,00:00:00.00,0.22445,8.43106,3.59
726,2011-12-28,00:00:00.00,5.32603,8.30963,3.4
727,2011-12-29,00:00:00.00,3.50879,8.21898,3.25
728,2011-12-30,00:00:00.00,2.01412,8.01056,3.1
729,2011-12-31,00:00:00.00,2.90203,7.8548,2.98
730,2012-01-01,00:00:00.00,9.38582,8.4139,5.34
731,2012-01-02,00:00:00.00,2.27876,9.14986,9.03
732,2012-01-03,00:00:00.00,0.435405,8.73346,9.18
733,2012-01-04,00:00:00.00,0.198504,8.06791,8.56
734,2012-01-05,00:00:00.00,0.0259851,7.84452,7.42
735,2012-01-06,00:00:00.00,0.0776567,7.63442,6.11
736,2012-01-07,00:00:00.00,0.00559264,7.43642,4.82
737,2012-01-08,00:00:00.00,0.00301965,7.24948,4.19
738,2012-01-09,00:00:00.00,0.0616851,7.07266,3.72
739,2012-01-10,00:00:00.00,0.00780117,6.90513,3.52
740,2012-01-11,00:00:00.00,0.0177147,6.74614,3.36
741,2012-01-12,00:00:00.00,0.00118499,6.59505,3.18
742,2012-01-13,00:00:00.00,7.32155,6.75258,3.42
743,2012-01-14,00:00:00.00,2.55858,7.08404,4.28
744,2012-01-15,00:00:00.00,0.557164,6.89402,4.12
745,2012-01-16,00:00:00.00,0.00078979,6.53117,3.54
746,2012-01-17,00:00:00.00,0.0359253,6.38949,3.59
747,2012-01-18,00:00:00.00,14.1743,7.18477,3.6
748,2012-01-19,00:00:00.00,0.169824,8.307,4.13
749,2012-01-20,00:00:00.00,3.44851,7.78619,4.21
750,2012-01-21,00:00:00.00,2.66197,6.92411,4.03
751,2012-01-22,00:00:00.00,2.59163,6.76148,4.21
752,2012-01-23,00:00:00.00,0.00504823,6.60709,3.09
753,2012-01-24,00:00:00.00,11.0018,7.10448,2.74
754,2012-01-25,00:00:00.00,0.181624,7.8476,5.6
755,2012-01-26,00:00:00.00,0.132823,7.46847,5.01
756,2012-01-27,00:00:00.00,3.20033,6.84049,3.59
757,2012-01-28,00:00:00.00,10.7539,6.98118,5.86
758,2012-01-29,00:00:00.00,2.55298,7.26716,8.35
759,2012-01-30,00:00:00.00,4.8786,7.07578,6.29
760,2012-01-31,00:00:00.00,5.12803,6.74087,4.73
761,2012-02-01,00:00:00.00,2.36288,6.63046,3.93
762,2012-02-02,00:00:00.00,0.000371783,6.53062,4.9
763,2012-02-03,00:00:00.00,0.000786854,6.39401,6.94
764,2012-02-04,00:00:00.00,7.958e-308,6.2561,6.21
765,2012-02-05,00:00:00.00,0.00483612,6.12461,5.3
766,2012-02-06,00:00:00.00,0.00138778,5.99907,4.77
767,2012-02-07,00:00:00.00,0.00373754,5.87907,4.46
768,2012-02-08,00:00:00.00,0.0252237,5.76423,4.16
769,2012-02-09,00:00:00.00,0.000243822,5.65422,3.91
770,2012-02-10,00:00:00.00,0,5.54871,3.58
771,2012-02-11,00:00:00.00,0.524182,5.44743,3.41
772,2012-02-12,00:00:00.00,10.2255,5.35011,3.2
773,2012-02-13,00:00:00.00,1.13409,5.2565,3.16
774,2012-02-14,00:00:00.00,0.00594523,5.16639,3.06
775,2012-02-15,00:00:00.00,0.0688566,5.07958,2.97
776,2012-02-16,00:00:00.00,0.0972854,4.99587,2.85
777,2012-02-17,00:00:00.00,1.52497,4.91509,2.75
778,2012-02-18,00:00:00.00,0.218974,4.83709,2.9
779,2012-02-19,00:00:00.00,5.40218,4.79747,3.2
780,2012-02-20,00:00:00.00,0.0217128,4.76585,3.19
781,2012-02-21,00:00:00.00,0.0130491,4.69939,2.86
782,2012-02-22,00:00:00.00,2.23087,4.62832,2.86
783,2012-02-23,00:00:00.00,1.69088,4.56783,3.17
784,2012-02-24,00:00:00.00,0.624738,4.51078,3.76
785,2012-02-25,00:00:00.00,10.8562,4.67977,4.6
786,2012-02-26,00:00:00.00,0.659842,4.9638,5.94
787,2012-02-27,00:00:00.00,0.00231655,4.82139,6.61
788,2012-02-28,00:00:00.00,0.00956324,4.56119,5.75
789,2012-02-29,00:00:00.00,0.0777549,4.49376,5.12
790,2012-03-01,00:00:00.00,0.0922687,4.42844,4.86
791,2012-03-02,00:00:00.00,0.00582741,4.36511,7.91
792,2012-03-03,00:00:00.00,0.0286749,4.30369,12.7
793,2012-03-04,00:00:00.00,5.74645,4.36586,13.9
794,2012-03-05,00:00:00.00,0.365439,4.50989,12.5
795,2012-03-06,00:00:00.00,0.0223571,4.43375,9.16
796,2012-03-07,00:00:00.00,0.0680583,4.27596,6.54
797,2012-03-08,00:00:00.00,0.00456031,4.21675,5.53
798,2012-03-09,00:00:00.00,4.66825,4.22362,5.11
799,2012-03-10,00:00:00.00,0.492189,4.27778,5.82
800,2012-03-11,00:00:00.00,0.0422606,4.23155,5.5
801,2012-03-12,00:00:00.00,5.27781e-308,4.13901,4.94
802,2012-03-13,00:00:00.00,3.38537,4.11899,4.44
803,2012-03-14,00:00:00.00,6.24222,4.33879,5.85
804,2012-03-15,00:00:00.00,0.00376843,9.45651,8.04
805,2012-03-16,00:00:00.00,3.72214,16.5461,9.8
806,2012-03-17,00:00:00.00,0.80351,14.7424,10.7
807,2012-03-18,00:00:00.00,0.0706865,10.188,7.76
808,2012-03-19,00:00:00.00,0.00105413,9.44955,6.1
809,2012-03-20,00:00:00.00,0.00130487,9.1196,5.2
810,2012-03-21,00:00:00.00,0.00146333,8.81392,4.53
811,2012-03-22,00:00:00.00,0.00219284,8.52992,3.95
812,2012-03-23,00:00:00.00,0.000280767,8.26534,3.49
813,2012-03-24,00:00:00.00,0.0705855,8.01823,3.1
814,2012-03-25,00:00:00.00,5.27273,7.92832,2.85
815,2012-03-26,00:00:00.00,1.14425,7.87598,3.34
816,2012-03-27,00:00:00.00,0,7.68077,3.05
817,2012-03-28,00:00:00.00,0,7.46559,2.72
818,2012-03-29,00:00:00.00,0.00464254,7.26783,2.45
819,2012-03-30,00:00:00.00,0.0664751,7.08134,2.28
820,2012-03-31,00:00:00.00,0.493746,6.90514,2.09
821,2012-04-01,00:00:00.00,0.811585,6.73839,2.06
822,2012-04-02,00:00:00.00,4.37627,6.67144,2.05
823,2012-04-03,00:00:00.00,0.0101946,6.62513,2.09
824,2012-04-04,00:00:00.00,0.00179945,6.48998,2.03
825,2012-04-05,00:00:00.00,0.00309467,6.34434,1.94
826,2012-04-06,00:00:00.00,1.1956e-308,6.20574,1.83
827,2012-04-07,00:00:00.00,4.29215e-308,6.07368,1.7
828,2012-04-08,00:00:00.00,0.000173688,5.94769,1.58
829,2012-04-09,00:00:00.00,0.00394199,5.82733,1.49
830,2012-04-10,00:00:00.00,0.00198247,5.71222,1.41
831,2012-04-11,00:00:00.00,0.0166444,5.60201,1.35
832,2012-04-12,00:00:00.00,0.170034,5.49638,1.3
833,2012-04-13,00:00:00.00,0.0135008,5.39503,1.26
834,2012-04-14,00:00:00.00,1.2632e-308,5.2977,1.22
835,2012-04-15,00:00:00.00,0.162855,5.20414,1.18
836,2012-04-16,00:00:00.00,4.16715,5.15021,1.23
837,2012-04-17,00:00:00.00,0.00284413,5.10504,1.45
838,2012-04-18,00:00:00.00,0.000374656,5.02538,1.35
839,2012-04-19,00:00:00.00,3.29381e-308,4.9418,1.24
840,2012-04-20,00:00:00.00,0.0125306,4.86118,1.17
841,2012-04-21,00:00:00.00,0.0127147,4.78336,1.13
842,2012-04-22,00:00:00.00,10.6434,5.13936,1.51
843,2012-04-23,00:00:00.00,0.010526,5.67496,1.5
844,2012-04-24,00:00:00.00,6.38283,5.57506,1.42
845,2012-04-25,00:00:00.00,2.00722,5.38311,1.96
846,2012-04-26,00:00:00.00,0.0391677,5.2765,1.79
847,2012-04-27,00:00:00.00,0.226682,5.07652,1.66
848,2012-04-28,00:00:00.00,0.0556135,4.99004,1.5
849,2012-04-29,00:00:00.00,0,4.90671,1.37
850,2012-04-30,00:00:00.00,0.0203464,4.82637,1.24
851,2012-05-01,00:00:00.00,3.087,4.76831,1.18
852,2012-05-02,00:00:00.00,4.88319,4.77134,1.45
853,2012-05-03,00:00:00.00,0.0559003,4.7652,1.45
854,2012-05-04,00:00:00.00,0.248098,4.70007,1.39
855,2012-05-05,00:00:00.00,5.56369,4.67309,1.71
856,2012-05-06,00:00:00.00,0.0237015,4.65576,1.96
857,2012-05-07,00:00:00.00,5.9503e-308,4.59246,1.86
858,2012-05-08,00:00:00.00,0.724386,4.52245,1.51
859,2012-05-09,00:00:00.00,8.84653,4.68145,1.93
860,2012-05-10,00:00:00.00,3.59457,4.97919,2.09
861,2012-05-11,00:00:00.00,0.000455446,4.84932,1.9
862,2012-05-12,00:00:00.00,0.00134718,4.57957,1.66
863,2012-05-13,00:00:00.00,0.000298447,4.5096,1.43
864,2012-05-14,00:00:00.00,0.460147,4.4419,1.25
865,2012-05-15,00:00:00.00,0.00269862,4.37636,1.12
866,2012-05-16,00:00:00.00,0,4.31287,1.03
867,2012-05-17,00:00:00.00,1.81457,4.25134,0.947
868,2012-05-18,00:00:00.00,0.000116627,4.19165,0.883
869,2012-05-19,00:00:00.00,0.000202672,4.13374,0.816
870,2012-05-20,00:00:00.00,0.000239522,4.07751,0.769
871,2012-05-21,00:00:00.00,0.0112553,4.02289,0.742
872,2012-05-22,00:00:00.00,0.00250938,3.9698,0.683
873,2012-05-23,00:00:00.00,0.0450632,3.91818,0.642
874,2012-05-24,00:00:00.00,0.0771658,3.86796,0.62
875,2012-05-25,00:00:00.00,0.00244373,3.81908,0.616
876,2012-05-26,00:00:00.00,0.0302325,3.77149,0.584
877,2012-05-27,00:00:00.00,5.68251e-308,3.72513,0.569
878,2012-05-28,00:00:00.00,0.427322,3.67994,0.563
879,2012-05-29,00:00:00.00,0.0295237,3.6359,0.553
880,2012-05-30,00:00:00.00,1.13074,3.59294,0.541
881,2012-05-31,00:00:00.00,0.00385056,3.55102,0.519
882,2012-06-01,00:00:00.00,0,3.51011,0.519
883,2012-06-02,00:00:00.00,38.0304,5.52257,0.936
884,2012-06-03,00:00:00.00,1.03152,8.23608,3.05
885,2012-06-04,00:00:00.00,3.54054,7.02879,1.45
886,2012-06-05,00:00:00.00,0.550926,5.09539,1.09
887,2012-06-06,00:00:00.00,0.430901,5.0058,0.915
