time,date,hour,precip [mm/day],04199500 [m3/s],04199500 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.153394,0.0931189,3.11485
2,2010-01-03,00:00:00.00,0.344407,0.185211,2.83168
3,2010-01-04,00:00:00.00,0.570309,0.183178,2.80337
4,2010-01-05,00:00:00.00,1.92871,0.181187,2.60515
5,2010-01-06,00:00:00.00,1.02096,0.179237,2.26535
6,2010-01-07,00:00:00.00,1.23403,0.177326,2.03881
7,2010-01-08,00:00:00.00,3.94741,0.175453,1.98218
8,2010-01-09,00:00:00.00,3.47741,0.173618,1.89723
9,2010-01-10,00:00:00.00,0.55396,0.171818,1.78396
10,2010-01-11,00:00:00.00,0.547954,0.170054,1.69901
11,2010-01-12,00:00:00.00,2.11667,0.168324,1.64238
12,2010-01-13,00:00:00.00,0.815042,0.166627,1.61406
13,2010-01-14,00:00:00.00,0.0240758,0.164962,1.55743
14,2010-01-15,00:00:00.00,0.00551845,0.163328,1.47248
15,2010-01-16,00:00:00.00,0.0623001,0.161725,1.98218
16,2010-01-17,00:00:00.00,0.0156053,0.881489,2.20871
17,2010-01-18,00:00:00.00,0.248353,1.50814,4.24753
18,2010-01-19,00:00:00.00,0.15322,0.926117,7.07921
19,2010-01-20,00:00:00.00,0.119302,0.434951,5.66337
20,2010-01-21,00:00:00.00,0.0453806,0.428914,3.39802
21,2010-01-22,00:00:00.00,0.000967297,0.423037,3.08654
22,2010-01-23,00:00:00.00,1.76463,0.427216,2.94495
23,2010-01-24,00:00:00.00,0.0198202,1.0817,5.8899
24,2010-01-25,00:00:00.00,11.4231,3.60974,31.998
25,2010-01-26,00:00:00.00,6.49621,5.41312,60.0317
26,2010-01-27,00:00:00.00,2.69754,4.3834,33.9802
27,2010-01-28,00:00:00.00,0.192598,3.29414,12.7992
28,2010-01-29,00:00:00.00,1.016,3.04034,7.50396
29,2010-01-30,00:00:00.00,0.0585356,2.8222,4.61565
30,2010-01-31,00:00:00.00,0.00259021,2.63284,3.25644
31,2010-02-01,00:00:00.00,0.000103791,2.46701,4.81386
32,2010-02-02,00:00:00.00,0.000663229,2.32066,4.5307
33,2010-02-03,00:00:00.00,0.287996,2.19059,3.96436
34,2010-02-04,00:00:00.00,1.2123,2.07427,3.42634
35,2010-02-05,00:00:00.00,0.0979929,1.96966,3.11485
36,2010-02-06,00:00:00.00,0.822807,1.87508,2.83168
37,2010-02-07,00:00:00.00,5.72,1.78918,3.68119
38,2010-02-08,00:00:00.00,0.26794,1.71082,3.96436
39,2010-02-09,00:00:00.00,0.0533877,1.63905,4.24753
40,2010-02-10,00:00:00.00,10.9826,1.57308,3.96436
41,2010-02-11,00:00:00.00,5.38012,1.51223,3.68119
42,2010-02-12,00:00:00.00,0.656828,1.45594,3.68119
43,2010-02-13,00:00:00.00,0.506103,1.4037,3.14317
44,2010-02-14,00:00:00.00,0.401334,1.35509,2.83168
45,2010-02-15,00:00:00.00,0.729725,1.30975,2.54852
46,2010-02-16,00:00:00.00,0.602166,1.26735,2.26535
47,2010-02-17,00:00:00.00,3.25714,1.22761,1.69901
48,2010-02-18,00:00:00.00,0.553943,1.19029,1.61406
