time,date,hour,precip [mm/day],02GC026 [m3/s],02GC026 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.30133,0.0259372,4.5
2,2010-01-03,00:00:00.00,0.753345,0.087512,4.2
3,2010-01-04,00:00:00.00,1.23098,0.123164,4.05
4,2010-01-05,00:00:00.00,0.426462,0.122989,3.92
5,2010-01-06,00:00:00.00,2.82747,0.122611,3.79
6,2010-01-07,00:00:00.00,0.394892,0.122234,3.68
7,2010-01-08,00:00:00.00,1.05924,0.121859,3.62
8,2010-01-09,00:00:00.00,7.69273,0.121486,3.54
9,2010-01-10,00:00:00.00,0.00900031,0.121115,3.48
10,2010-01-11,00:00:00.00,0.0866829,0.120746,3.38
11,2010-01-12,00:00:00.00,1.89324,0.120379,3.32
12,2010-01-13,00:00:00.00,0.439942,0.120014,3.28
13,2010-01-14,00:00:00.00,0.0024776,0.11965,3.23
14,2010-01-15,00:00:00.00,0.000335004,0.119289,3.18
15,2010-01-16,00:00:00.00,0.599499,0.118929,3.15
16,2010-01-17,00:00:00.00,0.0289185,0.11857,3.11
17,2010-01-18,00:00:00.00,0.00175121,0.118214,3.09
18,2010-01-19,00:00:00.00,0.00130932,0.11786,3.07
19,2010-01-20,00:00:00.00,0.0377001,0.117507,3.04
20,2010-01-21,00:00:00.00,0.0240343,0.117156,3.02
21,2010-01-22,00:00:00.00,0.000744366,0.116806,3
22,2010-01-23,00:00:00.00,0.00633334,0.116459,2.98
23,2010-01-24,00:00:00.00,0,0.116113,2.97
24,2010-01-25,00:00:00.00,8.4893,0.358534,2.96
25,2010-01-26,00:00:00.00,13.2651,1.22117,28.4
26,2010-01-27,00:00:00.00,1.12219,1.71395,29.4
27,2010-01-28,00:00:00.00,0.594599,0.871278,10.4
28,2010-01-29,00:00:00.00,3.56066,0.151488,6.52
29,2010-01-30,00:00:00.00,0.32693,0.146843,5.54
30,2010-01-31,00:00:00.00,0.0077793,0.146315,4.69
31,2010-02-01,00:00:00.00,0.407462,0.145791,4.08
32,2010-02-02,00:00:00.00,0.589897,0.14527,3.85
33,2010-02-03,00:00:00.00,0.995438,0.144753,3.59
34,2010-02-04,00:00:00.00,1.57241,0.144238,3.39
35,2010-02-05,00:00:00.00,0.0953666,0.143727,3.22
36,2010-02-06,00:00:00.00,0.00394512,0.143218,3.1
37,2010-02-07,00:00:00.00,0.00702927,0.142713,3
38,2010-02-08,00:00:00.00,2.02009e-308,0.142211,2.92
39,2010-02-09,00:00:00.00,0.000178916,0.141712,2.85
40,2010-02-10,00:00:00.00,1.28568,0.141216,2.79
41,2010-02-11,00:00:00.00,7.13827,0.140723,2.73
42,2010-02-12,00:00:00.00,0.0472521,0.140233,2.71
43,2010-02-13,00:00:00.00,0.225721,0.139747,2.69
44,2010-02-14,00:00:00.00,0.490313,0.139263,2.69
45,2010-02-15,00:00:00.00,1.18809,0.138782,2.67
46,2010-02-16,00:00:00.00,0.79433,0.138303,2.67
47,2010-02-17,00:00:00.00,0.500023,0.137828,2.65
48,2010-02-18,00:00:00.00,0.369014,0.137356,2.65
49,2010-02-19,00:00:00.00,0.0392854,0.136886,2.65
50,2010-02-20,00:00:00.00,0.0110207,0.13642,2.63
51,2010-02-21,00:00:00.00,0.000738156,0.135956,2.63
52,2010-02-22,00:00:00.00,1.5422e-308,0.135495,2.63
53,2010-02-23,00:00:00.00,11.6212,0.197496,2.61
54,2010-02-24,00:00:00.00,3.05444,0.297194,2.61
55,2010-02-25,00:00:00.00,0.32734,0.255311,2.61
56,2010-02-26,00:00:00.00,0.811687,0.156466,2.57
57,2010-02-27,00:00:00.00,3.93102,0.13663,2.57
58,2010-02-28,00:00:00.00,1.85672,0.136058,2.55
59,2010-03-01,00:00:00.00,0.486791,0.135598,2.55
60,2010-03-02,00:00:00.00,0.00117418,0.13514,2.81
61,2010-03-03,00:00:00.00,0.0014862,0.134685,2.94
62,2010-03-04,00:00:00.00,0.00116357,0.134233,3.46
63,2010-03-05,00:00:00.00,7.9334e-308,0.133783,4.85
64,2010-03-06,00:00:00.00,9.3759e-308,0.133336,5.87
65,2010-03-07,00:00:00.00,0.000306105,0.132892,6.72
66,2010-03-08,00:00:00.00,0.00036176,0.132451,8.48
67,2010-03-09,00:00:00.00,0,0.132012,9.78
68,2010-03-10,00:00:00.00,0.0572035,0.131576,10.4
69,2010-03-11,00:00:00.00,0.0164465,0.131143,10.6
70,2010-03-12,00:00:00.00,0.00828525,0.130713,11.9
71,2010-03-13,00:00:00.00,0.0548116,0.130286,12.9
72,2010-03-14,00:00:00.00,17.7223,0.837516,15.2
73,2010-03-15,00:00:00.00,11.2113,2.1611,43.7
74,2010-03-16,00:00:00.00,0.106878,1.9531,46.8
75,2010-03-17,00:00:00.00,0.000367041,0.655071,31.5
76,2010-03-18,00:00:00.00,1.37957e-308,3.29891,23.1
77,2010-03-19,00:00:00.00,1.6304e-308,7.61012,16.7
78,2010-03-20,00:00:00.00,3.3196e-308,4.59727,13.4
79,2010-03-21,00:00:00.00,0.0089221,0.365912,11.1
80,2010-03-22,00:00:00.00,0.43009,0.340162,9.34
81,2010-03-23,00:00:00.00,2.57686,0.374526,8.14
82,2010-03-24,00:00:00.00,4.83187,0.620912,7.74
83,2010-03-25,00:00:00.00,0.0151675,0.859254,7.87
84,2010-03-26,00:00:00.00,0.977352,0.619306,8.08
85,2010-03-27,00:00:00.00,0.00110771,0.350145,7.27
86,2010-03-28,00:00:00.00,0.000569386,0.34738,6.23
87,2010-03-29,00:00:00.00,8.11995,0.740182,5.84
88,2010-03-30,00:00:00.00,5.06266,1.48517,7.9
89,2010-03-31,00:00:00.00,0.00705446,1.38549,9
90,2010-04-01,00:00:00.00,0.000140541,0.660973,8.49
91,2010-04-02,00:00:00.00,0,0.385714,7.14
92,2010-04-03,00:00:00.00,0,0.383297,6.14
93,2010-04-04,00:00:00.00,0.0355229,0.382496,5.55
94,2010-04-05,00:00:00.00,0.0647948,0.381756,5.02
95,2010-04-06,00:00:00.00,0.0902052,0.381074,4.64
96,2010-04-07,00:00:00.00,17.3375,1.3111,5.56
97,2010-04-08,00:00:00.00,9.52742,3.03933,8.77
98,2010-04-09,00:00:00.00,33.5287,4.96147,33
99,2010-04-10,00:00:00.00,0.204618,6.32814,50.6
100,2010-04-11,00:00:00.00,0.00411915,3.68255,36.9
101,2010-04-12,00:00:00.00,0.0109714,0.779814,21.1
102,2010-04-13,00:00:00.00,0,0.767095,14
103,2010-04-14,00:00:00.00,0.417372,0.771212,10.8
104,2010-04-15,00:00:00.00,0,0.775506,8.67
105,2010-04-16,00:00:00.00,3.06129e-308,0.779971,7.4
106,2010-04-17,00:00:00.00,0.502745,0.784601,6.8
107,2010-04-18,00:00:00.00,1.12372,0.78939,6.37
108,2010-04-19,00:00:00.00,0.0767183,0.794333,5.92
109,2010-04-20,00:00:00.00,1.44376e-308,0.799423,5.53
110,2010-04-21,00:00:00.00,0.000427557,0.804654,5.26
111,2010-04-22,00:00:00.00,0.00287477,0.810022,5.01
112,2010-04-23,00:00:00.00,7.8357e-308,0.81552,4.8
113,2010-04-24,00:00:00.00,0,0.821143,4.61
114,2010-04-25,00:00:00.00,0.0163267,0.826884,4.43
115,2010-04-26,00:00:00.00,15.7684,1.80526,5.18
116,2010-04-27,00:00:00.00,1.79888,3.14892,5.73
117,2010-04-28,00:00:00.00,0.00563242,2.28365,5.28
118,2010-04-29,00:00:00.00,0.000457587,1.0475,4.8
119,2010-04-30,00:00:00.00,0.000151884,1.04926,4.49
120,2010-05-01,00:00:00.00,0.00156027,1.05825,4.29
121,2010-05-02,00:00:00.00,4.11144,1.11262,4.27
122,2010-05-03,00:00:00.00,0.202391,1.1839,4.4
123,2010-05-04,00:00:00.00,7.41191,1.45168,4.61
124,2010-05-05,00:00:00.00,0.924134,1.81321,4.67
125,2010-05-06,00:00:00.00,6.9513,1.83327,4.48
126,2010-05-07,00:00:00.00,7.22024,2.16652,5.46
