time,date,hour,precip [mm/day],02GG003 [m3/s],02GG003 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.76907,0.000956173,5.6
2,2010-01-03,00:00:00.00,10.1932,0.00333691,4.8
3,2010-01-04,00:00:00.00,10.5475,0.00475293,4.2
4,2010-01-05,00:00:00.00,6.43988,0.00473573,3.8
5,2010-01-06,00:00:00.00,5.82057,0.00471847,3.45
6,2010-01-07,00:00:00.00,0.721287,0.0047013,3.23
7,2010-01-08,00:00:00.00,1.25599,0.00468421,3.08
8,2010-01-09,00:00:00.00,7.30491,0.00466721,2.97
9,2010-01-10,00:00:00.00,0.42284,0.0046503,2.82
10,2010-01-11,00:00:00.00,0.0894246,0.00463349,2.75
11,2010-01-12,00:00:00.00,1.73797,0.00461677,2.68
12,2010-01-13,00:00:00.00,0.387746,0.00460014,2.62
13,2010-01-14,00:00:00.00,0.000146825,0.00458359,2.58
14,2010-01-15,00:00:00.00,5.8437e-308,0.00456705,2.54
15,2010-01-16,00:00:00.00,0.0502933,0.00455052,2.5
16,2010-01-17,00:00:00.00,0.00283957,0.00453415,2.47
17,2010-01-18,00:00:00.00,0.0043403,0.00451795,2.44
18,2010-01-19,00:00:00.00,0.0100668,0.00450182,2.42
19,2010-01-20,00:00:00.00,0.621371,0.00448579,2.4
20,2010-01-21,00:00:00.00,0.65254,0.00446983,2.38
21,2010-01-22,00:00:00.00,0.000501274,0.00445396,2.36
22,2010-01-23,00:00:00.00,0.0039376,0.00443816,2.34
23,2010-01-24,00:00:00.00,0.00322131,0.00442245,2.32
24,2010-01-25,00:00:00.00,6.77483,0.566581,2.6
25,2010-01-26,00:00:00.00,10.0127,9.40093,36
26,2010-01-27,00:00:00.00,2.21152,17.6621,64.6
27,2010-01-28,00:00:00.00,0.782826,8.89657,60.4
28,2010-01-29,00:00:00.00,1.58869,0.137667,43.2
29,2010-01-30,00:00:00.00,0.253322,0.130073,30
30,2010-01-31,00:00:00.00,0.17136,0.123904,21
31,2010-02-01,00:00:00.00,0.395305,0.11817,14
32,2010-02-02,00:00:00.00,0.198217,0.112826,11
33,2010-02-03,00:00:00.00,1.09576,0.107836,8.3
34,2010-02-04,00:00:00.00,1.43368,0.103167,6.5
35,2010-02-05,00:00:00.00,0.00494606,0.0987892,5.2
36,2010-02-06,00:00:00.00,0.000118808,0.0946754,4.6
37,2010-02-07,00:00:00.00,0.000717134,0.0908031,4.15
38,2010-02-08,00:00:00.00,0.000969499,0.0871548,3.82
39,2010-02-09,00:00:00.00,0.00929368,0.0837126,3.6
40,2010-02-10,00:00:00.00,3.05298,0.0804584,3.4
41,2010-02-11,00:00:00.00,10.611,0.109816,3.2
42,2010-02-12,00:00:00.00,1.09868,0.141754,3.03
43,2010-02-13,00:00:00.00,0.0175881,0.106982,2.97
44,2010-02-14,00:00:00.00,0.02986,0.0698998,2.8
45,2010-02-15,00:00:00.00,0.375132,0.0673412,2.68
46,2010-02-16,00:00:00.00,0.355709,0.0649081,2.6
47,2010-02-17,00:00:00.00,1.63708,0.0625885,2.49
48,2010-02-18,00:00:00.00,1.11786,0.060376,2.41
49,2010-02-19,00:00:00.00,0.025347,0.0582637,2.36
50,2010-02-20,00:00:00.00,0.00121371,0.0562446,2.31
51,2010-02-21,00:00:00.00,0.000120717,0.0543118,2.27
52,2010-02-22,00:00:00.00,0.000237491,0.0524579,2.24
53,2010-02-23,00:00:00.00,13.5738,0.743445,2.3
54,2010-02-24,00:00:00.00,0.998802,1.48687,2.35
55,2010-02-25,00:00:00.00,0.182628,0.803192,2.36
56,2010-02-26,00:00:00.00,1.1096,0.0665855,2.28
57,2010-02-27,00:00:00.00,4.88001,0.0639308,2.22
58,2010-02-28,00:00:00.00,3.60574,0.196781,2.19
59,2010-03-01,00:00:00.00,0.650528,0.339948,2.17
60,2010-03-02,00:00:00.00,0.00307536,0.204445,2.23
61,2010-03-03,00:00:00.00,0.0011629,0.0587161,2.26
62,2010-03-04,00:00:00.00,0.00102541,0.0564558,2.32
63,2010-03-05,00:00:00.00,0,0.054311,2.39
64,2010-03-06,00:00:00.00,0,0.052259,2.48
65,2010-03-07,00:00:00.00,0,0.0502942,2.6
66,2010-03-08,00:00:00.00,0,0.0484096,3.4
67,2010-03-09,00:00:00.00,0,7.53689,6
68,2010-03-10,00:00:00.00,0.00140859,29.8204,12
69,2010-03-11,00:00:00.00,0.0127822,37.5904,28
70,2010-03-12,00:00:00.00,0.000915963,15.7324,54.6
71,2010-03-13,00:00:00.00,2.36701,0.908034,78.9
72,2010-03-14,00:00:00.00,7.98907,2.81768,86.6
73,2010-03-15,00:00:00.00,5.9464,6.0642,90.1
74,2010-03-16,00:00:00.00,0.107238,5.4049,94.8
75,2010-03-17,00:00:00.00,4.2988e-308,2.39014,84.5
76,2010-03-18,00:00:00.00,0,1.37858,50.6
77,2010-03-19,00:00:00.00,0,1.37352,29.9
78,2010-03-20,00:00:00.00,7.68593e-308,1.36829,21.6
79,2010-03-21,00:00:00.00,0.0447465,1.3629,15.5
80,2010-03-22,00:00:00.00,0.0705363,1.35737,11.7
81,2010-03-23,00:00:00.00,3.81237,1.52924,9.67
82,2010-03-24,00:00:00.00,0.199804,1.74359,8.82
83,2010-03-25,00:00:00.00,0.000332277,1.60979,7.94
84,2010-03-26,00:00:00.00,0.343154,1.433,7.19
85,2010-03-27,00:00:00.00,0.00112581,1.42635,6.4
86,2010-03-28,00:00:00.00,0.000172168,1.41961,5.74
87,2010-03-29,00:00:00.00,6.48104,2.35223,5.44
88,2010-03-30,00:00:00.00,2.95062,3.73743,6.02
89,2010-03-31,00:00:00.00,8.47138e-308,2.94402,6.34
90,2010-04-01,00:00:00.00,0.00593848,1.69681,6.37
91,2010-04-02,00:00:00.00,0,1.68753,5.83
92,2010-04-03,00:00:00.00,0,1.67816,5.29
93,2010-04-04,00:00:00.00,0.249538,1.66871,4.87
94,2010-04-05,00:00:00.00,0.111094,1.65918,4.53
95,2010-04-06,00:00:00.00,1.13055,1.64961,4.18
96,2010-04-07,00:00:00.00,19.8009,6.51795,5.98
97,2010-04-08,00:00:00.00,12.5711,15.0721,30.1
98,2010-04-09,00:00:00.00,20.8355,20.2538,77.6
99,2010-04-10,00:00:00.00,0.053491,18.9131,93.3
100,2010-04-11,00:00:00.00,0.0112773,11.1973,57
101,2010-04-12,00:00:00.00,0.144754,6.26377,32
102,2010-04-13,00:00:00.00,0,6.14663,23.5
103,2010-04-14,00:00:00.00,1.27903,6.03273,15.8
104,2010-04-15,00:00:00.00,0.037883,5.92196,11.5
105,2010-04-16,00:00:00.00,0.00158511,5.81424,9.52
106,2010-04-17,00:00:00.00,0.174269,5.70947,8.24
107,2010-04-18,00:00:00.00,1.634,5.60757,7.25
108,2010-04-19,00:00:00.00,0.974365,5.50846,6.52
109,2010-04-20,00:00:00.00,0.000202917,5.41203,5.97
110,2010-04-21,00:00:00.00,0.000238425,5.31821,5.48
111,2010-04-22,00:00:00.00,0.00873444,5.22691,5.04
112,2010-04-23,00:00:00.00,0.00814571,5.13805,4.67
113,2010-04-24,00:00:00.00,0.00622463,5.05155,4.34
114,2010-04-25,00:00:00.00,0.409929,4.96733,4.05
115,2010-04-26,00:00:00.00,14.9487,7.79959,4.31
116,2010-04-27,00:00:00.00,0.501562,10.9003,5.66
117,2010-04-28,00:00:00.00,0.000667927,8.76682,6.66
118,2010-04-29,00:00:00.00,0.000328555,6.34471,5.97
119,2010-04-30,00:00:00.00,0.000759231,6.22308,5.04
120,2010-05-01,00:00:00.00,0.164216,6.10501,4.41
121,2010-05-02,00:00:00.00,3.23494,5.99036,4.09
122,2010-05-03,00:00:00.00,3.38859,5.87904,3.97
123,2010-05-04,00:00:00.00,7.62969,6.07712,4.07
124,2010-05-05,00:00:00.00,0.848289,6.27983,4.2
125,2010-05-06,00:00:00.00,7.51662,6.49269,5.84
126,2010-05-07,00:00:00.00,0.669811,6.69899,5.87
127,2010-05-08,00:00:00.00,7.99416,7.04266,5.27
128,2010-05-09,00:00:00.00,18.0823,13.6262,7.71
129,2010-05-10,00:00:00.00,1.55075,18.383,12.5
130,2010-05-11,00:00:00.00,0.0582325,13.642,11.8
131,2010-05-12,00:00:00.00,19.2934,15.2668,11.3
132,2010-05-13,00:00:00.00,0.874098,20.426,32.8
133,2010-05-14,00:00:00.00,15.3635,20.5009,29.7
134,2010-05-15,00:00:00.00,7.68381,22.4165,37.5
135,2010-05-16,00:00:00.00,0.000245368,21.6418,46.9
136,2010-05-17,00:00:00.00,0.0067962,18.3899,27.6
137,2010-05-18,00:00:00.00,0.083322,17.5871,19.5
138,2010-05-19,00:00:00.00,3.25005,16.8489,14.3
139,2010-05-20,00:00:00.00,0.00262729,16.1632,9.7
140,2010-05-21,00:00:00.00,0.00258796,15.5184,7.37
141,2010-05-22,00:00:00.00,0.0122384,14.9165,6.12
142,2010-05-23,00:00:00.00,9.33453,15.2295,5.51
143,2010-05-24,00:00:00.00,0.0137524,15.5532,5.81
144,2010-05-25,00:00:00.00,0.000341198,14.9817,5.48
145,2010-05-26,00:00:00.00,0.00200161,14.4172,4.94
146,2010-05-27,00:00:00.00,2.90973e-308,13.8882,4.23
147,2010-05-28,00:00:00.00,0.0252598,13.3916,3.68
148,2010-05-29,00:00:00.00,0.0461452,12.9247,3.3
149,2010-05-30,00:00:00.00,0.0883121,12.4851,2.99
150,2010-05-31,00:00:00.00,0.0153515,12.0704,2.79
151,2010-06-01,00:00:00.00,1.53584,11.6788,2.59
152,2010-06-02,00:00:00.00,14.1799,13.092,2.51
153,2010-06-03,00:00:00.00,12.1737,18.1861,2.62
154,2010-06-04,00:00:00.00,9.75678,21.1463,4.63
155,2010-06-05,00:00:00.00,1.20835,18.7958,5.99
156,2010-06-06,00:00:00.00,6.70175,17.0763,10.7
157,2010-06-07,00:00:00.00,35.1165,30.6883,29.2
158,2010-06-08,00:00:00.00,0.909881,43.4847,39.7
159,2010-06-09,00:00:00.00,0.00204339,35.5423,34.7
160,2010-06-10,00:00:00.00,6.60083,28.2104,22.7
161,2010-06-11,00:00:00.00,0.19054,27.292,18.6
162,2010-06-12,00:00:00.00,0.00284858,25.7206,13
163,2010-06-13,00:00:00.00,0.0570099,24.2782,8.35
164,2010-06-14,00:00:00.00,0.187663,22.9708,6.32
165,2010-06-15,00:00:00.00,0.00309512,21.7811,5.34
166,2010-06-16,00:00:00.00,0.106719,20.6944,4.69
167,2010-06-17,00:00:00.00,1.69907,19.6985,4.18
168,2010-06-18,00:00:00.00,0.553688,18.7829,3.68
169,2010-06-19,00:00:00.00,0.0367676,17.9387,3.26
170,2010-06-20,00:00:00.00,0.0372709,17.1581,2.99
171,2010-06-21,00:00:00.00,0.0167727,16.4345,2.73
172,2010-06-22,00:00:00.00,0.000826931,15.7621,2.53
173,2010-06-23,00:00:00.00,2.76247,15.1359,2.37
174,2010-06-24,00:00:00.00,0.142349,14.5515,2.28
175,2010-06-25,00:00:00.00,4.33725,14.005,2.22
176,2010-06-26,00:00:00.00,0.127727,13.4931,2.15
177,2010-06-27,00:00:00.00,0.0420778,13.0126,2.06
178,2010-06-28,00:00:00.00,3.38575,12.5608,2.05
179,2010-06-29,00:00:00.00,2.02367,12.1355,2.17
180,2010-06-30,00:00:00.00,0.0604923,11.7344,2.1
181,2010-07-01,00:00:00.00,0.00528132,11.3556,2.18
182,2010-07-02,00:00:00.00,0.00639699,10.9974,2.15
183,2010-07-03,00:00:00.00,0.00710567,10.6582,1.94
184,2010-07-04,00:00:00.00,0.00561016,10.3367,1.82
185,2010-07-05,00:00:00.00,0.0111253,10.0314,1.73
186,2010-07-06,00:00:00.00,0.0165464,9.74139,1.63
187,2010-07-07,00:00:00.00,0.0446819,9.46546,1.57
188,2010-07-08,00:00:00.00,0.071151,9.20269,1.52
189,2010-07-09,00:00:00.00,7.94524,9.20897,1.47
190,2010-07-10,00:00:00.00,14.4174,11.7119,1.49
191,2010-07-11,00:00:00.00,0.00972049,13.4343,1.52
192,2010-07-12,00:00:00.00,0.323253,11.7616,1.63
193,2010-07-13,00:00:00.00,15.8046,13.2209,1.92
194,2010-07-14,00:00:00.00,2.5197,15.8173,2.65
195,2010-07-15,00:00:00.00,0.00667137,14.3543,2.93
196,2010-07-16,00:00:00.00,1.77807,12.5684,2.66
197,2010-07-17,00:00:00.00,24.3235,18.6242,2.94
198,2010-07-18,00:00:00.00,8.54688,27.0134,3.22
199,2010-07-19,00:00:00.00,0.293542,24.0156,5.05
200,2010-07-20,00:00:00.00,8.46355,19.334,6.59
201,2010-07-21,00:00:00.00,0.194563,19.3456,4.41
202,2010-07-22,00:00:00.00,0.235396,18.4979,2.53
203,2010-07-23,00:00:00.00,0.0440798,17.6855,1.47
204,2010-07-24,00:00:00.00,7.92194,17.563,1.16
205,2010-07-25,00:00:00.00,5.71624,17.6831,1.77
206,2010-07-26,00:00:00.00,3.72134,17.1719,1.3
207,2010-07-27,00:00:00.00,0.0675667,16.4638,1.03
208,2010-07-28,00:00:00.00,0.0833513,15.7982,0.937
209,2010-07-29,00:00:00.00,1.91394,15.1775,0.886
210,2010-07-30,00:00:00.00,0.174893,14.5976,0.831
211,2010-07-31,00:00:00.00,0.0178724,14.0548,0.701
212,2010-08-01,00:00:00.00,1.78255,13.5458,0.643
213,2010-08-02,00:00:00.00,0.583714,13.0677,0.618
214,2010-08-03,00:00:00.00,0.00481664,12.6178,0.594
215,2010-08-04,00:00:00.00,0.00503497,12.1939,0.585
216,2010-08-05,00:00:00.00,0.623988,11.7939,0.594
217,2010-08-06,00:00:00.00,0.625631,11.4158,0.595
218,2010-08-07,00:00:00.00,0.589746,11.0581,0.608
219,2010-08-08,00:00:00.00,0.0318615,10.7192,0.62
220,2010-08-09,00:00:00.00,0.0639541,10.3977,0.635
221,2010-08-10,00:00:00.00,2.61516,10.0924,0.644
