time,date,hour,precip [mm/day],02GG013 [m3/s],02GG013 (observed) [m3/s]
32,2010-02-02,00:00:00.00,0.0354594,0.0141739,0.95
33,2010-02-03,00:00:00.00,0.899246,0.0142732,0.7
34,2010-02-04,00:00:00.00,1.18279,0.0143683,0.5
35,2010-02-05,00:00:00.00,0.00154318,0.0144593,0.38
36,2010-02-06,00:00:00.00,0.000135304,0.0145465,0.3
37,2010-02-07,00:00:00.00,0,0.01463,0.24
38,2010-02-08,00:00:00.00,0.00803709,0.01471,0.19
39,2010-02-09,00:00:00.00,0.000298665,0.0147866,0.15
40,2010-02-10,00:00:00.00,3.543,0.0148601,0.125
41,2010-02-11,00:00:00.00,11.1891,0.0376294,0.105
42,2010-02-12,00:00:00.00,1.00655,0.0379071,0.09
43,2010-02-13,00:00:00.00,0.0543421,0.015485,0.08
44,2010-02-14,00:00:00.00,0.0439956,0.0155508,0.07
45,2010-02-15,00:00:00.00,0.0537506,0.0156138,0.064
46,2010-02-16,00:00:00.00,0.132951,0.0156742,0.057
47,2010-02-17,00:00:00.00,1.62851,0.0157322,0.054
48,2010-02-18,00:00:00.00,0.148756,0.0157877,0.052
49,2010-02-19,00:00:00.00,0.00185186,0.0158409,0.05
50,2010-02-20,00:00:00.00,0,0.0158919,0.048
51,2010-02-21,00:00:00.00,7.5305e-308,0.0159408,0.046
52,2010-02-22,00:00:00.00,2.19824e-308,0.0159877,0.045
53,2010-02-23,00:00:00.00,12.9844,0.271713,0.044
54,2010-02-24,00:00:00.00,0.456667,0.27394,0.043
55,2010-02-25,00:00:00.00,0.274765,0.0205046,0.042
56,2010-02-26,00:00:00.00,1.44106,0.0205796,0.041
57,2010-02-27,00:00:00.00,5.3739,0.0206509,0.05
58,2010-02-28,00:00:00.00,2.21054,0.0207187,0.06
59,2010-03-01,00:00:00.00,0.218507,0.0207831,0.074
60,2010-03-02,00:00:00.00,0.00725093,0.0208443,0.11
61,2010-03-03,00:00:00.00,0.00345203,0.0209025,0.14
62,2010-03-04,00:00:00.00,0.000817905,0.0209577,0.18
63,2010-03-05,00:00:00.00,1.24749e-308,0.02101,0.24
64,2010-03-06,00:00:00.00,1.4743e-308,0.0210596,0.3
65,2010-03-07,00:00:00.00,0,0.0211066,0.4
66,2010-03-08,00:00:00.00,0,0.0211511,0.5
67,2010-03-09,00:00:00.00,0,3.77878,0.72
68,2010-03-10,00:00:00.00,2.7043e-308,6.01589,2
69,2010-03-11,00:00:00.00,0.0248673,2.58759,6.5
70,2010-03-12,00:00:00.00,0.00387416,0.672797,20
71,2010-03-13,00:00:00.00,4.9048,0.872752,31.5
72,2010-03-14,00:00:00.00,7.62657,1.4995,32.2
73,2010-03-15,00:00:00.00,6.3472,1.86063,27.4
74,2010-03-16,00:00:00.00,0.129952,1.48968,22.3
75,2010-03-17,00:00:00.00,0,1.15802,13.9
76,2010-03-18,00:00:00.00,0,1.12028,6.84
77,2010-03-19,00:00:00.00,0,1.08453,3.66
78,2010-03-20,00:00:00.00,0.000271149,1.05063,2.16
79,2010-03-21,00:00:00.00,0.0516029,1.01844,1.4
80,2010-03-22,00:00:00.00,0.0651534,0.987847,0.937
81,2010-03-23,00:00:00.00,3.65446,0.99636,0.673
82,2010-03-24,00:00:00.00,0.246911,1.00446,0.545
83,2010-03-25,00:00:00.00,0,0.974561,0.49
84,2010-03-26,00:00:00.00,0.645127,0.946106,0.43
85,2010-03-27,00:00:00.00,2.37551e-308,0.919002,0.357
86,2010-03-28,00:00:00.00,0.00987008,0.89316,0.327
87,2010-03-29,00:00:00.00,5.53098,1.09627,0.303
88,2010-03-30,00:00:00.00,2.43329,1.16286,0.299
89,2010-03-31,00:00:00.00,0.000207385,0.998599,0.334
90,2010-04-01,00:00:00.00,0.00788167,0.969077,0.376
91,2010-04-02,00:00:00.00,0,0.940968,0.357
92,2010-04-03,00:00:00.00,0,0.91418,0.323
93,2010-04-04,00:00:00.00,0.17717,0.888631,0.273
94,2010-04-05,00:00:00.00,0.307185,0.864241,0.262
95,2010-04-06,00:00:00.00,1.5607,0.840941,0.228
96,2010-04-07,00:00:00.00,22.8958,3.30196,0.691
97,2010-04-08,00:00:00.00,14.357,5.18379,10.4
98,2010-04-09,00:00:00.00,15.7766,5.39058,22
99,2010-04-10,00:00:00.00,0.010622,5.12648,28.4
100,2010-04-11,00:00:00.00,9.24e-308,3.89654,14.7
101,2010-04-12,00:00:00.00,0.801025,3.58247,5.27
102,2010-04-13,00:00:00.00,0,3.30999,2.46
103,2010-04-14,00:00:00.00,0.406577,3.07162,1.45
104,2010-04-15,00:00:00.00,0.227389,2.86158,0.997
105,2010-04-16,00:00:00.00,0,2.67527,0.726
106,2010-04-17,00:00:00.00,0.0330015,2.50903,0.572
107,2010-04-18,00:00:00.00,0.589383,2.35992,0.495
108,2010-04-19,00:00:00.00,1.16608,2.22551,0.431
109,2010-04-20,00:00:00.00,0.000374854,2.10381,0.36
110,2010-04-21,00:00:00.00,0.00044301,1.99317,0.285
111,2010-04-22,00:00:00.00,0.00745859,1.89222,0.224
112,2010-04-23,00:00:00.00,0.0012862,1.79978,0.192
113,2010-04-24,00:00:00.00,0.0045858,1.71486,0.179
114,2010-04-25,00:00:00.00,0.351288,1.63661,0.172
115,2010-04-26,00:00:00.00,15.7297,3.00106,0.186
116,2010-04-27,00:00:00.00,0.0850809,3.38426,0.249
117,2010-04-28,00:00:00.00,4.68048e-308,2.29893,0.326
118,2010-04-29,00:00:00.00,0.000797067,2.17206,0.321
119,2010-04-30,00:00:00.00,0.0309039,2.0568,0.26
120,2010-05-01,00:00:00.00,0.544553,1.9517,0.198
121,2010-05-02,00:00:00.00,3.26901,1.85551,0.177
122,2010-05-03,00:00:00.00,5.5831,1.83617,0.35
123,2010-05-04,00:00:00.00,12.2921,2.70379,5.42
124,2010-05-05,00:00:00.00,0.078717,2.95089,7.16
125,2010-05-06,00:00:00.00,3.43542,2.29092,2.03
126,2010-05-07,00:00:00.00,0.103286,2.16485,1.91
127,2010-05-08,00:00:00.00,8.2472,2.43399,1.98
128,2010-05-09,00:00:00.00,17.9085,4.57995,6.05
129,2010-05-10,00:00:00.00,0.894608,5.08895,8.53
130,2010-05-11,00:00:00.00,0.00393233,3.6322,4.21
131,2010-05-12,00:00:00.00,23.8355,6.64188,3.99
132,2010-05-13,00:00:00.00,1.08776,7.84478,16.7
133,2010-05-14,00:00:00.00,12.5176,6.63092,18.7
134,2010-05-15,00:00:00.00,4.25229,6.91667,16.6
135,2010-05-16,00:00:00.00,0.0017483,6.09134,15.8
136,2010-05-17,00:00:00.00,6.18285e-308,5.42069,5.8
137,2010-05-18,00:00:00.00,0.0513455,4.86929,2.24
138,2010-05-19,00:00:00.00,4.50486,4.50148,1.27
139,2010-05-20,00:00:00.00,0.0146774,4.19126,0.933
140,2010-05-21,00:00:00.00,0.0147536,3.83401,0.676
141,2010-05-22,00:00:00.00,0.02748,3.52664,0.415
142,2010-05-23,00:00:00.00,6.82221,3.43,1.3
143,2010-05-24,00:00:00.00,0.00309687,3.34625,5.43
144,2010-05-25,00:00:00.00,0.00130522,3.10283,1.06
145,2010-05-26,00:00:00.00,0.0224794,2.88861,0.419
146,2010-05-27,00:00:00.00,0,2.69882,0.29
147,2010-05-28,00:00:00.00,0.0027395,2.52965,0.257
148,2010-05-29,00:00:00.00,0.000559827,2.37804,0.269
149,2010-05-30,00:00:00.00,0.000920825,2.2415,0.239
150,2010-05-31,00:00:00.00,2.44638e-308,2.11797,0.212
151,2010-06-01,00:00:00.00,1.06921,2.00575,0.17
152,2010-06-02,00:00:00.00,6.87229,2.00095,0.15
153,2010-06-03,00:00:00.00,14.2307,3.03789,0.183
154,2010-06-04,00:00:00.00,2.25618,3.33931,0.209
155,2010-06-05,00:00:00.00,1.35246,2.57134,0.443
156,2010-06-06,00:00:00.00,2.57253,2.41727,0.387
157,2010-06-07,00:00:00.00,32.945,6.87109,5.62
158,2010-06-08,00:00:00.00,0.417475,8.48761,13.1
159,2010-06-09,00:00:00.00,0.0188362,5.28918,8.77
160,2010-06-10,00:00:00.00,6.59494,4.97731,2.46
161,2010-06-11,00:00:00.00,0.159681,4.71758,0.967
162,2010-06-12,00:00:00.00,0.0132378,4.28206,0.526
163,2010-06-13,00:00:00.00,0.110741,3.91215,0.336
164,2010-06-14,00:00:00.00,0.173675,3.59456,0.231
165,2010-06-15,00:00:00.00,0.01074,3.3193,0.186
166,2010-06-16,00:00:00.00,0.144063,3.07873,0.157
167,2010-06-17,00:00:00.00,1.31866,2.86692,0.126
168,2010-06-18,00:00:00.00,0.0494692,2.67919,0.115
169,2010-06-19,00:00:00.00,0.0557928,2.51181,0.094
170,2010-06-20,00:00:00.00,0.0314207,2.36175,0.076
171,2010-06-21,00:00:00.00,0.047925,2.22657,0.061
172,2010-06-22,00:00:00.00,8.68e-308,2.10424,0.041
173,2010-06-23,00:00:00.00,2.18285,1.99307,0.033
174,2010-06-24,00:00:00.00,0.0378708,1.89168,0.027
175,2010-06-25,00:00:00.00,5.86425,1.84227,0.025
176,2010-06-26,00:00:00.00,0.361753,1.79721,0.021
177,2010-06-27,00:00:00.00,0.0724018,1.71259,0.019
178,2010-06-28,00:00:00.00,3.18558,1.63461,0.018
179,2010-06-29,00:00:00.00,1.3106,1.56255,0.02
180,2010-06-30,00:00:00.00,0.03178,1.49579,0.016
181,2010-07-01,00:00:00.00,0.0257356,1.43379,0.014
182,2010-07-02,00:00:00.00,0.0389696,1.37608,0.013
183,2010-07-03,00:00:00.00,0.0391107,1.32225,0.011
184,2010-07-04,00:00:00.00,0.0306733,1.27193,0.01
185,2010-07-05,00:00:00.00,0.0764931,1.22481,0.009
186,2010-07-06,00:00:00.00,0.0310163,1.18061,0.008
187,2010-07-07,00:00:00.00,0.0957204,1.13907,0.007
188,2010-07-08,00:00:00.00,0.142516,1.09997,0.006
189,2010-07-09,00:00:00.00,5.90635,1.08002,0.006
190,2010-07-10,00:00:00.00,11.7532,1.66372,0.008
191,2010-07-11,00:00:00.00,0.0263089,1.79419,0.01
192,2010-07-12,00:00:00.00,1.78257,1.31509,0.054
193,2010-07-13,00:00:00.00,25.5432,4.10268,0.131
194,2010-07-14,00:00:00.00,3.23573,4.84569,0.201
195,2010-07-15,00:00:00.00,0.00581383,2.68871,1.27
196,2010-07-16,00:00:00.00,4.00724,2.52279,1.02
197,2010-07-17,00:00:00.00,19.4337,4.323,0.638
198,2010-07-18,00:00:00.00,5.39371,5.00292,1.85
199,2010-07-19,00:00:00.00,0.995562,3.65379,1.24
200,2010-07-20,00:00:00.00,8.84409,3.66379,1.64
201,2010-07-21,00:00:00.00,0.459498,3.67237,2.07
202,2010-07-22,00:00:00.00,0.122069,3.38847,0.755
203,2010-07-23,00:00:00.00,0.123005,3.14068,0.238
204,2010-07-24,00:00:00.00,5.85247,2.9958,0.123
205,2010-07-25,00:00:00.00,2.4704,2.86788,0.069
206,2010-07-26,00:00:00.00,3.36412,2.68123,0.037
207,2010-07-27,00:00:00.00,0.0789061,2.51467,0.023
208,2010-07-28,00:00:00.00,0.0286521,2.36526,0.017
209,2010-07-29,00:00:00.00,0.883489,2.23058,0.013
210,2010-07-30,00:00:00.00,0.148202,2.10863,0.012
211,2010-07-31,00:00:00.00,0.0306674,1.99776,0.011
212,2010-08-01,00:00:00.00,0.690216,1.89659,0.01
213,2010-08-02,00:00:00.00,0.00930872,1.80395,0.008
214,2010-08-03,00:00:00.00,0.0167139,1.71884,0.006
215,2010-08-04,00:00:00.00,0.0225103,1.64042,0.005
216,2010-08-05,00:00:00.00,0.0638392,1.56797,0.004
217,2010-08-06,00:00:00.00,0.0936018,1.50085,0.003
218,2010-08-07,00:00:00.00,1.37991,1.43853,0.002
219,2010-08-08,00:00:00.00,0.0157112,1.38053,0.002
220,2010-08-09,00:00:00.00,0.00363179,1.32643,0.001
221,2010-08-10,00:00:00.00,2.36692,1.27586,0.002
222,2010-08-11,00:00:00.00,6.112e-308,1.22852,0.003
223,2010-08-12,00:00:00.00,0.0250139,1.1841,0.003
224,2010-08-13,00:00:00.00,6.04886,1.18648,0.003
225,2010-08-14,00:00:00.00,0.0231357,1.189,0.002
226,2010-08-15,00:00:00.00,0.049611,1.14754,0.002
227,2010-08-16,00:00:00.00,0.571603,1.10849,0.002
228,2010-08-17,00:00:00.00,0.110385,1.07164,0.001
229,2010-08-18,00:00:00.00,0.0210071,1.03684,0.001
230,2010-08-19,00:00:00.00,0.0635722,1.00392,0
231,2010-08-20,00:00:00.00,0.222915,0.972741,0
232,2010-08-21,00:00:00.00,0.00873562,0.943173,0
233,2010-08-22,00:00:00.00,1.77591,0.915102,0
234,2010-08-23,00:00:00.00,5.43486,0.922378,0
235,2010-08-24,00:00:00.00,0.336865,0.929511,0
236,2010-08-25,00:00:00.00,0.204416,0.902544,0
237,2010-08-26,00:00:00.00,0.209299,0.876871,0
238,2010-08-27,00:00:00.00,0.0319241,0.852406,0
239,2010-08-28,00:00:00.00,0.0394399,0.82907,0
240,2010-08-29,00:00:00.00,0.0229183,0.806792,0
241,2010-08-30,00:00:00.00,0.0403615,0.785503,0
242,2010-08-31,00:00:00.00,0.0799987,0.765145,0
243,2010-09-01,00:00:00.00,0.0259109,0.745659,0
244,2010-09-02,00:00:00.00,0.000463661,0.726994,0
245,2010-09-03,00:00:00.00,3.10883,0.7091,0
246,2010-09-04,00:00:00.00,2.95162,0.691935,0
247,2010-09-05,00:00:00.00,0.125126,0.675459,0
248,2010-09-06,00:00:00.00,0.263083,0.659631,0
249,2010-09-07,00:00:00.00,0.679344,0.644418,0
250,2010-09-08,00:00:00.00,0.0534861,0.629786,0
251,2010-09-09,00:00:00.00,0.00193217,0.615704,0
252,2010-09-10,00:00:00.00,0.00125664,0.602143,0
253,2010-09-11,00:00:00.00,0.106116,0.589076,0
254,2010-09-12,00:00:00.00,2.6933,0.576645,0
255,2010-09-13,00:00:00.00,5.90565,0.708959,0
256,2010-09-14,00:00:00.00,2.265,0.735006,0
257,2010-09-15,00:00:00.00,5.52663e-308,0.616083,0
258,2010-09-16,00:00:00.00,0.00227441,0.603033,0
259,2010-09-17,00:00:00.00,18.411,2.39085,0
260,2010-09-18,00:00:00.00,0.0810961,2.67975,0
261,2010-09-19,00:00:00.00,2.50024,1.15527,0
262,2010-09-20,00:00:00.00,0.182929,1.11782,0
263,2010-09-21,00:00:00.00,0.00356772,1.08218,0
264,2010-09-22,00:00:00.00,0.023115,1.04838,0
265,2010-09-23,00:00:00.00,4.42526,1.05352,0
266,2010-09-24,00:00:00.00,0.043501,1.05836,0
267,2010-09-25,00:00:00.00,0.0273954,1.02571,0
268,2010-09-26,00:00:00.00,0.0184861,0.994688,0
269,2010-09-27,00:00:00.00,1.11913,0.965193,0
270,2010-09-28,00:00:00.00,0.430157,0.937121,0
271,2010-09-29,00:00:00.00,37.1904,5.91089,0
272,2010-09-30,00:00:00.00,0.43168,7.21528,0
273,2010-10-01,00:00:00.00,0.00971386,3.39975,0
274,2010-10-02,00:00:00.00,0.0935426,3.15118,0
275,2010-10-03,00:00:00.00,20.3413,5.61425,0.002
276,2010-10-04,00:00:00.00,1.98088,6.58214,0.008
277,2010-10-05,00:00:00.00,0.312381,4.73365,0.003
278,2010-10-06,00:00:00.00,0.156254,4.29608,0.001
279,2010-10-07,00:00:00.00,0.969616,3.92452,0
280,2010-10-08,00:00:00.00,0.00739366,3.60557,0
281,2010-10-09,00:00:00.00,0,3.32918,0
282,2010-10-10,00:00:00.00,0.0193956,3.08766,0
283,2010-10-11,00:00:00.00,0.00411357,2.87503,0
284,2010-10-12,00:00:00.00,0.458066,2.6866,0
285,2010-10-13,00:00:00.00,3.32755,2.59575,0
286,2010-10-14,00:00:00.00,0.180757,2.51477,0
287,2010-10-15,00:00:00.00,30.521,6.86396,0.02
288,2010-10-16,00:00:00.00,0.535732,8.45812,0.036
289,2010-10-17,00:00:00.00,0.000168335,5.33195,0.034
290,2010-10-18,00:00:00.00,0.00823489,4.79649,0.024
291,2010-10-19,00:00:00.00,0.00046271,4.34838,0.018
292,2010-10-20,00:00:00.00,0.0352032,3.96854,0.026
293,2010-10-21,00:00:00.00,0.128154,3.643,0.022
294,2010-10-22,00:00:00.00,11.7933,4.50085,0.019
295,2010-10-23,00:00:00.00,0.192333,4.85834,0.016
296,2010-10-24,00:00:00.00,1.65062,4.04178,0.015
297,2010-10-25,00:00:00.00,0.766591,3.72044,0.014
298,2010-10-26,00:00:00.00,0.101488,3.42937,0.014
299,2010-10-27,00:00:00.00,4.12877,3.31302,0.012
300,2010-10-28,00:00:00.00,0.150662,3.21147,0.01
301,2010-10-29,00:00:00.00,0.0341488,2.98491,0.009
302,2010-10-30,00:00:00.00,0.0312559,2.78474,0.001
303,2010-10-31,00:00:00.00,1.1704e-308,2.60676,0.001
304,2010-11-01,00:00:00.00,0.195766,2.44762,0.004
305,2010-11-02,00:00:00.00,0.258982,2.30459,0.003
306,2010-11-03,00:00:00.00,6.665e-308,2.17543,0.002
307,2010-11-04,00:00:00.00,0.0943722,2.0583,0.001
308,2010-11-05,00:00:00.00,3.03823,2.0245,0.002
309,2010-11-06,00:00:00.00,13.082,3.38627,0.354
310,2010-11-07,00:00:00.00,5.73527,3.99161,0.57
311,2010-11-08,00:00:00.00,0.0124198,3.1419,1.03
312,2010-11-09,00:00:00.00,0,2.92484,0.786
313,2010-11-10,00:00:00.00,0,2.73255,0.436
314,2010-11-11,00:00:00.00,0.0156554,2.56116,0.265
315,2010-11-12,00:00:00.00,0.000256815,2.40758,0.18
316,2010-11-13,00:00:00.00,0.0185779,2.26926,0.131
317,2010-11-14,00:00:00.00,0.00665748,2.14414,0.1
318,2010-11-15,00:00:00.00,4.67921,2.17844,0.091
319,2010-11-16,00:00:00.00,0.000423739,2.20987,0.071
320,2010-11-17,00:00:00.00,0.856035,2.09082,0.064
321,2010-11-18,00:00:00.00,20.4664,4.65214,1.32
322,2010-11-19,00:00:00.00,0.047274,5.48414,2.04
323,2010-11-20,00:00:00.00,0.00134163,3.55477,1.14
324,2010-11-21,00:00:00.00,0.00370644,3.28633,0.441
325,2010-11-22,00:00:00.00,0.152136,3.05128,0.17
326,2010-11-23,00:00:00.00,11.9497,4.07316,0.093
327,2010-11-24,00:00:00.00,5.60312,4.7949,1.18
328,2010-11-25,00:00:00.00,0.0882928,4.1932,3.56
329,2010-11-26,00:00:00.00,6.523,4.24025,2.41
330,2010-11-27,00:00:00.00,12.9752,4.56373,4.75
331,2010-11-28,00:00:00.00,0.0134526,4.4369,7.18
332,2010-11-29,00:00:00.00,6.56091e-308,4.045,3.38
333,2010-11-30,00:00:00.00,9.80065e-308,3.70972,0.718
334,2010-12-01,00:00:00.00,16.3169,6.71188,1.35
335,2010-12-02,00:00:00.00,5.8211,8.26336,7.69
336,2010-12-03,00:00:00.00,0.0713416,6.26948,10.3
337,2010-12-04,00:00:00.00,0.0304801,5.56593,5.77
338,2010-12-05,00:00:00.00,0.828899,4.98973,1.9
339,2010-12-06,00:00:00.00,1.94795,4.51024,1.25
340,2010-12-07,00:00:00.00,0.115068,4.10578,0.7
341,2010-12-08,00:00:00.00,0.0495878,3.76058,0.6
342,2010-12-09,00:00:00.00,0.343941,3.46296,0.471
343,2010-12-10,00:00:00.00,0.132086,3.20405,0.342
344,2010-12-11,00:00:00.00,1.06052,2.97703,0.281
345,2010-12-12,00:00:00.00,0.114794,2.77656,0.232
346,2010-12-13,00:00:00.00,20.3464,4.06366,0.242
347,2010-12-14,00:00:00.00,13.8822,4.52974,0.268
348,2010-12-15,00:00:00.00,13.1981,3.47646,0.219
349,2010-12-16,00:00:00.00,0.0435134,3.21767,0.202
350,2010-12-17,00:00:00.00,0.00387846,2.99062,0.183
351,2010-12-18,00:00:00.00,0.0271685,2.79001,0.168
352,2010-12-19,00:00:00.00,0.133213,2.61166,0.157
353,2010-12-20,00:00:00.00,0.248942,2.45218,0.14
354,2010-12-21,00:00:00.00,0.112693,2.30886,0.148
355,2010-12-22,00:00:00.00,0.0141527,2.17943,0.152
356,2010-12-23,00:00:00.00,0.220926,2.06206,0.157
357,2010-12-24,00:00:00.00,0.445987,1.9552,0.16
358,2010-12-25,00:00:00.00,0.154454,1.85755,0.155
359,2010-12-26,00:00:00.00,0.0478981,1.76802,0.15
360,2010-12-27,00:00:00.00,0.0959317,1.68568,0.147
361,2010-12-28,00:00:00.00,0.604661,1.60974,0.145
362,2010-12-29,00:00:00.00,0.0509234,1.5395,0.142
363,2010-12-30,00:00:00.00,0.00136785,1.47437,0.158
364,2010-12-31,00:00:00.00,0.461527,1.41384,0.176
365,2011-01-01,00:00:00.00,2.08121,1.38791,0.6
366,2011-01-02,00:00:00.00,13.1378,11.3451,20.5
367,2011-01-03,00:00:00.00,0.0556137,14.9627,43.4
368,2011-01-04,00:00:00.00,0.0751302,8.02778,33.3
369,2011-01-05,00:00:00.00,1.91734,6.96549,19.2
370,2011-01-06,00:00:00.00,0.485989,6.12791,6.18
371,2011-01-07,00:00:00.00,2.22018,5.44918,3.2
372,2011-01-08,00:00:00.00,1.51465,4.89179,1.92
373,2011-01-09,00:00:00.00,1.8959,4.42687,1.09
374,2011-01-10,00:00:00.00,2.45831,4.03391,0.685
375,2011-01-11,00:00:00.00,0.0215754,3.69797,0.483
376,2011-01-12,00:00:00.00,4.93805,3.4079,0.368
377,2011-01-13,00:00:00.00,10.4762,3.15523,0.294
378,2011-01-14,00:00:00.00,1.98931,2.93342,0.259
379,2011-01-15,00:00:00.00,0.681522,2.73736,0.249
380,2011-01-16,00:00:00.00,3.34049,2.56296,0.246
381,2011-01-17,00:00:00.00,0.0175269,2.40697,0.246
382,2011-01-18,00:00:00.00,0.00300887,2.26673,0.254
383,2011-01-19,00:00:00.00,6.40821,2.23362,0.336
384,2011-01-20,00:00:00.00,0.302672,2.20419,0.419
385,2011-01-21,00:00:00.00,0.582871,2.08435,0.529
386,2011-01-22,00:00:00.00,1.16219,1.97533,0.729
387,2011-01-23,00:00:00.00,1.81797,1.87581,0.784
388,2011-01-24,00:00:00.00,5.17671,1.78463,0.67
389,2011-01-25,00:00:00.00,1.17732,1.70084,0.578
390,2011-01-26,00:00:00.00,0.737745,1.62361,0.496
391,2011-01-27,00:00:00.00,0.0347883,1.55222,0.434
392,2011-01-28,00:00:00.00,1.61795,1.48608,0.381
393,2011-01-29,00:00:00.00,2.57178,1.42463,0.339
394,2011-01-30,00:00:00.00,8.33119,1.36743,0.304
395,2011-01-31,00:00:00.00,0.0664726,1.31406,0.275
396,2011-02-01,00:00:00.00,0.150581,1.26418,0.251
397,2011-02-02,00:00:00.00,0.39612,1.21745,0.228
398,2011-02-03,00:00:00.00,16.1692,1.17362,0.206
399,2011-02-04,00:00:00.00,0.995389,1.13242,0.193
400,2011-02-05,00:00:00.00,0.000585605,1.09363,0.195
401,2011-02-06,00:00:00.00,5.24474,1.05707,0.201
402,2011-02-07,00:00:00.00,1.33387,1.02255,0.201
403,2011-02-08,00:00:00.00,1.15522,0.989919,0.192
404,2011-02-09,00:00:00.00,0.69082,0.959026,0.181
405,2011-02-10,00:00:00.00,0.0116659,0.929745,0.174
406,2011-02-11,00:00:00.00,0.00922466,0.901959,0.171
407,2011-02-12,00:00:00.00,0.0272186,0.875561,0.167
408,2011-02-13,00:00:00.00,0.185963,0.850455,0.163
409,2011-02-14,00:00:00.00,2.77061,0.827917,0.161
410,2011-02-15,00:00:00.00,0.113761,0.806452,0.162
411,2011-02-16,00:00:00.00,1.11938e-308,0.784624,0.164
412,2011-02-17,00:00:00.00,0.180781,0.763783,0.207
413,2011-02-18,00:00:00.00,0.251517,0.743867,0.518
414,2011-02-19,00:00:00.00,0.124551,6.79821,13.5
415,2011-02-20,00:00:00.00,3.68668e-308,8.3516,38.8
416,2011-02-21,00:00:00.00,1.68988,3.68802,36
417,2011-02-22,00:00:00.00,20.5607,3.40221,25.1
418,2011-02-23,00:00:00.00,0.00129805,3.15285,16.7
419,2011-02-24,00:00:00.00,0.0210142,2.93361,8.59
420,2011-02-25,00:00:00.00,3.01967,2.73955,4.56
421,2011-02-26,00:00:00.00,3.83926,2.56673,2.4
422,2011-02-27,00:00:00.00,3.02532,2.41197,1.31
423,2011-02-28,00:00:00.00,1.60672,2.27268,1.13
424,2011-03-01,00:00:00.00,9.33276,2.28464,4.4
425,2011-03-02,00:00:00.00,0.00038348,2.29582,12.6
426,2011-03-03,00:00:00.00,0.00074771,2.16841,14.8
427,2011-03-04,00:00:00.00,0.102512,2.05274,7.14
428,2011-03-05,00:00:00.00,0.812895,1.94732,3.48
429,2011-03-06,00:00:00.00,21.6494,9.8886,18.6
430,2011-03-07,00:00:00.00,4.02611,12.8602,43.2
431,2011-03-08,00:00:00.00,0.000512674,7.32958,33.3
432,2011-03-09,00:00:00.00,0.070163,6.41441,22.3
433,2011-03-10,00:00:00.00,11.2694,6.26036,15.5
434,2011-03-11,00:00:00.00,11.1119,16.8112,29.9
435,2011-03-12,00:00:00.00,16.0377,23.145,41.4
436,2011-03-13,00:00:00.00,0.0592986,17.0217,27
437,2011-03-14,00:00:00.00,0.031302,13.3998,18.9
438,2011-03-15,00:00:00.00,0.0142437,10.9106,15.7
439,2011-03-16,00:00:00.00,0.479916,9.13477,15
440,2011-03-17,00:00:00.00,2.92945,14.5088,17.6
441,2011-03-18,00:00:00.00,0.011941,17.0289,27.5
442,2011-03-19,00:00:00.00,0.0189393,12.1827,23.7
443,2011-03-20,00:00:00.00,0.00514547,10.0541,14.2
444,2011-03-21,00:00:00.00,0.0389077,8.50304,5.06
445,2011-03-22,00:00:00.00,16.998,9.5577,17.7
