time,date,hour,precip [mm/day],02GC002 [m3/s],02GC002 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,2.40917,1.59964,1.05
2,2010-01-03,00:00:00.00,7.68113,2.8142,1
3,2010-01-04,00:00:00.00,4.56328,2.19184,0.947
4,2010-01-05,00:00:00.00,0.828296,1.79549,0.895
5,2010-01-06,00:00:00.00,2.7641,1.52332,0.86
6,2010-01-07,00:00:00.00,0.242608,1.32625,0.828
7,2010-01-08,00:00:00.00,1.30806,1.17783,0.805
8,2010-01-09,00:00:00.00,7.56318,1.0626,0.78
9,2010-01-10,00:00:00.00,0.00946471,0.970936,0.77
10,2010-01-11,00:00:00.00,0.00872473,0.89656,0.75
11,2010-01-12,00:00:00.00,1.47237,0.835211,0.73
12,2010-01-13,00:00:00.00,0.329184,0.7839,0.72
13,2010-01-14,00:00:00.00,0.0153698,0.740471,0.709
14,2010-01-15,00:00:00.00,1.19842e-17,0.703335,0.697
15,2010-01-16,00:00:00.00,0.330136,0.671291,0.685
16,2010-01-17,00:00:00.00,0.0126818,0.643423,0.678
17,2010-01-18,00:00:00.00,0.0162276,0.619015,0.671
18,2010-01-19,00:00:00.00,0.013973,0.597501,0.664
19,2010-01-20,00:00:00.00,0.367119,0.578431,0.657
20,2010-01-21,00:00:00.00,0.120572,0.561439,0.65
21,2010-01-22,00:00:00.00,0.000300564,0.546226,0.644
22,2010-01-23,00:00:00.00,0.019751,0.532549,0.638
23,2010-01-24,00:00:00.00,0,0.520201,0.633
24,2010-01-25,00:00:00.00,7.56246,0.748553,1.65
25,2010-01-26,00:00:00.00,10.7618,6.1344,30
26,2010-01-27,00:00:00.00,1.38214,8.35927,23.9
27,2010-01-28,00:00:00.00,0.695706,4.54977,9.89
28,2010-01-29,00:00:00.00,4.0624,3.21552,5.24
29,2010-01-30,00:00:00.00,0.411254,2.49464,3.75
30,2010-01-31,00:00:00.00,0.0936345,2.04867,2
31,2010-02-01,00:00:00.00,0.657844,1.74854,1.6
32,2010-02-02,00:00:00.00,0.606071,1.53455,1.35
33,2010-02-03,00:00:00.00,1.32274,1.37539,1.15
34,2010-02-04,00:00:00.00,1.93389,1.25313,1.03
35,2010-02-05,00:00:00.00,0.0439692,1.15679,0.92
36,2010-02-06,00:00:00.00,0.000471401,1.0793,0.825
37,2010-02-07,00:00:00.00,9.18262e-06,1.0159,0.75
38,2010-02-08,00:00:00.00,3.24863e-06,0.963266,0.7
39,2010-02-09,00:00:00.00,0.00668717,0.919041,0.65
40,2010-02-10,00:00:00.00,2.34828,0.881481,0.608
41,2010-02-11,00:00:00.00,9.64008,0.852411,0.59
42,2010-02-12,00:00:00.00,0.134979,0.827295,0.565
43,2010-02-13,00:00:00.00,0.0627417,0.802304,0.548
44,2010-02-14,00:00:00.00,0.400518,0.780423,0.53
45,2010-02-15,00:00:00.00,1.3992,0.761144,0.515
46,2010-02-16,00:00:00.00,0.71922,0.744059,0.505
47,2010-02-17,00:00:00.00,0.409651,0.728834,0.497
48,2010-02-18,00:00:00.00,0.25413,0.715198,0.488
49,2010-02-19,00:00:00.00,0.0362164,0.702924,0.481
50,2010-02-20,00:00:00.00,0.0161397,0.691827,0.477
51,2010-02-21,00:00:00.00,0.000523299,0.681748,0.473
52,2010-02-22,00:00:00.00,1.05458e-05,0.672554,0.472
53,2010-02-23,00:00:00.00,13.3372,0.764505,0.472
54,2010-02-24,00:00:00.00,1.77396,0.845197,0.468
55,2010-02-25,00:00:00.00,0.168082,0.815991,0.455
56,2010-02-26,00:00:00.00,0.667319,0.790607,0.448
57,2010-02-27,00:00:00.00,4.18062,0.768392,0.442
58,2010-02-28,00:00:00.00,4.12038,0.782584,0.438
59,2010-03-01,00:00:00.00,0.892951,0.794898,0.437
60,2010-03-02,00:00:00.00,3.04936e-05,0.771877,0.7
61,2010-03-03,00:00:00.00,0.00019744,0.751634,0.875
62,2010-03-04,00:00:00.00,0.00300013,0.733728,1.2
63,2010-03-05,00:00:00.00,0,0.717802,1.8
64,2010-03-06,00:00:00.00,0,0.703562,2.6
65,2010-03-07,00:00:00.00,0,0.69077,3.5
66,2010-03-08,00:00:00.00,0,0.679223,4.6
67,2010-03-09,00:00:00.00,0,3.07285,6
68,2010-03-10,00:00:00.00,0.0215083,9.8206,8
69,2010-03-11,00:00:00.00,0.0172112,10.4107,9
70,2010-03-12,00:00:00.00,0.00707793,5.47902,9.7
71,2010-03-13,00:00:00.00,0.629151,3.75124,14
72,2010-03-14,00:00:00.00,13.8157,4.97512,18.7
73,2010-03-15,00:00:00.00,8.16434,6.78975,36.1
74,2010-03-16,00:00:00.00,0.126137,5.63177,16.9
75,2010-03-17,00:00:00.00,2.96154e-05,3.87649,9.93
76,2010-03-18,00:00:00.00,8.61558e-05,2.99663,6.7
77,2010-03-19,00:00:00.00,0.00010182,2.47576,5.12
78,2010-03-20,00:00:00.00,0,2.1358,4.02
79,2010-03-21,00:00:00.00,0.0151132,1.89908,3.27
80,2010-03-22,00:00:00.00,0.284752,1.72645,2.73
81,2010-03-23,00:00:00.00,4.80368,1.88003,2.54
82,2010-03-24,00:00:00.00,2.43343,2.0884,2.54
83,2010-03-25,00:00:00.00,0.00261428,1.96187,2.39
84,2010-03-26,00:00:00.00,0.748257,1.77482,2.03
85,2010-03-27,00:00:00.00,0.0120095,1.63478,1.74
86,2010-03-28,00:00:00.00,0.00277809,1.52685,1.48
87,2010-03-29,00:00:00.00,8.12322,2.18181,1.56
88,2010-03-30,00:00:00.00,4.64278,2.98538,2.53
89,2010-03-31,00:00:00.00,3.89601e-06,2.81785,2.61
90,2010-04-01,00:00:00.00,4.00572e-05,2.37375,2.12
91,2010-04-02,00:00:00.00,0,2.07663,1.83
92,2010-04-03,00:00:00.00,0,1.86615,1.51
93,2010-04-04,00:00:00.00,0.0862766,1.71071,1.37
94,2010-04-05,00:00:00.00,0.0866074,1.59221,1.3
95,2010-04-06,00:00:00.00,0.4359,1.49956,1.09
96,2010-04-07,00:00:00.00,23.6641,5.44565,3.6
97,2010-04-08,00:00:00.00,9.84723,9.0746,13.8
98,2010-04-09,00:00:00.00,37.3805,23.7696,70.1
99,2010-04-10,00:00:00.00,0.0833572,24.4458,28.1
100,2010-04-11,00:00:00.00,0.00156857,7.98851,10.6
101,2010-04-12,00:00:00.00,0.044468,5.09271,6.27
102,2010-04-13,00:00:00.00,2.31577e-05,3.85586,4.28
103,2010-04-14,00:00:00.00,2.67993,3.22792,3.5
104,2010-04-15,00:00:00.00,3.00834e-05,2.8427,2.95
105,2010-04-16,00:00:00.00,0.00182986,2.54142,2.53
106,2010-04-17,00:00:00.00,0.0177449,2.33105,2.18
107,2010-04-18,00:00:00.00,2.15262,2.20379,1.82
108,2010-04-19,00:00:00.00,0.130947,2.10791,1.56
109,2010-04-20,00:00:00.00,0,2.00743,1.27
110,2010-04-21,00:00:00.00,0,1.92852,1.11
111,2010-04-22,00:00:00.00,0.0334425,1.86518,1.06
112,2010-04-23,00:00:00.00,0,1.8133,0.933
113,2010-04-24,00:00:00.00,0,1.77002,0.838
114,2010-04-25,00:00:00.00,0.0684745,1.7333,0.8
115,2010-04-26,00:00:00.00,16.6231,4.58405,2.95
116,2010-04-27,00:00:00.00,1.50348,6.09749,2.67
117,2010-04-28,00:00:00.00,0.000996823,4.21042,1.77
118,2010-04-29,00:00:00.00,0.00271059,3.374,1.23
119,2010-04-30,00:00:00.00,0,2.87816,1.02
120,2010-05-01,00:00:00.00,0.0142168,2.55548,0.866
121,2010-05-02,00:00:00.00,3.9139,2.39414,0.898
122,2010-05-03,00:00:00.00,0.844869,2.27796,0.857
123,2010-05-04,00:00:00.00,5.54758,2.41362,1.03
124,2010-05-05,00:00:00.00,0.34609,2.50891,1.05
125,2010-05-06,00:00:00.00,5.7203,2.62673,0.984
126,2010-05-07,00:00:00.00,2.95708,2.70681,3.84
127,2010-05-08,00:00:00.00,6.44892,3.02734,2.66
128,2010-05-09,00:00:00.00,15.2676,6.36163,5.63
129,2010-05-10,00:00:00.00,0.694846,7.42376,4.27
130,2010-05-11,00:00:00.00,0.00566031,4.89792,2.73
131,2010-05-12,00:00:00.00,19.7339,9.05675,3.97
132,2010-05-13,00:00:00.00,0.960376,10.5311,12.5
133,2010-05-14,00:00:00.00,12.4614,8.98248,7.95
134,2010-05-15,00:00:00.00,16.2623,13.7949,25.8
135,2010-05-16,00:00:00.00,0.00024007,12.301,8.55
136,2010-05-17,00:00:00.00,0.00243297,6.59125,4.54
137,2010-05-18,00:00:00.00,0.0995904,4.73203,3.13
138,2010-05-19,00:00:00.00,1.53904,3.82696,2.55
139,2010-05-20,00:00:00.00,0.00296347,3.3036,1.95
140,2010-05-21,00:00:00.00,1.05533e-05,2.96934,1.54
141,2010-05-22,00:00:00.00,0.0256538,2.74126,1.22
142,2010-05-23,00:00:00.00,16.5873,5.92755,1.94
143,2010-05-24,00:00:00.00,0.0918028,7.49452,2.25
144,2010-05-25,00:00:00.00,0.000549967,5.0868,1.68
145,2010-05-26,00:00:00.00,0,4.02232,1.24
146,2010-05-27,00:00:00.00,3.94296e-06,3.42765,1.01
147,2010-05-28,00:00:00.00,0.00296646,3.05592,0.902
148,2010-05-29,00:00:00.00,0.353816,2.80606,0.772
149,2010-05-30,00:00:00.00,0.0424962,2.62912,0.713
150,2010-05-31,00:00:00.00,0.0253201,2.49862,0.575
151,2010-06-01,00:00:00.00,1.20953,2.39907,0.976
152,2010-06-02,00:00:00.00,16.1124,5.27484,8.78
153,2010-06-03,00:00:00.00,5.51051,7.14904,4.51
154,2010-06-04,00:00:00.00,6.76879,6.05913,2.68
155,2010-06-05,00:00:00.00,0.0190594,5.25664,2.99
156,2010-06-06,00:00:00.00,15.6144,7.51753,2.18
157,2010-06-07,00:00:00.00,39.9757,32.771,28.2
158,2010-06-08,00:00:00.00,0.878319,33.3015,13.1
159,2010-06-09,00:00:00.00,3.53968e-05,9.23851,4.96
160,2010-06-10,00:00:00.00,7.9912,7.38229,3.34
161,2010-06-11,00:00:00.00,0.108378,6.7303,2.86
162,2010-06-12,00:00:00.00,0.0496218,5.03911,1.98
163,2010-06-13,00:00:00.00,0.752425,4.20267,1.45
164,2010-06-14,00:00:00.00,0.526425,3.71701,1.26
165,2010-06-15,00:00:00.00,0.00559086,3.40677,1.02
166,2010-06-16,00:00:00.00,0.0925202,3.19501,0.846
167,2010-06-17,00:00:00.00,6.09846,3.44533,0.799
168,2010-06-18,00:00:00.00,0.287652,3.6029,0.719
169,2010-06-19,00:00:00.00,0.016556,3.30148,0.572
170,2010-06-20,00:00:00.00,0.137685,3.09464,0.531
171,2010-06-21,00:00:00.00,0.0286499,2.9455,0.435
172,2010-06-22,00:00:00.00,0.0340756,2.83342,0.37
173,2010-06-23,00:00:00.00,1.68562,2.74602,0.341
174,2010-06-24,00:00:00.00,0.035389,2.67556,0.369
175,2010-06-25,00:00:00.00,3.67473,2.61699,0.366
176,2010-06-26,00:00:00.00,0.0125441,2.56691,0.296
177,2010-06-27,00:00:00.00,0,2.523,0.278
178,2010-06-28,00:00:00.00,1.74755,2.48366,0.28
179,2010-06-29,00:00:00.00,8.23677,3.19577,0.65
180,2010-06-30,00:00:00.00,0.335567,3.67308,0.706
181,2010-07-01,00:00:00.00,0,3.25658,0.542
182,2010-07-02,00:00:00.00,0.000224127,2.98197,0.291
183,2010-07-03,00:00:00.00,0,2.79024,0.259
184,2010-07-04,00:00:00.00,0,2.65034,0.215
185,2010-07-05,00:00:00.00,0.000108671,2.54443,0.174
186,2010-07-06,00:00:00.00,9.04432e-05,2.46165,0.143
187,2010-07-07,00:00:00.00,0.00896385,2.39505,0.122
188,2010-07-08,00:00:00.00,0.0357985,2.34002,0.111
189,2010-07-09,00:00:00.00,0.00304543,2.2934,0.121
190,2010-07-10,00:00:00.00,16.5115,5.26134,0.653
191,2010-07-11,00:00:00.00,0.00457345,6.81021,0.464
192,2010-07-12,00:00:00.00,0.00281819,4.77658,0.361
193,2010-07-13,00:00:00.00,8.51069,4.88128,1.3
194,2010-07-14,00:00:00.00,0.115802,4.93695,0.873
195,2010-07-15,00:00:00.00,0.00718543,3.94639,0.515
196,2010-07-16,00:00:00.00,0.101444,3.38449,0.699
197,2010-07-17,00:00:00.00,28.9714,13.4032,3
198,2010-07-18,00:00:00.00,0.880218,16.3093,1.84
199,2010-07-19,00:00:00.00,0.00597443,7.41502,0.978
200,2010-07-20,00:00:00.00,12.2027,7.68094,0.654
201,2010-07-21,00:00:00.00,0.669752,7.79073,0.51
202,2010-07-22,00:00:00.00,0.411379,5.35207,0.347
203,2010-07-23,00:00:00.00,0.0351048,4.26111,0.301
204,2010-07-24,00:00:00.00,16.9111,7.59856,2.17
205,2010-07-25,00:00:00.00,6.10372,9.52195,1.77
206,2010-07-26,00:00:00.00,0.516129,6.57464,0.805
207,2010-07-27,00:00:00.00,0.0139525,4.87878,0.508
208,2010-07-28,00:00:00.00,0.0303775,4.03744,0.405
209,2010-07-29,00:00:00.00,3.13635,3.54737,0.267
210,2010-07-30,00:00:00.00,0.165236,3.23347,0.253
211,2010-07-31,00:00:00.00,0.0324531,3.0189,0.214
212,2010-08-01,00:00:00.00,0.684745,2.86478,0.184
