time,date,hour,precip [mm/day],02GC007 [m3/s],02GC007 (observed) [m3/s]
70,2010-03-12,00:00:00.00,0.0251703,3.1803,8.91
71,2010-03-13,00:00:00.00,0.153042,1.20505,9.25
72,2010-03-14,00:00:00.00,16.9582,0.47566,9.91
73,2010-03-15,00:00:00.00,12.5302,1.59583,13.9
74,2010-03-16,00:00:00.00,0.158355,2.45771,16.3
75,2010-03-17,00:00:00.00,0.000495269,1.63819,18.3
76,2010-03-18,00:00:00.00,6.35599e-06,0.567879,22.9
77,2010-03-19,00:00:00.00,1.35003e-05,0.260125,21
78,2010-03-20,00:00:00.00,1.5395e-05,0.248984,13.6
79,2010-03-21,00:00:00.00,0.0122015,0.247188,11.4
80,2010-03-22,00:00:00.00,0.194167,0.24541,10.2
81,2010-03-23,00:00:00.00,2.99493,0.260073,9.47
82,2010-03-24,00:00:00.00,3.96374,0.368035,9.24
83,2010-03-25,00:00:00.00,0.0284616,0.556349,8.95
84,2010-03-26,00:00:00.00,0.543296,0.532578,8.69
85,2010-03-27,00:00:00.00,0.00249872,0.331295,8.49
86,2010-03-28,00:00:00.00,0.000761272,0.246157,8.36
87,2010-03-29,00:00:00.00,6.67627,0.324827,7.85
88,2010-03-30,00:00:00.00,4.31573,0.709273,8.47
89,2010-03-31,00:00:00.00,0.000518171,0.972043,8.41
90,2010-04-01,00:00:00.00,0.00017697,0.683437,8.29
91,2010-04-02,00:00:00.00,0.000117613,0.346049,8.05
92,2010-04-03,00:00:00.00,2.86832e-05,0.254127,7.6
93,2010-04-04,00:00:00.00,0.064177,0.249536,7.18
94,2010-04-05,00:00:00.00,0.0407096,0.247687,6.89
95,2010-04-06,00:00:00.00,0.0284179,0.24586,6.62
96,2010-04-07,00:00:00.00,16.5559,0.482228,7.24
97,2010-04-08,00:00:00.00,8.63777,1.56678,9.11
98,2010-04-09,00:00:00.00,30.4428,2.76158,13.4
99,2010-04-10,00:00:00.00,0.144104,4.08344,15.1
100,2010-04-11,00:00:00.00,0.0103847,3.75117,16.8
101,2010-04-12,00:00:00.00,0.0131709,1.43938,20.1
102,2010-04-13,00:00:00.00,2.17679e-06,0.399505,14.5
103,2010-04-14,00:00:00.00,0.035356,0.363229,10.9
104,2010-04-15,00:00:00.00,0,0.360078,9.5
105,2010-04-16,00:00:00.00,6.90217e-05,0.356993,8.44
106,2010-04-17,00:00:00.00,0.574952,0.353971,7.9
107,2010-04-18,00:00:00.00,0.779202,0.351013,7.58
108,2010-04-19,00:00:00.00,0.0541011,0.348116,7.24
109,2010-04-20,00:00:00.00,0.000167721,0.34528,6.84
110,2010-04-21,00:00:00.00,0.00282172,0.342504,6.42
111,2010-04-22,00:00:00.00,0.00295804,0.339787,6.15
112,2010-04-23,00:00:00.00,0.000119439,0.337128,5.88
113,2010-04-24,00:00:00.00,0,0.334525,5.65
114,2010-04-25,00:00:00.00,0.00529691,0.331979,5.43
115,2010-04-26,00:00:00.00,13.2356,0.531818,5.8
116,2010-04-27,00:00:00.00,1.18211,1.36502,6.15
117,2010-04-28,00:00:00.00,0.00413115,1.5749,5.8
118,2010-04-29,00:00:00.00,0.000484139,0.767992,5.44
119,2010-04-30,00:00:00.00,5.80587e-06,0.369344,5.21
120,2010-05-01,00:00:00.00,0.00036386,0.354172,5.01
121,2010-05-02,00:00:00.00,2.76701,0.351778,4.89
122,2010-05-03,00:00:00.00,0.103571,0.349446,4.91
123,2010-05-04,00:00:00.00,8.10073,0.435359,5.23
124,2010-05-05,00:00:00.00,1.20436,0.79721,5.3
125,2010-05-06,00:00:00.00,7.1152,0.95889,4.97
126,2010-05-07,00:00:00.00,8.17188,1.00013,5.79
127,2010-05-08,00:00:00.00,3.22655,1.32464,5.58
128,2010-05-09,00:00:00.00,20.7571,1.55853,6.85
129,2010-05-10,00:00:00.00,0.155461,2.56423,7.37
130,2010-05-11,00:00:00.00,1.88192e-05,2.71158,6.68
131,2010-05-12,00:00:00.00,11.7402,1.41065,6.47
132,2010-05-13,00:00:00.00,3.19736,1.49855,7.66
133,2010-05-14,00:00:00.00,10.6584,1.90984,7.62
134,2010-05-15,00:00:00.00,17.5145,2.18654,9.69
135,2010-05-16,00:00:00.00,0.0119885,3.25136,11
136,2010-05-17,00:00:00.00,1.57935e-05,2.88687,9.78
137,2010-05-18,00:00:00.00,0.000213237,1.31451,9.17
138,2010-05-19,00:00:00.00,0.0538843,0.692154,8.03
139,2010-05-20,00:00:00.00,0.018172,0.672455,7.29
140,2010-05-21,00:00:00.00,0.00740064,0.672523,6.77
141,2010-05-22,00:00:00.00,0.0057349,0.672722,6.25
142,2010-05-23,00:00:00.00,11.9823,0.856458,6.24
143,2010-05-24,00:00:00.00,0.0570039,1.61282,6.55
144,2010-05-25,00:00:00.00,0.00139393,1.81518,6.14
145,2010-05-26,00:00:00.00,0.000214487,1.10737,5.76
146,2010-05-27,00:00:00.00,0.00306271,0.759409,5.4
147,2010-05-28,00:00:00.00,0.0645615,0.749585,5.09
148,2010-05-29,00:00:00.00,0.0474681,0.751074,4.84
149,2010-05-30,00:00:00.00,0.0564914,0.752657,4.72
150,2010-05-31,00:00:00.00,0.103926,0.754324,4.53
151,2010-06-01,00:00:00.00,0.0018373,0.756067,4.39
152,2010-06-02,00:00:00.00,15.184,1.00419,4.57
153,2010-06-03,00:00:00.00,10.6002,2.16888,5.1
154,2010-06-04,00:00:00.00,4.00732,3.05848,5.44
155,2010-06-05,00:00:00.00,0.839673,2.29595,5.31
156,2010-06-06,00:00:00.00,7.12982,1.3453,5.61
157,2010-06-07,00:00:00.00,38.1248,2.18003,9.87
158,2010-06-08,00:00:00.00,0.06649,5.74849,11.3
159,2010-06-09,00:00:00.00,0.000834262,6.48809,10.4
160,2010-06-10,00:00:00.00,8.90272,3.33832,11.5
161,2010-06-11,00:00:00.00,0.365147,2.34768,10.4
162,2010-06-12,00:00:00.00,0.024633,2.47019,8.3
163,2010-06-13,00:00:00.00,1.46191,2.12344,7.43
164,2010-06-14,00:00:00.00,4.01799,2.04669,7.12
165,2010-06-15,00:00:00.00,0.108107,2.06969,6.92
166,2010-06-16,00:00:00.00,0.0109221,2.09186,6.51
167,2010-06-17,00:00:00.00,9.57799,2.13374,6.32
168,2010-06-18,00:00:00.00,0.372879,2.54038,6.18
169,2010-06-19,00:00:00.00,0.000258892,2.65401,5.81
170,2010-06-20,00:00:00.00,0.00649413,2.36436,5.6
171,2010-06-21,00:00:00.00,0.0364669,2.34596,5.32
172,2010-06-22,00:00:00.00,0.00791247,2.36442,4.98
173,2010-06-23,00:00:00.00,4.82315,2.38409,4.72
174,2010-06-24,00:00:00.00,0.0235195,2.4081,4.59
175,2010-06-25,00:00:00.00,4.39312,2.42969,4.9
176,2010-06-26,00:00:00.00,0.0285757,2.44606,4.57
177,2010-06-27,00:00:00.00,0.188041,2.46149,4.31
178,2010-06-28,00:00:00.00,0.0627008,2.47564,4.26
179,2010-06-29,00:00:00.00,15.0009,2.53449,4.6
180,2010-06-30,00:00:00.00,0.0201734,3.39014,5.45
181,2010-07-01,00:00:00.00,0.000596112,3.68935,4.58
182,2010-07-02,00:00:00.00,7.56138e-05,3.02749,4.15
183,2010-07-03,00:00:00.00,5.23864e-05,2.87536,3.94
184,2010-07-04,00:00:00.00,0,2.88546,3.78
185,2010-07-05,00:00:00.00,7.02395e-06,2.89477,3.66
186,2010-07-06,00:00:00.00,0.0005941,2.90333,3.55
187,2010-07-07,00:00:00.00,0.0010598,2.91115,3.41
188,2010-07-08,00:00:00.00,0.0245452,2.91824,3.22
189,2010-07-09,00:00:00.00,0.00527458,2.92464,3.06
190,2010-07-10,00:00:00.00,26.4311,3.15183,3.56
191,2010-07-11,00:00:00.00,0.00344278,5.15006,4.23
192,2010-07-12,00:00:00.00,0.0912796,5.88609,3.51
193,2010-07-13,00:00:00.00,6.23021,4.31751,3.57
194,2010-07-14,00:00:00.00,0.288945,3.81668,3.78
195,2010-07-15,00:00:00.00,0.0503774,3.84505,3.55
196,2010-07-16,00:00:00.00,0.0236174,3.84196,3.42
197,2010-07-17,00:00:00.00,14.0828,3.89589,4.15
198,2010-07-18,00:00:00.00,0.0546573,4.49991,3.76
199,2010-07-19,00:00:00.00,0.0607819,4.6478,3.43
200,2010-07-20,00:00:00.00,11.2411,4.28766,3.79
201,2010-07-21,00:00:00.00,0.533772,4.56151,3.6
202,2010-07-22,00:00:00.00,0.177045,4.66864,3.45
203,2010-07-23,00:00:00.00,0.134055,4.53419,3.32
204,2010-07-24,00:00:00.00,15.3628,4.59403,4
205,2010-07-25,00:00:00.00,7.24611,5.38436,4.18
206,2010-07-26,00:00:00.00,0.439957,5.80584,4.28
207,2010-07-27,00:00:00.00,0.00057565,5.32805,3.81
208,2010-07-28,00:00:00.00,0.0182326,5.13689,3.53
209,2010-07-29,00:00:00.00,15.1555,5.19239,3.34
210,2010-07-30,00:00:00.00,1.58059,5.85622,3.31
211,2010-07-31,00:00:00.00,0.0297981,6.04715,3.61
212,2010-08-01,00:00:00.00,0.319085,5.62386,4.76
213,2010-08-02,00:00:00.00,0.282243,5.58338,6.42
214,2010-08-03,00:00:00.00,0.0454106,5.5428,4.99
215,2010-08-04,00:00:00.00,0.0492258,5.50216,3.93
216,2010-08-05,00:00:00.00,0.016697,5.46148,3.59
217,2010-08-06,00:00:00.00,6.55388,5.43992,3.48
218,2010-08-07,00:00:00.00,0.70997,5.46763,3.97
219,2010-08-08,00:00:00.00,1.61743,5.47505,3.4
220,2010-08-09,00:00:00.00,0.74218,5.4321,3.22
221,2010-08-10,00:00:00.00,3.24313,5.3893,3.24
222,2010-08-11,00:00:00.00,1.76872,5.34666,3.42
223,2010-08-12,00:00:00.00,0.0129193,5.30422,3.27
224,2010-08-13,00:00:00.00,0.0713207,5.26198,3.17
225,2010-08-14,00:00:00.00,0.00575987,5.21996,3.07
226,2010-08-15,00:00:00.00,0.0250859,5.17819,2.98
227,2010-08-16,00:00:00.00,0.855111,5.13666,2.97
228,2010-08-17,00:00:00.00,9.60973e-06,5.0954,2.99
229,2010-08-18,00:00:00.00,0.00427745,5.05442,2.85
230,2010-08-19,00:00:00.00,0.206733,5.01372,2.75
231,2010-08-20,00:00:00.00,0.0208557,4.97332,2.74
232,2010-08-21,00:00:00.00,0.00844895,4.93322,2.74
233,2010-08-22,00:00:00.00,0.331352,4.89343,2.98
234,2010-08-23,00:00:00.00,54.8341,5.70629,8.34
235,2010-08-24,00:00:00.00,1.75115,11.1611,5.6
236,2010-08-25,00:00:00.00,0.644676,13.2749,5.35
237,2010-08-26,00:00:00.00,0.146534,9.28385,5.03
238,2010-08-27,00:00:00.00,0.108886,7.74643,4.44
239,2010-08-28,00:00:00.00,0,7.6381,3.92
240,2010-08-29,00:00:00.00,0,7.53235,3.65
241,2010-08-30,00:00:00.00,0,7.4291,3.49
242,2010-08-31,00:00:00.00,0,7.32827,3.36
243,2010-09-01,00:00:00.00,0,7.22977,3.23
244,2010-09-02,00:00:00.00,0.00397915,7.13353,3.15
245,2010-09-03,00:00:00.00,0.22313,7.03948,3.08
246,2010-09-04,00:00:00.00,7.9035,6.99186,3.11
247,2010-09-05,00:00:00.00,0.617619,7.06046,3.16
248,2010-09-06,00:00:00.00,0.289818,7.08248,3.04
249,2010-09-07,00:00:00.00,0.278966,6.98816,3
250,2010-09-08,00:00:00.00,0.113397,6.89602,2.96
251,2010-09-09,00:00:00.00,0.618978,6.80599,2.88
252,2010-09-10,00:00:00.00,0.429612,6.71801,2.86
253,2010-09-11,00:00:00.00,0.0341854,6.632,2.86
254,2010-09-12,00:00:00.00,0.602022,6.5479,2.85
255,2010-09-13,00:00:00.00,3.50939,6.47355,2.91
256,2010-09-14,00:00:00.00,0.44052,6.42104,2.9
257,2010-09-15,00:00:00.00,0.00391697,6.36169,2.88
258,2010-09-16,00:00:00.00,0.000741807,6.2833,2.83
259,2010-09-17,00:00:00.00,20.9954,6.36802,3.15
260,2010-09-18,00:00:00.00,0.108034,7.72754,3.48
261,2010-09-19,00:00:00.00,0.0578417,8.07801,3.12
262,2010-09-20,00:00:00.00,0.0518671,7.14174,3.13
263,2010-09-21,00:00:00.00,0.0138245,7.04165,3.06
264,2010-09-22,00:00:00.00,0.0108993,6.9441,3
265,2010-09-23,00:00:00.00,10.0723,6.91784,3.07
266,2010-09-24,00:00:00.00,0.148041,7.07302,3.22
267,2010-09-25,00:00:00.00,0.0621274,7.15484,3.16
268,2010-09-26,00:00:00.00,0.221881,7.05323,3.03
269,2010-09-27,00:00:00.00,0.252249,6.95425,2.99
270,2010-09-28,00:00:00.00,2.63855,6.86358,2.94
271,2010-09-29,00:00:00.00,24.6816,7.00796,3.28
272,2010-09-30,00:00:00.00,0.691931,8.94568,3.66
273,2010-10-01,00:00:00.00,0.0731183,9.52079,3.18
274,2010-10-02,00:00:00.00,0.00114365,8.18916,3.05
275,2010-10-03,00:00:00.00,7.5304,8.03277,3.17
276,2010-10-04,00:00:00.00,12.0576,8.25387,3.68
277,2010-10-05,00:00:00.00,0.738131,9.00566,3.72
278,2010-10-06,00:00:00.00,13.4279,9.31747,3.6
279,2010-10-07,00:00:00.00,2.85656,9.54433,4.05
280,2010-10-08,00:00:00.00,0.278418,9.80166,3.89
281,2010-10-09,00:00:00.00,0.0779674,9.52042,3.8
282,2010-10-10,00:00:00.00,0.0917934,9.33602,4.01
283,2010-10-11,00:00:00.00,0.176183,9.15853,3.79
284,2010-10-12,00:00:00.00,2.36142,8.99348,3.56
285,2010-10-13,00:00:00.00,4.56246,8.88581,3.61
286,2010-10-14,00:00:00.00,0.591617,8.86955,3.5
287,2010-10-15,00:00:00.00,24.2422,9.08536,4.43
288,2010-10-16,00:00:00.00,0.0867523,11.0901,5.04
289,2010-10-17,00:00:00.00,0.00521539,11.6714,4.58
290,2010-10-18,00:00:00.00,0.000231862,10.3381,4.99
291,2010-10-19,00:00:00.00,0.00800658,10.1185,5.55
292,2010-10-20,00:00:00.00,0.0201385,9.90808,4.81
293,2010-10-21,00:00:00.00,0.00150016,9.70616,4.29
294,2010-10-22,00:00:00.00,7.8158,9.59684,4.21
295,2010-10-23,00:00:00.00,3.90962,9.74969,4.16
296,2010-10-24,00:00:00.00,0.885167,9.9077,4.03
297,2010-10-25,00:00:00.00,1.53315,9.80129,3.98
298,2010-10-26,00:00:00.00,3.68361,9.62942,4.17
299,2010-10-27,00:00:00.00,7.67973,9.61065,4.23
300,2010-10-28,00:00:00.00,2.19159,9.78068,4.61
301,2010-10-29,00:00:00.00,0.0668436,9.82267,4.52
302,2010-10-30,00:00:00.00,1.54211,9.65375,4.4
303,2010-10-31,00:00:00.00,3.49674e-05,9.48015,4.61
304,2010-11-01,00:00:00.00,0.0236553,9.30786,4.42
305,2010-11-02,00:00:00.00,0.00941325,9.12825,4.14
306,2010-11-03,00:00:00.00,0.00795351,8.95537,3.97
307,2010-11-04,00:00:00.00,0.099466,8.78884,3.82
308,2010-11-05,00:00:00.00,1.15168,8.62973,3.76
309,2010-11-06,00:00:00.00,4.20102,8.51578,3.74
310,2010-11-07,00:00:00.00,0.184437,8.49699,3.71
311,2010-11-08,00:00:00.00,0.0417008,8.43925,3.66
312,2010-11-09,00:00:00.00,3.1325e-05,8.29081,3.6
313,2010-11-10,00:00:00.00,0.0842612,8.1474,3.56
314,2010-11-11,00:00:00.00,0.00191406,8.00876,3.49
315,2010-11-12,00:00:00.00,0.07813,7.87466,3.47
316,2010-11-13,00:00:00.00,0.0789662,7.74487,3.5
317,2010-11-14,00:00:00.00,0.627068,7.61917,3.41
318,2010-11-15,00:00:00.00,0.333794,7.49738,3.4
319,2010-11-16,00:00:00.00,0.0100645,7.3793,3.36
320,2010-11-17,00:00:00.00,2.92953,7.28404,3.41
321,2010-11-18,00:00:00.00,18.7402,7.4198,4.74
322,2010-11-19,00:00:00.00,1.10623,8.79665,4.59
323,2010-11-20,00:00:00.00,0.183959,9.16065,4.31
324,2010-11-21,00:00:00.00,0.000740026,8.24829,4.45
325,2010-11-22,00:00:00.00,0.147453,8.10591,4.43
326,2010-11-23,00:00:00.00,18.4871,8.16034,4.62
327,2010-11-24,00:00:00.00,11.2203,9.71194,6.55
328,2010-11-25,00:00:00.00,0.0086457,11.258,6.92
329,2010-11-26,00:00:00.00,2.87635,10.5837,6.84
330,2010-11-27,00:00:00.00,13.5737,9.84393,8.8
331,2010-11-28,00:00:00.00,0.279301,10.0395,8.82
332,2010-11-29,00:00:00.00,0.0501947,10.0733,7.89
333,2010-11-30,00:00:00.00,0.676025,9.8616,8.13
334,2010-12-01,00:00:00.00,17.9329,9.92328,8.82
335,2010-12-02,00:00:00.00,13.9387,11.9561,11.4
336,2010-12-03,00:00:00.00,0.149311,14.1563,11.1
337,2010-12-04,00:00:00.00,0.247028,13.3452,10.5
338,2010-12-05,00:00:00.00,0.178213,12.0461,11.3
339,2010-12-06,00:00:00.00,0.16105,11.7435,9.73
340,2010-12-07,00:00:00.00,8.77748,11.4582,8.48
341,2010-12-08,00:00:00.00,2.61903,11.1927,7.79
342,2010-12-09,00:00:00.00,5.01598,10.9373,7.18
343,2010-12-10,00:00:00.00,2.85361,10.6877,6.2
344,2010-12-11,00:00:00.00,0.534872,10.4493,5.85
345,2010-12-12,00:00:00.00,0.472875,10.2213,6.15
346,2010-12-13,00:00:00.00,14.4679,10.121,7.3
347,2010-12-14,00:00:00.00,3.35904,10.3347,8.89
348,2010-12-15,00:00:00.00,0.420384,10.4213,7.6
349,2010-12-16,00:00:00.00,1.93566,10.1944,7.22
350,2010-12-17,00:00:00.00,0.338305,9.9772,6.7
351,2010-12-18,00:00:00.00,0.274195,9.76904,6.35
352,2010-12-19,00:00:00.00,0.134123,9.56938,6.15
353,2010-12-20,00:00:00.00,0.983554,9.3777,5.88
354,2010-12-21,00:00:00.00,0.96231,9.19351,5.73
355,2010-12-22,00:00:00.00,0.13032,9.01637,5.55
356,2010-12-23,00:00:00.00,0.0582481,8.84587,5.42
357,2010-12-24,00:00:00.00,0.00196938,8.68164,5.35
358,2010-12-25,00:00:00.00,0.0111462,8.52332,5.2
359,2010-12-26,00:00:00.00,0.00312924,8.37061,5.12
360,2010-12-27,00:00:00.00,0.0206435,8.22318,5.01
361,2010-12-28,00:00:00.00,0.00378843,8.08078,4.92
362,2010-12-29,00:00:00.00,0.0656941,7.94313,4.85
363,2010-12-30,00:00:00.00,0.0473726,7.81001,4.78
364,2010-12-31,00:00:00.00,0.750037,7.68117,4.7
365,2011-01-01,00:00:00.00,2.82208,7.57674,4.88
366,2011-01-02,00:00:00.00,9.24298,8.38343,7.53
367,2011-01-03,00:00:00.00,0.33706,13.9783,9.95
368,2011-01-04,00:00:00.00,0.269432,16.1198,9.33
369,2011-01-05,00:00:00.00,5.97043,12.3549,8.45
370,2011-01-06,00:00:00.00,1.18691,11.1097,7.83
371,2011-01-07,00:00:00.00,1.80128,10.8969,7.15
372,2011-01-08,00:00:00.00,1.61286,10.6486,6.33
373,2011-01-09,00:00:00.00,1.81421,10.4114,6.08
374,2011-01-10,00:00:00.00,0.0884144,10.1846,5.9
375,2011-01-11,00:00:00.00,0.225803,9.96742,5.73
376,2011-01-12,00:00:00.00,2.26291,9.75935,5.58
377,2011-01-13,00:00:00.00,8.85252,9.55979,5.42
378,2011-01-14,00:00:00.00,0.510813,9.3682,5.27
379,2011-01-15,00:00:00.00,0.826957,9.18411,5.13
380,2011-01-16,00:00:00.00,7.94154,9.00707,4.99
381,2011-01-17,00:00:00.00,1.11549,8.83668,4.85
382,2011-01-18,00:00:00.00,0.0281183,8.67255,4.72
383,2011-01-19,00:00:00.00,2.10013,8.51753,4.92
384,2011-01-20,00:00:00.00,0.659776,8.37611,5.5
385,2011-01-21,00:00:00.00,0.726415,8.23642,5.1
386,2011-01-22,00:00:00.00,2.7505,8.09337,5.02
387,2011-01-23,00:00:00.00,1.39688,7.95513,4.97
388,2011-01-24,00:00:00.00,1.8416,7.82143,4.92
389,2011-01-25,00:00:00.00,1.41331,7.69207,4.87
390,2011-01-26,00:00:00.00,2.31854,7.56681,4.83
391,2011-01-27,00:00:00.00,0.0204966,7.44547,4.78
392,2011-01-28,00:00:00.00,0.725843,7.32786,4.73
393,2011-01-29,00:00:00.00,2.60065,7.21381,4.69
394,2011-01-30,00:00:00.00,6.1984,7.10315,4.64
395,2011-01-31,00:00:00.00,0.366596,6.99572,4.6
396,2011-02-01,00:00:00.00,0.00626892,6.89139,4.55
397,2011-02-02,00:00:00.00,2.11509,6.79002,4.51
398,2011-02-03,00:00:00.00,20.1155,6.69149,4.47
399,2011-02-04,00:00:00.00,0.120021,6.59566,4.42
400,2011-02-05,00:00:00.00,0.00520544,6.50244,4.38
401,2011-02-06,00:00:00.00,5.97602,6.41171,4.34
402,2011-02-07,00:00:00.00,5.22013,6.32336,4.3
403,2011-02-08,00:00:00.00,0.408735,6.23732,4.26
404,2011-02-09,00:00:00.00,0.148238,6.15348,4.22
405,2011-02-10,00:00:00.00,0.0109172,6.07176,4.18
406,2011-02-11,00:00:00.00,0.00666509,5.99207,4.14
407,2011-02-12,00:00:00.00,0.852602,5.91435,4.12
408,2011-02-13,00:00:00.00,5.14642,5.83852,4.21
409,2011-02-14,00:00:00.00,3.58557,5.7645,4.31
410,2011-02-15,00:00:00.00,0.0715896,5.69224,4.42
411,2011-02-16,00:00:00.00,0.0262542,5.62167,4.53
412,2011-02-17,00:00:00.00,0.0909125,5.55272,4.64
413,2011-02-18,00:00:00.00,0.260232,5.48536,5.02
414,2011-02-19,00:00:00.00,0.0542378,5.69279,8.74
415,2011-02-20,00:00:00.00,0.0628167,8.93642,14.5
416,2011-02-21,00:00:00.00,0.031642,10.2764,12.9
417,2011-02-22,00:00:00.00,12.7642,7.92066,12.4
418,2011-02-23,00:00:00.00,0.167202,7.17271,13.4
419,2011-02-24,00:00:00.00,0.0104113,7.06421,11
420,2011-02-25,00:00:00.00,4.48155,6.95919,9.39
421,2011-02-26,00:00:00.00,4.73227,6.85858,8.19
422,2011-02-27,00:00:00.00,2.78295,6.76163,7.34
423,2011-02-28,00:00:00.00,4.06996,6.66605,6.62
424,2011-03-01,00:00:00.00,20.8384,6.67595,7.26
425,2011-03-02,00:00:00.00,0.00277396,7.14273,9.48
426,2011-03-03,00:00:00.00,0.0204443,7.31731,10
427,2011-03-04,00:00:00.00,0.153873,7.02977,10.4
428,2011-03-05,00:00:00.00,0.979445,6.92536,10.9
429,2011-03-06,00:00:00.00,28.1936,7.08069,11.7
430,2011-03-07,00:00:00.00,9.4534,9.51663,17.7
431,2011-03-08,00:00:00.00,0.00120623,10.6064,28.9
432,2011-03-09,00:00:00.00,0.0213702,8.97779,28.3
433,2011-03-10,00:00:00.00,10.1744,8.46428,21.9
434,2011-03-11,00:00:00.00,10.3178,9.50303,21.5
435,2011-03-12,00:00:00.00,14.8922,15.6288,28.1
436,2011-03-13,00:00:00.00,3.20174,19.5318,38.2
437,2011-03-14,00:00:00.00,0.542291,16.1053,51.6
438,2011-03-15,00:00:00.00,0.0034528,13.6392,36.7
439,2011-03-16,00:00:00.00,0.608121,13.2519,25.6
440,2011-03-17,00:00:00.00,6.34957,13.5342,23.2
441,2011-03-18,00:00:00.00,0.00261427,19.8867,21.9
442,2011-03-19,00:00:00.00,0.00431251,29.9064,22.1
