time,date,hour,precip [mm/day],04209000 [m3/s],04209000 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.632907,0.914269,6.48456
2,2010-01-03,00:00:00.00,1.38714,1.75383,4.64396
3,2010-01-04,00:00:00.00,2.6628,1.61549,4.47406
4,2010-01-05,00:00:00.00,2.92891,1.49708,4.19089
5,2010-01-06,00:00:00.00,3.54637,1.39473,4.02099
6,2010-01-07,00:00:00.00,2.86334,1.30549,4.02099
7,2010-01-08,00:00:00.00,1.77388,1.22709,3.99268
8,2010-01-09,00:00:00.00,6.44139,1.15774,3.87941
9,2010-01-10,00:00:00.00,0.559325,1.09602,3.96436
10,2010-01-11,00:00:00.00,0.220836,1.04077,3.96436
11,2010-01-12,00:00:00.00,1.74581,0.991074,3.96436
12,2010-01-13,00:00:00.00,1.1275,0.946162,3.96436
13,2010-01-14,00:00:00.00,0.256753,0.905404,3.96436
14,2010-01-15,00:00:00.00,0,0.868269,4.47406
15,2010-01-16,00:00:00.00,0.170991,0.834316,4.81386
16,2010-01-17,00:00:00.00,0.0454364,1.2305,6.68278
17,2010-01-18,00:00:00.00,0.1179,4.66252,6.88099
18,2010-01-19,00:00:00.00,0.0328297,5.84928,8.52337
19,2010-01-20,00:00:00.00,0.231396,3.73545,8.32515
20,2010-01-21,00:00:00.00,0.140554,3.24146,7.27743
21,2010-01-22,00:00:00.00,0.00418742,2.86204,6.59783
22,2010-01-23,00:00:00.00,1.73779,2.61472,6.42792
23,2010-01-24,00:00:00.00,0.0305546,2.61879,6.42792
24,2010-01-25,00:00:00.00,7.94269,3.91989,11.3551
25,2010-01-26,00:00:00.00,11.9647,7.67997,101.657
26,2010-01-27,00:00:00.00,7.96379,8.64395,40.7763
27,2010-01-28,00:00:00.00,0.907769,6.3515,17.9529
28,2010-01-29,00:00:00.00,3.64043,5.16333,12.2612
29,2010-01-30,00:00:00.00,0.186269,4.35003,8.26852
30,2010-01-31,00:00:00.00,0.0772023,3.76189,6.96594
31,2010-02-01,00:00:00.00,0.0116063,3.3189,6.48456
32,2010-02-02,00:00:00.00,0.141803,2.97457,5.97485
33,2010-02-03,00:00:00.00,0.133285,2.70014,5.3802
34,2010-02-04,00:00:00.00,1.66395,2.47689,4.95545
35,2010-02-05,00:00:00.00,0.246406,2.29215,4.04931
36,2010-02-06,00:00:00.00,0.296042,2.13706,3.59624
37,2010-02-07,00:00:00.00,2.59291,2.00523,3.51129
38,2010-02-08,00:00:00.00,0.262734,1.89196,3.3697
39,2010-02-09,00:00:00.00,0.00290306,1.79371,3.42634
40,2010-02-10,00:00:00.00,5.38952,1.70778,3.42634
41,2010-02-11,00:00:00.00,12.1184,1.63206,3.42634
42,2010-02-12,00:00:00.00,3.16824,1.56488,3.42634
43,2010-02-13,00:00:00.00,0.803467,1.50492,3.42634
44,2010-02-14,00:00:00.00,0.716389,1.45111,3.56792
45,2010-02-15,00:00:00.00,1.68507,1.40256,3.59624
46,2010-02-16,00:00:00.00,0.331519,1.35857,3.51129
47,2010-02-17,00:00:00.00,5.89539,1.31852,3.62456
48,2010-02-18,00:00:00.00,1.37681,1.28193,3.56792
49,2010-02-19,00:00:00.00,0.674702,1.24836,3.96436
50,2010-02-20,00:00:00.00,0.0983191,1.21747,4.55901
51,2010-02-21,00:00:00.00,0.00112694,1.18893,4.75723
52,2010-02-22,00:00:00.00,0.00819454,1.1625,4.7006
53,2010-02-23,00:00:00.00,7.59146,1.85284,10.6755
54,2010-02-24,00:00:00.00,0.615163,2.14904,27.6372
55,2010-02-25,00:00:00.00,1.1841,1.7024,26.5329
56,2010-02-26,00:00:00.00,2.55057,1.6274,20.2465
57,2010-02-27,00:00:00.00,7.9651,1.56084,14.8947
58,2010-02-28,00:00:00.00,7.61144,1.59275,12.2046
59,2010-03-01,00:00:00.00,3.34445,1.64082,11.2135
60,2010-03-02,00:00:00.00,0.504066,1.59268,9.93921
61,2010-03-03,00:00:00.00,0.147349,1.53031,8.74991
62,2010-03-04,00:00:00.00,0.0573369,1.47444,7.87208
63,2010-03-05,00:00:00.00,0.0479484,1.42412,7.92872
64,2010-03-06,00:00:00.00,0.0023842,1.37859,7.41901
65,2010-03-07,00:00:00.00,0.0371752,1.33721,7.53228
66,2010-03-08,00:00:00.00,0,1.29944,8.04198
67,2010-03-09,00:00:00.00,0,1.26484,8.83486
68,2010-03-10,00:00:00.00,0.00268755,18.7079,23.8711
69,2010-03-11,00:00:00.00,0.350502,62.3357,55.7842
70,2010-03-12,00:00:00.00,0.000641364,56.9833,90.3307
71,2010-03-13,00:00:00.00,0.455537,20.1472,99.3921
72,2010-03-14,00:00:00.00,3.68777,13.8719,66.2614
73,2010-03-15,00:00:00.00,8.16904,15.4591,71.3585
74,2010-03-16,00:00:00.00,0.425034,15.0064,36.8119
75,2010-03-17,00:00:00.00,0.0415626,10.5417,21.3509
76,2010-03-18,00:00:00.00,0,8.22226,14.9796
77,2010-03-19,00:00:00.00,0,6.81423,12.1196
78,2010-03-20,00:00:00.00,0,5.87643,10.5056
79,2010-03-21,00:00:00.00,0.00031776,5.21123,9.40119
80,2010-03-22,00:00:00.00,0.114302,4.71717,8.52337
81,2010-03-23,00:00:00.00,8.85135,7.70912,16.9618
82,2010-03-24,00:00:00.00,10.1255,15.0875,35.3961
83,2010-03-25,00:00:00.00,6.35969e-308,15.7292,18.4626
84,2010-03-26,00:00:00.00,15.6724,22.2085,14.0168
85,2010-03-27,00:00:00.00,2.89791,24.5536,22.9366
86,2010-03-28,00:00:00.00,0.00163327,14.2876,15.2628
87,2010-03-29,00:00:00.00,5.57456,12.5465,13.8186
88,2010-03-30,00:00:00.00,2.40542,13.3785,24.8056
89,2010-03-31,00:00:00.00,0.00941649,11.6613,15.6875
90,2010-04-01,00:00:00.00,0.00397522,9.01616,11.6665
91,2010-04-02,00:00:00.00,0,7.45442,9.741
92,2010-04-03,00:00:00.00,0,6.43244,8.55169
93,2010-04-04,00:00:00.00,4.28468e-308,5.7162,7.81545
94,2010-04-05,00:00:00.00,1.16911e-308,5.18871,7.05089
95,2010-04-06,00:00:00.00,0.0164678,4.78521,6.68278
96,2010-04-07,00:00:00.00,0.00262815,4.46709,6.45624
97,2010-04-08,00:00:00.00,0.0258056,4.20992,6.11644
98,2010-04-09,00:00:00.00,4.5893,4.51863,6.08812
99,2010-04-10,00:00:00.00,0.383942,4.75435,5.15367
100,2010-04-11,00:00:00.00,0.0300843,4.41574,4.21921
101,2010-04-12,00:00:00.00,0.0105949,4.14411,3.70951
102,2010-04-13,00:00:00.00,0.000284089,3.92139,3.39802
103,2010-04-14,00:00:00.00,5.0932,4.68622,4.24753
104,2010-04-15,00:00:00.00,4.22839e-308,5.1579,5.06872
105,2010-04-16,00:00:00.00,0.00111704,4.57844,3.90772
106,2010-04-17,00:00:00.00,4.18694,4.50583,4.04931
107,2010-04-18,00:00:00.00,0.147899,4.44485,4.92713
108,2010-04-19,00:00:00.00,0.0801392,4.13215,4.04931
109,2010-04-20,00:00:00.00,0.000601674,3.87968,3.82277
110,2010-04-21,00:00:00.00,0,3.67167,3.42634
111,2010-04-22,00:00:00.00,0,3.49726,3.17149
