time,date,hour,precip [mm/day],02GG013 [m3/s],02GG013 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.226944,0.00830771,0.42
2,2010-01-03,00:00:00.00,0.653749,0.0280302,0.3
3,2010-01-04,00:00:00.00,2.25592,0.0394496,0.22
4,2010-01-05,00:00:00.00,9.49374,0.0393936,0.18
5,2010-01-06,00:00:00.00,7.06745,0.0392723,0.15
6,2010-01-07,00:00:00.00,0.102081,0.0391516,0.13
7,2010-01-08,00:00:00.00,0.998167,0.0390316,0.115
8,2010-01-09,00:00:00.00,6.11777,0.0389122,0.1
9,2010-01-10,00:00:00.00,1.13886,0.0387933,0.087
10,2010-01-11,00:00:00.00,0.11695,0.0386751,0.078
11,2010-01-12,00:00:00.00,1.60433,0.0385575,0.07
12,2010-01-13,00:00:00.00,0.368181,0.0384405,0.064
13,2010-01-14,00:00:00.00,0,0.0383241,0.058
14,2010-01-15,00:00:00.00,3.34457e-05,0.0382082,0.055
15,2010-01-16,00:00:00.00,0.0100225,0.0380929,0.053
16,2010-01-17,00:00:00.00,0.000977686,0.0379782,0.051
17,2010-01-18,00:00:00.00,0.00153796,0.0378641,0.049
18,2010-01-19,00:00:00.00,0.00752913,0.0377505,0.047
19,2010-01-20,00:00:00.00,0.564705,0.0376375,0.045
20,2010-01-21,00:00:00.00,0.399277,0.0375251,0.044
21,2010-01-22,00:00:00.00,0.000520801,0.0374132,0.043
22,2010-01-23,00:00:00.00,0.00531774,0.0373019,0.042
23,2010-01-24,00:00:00.00,0.00995678,0.0371911,0.041
24,2010-01-25,00:00:00.00,7.00294,0.101096,0.18
25,2010-01-26,00:00:00.00,9.14436,0.278605,3
26,2010-01-27,00:00:00.00,1.10356,0.339545,15.8
27,2010-01-28,00:00:00.00,0.159273,0.165761,19.1
28,2010-01-29,00:00:00.00,0.426521,0.0438171,9.69
29,2010-01-30,00:00:00.00,0.00437808,0.0429769,3.8
30,2010-01-31,00:00:00.00,0.0100117,0.0428333,2.2
31,2010-02-01,00:00:00.00,0.101258,0.0426905,1.3
32,2010-02-02,00:00:00.00,0.0354594,0.0425485,0.95
33,2010-02-03,00:00:00.00,0.899246,0.0424073,0.7
34,2010-02-04,00:00:00.00,1.18279,0.0422668,0.5
35,2010-02-05,00:00:00.00,0.00154318,0.0421272,0.38
36,2010-02-06,00:00:00.00,0.000135304,0.0419883,0.3
37,2010-02-07,00:00:00.00,0,0.0418502,0.24
38,2010-02-08,00:00:00.00,0.00803709,0.0417129,0.19
39,2010-02-09,00:00:00.00,0.000298665,0.0415763,0.15
40,2010-02-10,00:00:00.00,3.543,0.0414406,0.125
41,2010-02-11,00:00:00.00,11.1891,0.0453088,0.105
42,2010-02-12,00:00:00.00,1.00655,0.0507026,0.09
43,2010-02-13,00:00:00.00,0.0543421,0.0466826,0.08
44,2010-02-14,00:00:00.00,0.0439956,0.0411068,0.07
45,2010-02-15,00:00:00.00,0.0537506,0.0409426,0.064
46,2010-02-16,00:00:00.00,0.132951,0.0408103,0.057
47,2010-02-17,00:00:00.00,1.62851,0.0406787,0.054
48,2010-02-18,00:00:00.00,0.148756,0.0405478,0.052
49,2010-02-19,00:00:00.00,0.00185186,0.0404177,0.05
50,2010-02-20,00:00:00.00,0,0.0402883,0.048
51,2010-02-21,00:00:00.00,7.53055e-06,0.0401596,0.046
52,2010-02-22,00:00:00.00,2.19824e-05,0.0400315,0.045
53,2010-02-23,00:00:00.00,12.9844,0.0773964,0.044
54,2010-02-24,00:00:00.00,0.456667,0.129042,0.043
55,2010-02-25,00:00:00.00,0.274765,0.0925153,0.042
56,2010-02-26,00:00:00.00,1.44106,0.0414115,0.041
57,2010-02-27,00:00:00.00,5.3739,0.0409857,0.05
58,2010-02-28,00:00:00.00,2.21054,0.040853,0.06
59,2010-03-01,00:00:00.00,0.218507,0.0407211,0.074
60,2010-03-02,00:00:00.00,0.00725093,0.0405899,0.11
