time,date,hour,precip [mm/day],02GG009 [m3/s],02GG009 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.804727,1.8051e-05,3.85
2,2010-01-03,00:00:00.00,4.14688,0.000612402,3
3,2010-01-04,00:00:00.00,7.07762,0.00147332,2.2
4,2010-01-05,00:00:00.00,10.2192,0.00175945,1.4
5,2010-01-06,00:00:00.00,9.52675,0.00175738,1.1
6,2010-01-07,00:00:00.00,0.594665,0.00175024,0.95
7,2010-01-08,00:00:00.00,1.30324,0.00174315,0.82
8,2010-01-09,00:00:00.00,8.19305,0.00173609,0.7
9,2010-01-10,00:00:00.00,1.44937,0.00172906,0.63
10,2010-01-11,00:00:00.00,0.170713,0.00172208,0.56
11,2010-01-12,00:00:00.00,1.68617,0.00171513,0.5
12,2010-01-13,00:00:00.00,0.512846,0.00170822,0.46
13,2010-01-14,00:00:00.00,9.77881e-05,0.00170134,0.423
14,2010-01-15,00:00:00.00,0.00010887,0.00169449,0.41
15,2010-01-16,00:00:00.00,0.0198494,0.00168763,0.395
16,2010-01-17,00:00:00.00,0.00200276,0.0016808,0.38
17,2010-01-18,00:00:00.00,0.00120943,0.00167405,0.37
18,2010-01-19,00:00:00.00,0.00475248,0.00166735,0.36
19,2010-01-20,00:00:00.00,0.839547,0.00166069,0.35
20,2010-01-21,00:00:00.00,0.776304,0.00165406,0.34
21,2010-01-22,00:00:00.00,0.000491195,0.00164746,0.335
22,2010-01-23,00:00:00.00,0.00475559,0.0016409,0.33
23,2010-01-24,00:00:00.00,0.00512152,0.00163437,0.325
24,2010-01-25,00:00:00.00,5.15766,0.058837,0.32
25,2010-01-26,00:00:00.00,8.61924,1.30134,1.5
26,2010-01-27,00:00:00.00,1.41256,5.38324,10.8
27,2010-01-28,00:00:00.00,0.214552,5.89269,22.4
28,2010-01-29,00:00:00.00,0.582043,1.8107,27.2
29,2010-01-30,00:00:00.00,0.0584538,0.0840275,24.3
30,2010-01-31,00:00:00.00,0.033962,0.0509197,12.4
31,2010-02-01,00:00:00.00,0.164065,0.0484754,7.15
32,2010-02-02,00:00:00.00,0.0564501,0.0462004,5.1
33,2010-02-03,00:00:00.00,1.01969,0.0440783,3.72
34,2010-02-04,00:00:00.00,1.21057,0.0420944,2.97
35,2010-02-05,00:00:00.00,0.00431271,0.0402362,2.45
36,2010-02-06,00:00:00.00,4.728e-05,0.038492,2.09
37,2010-02-07,00:00:00.00,0.00014816,0.0368513,1.7
38,2010-02-08,00:00:00.00,0.0074962,0.0353059,1.4
39,2010-02-09,00:00:00.00,0.0037997,0.0338492,1.2
40,2010-02-10,00:00:00.00,2.9674,0.0324734,1.05
41,2010-02-11,00:00:00.00,10.7887,0.0311718,0.9
42,2010-02-12,00:00:00.00,0.96515,0.0299388,0.8
43,2010-02-13,00:00:00.00,0.0406583,0.0287687,0.7
44,2010-02-14,00:00:00.00,0.0351542,0.0276574,0.64
45,2010-02-15,00:00:00.00,0.0638295,0.026601,0.58
46,2010-02-16,00:00:00.00,0.10937,0.0255952,0.53
47,2010-02-17,00:00:00.00,2.20678,0.0246363,0.49
48,2010-02-18,00:00:00.00,0.8064,0.0237213,0.465
49,2010-02-19,00:00:00.00,0.0133935,0.0228479,0.44
50,2010-02-20,00:00:00.00,1.47508e-06,0.0220132,0.42
51,2010-02-21,00:00:00.00,3.82945e-05,0.0212136,0.4
52,2010-02-22,00:00:00.00,0.000125195,0.0204468,0.38
53,2010-02-23,00:00:00.00,13.9774,0.117122,0.36
54,2010-02-24,00:00:00.00,0.62961,0.504999,0.35
