time,date,hour,precip [mm/day],02GC002 [m3/s],02GC002 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,2.40917,0.0129101,1.05
2,2010-01-03,00:00:00.00,7.68113,0.0435586,1
3,2010-01-04,00:00:00.00,4.56328,0.0613043,0.947
4,2010-01-05,00:00:00.00,0.828296,0.0612172,0.895
5,2010-01-06,00:00:00.00,2.7641,0.0610288,0.86
6,2010-01-07,00:00:00.00,0.242608,0.0608413,0.828
7,2010-01-08,00:00:00.00,1.30806,0.0606547,0.805
8,2010-01-09,00:00:00.00,7.56318,0.0604691,0.78
9,2010-01-10,00:00:00.00,0.00946471,0.0602845,0.77
10,2010-01-11,00:00:00.00,0.00872473,0.0601008,0.75
11,2010-01-12,00:00:00.00,1.47237,0.059918,0.73
12,2010-01-13,00:00:00.00,0.329184,0.0597362,0.72
13,2010-01-14,00:00:00.00,0.0153698,0.0595552,0.709
14,2010-01-15,00:00:00.00,1.19842e-17,0.0593752,0.697
15,2010-01-16,00:00:00.00,0.330136,0.059196,0.685
16,2010-01-17,00:00:00.00,0.0126818,0.0590177,0.678
17,2010-01-18,00:00:00.00,0.0162276,0.0588404,0.671
18,2010-01-19,00:00:00.00,0.013973,0.0586639,0.664
19,2010-01-20,00:00:00.00,0.367119,0.0584883,0.657
20,2010-01-21,00:00:00.00,0.120572,0.0583136,0.65
21,2010-01-22,00:00:00.00,0.000300564,0.0581397,0.644
22,2010-01-23,00:00:00.00,0.019751,0.0579667,0.638
23,2010-01-24,00:00:00.00,0,0.0577946,0.633
24,2010-01-25,00:00:00.00,7.56246,0.15826,1.65
25,2010-01-26,00:00:00.00,10.7618,0.493765,30
26,2010-01-27,00:00:00.00,1.38214,0.667523,23.9
27,2010-01-28,00:00:00.00,0.695706,0.339548,9.89
28,2010-01-29,00:00:00.00,4.0624,0.0711126,5.24
29,2010-01-30,00:00:00.00,0.411254,0.0693385,3.75
30,2010-01-31,00:00:00.00,0.0936345,0.0690997,2
31,2010-02-01,00:00:00.00,0.657844,0.0688624,1.6
32,2010-02-02,00:00:00.00,0.606071,0.0686264,1.35
33,2010-02-03,00:00:00.00,1.32274,0.0683917,1.15
34,2010-02-04,00:00:00.00,1.93389,0.0681585,1.03
35,2010-02-05,00:00:00.00,0.0439692,0.0679265,0.92
36,2010-02-06,00:00:00.00,0.000471401,0.067696,0.825
37,2010-02-07,00:00:00.00,9.18262e-06,0.0674667,0.75
38,2010-02-08,00:00:00.00,3.24863e-06,0.0672388,0.7
39,2010-02-09,00:00:00.00,0.00668717,0.0670122,0.65
40,2010-02-10,00:00:00.00,2.34828,0.0667869,0.608
41,2010-02-11,00:00:00.00,9.64008,0.067994,0.59
42,2010-02-12,00:00:00.00,0.134979,0.0697477,0.565
