time,date,hour,precip [mm/day],02GC026 [m3/s],02GC026 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.30133,0.000581243,4.5
2,2010-01-03,00:00:00.00,0.753345,0.00176023,4.2
3,2010-01-04,00:00:00.00,1.23098,0.00235217,4.05
4,2010-01-05,00:00:00.00,0.426462,0.00234061,3.92
5,2010-01-06,00:00:00.00,2.82747,0.00232911,3.79
6,2010-01-07,00:00:00.00,0.394892,0.00231767,3.68
7,2010-01-08,00:00:00.00,1.05924,0.00230627,3.62
8,2010-01-09,00:00:00.00,7.69273,0.00229493,3.54
9,2010-01-10,00:00:00.00,0.00900031,0.00228365,3.48
10,2010-01-11,00:00:00.00,0.0866829,0.00227245,3.38
11,2010-01-12,00:00:00.00,1.89324,0.0022613,3.32
12,2010-01-13,00:00:00.00,0.439942,0.00225021,3.28
13,2010-01-14,00:00:00.00,0.0024776,0.00223917,3.23
14,2010-01-15,00:00:00.00,0.000335004,0.00222815,3.18
15,2010-01-16,00:00:00.00,0.599499,0.00221716,3.15
16,2010-01-17,00:00:00.00,0.0289185,0.00220627,3.11
17,2010-01-18,00:00:00.00,0.00175121,0.00219546,3.09
18,2010-01-19,00:00:00.00,0.00130932,0.0021847,3.07
19,2010-01-20,00:00:00.00,0.0377001,0.002174,3.04
20,2010-01-21,00:00:00.00,0.0240343,0.00216334,3.02
21,2010-01-22,00:00:00.00,0.000744366,0.00215273,3
22,2010-01-23,00:00:00.00,0.00633334,0.00214218,2.98
23,2010-01-24,00:00:00.00,0,0.00213161,2.97
24,2010-01-25,00:00:00.00,8.4893,0.609174,2.96
25,2010-01-26,00:00:00.00,13.2651,7.4906,28.4
26,2010-01-27,00:00:00.00,1.12219,10.3388,29.4
27,2010-01-28,00:00:00.00,0.594599,3.49583,10.4
28,2010-01-29,00:00:00.00,3.56066,0.0768502,6.52
29,2010-01-30,00:00:00.00,0.32693,0.0727229,5.54
30,2010-01-31,00:00:00.00,0.0077793,0.0688939,4.69
31,2010-02-01,00:00:00.00,0.407462,0.0653327,4.08
