time,date,hour,precip [mm/day],04214500 [m3/s],04214500 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.799725,0.0110521,
2,2010-01-03,00:00:00.00,2.14101,0.0220911,
3,2010-01-04,00:00:00.00,6.76272,0.0220651,
4,2010-01-05,00:00:00.00,2.37838,0.0220389,
5,2010-01-06,00:00:00.00,1.7744,0.0220127,
6,2010-01-07,00:00:00.00,2.54071,0.0219863,
7,2010-01-08,00:00:00.00,0.694849,0.0219599,
8,2010-01-09,00:00:00.00,4.40687,0.0219334,
9,2010-01-10,00:00:00.00,0.587764,0.0219068,
10,2010-01-11,00:00:00.00,0.179766,0.0218802,
11,2010-01-12,00:00:00.00,1.11551,0.0218535,
12,2010-01-13,00:00:00.00,1.2974,0.0218267,
13,2010-01-14,00:00:00.00,0.225343,0.0217998,
14,2010-01-15,00:00:00.00,0.00212805,0.0217729,
15,2010-01-16,00:00:00.00,0.458947,0.0217459,
16,2010-01-17,00:00:00.00,0.015502,0.0217188,
17,2010-01-18,00:00:00.00,0.125165,0.0216916,
18,2010-01-19,00:00:00.00,0.536699,0.502946,
19,2010-01-20,00:00:00.00,0.89524,0.539179,
20,2010-01-21,00:00:00.00,2.27034,0.0691046,
21,2010-01-22,00:00:00.00,0.00856346,0.0441264,
22,2010-01-23,00:00:00.00,0.00341595,0.0442463,
23,2010-01-24,00:00:00.00,0.0673398,0.0443625,
24,2010-01-25,00:00:00.00,9.32645,0.730731,
25,2010-01-26,00:00:00.00,30.6661,15.8509,
26,2010-01-27,00:00:00.00,2.31561,21.1075,
27,2010-01-28,00:00:00.00,2.70492,10.5196,
28,2010-01-29,00:00:00.00,11.1318,8.20757,
29,2010-01-30,00:00:00.00,0.37654,6.68503,
30,2010-01-31,00:00:00.00,0.235777,5.61289,
31,2010-02-01,00:00:00.00,1.05531,4.82057,
32,2010-02-02,00:00:00.00,2.19601,4.21325,
33,2010-02-03,00:00:00.00,0.413174,3.73421,
34,2010-02-04,00:00:00.00,1.55612,3.3475,
35,2010-02-05,00:00:00.00,0.186605,3.02931,
36,2010-02-06,00:00:00.00,0.00194119,2.76329,
37,2010-02-07,00:00:00.00,0.163693,2.53783,
38,2010-02-08,00:00:00.00,0.384759,2.3445,
39,2010-02-09,00:00:00.00,0.347467,2.17701,
40,2010-02-10,00:00:00.00,0.270221,2.0306,
41,2010-02-11,00:00:00.00,5.76479,1.9192,
42,2010-02-12,00:00:00.00,0.686665,1.82043,
43,2010-02-13,00:00:00.00,0.360246,1.71469,
44,2010-02-14,00:00:00.00,1.32448,1.61989,
45,2010-02-15,00:00:00.00,8.51223,1.53443,
46,2010-02-16,00:00:00.00,8.48267,1.47572,
47,2010-02-17,00:00:00.00,0.426033,1.42235,
48,2010-02-18,00:00:00.00,5.29372,1.35495,
49,2010-02-19,00:00:00.00,4.93599,1.29394,
50,2010-02-20,00:00:00.00,0.928006,1.2379,
51,2010-02-21,00:00:00.00,0.158483,1.1856,
