           YEAR,            DAY,        QOMEAS1,         QOSIM1,        QOMEAS2,         QOSIM2,        QOMEAS3,         QOSIM3,        QOMEAS4,         QOSIM4,        QOMEAS5,         QOSIM5,        QOMEAS6,         QOSIM6,        QOMEAS7,         QOSIM7,        QOMEAS8,         QOSIM8,        QOMEAS9,         QOSIM9,       QOMEAS10,        QOSIM10,       QOMEAS11,        QOSIM11,       QOMEAS12,        QOSIM12,       QOMEAS13,        QOSIM13,       QOMEAS14,        QOSIM14,       QOMEAS15,        QOSIM15,       QOMEAS16,        QOSIM16,       QOMEAS17,        QOSIM17,       QOMEAS18,        QOSIM18,       QOMEAS19,        QOSIM19,       QOMEAS20,        QOSIM20,       QOMEAS21,        QOSIM21,       QOMEAS22,        QOSIM22,       QOMEAS23,        QOSIM23,       QOMEAS24,        QOSIM24,       QOMEAS25,        QOSIM25,       QOMEAS26,        QOSIM26,       QOMEAS27,        QOSIM27,       QOMEAS28,        QOSIM28,       QOMEAS29,        QOSIM29,       QOMEAS30,        QOSIM30,       QOMEAS31,        QOSIM31,       QOMEAS32,        QOSIM32,       QOMEAS33,        QOSIM33,       QOMEAS34,        QOSIM34,       QOMEAS35,        QOSIM35,       QOMEAS36,        QOSIM36,       QOMEAS37,        QOSIM37,       QOMEAS38,        QOSIM38,       QOMEAS39,        QOSIM39,       QOMEAS40,        QOSIM40,       QOMEAS41,        QOSIM41,       QOMEAS42,        QOSIM42,       QOMEAS43,        QOSIM43,       QOMEAS44,        QOSIM44,       QOMEAS45,        QOSIM45,       QOMEAS46,        QOSIM46,       QOMEAS47,        QOSIM47,       QOMEAS48,        QOSIM48,       QOMEAS49,        QOSIM49,       QOMEAS50,        QOSIM50,       QOMEAS51,        QOSIM51,       QOMEAS52,        QOSIM52,       QOMEAS53,        QOSIM53,       QOMEAS54,        QOSIM54,       QOMEAS55,        QOSIM55,       QOMEAS56,        QOSIM56,       QOMEAS57,        QOSIM57,       QOMEAS58,        QOSIM58,       QOMEAS59,        QOSIM59,       QOMEAS60,        QOSIM60,       QOMEAS61,        QOSIM61,       QOMEAS62,        QOSIM62,       QOMEAS63,        QOSIM63,
           2010,              1,   16.00000    ,   17.12570    ,   4.090000    ,   6.920561    ,   2.400000    ,   4.271636    ,   5.600000    ,   7.975230    ,   2.500000    ,   4.592855    ,   1.050000    ,   2.850072    ,   2.020000    ,   3.684718    ,  0.9800000    ,   2.581666    ,   1.950000    ,   4.983742    ,  0.3300000    ,  0.7043042    ,   3.000000    ,   5.060883    ,   5.600000    ,   7.141021    ,  0.7000000    ,  0.9871812    ,   3.850000    ,   3.029953    ,  0.4200000    ,  0.5278516    ,   2.860000    ,   5.705503    ,   1.210000    ,   2.212291    ,   1.730000    ,   2.647776    ,   9.340000    ,   10.49648    ,   11.92000    ,   14.22230    ,   19.03000    ,   22.58135    ,   1.580000    ,   1.899716    ,   1.640000    ,   2.198761    ,   1.530000    ,   2.043516    ,  0.8200000    ,   1.629680    ,   2.160000    ,   2.950409    ,   25.20000    ,   26.92250    ,   6.400000    ,   7.738272    ,   38.00000    ,   52.05810    ,   6.300000    ,   9.010725    ,   4.500000    ,   7.271978    ,   2.760000    ,   3.753471    ,   18.38000    ,   20.78588    ,   24.44000    ,   27.68987    ,   130.8200    ,   131.7379    ,   2.300000    ,   2.904476    ,   9.630000    ,   11.15825    ,   5.800000    ,   9.155032    ,   3.110000    ,   4.538102    ,   4.730000    ,   6.870512    ,   6.480000    ,   9.505355    ,   20.78000    ,   23.06192    ,   21.69000    ,   25.42459    ,  -1.000000    ,   1.778961    ,   4.130000    ,   4.257071    ,   7.420000    ,   8.664358    ,   28.00000    ,   29.22626    ,  0.1380000    ,  0.2817897    ,  0.1080000    ,  0.2238726    ,  0.2110000    ,  0.3621048    ,   1.020000    ,   1.743484    ,  -1.000000    ,  0.8816716    ,   1.670000    ,   2.414562    ,  0.9000000    ,   1.785724    ,  0.3370000    ,  0.5771992    ,   2.040000    ,   2.356090    ,   1.700000    ,   2.004048    ,  0.6000000E-01,  0.1436968    ,  0.1000000    ,  0.1431323    ,  0.8000000E-01,  0.2242862    ,   4.390000    ,   6.405467    ,  -1.000000    ,  0.2529004    ,   1.800000    ,   2.287075    ,
           2010,              2,   17.00000    ,   21.50269    ,   2.400000    ,   10.92342    ,   2.000000    ,   6.124622    ,   5.400000    ,   11.92777    ,   2.200000    ,   7.834294    ,   1.000000    ,   3.939680    ,   1.950000    ,   4.849883    ,  0.8500000    ,   3.960282    ,   1.860000    ,   4.409277    ,  0.2000000    ,   1.379208    ,   2.840000    ,   9.529106    ,   4.800000    ,   11.79755    ,  0.6000000    ,   1.679438    ,   3.000000    ,   3.019964    ,  0.3000000    ,  0.5505708    ,   2.020000    ,   17.37532    ,  0.8800000    ,   5.312165    ,   1.420000    ,   4.781040    ,   8.550000    ,   10.45344    ,   10.02000    ,   13.23768    ,   16.11000    ,   23.70493    ,   1.320000    ,   1.863945    ,   1.290000    ,   2.385149    ,   1.810000    ,   3.698438    ,  0.6800000    ,   2.863071    ,   1.850000    ,   3.320848    ,   22.71000    ,   32.76480    ,   5.970000    ,   10.41008    ,   27.00000    ,   80.95203    ,   5.780000    ,   10.81968    ,   4.200000    ,   10.06333    ,   2.270000    ,   3.602186    ,   17.08000    ,   30.42716    ,   21.95000    ,   38.97078    ,   107.6000    ,   140.3544    ,   3.110000    ,   7.256580    ,   8.780000    ,   19.85504    ,   4.110000    ,   10.40505    ,   2.830000    ,   7.202794    ,   5.100000    ,   9.860236    ,   4.640000    ,   11.54374    ,   16.06000    ,   28.99682    ,   20.42000    ,   27.14918    ,  -1.000000    ,   5.370914    ,   3.310000    ,   4.044979    ,   5.690000    ,   8.777383    ,   27.00000    ,   47.55848    ,  0.9100000E-01,  0.4313609    ,  0.6000000E-01,  0.2390368    ,  0.1200000    ,  0.5699629    ,  0.9000000    ,   1.628885    ,  -1.000000    ,   1.823370    ,   1.630000    ,   2.617185    ,  0.8700000    ,   1.931211    ,  0.3100000    ,  0.7625245    ,   1.900000    ,   2.148929    ,   1.460000    ,   2.013602    ,  0.5000000E-01,  0.1768876    ,  0.8000000E-01,  0.2011596    ,  0.8000000E-01,  0.4581531    ,   3.820000    ,   8.080730    ,  -1.000000    ,  0.4542203    ,   1.990000    ,   2.402576    ,
           2010,              3,   16.00000    ,   20.61527    ,   2.800000    ,   10.44248    ,   1.620000    ,   5.712678    ,   5.200000    ,   11.40851    ,   1.850000    ,   6.548125    ,  0.9500000    ,   2.901327    ,   1.880000    ,   4.387478    ,  0.8000000    ,   2.944314    ,   1.790000    ,   3.837333    ,  0.1300000    ,   1.362569    ,   2.700000    ,   8.035173    ,   4.200000    ,   11.01290    ,  0.5400000    ,   1.368891    ,   2.200000    ,   2.189635    ,  0.2200000    ,  0.3373373    ,   1.780000    ,   17.32275    ,  0.8100000    ,   5.245184    ,   1.380000    ,   4.670713    ,   7.730000    ,   8.964025    ,   9.830000    ,   10.76349    ,   15.49000    ,   19.87743    ,   1.260000    ,   1.346918    ,   1.020000    ,   2.206316    ,   1.640000    ,   4.084150    ,  0.7900000    ,   2.883067    ,   2.010000    ,   3.698415    ,   18.86000    ,   33.15416    ,   5.490000    ,   10.55782    ,   22.00000    ,   85.24740    ,   5.200000    ,   9.673759    ,   4.050000    ,   9.122302    ,   2.140000    ,   2.888020    ,   16.03000    ,   30.88676    ,   19.88000    ,   40.92279    ,   97.69000    ,   155.6811    ,   2.270000    ,   8.302821    ,   7.930000    ,   26.07932    ,   3.960000    ,   9.275491    ,   2.800000    ,   6.760095    ,   6.650000    ,   9.001595    ,   4.470000    ,   12.60964    ,   14.33000    ,   26.55535    ,   21.10000    ,   24.57468    ,  -1.000000    ,   6.453202    ,   2.800000    ,   3.433297    ,   5.380000    ,   8.747853    ,   26.00000    ,   61.17126    ,  0.5700000E-01,  0.3031604    ,  0.3000000E-01,  0.1360471    ,  0.8000000E-01,  0.4777125    ,  0.8350000    ,   1.274107    ,  -1.000000    ,   1.519795    ,   1.550000    ,   2.374192    ,  0.8450000    ,   1.823574    ,  0.3020000    ,  0.7560931    ,   1.780000    ,   1.741279    ,   1.420000    ,   1.919438    ,  0.4000000E-01,  0.1780069    ,  0.8000000E-01,  0.2680986    ,  0.7000000E-01,  0.5211885    ,   3.820000    ,   7.921069    ,  -1.000000    ,  0.5032259    ,   1.650000    ,   2.276635    ,
           2010,              4,   18.00000    ,   17.66274    ,   3.300000    ,   8.546493    ,   1.320000    ,   4.476964    ,   5.050000    ,   10.08799    ,   1.650000    ,   4.453788    ,  0.8900000    ,   2.571460    ,   1.810000    ,   4.172781    ,  0.7800000    ,   2.892604    ,   1.720000    ,   3.652868    ,  0.1300000    ,   1.186149    ,   2.580000    ,   7.009226    ,   3.800000    ,   9.533921    ,  0.4800000    ,   1.110439    ,   1.400000    ,   1.602777    ,  0.1800000    ,  0.1861754    ,   1.780000    ,   15.07985    ,  0.8800000    ,   4.664765    ,   1.300000    ,   4.244317    ,   7.310000    ,   7.840485    ,   9.320000    ,   8.838477    ,   12.63000    ,   16.21334    ,   1.350000    ,  0.8208480    ,  0.8900000    ,   1.944558    ,   1.250000    ,   4.399966    ,  0.7100000    ,   2.944536    ,   2.310000    ,   4.220657    ,   18.97000    ,   38.48154    ,   5.350000    ,   10.94144    ,   26.00000    ,   72.33851    ,   5.120000    ,   9.101879    ,   3.920000    ,   8.911384    ,   2.290000    ,   1.795902    ,   16.51000    ,   27.45486    ,   18.07000    ,   34.47666    ,   54.65000    ,   149.0119    ,   1.840000    ,   7.582232    ,   7.360000    ,   26.09778    ,   5.100000    ,   9.203680    ,   2.610000    ,   6.822073    ,   7.700000    ,   9.376656    ,   4.190000    ,   14.10557    ,   14.19000    ,   25.16033    ,   21.10000    ,   22.79609    ,  -1.000000    ,   6.994274    ,   3.060000    ,   3.324857    ,   5.830000    ,   8.533969    ,   25.20000    ,   52.16656    ,  0.5200000E-01,  0.1545041    ,  0.2600000E-01,  0.7492597E-01,  0.5400000E-01,  0.2807853    ,  0.8150000    ,   1.069110    ,  -1.000000    ,   1.462485    ,   1.540000    ,   2.256148    ,  0.8100000    ,   1.758089    ,  0.2880000    ,  0.7056631    ,   1.740000    ,   1.355326    ,   1.250000    ,   1.430938    ,  0.4000000E-01,  0.1124011    ,  0.8000000E-01,  0.2646903    ,  0.6000000E-01,  0.5688115    ,   3.740000    ,   9.853256    ,  -1.000000    ,  0.5339258    ,   2.150000    ,   2.182729    ,
           2010,              5,   21.00000    ,   14.53151    ,   2.500000    ,   6.517269    ,   1.130000    ,   3.352928    ,   5.000000    ,   9.077290    ,   1.500000    ,   3.450680    ,  0.8600000    ,   2.286346    ,   1.730000    ,   3.909390    ,  0.7500000    ,   2.825531    ,   1.660000    ,   3.480699    ,  0.1300000    ,   1.046838    ,   2.510000    ,   6.302035    ,   3.450000    ,   8.693594    ,  0.4400000    ,  0.9013501    ,   1.100000    ,   1.250022    ,  0.1500000    ,  0.1121114    ,   1.710000    ,   13.65222    ,  0.9000000    ,   4.408969    ,   1.260000    ,   4.150640    ,   6.820000    ,   7.248502    ,   8.660000    ,   7.910555    ,   12.83000    ,   14.57991    ,   1.270000    ,  0.6376009    ,  0.7600000    ,   1.624114    ,   1.130000    ,   4.601728    ,  0.6500000    ,   2.982480    ,   2.130000    ,   4.239633    ,   20.39000    ,   39.83899    ,   5.180000    ,   10.83153    ,   31.00000    ,   60.65620    ,   5.080000    ,   8.503346    ,   3.790000    ,   8.505998    ,   2.150000    ,   1.318630    ,   15.23000    ,   25.95227    ,   16.93000    ,   31.84241    ,   32.28000    ,   140.1103    ,   1.420000    ,   7.018734    ,   6.800000    ,   26.44099    ,   4.530000    ,   8.973945    ,   2.270000    ,   6.705505    ,   6.570000    ,   9.355609    ,   4.020000    ,   14.02613    ,   17.47000    ,   23.52436    ,   21.52000    ,   21.48064    ,  -1.000000    ,   7.124997    ,   3.110000    ,   3.125921    ,   5.920000    ,   7.703918    ,   24.40000    ,   46.58548    ,  0.5800000E-01,  0.7753160E-01,  0.3100000E-01,  0.5248637E-01,  0.5200000E-01,  0.1747113    ,  0.7800000    ,  0.8499215    ,  -1.000000    ,   1.408504    ,   1.520000    ,   2.155117    ,  0.7800000    ,   1.716433    ,  0.2840000    ,  0.6665653    ,   1.680000    ,   1.138905    ,   1.390000    ,   1.171294    ,  0.3000000E-01,  0.8633314E-01,  0.8000000E-01,  0.2280386    ,  0.6000000E-01,  0.5826879    ,   3.680000    ,   9.618424    ,  -1.000000    ,  0.5129400    ,   2.240000    ,   2.080591    ,
           2010,              6,   24.00000    ,   12.15395    ,   1.970000    ,   5.122089    ,  0.9900000    ,   2.462745    ,   4.950000    ,   8.287234    ,   1.380000    ,   2.913240    ,  0.8300000    ,   2.107261    ,   1.690000    ,   3.697607    ,  0.7200000    ,   2.729728    ,   1.600000    ,   3.298313    ,  0.1400000    ,  0.9823989    ,   2.440000    ,   6.180762    ,   3.230000    ,   8.272411    ,  0.4100000    ,  0.7476024    ,  0.9500000    ,  0.9481620    ,  0.1300000    ,  0.7491155E-01,   1.710000    ,   12.64990    ,  0.8600000    ,   4.194103    ,   1.190000    ,   4.023961    ,   6.850000    ,   6.852897    ,   8.070000    ,   7.359672    ,   11.75000    ,   13.65741    ,   1.210000    ,  0.5910513    ,  0.7400000    ,   1.470475    ,  0.9100000    ,   4.638801    ,  0.6200000    ,   2.990051    ,   1.980000    ,   4.079579    ,   19.71000    ,   39.41044    ,   4.960000    ,   10.43514    ,   30.50000    ,   52.59420    ,   5.050000    ,   8.028508    ,   3.680000    ,   8.176358    ,   2.040000    ,   1.107410    ,   14.75000    ,   24.82696    ,   16.03000    ,   30.11581    ,   28.88000    ,   133.1210    ,   1.130000    ,   6.734946    ,   6.230000    ,   26.42321    ,   3.540000    ,   8.747389    ,   2.040000    ,   6.510058    ,   5.470000    ,   9.428337    ,   4.020000    ,   13.22957    ,   17.47000    ,   21.71040    ,   21.10000    ,   20.53109    ,  -1.000000    ,   7.042420    ,   3.000000    ,   2.978231    ,   5.720000    ,   7.171871    ,   23.70000    ,   42.43836    ,  0.6400000E-01,  0.4572847E-01,  0.3600000E-01,  0.4378601E-01,  0.5300000E-01,  0.1258747    ,  0.7350000    ,  0.7139598    ,  -1.000000    ,   1.368830    ,   1.510000    ,   2.078579    ,  0.7650000    ,   1.650422    ,  0.2770000    ,  0.6429769    ,   1.590000    ,  0.9691806    ,   1.240000    ,   1.087812    ,  0.3000000E-01,  0.8284745E-01,  0.7000000E-01,  0.1936943    ,  0.6000000E-01,  0.5870416    ,   3.570000    ,   9.899072    ,  -1.000000    ,  0.4662375    ,   2.150000    ,   1.980163    ,
           2010,              7,   21.50000    ,   10.58822    ,   1.820000    ,   4.221747    ,  0.8800000    ,   1.885520    ,   4.900000    ,   7.676202    ,   1.300000    ,   2.667791    ,  0.8100000    ,   1.958807    ,   1.650000    ,   3.538019    ,  0.7000000    ,   2.559354    ,   1.550000    ,   3.089727    ,  0.1500000    ,  0.9451765    ,   2.390000    ,   6.479489    ,   3.080000    ,   8.557817    ,  0.3800000    ,  0.7063391    ,  0.8200000    ,  0.8721420    ,  0.1200000    ,  0.5564127E-01,   1.690000    ,   12.00345    ,  0.8000000    ,   4.055167    ,   1.130000    ,   3.917757    ,   7.140000    ,   6.554255    ,   8.180000    ,   7.007284    ,   11.10000    ,   13.08437    ,   1.170000    ,  0.5811175    ,  0.6900000    ,   1.369197    ,  0.8200000    ,   4.481507    ,  0.5700000    ,   2.988343    ,   2.040000    ,   3.736197    ,   18.69000    ,   37.13609    ,   4.730000    ,   9.549679    ,   34.00000    ,   47.36708    ,   5.020000    ,   7.693952    ,   3.620000    ,   7.829597    ,   1.910000    ,   1.066047    ,   14.89000    ,   23.96498    ,   15.35000    ,   28.90936    ,   26.59000    ,   127.4866    ,   1.050000    ,   6.559420    ,   5.950000    ,   26.17301    ,   2.970000    ,   8.554022    ,   1.980000    ,   6.310892    ,   4.450000    ,   9.044993    ,   3.990000    ,   12.03496    ,   16.62000    ,   19.66894    ,   21.95000    ,   19.63999    ,  -1.000000    ,   6.820516    ,   3.140000    ,   2.859759    ,   5.950000    ,   6.737454    ,   23.00000    ,   39.00457    ,  0.6400000E-01,  0.3153653E-01,  0.3600000E-01,  0.4408956E-01,  0.1050000    ,  0.1027127    ,  0.6700000    ,  0.5889161    ,  -1.000000    ,   1.338248    ,   1.500000    ,   2.021206    ,  0.7500000    ,   1.594946    ,  0.2720000    ,  0.6229526    ,   1.510000    ,  0.8377627    ,   1.220000    ,   1.063303    ,  0.3000000E-01,  0.8245198E-01,  0.8000000E-01,  0.1707001    ,  0.5000000E-01,  0.5750870    ,   3.450000    ,   9.038640    ,  -1.000000    ,  0.4128811    ,   2.070000    ,   1.879256    ,
           2010,              8,   20.00000    ,   9.577807    ,   1.740000    ,   3.716846    ,  0.8200000    ,   1.590561    ,   4.810000    ,   7.188243    ,   1.250000    ,   2.477234    ,  0.7800000    ,   1.847552    ,   1.630000    ,   3.421066    ,  0.6700000    ,   2.374626    ,   1.500000    ,   2.914860    ,  0.1400000    ,  0.9149587    ,   2.330000    ,   5.836132    ,   2.970000    ,   8.042510    ,  0.3600000    ,  0.6302140    ,  0.7000000    ,  0.7926458    ,  0.1000000    ,  0.4395365E-01,   1.600000    ,   11.40740    ,  0.7300000    ,   3.935294    ,   1.040000    ,   3.815122    ,   7.280000    ,   6.378121    ,   8.500000    ,   6.805201    ,   11.41000    ,   12.73333    ,   1.240000    ,  0.5732257    ,  0.6300000    ,   1.304404    ,  0.7400000    ,   4.309107    ,  0.5900000    ,   2.957225    ,   2.100000    ,   3.276598    ,   19.14000    ,   33.52692    ,   4.530000    ,   8.726167    ,   30.00000    ,   43.54505    ,   4.950000    ,   7.449381    ,   3.540000    ,   7.584238    ,   2.010000    ,   1.046387    ,   14.53000    ,   23.32323    ,   15.04000    ,   28.04118    ,   34.55000    ,   121.8800    ,  0.9900000    ,   6.117028    ,   6.230000    ,   25.62604    ,   2.830000    ,   8.379714    ,   1.900000    ,   6.081374    ,   3.960000    ,   8.238208    ,   3.880000    ,   10.84294    ,   16.45000    ,   17.72403    ,   22.80000    ,   19.09510    ,  -1.000000    ,   6.574075    ,   2.970000    ,   2.743120    ,   5.690000    ,   6.337883    ,   22.30000    ,   35.84193    ,  0.6500000E-01,  0.2470116E-01,  0.4100000E-01,  0.4312735E-01,  0.1100000    ,  0.8867464E-01,  0.6290000    ,  0.5317214    ,  -1.000000    ,   1.309945    ,   1.510000    ,   1.975198    ,  0.7350000    ,   1.565894    ,  0.2680000    ,  0.6065220    ,   1.570000    ,  0.7695214    ,   1.240000    ,   1.053882    ,  0.3000000E-01,  0.8382051E-01,  0.8000000E-01,  0.1573831    ,  0.5000000E-01,  0.5619985    ,   3.340000    ,   7.491532    ,  -1.000000    ,  0.3720711    ,   2.040000    ,   1.758406    ,
           2010,              9,   18.50000    ,   8.915722    ,   1.680000    ,   3.403241    ,  0.7500000    ,   1.414220    ,   4.400000    ,   6.796976    ,   1.200000    ,   2.394374    ,  0.7700000    ,   1.759377    ,   1.590000    ,   3.330889    ,  0.6600000    ,   2.233937    ,   1.460000    ,   2.775230    ,  0.1400000    ,  0.8814098    ,   2.280000    ,   5.262219    ,   2.820000    ,   7.322272    ,  0.3400000    ,  0.5359549    ,  0.6300000    ,  0.6949781    ,  0.9000000E-01,  0.3665737E-01,   1.510000    ,   11.00265    ,  0.6900000    ,   3.860512    ,   1.080000    ,   3.745084    ,   7.050000    ,   6.262296    ,   8.100000    ,   6.678243    ,   11.02000    ,   12.47985    ,   1.150000    ,  0.5665020    ,  0.5700000    ,   1.260415    ,  0.6200000    ,   4.146336    ,  0.5400000    ,   2.919504    ,   2.150000    ,   2.971377    ,   18.86000    ,   31.47031    ,   4.730000    ,   7.667261    ,   26.00000    ,   40.74903    ,   4.900000    ,   7.262516    ,   3.480000    ,   7.373892    ,   1.940000    ,   1.030710    ,   13.59000    ,   22.85262    ,   14.72000    ,   27.40900    ,   35.11000    ,   116.6534    ,  0.9600000    ,   5.825572    ,   5.660000    ,   25.05513    ,   2.690000    ,   8.198110    ,   1.780000    ,   5.929158    ,   3.770000    ,   7.555313    ,   3.960000    ,   9.968513    ,   16.62000    ,   16.16935    ,   22.80000    ,   17.74457    ,  -1.000000    ,   6.190815    ,   2.610000    ,   2.517906    ,   5.070000    ,   5.940959    ,   21.80000    ,   33.29654    ,  0.6700000E-01,  0.2123749E-01,  0.4000000E-01,  0.4133667E-01,  0.1050000    ,  0.8023579E-01,  0.5820000    ,  0.5060583    ,  -1.000000    ,   1.285444    ,   1.480000    ,   1.933617    ,  0.7250000    ,   1.506569    ,  0.2180000    ,  0.5924278    ,   1.560000    ,  0.7492188    ,   1.130000    ,   1.043524    ,  0.4000000E-01,  0.8414688E-01,  0.7000000E-01,  0.1501109    ,  0.4000000E-01,  0.5465983    ,   3.260000    ,   6.647404    ,  -1.000000    ,  0.3460723    ,   1.730000    ,   1.648827    ,
           2010,             10,   17.00000    ,   8.420529    ,   1.610000    ,   3.207769    ,  0.7000000    ,   1.305368    ,   3.900000    ,   6.432102    ,   1.150000    ,   2.251675    ,  0.7500000    ,   1.677360    ,   1.570000    ,   3.218425    ,  0.6500000    ,   2.101624    ,   1.420000    ,   2.665624    ,  0.1200000    ,  0.8471973    ,   2.240000    ,   5.003790    ,   2.750000    ,   6.969753    ,  0.3200000    ,  0.4685612    ,  0.5600000    ,  0.6105759    ,  0.8000000E-01,  0.3189781E-01,   1.470000    ,   10.66058    ,  0.6700000    ,   3.789261    ,   1.070000    ,   3.673797    ,   6.800000    ,   6.157329    ,   7.080000    ,   6.568582    ,   10.79000    ,   12.17961    ,   1.040000    ,  0.5612271    ,  0.5100000    ,   1.197182    ,  0.6500000    ,   3.974597    ,  0.5100000    ,   2.838688    ,   1.810000    ,   2.437785    ,   17.36000    ,   27.74020    ,   6.650000    ,   6.918386    ,   25.00000    ,   38.45241    ,   4.800000    ,   7.053747    ,   3.380000    ,   7.157109    ,   1.700000    ,   1.020368    ,   13.65000    ,   22.47320    ,   14.58000    ,   26.85807    ,   33.98000    ,   112.3960    ,  0.9100000    ,   5.560578    ,   5.240000    ,   24.35191    ,   1.760000    ,   7.922256    ,   1.700000    ,   5.724484    ,   4.130000    ,   6.842514    ,   3.960000    ,   8.914052    ,   16.28000    ,   14.61956    ,   21.52000    ,   16.35615    ,  -1.000000    ,   5.714331    ,   2.220000    ,   2.339204    ,   4.420000    ,   5.522491    ,   21.20000    ,   31.17576    ,  0.5900000E-01,  0.1940249E-01,  0.3100000E-01,  0.3525624E-01,  0.9800000E-01,  0.7552170E-01,  0.5370000    ,  0.4450949    ,  -1.000000    ,   1.244625    ,   1.490000    ,   1.879002    ,  0.7150000    ,   1.464420    ,  0.2400000    ,  0.5772774    ,   1.530000    ,  0.7380797    ,   1.160000    ,   1.029148    ,  0.4000000E-01,  0.8145204E-01,  0.7000000E-01,  0.1458575    ,  0.4000000E-01,  0.5256653    ,   3.170000    ,   5.614729    ,  -1.000000    ,  0.3249580    ,   2.150000    ,   1.467621    ,
