time,date,hour,precip [mm/day],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s]
0,2010-01-01,00:00:00.00,---,44.2628,,4.48883
1,2010-01-02,00:00:00.00,0.982727,34.4358,25.202,2.82332
2,2010-01-03,00:00:00.00,0.827042,16.3372,22.7101,0.58197
3,2010-01-04,00:00:00.00,2.15267,6.17885,18.859,0.0386044
4,2010-01-05,00:00:00.00,2.78289,2.89666,18.9723,0.0601906
5,2010-01-06,00:00:00.00,2.20271,1.21117,20.3881,0.060668
6,2010-01-07,00:00:00.00,2.02598,0.932312,19.7085,0.0728416
7,2010-01-08,00:00:00.00,3.51509,0.872349,18.6891,0.0737487
8,2010-01-09,00:00:00.00,4.41968,0.732183,19.1422,0.0735584
9,2010-01-10,00:00:00.00,0.408404,0.706556,18.859,0.0730631
10,2010-01-11,00:00:00.00,0.353491,0.701335,17.3582,0.0726292
11,2010-01-12,00:00:00.00,2.25263,0.675201,17.9246,0.0721994
12,2010-01-13,00:00:00.00,0.91407,0.68489,18.4343,0.071791
13,2010-01-14,00:00:00.00,0.0535422,0.676468,17.7547,0.0713949
14,2010-01-15,00:00:00.00,0.00769279,0.674496,18.944,0.0709975
15,2010-01-16,00:00:00.00,0.152421,0.665075,22.2004,0.0705835
16,2010-01-17,00:00:00.00,0.0407234,0.654133,26.5612,0.0701417
17,2010-01-18,00:00:00.00,0.562771,0.697552,35.6792,0.0836792
18,2010-01-19,00:00:00.00,0.0780097,1.02255,36.2456,0.153321
19,2010-01-20,00:00:00.00,0.204327,1.90157,31.998,0.300007
20,2010-01-21,00:00:00.00,0.10387,3.0485,30.299,0.413893
21,2010-01-22,00:00:00.00,0.103907,3.53107,26.9576,0.360191
22,2010-01-23,00:00:00.00,1.85532,2.94246,25.7683,0.209089
23,2010-01-24,00:00:00.00,0.0575318,1.93439,27.7222,0.109829
24,2010-01-25,00:00:00.00,14.977,1.29741,73.6238,0.0989934
25,2010-01-26,00:00:00.00,8.82343,1.38137,125.727,0.176749
26,2010-01-27,00:00:00.00,7.18566,2.33119,76.7387,0.356514
27,2010-01-28,00:00:00.00,1.56058,3.86131,52.103,0.539199
28,2010-01-29,00:00:00.00,1.93914,4.89192,43.6079,0.545114
29,2010-01-30,00:00:00.00,0.155296,4.54362,38.5109,0.37752
30,2010-01-31,00:00:00.00,0.0217045,3.24103,31.998,0.203852
31,2010-02-01,00:00:00.00,0.0327971,2.02626,27.6372,0.116242
32,2010-02-02,00:00:00.00,0.0829971,1.36397,24.8905,0.0932122
33,2010-02-03,00:00:00.00,0.225318,1.09037,21.3792,0.0908406
34,2010-02-04,00:00:00.00,1.50848,0.967779,20.0483,0.0904231
35,2010-02-05,00:00:00.00,0.0355532,0.900172,18.7741,0.0900013
36,2010-02-06,00:00:00.00,2.44351,0.862262,20.0766,0.0896923
37,2010-02-07,00:00:00.00,2.86966,0.84316,19.7085,0.0899141
38,2010-02-08,00:00:00.00,0.269412,0.838662,19.5103,0.0908741
39,2010-02-09,00:00:00.00,0.0216082,0.844354,18.3776,0.0915621
40,2010-02-10,00:00:00.00,9.75364,0.848157,17.5564,0.0908861
41,2010-02-11,00:00:00.00,8.0077,0.843675,19.5386,0.0899712
42,2010-02-12,00:00:00.00,1.8405,0.840364,18.406,0.0904361
43,2010-02-13,00:00:00.00,0.909948,0.843934,18.4343,0.0912004
44,2010-02-14,00:00:00.00,1.846,0.84374,18.6891,0.0902425
45,2010-02-15,00:00:00.00,0.916952,0.832201,18.406,0.0881293
46,2010-02-16,00:00:00.00,2.50295,0.815934,17.2733,0.0865676
