time,date,hour,precip [mm/day],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s]
28,2010-01-29,00:00:00.00,0.213892,4.15053,5.64545,2.3503
29,2010-01-30,00:00:00.00,0.0179606,3.7151,5.04804,2.1209
30,2010-01-31,00:00:00.00,0.0735073,3.30835,4.52447,1.985
31,2010-02-01,00:00:00.00,0.265847,2.99047,4.13483,1.8463
32,2010-02-02,00:00:00.00,0.0294729,2.74573,3.83208,1.665
33,2010-02-03,00:00:00.00,1.6572,2.56991,3.62003,1.648
34,2010-02-04,00:00:00.00,0.418531,2.43199,3.45036,1.75
35,2010-02-05,00:00:00.00,0,2.33341,3.33102,1.9425
36,2010-02-06,00:00:00.00,0.0487972,2.25661,3.2348,1.6764
37,2010-02-07,00:00:00.00,0.0715882,2.20721,3.17191,1.6424
38,2010-02-08,00:00:00.00,0.24349,2.17399,3.12567,1.4866
39,2010-02-09,00:00:00.00,0,2.15003,3.0931,1.3904
40,2010-02-10,00:00:00.00,10.9137,2.12375,3.05761,1.5178
41,2010-02-11,00:00:00.00,5.88467,2.10144,3.02848,1.5263
42,2010-02-12,00:00:00.00,0.196276,2.0787,2.99825,1.5376
43,2010-02-13,00:00:00.00,0.198888,2.06332,2.97681,1.515
44,2010-02-14,00:00:00.00,0.248576,2.04839,2.95564,1.4951
45,2010-02-15,00:00:00.00,0.0251196,2.03226,2.93452,1.481
46,2010-02-16,00:00:00.00,0.0650769,2.01193,2.90843,1.4583
47,2010-02-17,00:00:00.00,1.77945,1.99442,2.88586,1.5291
48,2010-02-18,00:00:00.00,0.210141,1.97417,2.86027,1.5291
49,2010-02-19,00:00:00.00,0.00834099,1.95073,2.83214,1.5999
50,2010-02-20,00:00:00.00,0.000246826,1.92714,2.80274,1.6764
51,2010-02-21,00:00:00.00,7.37576e-308,1.90912,2.77968,1.7981
52,2010-02-22,00:00:00.00,0.166484,1.88624,2.75166,1.6565
53,2010-02-23,00:00:00.00,12.8927,1.96062,2.91959,2.1379
54,2010-02-24,00:00:00.00,0.932702,2.0849,3.12587,2.5429
55,2010-02-25,00:00:00.00,3.4443,2.13402,3.12527,2.5344
56,2010-02-26,00:00:00.00,2.01568,2.14098,3.09237,2.3616
57,2010-02-27,00:00:00.00,8.70851,2.10926,3.03469,2.0954
58,2010-02-28,00:00:00.00,1.38265,2.05123,2.9526,2.22
59,2010-03-01,00:00:00.00,0.147964,1.97883,2.86451,2.1747
60,2010-03-02,00:00:00.00,0.0125009,1.91259,2.78077,3.1149
61,2010-03-03,00:00:00.00,0.0622922,1.86888,2.72521,3.936
62,2010-03-04,00:00:00.00,0.0589493,1.84037,2.68425,2.8883
63,2010-03-05,00:00:00.00,6.57251e-308,1.81698,2.65291,3.0299
64,2010-03-06,00:00:00.00,0,1.79084,2.61754,2.945
65,2010-03-07,00:00:00.00,9.6576e-308,1.75865,2.5792,3.2281
66,2010-03-08,00:00:00.00,2.89146e-308,2.98839,5.08601,3.6246
67,2010-03-09,00:00:00.00,2.40732e-308,10.5688,19.7368,4.4741
68,2010-03-10,00:00:00.00,0.0388585,16.017,26.2827,5.0404
69,2010-03-11,00:00:00.00,0.376404,14.0831,17.6734,5.5784
70,2010-03-12,00:00:00.00,2.63762,11.4577,13.8144,6.4279
71,2010-03-13,00:00:00.00,4.82631,8.22638,10.5029,9.2596
72,2010-03-14,00:00:00.00,9.77375,6.85959,9.58043,9.0614
73,2010-03-15,00:00:00.00,2.24933,6.48643,9.52432,19.2555
74,2010-03-16,00:00:00.00,0.0592464,5.75471,7.87918,13.5921
75,2010-03-17,00:00:00.00,0,5.00784,6.76509,7.5323
76,2010-03-18,00:00:00.00,0,4.12146,5.56927,5.4085
77,2010-03-19,00:00:00.00,0,3.42535,4.76357,4.4457
78,2010-03-20,00:00:00.00,9.69948e-308,2.88242,4.07302,3.8228
79,2010-03-21,00:00:00.00,0.598892,2.5621,3.70812,3.4547
80,2010-03-22,00:00:00.00,0.798416,2.35803,3.424,3.1432
81,2010-03-23,00:00:00.00,1.55715,2.25865,3.30846,2.9166
82,2010-03-24,00:00:00.00,0.0567751,2.15166,3.15904,3.1998
83,2010-03-25,00:00:00.00,0,2.06717,3.06468,2.86
84,2010-03-26,00:00:00.00,1.46491,1.97625,2.94525,2.6731
85,2010-03-27,00:00:00.00,0.00567622,1.95072,2.90917,2.6816
86,2010-03-28,00:00:00.00,0.00552483,1.93852,2.87944,2.322
87,2010-03-29,00:00:00.00,8.61314,2.37619,3.77206,2.8062
88,2010-03-30,00:00:00.00,0.372714,2.91638,4.66438,5.6634
89,2010-03-31,00:00:00.00,0.000388769,3.04272,4.50531,3.9077
90,2010-04-01,00:00:00.00,3.98809e-308,2.94754,4.23128,2.8883
91,2010-04-02,00:00:00.00,0,2.65051,3.83336,2.6023
92,2010-04-03,00:00:00.00,0,2.29923,3.3907,2.3418
93,2010-04-04,00:00:00.00,1.01745,2.02735,3.06203,2.2455
94,2010-04-05,00:00:00.00,0.0731128,1.84647,2.82699,2.0586
95,2010-04-06,00:00:00.00,3.1548,1.75541,2.72173,2.2767
96,2010-04-07,00:00:00.00,13.5795,2.46406,4.20318,4.6156
97,2010-04-08,00:00:00.00,11.073,4.17537,7.26383,6.0598
98,2010-04-09,00:00:00.00,1.10752,5.23429,8.24313,11.8648
99,2010-04-10,00:00:00.00,0.00327176,5.18628,7.23274,5.5784
100,2010-04-11,00:00:00.00,0.0741173,4.62808,6.2547,3.4547
101,2010-04-12,00:00:00.00,0.316989,3.80639,5.19882,2.8883
102,2010-04-13,00:00:00.00,0.380345,3.08678,4.31573,2.5485
103,2010-04-14,00:00:00.00,4.92525,2.74638,4.03576,3.3697
104,2010-04-15,00:00:00.00,0.0390664,2.62615,3.97189,3.9927
105,2010-04-16,00:00:00.00,0,2.42907,3.63419,2.7043
106,2010-04-17,00:00:00.00,0.00248868,2.1931,3.29189,2.3899
107,2010-04-18,00:00:00.00,0.00221087,2.00293,3.03109,2.1662
108,2010-04-19,00:00:00.00,0.000162464,1.8942,2.86196,2.053
109,2010-04-20,00:00:00.00,6.7551e-308,1.80533,2.73841,1.9992
110,2010-04-21,00:00:00.00,3.3776e-308,1.69054,2.589,1.8887
111,2010-04-22,00:00:00.00,0.0732639,1.57632,2.45115,1.8632
112,2010-04-23,00:00:00.00,0.000565647,1.4904,2.33841,1.7953
113,2010-04-24,00:00:00.00,1.78519e-308,1.44382,2.27398,1.75
114,2010-04-25,00:00:00.00,1.15277,1.39748,2.21022,1.6679
115,2010-04-26,00:00:00.00,13.6364,2.04543,3.55775,7.419
116,2010-04-27,00:00:00.00,0.63442,2.87417,4.90921,5.9465
117,2010-04-28,00:00:00.00,0,3.06374,4.63176,3.1998
118,2010-04-29,00:00:00.00,0.000662484,2.99841,4.29798,2.3022
119,2010-04-30,00:00:00.00,0.837215,2.65969,3.82197,1.9397
120,2010-05-01,00:00:00.00,8.7288e-308,2.24191,3.2797,1.8179
121,2010-05-02,00:00:00.00,7.42417,2.08411,3.26775,4.7006
122,2010-05-03,00:00:00.00,28.7445,5.0707,9.358,10.6188
123,2010-05-04,00:00:00.00,0.795085,7.97905,13.5818,20.3598
124,2010-05-05,00:00:00.00,0.101394,7.57449,10.351,9.118
125,2010-05-06,00:00:00.00,1.03024,6.52582,8.43105,4.5024
126,2010-05-07,00:00:00.00,0.0193573,4.88715,6.47257,3.2281
127,2010-05-08,00:00:00.00,27.381,6.51609,10.7131,5.5501
128,2010-05-09,00:00:00.00,1.55518,8.65906,14.2138,16.6786
129,2010-05-10,00:00:00.00,0.0118766,7.93291,10.7039,7.419
130,2010-05-11,00:00:00.00,0.00122054,6.82395,8.76827,4.1909
131,2010-05-12,00:00:00.00,28.066,8.65016,13.7594,9.9675
132,2010-05-13,00:00:00.00,0.100564,10.7296,17.1478,30.299
133,2010-05-14,00:00:00.00,13.2078,10.5648,14.795,19.7935
134,2010-05-15,00:00:00.00,0.222321,10.1527,13.9898,19.2555
135,2010-05-16,00:00:00.00,0.000314204,8.01338,10.5209,8.8632
136,2010-05-17,00:00:00.00,7.12357e-308,6.08739,7.85256,5.8899
137,2010-05-18,00:00:00.00,2.47198,4.51476,6.10155,4.6723
138,2010-05-19,00:00:00.00,2.64977,3.39661,4.66744,6.881
139,2010-05-20,00:00:00.00,0.00568404,2.73896,3.984,5.4085
140,2010-05-21,00:00:00.00,0.00311903,2.24231,3.31742,3.9077
141,2010-05-22,00:00:00.00,16.4861,2.96895,5.0953,3.2564
142,2010-05-23,00:00:00.00,3.00634,3.95375,6.68265,12.6576
143,2010-05-24,00:00:00.00,0.208832,4.00467,5.98557,8.1553
144,2010-05-25,00:00:00.00,3.2325e-308,3.67521,5.21943,4.559
145,2010-05-26,00:00:00.00,0,3.07666,4.46103,3.398
146,2010-05-27,00:00:00.00,0.0216206,2.48489,3.67043,2.945
147,2010-05-28,00:00:00.00,0.0202447,2.08417,3.2061,2.6844
148,2010-05-29,00:00:00.00,0.0188211,1.79473,2.80517,2.356
149,2010-05-30,00:00:00.00,0.000206709,1.6295,2.61096,2.1747
150,2010-05-31,00:00:00.00,3.5824e-308,1.47943,2.39346,2.0247
151,2010-06-01,00:00:00.00,9.92366,1.69943,2.92214,3.7661
152,2010-06-02,00:00:00.00,0.203057,2.00637,3.45297,5.3519
153,2010-06-03,00:00:00.00,8.14316,2.29031,3.80211,3.3414
154,2010-06-04,00:00:00.00,0.717985,2.50373,4.06593,3.8511
155,2010-06-05,00:00:00.00,5.23261,2.47872,3.88198,3.1149
156,2010-06-06,00:00:00.00,17.9144,3.50623,5.97678,11.2984
157,2010-06-07,00:00:00.00,33.6133,9.89288,18.3794,39.0772
158,2010-06-08,00:00:00.00,0.0132922,14.3617,23.6828,41.9089
159,2010-06-09,00:00:00.00,0.951978,12.4953,15.9328,11.6949
160,2010-06-10,00:00:00.00,6.10261,10.1746,12.5633,8.7216
161,2010-06-11,00:00:00.00,0.13907,7.19565,9.35074,6.7677
162,2010-06-12,00:00:00.00,0.339173,4.96359,6.53541,4.2192
163,2010-06-13,00:00:00.00,0.348498,3.57578,5.0129,3.5113
164,2010-06-14,00:00:00.00,0.392384,2.64296,3.81718,3.2564
165,2010-06-15,00:00:00.00,0.482833,2.15516,3.29953,3.1432
166,2010-06-16,00:00:00.00,0.0691729,1.82925,2.82841,2.9166
167,2010-06-17,00:00:00.00,2.2178,1.6631,2.66164,2.5598
168,2010-06-18,00:00:00.00,0.000358749,1.51338,2.42262,2.3248
169,2010-06-19,00:00:00.00,1.42609,1.43294,2.34587,2.1323
170,2010-06-20,00:00:00.00,8.88107,1.54895,2.6381,5.7766
171,2010-06-21,00:00:00.00,9.12216e-308,1.78183,3.07018,3.0299
172,2010-06-22,00:00:00.00,0.0549766,1.78405,2.90903,1.985
173,2010-06-23,00:00:00.00,14.859,2.44377,4.22688,8.5234
174,2010-06-24,00:00:00.00,2.89727,3.11533,5.35604,6.2297
175,2010-06-25,00:00:00.00,3.34956,3.04765,4.72815,5.6351
176,2010-06-26,00:00:00.00,0.00368385,2.79297,4.15417,3.0016
177,2010-06-27,00:00:00.00,0.03841,2.4177,3.61796,2.1549
178,2010-06-28,00:00:00.00,4.95358,2.07211,3.15661,3.8794
179,2010-06-29,00:00:00.00,0.531275,1.82656,2.86175,6.3147
180,2010-06-30,00:00:00.00,0.00109577,1.63039,2.57434,2.2569
181,2010-07-01,00:00:00.00,0,1.51114,2.40635,1.6395
182,2010-07-02,00:00:00.00,0,1.39663,2.23987,1.4385
183,2010-07-03,00:00:00.00,0,1.29996,2.11343,1.2997
184,2010-07-04,00:00:00.00,0,1.19247,1.97129,1.2035
185,2010-07-05,00:00:00.00,0.00327172,1.09539,1.85205,1.1468
186,2010-07-06,00:00:00.00,0.00152197,0.999741,1.72935,1.0675
187,2010-07-07,00:00:00.00,0.000180435,0.930965,1.64111,1.0562
188,2010-07-08,00:00:00.00,0.247636,0.870788,1.559,1.0562
189,2010-07-09,00:00:00.00,9.44034,1.01224,1.87662,1.8208
190,2010-07-10,00:00:00.00,0.535606,1.22174,2.23965,1.6254
191,2010-07-11,00:00:00.00,0.00669723,1.27315,2.18905,1.3196
192,2010-07-12,00:00:00.00,6.31168,1.32044,2.22912,1.1751
193,2010-07-13,00:00:00.00,6.06733,1.42808,2.43298,3.0299
194,2010-07-14,00:00:00.00,5.13723,1.52425,2.56058,4.2475
195,2010-07-15,00:00:00.00,0.0645013,1.52636,2.50216,3.8228
196,2010-07-16,00:00:00.00,25.2044,2.91358,5.34399,2.8883
197,2010-07-17,00:00:00.00,0.731127,4.34198,7.67459,15.4044
198,2010-07-18,00:00:00.00,0.00227809,4.11677,6.1838,3.8511
199,2010-07-19,00:00:00.00,0.297899,3.59418,5.10112,1.8916
200,2010-07-20,00:00:00.00,0.204363,2.86282,4.12057,1.4753
201,2010-07-21,00:00:00.00,13.9493,2.85048,4.50585,4.8422
202,2010-07-22,00:00:00.00,0.0151946,3.09459,5.1061,2.8883
203,2010-07-23,00:00:00.00,3.89707,2.82492,4.309,1.5829
204,2010-07-24,00:00:00.00,14.2527,3.10693,4.97136,6.258
205,2010-07-25,00:00:00.00,2.726,3.39533,5.54115,12.4028
206,2010-07-26,00:00:00.00,4.29492,3.11507,4.70174,7.6172
207,2010-07-27,00:00:00.00,0.00787548,2.74585,4.02463,4.1343
208,2010-07-28,00:00:00.00,0.000778002,2.29151,3.39406,2.0388
209,2010-07-29,00:00:00.00,10.314,2.19258,3.47305,3.9077
210,2010-07-30,00:00:00.00,1.11419,2.27387,3.7301,8.4384
211,2010-07-31,00:00:00.00,0.00403504,2.1272,3.31675,2.3673
212,2010-08-01,00:00:00.00,0.722655,1.92685,2.95495,1.6424
213,2010-08-02,00:00:00.00,0.0307503,1.67439,2.59159,1.4696
214,2010-08-03,00:00:00.00,0.00427546,1.44999,2.28405,1.3281
215,2010-08-04,00:00:00.00,0.00845,1.25754,2.03148,1.195
216,2010-08-05,00:00:00.00,0.0836536,1.10437,1.82801,1.0817
217,2010-08-06,00:00:00.00,0.40715,0.990703,1.67644,1.0675
218,2010-08-07,00:00:00.00,0.0225362,0.917643,1.56945,1.1242
219,2010-08-08,00:00:00.00,0.0199475,0.867439,1.49432,0.926
220,2010-08-09,00:00:00.00,0.00151793,0.817753,1.42166,0.9203
221,2010-08-10,00:00:00.00,1.22448,0.764483,1.35028,0.8438
222,2010-08-11,00:00:00.00,0.0197702,0.719797,1.28705,0.926
223,2010-08-12,00:00:00.00,3.13594,0.683295,1.23662,0.9175
224,2010-08-13,00:00:00.00,0.193535,0.658681,1.19738,0.9118
225,2010-08-14,00:00:00.00,0.0485089,0.633292,1.16146,0.9061
226,2010-08-15,00:00:00.00,0.0083276,0.603058,1.11872,0.8127
227,2010-08-16,00:00:00.00,1.25229,0.575154,1.08068,1.0081
228,2010-08-17,00:00:00.00,0.0107442,0.565103,1.05843,1.5999
229,2010-08-18,00:00:00.00,0.00902024,0.563803,1.0486,1.1525
230,2010-08-19,00:00:00.00,0.379551,0.557012,1.03212,0.8353
231,2010-08-20,00:00:00.00,0.111799,0.543018,1.01039,0.7589
232,2010-08-21,00:00:00.00,3.7827e-308,0.52413,0.982462,0.7391
233,2010-08-22,00:00:00.00,2.19924,0.507067,0.957712,0.8325
234,2010-08-23,00:00:00.00,0.101603,0.495844,0.938267,1.0987
235,2010-08-24,00:00:00.00,0.0204895,0.489801,0.925136,0.8778
236,2010-08-25,00:00:00.00,0.0383519,0.482661,0.910721,0.7929
237,2010-08-26,00:00:00.00,0.0303667,0.471899,0.893332,0.9316
238,2010-08-27,00:00:00.00,5.53214e-308,0.466983,0.880723,0.8325
239,2010-08-28,00:00:00.00,0,0.464067,0.871704,0.7249
240,2010-08-29,00:00:00.00,0,0.448936,0.850558,0.6428
241,2010-08-30,00:00:00.00,0,0.421409,0.817113,0.6343
242,2010-08-31,00:00:00.00,0.0314641,0.389369,0.778471,0.6768
243,2010-09-01,00:00:00.00,0.00706222,0.363009,0.745297,0.5975
244,2010-09-02,00:00:00.00,0.508927,0.347044,0.722447,0.7277
245,2010-09-03,00:00:00.00,3.95718,0.353418,0.732307,1.5065
246,2010-09-04,00:00:00.00,2.1933,0.379149,0.762223,3.2281
247,2010-09-05,00:00:00.00,0.65855,0.409144,0.784624,1.3564
248,2010-09-06,00:00:00.00,0.429137,0.432459,0.801477,0.9373
249,2010-09-07,00:00:00.00,1.7049,0.429329,0.793722,0.8127
250,2010-09-08,00:00:00.00,0.0402745,0.408174,0.766569,0.7815
251,2010-09-09,00:00:00.00,0.00403272,0.397515,0.749312,0.7108
252,2010-09-10,00:00:00.00,0.00106723,0.401655,0.747471,0.6258
253,2010-09-11,00:00:00.00,0.00107228,0.40271,0.743972,0.6428
254,2010-09-12,00:00:00.00,10.9205,0.587353,1.12295,0.8722
255,2010-09-13,00:00:00.00,0.0255169,0.831777,1.55141,2.2625
256,2010-09-14,00:00:00.00,0.0104953,0.897468,1.53807,1.2912
257,2010-09-15,00:00:00.00,0.0212824,0.895324,1.47017,0.9458
258,2010-09-16,00:00:00.00,0.00859524,0.845575,1.37635,0.7674
259,2010-09-17,00:00:00.00,27.7417,1.90706,3.5916,5.0404
260,2010-09-18,00:00:00.00,0.419328,3.07194,5.56138,9.1463
261,2010-09-19,00:00:00.00,3.5838,3.07866,4.75455,2.4268
262,2010-09-20,00:00:00.00,0.00860326,2.87718,4.15638,1.5603
263,2010-09-21,00:00:00.00,0.00591005,2.43871,3.47746,1.2176
264,2010-09-22,00:00:00.00,0.057465,1.97365,2.81597,1.0421
265,2010-09-23,00:00:00.00,6.84218,1.70965,2.59402,2.5315
266,2010-09-24,00:00:00.00,0.000452563,1.58185,2.47988,2.2965
267,2010-09-25,00:00:00.00,0.00361382,1.41723,2.19965,1.2035
268,2010-09-26,00:00:00.00,0.0014548,1.26396,1.93427,0.9713
269,2010-09-27,00:00:00.00,0.00257275,1.14016,1.75527,0.8948
270,2010-09-28,00:00:00.00,1.78014,1.02273,1.57357,0.8325
271,2010-09-29,00:00:00.00,27.7105,2.17859,4.0098,8.2402
272,2010-09-30,00:00:00.00,0.122846,3.46632,6.14738,11.1002
273,2010-10-01,00:00:00.00,0.0519466,3.41951,5.13948,3.0016
274,2010-10-02,00:00:00.00,0.466024,3.07518,4.31862,1.682
275,2010-10-03,00:00:00.00,9.63946,2.88139,4.27879,1.682
276,2010-10-04,00:00:00.00,0.159577,2.81027,4.29069,2.0841
277,2010-10-05,00:00:00.00,0.00384242,2.49744,3.66329,1.5829
278,2010-10-06,00:00:00.00,9.17725e-308,2.15175,3.07874,1.1695
279,2010-10-07,00:00:00.00,0.000624536,1.81389,2.6334,1.0619
280,2010-10-08,00:00:00.00,0.00020349,1.51586,2.21424,0.9203
281,2010-10-09,00:00:00.00,0,1.29495,1.94297,0.8891
282,2010-10-10,00:00:00.00,0,1.11254,1.68967,0.7985
283,2010-10-11,00:00:00.00,0,0.987516,1.53662,0.7674
284,2010-10-12,00:00:00.00,0.0247525,0.882315,1.38661,0.7051
285,2010-10-13,00:00:00.00,0.00078362,0.820765,1.3066,0.7306
286,2010-10-14,00:00:00.00,11.4296,1.07165,1.83923,0.7447
287,2010-10-15,00:00:00.00,2.955,1.48141,2.56456,6.0598
288,2010-10-16,00:00:00.00,0.102982,1.62061,2.58104,2.945
289,2010-10-17,00:00:00.00,0,1.60373,2.42038,1.4272
290,2010-10-18,00:00:00.00,2.908e-308,1.47372,2.19397,1.0902
291,2010-10-19,00:00:00.00,0.0676594,1.32143,1.96589,0.9288
292,2010-10-20,00:00:00.00,0.0260573,1.18119,1.77193,0.8637
293,2010-10-21,00:00:00.00,4.70178,1.15304,1.78972,0.8807
294,2010-10-22,00:00:00.00,4.28631,1.2736,2.06026,1.6537
295,2010-10-23,00:00:00.00,0.0137354,1.36996,2.17808,1.784
296,2010-10-24,00:00:00.00,0.535015,1.3466,2.05973,1.1921
297,2010-10-25,00:00:00.00,0.243703,1.25756,1.89942,1.0222
298,2010-10-26,00:00:00.00,0.187982,1.13862,1.72778,0.9458
299,2010-10-27,00:00:00.00,4.3591,1.10466,1.72524,1.5489
300,2010-10-28,00:00:00.00,0.0419402,1.1187,1.77666,2.7099
301,2010-10-29,00:00:00.00,0.0117555,1.09305,1.6927,1.3677
302,2010-10-30,00:00:00.00,0.00794068,1.05546,1.60982,0.9854
303,2010-10-31,00:00:00.00,0.00465552,0.99999,1.52047,0.9316
304,2010-11-01,00:00:00.00,0.0573985,0.941737,1.43257,0.8212
305,2010-11-02,00:00:00.00,0.00136813,0.892655,1.3609,0.7957
306,2010-11-03,00:00:00.00,0.0135409,0.848232,1.2966,0.8184
307,2010-11-04,00:00:00.00,0.370174,0.809389,1.24233,0.7872
308,2010-11-05,00:00:00.00,0.787604,0.775419,1.19427,0.858
309,2010-11-06,00:00:00.00,0.61864,0.75043,1.15822,0.8325
310,2010-11-07,00:00:00.00,0.0341101,0.734383,1.13175,0.841
311,2010-11-08,00:00:00.00,0,0.719725,1.10958,0.8353
312,2010-11-09,00:00:00.00,0,0.696315,1.07892,0.773
313,2010-11-10,00:00:00.00,0.00348114,0.671001,1.04738,0.8269
314,2010-11-11,00:00:00.00,0.0943607,0.651713,1.02156,0.858
315,2010-11-12,00:00:00.00,0.0334936,0.637406,1.00239,0.8269
316,2010-11-13,00:00:00.00,0.0523388,0.623117,0.983047,0.824
317,2010-11-14,00:00:00.00,0.971933,0.610252,0.966193,0.7872
318,2010-11-15,00:00:00.00,1.23344,0.609878,0.967166,0.8155
319,2010-11-16,00:00:00.00,0.0136046,0.619561,0.979703,0.9543
320,2010-11-17,00:00:00.00,10.8979,0.88143,1.50715,0.9288
321,2010-11-18,00:00:00.00,4.36206,1.34547,2.34153,5.9465
322,2010-11-19,00:00:00.00,0.169094,1.60504,2.59026,3.6812
323,2010-11-20,00:00:00.00,0.00984543,1.6458,2.47346,1.665
324,2010-11-21,00:00:00.00,4.75427e-308,1.55827,2.28371,1.229
325,2010-11-22,00:00:00.00,0.179877,1.41215,2.05872,1.0279
326,2010-11-23,00:00:00.00,14.891,1.79624,2.94645,2.826
327,2010-11-24,00:00:00.00,6.5046,2.6164,4.45807,13.9885
328,2010-11-25,00:00:00.00,0.391623,2.99631,4.67935,5.2386
329,2010-11-26,00:00:00.00,24.2779,4.54716,7.49389,4.9554
330,2010-11-27,00:00:00.00,0.242486,5.88872,9.56907,10.7604
331,2010-11-28,00:00:00.00,0.0846151,5.33372,7.43262,4.4457
332,2010-11-29,00:00:00.00,0.000727606,4.52204,5.98215,2.2767
333,2010-11-30,00:00:00.00,1.7896e-308,3.51629,4.70083,1.6537
334,2010-12-01,00:00:00.00,20.1902,3.95158,6.17715,8.1269
335,2010-12-02,00:00:00.00,0.859537,4.74619,7.69086,8.9481
336,2010-12-03,00:00:00.00,0.549451,4.37686,6.21721,3.8794
337,2010-12-04,00:00:00.00,0.196033,3.83734,5.20248,2.3871
338,2010-12-05,00:00:00.00,0.55222,3.1144,4.2296,1.8491
339,2010-12-06,00:00:00.00,0.351647,2.52378,3.45583,1.6509
340,2010-12-07,00:00:00.00,0.351872,2.09325,2.92236,1.4527
341,2010-12-08,00:00:00.00,0.20998,1.78969,2.5271,1.362
342,2010-12-09,00:00:00.00,0.352889,1.58552,2.27191,1.2828
343,2010-12-10,00:00:00.00,0.0531309,1.4455,2.07967,1.1921
344,2010-12-11,00:00:00.00,2.55602,1.35561,1.97284,1.2318
345,2010-12-12,00:00:00.00,0.640392,1.28187,1.8778,1.2658
346,2010-12-13,00:00:00.00,24.5059,1.56357,2.49149,3.8794
347,2010-12-14,00:00:00.00,0.942925,1.97553,3.17921,3.8511
348,2010-12-15,00:00:00.00,0.058788,2.0952,3.10446,2.6618
349,2010-12-16,00:00:00.00,0.0472266,2.10035,2.96961,1.9255
350,2010-12-17,00:00:00.00,0.00599496,2.00021,2.79004,1.5008
351,2010-12-18,00:00:00.00,0.292623,1.85058,2.56652,1.3422
352,2010-12-19,00:00:00.00,0.468666,1.69797,2.37129,1.2573
353,2010-12-20,00:00:00.00,0.793389,1.56576,2.19367,1.2091
354,2010-12-21,00:00:00.00,0.0763789,1.4617,2.06461,1.2006
355,2010-12-22,00:00:00.00,0.093661,1.37178,1.94624,1.2148
356,2010-12-23,00:00:00.00,1.09716,1.30043,1.85898,1.2148
357,2010-12-24,00:00:00.00,0.0596341,1.24235,1.78182,1.1921
358,2010-12-25,00:00:00.00,0.0962717,1.20232,1.73083,1.1468
359,2010-12-26,00:00:00.00,0.422601,1.16957,1.68529,1.1157
360,2010-12-27,00:00:00.00,0.656429,1.14269,1.65087,1.0987
361,2010-12-28,00:00:00.00,0.0967933,1.11989,1.61882,1.0845
362,2010-12-29,00:00:00.00,0.0780774,1.1042,1.59742,1.0449
363,2010-12-30,00:00:00.00,0.000563188,1.08845,1.57522,1.0902
364,2010-12-31,00:00:00.00,0.792489,1.06842,1.5513,1.1638
365,2011-01-01,00:00:00.00,3.75279,2.91557,5.28603,2.2767
366,2011-01-02,00:00:00.00,8.78128,5.71535,9.9621,13.0824
367,2011-01-03,00:00:00.00,0.398896,6.63184,9.79117,10.9586
368,2011-01-04,00:00:00.00,0.105177,6.24668,8.19401,3.4547
369,2011-01-05,00:00:00.00,1.83933,5.18408,6.67177,2.3616
370,2011-01-06,00:00:00.00,0.318074,4.03499,5.21463,1.8802
371,2011-01-07,00:00:00.00,2.01396,3.17187,4.19206,1.7556
372,2011-01-08,00:00:00.00,1.05318,2.57504,3.45599,1.6282
373,2011-01-09,00:00:00.00,0.692158,2.19545,3.0063,1.5206
