time,date,hour,precip [mm/day],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s]
328,2010-11-25,00:00:00.00,1.11423,9.75596,2.4579,1.02705,2.03006
329,2010-11-26,00:00:00.00,47.6085,10.2483,4.7855,1.14992,2.20763
330,2010-11-27,00:00:00.00,0.674729,11.8975,71.9248,1.4228,2.65494
331,2010-11-28,00:00:00.00,0.0621934,15.298,120.063,1.90634,3.60134
332,2010-11-29,00:00:00.00,0.00242123,19.4874,83.5347,2.31969,4.52948
333,2010-11-30,00:00:00.00,0.0894979,21.3896,40.7763,2.2363,4.49656
334,2010-12-01,00:00:00.00,34.167,19.6462,23.6162,1.85061,3.78275
335,2010-12-02,00:00:00.00,0.778356,17.2241,68.5268,1.71326,3.45351
336,2010-12-03,00:00:00.00,0.0824251,17.9867,95.1446,2.04672,4.0075
337,2010-12-04,00:00:00.00,0.0517527,21.3294,65.1287,2.46053,4.8215
338,2010-12-05,00:00:00.00,0.406635,23.1384,33.1307,2.43572,4.88172
339,2010-12-06,00:00:00.00,0.208064,21.6006,19.0006,2.09247,4.23216
340,2010-12-07,00:00:00.00,0.25999,18.8016,13.6487,1.81986,3.68735
341,2010-12-08,00:00:00.00,0.15514,16.9769,10.4772,1.71264,3.46007
342,2010-12-09,00:00:00.00,0.531194,16.2805,7.8721,1.68273,3.36966
343,2010-12-10,00:00:00.00,0.0820182,16.0099,8.2968,1.66385,3.3282
344,2010-12-11,00:00:00.00,1.99656,15.7975,6.1731,1.64452,3.28947
345,2010-12-12,00:00:00.00,1.30975,15.6214,5.9182,1.62696,3.25295
346,2010-12-13,00:00:00.00,20.6689,15.4928,5.9465,1.61792,3.23084
347,2010-12-14,00:00:00.00,0.81085,15.5277,24.3525,1.6365,3.26364
348,2010-12-15,00:00:00.00,0.0880429,15.8902,47.5723,1.69838,3.38883
349,2010-12-16,00:00:00.00,0.254424,16.4189,43.0416,1.75392,3.51685
350,2010-12-17,00:00:00.00,0.0362022,16.6065,44.4574,1.73219,3.50477
351,2010-12-18,00:00:00.00,0.245821,16.2377,35.9624,1.65847,3.376
352,2010-12-19,00:00:00.00,0.0713237,15.6412,30.0159,1.59821,3.24883
353,2010-12-20,00:00:00.00,0.177852,15.1847,25.4285,1.56678,3.17492
354,2010-12-21,00:00:00.00,0.199682,14.9249,22.0871,1.54881,3.13387
355,2010-12-22,00:00:00.00,0.112352,14.756,18.321,1.533,3.10024
356,2010-12-23,00:00:00.00,0.607703,14.6091,15.6592,1.51736,3.06627
357,2010-12-24,00:00:00.00,0.0647555,14.4631,12.7992,1.50209,3.03351
358,2010-12-25,00:00:00.00,0.0358058,14.3176,10.364,1.48711,3.00287
359,2010-12-26,00:00:00.00,0.569567,14.1747,9.0897,1.47243,2.97365
360,2010-12-27,00:00:00.00,0.551725,14.0357,10.0242,1.45806,2.94459
361,2010-12-28,00:00:00.00,0.288597,13.8993,9.9109,1.44399,2.91637
362,2010-12-29,00:00:00.00,0.010743,13.7659,10.0242,1.43021,2.8892
363,2010-12-30,00:00:00.00,0.000728189,13.6355,9.9109,1.41673,2.86223
364,2010-12-31,00:00:00.00,1.21877,13.5086,9.7127,1.40376,2.83414
365,2011-01-01,00:00:00.00,0.480271,13.3881,9.741,1.39209,2.80637
366,2011-01-02,00:00:00.00,6.09244,13.4238,38.7941,1.41335,2.83537
367,2011-01-03,00:00:00.00,0.0264727,14.2338,131.957,1.57735,3.12002
368,2011-01-04,00:00:00.00,0.014267,16.8294,103.356,1.99454,3.8944
369,2011-01-05,00:00:00.00,0.0161542,20.6212,60.8812,2.39831,4.74295
370,2011-01-06,00:00:00.00,0.0828139,22.5879,28.8832,2.3737,4.80745
371,2011-01-07,00:00:00.00,0.867564,21.1699,16.1972,2.04816,4.18821
372,2011-01-08,00:00:00.00,0.78062,18.4789,11.4117,1.79005,3.66558
373,2011-01-09,00:00:00.00,0.682815,16.7629,24.7489,1.68998,3.44857
374,2011-01-10,00:00:00.00,0.0160247,16.1124,17.5281,1.66366,3.36613
375,2011-01-11,00:00:00.00,0.600794,15.8703,12.8558,1.64779,3.33069
376,2011-01-12,00:00:00.00,6.6944,15.6906,10.3073,1.6312,3.2965
377,2011-01-13,00:00:00.00,1.75869,15.5315,9.3162,1.61514,3.2621
378,2011-01-14,00:00:00.00,0.584158,15.3795,8.1269,1.5994,3.22998
379,2011-01-15,00:00:00.00,0.47276,15.2269,8.2402,1.58398,3.19982
380,2011-01-16,00:00:00.00,0.406886,15.0832,7.1358,1.56889,3.16931
381,2011-01-17,00:00:00.00,0.0756223,14.94,6.6545,1.55413,3.13821
382,2011-01-18,00:00:00.00,0.119483,14.8024,5.72,1.53967,3.10923
383,2011-01-19,00:00:00.00,3.26484,14.6768,5.2669,1.52703,3.08253
384,2011-01-20,00:00:00.00,0.547096,14.5912,5.4652,1.52162,3.06628
385,2011-01-21,00:00:00.00,5.35487,14.585,6.5412,1.52864,3.07502
386,2011-01-22,00:00:00.00,0.554987,14.6269,7.9287,1.53516,3.08983
387,2011-01-23,00:00:00.00,0.212778,14.5945,7.8438,1.5215,3.07235
388,2011-01-24,00:00:00.00,0.0564053,14.434,7.7022,1.4937,3.02503
389,2011-01-25,00:00:00.00,1.05954,14.2146,6.8244,1.46937,2.97568
390,2011-01-26,00:00:00.00,0.0492414,14.0185,6.8244,1.45293,2.93696
391,2011-01-27,00:00:00.00,0.0374206,13.8642,6.4562,1.44026,2.90614
392,2011-01-28,00:00:00.00,1.68485,13.7349,6.1164,1.42825,2.87977
393,2011-01-29,00:00:00.00,0.978443,13.6158,5.8616,1.41634,2.85525
394,2011-01-30,00:00:00.00,0.743163,13.5014,5.3519,1.40459,2.83101
395,2011-01-31,00:00:00.00,0.362844,13.3891,5.5501,1.39302,2.80708
396,2011-02-01,00:00:00.00,1.59713,13.2787,5.6634,1.38164,2.78477
397,2011-02-02,00:00:00.00,25.8485,13.171,5.7483,1.37044,2.7639
398,2011-02-03,00:00:00.00,6.29295,13.0659,7.3624,1.35946,2.74164
399,2011-02-04,00:00:00.00,0.0401457,12.9619,8.1269,1.34869,2.71861
400,2011-02-05,00:00:00.00,0.000314024,12.8589,7.3624,1.33815,2.69843
401,2011-02-06,00:00:00.00,9.95745,12.7592,5.8333,1.32782,2.67947
402,2011-02-07,00:00:00.00,0.377511,12.6628,5.3519,1.31768,2.6596
403,2011-02-08,00:00:00.00,2.20784,12.5668,6.343,1.30765,2.63827
404,2011-02-09,00:00:00.00,0.266158,12.4704,4.9554,1.29774,2.61706
405,2011-02-10,00:00:00.00,0.00731722,12.3755,5.2386,1.288,2.59943
406,2011-02-11,00:00:00.00,0.00802798,12.2847,5.5784,1.27847,2.58464
407,2011-02-12,00:00:00.00,0.0363317,12.1982,4.9554,1.26916,2.56884
408,2011-02-13,00:00:00.00,0.989314,12.1125,9.118,1.26003,2.54904
409,2011-02-14,00:00:00.00,0.0421594,12.0244,11.3267,1.25103,2.52551
410,2011-02-15,00:00:00.00,0.0867627,11.9335,15.5743,1.2421,2.50153
411,2011-02-16,00:00:00.00,0.000197695,11.8423,28.3168,1.23318,2.48034
412,2011-02-17,00:00:00.00,0.0320003,11.7536,70.7921,1.22426,2.46186
413,2011-02-18,00:00:00.00,0.00468122,12.0238,155.743,1.29301,2.5531
414,2011-02-19,00:00:00.00,0.000657549,14.2413,365.287,1.72421,3.28592
415,2011-02-20,00:00:00.00,0.000358103,21.4498,302.99,2.88364,5.47862
416,2011-02-21,00:00:00.00,7.13537,32.635,240.41,4.05965,7.86665
417,2011-02-22,00:00:00.00,15.8233,37.8364,171.6,3.90936,7.98911
418,2011-02-23,00:00:00.00,0.897238,33.2794,80.703,3.05902,6.45907
419,2011-02-24,00:00:00.00,0.0456328,27.0729,52.6693,2.59395,5.26991
420,2011-02-25,00:00:00.00,5.55821,23.9816,41.0594,2.40943,4.84939
421,2011-02-26,00:00:00.00,14.9917,22.7976,34.5466,2.35004,4.73615
422,2011-02-27,00:00:00.00,0.402386,22.3684,33.9802,2.32939,4.68331
423,2011-02-28,00:00:00.00,2.42501,22.2829,36.8119,2.32986,4.68309
424,2011-03-01,00:00:00.00,29.683,22.3447,370.951,2.35062,4.71919
425,2011-03-02,00:00:00.00,0.000489282,23.08,736.238,2.47242,4.95371
426,2011-03-03,00:00:00.00,0.00104916,25.4144,637.129,2.83347,5.6449
427,2011-03-04,00:00:00.00,0,28.7455,597.486,3.19434,6.35946
428,2011-03-05,00:00:00.00,10.0154,30.1286,376.614,3.13549,6.34954
429,2011-03-06,00:00:00.00,37.0093,29.6586,245.507,3.05928,6.16702
430,2011-03-07,00:00:00.00,2.43891,33.6521,421.921,3.97845,7.62791
431,2011-03-08,00:00:00.00,0.165445,51.3991,410.594,6.63721,12.5494
432,2011-03-09,00:00:00.00,0.0401604,75.7727,404.931,8.839,17.2329
433,2011-03-10,00:00:00.00,20.7387,82.5222,300.159,8.29102,17.0095
434,2011-03-11,00:00:00.00,4.21468,71.8381,325.644,6.99631,14.4582
435,2011-03-12,00:00:00.00,2.58272,65.6056,265.329,6.88957,13.8145
436,2011-03-13,00:00:00.00,0.0241925,68.1245,251.454,7.32138,14.6634
437,2011-03-14,00:00:00.00,0.0405601,69.3054,194.254,7.1728,14.5182
438,2011-03-15,00:00:00.00,0.0761304,65.3164,108.454,6.57573,13.422
439,2011-03-16,00:00:00.00,5.8431,60.1117,68.5268,6.11214,12.4343
440,2011-03-17,00:00:00.00,1.4903,57.1117,77.8713,5.8954,11.9409
441,2011-03-18,00:00:00.00,0.00275221,56.2617,75.3228,5.89291,11.8591
442,2011-03-19,00:00:00.00,0.0762843,56.1922,62.0139,5.87916,11.8424
443,2011-03-20,00:00:00.00,0.00149676,55.2049,46.4396,5.69239,11.5237
444,2011-03-21,00:00:00.00,1.21101,53.0413,33.4139,5.44228,11.0368
445,2011-03-22,00:00:00.00,6.35696,50.9727,27.1275,5.2523,10.6287
446,2011-03-23,00:00:00.00,0.907617,49.6538,23.1632,5.15808,10.4057
447,2011-03-24,00:00:00.00,2.75171,49.3729,21.2093,5.18067,10.4187
448,2011-03-25,00:00:00.00,0.338896,49.5716,20.8412,5.19746,10.4668
449,2011-03-26,00:00:00.00,0.0150346,49.1474,18.1228,5.09261,10.3055
450,2011-03-27,00:00:00.00,0.00274226,47.8365,15.8008,4.92716,9.99131
451,2011-03-28,00:00:00.00,0.0322581,46.2504,14.0735,4.76264,9.65882
452,2011-03-29,00:00:00.00,0.0051468,44.8057,12.601,4.61907,9.36195
453,2011-03-30,00:00:00.00,1.86945e-308,43.564,11.6099,4.50175,9.11364
454,2011-03-31,00:00:00.00,1.2019,42.5141,10.7604,4.3972,8.89649
455,2011-04-01,00:00:00.00,0.0472265,41.5693,10.1657,4.30058,8.69772
456,2011-04-02,00:00:00.00,0.185704,40.6722,9.9392,4.20828,8.51423
457,2011-04-03,00:00:00.00,2.49919,39.8292,9.7976,4.12259,8.33997
458,2011-04-04,00:00:00.00,0.224101,39.0797,9.7127,4.05163,8.18446
459,2011-04-05,00:00:00.00,24.0087,38.7637,13.6487,4.05782,8.1568
460,2011-04-06,00:00:00.00,0.0723486,39.9795,168.485,4.31005,8.55743
461,2011-04-07,00:00:00.00,0.0566647,44.4108,181.511,4.97671,9.78792
462,2011-04-08,00:00:00.00,0.184614,50.1942,135.921,5.51253,10.9524
463,2011-04-09,00:00:00.00,6.07638,51.7966,86.3664,5.31687,10.8038
464,2011-04-10,00:00:00.00,0.0849062,48.6567,66.8278,4.87176,9.94925
465,2011-04-11,00:00:00.00,0.0429232,45.5293,47.006,4.68688,9.46325
466,2011-04-12,00:00:00.00,2.85843,44.4879,37.9446,4.64222,9.33466
467,2011-04-13,00:00:00.00,0.0984727,43.7434,31.1485,4.52252,9.12381
468,2011-04-14,00:00:00.00,0.000906722,42.3577,25.6267,4.34867,8.7972
469,2011-04-15,00:00:00.00,0.000407771,40.9086,21.0961,4.21146,8.51432
470,2011-04-16,00:00:00.00,0.0413871,39.7499,18.0095,4.10805,8.29818
471,2011-04-17,00:00:00.00,12.2669,38.9618,16.8768,4.04357,8.14709
472,2011-04-18,00:00:00.00,0.246125,38.8605,17.8962,4.08932,8.19244
473,2011-04-19,00:00:00.00,1.27171,40.1763,19.2838,4.32499,8.59785
474,2011-04-20,00:00:00.00,21.7863,42.3849,25.0604,4.56042,9.09684
475,2011-04-21,00:00:00.00,13.7505,44.4343,152.061,4.73562,9.4838
476,2011-04-22,00:00:00.00,0.0299421,48.2759,223.42,5.32491,10.5198
477,2011-04-23,00:00:00.00,5.92069,55.162,172.733,6.14245,12.1156
478,2011-04-24,00:00:00.00,3.81987,59.8867,163.105,6.3282,12.7244
479,2011-04-25,00:00:00.00,6.84497,58.6019,101.091,5.94382,12.1016
480,2011-04-26,00:00:00.00,32.7917,55.3111,93.4456,5.68161,11.4949
481,2011-04-27,00:00:00.00,2.9513,56.0515,379.446,6.03218,12.0045
482,2011-04-28,00:00:00.00,5.17313,64.0622,373.782,7.21293,14.1711
483,2011-04-29,00:00:00.00,1.5448,74.3787,283.168,8.12579,16.1662
484,2011-04-30,00:00:00.00,0.466945,76.2068,184.909,7.78088,15.8308
485,2011-05-01,00:00:00.00,0.0166677,69.8202,86.3664,6.98819,14.2781
486,2011-05-02,00:00:00.00,7.91978,63.4855,53.802,6.43934,13.1001
487,2011-05-03,00:00:00.00,12.5404,60.1479,45.8733,6.21424,12.5755
488,2011-05-04,00:00:00.00,14.7087,60.4553,158.008,6.42523,12.8637
489,2011-05-05,00:00:00.00,0.400819,65.0393,257.683,7.0874,14.1044
490,2011-05-06,00:00:00.00,0.00189062,72.2072,231.349,7.84549,15.648
491,2011-05-07,00:00:00.00,2.04705,76.1414,184.343,7.98981,16.1109
492,2011-05-08,00:00:00.00,0.584819,73.3281,95.7109,7.43513,15.1472
493,2011-05-09,00:00:00.00,0.100385,67.4155,52.9525,6.80625,13.8604
494,2011-05-10,00:00:00.00,0.000201974,62.6359,37.9446,6.40572,12.9976
495,2011-05-11,00:00:00.00,1.3332,59.7269,28.3168,6.15152,12.4635
496,2011-05-12,00:00:00.00,0.207892,57.6711,26.5046,5.95216,12.0351
497,2011-05-13,00:00:00.00,2.05088,55.8158,31.4317,5.76374,11.6425
498,2011-05-14,00:00:00.00,11.0162,54.1981,25.6834,5.60801,11.3103
499,2011-05-15,00:00:00.00,11.0538,53.4005,31.1485,5.58088,11.2159
500,2011-05-16,00:00:00.00,15.8652,54.8744,148.097,5.87775,11.7196
501,2011-05-17,00:00:00.00,6.24402,59.6425,190.289,6.52103,12.9377
502,2011-05-18,00:00:00.00,6.67305,66.4669,153.194,7.24889,14.4345
503,2011-05-19,00:00:00.00,2.9205,71.7287,131.673,7.63163,15.3269
504,2011-05-20,00:00:00.00,1.38067,72.2654,176.131,7.47439,15.1327
505,2011-05-21,00:00:00.00,0.141003,68.9457,116.382,7.0306,14.2836
506,2011-05-22,00:00:00.00,0.278131,64.4569,78.7208,6.55408,13.3237
507,2011-05-23,00:00:00.00,0.360641,60.473,60.8812,6.1816,12.5447
508,2011-05-24,00:00:00.00,8.60501,57.7019,46.4396,5.94213,12.0171
509,2011-05-25,00:00:00.00,2.96221,56.0486,31.7149,5.81805,11.7299
510,2011-05-26,00:00:00.00,39.8607,56.2189,54.0852,5.94256,11.9022
511,2011-05-27,00:00:00.00,19.5817,60.5472,382.277,6.63804,13.1435
512,2011-05-28,00:00:00.00,0.190878,73.9015,492.713,8.47566,16.5282
513,2011-05-29,00:00:00.00,4.80478,93.0254,370.951,10.5426,20.5529
514,2011-05-30,00:00:00.00,0.365225,102.278,362.456,10.7489,21.6909
515,2011-05-31,00:00:00.00,0.0164367,96.803,244.658,9.57918,19.8501
516,2011-06-01,00:00:00.00,0.00127418,85.6731,82.6852,8.52614,17.5255
517,2011-06-02,00:00:00.00,2.9356e-308,77.1146,46.7228,7.85423,15.9894
518,2011-06-03,00:00:00.00,0,72.5729,31.4317,7.45306,15.0867
519,2011-06-04,00:00:00.00,0.0494861,69.3296,23.1349,7.13165,14.4475
520,2011-06-05,00:00:00.00,0.894749,66.4962,18.4909,6.84725,13.8529
521,2011-06-06,00:00:00.00,1.54418,63.9177,15.7725,6.58314,13.3127
522,2011-06-07,00:00:00.00,0.00191233,61.5079,22.3986,6.3405,12.8195
523,2011-06-08,00:00:00.00,0.0673004,59.3108,19.1705,6.11242,12.3559
524,2011-06-09,00:00:00.00,0.00280235,57.2193,14.0735,5.90002,11.9154
525,2011-06-10,00:00:00.00,1.62138,55.2417,11.6665,5.69864,11.5022
526,2011-06-11,00:00:00.00,20.3063,53.6463,10.8454,5.55457,11.1948
527,2011-06-12,00:00:00.00,3.64273,53.4283,15.8858,5.62901,11.2793
528,2011-06-13,00:00:00.00,0.421431,56.2102,51.8198,6.08682,12.0895
529,2011-06-14,00:00:00.00,0.0568326,60.162,49.8376,6.44855,12.878
530,2011-06-15,00:00:00.00,0.0208169,60.4462,31.1485,6.19716,12.5877
531,2011-06-16,00:00:00.00,0.0156537,56.6786,18.0945,5.71306,11.6542
532,2011-06-17,00:00:00.00,0.989776,52.6667,12.9125,5.37,10.8976
533,2011-06-18,00:00:00.00,0.126277,50.1298,10.5339,5.15358,10.4237
534,2011-06-19,00:00:00.00,0.104445,48.3965,9.8826,4.99499,10.0788
535,2011-06-20,00:00:00.00,3.58707,46.9269,12.0063,4.84405,9.77076
536,2011-06-21,00:00:00.00,1.0817,45.5591,62.8634,4.70147,9.47755
537,2011-06-22,00:00:00.00,2.8456,44.2372,50.6872,4.5667,9.20078
538,2011-06-23,00:00:00.00,0.545691,42.9894,34.2634,4.44006,8.93859
539,2011-06-24,00:00:00.00,1.54227,41.8284,20.6996,4.32003,8.69608
540,2011-06-25,00:00:00.00,2.83208,40.7263,15.5176,4.20568,8.47721
541,2011-06-26,00:00:00.00,0.00418329,39.6735,12.063,4.09645,8.26472
542,2011-06-27,00:00:00.00,0.0140018,38.6652,9.7976,3.99251,8.05147
543,2011-06-28,00:00:00.00,0.00559062,37.6885,8.2968,3.8932,7.84498
544,2011-06-29,00:00:00.00,0.00124361,36.7566,7.3341,3.79728,7.64616
545,2011-06-30,00:00:00.00,8.68327e-308,35.8703,6.5412,3.70597,7.45538
546,2011-07-01,00:00:00.00,0.000492549,35.011,5.6917,3.61992,7.27075
547,2011-07-02,00:00:00.00,0.140986,34.1619,5.0121,3.53512,7.0885
548,2011-07-03,00:00:00.00,4.61402,33.3396,4.5873,3.4509,6.91194
549,2011-07-04,00:00:00.00,1.67663,32.5462,4.3608,3.37006,6.74568
550,2011-07-05,00:00:00.00,0.14302,31.7896,9.656,3.29305,6.5901
551,2011-07-06,00:00:00.00,0.0024851,31.08,9.3446,3.21969,6.44171
552,2011-07-07,00:00:00.00,0.307611,30.4053,8.7499,3.14898,6.29739
553,2011-07-08,00:00:00.00,0.0437587,29.7392,6.8527,3.0799,6.15628
554,2011-07-09,00:00:00.00,0.300014,29.082,5.1537,3.01243,6.02029
555,2011-07-10,00:00:00.00,0.0063198,28.4473,4.3042,2.94899,5.887
556,2011-07-11,00:00:00.00,3.4e-308,27.8321,3.5113,2.88849,5.75533
557,2011-07-12,00:00:00.00,18.4506,27.3353,3.5113,2.84537,5.66025
558,2011-07-13,00:00:00.00,0.112873,27.3804,9.0048,2.88843,5.73736
559,2011-07-14,00:00:00.00,0.0213366,28.6354,9.0331,3.1106,6.13621
560,2011-07-15,00:00:00.00,0.00253822,30.5191,13.8753,3.30262,6.54882
561,2011-07-16,00:00:00.00,0.00314943,31.0531,12.516,3.21741,6.47137
562,2011-07-17,00:00:00.00,0.00319464,29.6776,7.8154,2.99849,6.03825
563,2011-07-18,00:00:00.00,0.00420248,27.8132,5.4368,2.83178,5.65697
564,2011-07-19,00:00:00.00,9.59532,26.566,4.2758,2.74119,5.45624
565,2011-07-20,00:00:00.00,11.3301,26.058,4.8139,2.71999,5.40912
566,2011-07-21,00:00:00.00,0.0814365,26.3848,7.0509,2.80106,5.56149
567,2011-07-22,00:00:00.00,0.000233954,27.5108,20.8978,2.95981,5.86366
568,2011-07-23,00:00:00.00,3.01358,28.4967,27.4957,3.02233,6.01029
569,2011-07-24,00:00:00.00,37.9338,28.4757,213.509,2.95337,5.89797
570,2011-07-25,00:00:00.00,22.4443,28.8306,291.663,3.08269,6.09147
571,2011-07-26,00:00:00.00,0.676732,33.025,291.663,3.84297,7.40917
572,2011-07-27,00:00:00.00,0.569591,41.3781,243.525,4.85548,9.40393
573,2011-07-28,00:00:00.00,0.0395298,47.2431,212.093,5.067,10.1505
574,2011-07-29,00:00:00.00,1.09529,45.515,122.046,4.46921,9.18219
575,2011-07-30,00:00:00.00,1.9607,39.9324,59.1822,3.87243,7.96845
576,2011-07-31,00:00:00.00,0.0784417,35.602,27.8638,3.57177,7.25216
577,2011-08-01,00:00:00.00,0.0499531,33.5012,17.4149,3.44112,6.90359
578,2011-08-02,00:00:00.00,6.75837,32.4594,15.7725,3.35414,6.72004
579,2011-08-03,00:00:00.00,0.224081,31.6981,32.8475,3.28819,6.58214
580,2011-08-04,00:00:00.00,6.59379,31.2663,29.7327,3.25949,6.51269
581,2011-08-05,00:00:00.00,0.0707818,31.0303,23.2764,3.243,6.48325
582,2011-08-06,00:00:00.00,0.0167984,30.8292,15.9141,3.21443,6.43443
583,2011-08-07,00:00:00.00,12.6945,30.4887,12.4594,3.17132,6.35072
584,2011-08-08,00:00:00.00,7.42072,30.2177,39.0772,3.1564,6.30844
585,2011-08-09,00:00:00.00,0.702342,30.6191,69.3763,3.25627,6.47635
586,2011-08-10,00:00:00.00,35.3093,31.9801,55.7842,3.44498,6.84161
587,2011-08-11,00:00:00.00,0.207804,34.2011,64.5624,3.71595,7.36704
588,2011-08-12,00:00:00.00,1.1e-308,38.2616,65.6951,4.30202,8.40953
589,2011-08-13,00:00:00.00,0.00136566,43.1881,44.1743,4.77622,9.43856
590,2011-08-14,00:00:00.00,0.41167,44.3109,20.8978,4.52482,9.21655
591,2011-08-15,00:00:00.00,10.3684,40.827,12.7143,3.99617,8.22149
592,2011-08-16,00:00:00.00,0.74483,36.9798,10.2224,3.72077,7.57187
593,2011-08-17,00:00:00.00,0.0155399,35.6004,8.042,3.72426,7.46299
594,2011-08-18,00:00:00.00,0.000597559,35.8202,6.6828,3.77347,7.55023
595,2011-08-19,00:00:00.00,0.372275,35.5147,5.6917,3.66654,7.39656
596,2011-08-20,00:00:00.00,0.122614,34.1991,5.0687,3.49041,7.04811
597,2011-08-21,00:00:00.00,0.121612,32.6608,4.5024,3.34869,6.73794
598,2011-08-22,00:00:00.00,2.87002,31.4945,4.1059,3.24732,6.52426
599,2011-08-23,00:00:00.00,0.00363951,30.6465,3.9077,3.16629,6.36127
600,2011-08-24,00:00:00.00,0.370631,29.9092,3.6529,3.09112,6.21253
601,2011-08-25,00:00:00.00,27.2081,29.3862,5.182,3.05594,6.12625
602,2011-08-26,00:00:00.00,6.97959,29.8837,17.0751,3.1972,6.35427
603,2011-08-27,00:00:00.00,0.0194689,32.8155,25.3153,3.67492,7.21226
604,2011-08-28,00:00:00.00,0.0457403,37.2798,17.9529,4.15417,8.17534
605,2011-08-29,00:00:00.00,0.00231113,39.2143,10.8737,4.08569,8.25999
606,2011-08-30,00:00:00.00,4.80214e-308,37.1235,8.1836,3.68111,7.57046
607,2011-08-31,00:00:00.00,1.13816e-308,33.8503,6.343,3.38396,6.8801
608,2011-09-01,00:00:00.00,0.0766856,31.5896,5.1253,3.22246,6.49396
609,2011-09-02,00:00:00.00,0.837666,30.367,4.2758,3.12857,6.28928
610,2011-09-03,00:00:00.00,0.00272883,29.5779,3.6529,3.05571,6.13507
611,2011-09-04,00:00:00.00,5.67123,28.8745,3.1715,2.98664,5.99072
612,2011-09-05,00:00:00.00,12.3585,28.3514,3.4547,2.94799,5.89901
613,2011-09-06,00:00:00.00,0.0456239,28.3659,5.9465,2.99074,5.96967
614,2011-09-07,00:00:00.00,1.78074,29.2706,11.8364,3.14091,6.25657
615,2011-09-08,00:00:00.00,18.3899,30.5339,9.5711,3.26274,6.52726
616,2011-09-09,00:00:00.00,9.32177,31.3895,82.6852,3.31153,6.64918
617,2011-09-10,00:00:00.00,2.46485,32.6918,82.1189,3.51973,7.00824
618,2011-09-11,00:00:00.00,3.05088,35.0748,43.0416,3.82952,7.59428
619,2011-09-12,00:00:00.00,1.47769,36.5078,71.0753,3.83351,7.72417
620,2011-09-13,00:00:00.00,0.164874,35.2604,54.3683,3.54571,7.24012
621,2011-09-14,00:00:00.00,0.0142925,32.634,21.8606,3.2793,6.65119
622,2011-09-15,00:00:00.00,2.8093,30.5606,13.1107,3.11508,6.28346
623,2011-09-16,00:00:00.00,1.72526,29.3846,9.1463,3.0239,6.09448
624,2011-09-17,00:00:00.00,0.00845951,28.6358,6.881,2.96236,5.96805
625,2011-09-18,00:00:00.00,0.00278033,28.0324,5.7483,2.90431,5.84874
626,2011-09-19,00:00:00.00,0.0489271,27.4682,5.1537,2.8468,5.72584
627,2011-09-20,00:00:00.00,10.7226,26.9571,4.7006,2.79751,5.62397
628,2011-09-21,00:00:00.00,0.219444,26.7774,5.6917,2.803,5.62584
629,2011-09-22,00:00:00.00,15.8216,27.4255,5.7766,2.92658,5.85421
630,2011-09-23,00:00:00.00,0.50859,28.9983,16.9901,3.14377,6.2603
631,2011-09-24,00:00:00.00,18.9646,31.1665,53.5188,3.38738,6.7459
632,2011-09-25,00:00:00.00,0.548538,33.5528,144.982,3.63604,7.25401
633,2011-09-26,00:00:00.00,1.66489,35.8995,91.1802,3.8836,7.73673
634,2011-09-27,00:00:00.00,30.7369,37.7109,153.477,4.02889,8.05265
635,2011-09-28,00:00:00.00,2.16731,38.7737,359.624,4.09736,8.22702
636,2011-09-29,00:00:00.00,3.48978,41.2078,216.058,4.52021,8.95165
637,2011-09-30,00:00:00.00,11.6703,45.3897,135.921,4.98455,9.90091
638,2011-10-01,00:00:00.00,3.0463,47.2609,152.061,4.90384,9.95503
639,2011-10-02,00:00:00.00,6.58403,46.1124,129.691,4.72469,9.58952
640,2011-10-03,00:00:00.00,0.509592,45.0885,116.949,4.71155,9.50451
641,2011-10-04,00:00:00.00,1.46237,44.7572,71.0753,4.65925,9.42954
642,2011-10-05,00:00:00.00,0.0868832,43.8334,45.8733,4.50885,9.14905
643,2011-10-06,00:00:00.00,0.0249301,41.9769,30.299,4.27364,8.69949
644,2011-10-07,00:00:00.00,0.0412031,39.858,22.1721,4.05578,8.25906
645,2011-10-08,00:00:00.00,0.00956658,38.1096,17.4432,3.90818,7.93521
646,2011-10-09,00:00:00.00,0.00379202,36.8847,14.6115,3.79998,7.6975
647,2011-10-10,00:00:00.00,0.000235075,35.9428,12.2046,3.71009,7.50571
648,2011-10-11,00:00:00.00,0.00599258,35.097,10.5339,3.62633,7.32711
649,2011-10-12,00:00:00.00,0.00723443,34.2821,9.4578,3.54479,7.15534
650,2011-10-13,00:00:00.00,2.79599,33.5005,8.665,3.4657,6.99536
651,2011-10-14,00:00:00.00,1.21129,32.8028,7.957,3.39752,6.8575
652,2011-10-15,00:00:00.00,0.849226,32.2306,7.5323,3.34562,6.75044
653,2011-10-16,00:00:00.00,0.314841,31.7395,7.3341,3.29483,6.65093
654,2011-10-17,00:00:00.00,0.328734,31.174,7.0226,3.22677,6.52132
655,2011-10-18,00:00:00.00,2.68934e-308,30.5035,7.0509,3.15073,6.3696
656,2011-10-19,00:00:00.00,2.33334,29.8209,6.881,3.0823,6.22983
657,2011-10-20,00:00:00.00,53.8282,29.7151,15.3194,3.12637,6.28345
658,2011-10-21,00:00:00.00,4.92303,32.4844,297.327,3.65984,7.19257
659,2011-10-22,00:00:00.00,0.815572,42.368,339.802,5.18076,9.93506
