 radcl\20100101_met.r
    9  744  744   24
 location                          precip   o        c       qpm     qpc
02GA010                               0.     40.     32.     32.      0.      0.
02GA018                               0.     15.      9.      9.      0.      0.
02GA038                               0.     17.      3.      3.      0.      0.
02GA047                               0.     17.     17.     17.      0.      0.
02GB007                               0.     17.     12.     12.      0.      0.
02GC002                               0.     26.      7.      7.      0.      0.
02GC010                               0.     22.     13.     13.      0.      0.
02GC018                               0.     26.      6.      6.      0.      0.
02GD004                               0.     19.     11.     11.      0.      0.
  hour    then pairs of measured and computed flows
      24   16.00   26.02    4.09    4.50    2.40    0.49    5.60    6.68    2.50    2.16    1.05    1.19    2.02    2.58    0.98    1.04    1.95    2.10
      48   17.00   25.42    2.40    4.30    2.00    0.56    5.40    6.49    2.20    1.98    1.00    1.11    1.95    2.56    0.85    0.98    1.86    2.03
      72   16.00   24.93    2.80    4.11    1.62    0.57    5.20    6.31    1.85    1.77    0.95    1.01    1.88    2.43    0.80    0.91    1.79    1.92
      96   18.00   24.37    3.30    3.41    1.32    0.54    5.05    5.77    1.65    1.54    0.89    0.91    1.81    2.29    0.78    0.84    1.72    1.79
     120   21.00   23.59    2.50    2.47    1.13    0.47    5.00    5.12    1.50    1.36    0.86    0.83    1.73    2.15    0.75    0.78    1.66    1.67
     144   24.00   21.68    1.97    1.84    0.99    0.42    4.95    4.64    1.38    1.25    0.83    0.75    1.69    2.02    0.72    0.72    1.60    1.54
     168   21.50   18.40    1.82    1.59    0.88    0.38    4.90    4.37    1.30    1.18    0.81    0.71    1.65    1.91    0.70    0.68    1.55    1.44
     192   20.00   15.26    1.74    1.46    0.82    0.37    4.81    4.28    1.25    1.15    0.78    0.69    1.63    1.82    0.67    0.66    1.50    1.36
     216   18.50   13.18    1.68    1.37    0.75    0.36    4.40    4.29    1.20    1.13    0.77    0.67    1.59    1.74    0.66    0.62    1.46    1.29
     240   17.00   11.90    1.61    1.33    0.70    0.36    3.90    4.32    1.15    1.12    0.75    0.65    1.57    1.67    0.65    0.60    1.42    1.24
     264   16.00   10.93    1.80    1.32    0.65    0.36    4.40    4.30    1.12    1.11    0.73    0.64    1.54    1.63    0.64    0.59    1.38    1.20
     288   15.00   10.10    1.78    1.31    0.60    0.37    4.39    4.23    1.15    1.10    0.72    0.63    1.53    1.58    0.63    0.58    1.35    1.17
     312   14.00    9.44    1.70    1.31    0.56    0.36    4.38    4.13    1.12    1.10    0.71    0.62    1.52    1.55    0.62    0.57    1.32    1.15
     336   13.00    9.00    1.61    1.30    0.52    0.36    4.39    4.03    1.11    1.09    0.70    0.61    1.53    1.52    0.61    0.57    1.29    1.13
     360   12.00    8.72    1.49    1.29    0.49    0.35    4.38    3.94    1.18    1.08    0.69    0.61    1.58    1.49    0.61    0.56    1.26    1.11
     384   11.50    8.54    1.49    1.28    0.46    0.35    4.37    3.86    1.27    1.07    0.68    0.60    1.59    1.47    0.60    0.56    1.24    1.10
     408   11.00    8.42    1.47    1.27    0.44    0.34    4.39    3.79    1.24    1.06    0.67    0.60    1.60    1.47    0.59    0.56    1.22    1.09
     432   10.50    8.33    1.48    1.26    0.42    0.34    4.40    3.74    1.22    1.09    0.66    0.60    1.62    1.45    0.59    0.55    1.20    1.08
     456    9.80    8.26    1.41    1.25    0.40    0.34    4.39    3.70    1.21    1.08    0.66    0.60    1.60    1.44    0.59    0.55    1.18    1.08
     480    9.30    8.20    1.36    1.25    0.39    0.35    4.20    3.67    1.18    1.06    0.65    0.59    1.57    1.43    0.58    0.55    1.17    1.07
