time,date,hour,precip [mm/day],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s]
74,2010-03-16,00:00:00.00,0.317822,69.2891,104.206,6.78904
75,2010-03-17,00:00:00.00,0.00811094,57.4281,87.4991,5.61763
76,2010-03-18,00:00:00.00,0,50.4812,76.1723,4.94336
77,2010-03-19,00:00:00.00,1.94889e-308,44.6156,63.7129,4.40841
78,2010-03-20,00:00:00.00,1.0769e-308,40.8092,50.1208,4.03777
79,2010-03-21,00:00:00.00,0.0326112,37.2897,38.5109,3.71297
80,2010-03-22,00:00:00.00,0.109429,34.8873,32.5644,3.48279
81,2010-03-23,00:00:00.00,19.1404,50.2881,50.404,5.59921
82,2010-03-24,00:00:00.00,3.00447,68.0416,117.232,7.19299
83,2010-03-25,00:00:00.00,3.76464e-308,59.9043,58.3327,5.83621
84,2010-03-26,00:00:00.00,14.7587,66.3797,49.5545,7.11884
85,2010-03-27,00:00:00.00,0.00942306,77.542,62.5802,7.96958
86,2010-03-28,00:00:00.00,0.000701372,64.7169,48.9881,6.26111
87,2010-03-29,00:00:00.00,7.68397,61.2016,45.8733,6.25322
88,2010-03-30,00:00:00.00,0.687326,62.0935,60.0317,6.25487
89,2010-03-31,00:00:00.00,0.00179287,53.8782,45.307,5.26924
90,2010-04-01,00:00:00.00,0.000854737,47.3382,35.9624,4.6852
91,2010-04-02,00:00:00.00,1.0373e-308,42.9626,30.5822,4.25077
92,2010-04-03,00:00:00.00,0,39.222,24.579,3.90522
93,2010-04-04,00:00:00.00,2.91754e-308,36.4084,22.7101,3.63188
94,2010-04-05,00:00:00.00,1.6861e-308,33.9934,19.3121,3.40874
95,2010-04-06,00:00:00.00,0.16711,32.095,15.7158,3.21943
96,2010-04-07,00:00:00.00,0.0746959,30.3191,13.5921,3.05044
97,2010-04-08,00:00:00.00,0.0171319,28.8572,12.2329,2.90551
98,2010-04-09,00:00:00.00,4.23244,28.809,18.7741,2.94966
99,2010-04-10,00:00:00.00,0.310022,29.1249,19.4537,2.96645
100,2010-04-11,00:00:00.00,3.28927e-308,27.7273,17.8962,2.79027
101,2010-04-12,00:00:00.00,0.00441211,26.4286,15.376,2.6678
102,2010-04-13,00:00:00.00,0.0211305,25.4568,16.5654,2.57029
103,2010-04-14,00:00:00.00,7.30728,28.0193,26.4196,2.94295
104,2010-04-15,00:00:00.00,9.50245e-308,30.7841,16.5654,3.17112
105,2010-04-16,00:00:00.00,0.00106363,28.5586,14.0168,2.85182
106,2010-04-17,00:00:00.00,2.69988,26.7304,13.5355,2.7048
107,2010-04-18,00:00:00.00,0.0519225,25.8401,14.923,2.61005
108,2010-04-19,00:00:00.00,0.132603,24.8395,13.224,2.51535
109,2010-04-20,00:00:00.00,0,24.0283,12.6576,2.42522
110,2010-04-21,00:00:00.00,0,23.1049,11.525,2.337
111,2010-04-22,00:00:00.00,0.00177385,22.3633,10.6471,2.26124
112,2010-04-23,00:00:00.00,0.00455698,21.617,10.817,2.19127
113,2010-04-24,00:00:00.00,0.000241389,21.0195,10.2507,2.13111
114,2010-04-25,00:00:00.00,2.66876,20.3912,9.8543,2.06869
115,2010-04-26,00:00:00.00,22.4707,33.6528,37.6614,3.84131
116,2010-04-27,00:00:00.00,7.91877,51.9459,57.7664,5.63809
117,2010-04-28,00:00:00.00,0.00171805,50.5109,36.8119,5.03816
118,2010-04-29,00:00:00.00,3.07724e-308,43.0724,23.1065,4.28113
119,2010-04-30,00:00:00.00,0.00150069,38.9702,23.1065,3.86569
120,2010-05-01,00:00:00.00,0.000197543,35.2816,21.1244,3.51745
121,2010-05-02,00:00:00.00,0.0395134,32.6461,19.9917,3.25365
122,2010-05-03,00:00:00.00,0.945405,30.157,21.3792,3.02418
123,2010-05-04,00:00:00.00,1.84232,28.3753,19.1705,2.84802
124,2010-05-05,00:00:00.00,0.419272,26.6795,15.376,2.68766
125,2010-05-06,00:00:00.00,4.79505,26.1226,16.1123,2.65703
126,2010-05-07,00:00:00.00,5.12998,26.9303,28.2036,2.77288
127,2010-05-08,00:00:00.00,4.69009,27.8408,18.859,2.85639
128,2010-05-09,00:00:00.00,11.4421,33.3658,39.0772,3.57046
129,2010-05-10,00:00:00.00,0.885492,38.2005,38.5109,3.95666
130,2010-05-11,00:00:00.00,0.000544407,34.3349,27.5523,3.39228
131,2010-05-12,00:00:00.00,16.2185,42.1148,36.2456,4.58535
132,2010-05-13,00:00:00.00,1.11357,51.6044,64.8456,5.36395
133,2010-05-14,00:00:00.00,4.27073,45.5584,44.1743,4.48453
134,2010-05-15,00:00:00.00,4.11976,41.109,85.8,4.13349
135,2010-05-16,00:00:00.00,0.0010018,38.0507,40.7763,3.7797
136,2010-05-17,00:00:00.00,0.00250507,34.4811,30.299,3.4443
137,2010-05-18,00:00:00.00,7.15062,35.0429,30.0159,3.5923
138,2010-05-19,00:00:00.00,8.43858,39.8859,55.7842,4.18739
139,2010-05-20,00:00:00.00,0.0342338,41.1852,45.0238,4.17427
140,2010-05-21,00:00:00.00,8.04489e-308,36.6161,37.6614,3.63377
141,2010-05-22,00:00:00.00,0.711074,33.3086,33.4139,3.33121
142,2010-05-23,00:00:00.00,8.00482,34.0519,37.6614,3.51052
143,2010-05-24,00:00:00.00,0.158864,35.224,61.1644,3.5937
144,2010-05-25,00:00:00.00,0.00570398,32.134,42.1921,3.19551
145,2010-05-26,00:00:00.00,0.000168901,29.4407,32.2812,2.96288
146,2010-05-27,00:00:00.00,0.00950761,27.6893,26.0515,2.77833
147,2010-05-28,00:00:00.00,0.00102904,25.8907,23.2764,2.61228
148,2010-05-29,00:00:00.00,1.23185e-308,24.5548,20.9828,2.47582
149,2010-05-30,00:00:00.00,1.66844e-308,23.2224,20.7562,2.35123
150,2010-05-31,00:00:00.00,7.3796e-308,22.1564,18.3776,2.24084
151,2010-06-01,00:00:00.00,21.2515,31.7318,36.2456,3.54738
152,2010-06-02,00:00:00.00,5.82788,42.9107,80.703,4.55849
153,2010-06-03,00:00:00.00,2.04217,38.8,28.6,3.83144
154,2010-06-04,00:00:00.00,0.60297,33.8364,24.664,3.39878
155,2010-06-05,00:00:00.00,0.324553,31.402,30.299,3.13238
156,2010-06-06,00:00:00.00,4.17515,28.8427,25.3436,2.90198
157,2010-06-07,00:00:00.00,17.7212,36.999,92.0298,4.02321
158,2010-06-08,00:00:00.00,0.531255,45.1085,55.501,4.71314
