time,date,hour,precip [mm/day],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,5.39709,9.30073,
1,2010-01-02,00:00:00.00,1.50375,3.43677,6.61632,4.5
2,2010-01-03,00:00:00.00,0.741504,0.741932,2.34465,4.2
3,2010-01-04,00:00:00.00,1.25177,0.0330271,0.571976,4.05
4,2010-01-05,00:00:00.00,0.342673,0.0795809,0.195071,3.92
5,2010-01-06,00:00:00.00,3.02239,0.112564,0.154645,3.79
6,2010-01-07,00:00:00.00,0.0756507,0.128412,0.225815,3.68
7,2010-01-08,00:00:00.00,5.29508,0.131534,0.213214,3.62
8,2010-01-09,00:00:00.00,3.45739,0.130763,0.233368,3.54
9,2010-01-10,00:00:00.00,0.00587025,0.130118,0.219034,3.48
10,2010-01-11,00:00:00.00,0.0862338,0.12931,0.227264,3.38
11,2010-01-12,00:00:00.00,2.28477,0.128658,0.219241,3.32
12,2010-01-13,00:00:00.00,0.0494382,0.127973,0.22295,3.28
13,2010-01-14,00:00:00.00,0.000132548,0.127349,0.21835,3.23
14,2010-01-15,00:00:00.00,0.183107,0.126686,0.219721,3.18
15,2010-01-16,00:00:00.00,0.43311,0.126008,0.216773,3.15
16,2010-01-17,00:00:00.00,0.0130891,0.125287,0.216832,3.11
17,2010-01-18,00:00:00.00,0.00192431,0.124541,0.214644,3.09
18,2010-01-19,00:00:00.00,0.00350991,0.123772,0.213986,3.07
19,2010-01-20,00:00:00.00,0.0389693,0.122977,0.212157,3.04
20,2010-01-21,00:00:00.00,0.0208275,0.122151,0.211086,3.02
21,2010-01-22,00:00:00.00,0.000317145,0.121322,0.209417,3
22,2010-01-23,00:00:00.00,0.00634895,0.120516,0.208188,2.98
23,2010-01-24,00:00:00.00,0,0.119738,0.206705,2.97
24,2010-01-25,00:00:00.00,12.553,0.132343,0.221923,2.96
25,2010-01-26,00:00:00.00,9.33012,0.237332,0.355988,28.4
26,2010-01-27,00:00:00.00,1.28433,0.575242,0.814604,29.4
27,2010-01-28,00:00:00.00,1.31639,1.1077,1.61392,10.4
28,2010-01-29,00:00:00.00,2.61877,1.39904,2.218,6.52
29,2010-01-30,00:00:00.00,0.254829,1.11179,2.03543,5.54
30,2010-01-31,00:00:00.00,0.0265178,0.570377,1.28351,4.69
31,2010-02-01,00:00:00.00,0.730658,0.242425,0.628472,4.08
32,2010-02-02,00:00:00.00,0.248078,0.158541,0.337618,3.85
33,2010-02-03,00:00:00.00,2.19049,0.154362,0.272385,3.59
34,2010-02-04,00:00:00.00,0.393279,0.154829,0.266593,3.39
35,2010-02-05,00:00:00.00,0.0835919,0.153782,0.265488,3.22
36,2010-02-06,00:00:00.00,0.000221551,0.153049,0.264159,3.1
37,2010-02-07,00:00:00.00,0.00698939,0.152217,0.262658,3
38,2010-02-08,00:00:00.00,1.52e-308,0.151355,0.261286,2.92
39,2010-02-09,00:00:00.00,0.000202928,0.150565,0.259816,2.85
40,2010-02-10,00:00:00.00,2.72956,0.149823,0.258558,2.79
41,2010-02-11,00:00:00.00,5.74307,0.14916,0.257334,2.73
42,2010-02-12,00:00:00.00,0.00359168,0.148524,0.256241,2.71
43,2010-02-13,00:00:00.00,0.306469,0.147927,0.255173,2.69
44,2010-02-14,00:00:00.00,0.783791,0.147351,0.254177,2.69
45,2010-02-15,00:00:00.00,1.41918,0.146753,0.253145,2.67
46,2010-02-16,00:00:00.00,0.192675,0.146095,0.252048,2.67
47,2010-02-17,00:00:00.00,0.551814,0.14539,0.250855,2.65
48,2010-02-18,00:00:00.00,0.351806,0.144656,0.24961,2.65
49,2010-02-19,00:00:00.00,0.00851751,0.143911,0.24833,2.65
50,2010-02-20,00:00:00.00,0.00548016,0.143159,0.247037,2.63
51,2010-02-21,00:00:00.00,0.000751552,0.142391,0.245719,2.63
52,2010-02-22,00:00:00.00,4.7643e-308,0.141601,0.244369,2.63
53,2010-02-23,00:00:00.00,13.7548,0.143463,0.24627,2.61
54,2010-02-24,00:00:00.00,1.00674,0.156402,0.262837,2.61
55,2010-02-25,00:00:00.00,0.312828,0.185361,0.30373,2.61
56,2010-02-26,00:00:00.00,1.55155,0.209314,0.345959,2.57
57,2010-02-27,00:00:00.00,3.59999,0.199812,0.346792,2.57
58,2010-02-28,00:00:00.00,1.76878,0.169456,0.308179,2.55
59,2010-03-01,00:00:00.00,0.0992012,0.150165,0.270989,2.55
60,2010-03-02,00:00:00.00,0.000974841,0.146012,0.2548,2.81
61,2010-03-03,00:00:00.00,0.00123542,0.144631,0.249887,2.94
62,2010-03-04,00:00:00.00,0.00115844,0.14166,0.245567,3.46
63,2010-03-05,00:00:00.00,1.14763e-308,0.139211,0.241254,4.85
64,2010-03-06,00:00:00.00,5.7381e-308,0.138004,0.238472,5.87
65,2010-03-07,00:00:00.00,0.000466407,0.137255,0.236845,6.72
66,2010-03-08,00:00:00.00,0.000244822,0.136546,0.235584,8.48
67,2010-03-09,00:00:00.00,0,0.135833,0.234347,9.78
68,2010-03-10,00:00:00.00,0.0569285,0.181409,0.290098,10.4
69,2010-03-11,00:00:00.00,0.0233485,0.419687,0.601267,10.6
70,2010-03-12,00:00:00.00,0.00241419,0.938608,1.3383,11.9
71,2010-03-13,00:00:00.00,1.64416,1.36916,2.09761,12.9
72,2010-03-14,00:00:00.00,21.7436,1.23565,2.15806,15.2
73,2010-03-15,00:00:00.00,5.64915,0.839162,1.66209,43.7
74,2010-03-16,00:00:00.00,0.0557232,0.798693,1.43348,46.8
75,2010-03-17,00:00:00.00,4.19187e-308,1.0135,1.63551,31.5
76,2010-03-18,00:00:00.00,2.01473e-308,0.97667,1.6784,23.1
77,2010-03-19,00:00:00.00,1.00736e-308,0.654584,1.29463,16.7
78,2010-03-20,00:00:00.00,0.000132625,0.377297,0.818326,13.4
79,2010-03-21,00:00:00.00,0.0671316,0.273113,0.543264,11.1
80,2010-03-22,00:00:00.00,0.372675,0.257332,0.45722,9.34
81,2010-03-23,00:00:00.00,3.39937,0.25955,0.446562,8.14
82,2010-03-24,00:00:00.00,4.01212,0.273731,0.464055,7.74
83,2010-03-25,00:00:00.00,0.0321422,0.315761,0.521633,7.87
84,2010-03-26,00:00:00.00,0.961046,0.37693,0.614722,8.08
85,2010-03-27,00:00:00.00,0.000405329,0.406239,0.679396,7.27
86,2010-03-28,00:00:00.00,0.000586753,0.373353,0.6569,6.23
87,2010-03-29,00:00:00.00,11.9229,0.332669,0.596639,5.84
88,2010-03-30,00:00:00.00,1.26508,0.37724,0.631115,7.9
89,2010-03-31,00:00:00.00,0.00440623,0.537133,0.841012,9
90,2010-04-01,00:00:00.00,0.000149075,0.677663,1.08232,8.49
91,2010-04-02,00:00:00.00,0,0.632559,1.09956,7.14
92,2010-04-03,00:00:00.00,0,0.469303,0.895526,6.14
93,2010-04-04,00:00:00.00,0.0469767,0.357468,0.686087,5.55
94,2010-04-05,00:00:00.00,0.0546262,0.32678,0.585674,5.02
95,2010-04-06,00:00:00.00,0.0895246,0.325328,0.562372,4.64
96,2010-04-07,00:00:00.00,17.3579,0.346574,0.586114,5.56
97,2010-04-08,00:00:00.00,23.5906,0.485625,0.765642,8.77
98,2010-04-09,00:00:00.00,19.4706,0.915978,1.35197,33
99,2010-04-10,00:00:00.00,0.200822,1.62886,2.41296,50.6
100,2010-04-11,00:00:00.00,0.00147693,2.2032,3.44569,36.9
101,2010-04-12,00:00:00.00,0.010086,2.16034,3.69416,21.1
102,2010-04-13,00:00:00.00,0.00294274,1.58455,3.02524,14
103,2010-04-14,00:00:00.00,0.415569,1.01353,2.08285,10.8
104,2010-04-15,00:00:00.00,0,0.748536,1.46602,8.67
105,2010-04-16,00:00:00.00,4.22287e-308,0.694125,1.23901,7.4
106,2010-04-17,00:00:00.00,0.689294,0.696014,1.19957,6.8
107,2010-04-18,00:00:00.00,1.01182,0.700234,1.2026,6.37
108,2010-04-19,00:00:00.00,0.00186601,0.703463,1.20874,5.92
109,2010-04-20,00:00:00.00,3.7514e-308,0.707134,1.21479,5.53
110,2010-04-21,00:00:00.00,0.000450583,0.710949,1.22126,5.26
111,2010-04-22,00:00:00.00,0.00291041,0.714605,1.22761,5.01
112,2010-04-23,00:00:00.00,2.5911e-308,0.7178,1.23334,4.8
113,2010-04-24,00:00:00.00,0,0.720559,1.23835,4.61
114,2010-04-25,00:00:00.00,0.151739,0.72309,1.24284,4.43
115,2010-04-26,00:00:00.00,16.7469,0.747446,1.27406,5.18
116,2010-04-27,00:00:00.00,0.698682,0.865817,1.42952,5.73
117,2010-04-28,00:00:00.00,0.00266917,1.13223,1.80628,5.28
118,2010-04-29,00:00:00.00,0.000481222,1.36056,2.20446,4.8
119,2010-04-30,00:00:00.00,0.00118032,1.30602,2.25554,4.49
120,2010-05-01,00:00:00.00,0.000651443,1.08119,1.9813,4.29
121,2010-05-02,00:00:00.00,4.19762,0.930755,1.69723,4.27
122,2010-05-03,00:00:00.00,0.144104,0.896243,1.56987,4.4
123,2010-05-04,00:00:00.00,7.68465,0.916548,1.56882,4.61
124,2010-05-05,00:00:00.00,0.627692,0.966006,1.63569,4.67
125,2010-05-06,00:00:00.00,14.0409,1.06084,1.77438,4.48
126,2010-05-07,00:00:00.00,0.129309,1.20783,1.99755,5.46
127,2010-05-08,00:00:00.00,17.6466,1.41437,2.31924,5.71
128,2010-05-09,00:00:00.00,6.59337,1.66186,2.72031,12.4
129,2010-05-10,00:00:00.00,0.00695202,1.92247,3.15885,11.6
130,2010-05-11,00:00:00.00,1.89769e-308,2.09876,3.50367,8.38
131,2010-05-12,00:00:00.00,17.146,2.0348,3.51938,7.05
132,2010-05-13,00:00:00.00,0.260846,1.88391,3.32618,11.8
133,2010-05-14,00:00:00.00,19.4436,2.00512,3.40607,11.1
134,2010-05-15,00:00:00.00,6.42969,2.37127,3.88564,22.4
135,2010-05-16,00:00:00.00,0.00432901,2.73626,4.49521,24
136,2010-05-17,00:00:00.00,0,2.9183,4.90386,17.5
137,2010-05-18,00:00:00.00,0.0200636,2.75764,4.81165,11
138,2010-05-19,00:00:00.00,0.389096,2.40044,4.3261,7.97
139,2010-05-20,00:00:00.00,0.0088597,2.1383,3.84251,6.63
140,2010-05-21,00:00:00.00,0.00172847,2.03729,3.57504,5.82
141,2010-05-22,00:00:00.00,0.00435713,2.01281,3.48277,5.19
142,2010-05-23,00:00:00.00,13.017,2.01927,3.47289,5.39
143,2010-05-24,00:00:00.00,0.00846139,2.10223,3.57648,5.84
144,2010-05-25,00:00:00.00,5.54331e-308,2.31571,3.87206,5.23
145,2010-05-26,00:00:00.00,1.22305e-308,2.4992,4.19083,4.8
146,2010-05-27,00:00:00.00,6.10285e-308,2.45215,4.22787,4.41
147,2010-05-28,00:00:00.00,0.00947984,2.27697,4.01344,4.08
148,2010-05-29,00:00:00.00,0.0580368,2.15422,3.78427,3.81
149,2010-05-30,00:00:00.00,0.0388323,2.10575,3.65675,3.55
150,2010-05-31,00:00:00.00,0.0607328,2.08448,3.6014,3.34
151,2010-06-01,00:00:00.00,4.85851,2.06576,3.566,3.22
152,2010-06-02,00:00:00.00,7.74698,2.05568,3.54471,3.31
153,2010-06-03,00:00:00.00,8.56249,2.08708,3.57733,3.97
154,2010-06-04,00:00:00.00,3.275,2.19938,3.72705,4.78
155,2010-06-05,00:00:00.00,3.86096,2.35173,3.96205,4.4
156,2010-06-06,00:00:00.00,2.49366,2.40548,4.10028,4.42
