time,date,hour,precip [mm/day],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s]
329,2010-11-26,00:00:00.00,22.9827,8.50015,24.5271,19.397,14.5483
330,2010-11-27,00:00:00.00,0.138479,12.0767,35.5552,32.2812,20.6702
331,2010-11-28,00:00:00.00,0.0665762,10.995,31.0288,17.4432,18.0703
332,2010-11-29,00:00:00.00,9.268e-308,8.132,21.3752,12.9691,13.1736
333,2010-11-30,00:00:00.00,0.0030707,6.27483,16.2784,10.9869,10.1074
334,2010-12-01,00:00:00.00,18.4901,7.53759,21.1776,32.5644,12.7246
335,2010-12-02,00:00:00.00,0.713274,10.2461,30.0896,32.5644,17.4847
336,2010-12-03,00:00:00.00,0.530096,9.46046,26.6355,19.7652,15.6045
337,2010-12-04,00:00:00.00,0.197423,7.27242,19.2598,14.8663,11.8387
338,2010-12-05,00:00:00.00,0.284819,5.87938,15.3885,12.3461,9.45054
339,2010-12-06,00:00:00.00,0.387271,4.89936,12.8627,11.6099,7.89242
340,2010-12-07,00:00:00.00,0.300744,4.23932,11.3461,10.364,6.87129
341,2010-12-08,00:00:00.00,0.1157,3.7038,10.0741,9.5145,6.07157
342,2010-12-09,00:00:00.00,0.549415,3.34256,9.21911,8.7216,5.51829
343,2010-12-10,00:00:00.00,0.0545553,3.0721,8.48341,7.3057,5.07715
344,2010-12-11,00:00:00.00,2.29887,2.89415,8.04357,10.5905,4.80715
345,2010-12-12,00:00:00.00,0.241861,2.76864,7.72348,9.8543,4.60116
346,2010-12-13,00:00:00.00,24.0494,3.50054,10.0565,16.5654,5.98901
347,2010-12-14,00:00:00.00,1.0888,4.73519,14.0798,12.2895,8.19954
348,2010-12-15,00:00:00.00,0.250639,4.90513,14.0462,10.7887,8.2127
349,2010-12-16,00:00:00.00,0.0393444,4.44698,11.9736,8.4951,7.22689
350,2010-12-17,00:00:00.00,0.0219294,4.01127,10.8629,8.2968,6.54773
351,2010-12-18,00:00:00.00,0.154792,3.59073,9.8319,8.8632,5.89616
352,2010-12-19,00:00:00.00,0.50052,3.28622,9.05591,7.8154,5.42561
353,2010-12-20,00:00:00.00,0.904557,3.04516,8.42131,7.6739,5.03398
354,2010-12-21,00:00:00.00,0.041759,2.86183,7.93645,6.5695,4.74356
355,2010-12-22,00:00:00.00,0.0772787,2.7111,7.53752,7.0509,4.49605
356,2010-12-23,00:00:00.00,0.773917,2.58479,7.21748,7.504,4.30281
357,2010-12-24,00:00:00.00,0.0310147,2.48531,6.94678,7.4473,4.13465
358,2010-12-25,00:00:00.00,0.18341,2.40127,6.72768,6.0315,4.00385
359,2010-12-26,00:00:00.00,0.667905,2.33444,6.54063,5.72,3.88934
360,2010-12-27,00:00:00.00,0.720163,2.27487,6.38435,6.9376,3.7961
361,2010-12-28,00:00:00.00,0.100448,2.22562,6.24739,6.7111,3.71273
362,2010-12-29,00:00:00.00,0.0699212,2.1826,6.13087,7.0792,3.64315
363,2010-12-30,00:00:00.00,0.000519325,2.14612,6.02827,6.258,3.58166
364,2010-12-31,00:00:00.00,0.738541,2.11103,5.93848,6.7111,3.52705
365,2011-01-01,00:00:00.00,2.91038,5.49755,16.9668,12.0347,9.98633
366,2011-01-02,00:00:00.00,8.94924,12.2068,37.0661,36.5287,21.3014
367,2011-01-03,00:00:00.00,0.344712,14.5241,42.2268,30.5822,24.3039
368,2011-01-04,00:00:00.00,0.170116,11.649,32.0583,20.02,19.1173
369,2011-01-05,00:00:00.00,2.49739,8.50674,22.1247,17.0467,13.7352
370,2011-01-06,00:00:00.00,0.233587,6.55098,17.0046,12.516,10.5671
371,2011-01-07,00:00:00.00,2.69953,5.44844,14.2653,10.7887,8.73202
372,2011-01-08,00:00:00.00,1.28857,4.68858,12.3883,10.1091,7.57747
373,2011-01-09,00:00:00.00,1.21796,4.11124,11.1539,8.7782,6.71831
374,2011-01-10,00:00:00.00,0.0253039,3.71522,10.1434,7.2774,6.097
375,2011-01-11,00:00:00.00,0.00328204,3.42605,9.46829,7.419,5.66268
376,2011-01-12,00:00:00.00,9.72988,3.2084,8.88538,8.2968,5.31375
377,2011-01-13,00:00:00.00,2.16906,3.03998,8.45248,7.3907,5.04407
378,2011-01-14,00:00:00.00,0.25606,2.9058,8.09111,8.2968,4.82578
379,2011-01-15,00:00:00.00,0.891268,2.79996,7.80817,8.1553,4.65367
380,2011-01-16,00:00:00.00,3.43431,2.71377,7.57296,7.7871,4.51131
381,2011-01-17,00:00:00.00,0.0742524,2.63817,7.37601,7.4756,4.39249
382,2011-01-18,00:00:00.00,0.242004,2.58047,7.21202,7.1642,4.29225
383,2011-01-19,00:00:00.00,5.34122,2.68848,7.57298,11.525,4.51057
384,2011-01-20,00:00:00.00,0.328962,2.90454,8.26875,11.4117,4.89069
385,2011-01-21,00:00:00.00,1.428,2.93452,8.29261,8.4101,4.90195
386,2011-01-22,00:00:00.00,0.46242,2.85171,7.96169,7.5606,4.73691
387,2011-01-23,00:00:00.00,1.38212,2.77502,7.71895,6.4846,4.60056
388,2011-01-24,00:00:00.00,0.199852,2.69606,7.50121,7.1925,4.47146
389,2011-01-25,00:00:00.00,1.68047,2.6294,7.31376,6.343,4.36207
390,2011-01-26,00:00:00.00,0.169226,2.56531,7.15242,6.9943,4.26131
391,2011-01-27,00:00:00.00,0.127114,2.50021,7.00297,7.0226,4.16876
392,2011-01-28,00:00:00.00,2.81068,2.44382,6.87025,6.7111,4.08083
393,2011-01-29,00:00:00.00,0.891145,2.39914,6.75287,6.6828,4.01029
394,2011-01-30,00:00:00.00,5.74608,2.36386,6.65913,6.8244,3.95105
395,2011-01-31,00:00:00.00,0.169605,2.3337,6.57372,6.8527,3.90184
396,2011-02-01,00:00:00.00,0.0555265,2.31137,6.50478,6.2014,3.86006
397,2011-02-02,00:00:00.00,6.05091,2.29407,6.44265,6.3713,3.82715
398,2011-02-03,00:00:00.00,13.152,2.27528,6.39104,10.2224,3.79615
399,2011-02-04,00:00:00.00,0.000871624,2.25396,6.33575,7.5606,3.76362
400,2011-02-05,00:00:00.00,1.2897e-308,2.2372,6.28763,7.7022,3.73362
401,2011-02-06,00:00:00.00,2.13228,2.22284,6.24252,7.1075,3.70871
402,2011-02-07,00:00:00.00,0.918126,2.20485,6.20248,7.0792,3.6829
403,2011-02-08,00:00:00.00,0.67464,2.18255,6.15579,7.5889,3.65279
404,2011-02-09,00:00:00.00,0.186291,2.163,6.11201,7.5606,3.62298
405,2011-02-10,00:00:00.00,0.142169,2.15354,6.07338,7.0226,3.6015
406,2011-02-11,00:00:00.00,0.034914,2.15116,6.04839,7.3624,3.5897
407,2011-02-12,00:00:00.00,0.310441,2.14852,6.02617,6.9093,3.58074
408,2011-02-13,00:00:00.00,0.677514,2.13756,6.00239,6.9659,3.56631
409,2011-02-14,00:00:00.00,1.23467,2.11206,5.96544,7.5323,3.53943
410,2011-02-15,00:00:00.00,0.0576401,2.11509,6.02583,13.139,3.56617
411,2011-02-16,00:00:00.00,7.36393e-308,2.15064,6.15227,15.8008,3.63048
412,2011-02-17,00:00:00.00,0.0982548,2.15637,6.15091,13.1957,3.62855
413,2011-02-18,00:00:00.00,0.0412335,15.6214,47.591,23.9844,27.9919
414,2011-02-19,00:00:00.00,0.0171651,32.6488,101.192,48.9881,56.9042
415,2011-02-20,00:00:00.00,0.000290134,28.7599,80.2237,42.1921,46.2032
416,2011-02-21,00:00:00.00,12.3132,16.8284,40.4622,34.5466,26.7867
417,2011-02-22,00:00:00.00,17.3601,10.2034,26.4175,32.5644,16.932
418,2011-02-23,00:00:00.00,0.000594298,7.30125,18.4183,23.8428,11.4984
419,2011-02-24,00:00:00.00,0.0348871,6.0343,15.8223,19.0856,9.81052
420,2011-02-25,00:00:00.00,3.23441,5.1252,13.5363,17.8396,8.21378
421,2011-02-26,00:00:00.00,4.57502,4.55499,12.384,17.6697,7.53091
422,2011-02-27,00:00:00.00,3.12122,4.13258,11.3274,16.5654,6.74382
423,2011-02-28,00:00:00.00,1.94347,3.83659,10.6765,16.3955,6.41721
424,2011-03-01,00:00:00.00,13.4731,3.99819,11.3045,43.6079,6.69253
425,2011-03-02,00:00:00.00,0.00341051,4.41257,12.7653,43.0416,7.54233
426,2011-03-03,00:00:00.00,0.026132,4.42712,12.5292,32.2812,7.37082
427,2011-03-04,00:00:00.00,0.015455,4.16531,11.5316,28.0054,6.90313
428,2011-03-05,00:00:00.00,3.82858,4.14483,11.5978,24.041,6.90157
429,2011-03-06,00:00:00.00,20.5626,12.7773,37.7483,79.004,22.3384
430,2011-03-07,00:00:00.00,0.680271,23.5898,71.4061,90.6139,40.5769
431,2011-03-08,00:00:00.00,0.00257024,21.3593,60.8362,68.2436,35.0571
432,2011-03-09,00:00:00.00,0,13.9019,36.1015,54.6515,22.7835
433,2011-03-10,00:00:00.00,15.3257,12.0011,32.4608,62.0139,20.0677
434,2011-03-11,00:00:00.00,5.20123,21.7943,62.9019,82.1189,37.1742
435,2011-03-12,00:00:00.00,5.32377,33.201,98.8932,76.7387,56.6866
436,2011-03-13,00:00:00.00,0.174617,30.7139,85.4358,65.6951,49.9736
437,2011-03-14,00:00:00.00,0.427209,21.3799,54.61,52.6693,34.4128
438,2011-03-15,00:00:00.00,0.132012,14.5725,38.8336,44.7406,24.1613
439,2011-03-16,00:00:00.00,3.15627,10.6181,28.0177,41.0594,17.2182
440,2011-03-17,00:00:00.00,3.22992,9.64022,25.805,48.9881,15.8167
441,2011-03-18,00:00:00.00,0.000159505,9.80901,27.4294,58.899,16.3181
442,2011-03-19,00:00:00.00,0.000281774,8.83617,24.4013,63.7129,14.5859
443,2011-03-20,00:00:00.00,0,7.47949,20.3769,53.2357,12.3144
444,2011-03-21,00:00:00.00,7.05836,7.70668,21.438,39.3604,12.8775
445,2011-03-22,00:00:00.00,13.5849,11.7341,33.9901,69.6594,20.039
446,2011-03-23,00:00:00.00,7.46317,17.0987,49.5649,85.5169,28.8772
447,2011-03-24,00:00:00.00,11.3629,18.2766,52.094,92.0298,30.4401
448,2011-03-25,00:00:00.00,0.0535239,15.3599,42.5596,77.0218,25.455
449,2011-03-26,00:00:00.00,0.0140924,11.7153,31.1626,61.1644,19.0391
450,2011-03-27,00:00:00.00,0.0649756,9.14133,23.9447,44.1743,14.7816
451,2011-03-28,00:00:00.00,0.000783655,7.63225,20.308,38.2277,12.4496
452,2011-03-29,00:00:00.00,1.62411e-308,6.69689,18.0774,33.1307,10.9587
453,2011-03-30,00:00:00.00,1.48189e-308,6.07967,16.6157,30.299,10.0125
454,2011-03-31,00:00:00.00,0.000403017,5.67945,15.6187,27.439,9.37329
455,2011-04-01,00:00:00.00,0.0231792,6.84824,19.6953,26.7311,11.6924
456,2011-04-02,00:00:00.00,0.0118816,8.82065,25.9602,26.0798,15.0691
457,2011-04-03,00:00:00.00,0.663487,8.72013,24.7707,25.3153,14.5162
458,2011-04-04,00:00:00.00,6.28148,8.4767,23.6496,25.9665,14.1683
459,2011-04-05,00:00:00.00,1.62921,8.96767,25.3692,30.8654,15.013
460,2011-04-06,00:00:00.00,0.170762,8.30997,23.2226,33.4139,13.7989
461,2011-04-07,00:00:00.00,11.2635,9.57032,27.0934,45.5901,16.1844
462,2011-04-08,00:00:00.00,0.00458803,11.9439,34.5497,52.9525,20.2463
463,2011-04-09,00:00:00.00,2.19067,11.2087,31.6365,32.8475,18.5655
464,2011-04-10,00:00:00.00,0.00443289,9.21861,24.943,29.1664,15.0894
465,2011-04-11,00:00:00.00,0.132991,7.75399,20.9797,25.3436,12.7666
466,2011-04-12,00:00:00.00,4.02118,6.8913,19.0177,26.0798,11.4356
467,2011-04-13,00:00:00.00,0.000283207,6.51848,18.2908,29.1664,10.8968
468,2011-04-14,00:00:00.00,0.00101005,6.07528,17.096,25.9099,10.1519
469,2011-04-15,00:00:00.00,0.000240837,5.66217,15.8156,22.3703,9.44097
470,2011-04-16,00:00:00.00,0.007985,5.33218,14.9254,20.1616,8.89164
471,2011-04-17,00:00:00.00,12.4606,7.11035,20.9192,26.1081,12.3444
472,2011-04-18,00:00:00.00,0.298803,9.95024,29.7189,27.7788,17.1298
473,2011-04-19,00:00:00.00,2.53114,9.9941,28.5739,25.4002,16.6661
474,2011-04-20,00:00:00.00,9.89849,10.6725,30.002,24.8339,17.9578
475,2011-04-21,00:00:00.00,8.62304,13.9953,40.0256,45.8733,23.6165
476,2011-04-22,00:00:00.00,0.0444072,15.3101,43.6835,44.1743,25.5884
477,2011-04-23,00:00:00.00,12.9189,15.9029,44.5748,39.6436,26.4993
478,2011-04-24,00:00:00.00,10.1192,18.9095,53.254,76.4555,31.5931
479,2011-04-25,00:00:00.00,0.0425553,19.4065,54.9132,74.1901,32.292
480,2011-04-26,00:00:00.00,5.55737,16.1611,44.7529,56.9169,26.827
481,2011-04-27,00:00:00.00,0.804361,13.1407,35.8579,48.9881,21.7545
482,2011-04-28,00:00:00.00,11.513,12.7669,35.2825,52.3862,21.2787
483,2011-04-29,00:00:00.00,20.0106,19.1258,54.6707,125.727,32.4115
484,2011-04-30,00:00:00.00,1.94322,24.9834,72.3294,141.867,41.8426
485,2011-05-01,00:00:00.00,0.170341,21.2322,58.8767,100.242,34.7907
486,2011-05-02,00:00:00.00,2.85537,14.4894,38.3497,67.9604,23.8745
487,2011-05-03,00:00:00.00,0.0651391,10.4386,27.7194,52.3862,17.1224
488,2011-05-04,00:00:00.00,0.90903,8.41026,22.3535,45.8733,13.6932
489,2011-05-05,00:00:00.00,0.0279663,7.3237,20.086,39.6436,12.1475
490,2011-05-06,00:00:00.00,0.0155802,6.55969,18.1564,34.8297,10.8843
491,2011-05-07,00:00:00.00,2.68996,6.0726,17.1303,31.998,10.1997
492,2011-05-08,00:00:00.00,0.0437818,5.74763,16.2252,29.7327,9.62984
493,2011-05-09,00:00:00.00,0.000207285,5.49872,15.6748,26.7877,9.28915
494,2011-05-10,00:00:00.00,0.0767038,5.29151,15.1138,24.3242,8.92624
495,2011-05-11,00:00:00.00,1.7509,5.11952,14.7093,22.7101,8.68567
496,2011-05-12,00:00:00.00,0.311058,4.96973,14.3187,21.5774,8.42953
497,2011-05-13,00:00:00.00,8.16664,5.54906,16.4706,24.2109,9.64242
498,2011-05-14,00:00:00.00,7.3266,7.39527,22.2763,25.9099,12.8782
499,2011-05-15,00:00:00.00,10.1866,10.4046,30.8961,43.6079,17.9642
500,2011-05-16,00:00:00.00,29.348,20.889,61.7458,82.9684,36.0733
501,2011-05-17,00:00:00.00,1.84947,30.9953,91.9857,124.028,52.6781
502,2011-05-18,00:00:00.00,4.34448,26.8124,73.9531,100.242,43.375
503,2011-05-19,00:00:00.00,10.3081,19.7482,50.9373,65.9783,32.1525
504,2011-05-20,00:00:00.00,5.87492,17.8887,49.5116,74.4733,30.0968
505,2011-05-21,00:00:00.00,0.00339726,15.7553,43.9224,112.701,26.0571
506,2011-05-22,00:00:00.00,1.43911,12.4517,34.0498,73.0575,20.5733
507,2011-05-23,00:00:00.00,2.39282,9.70151,26.1648,53.5188,15.9413
508,2011-05-24,00:00:00.00,3.5753,8.04696,22.0538,53.802,13.3744
509,2011-05-25,00:00:00.00,0.06047,7.08647,19.7369,51.5367,11.8116
510,2011-05-26,00:00:00.00,46.0126,21.3276,64.2157,75.0396,37.6602
511,2011-05-27,00:00:00.00,11.0063,42.779,131.5,208.129,74.4581
512,2011-05-28,00:00:00.00,1.37243,40.0675,112.733,181.228,65.4732
513,2011-05-29,00:00:00.00,3.73193,25.3488,60.9049,117.798,39.3367
514,2011-05-30,00:00:00.00,7.47974,17.255,44.861,85.5169,28.4168
515,2011-05-31,00:00:00.00,0.0225513,13.69,37.8874,67.9604,22.9628
516,2011-06-01,00:00:00.00,0.0272853,11.6288,31.691,56.9169,19.0295
517,2011-06-02,00:00:00.00,0.00644888,9.41774,25.9433,45.5901,15.6654
518,2011-06-03,00:00:00.00,0.000528341,8.14281,22.6524,35.3961,13.6141
519,2011-06-04,00:00:00.00,0.002157,7.28507,20.4751,30.0159,12.1992
520,2011-06-05,00:00:00.00,0.00898271,6.72054,19.1606,26.8161,11.3872
521,2011-06-06,00:00:00.00,0.014711,6.28567,18.0307,24.8622,10.6191
522,2011-06-07,00:00:00.00,0.00123437,5.94304,17.2461,22.3986,10.1735
523,2011-06-08,00:00:00.00,0.00626927,5.70599,16.5335,20.0483,9.69768
524,2011-06-09,00:00:00.00,0.0826958,5.43466,15.9486,18.7458,9.36646
525,2011-06-10,00:00:00.00,0.21592,5.21931,15.357,16.9335,8.96312
526,2011-06-11,00:00:00.00,4.96739,5.2779,15.6623,16.3955,9.1531
527,2011-06-12,00:00:00.00,0.300457,5.54043,16.4535,19.482,9.55419
528,2011-06-13,00:00:00.00,0.00254085,5.5242,16.1668,14.9513,9.44579
529,2011-06-14,00:00:00.00,1.45177e-308,5.32615,15.3453,13.7054,9.03779
530,2011-06-15,00:00:00.00,0.00248872,5.09998,14.7336,12.6293,8.68114
531,2011-06-16,00:00:00.00,0.358123,4.87799,14.1497,10.7887,8.31929
532,2011-06-17,00:00:00.00,5.63898,4.92574,14.4968,12.063,8.49353
533,2011-06-18,00:00:00.00,1.64934,5.15574,15.3373,14.7248,8.91443
534,2011-06-19,00:00:00.00,0.00430857,5.10277,15.0165,9.203,8.75018
535,2011-06-20,00:00:00.00,0.000324822,4.87118,14.1351,7.8721,8.31085
536,2011-06-21,00:00:00.00,0.398941,4.62987,13.5058,7.7022,7.92644
537,2011-06-22,00:00:00.00,4.7579,4.43801,13.054,11.525,7.63632
538,2011-06-23,00:00:00.00,26.3854,9.66517,29.3252,52.6693,17.1815
539,2011-06-24,00:00:00.00,6.83689,17.486,52.7035,51.8198,30.1722
540,2011-06-25,00:00:00.00,2.65434,17.719,51.513,45.8733,29.6812
541,2011-06-26,00:00:00.00,0.0407667,13.2969,36.8536,34.5466,22.1711
542,2011-06-27,00:00:00.00,0.00176656,9.71791,25.964,22.0871,15.97
543,2011-06-28,00:00:00.00,0.471055,7.57769,20.5144,16.2539,12.5358
544,2011-06-29,00:00:00.00,0.0052568,6.39644,17.8031,13.9036,10.6739
545,2011-06-30,00:00:00.00,5.4783e-308,5.61278,15.7279,12.2329,9.40013
546,2011-07-01,00:00:00.00,0,5.08952,14.546,10.3923,8.61932
547,2011-07-02,00:00:00.00,0.00171091,4.66111,13.475,9.741,7.94623
548,2011-07-03,00:00:00.00,4.52818,4.33138,12.7544,9.2313,7.46268
549,2011-07-04,00:00:00.00,1.92845,4.09079,12.1233,11.7798,7.06502
550,2011-07-05,00:00:00.00,0.000197888,3.91046,11.6771,9.203,6.79045
551,2011-07-06,00:00:00.00,0.000152829,3.76288,11.2559,7.9004,6.53593
552,2011-07-07,00:00:00.00,0.0638553,3.6168,10.9086,7.1075,6.32559
553,2011-07-08,00:00:00.00,0.00585045,3.48672,10.5632,6.8244,6.10693
554,2011-07-09,00:00:00.00,0.00260171,3.37223,10.252,6.5695,5.92165
555,2011-07-10,00:00:00.00,0.00887014,3.2668,9.95506,5.8333,5.74193
556,2011-07-11,00:00:00.00,0.000135442,3.15322,9.67161,5.5218,5.57022
557,2011-07-12,00:00:00.00,5.01424,3.04521,9.40196,7.3907,5.40138
558,2011-07-13,00:00:00.00,0.0106397,2.95806,9.17042,8.0703,5.259
559,2011-07-14,00:00:00.00,0.00617247,2.89819,8.9589,5.6917,5.13797
560,2011-07-15,00:00:00.00,0.0182925,2.85473,8.77225,5.0121,5.04028
561,2011-07-16,00:00:00.00,0.176197,2.80199,8.59461,5.0404,4.94448
562,2011-07-17,00:00:00.00,0.00784973,2.72179,8.40046,4.5024,4.82697
563,2011-07-18,00:00:00.00,0.000312943,2.62626,8.18275,4.4741,4.68738
564,2011-07-19,00:00:00.00,7.3325,2.76015,8.6719,3.9927,4.97267
565,2011-07-20,00:00:00.00,0.137075,3.06606,9.63232,6.8527,5.50089
566,2011-07-21,00:00:00.00,0.0947626,3.10145,9.64475,5.1253,5.50418
567,2011-07-22,00:00:00.00,0.0265875,2.94451,9.09558,4.2758,5.22003
568,2011-07-23,00:00:00.00,0.853029,2.77682,8.63826,4.0493,4.94722
569,2011-07-24,00:00:00.00,0.865651,2.61712,8.20846,4.1626,4.68777
570,2011-07-25,00:00:00.00,0.169899,2.50166,7.85318,8.5517,4.48057
571,2011-07-26,00:00:00.00,0.224819,2.40407,7.55216,14.4416,4.30715
572,2011-07-27,00:00:00.00,0.00361294,2.31214,7.28701,4.9271,4.15415
573,2011-07-28,00:00:00.00,6.08003,2.38297,7.51114,4.7572,4.29211
574,2011-07-29,00:00:00.00,48.7432,11.4703,35.0492,83.8179,20.5743
575,2011-07-30,00:00:00.00,23.8083,27.7225,86.4561,89.1981,49.0196
576,2011-07-31,00:00:00.00,0.00120588,32.0842,93.9256,56.0674,53.5168
577,2011-08-01,00:00:00.00,0.00181357,23.0985,60.4711,28.6,37.1482
578,2011-08-02,00:00:00.00,0.0372391,13.6643,35.8623,21.3226,22.6578
579,2011-08-03,00:00:00.00,0.782628,8.77116,23.0147,18.2077,14.3854
580,2011-08-04,00:00:00.00,9.18261,7.32553,19.8076,30.8654,12.1776
581,2011-08-05,00:00:00.00,0.12253,7.22819,20.8011,20.9828,12.2164
582,2011-08-06,00:00:00.00,0.0222383,6.43732,18.3448,16.1406,10.8834
583,2011-08-07,00:00:00.00,7.49135,5.9113,16.8294,20.2749,9.96653
584,2011-08-08,00:00:00.00,7.29741,6.43549,18.7538,30.5822,11.057
585,2011-08-09,00:00:00.00,1.77068,6.69949,19.725,23.8428,11.4534
586,2011-08-10,00:00:00.00,19.789,9.33206,27.4321,38.7941,16.1613
587,2011-08-11,00:00:00.00,0.420781,12.7818,37.8728,35.3961,21.9602
588,2011-08-12,00:00:00.00,4.13268e-308,11.673,33.508,20.6147,19.4648
589,2011-08-13,00:00:00.00,0.000181806,8.7524,23.786,15.5743,14.4344
590,2011-08-14,00:00:00.00,9.7867,7.77056,21.4772,13.8753,13.0197
591,2011-08-15,00:00:00.00,2.33737,7.95265,22.8893,19.8218,13.4588
592,2011-08-16,00:00:00.00,0.0413264,7.17922,20.3669,14.6681,12.0601
593,2011-08-17,00:00:00.00,0,5.97308,16.5521,12.6293,9.93196
594,2011-08-18,00:00:00.00,0,5.16582,14.3238,11.1002,8.59235
595,2011-08-19,00:00:00.00,0.166708,4.49562,12.719,9.2313,7.5669
596,2011-08-20,00:00:00.00,0.0624262,3.99717,11.5522,8.5234,6.81082
597,2011-08-21,00:00:00.00,16.6354,5.47559,16.8292,8.7499,9.79767
598,2011-08-22,00:00:00.00,2.46203,8.14557,25.1113,17.6697,14.3309
599,2011-08-23,00:00:00.00,7.33338e-308,8.12812,23.592,11.9214,13.6806
600,2011-08-24,00:00:00.00,0.0308629,6.60989,18.3324,9.203,11.022
601,2011-08-25,00:00:00.00,12.4063,6.97108,19.8503,12.4028,11.8251
602,2011-08-26,00:00:00.00,0.00176488,8.18885,24.144,20.6996,14.0637
603,2011-08-27,00:00:00.00,0.000293646,7.63778,21.9305,12.7143,12.8416
604,2011-08-28,00:00:00.00,0.069812,6.24979,17.2699,9.8543,10.3943
605,2011-08-29,00:00:00.00,0.0202742,5.34626,14.7341,8.3818,8.84143
606,2011-08-30,00:00:00.00,9.6777e-308,4.62506,12.8925,7.9287,7.72428
607,2011-08-31,00:00:00.00,0,4.09187,11.6736,6.9943,6.91224
608,2011-09-01,00:00:00.00,0.269852,3.67469,10.6285,6.9659,6.25038
609,2011-09-02,00:00:00.00,0.385569,3.36011,9.92172,6.0032,5.80521
610,2011-09-03,00:00:00.00,0.0560048,3.1085,9.26749,5.8616,5.38442
611,2011-09-04,00:00:00.00,2.40999,2.90524,8.75984,5.097,5.08649
612,2011-09-05,00:00:00.00,4.04535,2.81448,8.53827,8.665,4.93304
613,2011-09-06,00:00:00.00,0.125757,2.82458,8.54087,5.5501,4.94199
614,2011-09-07,00:00:00.00,0.0625692,2.8002,8.35832,5.097,4.84012
615,2011-09-08,00:00:00.00,12.2558,3.75931,11.3444,7.7305,6.63629
616,2011-09-09,00:00:00.00,12.2496,6.92103,21.4434,23.7862,12.3708
617,2011-09-10,00:00:00.00,2.70773,9.37421,28.3018,18.3493,16.1835
618,2011-09-11,00:00:00.00,18.12,11.6822,33.7967,70.7921,19.851
619,2011-09-12,00:00:00.00,1.08906,14.0097,40.4998,48.4218,23.757
620,2011-09-13,00:00:00.00,0.336874,12.2997,34.7805,23.8711,20.3408
621,2011-09-14,00:00:00.00,0.0325284,8.98803,24.1103,17.6131,14.7599
622,2011-09-15,00:00:00.00,6.64529,7.50518,20.3018,14.9796,12.4196
623,2011-09-16,00:00:00.00,0.00614475,7.14446,20.0675,17.783,11.9374
624,2011-09-17,00:00:00.00,0.00087669,6.37505,17.778,13.0824,10.5958
625,2011-09-18,00:00:00.00,3.24479e-308,5.441,14.8501,11.6949,8.95054
626,2011-09-19,00:00:00.00,0.000129247,4.79219,13.119,9.7693,7.90614
627,2011-09-20,00:00:00.00,19.0102,6.9533,20.7309,18.7741,12.2336
628,2011-09-21,00:00:00.00,0.0301314,10.546,31.9274,26.363,18.3193
629,2011-09-22,00:00:00.00,0.0934514,10.1218,29.0216,13.7337,16.8302
630,2011-09-23,00:00:00.00,0.0417671,7.81432,21.2309,10.6471,12.9138
631,2011-09-24,00:00:00.00,15.7368,8.88734,25.0719,26.1931,15.0389
632,2011-09-25,00:00:00.00,0.0965698,11.3231,33.1315,20.8129,19.3267
633,2011-09-26,00:00:00.00,0.175695,10.3543,29.3969,12.5727,17.1888
634,2011-09-27,00:00:00.00,16.6317,10.9183,30.5973,33.9802,18.4204
635,2011-09-28,00:00:00.00,2.29975,13.3348,38.4657,36.2456,22.6116
636,2011-09-29,00:00:00.00,1.71065,11.8904,33.5666,22.5968,19.6381
637,2011-09-30,00:00:00.00,4.3478,9.3864,25.3261,18.236,15.4197
638,2011-10-01,00:00:00.00,5.23803,8.62332,23.6262,20.1899,14.2913
639,2011-10-02,00:00:00.00,0.815934,8.3094,23.25,16.1972,13.8276
640,2011-10-03,00:00:00.00,0.0913261,7.27422,20.017,14.385,12.0186
641,2011-10-04,00:00:00.00,0.395347,6.13251,16.6594,12.8275,10.0862
642,2011-10-05,00:00:00.00,0.00305078,5.37717,14.5785,11.525,8.80732
643,2011-10-06,00:00:00.00,0.000505433,4.78042,13.168,10.5905,7.91483
644,2011-10-07,00:00:00.00,0.000167501,4.31796,12.0782,9.8543,7.19992
645,2011-10-08,00:00:00.00,0.00032406,3.97503,11.2502,9.2596,6.67159
646,2011-10-09,00:00:00.00,3.0048e-308,3.71794,10.6351,8.6933,6.28133
647,2011-10-10,00:00:00.00,0,3.51608,10.1288,8.1836,5.96419
648,2011-10-11,00:00:00.00,0.000135884,3.35466,9.72014,7.7871,5.71518
649,2011-10-12,00:00:00.00,0.000209844,3.22682,9.36904,7.0226,5.4991
650,2011-10-13,00:00:00.00,4.13492,3.35655,9.77283,6.9093,5.74822
651,2011-10-14,00:00:00.00,0.777717,3.64725,10.6798,9.0897,6.24733
652,2011-10-15,00:00:00.00,3.4873,3.87284,11.2775,12.0913,6.60689
653,2011-10-16,00:00:00.00,4.22032,4.37603,12.7917,15.6875,7.51391
654,2011-10-17,00:00:00.00,0.0743897,4.82206,14.0638,10.4772,8.21847
655,2011-10-18,00:00:00.00,3.96581e-308,4.71125,13.3384,7.7022,7.87239
656,2011-10-19,00:00:00.00,1.97016,4.43514,12.3537,7.0509,7.36582
657,2011-10-20,00:00:00.00,34.9966,11.6242,34.303,21.804,20.3088
658,2011-10-21,00:00:00.00,18.7179,25.5099,77.8577,115.25,44.5345
659,2011-10-22,00:00:00.00,0.384854,29.9438,87.148,71.3585,49.8167
