time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s]
28,2010-01-29,00:00:00.00,4.52263,4.79429,12.8434,8.77471,17.9134,93.9678,33
29,2010-01-30,00:00:00.00,1.29781,4.2392,10.5286,7.21473,14.1643,79.2994,28
30,2010-01-31,00:00:00.00,0.0320661,3.8259,9.44556,6.64334,12.2591,67.9868,29
31,2010-02-01,00:00:00.00,5.17202,3.53521,8.65374,6.05098,11.3975,61.5853,31
32,2010-02-02,00:00:00.00,0.826528,3.29379,8.01058,5.63722,10.5246,56.7743,29.5
33,2010-02-03,00:00:00.00,1.89009,3.10782,7.51064,5.30202,9.81573,52.9271,28
34,2010-02-04,00:00:00.00,1.44109,2.94608,7.1093,5.02053,9.29825,49.7442,26.2
35,2010-02-05,00:00:00.00,0.0215897,2.81876,6.77572,4.79511,8.83853,47.1528,25.5
36,2010-02-06,00:00:00.00,0.0016413,2.70803,6.50054,4.60355,8.46497,45.0618,26
37,2010-02-07,00:00:00.00,0.00872309,2.61659,6.2702,4.45059,8.1581,43.2568,24.5
38,2010-02-08,00:00:00.00,0.0178067,2.53698,6.07768,4.31806,7.89636,41.7761,23.7
39,2010-02-09,00:00:00.00,0.00653244,2.46927,5.90669,4.19966,7.686,40.543,25
40,2010-02-10,00:00:00.00,1.43241,2.40975,5.7565,4.1028,7.50208,39.4689,26
41,2010-02-11,00:00:00.00,3.29927,2.35776,5.62453,4.01958,7.33578,38.5364,25.8
42,2010-02-12,00:00:00.00,0.00850774,2.31144,5.50876,3.93571,7.18361,37.706,25.6
43,2010-02-13,00:00:00.00,0.36625,2.27028,5.41868,3.86189,7.04533,36.9407,26.2
44,2010-02-14,00:00:00.00,0.288784,2.23328,5.33807,3.79581,6.91854,36.2538,27
45,2010-02-15,00:00:00.00,1.17876,2.19988,5.25357,3.73636,6.80507,35.6404,26.1
46,2010-02-16,00:00:00.00,0.839875,2.1694,5.17473,3.68239,6.70343,35.0723,25.7
47,2010-02-17,00:00:00.00,0.456238,2.14145,5.10362,3.63305,6.61002,34.5546,25.2
48,2010-02-18,00:00:00.00,0.264165,2.11566,5.03872,3.58767,6.5248,34.0831,25
49,2010-02-19,00:00:00.00,0.0858851,2.09169,4.9768,3.54565,6.44596,33.6541,24.8
50,2010-02-20,00:00:00.00,0.0309414,2.06922,4.91932,3.50644,6.37572,33.2513,24.5
51,2010-02-21,00:00:00.00,0.0031244,2.04808,4.8669,3.46964,6.3147,32.8742,24
52,2010-02-22,00:00:00.00,0.00205011,2.0281,4.8176,3.43494,6.25498,32.5289,23.6
53,2010-02-23,00:00:00.00,11.5589,2.00916,4.77111,3.40209,6.19362,32.2004,24.5
54,2010-02-24,00:00:00.00,1.19626,1.99124,4.7269,3.371,6.135,31.884,24.3
55,2010-02-25,00:00:00.00,0.818898,1.97429,4.68457,3.34157,6.07974,31.5869,24.1
56,2010-02-26,00:00:00.00,3.975,1.95809,4.64631,3.31357,6.02713,31.3121,23.7
57,2010-02-27,00:00:00.00,7.71638,2.00716,4.6972,3.34821,6.04094,31.2765,23
58,2010-02-28,00:00:00.00,1.98297,2.1027,4.8476,3.46175,6.16031,31.7739,24.1
59,2010-03-01,00:00:00.00,0.0838603,2.09244,4.91693,3.51979,6.26666,32.3781,25.6
60,2010-03-02,00:00:00.00,0.012051,2.02229,4.85185,3.46712,6.27562,32.4895,26.2
61,2010-03-03,00:00:00.00,0.000628048,1.9934,4.75612,3.3895,6.21346,32.1925,25.6
62,2010-03-04,00:00:00.00,0.000856235,1.97171,4.68449,3.33976,6.11568,31.7704,26.1
63,2010-03-05,00:00:00.00,0.000202129,1.94851,4.62917,3.30334,6.02313,31.3416,25.5
64,2010-03-06,00:00:00.00,0.000360894,1.92834,4.57813,3.26682,5.95134,30.9407,25.1
65,2010-03-07,00:00:00.00,0.00086776,1.90819,4.52886,3.23258,5.88802,30.5886,24.8
66,2010-03-08,00:00:00.00,0.000177208,1.88953,4.47905,3.2,5.82682,30.2643,27.8
67,2010-03-09,00:00:00.00,1.9765e-308,1.87108,4.42968,3.16859,5.76823,29.943,31.2
68,2010-03-10,00:00:00.00,0.00189507,5.64324,9.99691,7.44301,10.2988,45.0701,36.6
69,2010-03-11,00:00:00.00,0.100324,12.5161,24.2411,18.3575,25.7316,107.24,46.3
70,2010-03-12,00:00:00.00,0.0509662,12.6295,30.6255,22.2194,38.4113,175.815,58.6
71,2010-03-13,00:00:00.00,6.52492,9.04922,24.175,16.4064,34.0757,180.628,117
72,2010-03-14,00:00:00.00,15.846,9.54448,21.8266,15.3718,27.7788,155.636,227
73,2010-03-15,00:00:00.00,9.81613,11.48,25.9104,18.8268,31.6364,159.588,359
74,2010-03-16,00:00:00.00,0.413145,10.8416,26.3745,18.7253,34.4455,174.001,404
75,2010-03-17,00:00:00.00,0.000205018,8.15176,21.2051,14.7173,28.9789,158.973,363
76,2010-03-18,00:00:00.00,0.000269585,6.2938,16.0612,11.1347,21.9855,125.874,283
77,2010-03-19,00:00:00.00,0.000431063,5.30376,13.2867,9.30035,17.8286,100.541,226
78,2010-03-20,00:00:00.00,0.00222523,4.65448,11.5737,8.07816,15.4076,85.2743,144
79,2010-03-21,00:00:00.00,0.14905,4.17672,10.3089,7.21877,13.6328,74.5749,107
80,2010-03-22,00:00:00.00,0.242494,3.83031,9.36089,6.58372,12.3416,66.7844,92.4
81,2010-03-23,00:00:00.00,3.77736,3.6943,8.86069,6.26015,11.5579,62.0428,81.4
82,2010-03-24,00:00:00.00,0.595704,3.6806,8.69599,6.19603,11.2334,59.3284,71.2
83,2010-03-25,00:00:00.00,0.0131042,3.48842,8.39429,5.97117,10.9557,57.6318,63.7
84,2010-03-26,00:00:00.00,0.00523629,3.24737,7.86487,5.56282,10.3811,54.9958,59.8
85,2010-03-27,00:00:00.00,0.000359923,3.08516,7.41164,5.24742,9.73434,51.8503,54.6
86,2010-03-28,00:00:00.00,0.000400354,2.95846,7.08786,5.02984,9.24504,49.1417,47.9
87,2010-03-29,00:00:00.00,6.76205,3.11286,7.24237,5.16809,9.2459,48.2396,45.5
88,2010-03-30,00:00:00.00,2.30541,3.54606,8.00157,5.78269,9.9763,50.5593,49.3
89,2010-03-31,00:00:00.00,0.000250434,3.5736,8.39606,6.05226,10.7,53.9267,49.7
90,2010-04-01,00:00:00.00,4.11628e-308,3.26986,7.97963,5.65343,10.5493,54.4842,44.9
91,2010-04-02,00:00:00.00,0.0188836,3.06946,7.37561,5.22317,9.80494,51.9837,42
92,2010-04-03,00:00:00.00,0.00592337,2.929,6.96603,4.98483,9.17171,48.8434,38.5
93,2010-04-04,00:00:00.00,0.21082,2.81459,6.67216,4.78164,8.78815,46.331,37
94,2010-04-05,00:00:00.00,0.178065,2.71172,6.42462,4.60604,8.46239,44.3728,36.5
95,2010-04-06,00:00:00.00,0.214657,2.62395,6.21255,4.45959,8.1619,42.7298,35.3
96,2010-04-07,00:00:00.00,13.1372,3.25009,7.14711,5.18118,8.83501,44.449,41.9
97,2010-04-08,00:00:00.00,8.99583,4.92119,10.1049,7.50853,11.8082,55.3598,51.9
98,2010-04-09,00:00:00.00,16.6962,7.16671,14.9906,11.1208,17.5525,80.4082,85.4
99,2010-04-10,00:00:00.00,0.288339,8.42831,19.1178,13.8407,23.3828,111.159,154
100,2010-04-11,00:00:00.00,0.912874,7.17535,18.1075,12.829,24.0567,122.245,134
101,2010-04-12,00:00:00.00,0.0114555,5.53598,14.3535,9.95746,19.8945,108.271,96.6
102,2010-04-13,00:00:00.00,0.000274072,4.79865,11.9314,8.27887,16.0148,89.6947,73.2
103,2010-04-14,00:00:00.00,0.000384935,4.25898,10.5208,7.40081,13.8978,76.6448,59.7
104,2010-04-15,00:00:00.00,0.00121364,3.87898,9.48382,6.67135,12.5699,67.8678,50.3
105,2010-04-16,00:00:00.00,0.000573655,3.57234,8.66144,6.13559,11.505,61.8498,45.4
106,2010-04-17,00:00:00.00,0.183643,3.3507,8.03077,5.71932,10.6292,57.0142,42.4
107,2010-04-18,00:00:00.00,0.671018,3.14789,7.54871,5.37638,9.98442,53.0439,38
108,2010-04-19,00:00:00.00,0.217797,2.99066,7.15819,5.0929,9.41332,49.8908,35
109,2010-04-20,00:00:00.00,4.3299e-308,2.85355,6.80755,4.85548,8.9565,47.327,33.7
110,2010-04-21,00:00:00.00,0.00815562,2.73941,6.50578,4.65586,8.56464,45.1458,31.9
111,2010-04-22,00:00:00.00,0.000816411,2.63784,6.24878,4.48655,8.23172,43.2386,31
112,2010-04-23,00:00:00.00,0.000248679,2.54982,6.03289,4.34322,7.94726,41.6109,29.8
113,2010-04-24,00:00:00.00,7.4194e-308,2.47124,5.84874,4.20668,7.70614,40.2244,29.8
114,2010-04-25,00:00:00.00,0.0214006,2.40132,5.6696,4.09552,7.4954,39.0022,28.3
115,2010-04-26,00:00:00.00,10.4616,2.79685,6.25907,4.50491,7.87229,39.8693,29.1
116,2010-04-27,00:00:00.00,0.0314207,3.51895,7.65212,5.5794,9.25089,45.0495,34.2
117,2010-04-28,00:00:00.00,0.000552655,3.45415,8.14728,5.9308,10.3751,50.725,31.7
118,2010-04-29,00:00:00.00,7.12795e-308,2.99753,7.465,5.25625,10.0766,51.4413,29.2
119,2010-04-30,00:00:00.00,0.00826476,2.82825,6.76545,4.77998,9.0596,48.3242,27.2
120,2010-05-01,00:00:00.00,0.00320931,2.69231,6.38703,4.59891,8.39494,44.9543,26.3
121,2010-05-02,00:00:00.00,2.50038,2.57392,6.09954,4.38984,8.08078,42.4652,25.9
122,2010-05-03,00:00:00.00,1.99777,2.47414,5.84125,4.22031,7.76361,40.5802,26.2
123,2010-05-04,00:00:00.00,13.495,2.97533,6.59347,4.7733,8.23827,41.5562,28.7
124,2010-05-05,00:00:00.00,0.254712,3.91155,8.34962,6.15064,10.0504,48.2155,33.1
125,2010-05-06,00:00:00.00,10.5485,4.32633,9.76162,7.18856,12.1454,57.8014,33.8
126,2010-05-07,00:00:00.00,0.0324671,4.51553,10.4696,7.54813,13.4502,65.7856,35.7
127,2010-05-08,00:00:00.00,25.3045,6.46602,13.599,9.91054,16.3442,79.3118,32.4
128,2010-05-09,00:00:00.00,7.25157,9.48381,20.1633,14.844,23.615,110.967,75.9
129,2010-05-10,00:00:00.00,0.192767,9.14531,22.2138,15.9162,28.4328,138.722,166
130,2010-05-11,00:00:00.00,0.00381866,6.74721,17.7809,12.3237,24.7178,131.885,138
131,2010-05-12,00:00:00.00,4.45587,5.6502,14.0224,9.7743,19.0662,107.574,93.1
132,2010-05-13,00:00:00.00,0.384784,5.15954,12.578,8.87051,16.5052,91.1745,67.2
133,2010-05-14,00:00:00.00,13.752,5.66041,12.9357,9.24061,16.4341,86.2966,52
134,2010-05-15,00:00:00.00,0.807922,6.56075,14.6739,10.6487,18.242,92.1801,55.3
135,2010-05-16,00:00:00.00,0.0016125,5.87311,14.4859,10.3587,18.8928,96.8812,74.1
136,2010-05-17,00:00:00.00,0.0014883,4.73147,12.2039,8.45875,16.7227,89.3201,72.8
137,2010-05-18,00:00:00.00,0.00137468,4.1924,10.3169,7.19553,13.9074,76.5049,55.2
138,2010-05-19,00:00:00.00,0.0210835,3.78344,9.23252,6.55025,12.2114,66.73,44.3
139,2010-05-20,00:00:00.00,0.000365386,3.48839,8.418,5.97613,11.2363,60.2265,36.9
140,2010-05-21,00:00:00.00,0.00227188,3.23934,7.76601,5.54643,10.3584,55.2806,33.7
141,2010-05-22,00:00:00.00,0.0125694,3.03817,7.23951,5.18929,9.636,51.1913,31.4
142,2010-05-23,00:00:00.00,3.12327,2.86598,6.81507,4.88831,9.066,47.8037,29.3
143,2010-05-24,00:00:00.00,0.0155039,2.72617,6.46248,4.64286,8.57523,45.054,29.3
144,2010-05-25,00:00:00.00,0.00058347,2.60363,6.15919,4.43968,8.16841,42.7889,27.8
145,2010-05-26,00:00:00.00,0.0015963,2.49636,5.88731,4.26542,7.83079,40.839,26.6
146,2010-05-27,00:00:00.00,0.000717862,2.39971,5.64668,4.10865,7.54351,39.1328,25.3
147,2010-05-28,00:00:00.00,0.345255,2.31327,5.44975,3.97023,7.28846,37.6167,24.2
148,2010-05-29,00:00:00.00,0.10715,2.23477,5.28225,3.83391,7.03947,36.236,23.3
149,2010-05-30,00:00:00.00,0.124321,2.16347,5.11556,3.70726,6.80405,34.9735,22.4
150,2010-05-31,00:00:00.00,0.00362546,2.0978,4.95451,3.5916,6.58677,33.8212,21.6
151,2010-06-01,00:00:00.00,2.65211,2.03773,4.80303,3.48557,6.393,32.7866,21.8
152,2010-06-02,00:00:00.00,4.57345,2.00822,4.70054,3.41266,6.255,31.9351,25.4
153,2010-06-03,00:00:00.00,21.2782,2.94991,6.04696,4.3773,7.26546,35.095,24.4
154,2010-06-04,00:00:00.00,12.6983,5.29186,10.2499,7.7066,11.3422,50.5285,31.5
155,2010-06-05,00:00:00.00,6.70305,6.4173,14.0431,10.5368,16.8819,76.1243,47.5
156,2010-06-06,00:00:00.00,1.04192,5.64709,14.0277,10.0156,18.6635,91.3552,44.4
157,2010-06-07,00:00:00.00,23.4048,6.68637,14.894,10.6094,18.9313,96.4139,68.1
158,2010-06-08,00:00:00.00,0.00131548,8.62229,18.7483,13.7475,22.7162,111.766,75
159,2010-06-09,00:00:00.00,0.0100576,7.49854,18.6467,13.4216,24.5771,123.266,71.1
160,2010-06-10,00:00:00.00,15.5416,6.80622,16.5407,11.5813,22.2683,117.24,59
161,2010-06-11,00:00:00.00,0.141756,7.56071,17.137,12.2705,21.5725,113.393,66
162,2010-06-12,00:00:00.00,0.029076,6.492,16.2202,11.6213,21.3172,111.4,63.1
163,2010-06-13,00:00:00.00,3.66995,5.09309,13.1772,9.14583,18.3275,98.4842,56.8
164,2010-06-14,00:00:00.00,0.596072,4.40146,10.9017,7.60023,14.8137,82.1623,47.7
165,2010-06-15,00:00:00.00,0.45962,3.90893,9.5969,6.79429,12.7332,70.0712,43.7
166,2010-06-16,00:00:00.00,0.00929833,3.54543,8.60948,6.09855,11.5585,62.0803,38.3
167,2010-06-17,00:00:00.00,12.4404,3.88299,8.79515,6.34183,11.2854,59.0131,39.2
168,2010-06-18,00:00:00.00,0.0195687,4.56011,10.0477,7.37924,12.5085,62.5651,41.6
169,2010-06-19,00:00:00.00,0.0157671,4.23876,10.2138,7.38784,13.332,66.8201,36.6
170,2010-06-20,00:00:00.00,0.133901,3.58293,9.0169,6.32131,12.3081,64.4127,33.8
171,2010-06-21,00:00:00.00,0.00986034,3.28784,7.90374,5.5938,10.6899,57.8234,34.4
172,2010-06-22,00:00:00.00,0.0251811,3.03617,7.25823,5.21811,9.66249,51.9362,29.8
173,2010-06-23,00:00:00.00,11.9451,3.30526,7.52147,5.42558,9.66286,49.8527,29.7
174,2010-06-24,00:00:00.00,0.65878,3.9034,8.58803,6.30822,10.7162,53.0916,35.6
175,2010-06-25,00:00:00.00,13.0628,4.36385,9.79392,7.1907,12.2956,59.8232,31.3
176,2010-06-26,00:00:00.00,0.116938,4.78345,10.8306,7.88761,13.8077,67.5412,36.1
177,2010-06-27,00:00:00.00,7.86523,4.70216,11.0803,8.00592,14.4073,72.4679,57.9
178,2010-06-28,00:00:00.00,26.2195,6.59745,13.9464,10.1462,16.9215,83.0143,70.5
179,2010-06-29,00:00:00.00,0.40365,9.06058,19.4517,14.3372,23.1757,110.041,143
180,2010-06-30,00:00:00.00,0.0389418,7.78402,19.5716,14.0313,25.7637,127.894,270
181,2010-07-01,00:00:00.00,0.00615136,5.69738,15.0444,10.3402,21.2591,114.799,201
182,2010-07-02,00:00:00.00,0.0294632,4.80358,11.9737,8.33012,16.2231,92.164,102
183,2010-07-03,00:00:00.00,0.00550549,4.1823,10.3584,7.30749,13.7934,76.6627,56.6
184,2010-07-04,00:00:00.00,0.000467684,3.73737,9.14696,6.45445,12.3037,66.3962,37.2
185,2010-07-05,00:00:00.00,0.00079996,3.4022,8.21963,5.85325,11.0291,59.4608,31.5
186,2010-07-06,00:00:00.00,0.00611167,3.13771,7.50763,5.37599,10.0586,53.9381,28.4
187,2010-07-07,00:00:00.00,0.00425723,2.90598,6.93448,4.98012,9.30774,49.3095,26.7
188,2010-07-08,00:00:00.00,0.110353,2.72391,6.46358,4.65303,8.65197,45.6591,24.8
189,2010-07-09,00:00:00.00,2.15612,2.56437,6.0731,4.39254,8.12671,42.6545,23.7
190,2010-07-10,00:00:00.00,28.6646,4.13599,8.35463,6.19212,9.85315,47.4492,27.2
191,2010-07-11,00:00:00.00,0.00778136,6.62918,13.3271,10.0618,15.3547,68.9133,44.8
192,2010-07-12,00:00:00.00,1.51079,6.1946,14.9034,10.9507,19.1551,90.8116,47.3
193,2010-07-13,00:00:00.00,7.72249,4.92116,12.7527,8.86263,17.7056,91.7172,39.4
194,2010-07-14,00:00:00.00,0.254807,4.73798,11.2162,7.89076,14.988,80.9046,30.5
195,2010-07-15,00:00:00.00,0.0261228,4.20569,10.2963,7.38746,13.5278,72.6458,28.1
196,2010-07-16,00:00:00.00,2.0269,3.65633,9.06428,6.36884,12.3119,65.4737,25.9
197,2010-07-17,00:00:00.00,12.0267,3.84533,8.82555,6.32375,11.5019,60.6285,31.3
198,2010-07-18,00:00:00.00,0.453665,4.35184,9.68901,7.10743,12.1731,61.844,36.9
199,2010-07-19,00:00:00.00,1.90978,4.01448,9.68583,6.99639,12.7237,64.081,32.5
200,2010-07-20,00:00:00.00,4.90217,3.48392,8.65964,6.09072,11.7644,61.5747,31.6
201,2010-07-21,00:00:00.00,0.0980728,3.28475,7.82353,5.55801,10.4684,56.1722,30.6
202,2010-07-22,00:00:00.00,0.830763,3.0418,7.27298,5.23136,9.65557,51.4529,28.4
203,2010-07-23,00:00:00.00,0.93208,2.80339,6.72868,4.80736,9.01474,47.5977,26.1
204,2010-07-24,00:00:00.00,32.9105,4.82526,9.57775,7.10897,11.159,53.6594,53.1
205,2010-07-25,00:00:00.00,10.6391,8.67549,17.235,13.022,19.4176,86.196,105
206,2010-07-26,00:00:00.00,0.110693,8.90847,21.0708,15.3431,26.4831,124.313,137
207,2010-07-27,00:00:00.00,0.00191555,6.52773,17.3502,12.0541,24.2279,126.269,103
208,2010-07-28,00:00:00.00,0.0368339,5.18583,13.0869,9.09007,18.2149,102.52,90.6
209,2010-07-29,00:00:00.00,7.92844,4.74904,11.5171,8.13098,15.1912,84.6288,83.5
210,2010-07-30,00:00:00.00,0.00684009,4.64585,10.9818,7.84122,14.3388,76.2514,64.3
211,2010-07-31,00:00:00.00,0.0112975,4.16115,10.1915,7.25505,13.506,71.153,45.3
212,2010-08-01,00:00:00.00,0.709057,3.61911,8.98467,6.31683,12.1441,64.9579,36.7
213,2010-08-02,00:00:00.00,0.191185,3.30111,7.96965,5.64988,10.7232,58.0156,35.2
214,2010-08-03,00:00:00.00,0.0807409,3.03916,7.28618,5.21908,9.73336,52.3409,33.4
215,2010-08-04,00:00:00.00,0.0196548,2.8235,6.74586,4.83131,9.02287,47.9174,32
216,2010-08-05,00:00:00.00,0.468203,2.64619,6.29184,4.52832,8.41416,44.4781,27.5
217,2010-08-06,00:00:00.00,0.190481,2.49565,5.91908,4.28067,7.90628,41.614,26.7
218,2010-08-07,00:00:00.00,0.274281,2.36773,5.60651,4.07759,7.52009,39.2853,25.5
219,2010-08-08,00:00:00.00,0.19624,2.25688,5.3668,3.8988,7.18611,37.352,24.6
220,2010-08-09,00:00:00.00,4.85156,2.20934,5.2229,3.77149,6.93339,35.8478,24.2
221,2010-08-10,00:00:00.00,9.15405,2.45711,5.49931,3.96051,7.08105,35.8906,26
222,2010-08-11,00:00:00.00,0.103881,2.80157,6.21152,4.49256,7.71711,38.2576,29.4
223,2010-08-12,00:00:00.00,0.149009,2.69455,6.36562,4.61633,8.15383,40.6139,26.9
224,2010-08-13,00:00:00.00,0.0259754,2.39665,5.82875,4.2164,7.91916,40.3232,25.3
225,2010-08-14,00:00:00.00,0.00682282,2.26241,5.39392,3.90885,7.33766,38.1647,24.4
226,2010-08-15,00:00:00.00,0.334136,2.16061,5.14743,3.72904,6.8719,36.0349,24.2
227,2010-08-16,00:00:00.00,2.54788,2.06405,4.92254,3.56205,6.57263,34.1949,23.8
228,2010-08-17,00:00:00.00,0.00350067,1.98427,4.71571,3.41363,6.31411,32.5791,23.7
229,2010-08-18,00:00:00.00,0.00907847,1.91009,4.53609,3.28273,6.08858,31.2828,23.1
230,2010-08-19,00:00:00.00,0.00281306,1.84458,4.37389,3.16528,5.87357,30.1267,22.7
231,2010-08-20,00:00:00.00,0.951926,1.78416,4.2239,3.05871,5.66513,29.0692,22.6
232,2010-08-21,00:00:00.00,0.0461022,1.73002,4.08829,2.96218,5.47892,28.0884,22.2
233,2010-08-22,00:00:00.00,11.598,1.99895,4.40057,3.17756,5.62394,28.2699,24.3
234,2010-08-23,00:00:00.00,7.17076,2.67239,5.50085,3.97523,6.53112,31.7934,33.3
235,2010-08-24,00:00:00.00,0.774683,2.92814,6.5183,4.75704,7.79658,37.729,31.2
236,2010-08-25,00:00:00.00,0.082695,2.5934,6.36549,4.60553,8.32643,41.1123,26.5
237,2010-08-26,00:00:00.00,0.0403343,2.31721,5.64294,4.0506,7.80512,40.077,25
238,2010-08-27,00:00:00.00,0.0267917,2.18829,5.24097,3.79115,7.06437,37.4066,24.3
239,2010-08-28,00:00:00.00,0.0103343,2.0744,4.98806,3.59478,6.63482,35.0515,23.4
240,2010-08-29,00:00:00.00,0.00492789,1.97817,4.7418,3.41737,6.34733,33.0969,22.8
241,2010-08-30,00:00:00.00,0,1.89151,4.5171,3.26236,6.07479,31.4439,22.4
242,2010-08-31,00:00:00.00,0.0248964,1.81532,4.31764,3.12512,5.82354,30.0336,22
243,2010-09-01,00:00:00.00,0.0148525,1.74608,4.14038,3.00212,5.58553,28.7248,21.8
244,2010-09-02,00:00:00.00,0.209444,1.68382,3.98319,2.89124,5.36767,27.5407,21.5
245,2010-09-03,00:00:00.00,4.65587,1.67257,3.90623,2.8339,5.21825,26.6395,22.4
246,2010-09-04,00:00:00.00,12.3452,2.05165,4.39715,3.17611,5.50733,27.4043,31.4
247,2010-09-05,00:00:00.00,8.73653,2.89496,5.89383,4.27518,6.77208,32.4393,35.3
248,2010-09-06,00:00:00.00,0.961081,3.2909,7.29338,5.33691,8.57935,40.7785,33
249,2010-09-07,00:00:00.00,1.01921,2.9071,7.15143,5.14048,9.38256,45.8573,28.1
250,2010-09-08,00:00:00.00,0.191073,2.51217,6.19911,4.37827,8.60581,44.5797,26.4
251,2010-09-09,00:00:00.00,3.72626,2.38967,5.67163,4.08718,7.59341,40.9535,25.5
252,2010-09-10,00:00:00.00,1.31698,2.33407,5.49832,3.98688,7.24538,38.3421,25
253,2010-09-11,00:00:00.00,0.180268,2.21198,5.30419,3.82088,7.03578,36.6266,24.7
254,2010-09-12,00:00:00.00,2.0355,2.06078,5.01247,3.60311,6.66707,34.841,24.1
255,2010-09-13,00:00:00.00,2.6582,1.96428,4.73387,3.39885,6.33256,33.0054,24.7
256,2010-09-14,00:00:00.00,2.01094,1.89087,4.51964,3.24867,6.05925,31.4596,24.6
257,2010-09-15,00:00:00.00,0.0245773,1.81456,4.33834,3.12167,5.80554,30.096,24
258,2010-09-16,00:00:00.00,0.102694,1.7413,4.16626,2.9971,5.56982,28.8346,23
259,2010-09-17,00:00:00.00,22.9583,2.57356,5.23467,3.73625,6.26299,30.8694,28.8
260,2010-09-18,00:00:00.00,0.109452,4.10441,8.16049,6.03813,8.99199,41.5866,43.1
261,2010-09-19,00:00:00.00,0.663609,3.982,9.45051,6.97769,11.6242,54.302,30.6
262,2010-09-20,00:00:00.00,0.00380066,3.08601,8.09507,5.61013,11.326,56.9818,28.7
263,2010-09-21,00:00:00.00,0.131774,2.81692,6.81501,4.7368,9.35105,51.287,26.3
264,2010-09-22,00:00:00.00,5.01328,2.69436,6.38962,4.60811,8.29371,45.5515,25.5
265,2010-09-23,00:00:00.00,3.23594,2.74352,6.39166,4.58011,8.29836,43.2018,25.4
266,2010-09-24,00:00:00.00,0.0495723,2.63908,6.24902,4.50179,8.1986,42.4244,25.8
267,2010-09-25,00:00:00.00,0.393919,2.40937,5.82436,4.20115,7.77937,40.7652,24.6
268,2010-09-26,00:00:00.00,1.85742,2.23441,5.39537,3.89524,7.28344,38.299,24.1
269,2010-09-27,00:00:00.00,0.154977,2.11229,5.09868,3.66887,6.8104,36.0053,23.9
270,2010-09-28,00:00:00.00,4.88464,2.1225,5.00322,3.58209,6.57206,34.419,23.7
271,2010-09-29,00:00:00.00,33.7657,4.19593,8.05982,5.92348,9.00723,42.1737,31.9
272,2010-09-30,00:00:00.00,0.0992265,7.12765,14.1429,10.6443,15.7028,69.3091,53.1
