time,date,hour,precip [mm/day],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,6.28849,8.91442,
1,2010-01-02,00:00:00.00,0.269994,5.13264,6.85697,2.7581
2,2010-01-03,00:00:00.00,0.0803905,3.25852,3.64432,2.2682
3,2010-01-04,00:00:00.00,0.294579,2.10902,2.31827,2.1379
4,2010-01-05,00:00:00.00,0.716381,1.10997,1.56746,2.288
5,2010-01-06,00:00:00.00,0.536339,0.419993,0.692313,2.1492
6,2010-01-07,00:00:00.00,0.168123,0.251835,0.362079,2.0388
7,2010-01-08,00:00:00.00,3.55427,0.169811,0.294351,1.9142
8,2010-01-09,00:00:00.00,1.20775,0.143367,0.24189,2.0077
9,2010-01-10,00:00:00.00,0.0948316,0.145287,0.235285,1.9369
10,2010-01-11,00:00:00.00,0.0128752,0.144095,0.239638,1.699
11,2010-01-12,00:00:00.00,1.73183,0.148379,0.237759,1.8179
12,2010-01-13,00:00:00.00,0.298749,0.146331,0.240483,2.0162
13,2010-01-14,00:00:00.00,0.00544041,0.143983,0.235892,1.934
14,2010-01-15,00:00:00.00,0.06029,0.138005,0.231683,2.0218
15,2010-01-16,00:00:00.00,0.130574,0.129647,0.223199,2.1153
16,2010-01-17,00:00:00.00,0.0176971,0.122436,0.214804,2.3446
17,2010-01-18,00:00:00.00,0.000507486,0.11951,0.209589,2.0983
18,2010-01-19,00:00:00.00,0.0553715,0.11792,0.207284,1.951
19,2010-01-20,00:00:00.00,0.214565,0.11627,0.20515,1.8094
20,2010-01-21,00:00:00.00,0.0587857,0.11555,0.203372,1.7585
21,2010-01-22,00:00:00.00,0.0255915,0.115707,0.202713,1.6027
22,2010-01-23,00:00:00.00,0.110266,0.114367,0.201535,1.682
23,2010-01-24,00:00:00.00,0.0640676,0.11009,0.197811,1.5886
24,2010-01-25,00:00:00.00,7.18611,0.108268,0.200212,3.3697
25,2010-01-26,00:00:00.00,1.73387,0.131145,0.249179,9.2879
26,2010-01-27,00:00:00.00,0.660938,0.215723,0.403956,5.9182
27,2010-01-28,00:00:00.00,0.344588,0.354532,0.636188,3.2848
28,2010-01-29,00:00:00.00,0.213892,0.46635,0.782782,2.3503
29,2010-01-30,00:00:00.00,0.0179606,0.487302,0.74332,2.1209
30,2010-01-31,00:00:00.00,0.0735073,0.433175,0.605829,1.985
31,2010-02-01,00:00:00.00,0.265847,0.348737,0.47947,1.8463
32,2010-02-02,00:00:00.00,0.0294729,0.266203,0.384421,1.665
33,2010-02-03,00:00:00.00,1.6572,0.20229,0.31253,1.648
34,2010-02-04,00:00:00.00,0.418531,0.158832,0.261761,1.75
35,2010-02-05,00:00:00.00,0,0.132573,0.229404,1.9425
36,2010-02-06,00:00:00.00,0.0487972,0.118284,0.210919,1.6764
37,2010-02-07,00:00:00.00,0.0715882,0.111534,0.201361,1.6424
38,2010-02-08,00:00:00.00,0.24349,0.110947,0.198132,1.4866
39,2010-02-09,00:00:00.00,0,0.111364,0.19813,1.3904
40,2010-02-10,00:00:00.00,10.9137,0.110218,0.197136,1.5178
41,2010-02-11,00:00:00.00,5.88467,0.109082,0.195246,1.5263
42,2010-02-12,00:00:00.00,0.196276,0.107328,0.193305,1.5376
43,2010-02-13,00:00:00.00,0.198888,0.106269,0.191338,1.515
44,2010-02-14,00:00:00.00,0.248576,0.106021,0.190301,1.4951
45,2010-02-15,00:00:00.00,0.0251196,0.104083,0.188698,1.481
46,2010-02-16,00:00:00.00,0.0650769,0.10099,0.185381,1.4583
47,2010-02-17,00:00:00.00,1.77945,0.0982419,0.181882,1.5291
48,2010-02-18,00:00:00.00,0.210141,0.0946984,0.178251,1.5291
49,2010-02-19,00:00:00.00,0.00834099,0.0891823,0.172977,1.5999
50,2010-02-20,00:00:00.00,0.000246826,0.0838547,0.166818,1.6764
51,2010-02-21,00:00:00.00,7.37576e-308,0.0802591,0.161978,1.7981
52,2010-02-22,00:00:00.00,0.166484,0.0752031,0.157211,1.6565
53,2010-02-23,00:00:00.00,12.8927,0.0702652,0.153282,2.1379
54,2010-02-24,00:00:00.00,0.932702,0.0753567,0.162645,2.5429
55,2010-02-25,00:00:00.00,3.4443,0.0936755,0.194867,2.5344
56,2010-02-26,00:00:00.00,2.01568,0.116077,0.230313,2.3616
57,2010-02-27,00:00:00.00,8.70851,0.128311,0.238301,2.0954
58,2010-02-28,00:00:00.00,1.38265,0.121607,0.218545,2.22
59,2010-03-01,00:00:00.00,0.147964,0.101766,0.190595,2.1747
60,2010-03-02,00:00:00.00,0.0125009,0.0823184,0.166727,3.1149
61,2010-03-03,00:00:00.00,0.0622922,0.070053,0.151112,3.936
62,2010-03-04,00:00:00.00,0.0589493,0.0639139,0.142628,2.8883
