time,date,hour,precip [mm/day],04160600 [m3/s],04160600 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.267945,0.0152454,1.72733
2,2010-01-03,00:00:00.00,0.270744,0.051438,1.41867
3,2010-01-04,00:00:00.00,0.478949,0.0723938,1.3762
4,2010-01-05,00:00:00.00,1.90636,0.0722909,1.30257
5,2010-01-06,00:00:00.00,0.73944,0.0720684,1.25727
6,2010-01-07,00:00:00.00,0.105999,0.071847,1.19214
7,2010-01-08,00:00:00.00,1.58661,0.0716267,1.12701
8,2010-01-09,00:00:00.00,5.71775,0.0714076,1.0364
9,2010-01-10,00:00:00.00,0.249639,0.0711896,1.07604
10,2010-01-11,00:00:00.00,0.0316892,0.0709726,1.07321
11,2010-01-12,00:00:00.00,1.86154,0.0707568,0.962773
12,2010-01-13,00:00:00.00,0.401298,0.070542,0.962773
13,2010-01-14,00:00:00.00,0.0102863,0.0703284,1.00525
14,2010-01-15,00:00:00.00,0.0106413,0.0701158,1.01657
15,2010-01-16,00:00:00.00,0.142131,0.0699042,1.0279
16,2010-01-17,00:00:00.00,0.00587737,0.0696938,1.03923
17,2010-01-18,00:00:00.00,0,0.0694843,1.04772
18,2010-01-19,00:00:00.00,0.00671067,0.0692758,1.05905
19,2010-01-20,00:00:00.00,0.374297,0.0690685,1.07038
20,2010-01-21,00:00:00.00,0.0691908,0.0688621,1.06471
21,2010-01-22,00:00:00.00,0.00161066,0.0686568,0.999585
22,2010-01-23,00:00:00.00,0.0259573,0.0684525,0.923129
23,2010-01-24,00:00:00.00,0.0394825,0.0682492,0.809862
24,2010-01-25,00:00:00.00,4.96243,0.140623,1.0364
25,2010-01-26,00:00:00.00,3.68471,0.287671,3.25644
26,2010-01-27,00:00:00.00,1.17447,0.281935,5.0404
27,2010-01-28,00:00:00.00,0.204677,0.137356,3.65287
28,2010-01-29,00:00:00.00,0.462087,0.072606,2.44658
29,2010-01-30,00:00:00.00,0.00231847,0.0720144,1.74715
30,2010-01-31,00:00:00.00,0.0292518,0.0717908,1.53194
31,2010-02-01,00:00:00.00,0.265461,0.0715683,1.36204
32,2010-02-02,00:00:00.00,0.0551352,0.071347,1.19214
33,2010-02-03,00:00:00.00,1.42233,0.0711268,1.12984
34,2010-02-04,00:00:00.00,0.919369,0.0709078,1.08737
35,2010-02-05,00:00:00.00,0.0198942,0.0706898,1.06188
36,2010-02-06,00:00:00.00,0,0.0704729,1.05339
37,2010-02-07,00:00:00.00,0.0219385,0.0702571,1.0364
38,2010-02-08,00:00:00.00,0.379099,0.0700425,1.0279
39,2010-02-09,00:00:00.00,0.000619811,0.069829,0.979763
40,2010-02-10,00:00:00.00,4.66265,0.0696166,1.0279
41,2010-02-11,00:00:00.00,9.70412,0.0694052,1.0364
42,2010-02-12,00:00:00.00,0.705503,0.069195,1.0364
43,2010-02-13,00:00:00.00,0.100853,0.0689858,1.05339
44,2010-02-14,00:00:00.00,0.247726,0.0687776,1.05339
45,2010-02-15,00:00:00.00,0.0354544,0.0685705,1.01941
46,2010-02-16,00:00:00.00,0.0814766,0.0683645,1.05339
47,2010-02-17,00:00:00.00,2.36058,0.0681595,1.07038
48,2010-02-18,00:00:00.00,0.2793,0.0679555,1.07887
49,2010-02-19,00:00:00.00,0.0323258,0.0677526,1.09586
50,2010-02-20,00:00:00.00,0.000132703,0.0675507,1.07887
51,2010-02-21,00:00:00.00,0.00199576,0.0673497,1.09586
52,2010-02-22,00:00:00.00,0.0242961,0.0671498,1.09586
53,2010-02-23,00:00:00.00,10.7291,0.096775,1.09586
54,2010-02-24,00:00:00.00,0.449315,0.137754,1.09586
55,2010-02-25,00:00:00.00,0.726087,0.108584,1.07887
56,2010-02-26,00:00:00.00,2.93099,0.0678269,1.08737
57,2010-02-27,00:00:00.00,5.21126,0.0673928,1.08737
58,2010-02-28,00:00:00.00,3.39957,0.0739065,1.10436
59,2010-03-01,00:00:00.00,0.677347,0.0829769,1.10436
60,2010-03-02,00:00:00.00,0.0144133,0.076256,1.07887
61,2010-03-03,00:00:00.00,0.021859,0.0669273,1.07887
62,2010-03-04,00:00:00.00,0.0707539,0.0666771,1.07887
63,2010-03-05,00:00:00.00,0,0.0664803,1.09586
64,2010-03-06,00:00:00.00,0,0.0662843,1.12135
65,2010-03-07,00:00:00.00,0,0.0660893,1.18931
66,2010-03-08,00:00:00.00,0,0.0658951,1.45832
67,2010-03-09,00:00:00.00,0.00185974,0.0657019,1.77263
68,2010-03-10,00:00:00.00,0.000724958,0.0655099,2.97327
69,2010-03-11,00:00:00.00,0.107504,0.0653188,12.5727
70,2010-03-12,00:00:00.00,0.0512663,0.0651289,19.2838
71,2010-03-13,00:00:00.00,4.05054,0.115556,22.6535
72,2010-03-14,00:00:00.00,8.17953,0.339603,22.9933
73,2010-03-15,00:00:00.00,5.18671,0.589606,25.2303
74,2010-03-16,00:00:00.00,0.501501,1.51088,21.9172
75,2010-03-17,00:00:00.00,2.39895e-05,3.22274,12.9974
76,2010-03-18,00:00:00.00,0,2.93739,8.32515
77,2010-03-19,00:00:00.00,0,0.973795,6.20139
78,2010-03-20,00:00:00.00,0.000212893,0.15762,5.06872
79,2010-03-21,00:00:00.00,1.9543,0.163953,4.10594
80,2010-03-22,00:00:00.00,0.343657,0.179401,3.31307
81,2010-03-23,00:00:00.00,1.00418,0.167408,2.78071
82,2010-03-24,00:00:00.00,0.317709,0.150865,2.49755
83,2010-03-25,00:00:00.00,0,0.15009,2.27384
84,2010-03-26,00:00:00.00,0.313488,0.149418,2.03598
85,2010-03-27,00:00:00.00,0.0160609,0.148757,1.716
86,2010-03-28,00:00:00.00,0.0498236,0.148107,1.4385
87,2010-03-29,00:00:00.00,6.62601,0.305664,1.41301
88,2010-03-30,00:00:00.00,1.83551,0.529158,2.04164
89,2010-03-31,00:00:00.00,0.000231783,0.383544,2.6986
90,2010-04-01,00:00:00.00,0.000386171,0.163389,2.23986
91,2010-04-02,00:00:00.00,0.000456384,0.15411,1.95386
92,2010-04-03,00:00:00.00,0,0.15345,1.72733
93,2010-04-04,00:00:00.00,1.39953,0.152846,1.60557
94,2010-04-05,00:00:00.00,0.0879149,0.152255,1.35921
95,2010-04-06,00:00:00.00,1.7496,0.151677,1.24594
96,2010-04-07,00:00:00.00,35.1514,1.25968,5.91822
97,2010-04-08,00:00:00.00,2.07118,2.79164,24.3242
98,2010-04-09,00:00:00.00,5.67069,1.85025,18.859
99,2010-04-10,00:00:00.00,0.0180354,0.523353,10.8454
100,2010-04-11,00:00:00.00,0.000460302,0.396565,6.71109
101,2010-04-12,00:00:00.00,0.681844,0.230418,4.89881
