time,date,hour,precip [mm/day],02GC018 [m3/s],02GC018 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.70439,0.011506,0.983
2,2010-01-03,00:00:00.00,3.61894,0.0388211,0.85
3,2010-01-04,00:00:00.00,2.7817,0.0546368,0.803
4,2010-01-05,00:00:00.00,0.698776,0.0545591,0.78
5,2010-01-06,00:00:00.00,2.66161,0.0543912,0.749
6,2010-01-07,00:00:00.00,0.201302,0.0542241,0.722
7,2010-01-08,00:00:00.00,1.18156,0.0540579,0.7
8,2010-01-09,00:00:00.00,7.74606,0.0538924,0.668
9,2010-01-10,00:00:00.00,0.00560465,0.0537279,0.66
10,2010-01-11,00:00:00.00,0.00553852,0.0535642,0.648
11,2010-01-12,00:00:00.00,1.75675,0.0534013,0.64
12,2010-01-13,00:00:00.00,0.335754,0.0532392,0.628
13,2010-01-14,00:00:00.00,0.0189004,0.0530779,0.62
14,2010-01-15,00:00:00.00,0,0.0529175,0.61
15,2010-01-16,00:00:00.00,0.512281,0.0527578,0.605
16,2010-01-17,00:00:00.00,0.0202189,0.0525989,0.598
17,2010-01-18,00:00:00.00,0.0133978,0.0524408,0.594
18,2010-01-19,00:00:00.00,0.0107606,0.0522835,0.591
19,2010-01-20,00:00:00.00,0.181503,0.052127,0.588
20,2010-01-21,00:00:00.00,0.0404789,0.0519713,0.585
21,2010-01-22,00:00:00.00,0.000226759,0.0518164,0.583
22,2010-01-23,00:00:00.00,0.0241371,0.0516622,0.581
23,2010-01-24,00:00:00.00,0,0.0515087,0.58
24,2010-01-25,00:00:00.00,8.4918,0.156495,1.85
25,2010-01-26,00:00:00.00,11.8081,0.50268,42.8
26,2010-01-27,00:00:00.00,1.21152,0.678234,17.7
27,2010-01-28,00:00:00.00,0.517197,0.339865,6.51
28,2010-01-29,00:00:00.00,4.4159,0.0653821,3.2
29,2010-01-30,00:00:00.00,0.226751,0.0635882,2.2
30,2010-01-31,00:00:00.00,0.0298757,0.0633641,1.5
31,2010-02-01,00:00:00.00,0.446681,0.0631415,1.32
32,2010-02-02,00:00:00.00,0.515276,0.0629201,1.28
33,2010-02-03,00:00:00.00,1.1263,0.0627001,1.14
34,2010-02-04,00:00:00.00,1.78042,0.0624814,1.09
35,2010-02-05,00:00:00.00,0.0515964,0.062264,1.03
36,2010-02-06,00:00:00.00,0.00122935,0.0620479,0.92
37,2010-02-07,00:00:00.00,0.00199823,0.0618331,0.865
38,2010-02-08,00:00:00.00,0.00143493,0.0616195,0.815
39,2010-02-09,00:00:00.00,0.00498622,0.0614073,0.79
40,2010-02-10,00:00:00.00,2.18708,0.0611963,0.73
41,2010-02-11,00:00:00.00,9.97688,0.066118,0.705
42,2010-02-12,00:00:00.00,0.0750778,0.0729965,0.68
43,2010-02-13,00:00:00.00,0.126303,0.0678092,0.655
44,2010-02-14,00:00:00.00,0.496797,0.0606271,0.63
45,2010-02-15,00:00:00.00,1.52755,0.0603809,0.61
46,2010-02-16,00:00:00.00,0.837337,0.060176,0.59
47,2010-02-17,00:00:00.00,0.4562,0.0599723,0.573
48,2010-02-18,00:00:00.00,0.274239,0.0597698,0.569
49,2010-02-19,00:00:00.00,0.0401915,0.0595685,0.545
50,2010-02-20,00:00:00.00,0.0212999,0.0593684,0.53
51,2010-02-21,00:00:00.00,0.000756976,0.0591695,0.525
52,2010-02-22,00:00:00.00,1.55083e-308,0.0589717,0.512
53,2010-02-23,00:00:00.00,13.2245,0.103644,0.503
54,2010-02-24,00:00:00.00,2.51492,0.167134,0.495
55,2010-02-25,00:00:00.00,0.207752,0.125766,0.492
56,2010-02-26,00:00:00.00,0.578606,0.0629037,0.488
57,2010-02-27,00:00:00.00,3.78736,0.0600124,0.484
58,2010-02-28,00:00:00.00,3.31907,0.069037,0.483
59,2010-03-01,00:00:00.00,0.955453,0.0815972,0.482
60,2010-03-02,00:00:00.00,0.000184622,0.0724291,0.74
61,2010-03-03,00:00:00.00,0.000382393,0.0596681,0.92
62,2010-03-04,00:00:00.00,0.00388872,0.0593962,1.6
63,2010-03-05,00:00:00.00,0,0.0591976,4.25
64,2010-03-06,00:00:00.00,0,0.0590001,4.3
65,2010-03-07,00:00:00.00,2.81144e-308,0.0588038,4.4
66,2010-03-08,00:00:00.00,3.32261e-308,0.0586088,5.2
67,2010-03-09,00:00:00.00,0,0.0584147,6.1
68,2010-03-10,00:00:00.00,0.0271998,0.0582219,5.75
69,2010-03-11,00:00:00.00,0.0165881,0.0580305,5.4
70,2010-03-12,00:00:00.00,0.0063627,0.0578406,7.5
71,2010-03-13,00:00:00.00,0.366732,0.0576518,9.09
72,2010-03-14,00:00:00.00,15.4674,0.324887,13.1
73,2010-03-15,00:00:00.00,8.9076,0.817567,30.4
74,2010-03-16,00:00:00.00,0.106072,0.728577,15.8
75,2010-03-17,00:00:00.00,4.74356e-308,1.48513,9.01
76,2010-03-18,00:00:00.00,9.3668e-308,3.33318,5.89
77,2010-03-19,00:00:00.00,0.000110699,2.55457,4.5
78,2010-03-20,00:00:00.00,1.447e-308,0.579958,3.53
79,2010-03-21,00:00:00.00,0.00874703,0.158435,2.8
80,2010-03-22,00:00:00.00,0.461432,0.15541,2.29
81,2010-03-23,00:00:00.00,3.1421,0.191645,2.04
82,2010-03-24,00:00:00.00,5.31102,0.346561,2.1
83,2010-03-25,00:00:00.00,0.00232403,0.455095,1.84
84,2010-03-26,00:00:00.00,1.34944,0.304495,1.61
85,2010-03-27,00:00:00.00,0.00130758,0.16263,1.36
86,2010-03-28,00:00:00.00,0.00229157,0.161282,1.19
87,2010-03-29,00:00:00.00,8.73907,0.355522,1.23
88,2010-03-30,00:00:00.00,5.68679,0.733557,2.71
