time,date,hour,precip [mm/day],02GD004 [m3/s],02GD004 (observed) [m3/s]
441,2011-03-18,00:00:00.00,0.000539246,15.4018,36.2
442,2011-03-19,00:00:00.00,0.201237,49.1711,49
443,2011-03-20,00:00:00.00,0.133607,54.1412,30.8
444,2011-03-21,00:00:00.00,0.00330771,28.7221,14.5
445,2011-03-22,00:00:00.00,12.1525,22.7636,16.5
446,2011-03-23,00:00:00.00,0.115019,24.2291,15.8
447,2011-03-24,00:00:00.00,20.834,22.4223,10.6
448,2011-03-25,00:00:00.00,0.375393,17.0433,7.87
449,2011-03-26,00:00:00.00,0.149466,13.5704,6.21
450,2011-03-27,00:00:00.00,0.000334916,11.3332,5.17
451,2011-03-28,00:00:00.00,2.23916e-07,9.78067,4.52
452,2011-03-29,00:00:00.00,4.51539e-05,8.64471,4.01
453,2011-03-30,00:00:00.00,0.00874564,7.7799,3.78
454,2011-03-31,00:00:00.00,0.0384814,7.10072,4.26
455,2011-04-01,00:00:00.00,0.322277,6.55379,5.38
456,2011-04-02,00:00:00.00,0.00527853,8.68551,5.93
457,2011-04-03,00:00:00.00,0.00492946,14.4483,6.07
458,2011-04-04,00:00:00.00,3.392,20.2748,4.91
459,2011-04-05,00:00:00.00,23.6661,30.9905,14
460,2011-04-06,00:00:00.00,1.36481,32.3252,27.6
461,2011-04-07,00:00:00.00,4.26485,22.4953,14.1
462,2011-04-08,00:00:00.00,0.0361674,17.4195,9.43
463,2011-04-09,00:00:00.00,0,13.876,7.2
464,2011-04-10,00:00:00.00,0,11.6008,5.78
465,2011-04-11,00:00:00.00,0.954923,10.0249,5.06
466,2011-04-12,00:00:00.00,1.20142,8.87332,4.71
467,2011-04-13,00:00:00.00,0.0698733,7.9972,3.83
468,2011-04-14,00:00:00.00,6.70771e-07,7.30933,3.29
469,2011-04-15,00:00:00.00,0,6.75535,3
470,2011-04-16,00:00:00.00,1.32677e-05,6.29971,2.7
471,2011-04-17,00:00:00.00,15.1624,8.4168,3.31
472,2011-04-18,00:00:00.00,3.95475,9.8306,3.91
473,2011-04-19,00:00:00.00,1.7973,8.45556,3.46
474,2011-04-20,00:00:00.00,0.459618,7.62797,3.2
475,2011-04-21,00:00:00.00,20.2021,11.0855,6.88
476,2011-04-22,00:00:00.00,1.21057,12.8801,8.45
477,2011-04-23,00:00:00.00,0.120022,10.1362,5.85
478,2011-04-24,00:00:00.00,19.4908,12.823,12.1
479,2011-04-25,00:00:00.00,0.417393,14.2001,11.9
480,2011-04-26,00:00:00.00,5.24266,11.7992,7.1
481,2011-04-27,00:00:00.00,7.00684,11.4464,7.93
482,2011-04-28,00:00:00.00,12.9557,12.5981,10.6
483,2011-04-29,00:00:00.00,6.98683,13.4464,17.1
484,2011-04-30,00:00:00.00,1.29922,12.1054,11.9
485,2011-05-01,00:00:00.00,0.12989,10.3057,7.32
486,2011-05-02,00:00:00.00,5.94963,9.50806,5.94
487,2011-05-03,00:00:00.00,0.476835,8.91759,6.24
488,2011-05-04,00:00:00.00,8.78701,8.96077,5.94
489,2011-05-05,00:00:00.00,0.324007,8.98965,6.81
490,2011-05-06,00:00:00.00,1.32162e-05,8.01976,5.56
491,2011-05-07,00:00:00.00,11.7935,8.76136,4.85
492,2011-05-08,00:00:00.00,2.10475,9.20248,4.78
493,2011-05-09,00:00:00.00,0.00387187,8.05171,4.05
494,2011-05-10,00:00:00.00,0.000611213,7.28391,3.41
495,2011-05-11,00:00:00.00,0.245965,6.67388,3.04
496,2011-05-12,00:00:00.00,0.0984601,6.17802,2.79
497,2011-05-13,00:00:00.00,0.0223771,5.76722,2.62
498,2011-05-14,00:00:00.00,0.0640448,5.42136,2.53
499,2011-05-15,00:00:00.00,4.07131,5.17559,2.68
500,2011-05-16,00:00:00.00,24.7685,9.29778,5.2
501,2011-05-17,00:00:00.00,9.20578,12.5233,6.58
502,2011-05-18,00:00:00.00,1.92593,10.6927,6.34
503,2011-05-19,00:00:00.00,2.57043,9.23264,5
504,2011-05-20,00:00:00.00,8.52349,8.91622,7.26
505,2011-05-21,00:00:00.00,0.761667,8.6789,6.93
506,2011-05-22,00:00:00.00,0.097106,7.73539,5.08
507,2011-05-23,00:00:00.00,1.99255,7.00273,4.18
508,2011-05-24,00:00:00.00,2.97692,6.41837,4.36
509,2011-05-25,00:00:00.00,1.30947,5.94197,3.91
510,2011-05-26,00:00:00.00,4.14254e-05,5.54641,3.2
511,2011-05-27,00:00:00.00,27.3385,10.0303,6.26
512,2011-05-28,00:00:00.00,3.74617,12.3921,6.69
513,2011-05-29,00:00:00.00,0.601249,9.43504,5.25
514,2011-05-30,00:00:00.00,3.79547,8.29069,4.89
515,2011-05-31,00:00:00.00,35.783,15.4295,15.2
516,2011-06-01,00:00:00.00,0.00181174,18.9635,8.22
517,2011-06-02,00:00:00.00,0.0104942,13.4913,5.01
518,2011-06-03,00:00:00.00,0.000303955,11.1859,3.52
519,2011-06-04,00:00:00.00,0,9.59482,2.83
520,2011-06-05,00:00:00.00,10.5656,9.45973,3.33
521,2011-06-06,00:00:00.00,0.154733,9.3598,3.21
522,2011-06-07,00:00:00.00,0.00221988,8.25911,2.48
523,2011-06-08,00:00:00.00,29.4409,13.3771,12.8
524,2011-06-09,00:00:00.00,0.0869273,15.96,16.3
525,2011-06-10,00:00:00.00,0.109792,11.9004,5.8
526,2011-06-11,00:00:00.00,0.00262158,10.1099,3.66
527,2011-06-12,00:00:00.00,0.0741113,8.82668,3
528,2011-06-13,00:00:00.00,0.0261542,7.86526,2.62
529,2011-06-14,00:00:00.00,0.0200277,7.11997,2.25
530,2011-06-15,00:00:00.00,0.000105386,6.52631,2.01
531,2011-06-16,00:00:00.00,0.00971012,6.04279,1.83
532,2011-06-17,00:00:00.00,0.901412,5.6416,1.76
533,2011-06-18,00:00:00.00,0.124637,5.30342,1.75
534,2011-06-19,00:00:00.00,0.00947541,5.01443,1.57
535,2011-06-20,00:00:00.00,6.3572e-07,4.76452,1.43
536,2011-06-21,00:00:00.00,0.0127595,4.5461,1.35
537,2011-06-22,00:00:00.00,0.270348,4.35343,1.31
538,2011-06-23,00:00:00.00,7.48222,4.45166,1.59
539,2011-06-24,00:00:00.00,24.3344,8.21302,4.83
540,2011-06-25,00:00:00.00,11.0568,11.0529,3.39
541,2011-06-26,00:00:00.00,2.36759,9.62404,2.99
542,2011-06-27,00:00:00.00,0.0780734,8.41114,2.42
543,2011-06-28,00:00:00.00,0.00205603,7.49693,1.98
544,2011-06-29,00:00:00.00,0.12735,6.78505,1.8
545,2011-06-30,00:00:00.00,0.0887195,6.2161,1.59
546,2011-07-01,00:00:00.00,0.00013719,5.75156,1.45
547,2011-07-02,00:00:00.00,0.00329169,5.36542,1.32
548,2011-07-03,00:00:00.00,0.594357,5.03952,1.26
549,2011-07-04,00:00:00.00,3.7641,4.76082,1.31
550,2011-07-05,00:00:00.00,0,4.51972,1.19
551,2011-07-06,00:00:00.00,0.000421506,4.30901,1.07
552,2011-07-07,00:00:00.00,0.0108774,4.12318,0.989
553,2011-07-08,00:00:00.00,0.0145148,3.95797,0.987
554,2011-07-09,00:00:00.00,0.0211739,3.81001,0.942
555,2011-07-10,00:00:00.00,0.0149223,3.67661,0.89
556,2011-07-11,00:00:00.00,0.112957,3.55561,0.867
557,2011-07-12,00:00:00.00,0.0476878,3.44523,0.847
558,2011-07-13,00:00:00.00,0.0329909,3.34404,0.797
559,2011-07-14,00:00:00.00,0.0118118,3.25083,0.72
560,2011-07-15,00:00:00.00,4.33372e-05,3.16459,0.653
561,2011-07-16,00:00:00.00,0,3.08448,0.655
562,2011-07-17,00:00:00.00,0.00243193,3.00977,0.719
563,2011-07-18,00:00:00.00,0.00258696,2.93988,0.683
564,2011-07-19,00:00:00.00,0.543576,2.87428,0.717
565,2011-07-20,00:00:00.00,0.0397929,2.81253,0.69
566,2011-07-21,00:00:00.00,0.00527602,2.75424,0.622
567,2011-07-22,00:00:00.00,0.00538171,2.69908,0.563
568,2011-07-23,00:00:00.00,0.00275206,2.64675,0.497
569,2011-07-24,00:00:00.00,0.274553,2.59699,0.498
570,2011-07-25,00:00:00.00,4.20788,2.54959,0.589
571,2011-07-26,00:00:00.00,0.347512,2.50433,0.476
572,2011-07-27,00:00:00.00,0.0438055,2.46106,0.428
573,2011-07-28,00:00:00.00,0.0030269,2.4196,0.429
574,2011-07-29,00:00:00.00,13.342,3.33654,0.421
575,2011-07-30,00:00:00.00,14.685,4.94343,4.93
576,2011-07-31,00:00:00.00,0.00102387,5.00047,2.15
577,2011-08-01,00:00:00.00,1.02339,4.26116,1.23
578,2011-08-02,00:00:00.00,0.0473574,4.02468,0.952
579,2011-08-03,00:00:00.00,0.0150731,3.81882,0.796
580,2011-08-04,00:00:00.00,3.59396,3.63803,0.823
581,2011-08-05,00:00:00.00,0.203927,3.47801,0.762
582,2011-08-06,00:00:00.00,3.80963e-05,3.33535,0.714
583,2011-08-07,00:00:00.00,0.19563,3.20735,0.742
584,2011-08-08,00:00:00.00,4.48757,3.12416,0.817
585,2011-08-09,00:00:00.00,0.295602,3.04852,0.734
586,2011-08-10,00:00:00.00,23.0318,5.5081,1.09
587,2011-08-11,00:00:00.00,0.818143,6.62475,1.18
588,2011-08-12,00:00:00.00,0.564941,5.03451,0.823
589,2011-08-13,00:00:00.00,0.00301835,4.67706,0.672
590,2011-08-14,00:00:00.00,0.00649622,4.37485,0.63
591,2011-08-15,00:00:00.00,6.46561,4.31691,0.712
592,2011-08-16,00:00:00.00,1.87499,4.26704,0.769
593,2011-08-17,00:00:00.00,0.00294377,4.02298,0.623
594,2011-08-18,00:00:00.00,0,3.81104,0.558
595,2011-08-19,00:00:00.00,2.78384,3.62534,0.579
596,2011-08-20,00:00:00.00,0.058911,3.46133,0.983
597,2011-08-21,00:00:00.00,6.28108,3.46668,0.613
598,2011-08-22,00:00:00.00,4.8373,3.56633,0.681
599,2011-08-23,00:00:00.00,2.59639,3.5029,0.609
600,2011-08-24,00:00:00.00,0.0171121,3.35047,0.634
601,2011-08-25,00:00:00.00,0.463093,3.21432,1.07
602,2011-08-26,00:00:00.00,35.9143,8.18241,6.96
603,2011-08-27,00:00:00.00,0.0575843,10.5006,2.27
604,2011-08-28,00:00:00.00,0,7.34123,1.43
605,2011-08-29,00:00:00.00,0.000473207,6.54892,1.12
606,2011-08-30,00:00:00.00,0.000351763,5.92408,0.882
607,2011-08-31,00:00:00.00,0.00131606,5.41979,0.732
608,2011-09-01,00:00:00.00,0,5.00493,0.624
609,2011-09-02,00:00:00.00,5.98893,4.88193,0.622
610,2011-09-03,00:00:00.00,0.0315082,4.77862,0.604
611,2011-09-04,00:00:00.00,0.0491263,4.46693,0.546
612,2011-09-05,00:00:00.00,3.23865,4.20067,0.608
613,2011-09-06,00:00:00.00,8.3241,4.4122,0.5
614,2011-09-07,00:00:00.00,0.0478223,4.57766,0.433
615,2011-09-08,00:00:00.00,2.51679,4.27918,0.458
616,2011-09-09,00:00:00.00,0.988994,4.03791,0.493
617,2011-09-10,00:00:00.00,0.473619,3.82818,0.576
618,2011-09-11,00:00:00.00,0.0259817,3.64425,0.528
619,2011-09-12,00:00:00.00,0.741381,3.48163,0.472
620,2011-09-13,00:00:00.00,1.76169,3.33684,0.426
621,2011-09-14,00:00:00.00,1.10455,3.20707,0.408
622,2011-09-15,00:00:00.00,0.486944,3.09007,0.417
623,2011-09-16,00:00:00.00,7.91797,3.4534,0.522
624,2011-09-17,00:00:00.00,0.207771,3.66744,0.502
625,2011-09-18,00:00:00.00,0.0389793,3.38908,0.504
626,2011-09-19,00:00:00.00,0.0184857,3.24977,0.425
627,2011-09-20,00:00:00.00,18.1346,5.12317,0.516
628,2011-09-21,00:00:00.00,10.7255,6.8806,2.15
629,2011-09-22,00:00:00.00,2.50162,6.2923,1.57
630,2011-09-23,00:00:00.00,0.0685039,5.63393,1.24
631,2011-09-24,00:00:00.00,10.8526,6.12466,1.1
632,2011-09-25,00:00:00.00,0.0843517,6.41966,1.19
633,2011-09-26,00:00:00.00,0.64016,5.71483,1.02
634,2011-09-27,00:00:00.00,2.11327,5.24622,0.96
635,2011-09-28,00:00:00.00,27.4208,9.16325,4.23
636,2011-09-29,00:00:00.00,0.075153,11.1033,3.42
637,2011-09-30,00:00:00.00,5.92353,8.85202,2.16
638,2011-10-01,00:00:00.00,7.56525,8.99209,1.91
639,2011-10-02,00:00:00.00,1.4476,8.59525,1.93
640,2011-10-03,00:00:00.00,3.37094,7.77438,1.89
641,2011-10-04,00:00:00.00,6.72339,7.75998,1.92
642,2011-10-05,00:00:00.00,0.0348591,7.52012,2.19
643,2011-10-06,00:00:00.00,0.0277327,6.72531,1.81
644,2011-10-07,00:00:00.00,0.0149064,6.09825,1.47
645,2011-10-08,00:00:00.00,0.0176136,5.59194,1.3
646,2011-10-09,00:00:00.00,0,5.17517,1.17
647,2011-10-10,00:00:00.00,0,4.82652,1.09
648,2011-10-11,00:00:00.00,0.0209136,4.53077,1.05
649,2011-10-12,00:00:00.00,0.0266143,4.27687,1.06
650,2011-10-13,00:00:00.00,8.82635,4.76412,1.08
651,2011-10-14,00:00:00.00,6.02852,5.4383,1.64
652,2011-10-15,00:00:00.00,32.7196,11.4591,9.23
653,2011-10-16,00:00:00.00,6.57543,15.2317,10.4
654,2011-10-17,00:00:00.00,2.21859,12.0403,7.94
655,2011-10-18,00:00:00.00,0.0258918,10.1989,5.47
656,2011-10-19,00:00:00.00,0.0261072,8.76858,3.65
657,2011-10-20,00:00:00.00,13.2783,9.66738,3.12
658,2011-10-21,00:00:00.00,22.2763,14.8981,14.9
659,2011-10-22,00:00:00.00,3.24647,16.4704,19.9
660,2011-10-23,00:00:00.00,0.289694,12.9883,13.2
661,2011-10-24,00:00:00.00,0.000554351,10.7684,7.07
662,2011-10-25,00:00:00.00,3.89698,9.60804,5.02
663,2011-10-26,00:00:00.00,2.22296,8.91702,4.08
664,2011-10-27,00:00:00.00,5.03833,8.55366,4.43
665,2011-10-28,00:00:00.00,1.33706,8.15874,4.52
666,2011-10-29,00:00:00.00,0.0461198,7.31903,3.7
667,2011-10-30,00:00:00.00,0.14722,6.63543,3.14
668,2011-10-31,00:00:00.00,0.0134221,6.08703,2.74
669,2011-11-01,00:00:00.00,0.0563023,5.63791,2.46
670,2011-11-02,00:00:00.00,0.715851,5.26364,2.26
671,2011-11-03,00:00:00.00,0,4.9471,2.1
672,2011-11-04,00:00:00.00,0.0222416,4.67593,2.05
673,2011-11-05,00:00:00.00,0.0190776,4.44099,1.89
674,2011-11-06,00:00:00.00,0.0103738,4.23541,1.73
675,2011-11-07,00:00:00.00,0.000714001,4.05393,1.68
676,2011-11-08,00:00:00.00,0.0528474,3.89243,1.65
677,2011-11-09,00:00:00.00,0.40523,3.74767,1.59
678,2011-11-10,00:00:00.00,6.45609,4.08378,1.59
679,2011-11-11,00:00:00.00,0.0592306,4.31072,1.81
680,2011-11-12,00:00:00.00,1.34816,4.06104,1.8
681,2011-11-13,00:00:00.00,0.0906269,3.90625,1.85
682,2011-11-14,00:00:00.00,0.0641508,3.74945,1.84
683,2011-11-15,00:00:00.00,10.394,4.7379,2.18
684,2011-11-16,00:00:00.00,0.700801,5.24736,4.43
685,2011-11-17,00:00:00.00,0.0883643,4.56154,3.56
686,2011-11-18,00:00:00.00,0.0362199,4.31367,2.84
687,2011-11-19,00:00:00.00,0.124665,4.0981,2.37
688,2011-11-20,00:00:00.00,0.0410025,3.90889,2.13
689,2011-11-21,00:00:00.00,0.0637338,3.74145,1.98
690,2011-11-22,00:00:00.00,0.000182223,3.59217,1.74
691,2011-11-23,00:00:00.00,0.335706,3.45818,1.69
692,2011-11-24,00:00:00.00,20.6885,5.33736,6.52
693,2011-11-25,00:00:00.00,0.0124623,6.30944,6.76
694,2011-11-26,00:00:00.00,2.58621e-05,5.16087,4.48
695,2011-11-27,00:00:00.00,0.0173476,4.82187,3.56
696,2011-11-28,00:00:00.00,21.8524,8.05583,5.47
697,2011-11-29,00:00:00.00,1.64166,9.80991,15
698,2011-11-30,00:00:00.00,52.272,22.4305,33.7
699,2011-12-01,00:00:00.00,7.9867,30.4419,62
700,2011-12-02,00:00:00.00,0.000161926,20.8541,34.9
701,2011-12-03,00:00:00.00,1.76729,15.6649,15.1
702,2011-12-04,00:00:00.00,0.374879,12.5921,9.05
703,2011-12-05,00:00:00.00,12.0257,12.8997,8.26
704,2011-12-06,00:00:00.00,17.7791,17.4362,26.4
705,2011-12-07,00:00:00.00,9.4518,18.5927,31.5
706,2011-12-08,00:00:00.00,0.114443,15.0284,21.1
707,2011-12-09,00:00:00.00,0.0384471,12.2033,11.7
708,2011-12-10,00:00:00.00,2.70569,10.3293,7.42
709,2011-12-11,00:00:00.00,0.0273153,8.99664,5.51
710,2011-12-12,00:00:00.00,0.00261828,7.99187,4.34
711,2011-12-13,00:00:00.00,0,7.21689,3.75
712,2011-12-14,00:00:00.00,2.13943e-05,6.60209,3.42
713,2011-12-15,00:00:00.00,2.73111,6.873,3.46
714,2011-12-16,00:00:00.00,21.5083,12.1328,14.6
715,2011-12-17,00:00:00.00,1.43257,14.6287,24.7
716,2011-12-18,00:00:00.00,1.82741,11.437,12.9
717,2011-12-19,00:00:00.00,1.30694,9.77344,7.6
718,2011-12-20,00:00:00.00,0.00189618,8.56896,6.11
719,2011-12-21,00:00:00.00,0.0159276,7.65963,5.96
720,2011-12-22,00:00:00.00,3.42953,7.2346,5.58
721,2011-12-23,00:00:00.00,0.683874,7.19946,5.62
722,2011-12-24,00:00:00.00,1.85766,6.88448,5.43
723,2011-12-25,00:00:00.00,0.0479583,6.32434,4.54
724,2011-12-26,00:00:00.00,0.179841,5.86587,4.04
725,2011-12-27,00:00:00.00,0.342055,5.4839,3.63
726,2011-12-28,00:00:00.00,8.34531,5.84962,3.61
727,2011-12-29,00:00:00.00,3.84539,6.11022,3.58
728,2011-12-30,00:00:00.00,2.61067,5.63738,2.98
729,2011-12-31,00:00:00.00,3.2021,5.44143,3.05
730,2012-01-01,00:00:00.00,10.4979,8.8064,12.2
731,2012-01-02,00:00:00.00,7.89236,11.8153,18.4
732,2012-01-03,00:00:00.00,6.01668,10.7075,18
733,2012-01-04,00:00:00.00,4.69936,9.3151,9.66
734,2012-01-05,00:00:00.00,0.363259,8.18933,6.16
735,2012-01-06,00:00:00.00,0.00391755,7.33308,5.09
736,2012-01-07,00:00:00.00,0.000805922,6.66151,4.56
737,2012-01-08,00:00:00.00,0.0217119,7.19197,5.25
738,2012-01-09,00:00:00.00,0.140706,7.52646,5.39
739,2012-01-10,00:00:00.00,0.000508252,6.72547,4.56
740,2012-01-11,00:00:00.00,0.00590915,6.16881,4.04
741,2012-01-12,00:00:00.00,0.00102801,5.87837,3.61
742,2012-01-13,00:00:00.00,4.1919,6.11806,4.12
743,2012-01-14,00:00:00.00,2.55656,6.15316,5.24
744,2012-01-15,00:00:00.00,5.14888,5.69928,4.19
745,2012-01-16,00:00:00.00,0.0216419,5.31645,2.94
746,2012-01-17,00:00:00.00,0.168961,4.99323,3.43
747,2012-01-18,00:00:00.00,15.1973,7.03262,9.34
748,2012-01-19,00:00:00.00,1.09529,8.07842,15
749,2012-01-20,00:00:00.00,5.72435,6.62796,7.94
750,2012-01-21,00:00:00.00,1.33727,6.06979,4.85
751,2012-01-22,00:00:00.00,3.23893,5.61358,3.63
752,2012-01-23,00:00:00.00,0.00113955,5.23407,2.97
753,2012-01-24,00:00:00.00,7.7547,5.70698,5.44
754,2012-01-25,00:00:00.00,0.211563,6.0093,12.5
755,2012-01-26,00:00:00.00,0.115081,5.46882,6.91
756,2012-01-27,00:00:00.00,0.753549,5.10639,5.15
757,2012-01-28,00:00:00.00,12.4738,5.34511,5.77
758,2012-01-29,00:00:00.00,2.65291,5.54028,6.26
759,2012-01-30,00:00:00.00,5.74179,5.17801,4.92
760,2012-01-31,00:00:00.00,3.96121,4.87515,4.08
761,2012-02-01,00:00:00.00,2.01011,4.67889,3.85
762,2012-02-02,00:00:00.00,0.0696408,10.9712,14.2
763,2012-02-03,00:00:00.00,0.0425846,14.036,14.6
764,2012-02-04,00:00:00.00,0.0155846,9.98301,8.21
765,2012-02-05,00:00:00.00,0.000168126,8.63421,6.1
766,2012-02-06,00:00:00.00,0.00483881,7.63145,5.18
767,2012-02-07,00:00:00.00,0.000167777,6.85911,4.51
768,2012-02-08,00:00:00.00,0.0342771,6.24737,4.06
769,2012-02-09,00:00:00.00,0.0011799,5.7517,3.5
770,2012-02-10,00:00:00.00,0,5.34241,3.17
771,2012-02-11,00:00:00.00,0.747368,4.999,2.9
772,2012-02-12,00:00:00.00,9.50686,4.70687,2.47
773,2012-02-13,00:00:00.00,4.4642,4.45539,2.08
774,2012-02-14,00:00:00.00,0.0691757,4.23661,2.34
775,2012-02-15,00:00:00.00,0.40433,4.04449,2.32
776,2012-02-16,00:00:00.00,0.226527,3.87437,2.18
777,2012-02-17,00:00:00.00,5.66012,3.88703,2.2
778,2012-02-18,00:00:00.00,0.180037,3.89617,2.63
779,2012-02-19,00:00:00.00,4.13367,3.7909,2.88
780,2012-02-20,00:00:00.00,0.0970224,3.6962,2.55
781,2012-02-21,00:00:00.00,0.00849808,3.55746,2.22
782,2012-02-22,00:00:00.00,1.68739,3.43229,2.3
783,2012-02-23,00:00:00.00,2.18422,3.36033,3.05
784,2012-02-24,00:00:00.00,0.791158,3.43024,3.58
785,2012-02-25,00:00:00.00,7.83499,3.95595,4.09
786,2012-02-26,00:00:00.00,2.27637,4.19044,4.91
787,2012-02-27,00:00:00.00,0.0688627,3.89003,3.7
788,2012-02-28,00:00:00.00,0.00214321,3.71727,3.62
789,2012-02-29,00:00:00.00,0.0254234,3.56367,3.96
790,2012-03-01,00:00:00.00,0.633985,3.42617,4.03
791,2012-03-02,00:00:00.00,0.104803,3.3023,5.2
792,2012-03-03,00:00:00.00,0.111418,5.05601,7.34
793,2012-03-04,00:00:00.00,9.03464,8.48291,14.9
794,2012-03-05,00:00:00.00,2.36131,8.79162,10.9
795,2012-03-06,00:00:00.00,0.157245,7.08918,5.81
796,2012-03-07,00:00:00.00,0.0664957,6.37909,4.07
797,2012-03-08,00:00:00.00,0,5.81262,3.73
798,2012-03-09,00:00:00.00,8.94456,6.78195,4.48
799,2012-03-10,00:00:00.00,1.37286,7.3107,4.9
800,2012-03-11,00:00:00.00,0.169512,6.31329,3.79
801,2012-03-12,00:00:00.00,7.42674e-05,5.76351,3.48
802,2012-03-13,00:00:00.00,3.90857,5.72689,3.49
803,2012-03-14,00:00:00.00,11.3937,7.15066,9.38
804,2012-03-15,00:00:00.00,0.0316054,7.65791,8.46
805,2012-03-16,00:00:00.00,0.434677,6.6162,5.59
806,2012-03-17,00:00:00.00,2.70526,6.09058,4.6
807,2012-03-18,00:00:00.00,0.0101506,5.6658,3.8
808,2012-03-19,00:00:00.00,0.00142959,5.23808,3.41
809,2012-03-20,00:00:00.00,0.00455665,4.88099,3.09
810,2012-03-21,00:00:00.00,0.00179765,4.57862,2.99
811,2012-03-22,00:00:00.00,0.00399042,4.31942,2.74
812,2012-03-23,00:00:00.00,0.00448853,4.09483,2.56
813,2012-03-24,00:00:00.00,0.208516,3.89837,2.37
814,2012-03-25,00:00:00.00,3.77571,3.85016,2.3
815,2012-03-26,00:00:00.00,0.642749,3.80657,2.36
816,2012-03-27,00:00:00.00,0.0391265,3.64174,2.1
817,2012-03-28,00:00:00.00,0.00310429,3.49481,1.86
818,2012-03-29,00:00:00.00,0.0603247,3.36297,1.9
819,2012-03-30,00:00:00.00,0.187233,3.24396,1.82
820,2012-03-31,00:00:00.00,1.99825,3.13593,1.76
821,2012-04-01,00:00:00.00,0.924419,3.03737,1.79
822,2012-04-02,00:00:00.00,2.78725,3.01285,1.76
823,2012-04-03,00:00:00.00,0.0261803,2.98941,1.78
824,2012-04-04,00:00:00.00,0.047978,2.90113,1.64
825,2012-04-05,00:00:00.00,0.173359,2.8198,1.61
826,2012-04-06,00:00:00.00,0,2.74459,1.56
827,2012-04-07,00:00:00.00,0,2.67477,1.44
828,2012-04-08,00:00:00.00,0,2.60974,1.37
829,2012-04-09,00:00:00.00,0.330066,2.54898,1.39
830,2012-04-10,00:00:00.00,0.0599404,2.49204,1.42
831,2012-04-11,00:00:00.00,0.145464,2.43852,1.36
832,2012-04-12,00:00:00.00,1.26263,2.38809,1.34
833,2012-04-13,00:00:00.00,0.00778802,2.34045,1.31
834,2012-04-14,00:00:00.00,0.0295783,2.29534,1.29
835,2012-04-15,00:00:00.00,0.833126,2.25254,1.27
836,2012-04-16,00:00:00.00,5.21135,2.31505,1.36
837,2012-04-17,00:00:00.00,0.0956795,2.37204,1.46
838,2012-04-18,00:00:00.00,0.0452338,2.32088,1.25
839,2012-04-19,00:00:00.00,0.000520206,2.27271,1.14
840,2012-04-20,00:00:00.00,0.470185,2.22722,1.14
841,2012-04-21,00:00:00.00,0.059735,2.18419,1.18
842,2012-04-22,00:00:00.00,7.94535,2.57682,1.28
843,2012-04-23,00:00:00.00,3.19372e-05,2.77164,1.2
844,2012-04-24,00:00:00.00,0.839858,2.51756,1.11
845,2012-04-25,00:00:00.00,1.35285,2.44948,1.1
846,2012-04-26,00:00:00.00,0.0576077,2.38631,1.11
847,2012-04-27,00:00:00.00,0.264027,2.3275,1.05
848,2012-04-28,00:00:00.00,0.580948,2.27258,1.02
849,2012-04-29,00:00:00.00,7.53553e-05,2.22116,0.966
850,2012-04-30,00:00:00.00,0.023805,2.17288,0.954
851,2012-05-01,00:00:00.00,7.24996,2.43479,0.987
852,2012-05-02,00:00:00.00,5.23539,2.69632,1.18
853,2012-05-03,00:00:00.00,0.00561084,2.62916,1.09
854,2012-05-04,00:00:00.00,0.139942,2.54599,1.02
855,2012-05-05,00:00:00.00,14.5981,3.54309,1.31
856,2012-05-06,00:00:00.00,0.13651,3.98195,1.9
857,2012-05-07,00:00:00.00,0.002197,3.30386,1.27
858,2012-05-08,00:00:00.00,1.6461,3.15259,1.09
859,2012-05-09,00:00:00.00,7.40794,3.24418,1.32
860,2012-05-10,00:00:00.00,3.78615,3.35978,1.63
861,2012-05-11,00:00:00.00,0.00482132,3.23647,1.46
862,2012-05-12,00:00:00.00,0.000283731,3.09248,1.17
863,2012-05-13,00:00:00.00,0.0205791,2.96376,1.02
864,2012-05-14,00:00:00.00,1.21639,2.84801,0.917
865,2012-05-15,00:00:00.00,9.05254e-05,2.74337,0.873
866,2012-05-16,00:00:00.00,2.55248e-05,2.64831,0.862
867,2012-05-17,00:00:00.00,1.28598,2.56156,0.841
868,2012-05-18,00:00:00.00,0.000246512,2.48206,0.852
869,2012-05-19,00:00:00.00,0.000285641,2.40892,0.813
870,2012-05-20,00:00:00.00,0,2.34138,0.747
871,2012-05-21,00:00:00.00,0,2.27882,0.693
872,2012-05-22,00:00:00.00,0.0513326,2.22067,0.67
873,2012-05-23,00:00:00.00,0.025574,2.16647,0.687
874,2012-05-24,00:00:00.00,0.00585443,2.11581,0.692
875,2012-05-25,00:00:00.00,0.00205993,2.06832,0.654
876,2012-05-26,00:00:00.00,0.164073,2.02371,0.597
877,2012-05-27,00:00:00.00,0.00113676,1.9817,0.568
878,2012-05-28,00:00:00.00,4.51684,1.95694,0.567
879,2012-05-29,00:00:00.00,0.229522,1.93339,0.598
880,2012-05-30,00:00:00.00,3.99274,1.89602,0.613
881,2012-05-31,00:00:00.00,0.0065105,1.86061,0.657
882,2012-06-01,00:00:00.00,0.00134084,1.82699,0.603
883,2012-06-02,00:00:00.00,46.1555,7.34567,1.3
884,2012-06-03,00:00:00.00,0.426539,9.65509,4.57
885,2012-06-04,00:00:00.00,10.8045,6.84272,3.69
886,2012-06-05,00:00:00.00,2.16173,6.84597,3.57
