time,date,hour,precip [mm/day],02GD004 [m3/s],02GD004 (observed) [m3/s]
887,2012-06-06,00:00:00.00,4.00573,6.17637,2.43
888,2012-06-07,00:00:00.00,3.73477,5.65031,1.85
889,2012-06-08,00:00:00.00,0.0405773,5.16181,1.73
890,2012-06-09,00:00:00.00,5.1366e-06,4.75531,1.41
891,2012-06-10,00:00:00.00,5.32796,4.49035,1.18
892,2012-06-11,00:00:00.00,0.2024,4.26657,1.01
893,2012-06-12,00:00:00.00,0.348603,4.00031,0.837
894,2012-06-13,00:00:00.00,2.99753,3.77072,0.811
895,2012-06-14,00:00:00.00,0.135304,3.57084,0.75
896,2012-06-15,00:00:00.00,0,3.39533,0.642
897,2012-06-16,00:00:00.00,0.000562071,3.24005,0.592
898,2012-06-17,00:00:00.00,0,3.1017,0.567
899,2012-06-18,00:00:00.00,3.96275,2.97768,0.531
900,2012-06-19,00:00:00.00,0.898052,2.86587,0.573
901,2012-06-20,00:00:00.00,0.0168999,2.76455,0.527
902,2012-06-21,00:00:00.00,0,2.67228,0.493
903,2012-06-22,00:00:00.00,18.7067,4.10029,0.501
904,2012-06-23,00:00:00.00,1.02058,4.72498,0.645
905,2012-06-24,00:00:00.00,0.0155084,3.76972,0.544
906,2012-06-25,00:00:00.00,0.553128,3.5675,0.433
907,2012-06-26,00:00:00.00,1.85439,3.39011,0.435
908,2012-06-27,00:00:00.00,0.00498709,3.23328,0.406
909,2012-06-28,00:00:00.00,0.00901823,3.09368,0.379
910,2012-06-29,00:00:00.00,0.00564443,2.96862,0.368
911,2012-06-30,00:00:00.00,0.000721131,2.85594,0.336
912,2012-07-01,00:00:00.00,0.000866449,2.75389,0.321
913,2012-07-02,00:00:00.00,9.72192e-05,2.66101,0.298
914,2012-07-03,00:00:00.00,0.00110102,2.57611,0.289
915,2012-07-04,00:00:00.00,2.9214,2.49818,0.283
916,2012-07-05,00:00:00.00,3.47066,2.42638,0.315
917,2012-07-06,00:00:00.00,0.149467,2.36,0.403
918,2012-07-07,00:00:00.00,0.0237516,2.29841,0.334
919,2012-07-08,00:00:00.00,0,2.2411,0.297
920,2012-07-09,00:00:00.00,0.00350462,2.1876,0.272
921,2012-07-10,00:00:00.00,0.000592292,2.13753,0.264
922,2012-07-11,00:00:00.00,0.0396891,2.09054,0.253
923,2012-07-12,00:00:00.00,4.15616e-07,2.04634,0.24
924,2012-07-13,00:00:00.00,0,2.00466,0.231
925,2012-07-14,00:00:00.00,0.0967952,1.96528,0.229
926,2012-07-15,00:00:00.00,0.0659216,1.92799,0.229
927,2012-07-16,00:00:00.00,2.91154,1.89262,0.228
928,2012-07-17,00:00:00.00,1.21435,1.85901,0.223
929,2012-07-18,00:00:00.00,0.0264233,1.827,0.211
930,2012-07-19,00:00:00.00,0.212072,1.79647,0.194
931,2012-07-20,00:00:00.00,0.463859,1.76731,0.176
932,2012-07-21,00:00:00.00,1.42344,1.73942,0.187
933,2012-07-22,00:00:00.00,1.14825e-05,1.71269,0.186
934,2012-07-23,00:00:00.00,0.315398,1.68704,0.168
935,2012-07-24,00:00:00.00,0.271742,1.66241,1.26
936,2012-07-25,00:00:00.00,0.00956203,1.63872,0.73
937,2012-07-26,00:00:00.00,0.000424875,1.6159,0.355
938,2012-07-27,00:00:00.00,13.1868,2.29956,0.34
939,2012-07-28,00:00:00.00,5.08536,2.60252,0.484
940,2012-07-29,00:00:00.00,0.819303,2.17998,0.463
941,2012-07-30,00:00:00.00,0.00146298,2.12091,0.38
942,2012-07-31,00:00:00.00,0,2.06599,0.293
943,2012-08-01,00:00:00.00,0.122802,2.0148,0.268
944,2012-08-02,00:00:00.00,0.00412201,1.96696,0.265
945,2012-08-03,00:00:00.00,0,1.92213,0.266
946,2012-08-04,00:00:00.00,0.0444426,1.88003,0.266
947,2012-08-05,00:00:00.00,8.73423e-05,1.8404,0.267
948,2012-08-06,00:00:00.00,4.04393,1.80301,0.257
949,2012-08-07,00:00:00.00,0.0140128,1.76767,0.242
950,2012-08-08,00:00:00.00,0,1.73421,0.181
951,2012-08-09,00:00:00.00,0.235853,1.70246,0.157
952,2012-08-10,00:00:00.00,9.77397,2.06372,0.162
953,2012-08-11,00:00:00.00,27.5439,4.84399,0.277
954,2012-08-12,00:00:00.00,5.90506,5.84631,0.594
955,2012-08-13,00:00:00.00,4.89755,4.38604,0.71
956,2012-08-14,00:00:00.00,0.53962,4.17622,0.538
957,2012-08-15,00:00:00.00,12.1756,4.67057,0.455
958,2012-08-16,00:00:00.00,0.127311,4.94536,0.573
959,2012-08-17,00:00:00.00,0.0943072,4.40814,0.506
960,2012-08-18,00:00:00.00,3.06328,4.09974,0.464
961,2012-08-19,00:00:00.00,0.0543081,3.83671,0.379
962,2012-08-20,00:00:00.00,0.00829664,3.60996,0.314
963,2012-08-21,00:00:00.00,0.0233597,3.41261,0.291
964,2012-08-22,00:00:00.00,0.0164852,3.2394,0.285
965,2012-08-23,00:00:00.00,0.00231013,3.08624,0.284
966,2012-08-24,00:00:00.00,1.1379e-05,2.94987,0.284
967,2012-08-25,00:00:00.00,0,2.82771,0.283
968,2012-08-26,00:00:00.00,0,2.71766,0.276
969,2012-08-27,00:00:00.00,0.0117052,2.61803,0.267
970,2012-08-28,00:00:00.00,3.99442,2.55322,0.248
971,2012-08-29,00:00:00.00,0.0517886,2.49402,0.235
972,2012-08-30,00:00:00.00,0.0176652,2.41391,0.24
973,2012-08-31,00:00:00.00,0,2.34032,0.246
974,2012-09-01,00:00:00.00,0,2.27247,0.227
975,2012-09-02,00:00:00.00,0.0024618,2.2097,0.201
976,2012-09-03,00:00:00.00,0.00253047,2.15145,0.177
977,2012-09-04,00:00:00.00,0.0749042,2.09724,0.164
978,2012-09-05,00:00:00.00,18.8265,3.60415,0.228
979,2012-09-06,00:00:00.00,0.0933277,4.2034,0.698
980,2012-09-07,00:00:00.00,0.210488,3.19014,0.322
981,2012-09-08,00:00:00.00,0.0334155,3.04012,0.238
982,2012-09-09,00:00:00.00,27.6756,6.08475,0.448
983,2012-09-10,00:00:00.00,3.58073,7.54497,0.673
984,2012-09-11,00:00:00.00,0.150958,5.6154,0.43
985,2012-09-12,00:00:00.00,0.000404565,5.11674,0.316
986,2012-09-13,00:00:00.00,0,4.70671,0.239
987,2012-09-14,00:00:00.00,0,4.36414,0.218
988,2012-09-15,00:00:00.00,6.31616,4.33459,0.252
989,2012-09-16,00:00:00.00,0.0519509,4.31041,0.3
990,2012-09-17,00:00:00.00,0.00112887,4.02991,0.276
991,2012-09-18,00:00:00.00,0.000362961,3.78898,0.219
992,2012-09-19,00:00:00.00,33.1311,8.25656,0.394
993,2012-09-20,00:00:00.00,0.326344,10.3734,0.617
994,2012-09-21,00:00:00.00,3.71894,7.60119,0.458
995,2012-09-22,00:00:00.00,0.176293,6.88881,0.39
996,2012-09-23,00:00:00.00,12.3997,7.44314,0.449
997,2012-09-24,00:00:00.00,1.55691,7.7621,0.512
998,2012-09-25,00:00:00.00,0.645577,6.74579,0.399
999,2012-09-26,00:00:00.00,4.54481e-05,6.06755,0.374
1000,2012-09-27,00:00:00.00,0.0387593,5.52454,0.313
1001,2012-09-28,00:00:00.00,0.0191591,5.08084,0.287
1002,2012-09-29,00:00:00.00,0,4.71205,0.276
1003,2012-09-30,00:00:00.00,0.130381,4.40104,0.298
1004,2012-10-01,00:00:00.00,6.16176,4.45797,0.279
1005,2012-10-02,00:00:00.00,0.00734754,4.50661,0.264
1006,2012-10-03,00:00:00.00,0.165534,4.22614,0.272
1007,2012-10-04,00:00:00.00,1.07306,3.98489,0.3
1008,2012-10-05,00:00:00.00,0.0744261,3.77528,0.297
1009,2012-10-06,00:00:00.00,0.306704,3.59154,0.271
1010,2012-10-07,00:00:00.00,7.56705,3.92312,0.318
1011,2012-10-08,00:00:00.00,1.03492,4.13212,0.406
1012,2012-10-09,00:00:00.00,0.074236,3.82184,0.38
1013,2012-10-10,00:00:00.00,0.0500319,3.63087,0.316
1014,2012-10-11,00:00:00.00,4.74067,3.66825,0.32
1015,2012-10-12,00:00:00.00,0.165839,3.70064,0.373
1016,2012-10-13,00:00:00.00,2.41488,3.59206,0.316
1017,2012-10-14,00:00:00.00,3.21573,3.6161,0.328
1018,2012-10-15,00:00:00.00,21.6188,6.32545,0.746
1019,2012-10-16,00:00:00.00,1.9308,7.58468,0.979
1020,2012-10-17,00:00:00.00,0.635867,5.89273,0.673
1021,2012-10-18,00:00:00.00,3.77004,5.58833,0.555
1022,2012-10-19,00:00:00.00,0.836183,5.34049,0.545
1023,2012-10-20,00:00:00.00,0.248998,4.93108,0.527
1024,2012-10-21,00:00:00.00,11.5657,5.80822,0.635
1025,2012-10-22,00:00:00.00,0.217563,6.27895,0.693
1026,2012-10-23,00:00:00.00,0.0774709,5.45452,0.608
1027,2012-10-24,00:00:00.00,15.5864,7.01694,0.779
1028,2012-10-25,00:00:00.00,0.634767,7.81904,1.51
1029,2012-10-26,00:00:00.00,0.0199192,6.48931,1.17
1030,2012-10-27,00:00:00.00,4.59969,6.18951,0.955
1031,2012-10-28,00:00:00.00,23.125,9.88785,3.17
1032,2012-10-29,00:00:00.00,1.90462,11.6619,5.08
1033,2012-10-30,00:00:00.00,17.6893,11.6449,4.57
1034,2012-10-31,00:00:00.00,10.9603,14.0116,9.07
1035,2012-11-01,00:00:00.00,7.0414,14.3277,7.46
1036,2012-11-02,00:00:00.00,3.11774,13.2637,6.36
1037,2012-11-03,00:00:00.00,1.46156,11.4481,4.77
1038,2012-11-04,00:00:00.00,0.178994,9.76742,3.41
1039,2012-11-05,00:00:00.00,0.0101636,8.46875,2.55
1040,2012-11-06,00:00:00.00,0.0012828,7.49877,2.03
1041,2012-11-07,00:00:00.00,0.00229949,6.74899,1.69
1042,2012-11-08,00:00:00.00,1.00379e-05,6.15342,1.49
1043,2012-11-09,00:00:00.00,6.3961e-07,5.66972,1.29
1044,2012-11-10,00:00:00.00,0.000306127,5.26956,1.16
1045,2012-11-11,00:00:00.00,0.146696,4.93327,1.08
1046,2012-11-12,00:00:00.00,0.00784291,4.64682,1.04
1047,2012-11-13,00:00:00.00,9.77112,5.48181,1.01
1048,2012-11-14,00:00:00.00,1.23601,5.94388,1.34
1049,2012-11-15,00:00:00.00,0.00174791,5.25382,1.33
1050,2012-11-16,00:00:00.00,0,4.91257,1.24
1051,2012-11-17,00:00:00.00,0,4.62234,1.19
1052,2012-11-18,00:00:00.00,0.00427981,4.37256,1.07
1053,2012-11-19,00:00:00.00,0.0175063,4.15533,0.966
1054,2012-11-20,00:00:00.00,0.0422805,3.96465,0.935
1055,2012-11-21,00:00:00.00,0.00522015,3.79588,0.921
1056,2012-11-22,00:00:00.00,0.0209846,3.6454,0.927
1057,2012-11-23,00:00:00.00,0.0259907,3.5103,0.9
1058,2012-11-24,00:00:00.00,4.1214,3.61236,0.916
1059,2012-11-25,00:00:00.00,4.33281,3.79432,0.973
1060,2012-11-26,00:00:00.00,0.621325,3.73035,0.877
1061,2012-11-27,00:00:00.00,0.0885199,3.57916,0.843
1062,2012-11-28,00:00:00.00,0.0270852,3.44362,0.864
1063,2012-11-29,00:00:00.00,0.0519533,3.32135,0.867
1064,2012-11-30,00:00:00.00,0.0176289,3.21044,0.855
1065,2012-12-01,00:00:00.00,0.254962,3.1093,0.876
1066,2012-12-02,00:00:00.00,0.397821,3.01663,0.854
1067,2012-12-03,00:00:00.00,18.3569,5.42171,1.41
1068,2012-12-04,00:00:00.00,0.156928,6.51874,4.79
1069,2012-12-05,00:00:00.00,7.8328,5.73689,4.01
1070,2012-12-06,00:00:00.00,0.151115,5.97221,5.6
1071,2012-12-07,00:00:00.00,0.00860805,5.41795,3.97
1072,2012-12-08,00:00:00.00,0.252994,5.01649,3.12
1073,2012-12-09,00:00:00.00,3.8664,4.91671,2.64
1074,2012-12-10,00:00:00.00,2.33283,4.83514,2.45
1075,2012-12-11,00:00:00.00,5.24636,4.84527,2.89
1076,2012-12-12,00:00:00.00,0.441557,4.85083,3.4
1077,2012-12-13,00:00:00.00,0.00804637,4.53854,2.88
1078,2012-12-14,00:00:00.00,0.000254403,4.27167,2.28
1079,2012-12-15,00:00:00.00,0.000269349,4.0411,2.06
1080,2012-12-16,00:00:00.00,0.277684,3.90819,1.89
1081,2012-12-17,00:00:00.00,9.80645,4.94858,2.05
1082,2012-12-18,00:00:00.00,0.176932,5.44889,3.13
1083,2012-12-19,00:00:00.00,0.509817,4.74352,3.21
1084,2012-12-20,00:00:00.00,0.730424,4.48731,2.73
1085,2012-12-21,00:00:00.00,7.02006,4.66889,2.41
1086,2012-12-22,00:00:00.00,12.8872,6.1812,8.51
1087,2012-12-23,00:00:00.00,0.424864,6.72268,8.88
1088,2012-12-24,00:00:00.00,0.0276355,5.79242,5.22
1089,2012-12-25,00:00:00.00,0.030457,5.32303,3.73
1090,2012-12-26,00:00:00.00,0.225001,4.93441,2.98
1091,2012-12-27,00:00:00.00,3.05629,4.60773,2.45
1092,2012-12-28,00:00:00.00,9.40584,4.32951,2.22
1093,2012-12-29,00:00:00.00,0.298465,4.08983,2.05
1094,2012-12-30,00:00:00.00,4.76672,3.88128,1.83
1095,2012-12-31,00:00:00.00,0.934817,3.69819,1.66
1096,2013-01-01,00:00:00.00,0.110633,3.53618,1.52
1097,2013-01-02,00:00:00.00,0.390771,3.39178,1.53
1098,2013-01-03,00:00:00.00,0.110423,3.26223,1.26
1099,2013-01-04,00:00:00.00,0.251525,3.14533,1.37
1100,2013-01-05,00:00:00.00,0.0730286,3.03925,1.33
1101,2013-01-06,00:00:00.00,0.17096,2.94252,1.3
1102,2013-01-07,00:00:00.00,6.32452,2.94506,1.37
1103,2013-01-08,00:00:00.00,0.497089,2.94632,1.32
1104,2013-01-09,00:00:00.00,0,2.85533,1.17
1105,2013-01-10,00:00:00.00,0.0186458,2.77177,1.18
1106,2013-01-11,00:00:00.00,0.0081891,2.69471,1.37
1107,2013-01-12,00:00:00.00,13.2799,3.58449,2.34
1108,2013-01-13,00:00:00.00,0.0388517,9.14179,9.91
1109,2013-01-14,00:00:00.00,25.8697,16.4188,25.7
1110,2013-01-15,00:00:00.00,1.13429,16.2044,36.6
1111,2013-01-16,00:00:00.00,0.0274602,12.1339,17.1
1112,2013-01-17,00:00:00.00,1.18891e-05,10.0939,8.07
1113,2013-01-18,00:00:00.00,0.105293,8.66178,5.33
1114,2013-01-19,00:00:00.00,0.452306,7.60587,3.87
1115,2013-01-20,00:00:00.00,0.036987,6.79797,3.4
1116,2013-01-21,00:00:00.00,0.48577,6.16158,3.13
1117,2013-01-22,00:00:00.00,0.973854,5.64836,2.32
1118,2013-01-23,00:00:00.00,0.874403,5.22636,1.73
1119,2013-01-24,00:00:00.00,0.321076,4.87362,1.57
1120,2013-01-25,00:00:00.00,0.507715,4.57462,1.46
1121,2013-01-26,00:00:00.00,2.36871,4.31806,1.39
1122,2013-01-27,00:00:00.00,0.795057,4.09558,1.35
1123,2013-01-28,00:00:00.00,0.025148,3.90081,1.33
1124,2013-01-29,00:00:00.00,11.822,4.13301,1.43
1125,2013-01-30,00:00:00.00,27.6009,8.73252,8.16
1126,2013-01-31,00:00:00.00,15.0936,15.5138,54.2
1127,2013-02-01,00:00:00.00,5.11773,15.6928,36
1128,2013-02-02,00:00:00.00,7.17687,12.1785,14
1129,2013-02-03,00:00:00.00,2.68285,10.1719,6.95
1130,2013-02-04,00:00:00.00,0.757684,8.7591,5.22
1131,2013-02-05,00:00:00.00,0.733169,7.71513,4.14
1132,2013-02-06,00:00:00.00,0.108004,6.91487,3.43
1133,2013-02-07,00:00:00.00,0.877842,6.28345,2.9
1134,2013-02-08,00:00:00.00,1.90441,5.77348,2.42
1135,2013-02-09,00:00:00.00,31.1584,5.57074,2.25
1136,2013-02-10,00:00:00.00,0.500707,5.40166,2.17
1137,2013-02-11,00:00:00.00,0.0118886,5.04126,2.14
1138,2013-02-12,00:00:00.00,1.84551,4.78733,3.05
1139,2013-02-13,00:00:00.00,0.281032,4.56965,4.74
1140,2013-02-14,00:00:00.00,0.0638708,4.32956,3.63
1141,2013-02-15,00:00:00.00,2.46468,4.12015,3.17
1142,2013-02-16,00:00:00.00,2.61657,3.93586,2.87
1143,2013-02-17,00:00:00.00,1.0141,3.77236,2.5
1144,2013-02-18,00:00:00.00,0.055797,3.62625,2.15
1145,2013-02-19,00:00:00.00,0.0534605,3.49481,2.34
1146,2013-02-20,00:00:00.00,12.3449,3.93285,4.68
1147,2013-02-21,00:00:00.00,2.08008,4.19466,6.44
1148,2013-02-22,00:00:00.00,0.680402,3.86835,4.36
1149,2013-02-23,00:00:00.00,1.29679,3.70264,3.94
1150,2013-02-24,00:00:00.00,2.66022,3.56877,3.55
1151,2013-02-25,00:00:00.00,1.29083,3.44852,2.96
1152,2013-02-26,00:00:00.00,0.0137993,3.32592,2.56
1153,2013-02-27,00:00:00.00,1.3781,3.21472,2.49
1154,2013-02-28,00:00:00.00,17.9222,3.91569,2.93
1155,2013-03-01,00:00:00.00,3.99427,4.3389,2.9
1156,2013-03-02,00:00:00.00,0.0410225,3.91133,2.75
1157,2013-03-03,00:00:00.00,0.0405377,3.72903,2.53
1158,2013-03-04,00:00:00.00,0.0599482,3.56759,2.43
1159,2013-03-05,00:00:00.00,0.0508146,3.42361,2.32
1160,2013-03-06,00:00:00.00,0.00909545,3.29436,2.16
1161,2013-03-07,00:00:00.00,0.253612,3.17763,2.22
1162,2013-03-08,00:00:00.00,2.42874,3.08206,2.06
1163,2013-03-09,00:00:00.00,0.0144517,2.99476,2.19
1164,2013-03-10,00:00:00.00,0.0115143,2.90427,2.85
1165,2013-03-11,00:00:00.00,0.00196327,7.56944,4.78
1166,2013-03-12,00:00:00.00,17.6397,31.1551,30
1167,2013-03-13,00:00:00.00,7.12836,39.5511,76.2
1168,2013-03-14,00:00:00.00,2.61805,24.5301,44.2
1169,2013-03-15,00:00:00.00,1.39003,17.5964,20.8
1170,2013-03-16,00:00:00.00,0.816002,13.7436,12.4
1171,2013-03-17,00:00:00.00,1.82634,11.3123,8.54
1172,2013-03-18,00:00:00.00,0.170313,9.64905,6.29
1173,2013-03-19,00:00:00.00,1.18975,8.44529,5.32
1174,2013-03-20,00:00:00.00,5.38016,7.59062,5
1175,2013-03-21,00:00:00.00,2.81609,6.92547,4.19
1176,2013-03-22,00:00:00.00,1.28002,6.34035,3.77
1177,2013-03-23,00:00:00.00,0.7203,5.86366,3.39
1178,2013-03-24,00:00:00.00,0.0173373,5.46813,3.15
1179,2013-03-25,00:00:00.00,0.0404915,5.13479,3.44
1180,2013-03-26,00:00:00.00,0.185366,4.85007,4.05
1181,2013-03-27,00:00:00.00,0.0197381,4.60399,5.99
1182,2013-03-28,00:00:00.00,0.0391516,4.45455,9.64
1183,2013-03-29,00:00:00.00,0.551669,5.04127,10.6
1184,2013-03-30,00:00:00.00,0.00993257,5.43995,14.1
1185,2013-03-31,00:00:00.00,0.00161317,5.06062,16.8
1186,2013-04-01,00:00:00.00,0.255078,4.77036,14.8
1187,2013-04-02,00:00:00.00,2.11558,4.52016,12.1
1188,2013-04-03,00:00:00.00,0.389802,4.30223,8.1
1189,2013-04-04,00:00:00.00,0.262079,4.11063,5.49
1190,2013-04-05,00:00:00.00,0.0102213,3.94077,4.42
1191,2013-04-06,00:00:00.00,0.00946136,3.78905,4.48
1192,2013-04-07,00:00:00.00,0.0137373,3.65259,3.74
1193,2013-04-08,00:00:00.00,0.691686,3.5291,3.71
1194,2013-04-09,00:00:00.00,6.55136,3.94414,4.02
1195,2013-04-10,00:00:00.00,18.4395,6.80795,5.93
1196,2013-04-11,00:00:00.00,42.295,18.0938,31
1197,2013-04-12,00:00:00.00,11.8739,23.4499,38.9
1198,2013-04-13,00:00:00.00,17.9377,21.7967,37.6
1199,2013-04-14,00:00:00.00,1.29176,20.6956,36.7
1200,2013-04-15,00:00:00.00,0.358786,15.792,19
1201,2013-04-16,00:00:00.00,0.0114901,12.6577,11.6
1202,2013-04-17,00:00:00.00,2.7131,10.6964,8.14
1203,2013-04-18,00:00:00.00,0.0128688,9.32274,6.18
1204,2013-04-19,00:00:00.00,14.2524,10.3844,9.46
1205,2013-04-20,00:00:00.00,8.4261,11.995,10.7
1206,2013-04-21,00:00:00.00,0.661313,11.0107,9.73
1207,2013-04-22,00:00:00.00,0.148497,9.46069,6.57
1208,2013-04-23,00:00:00.00,3.69108e-05,8.32777,5.38
1209,2013-04-24,00:00:00.00,5.63356e-05,7.46627,4.63
1210,2013-04-25,00:00:00.00,12.181,8.38831,4.52
1211,2013-04-26,00:00:00.00,5.29458,9.312,4.8
1212,2013-04-27,00:00:00.00,0.0221941,8.43413,4.72
1213,2013-04-28,00:00:00.00,6.30643e-05,7.54227,4.34
1214,2013-04-29,00:00:00.00,5.80324,7.22403,3.97
1215,2013-04-30,00:00:00.00,6.66197,7.47094,6.42
1216,2013-05-01,00:00:00.00,0.155907,7.28626,6.14
1217,2013-05-02,00:00:00.00,0.034222,6.63617,4.8
1218,2013-05-03,00:00:00.00,0.000207263,6.11169,3.87
1219,2013-05-04,00:00:00.00,5.26998e-05,5.68004,3.33
1220,2013-05-05,00:00:00.00,0,5.31875,2.89
1221,2013-05-06,00:00:00.00,0,5.01198,2.57
1222,2013-05-07,00:00:00.00,0,4.74821,2.36
1223,2013-05-08,00:00:00.00,0,4.51891,2.2
1224,2013-05-09,00:00:00.00,0.229682,4.31762,2.1
1225,2013-05-10,00:00:00.00,0.163457,4.13936,2.02
1226,2013-05-11,00:00:00.00,11.6847,5.0191,2
1227,2013-05-12,00:00:00.00,1.60534,5.49857,2.12
1228,2013-05-13,00:00:00.00,3.21343,4.96305,1.97
1229,2013-05-14,00:00:00.00,0.399531,4.77644,1.8
1230,2013-05-15,00:00:00.00,0.671061,4.524,1.7
1231,2013-05-16,00:00:00.00,0.312199,4.30429,1.71
1232,2013-05-17,00:00:00.00,0.0664522,4.11125,1.62
1233,2013-05-18,00:00:00.00,0.0144022,3.94022,1.47
1234,2013-05-19,00:00:00.00,0.0342023,3.78754,1.41
1235,2013-05-20,00:00:00.00,0.0141523,3.6503,1.39
1236,2013-05-21,00:00:00.00,0.126742,3.52617,1.32
1237,2013-05-22,00:00:00.00,2.22791,3.41325,1.37
1238,2013-05-23,00:00:00.00,1.56692,3.30999,1.45
1239,2013-05-24,00:00:00.00,1.91279,3.21511,1.41
1240,2013-05-25,00:00:00.00,1.50228,3.12754,1.32
1241,2013-05-26,00:00:00.00,0.0252829,3.04638,1.23
1242,2013-05-27,00:00:00.00,0,2.97087,1.14
1243,2013-05-28,00:00:00.00,0.000930982,2.90038,1.09
1244,2013-05-29,00:00:00.00,21.7569,5.36397,3.2
1245,2013-05-30,00:00:00.00,40.7942,14.2808,27.1
1246,2013-05-31,00:00:00.00,2.84923,16.734,15.1
1247,2013-06-01,00:00:00.00,0.408657,11.6738,6.58
1248,2013-06-02,00:00:00.00,7.84664,10.3864,4.44
1249,2013-06-03,00:00:00.00,15.2513,11.4223,4.9
1250,2013-06-04,00:00:00.00,0.000875725,11.5551,4.39
1251,2013-06-05,00:00:00.00,8.39102e-06,9.72325,3.04
1252,2013-06-06,00:00:00.00,6.70702e-05,8.44568,2.42
1253,2013-06-07,00:00:00.00,0.146355,7.48939,2.12
1254,2013-06-08,00:00:00.00,3.33605,6.74891,2.01
1255,2013-06-09,00:00:00.00,0.0197063,6.1599,1.85
1256,2013-06-10,00:00:00.00,0.00260522,5.68094,1.62
1257,2013-06-11,00:00:00.00,19.8995,8.00163,1.73
1258,2013-06-12,00:00:00.00,3.67024,9.19445,3.35
1259,2013-06-13,00:00:00.00,14.7854,9.17106,7.42
1260,2013-06-14,00:00:00.00,12.4624,10.9925,8.42
1261,2013-06-15,00:00:00.00,0.20166,10.6173,6.84
1262,2013-06-16,00:00:00.00,7.96347e-07,9.11025,4.12
1263,2013-06-17,00:00:00.00,6.80179,8.39312,3.28
1264,2013-06-18,00:00:00.00,3.08037,7.85352,2.76
1265,2013-06-19,00:00:00.00,0.209181,7.0466,2.26
1266,2013-06-20,00:00:00.00,2.14141e-05,6.41014,1.88
1267,2013-06-21,00:00:00.00,0,5.89614,1.62
1268,2013-06-22,00:00:00.00,0,5.47285,1.45
1269,2013-06-23,00:00:00.00,1.08974,5.11848,1.39
1270,2013-06-24,00:00:00.00,3.20253,4.8176,1.56
1271,2013-06-25,00:00:00.00,0,4.55897,1.34
1272,2013-06-26,00:00:00.00,2.16839,4.33423,1.21
1273,2013-06-27,00:00:00.00,0.0979694,4.13709,1.14
1274,2013-06-28,00:00:00.00,0.995518,3.96268,1.08
1275,2013-06-29,00:00:00.00,29.1578,8.16298,1.3
1276,2013-06-30,00:00:00.00,3.14683,10.2057,2.18
1277,2013-07-01,00:00:00.00,0.00918988,7.53914,1.63
1278,2013-07-02,00:00:00.00,0.124807,6.77745,1.28
1279,2013-07-03,00:00:00.00,0.10697,6.17343,1.14
1280,2013-07-04,00:00:00.00,1.58822,5.68355,1.08
1281,2013-07-05,00:00:00.00,9.05219,5.76286,1.15
1282,2013-07-06,00:00:00.00,13.8518,7.18021,1.76
1283,2013-07-07,00:00:00.00,0.164669,7.65023,2.95
1284,2013-07-08,00:00:00.00,12.4006,7.73537,2.48
1285,2013-07-09,00:00:00.00,0.0872131,7.9547,4.47
1286,2013-07-10,00:00:00.00,7.81792,7.51362,4.09
1287,2013-07-11,00:00:00.00,6.98781,7.5241,4.07
1288,2013-07-12,00:00:00.00,0.425444,7.092,5.56
1289,2013-07-13,00:00:00.00,0.0126651,6.42655,3.67
1290,2013-07-14,00:00:00.00,0,5.89172,2.39
1291,2013-07-15,00:00:00.00,1.6003e-05,5.45311,1.82
1292,2013-07-16,00:00:00.00,0.000416832,5.08724,1.49
1293,2013-07-17,00:00:00.00,0.000263127,4.77759,1.27
1294,2013-07-18,00:00:00.00,0.00371081,4.51221,1.11
1295,2013-07-19,00:00:00.00,8.37881e-05,4.28226,0.98
1296,2013-07-20,00:00:00.00,0.0171847,4.08106,0.916
1297,2013-07-21,00:00:00.00,13.197,5.00036,0.979
1298,2013-07-22,00:00:00.00,0.00768803,5.48866,0.907
1299,2013-07-23,00:00:00.00,0.0206522,4.81248,0.819
1300,2013-07-24,00:00:00.00,1.67007,4.53183,0.782
1301,2013-07-25,00:00:00.00,0.0638075,4.28979,0.789
1302,2013-07-26,00:00:00.00,8.05365e-06,4.07892,0.716
1303,2013-07-27,00:00:00.00,9.51795e-06,3.89352,0.64
1304,2013-07-28,00:00:00.00,3.37662,3.72922,0.68
1305,2013-07-29,00:00:00.00,12.5259,4.65594,1.2
1306,2013-07-30,00:00:00.00,0.135363,5.13463,1.17
1307,2013-07-31,00:00:00.00,0.000985265,4.47796,0.979
1308,2013-08-01,00:00:00.00,4.19262,4.26879,0.862
1309,2013-08-02,00:00:00.00,26.8572,7.92948,2.34
1310,2013-08-03,00:00:00.00,1.55138,9.69772,2.89
1311,2013-08-04,00:00:00.00,5.54145,7.56083,1.74
1312,2013-08-05,00:00:00.00,0.0100169,7.01509,1.6
1313,2013-08-06,00:00:00.00,0,6.33498,1.14
1314,2013-08-07,00:00:00.00,2.47343e-06,5.78995,0.896
1315,2013-08-08,00:00:00.00,1.41018,5.34412,0.821
1316,2013-08-09,00:00:00.00,10.0088,5.5967,0.769
1317,2013-08-10,00:00:00.00,8.43233e-07,5.78939,0.674
1318,2013-08-11,00:00:00.00,0.00271902,5.32711,0.553
1319,2013-08-12,00:00:00.00,0.0158167,4.95793,0.477
1320,2013-08-13,00:00:00.00,0.62139,4.64608,0.468
1321,2013-08-14,00:00:00.00,0.177283,4.37932,0.467
1322,2013-08-15,00:00:00.00,0.000476971,4.1486,0.432
