Time,SimQ_02GA010 [m3/s],ObsQ_02GA010 [m3/s],SimQ_02GA018 [m3/s],ObsQ_02GA018 [m3/s],SimQ_02GA038 [m3/s],ObsQ_02GA038 [m3/s],SimQ_02GA047 [m3/s],ObsQ_02GA047 [m3/s],SimQ_02GC010 [m3/s],ObsQ_02GC010 [m3/s],SimQ_02GD004 [m3/s],ObsQ_02GD004 [m3/s],SimQ_02GG002 [m3/s],ObsQ_02GG002 [m3/s],SimQ_02GG006 [m3/s],ObsQ_02GG006 [m3/s],SimQ_04159492 [m3/s],ObsQ_04159492 [m3/s],SimQ_04161820 [m3/s],ObsQ_04161820 [m3/s],SimQ_04164000 [m3/s],ObsQ_04164000 [m3/s],SimQ_04166100 [m3/s],ObsQ_04166100 [m3/s],SimQ_04196800 [m3/s],ObsQ_04196800 [m3/s],SimQ_04197100 [m3/s],ObsQ_04197100 [m3/s],SimQ_04207200 [m3/s],ObsQ_04207200 [m3/s],SimQ_02GB001 [m3/s],ObsQ_02GB001 [m3/s],SimQ_02GC007 [m3/s],ObsQ_02GC007 [m3/s],SimQ_02GC026 [m3/s],ObsQ_02GC026 [m3/s],SimQ_04166500 [m3/s],ObsQ_04166500 [m3/s],SimQ_04174500 [m3/s],ObsQ_04174500 [m3/s],SimQ_04176500 [m3/s],ObsQ_04176500 [m3/s],SimQ_04193500 [m3/s],ObsQ_04193500 [m3/s],SimQ_04195820 [m3/s],ObsQ_04195820 [m3/s],SimQ_04198000 [m3/s],ObsQ_04198000 [m3/s],SimQ_04199000 [m3/s],ObsQ_04199000 [m3/s],SimQ_04199500 [m3/s],ObsQ_04199500 [m3/s],SimQ_04200500 [m3/s],ObsQ_04200500 [m3/s],SimQ_04209000 [m3/s],ObsQ_04209000 [m3/s],SimQ_04212100 [m3/s],ObsQ_04212100 [m3/s],SimQ_04213500 [m3/s],ObsQ_04213500 [m3/s],SimQ_04214500 [m3/s],ObsQ_04214500 [m3/s],SimQ_04215000 [m3/s],ObsQ_04215000 [m3/s],SimQ_04215500 [m3/s],ObsQ_04215500 [m3/s],SimQ_02GB007 [m3/s],ObsQ_02GB007 [m3/s],SimQ_02GC002 [m3/s],ObsQ_02GC002 [m3/s],SimQ_02GC018 [m3/s],ObsQ_02GC018 [m3/s],SimQ_02GE007 [m3/s],ObsQ_02GE007 [m3/s],SimQ_02GG003 [m3/s],ObsQ_02GG003 [m3/s],SimQ_02GG009 [m3/s],ObsQ_02GG009 [m3/s],SimQ_02GG013 [m3/s],ObsQ_02GG013 [m3/s],SimQ_04159900 [m3/s],ObsQ_04159900 [m3/s],SimQ_04160600 [m3/s],ObsQ_04160600 [m3/s],SimQ_04165500 [m3/s],ObsQ_04165500 [m3/s],SimQ_04177000 [m3/s],ObsQ_04177000 [m3/s],SimQ_04208504 [m3/s],ObsQ_04208504 [m3/s],SimQ_04213000 [m3/s],ObsQ_04213000 [m3/s]
2010-01-11 00:00:00,6.19492,17.0,2.92085,1.61,1.38561,0.6970000000000001,0.348396,3.9,0.614587,1.57,1.0396,1.42,0.609731,2.24,0.8497809999999999,0.32,4.31604,1.4696,0.00104831,6.796,12.0461,7.0792,2.42705,1.0421,0.0747643,0.6513,0.949259,0.5097,1.12286,1.8123,30.2604,25.0,0.232877,4.8,0.8049850000000001,3.38,3.83576,1.699,0.402104,13.6487,0.639306,14.5832,31.9476,33.9802,5.5788,0.9061,1.8141200000000002,5.2386,0.700548,1.7556,1.47908,1.699,3.4877199999999995,4.1343,0.0235031,3.9644,0.762879,16.2822,1.0014,21.5208,0.0603158,,1.30782,2.2172,0.769841,4.4174,0.456966,1.15,1.0117,0.75,0.8500059999999999,0.648,0.00695255,0.122,0.666221,2.75,1.25415,0.56,0.982057,0.078,0.30369,0.6711,0.868317,1.0732,5.7321800000000005,10.7887,0.419807,0.5097,0.000798718,17.3582,1.6432400000000003,6.6545
2010-01-12 00:00:00,5.8924,16.0,2.7995400000000004,1.8,1.32159,0.65,0.354635,4.4,0.608644,1.54,0.9787100000000001,1.38,0.612678,2.21,0.772227,0.305,3.9856599999999998,1.4158,0.00082214,6.6545,11.8034,7.8154,2.3195099999999997,1.2006,0.0730067,0.5663,0.9194950000000001,0.4814,1.12277,1.9680000000000002,30.8193,26.2,0.23319600000000001,4.85,0.8150430000000001,3.32,3.68727,1.8179,0.387967,12.9974,0.587168,14.2717,32.5136,32.2812,5.37815,0.8778,1.7926099999999998,4.9554,0.6795329999999999,1.4725,1.4044299999999998,1.6424,3.14225,4.9838,0.0229586,3.9644,0.776437,25.9099,0.979556,21.2943,0.0583721,,1.22264,2.6136,0.736875,5.0687,0.46294799999999997,1.12,0.926474,0.73,0.7740199999999999,0.64,0.00673984,0.11699999999999999,0.6618970000000001,2.68,1.20392,0.5,0.897932,0.07,0.30353,0.6711,0.835261,0.9628,5.89927,11.2418,0.424205,0.48700000000000004,0.000868097,17.9246,1.48108,10.0808
2010-01-13 00:00:00,5.66688,15.0,2.7029,1.78,1.24984,0.6,0.360246,4.39,0.6027939999999999,1.53,0.9312819999999999,1.35,0.61528,2.18,0.708326,0.29,3.67553,1.3989,0.0008404589999999999,6.5412,11.4954,8.042,2.24051,1.1695,0.07417649999999999,0.5097,0.89165,0.4531,1.12852,2.0643,31.3311,28.0,0.23401599999999997,4.75,0.827261,3.28,3.49376,2.0162,0.39312600000000003,12.4877,0.56011,13.9602,31.7229,26.9293,5.1939,0.8495,1.77288,4.8139,0.666862,1.5008,1.33694,1.6141,2.8510400000000002,4.3608,0.0233516,3.9644,0.769315,21.0677,1.0145600000000001,21.0961,0.0591864,,1.14957,2.5315,0.72888,4.9271,0.468707,1.15,0.845469,0.72,0.710839,0.628,0.00689307,0.115,0.667607,2.62,1.1529,0.46,0.827851,0.064,0.30346100000000004,0.6768,0.805243,0.9628,6.13773,10.3356,0.42880799999999997,0.4672,0.000805107,18.4343,1.34995,8.3535
2010-01-14 00:00:00,5.4875,14.0,2.63225,1.7,1.2031100000000001,0.56,0.366245,4.38,0.5970270000000001,1.52,0.8935040000000001,1.32,0.6179680000000001,2.15,0.6547810000000001,0.281,3.4285400000000004,1.3989,0.000640442,6.5978,11.3513,7.9004,2.16837,1.1298,0.07253539999999999,0.4531,0.865491,0.4248,1.12694,2.0501,31.755,28.2,0.23504499999999998,4.7,0.8376,3.23,3.42164,1.9340000000000002,0.379801,12.2895,0.547971,13.7903,31.1843,22.6252,5.02431,0.8212,1.75187,4.5307,0.649195,1.4725,1.27495,1.5574,2.61255,3.9077,0.022966099999999996,3.9644,0.786786,17.9812,1.00583,21.0961,0.0579211,,1.08556,2.3446,0.700941,4.6156,0.47421899999999995,1.12,0.785859,0.7090000000000001,0.657579,0.62,0.00671994,0.11699999999999999,0.666512,2.58,1.1041,0.423,0.7688729999999999,0.057999999999999996,0.303373,0.6739,0.777835,1.0052,6.30031,10.4206,0.433148,0.4531,0.00086218,17.7547,1.24206,7.3907
2010-01-15 00:00:00,5.317130000000001,13.0,2.57476,1.61,1.15929,0.52,0.371643,4.39,0.591292,1.53,0.8627440000000001,1.29,0.620251,2.13,0.6092420000000001,0.275,3.2109099999999997,1.3989,0.0006321930000000001,6.8244,11.1472,8.0137,2.10891,1.1129,0.073585,0.4531,0.840841,0.3964,1.13014,2.1323,32.1106,26.0,0.236181,4.65,0.8484370000000001,3.18,3.2917,2.0218,0.375686,12.062999999999999,0.541539,13.3372,31.0213,21.9456,4.86683,0.7929,1.7325,4.2475,0.6362220000000001,1.6424,1.21812,1.4725,2.40445,3.4547,0.0232343,4.4741,0.779801,17.1034,1.02872,21.9456,0.0582009,,1.0293299999999999,2.3022,0.692077,4.5307,0.47945,1.11,0.7276100000000001,0.6970000000000001,0.6120369999999999,0.61,0.00683792,0.114,0.670626,2.54,1.0584799999999999,0.41,0.718603,0.055,0.303216,0.6853,0.752671,1.0166,6.5049,10.7038,0.43741499999999994,0.5097,0.00081051,18.944000000000003,1.15157,7.0509
2010-01-16 00:00:00,5.17284,12.0,2.52935,1.49,1.1254600000000001,0.49,0.376626,4.38,0.585573,1.58,0.837174,1.26,0.622286,2.11,0.569969,0.265,3.0306599999999997,1.4158,0.000449431,6.9943,11.044,9.2879,2.04858,1.2346,0.0720511,0.3964,0.817519,0.3964,1.12696,2.6051,32.4063,30.2,0.237366,4.6,0.8582110000000001,3.15,3.2415599999999998,2.1153,0.359032,12.3745,0.5382560000000001,12.8842,30.3789,26.0515,4.72043,0.8212,1.71121,4.8139,0.620804,2.0105,1.16564,1.9822,2.23008,3.8511,0.022947299999999997,4.8139,0.79218,21.8889,1.02795,22.5685,0.0573518,,0.9792049999999999,2.7581,0.6680649999999999,5.2953,0.48434399999999994,1.18,0.683288,0.685,0.572717,0.605,0.00669634,0.121,0.670373,2.5,1.01616,0.395,0.675196,0.053,0.302966,0.7589,0.729499,1.0279,6.654960000000001,11.8081,0.441486,0.6456,0.000857135,22.2004,1.07454,9.6844
2010-01-17 00:00:00,5.05194,11.5,2.49118,1.49,1.09545,0.46299999999999997,0.382544,4.37,0.579902,1.59,0.815587,1.24,0.623923,2.1,0.5357029999999999,0.26,2.87093,1.5291,0.000426185,6.6545,10.9048,8.7216,2.00592,1.2488,0.171602,0.3964,0.8441569999999999,0.3964,1.90402,4.0776,32.6403,33.2,0.23859699999999998,4.52,0.867924,3.11,3.14876,2.3446,0.35844499999999996,12.3178,0.5351859999999999,12.2612,30.1367,26.9293,4.58315,0.8778,1.7441,4.5307,0.713338,2.4098,1.36978,2.2087,2.92361,6.6828,1.7598900000000002,6.6828,1.59702,28.2036,1.04351,22.5685,0.057307500000000004,,0.9345120000000001,4.2475,0.65887,7.8154,0.488897,1.27,0.639455,0.6779999999999999,0.538408,0.598,0.00678634,0.129,0.672927,2.47,0.976942,0.38,0.637299,0.051,0.302614,0.7872,0.708155,1.0392,6.838589999999999,12.0913,0.445384,0.589,5.55994,26.5612,1.11542,14.6115
2010-01-18 00:00:00,4.94841,11.0,2.45926,1.47,1.07044,0.44299999999999995,0.389889,4.39,0.5742520000000001,1.6,0.7971159999999999,1.22,0.625311,2.09,0.50556,0.255,2.73509,1.5291,0.00031304,6.5695,10.8395,7.8154,1.9758200000000001,1.2006,0.6185109999999999,0.4531,0.9592120000000001,0.4248,3.92248,5.8333,32.8368,32.3,0.23989000000000002,4.5,0.876922,3.09,3.12883,2.0983,0.355453,11.978,0.532565,11.5533,29.6324,25.8533,4.45435,0.9911,1.94977,4.2475,0.975253,3.5679,2.1564099999999997,4.2475,6.778739999999999,16.9618,8.63614,6.881,4.98113,34.2634,1.04779,22.7951,0.05671280000000001,,0.8941129999999999,4.5024,0.637989,8.2685,0.493151,1.24,0.605088,0.6709999999999999,0.508221,0.594,0.00666992,0.13699999999999998,0.672784,2.44,0.9405879999999999,0.37,0.603934,0.049,0.302164,0.8099,0.688425,1.0477,6.993239999999999,10.9869,0.44913400000000003,0.5409,17.2904,35.6792,2.63808,23.5313
2010-01-19 00:00:00,4.8592699999999995,10.5,2.43155,1.48,1.04835,0.42,0.39769,4.4,0.568581,1.62,0.781077,1.2,0.626417,2.08,0.47884399999999994,0.252,2.61537,1.5886,0.00028403799999999997,6.4846,10.74,7.6172,1.9564400000000002,1.1440000000000001,1.13781,0.5379999999999999,1.04916,0.7079,4.5396,6.4279,32.9945,31.7,0.24124099999999998,4.48,0.885551,3.07,3.07322,1.9509999999999998,0.356951,11.8931,0.530172,10.9869,29.2909,23.3331,4.33315,1.1044,2.2653,3.9644,1.0708799999999998,4.7572,2.90105,7.0792,11.8312,27.8921,8.20609,8.5234,8.03628,32.8475,1.16608,22.5685,0.0564773,,0.867605,6.0881,0.628595,10.902000000000001,0.497125,1.22,0.570937,0.664,0.481412,0.591,0.00673774,0.139,0.6742229999999999,2.42,0.9068430000000001,0.36,0.574335,0.047,0.301618,0.8467,0.670063,1.0591,7.15795,10.7887,0.45275699999999997,0.5069,14.9465,36.2456,5.68015,35.1129
2010-01-20 00:00:00,4.78135,9.8,2.40741,1.41,1.02926,0.402,0.405602,4.39,0.56292,1.6,0.767011,1.18,0.62735,2.07,0.45501099999999994,0.249,2.51137,1.5688,0.00022166099999999998,6.3713,10.6832,7.4473,1.9361700000000002,1.1015,1.08037,1.699,1.01914,1.2743,3.61885,5.1537,33.1204,30.0,0.242657,4.45,0.893552,3.04,3.06204,1.8094,0.354592,11.6949,0.5291520000000001,10.8737,28.9135,15.2911,4.21915,1.3026,2.4416900000000004,5.6634,0.884915,5.0404,2.8197,5.6634,12.5311,22.6252,1.6847900000000002,8.3252,6.0976,29.4495,1.2139799999999998,21.5208,0.0560366,,0.841974,6.0032,0.610585,10.7321,0.500827,1.21,0.5434359999999999,0.657,0.45750799999999997,0.588,0.00664139,0.13699999999999998,0.67407,2.4,0.875469,0.35,0.547917,0.045,0.300983,0.8467,0.652894,1.0704,7.2964199999999995,10.7604,0.456247,0.4701,3.21583,31.998,6.99167,43.3248
2010-01-21 00:00:00,4.71288,9.3,2.38603,1.36,1.0124799999999998,0.387,0.41439899999999996,4.2,0.5573239999999999,1.57,0.754602,1.17,0.628175,2.06,0.4337,0.24600000000000002,2.41817,1.5886,0.00018817200000000001,6.2863,10.6063,7.3057,1.9216099999999998,1.0817,0.618275,2.8317,0.9448620000000001,1.2176,3.2366099999999998,3.9927,33.214,28.0,0.24417199999999997,4.42,0.901192,3.02,3.01935,1.7585,0.356604,11.6949,0.52922,10.5622,28.531,14.7248,4.111619999999999,1.699,2.38846,11.3267,0.750677,4.021,2.32341,3.398,9.80157,14.7814,1.43805,7.2774,3.14147,27.7788,1.11958,19.397000000000002,0.0556942,,0.8061550000000001,4.7006,0.601493,8.58,0.504289,1.18,0.516237,0.65,0.436032,0.585,0.00669161,0.136,0.6749149999999999,2.38,0.846295,0.34,0.524231,0.044000000000000004,0.300265,0.8099,0.6368060000000001,1.0647,7.440339999999999,10.7604,0.45961199999999997,0.4502,0.184725,30.299,5.59578,31.1485
2010-01-22 00:00:00,4.65212,8.9,2.36693,1.26,0.997624,0.376,0.42423900000000003,4.1,0.551819,1.53,0.74356,1.16,0.628864,1.97,0.414513,0.243,2.3352,1.5291,0.00018367900000000001,6.1731,10.5593,7.1358,1.90946,1.0336,0.299254,2.2653,0.897215,0.9628,2.97018,3.1149,33.2845,26.0,0.245825,4.41,0.908377,3.0,3.01307,1.6027,0.357145,11.5816,0.530382,10.3073,28.180999999999997,14.1584,4.01005,1.8123,2.20122,16.9901,0.718322,2.6561,2.01077,3.0865,7.45661,10.1941,1.53741,6.5978,2.90161,23.8994,1.12037,15.999,0.0553438,,0.7770520000000001,3.3697,0.585489,6.3713,0.507526,1.13,0.493751,0.644,0.416679,0.583,0.00661127,0.128,0.6748109999999999,2.36,0.819113,0.335,0.502858,0.043,0.29946999999999996,0.7702,0.621699,0.9996,7.56768,10.4489,0.462855,0.4332,0.230648,26.9576,3.8565199999999997,21.7473
