time,date,hour,precip [mm/day],02GC010 [m3/s],02GC010 (observed) [m3/s]
91,2010-04-02,00:00:00.00,0,0.737758,3.62
92,2010-04-03,00:00:00.00,0,0.730635,3.22
93,2010-04-04,00:00:00.00,0.0514359,0.723552,2.94
94,2010-04-05,00:00:00.00,0.10705,0.716516,2.72
95,2010-04-06,00:00:00.00,0.0255883,0.709531,2.52
96,2010-04-07,00:00:00.00,17.6575,2.42991,2.86
97,2010-04-08,00:00:00.00,10.1082,4.57642,5.83
98,2010-04-09,00:00:00.00,32.9057,8.18299,24.3
99,2010-04-10,00:00:00.00,0.208868,9.48473,27.8
100,2010-04-11,00:00:00.00,0.00636935,5.71135,12.5
101,2010-04-12,00:00:00.00,0.00161387,3.74689,8.28
102,2010-04-13,00:00:00.00,0,3.60502,6.24
103,2010-04-14,00:00:00.00,0.172719,3.4721,5.02
104,2010-04-15,00:00:00.00,0,3.34735,4.2
105,2010-04-16,00:00:00.00,5.11878e-05,3.23006,3.66
106,2010-04-17,00:00:00.00,0.17262,3.11963,3.08
107,2010-04-18,00:00:00.00,1.03164,3.0155,2.89
108,2010-04-19,00:00:00.00,0.0654476,2.91717,2.65
109,2010-04-20,00:00:00.00,2.41559e-05,2.8242,2.48
110,2010-04-21,00:00:00.00,0.00071495,2.73618,2.35
111,2010-04-22,00:00:00.00,0.00480503,2.65274,2.25
112,2010-04-23,00:00:00.00,1.30718e-05,2.57355,2.17
113,2010-04-24,00:00:00.00,0,2.49832,2.1
114,2010-04-25,00:00:00.00,0.00541359,2.42676,2.02
115,2010-04-26,00:00:00.00,14.0812,3.49901,2.23
116,2010-04-27,00:00:00.00,0.920648,4.14935,2.27
117,2010-04-28,00:00:00.00,0.00178308,3.35855,2.17
118,2010-04-29,00:00:00.00,0.000550064,2.9758,2.04
119,2010-04-30,00:00:00.00,0.000254737,2.88088,1.92
120,2010-05-01,00:00:00.00,0.000902303,2.79098,1.84
121,2010-05-02,00:00:00.00,3.6551,2.71081,1.89
122,2010-05-03,00:00:00.00,0.103071,2.63471,1.89
123,2010-05-04,00:00:00.00,7.85185,2.72687,2.06
124,2010-05-05,00:00:00.00,0.972825,2.81454,2.11
125,2010-05-06,00:00:00.00,6.7228,2.86624,2.12
126,2010-05-07,00:00:00.00,6.1869,3.10595,2.53
127,2010-05-08,00:00:00.00,4.44392,3.23143,2.81
128,2010-05-09,00:00:00.00,18.5001,5.36974,4.24
129,2010-05-10,00:00:00.00,0.175708,6.65677,4.37
130,2010-05-11,00:00:00.00,4.99084e-06,5.14779,3.36
131,2010-05-12,00:00:00.00,12.9029,5.48115,3.13
132,2010-05-13,00:00:00.00,2.98282,6.0111,4.06
133,2010-05-14,00:00:00.00,9.84704,5.94151,4.64
134,2010-05-15,00:00:00.00,15.3564,8.1428,9.87
135,2010-05-16,00:00:00.00,0.0189782,8.78699,9.74
136,2010-05-17,00:00:00.00,0,7.3601,6.39
137,2010-05-18,00:00:00.00,0.005744,6.90015,4.37
138,2010-05-19,00:00:00.00,0.140633,6.48809,3.58
139,2010-05-20,00:00:00.00,0.000845827,6.11709,3.06
140,2010-05-21,00:00:00.00,0.000674716,5.78152,2.7
141,2010-05-22,00:00:00.00,0.00258457,5.47672,2.41
142,2010-05-23,00:00:00.00,12.4856,5.87517,2.48
143,2010-05-24,00:00:00.00,0.0448218,6.19394,2.49
144,2010-05-25,00:00:00.00,9.80079e-07,5.80886,2.4
145,2010-05-26,00:00:00.00,6.11137e-05,5.50289,2.25
146,2010-05-27,00:00:00.00,0.000101611,5.22385,2.07
147,2010-05-28,00:00:00.00,0.000601261,4.96848,1.97
148,2010-05-29,00:00:00.00,0.0204723,4.734,1.86
149,2010-05-30,00:00:00.00,0.0229571,4.51807,1.73
150,2010-05-31,00:00:00.00,0.040824,4.31866,1.65
151,2010-06-01,00:00:00.00,0.00063305,4.13401,1.61
152,2010-06-02,00:00:00.00,14.2187,4.88605,2.09
153,2010-06-03,00:00:00.00,8.97236,6.09582,2.79
154,2010-06-04,00:00:00.00,2.05898,5.84439,2.69
155,2010-06-05,00:00:00.00,2.41959,5.09719,2.57
156,2010-06-06,00:00:00.00,6.63166,5.01871,2.95
157,2010-06-07,00:00:00.00,36.2406,10.8049,10.8
158,2010-06-08,00:00:00.00,0.0246845,14.6615,13.1
159,2010-06-09,00:00:00.00,0.000287343,11.0629,9.15
160,2010-06-10,00:00:00.00,9.02674,9.58605,5.27
161,2010-06-11,00:00:00.00,0.189123,9.44912,4.19
162,2010-06-12,00:00:00.00,0.049517,8.74182,3.55
163,2010-06-13,00:00:00.00,1.89616,8.12224,3.02
164,2010-06-14,00:00:00.00,5.43903,7.70097,3.1
165,2010-06-15,00:00:00.00,0.035742,7.32762,2.86
166,2010-06-16,00:00:00.00,0.0534402,6.86934,2.57
167,2010-06-17,00:00:00.00,10.474,6.98542,2.54
168,2010-06-18,00:00:00.00,0.411964,7.09005,2.49
169,2010-06-19,00:00:00.00,0.00280555,6.65827,2.26
170,2010-06-20,00:00:00.00,0.0150359,6.27033,2.03
171,2010-06-21,00:00:00.00,0.0416375,5.92014,1.87
172,2010-06-22,00:00:00.00,0.0117562,5.60265,1.72
173,2010-06-23,00:00:00.00,4.97326,5.35448,1.67
174,2010-06-24,00:00:00.00,0.000930525,5.12799,1.66
175,2010-06-25,00:00:00.00,3.17641,4.87972,1.69
176,2010-06-26,00:00:00.00,0.0448564,4.6516,1.57
177,2010-06-27,00:00:00.00,0.173709,4.44138,1.49
178,2010-06-28,00:00:00.00,0.144484,4.2471,1.52
179,2010-06-29,00:00:00.00,15.2691,5.12868,2.14
180,2010-06-30,00:00:00.00,0.0297305,5.59778,2.06
181,2010-07-01,00:00:00.00,0.000111517,4.94954,1.7
182,2010-07-02,00:00:00.00,1.78357e-05,4.69706,1.49
183,2010-07-03,00:00:00.00,0,4.48529,1.33
184,2010-07-04,00:00:00.00,0,4.28949,1.25
185,2010-07-05,00:00:00.00,0,4.10798,1.23
186,2010-07-06,00:00:00.00,0.000381416,3.93933,1.14
187,2010-07-07,00:00:00.00,0.000581506,3.78227,1.09
188,2010-07-08,00:00:00.00,0.0209049,3.63571,1.03
189,2010-07-09,00:00:00.00,0.00496778,3.49868,0.908
190,2010-07-10,00:00:00.00,26.676,6.44401,1.42
191,2010-07-11,00:00:00.00,0.00112296,8.46788,1.4
192,2010-07-12,00:00:00.00,0.0303975,6.46857,1.34
193,2010-07-13,00:00:00.00,8.01083,5.59373,1.28
194,2010-07-14,00:00:00.00,0.149266,5.58159,1.2
195,2010-07-15,00:00:00.00,0.0055547,5.29672,1.22
196,2010-07-16,00:00:00.00,0.00680902,5.03615,1.32
197,2010-07-17,00:00:00.00,18.566,6.52951,1.99
198,2010-07-18,00:00:00.00,0.00254827,7.43829,1.45
199,2010-07-19,00:00:00.00,0.0437324,6.38182,1.34
200,2010-07-20,00:00:00.00,11.6328,6.46974,1.59
201,2010-07-21,00:00:00.00,0.741393,6.69944,1.55
202,2010-07-22,00:00:00.00,0.220244,6.30879,1.35
203,2010-07-23,00:00:00.00,0.0602815,5.95615,1.23
204,2010-07-24,00:00:00.00,13.5339,6.43386,1.41
205,2010-07-25,00:00:00.00,7.64697,7.15513,1.83
206,2010-07-26,00:00:00.00,0.134908,6.93971,1.62
207,2010-07-27,00:00:00.00,7.62419e-05,6.45536,1.38
208,2010-07-28,00:00:00.00,0.0411758,6.08826,1.18
209,2010-07-29,00:00:00.00,11.6119,6.33823,1.13
210,2010-07-30,00:00:00.00,0.438569,6.56405,1.18
211,2010-07-31,00:00:00.00,0.00299339,6.1867,1.78
212,2010-08-01,00:00:00.00,0.257305,5.84557,1.57
213,2010-08-02,00:00:00.00,0.232339,5.53588,1.3
214,2010-08-03,00:00:00.00,0.0447493,5.25362,1.17
215,2010-08-04,00:00:00.00,0.0832595,4.99546,1.09
216,2010-08-05,00:00:00.00,0.0244541,4.75855,1.06
217,2010-08-06,00:00:00.00,6.20297,4.66103,1.31
218,2010-08-07,00:00:00.00,0.442914,4.57151,1.15
219,2010-08-08,00:00:00.00,0.875339,4.36855,1.08
220,2010-08-09,00:00:00.00,1.229,4.1807,1.07
221,2010-08-10,00:00:00.00,2.3258,4.0064,1.07
222,2010-08-11,00:00:00.00,1.63072,3.84429,1.08
223,2010-08-12,00:00:00.00,0.00784611,3.69319,1.05
224,2010-08-13,00:00:00.00,0.00954412,3.55207,1.03
225,2010-08-14,00:00:00.00,0.00460182,3.42001,0.991
226,2010-08-15,00:00:00.00,0.0733046,3.2962,0.956
227,2010-08-16,00:00:00.00,1.23834,3.17992,0.976
228,2010-08-17,00:00:00.00,0.106152,3.07054,0.966
229,2010-08-18,00:00:00.00,0.0190994,2.96749,0.886
230,2010-08-19,00:00:00.00,0.172047,2.87025,0.841
231,2010-08-20,00:00:00.00,0.0587563,2.77838,0.84
232,2010-08-21,00:00:00.00,0.0026419,2.69145,0.841
233,2010-08-22,00:00:00.00,0.0391606,2.6091,1.13
234,2010-08-23,00:00:00.00,54.6766,11.0193,2.32
235,2010-08-24,00:00:00.00,1.31846,17.1522,2.16
236,2010-08-25,00:00:00.00,0.720498,11.6703,1.65
237,2010-08-26,00:00:00.00,0.010144,8.21077,1.41
238,2010-08-27,00:00:00.00,0.0956731,7.65462,1.27
239,2010-08-28,00:00:00.00,0.000130551,7.1611,1.19
240,2010-08-29,00:00:00.00,0,6.72055,1.13
241,2010-08-30,00:00:00.00,0,6.32519,1.08
242,2010-08-31,00:00:00.00,3.90096e-05,5.96865,1.05
243,2010-09-01,00:00:00.00,7.1579e-05,5.64568,1.08
244,2010-09-02,00:00:00.00,0.0156153,5.35196,1.03
245,2010-09-03,00:00:00.00,0.373293,5.08384,0.958
246,2010-09-04,00:00:00.00,10.384,5.29779,1.01
247,2010-09-05,00:00:00.00,0.501334,5.49458,0.922
248,2010-09-06,00:00:00.00,0.225107,5.21662,0.965
249,2010-09-07,00:00:00.00,0.241774,4.96219,0.97
250,2010-09-08,00:00:00.00,0.0022096,4.72853,0.973
251,2010-09-09,00:00:00.00,0.419221,4.5133,1.03
252,2010-09-10,00:00:00.00,0.622946,4.3145,0.931
253,2010-09-11,00:00:00.00,0.0206366,4.13039,0.94
254,2010-09-12,00:00:00.00,0.725391,3.95946,0.932
255,2010-09-13,00:00:00.00,3.5208,3.84467,0.923
256,2010-09-14,00:00:00.00,0.467136,3.73787,0.986
257,2010-09-15,00:00:00.00,0.000415159,3.59405,0.933
258,2010-09-16,00:00:00.00,1.03903e-06,3.45951,0.922
259,2010-09-17,00:00:00.00,23.9288,6.23514,1.38
260,2010-09-18,00:00:00.00,0.0444307,8.13261,1.25
261,2010-09-19,00:00:00.00,0.037631,6.23964,1.21
262,2010-09-20,00:00:00.00,0.11758,5.16016,1.17
263,2010-09-21,00:00:00.00,0.0140332,4.91137,1.46
264,2010-09-22,00:00:00.00,0.00288853,4.68265,1.05
265,2010-09-23,00:00:00.00,11.1981,5.15957,1.27
266,2010-09-24,00:00:00.00,0.101331,5.47579,1.15
267,2010-09-25,00:00:00.00,0.119278,5.07932,1.11
268,2010-09-26,00:00:00.00,0.192707,4.83728,1.01
269,2010-09-27,00:00:00.00,0.512209,4.61453,1.05
270,2010-09-28,00:00:00.00,2.38863,4.4313,1.01
271,2010-09-29,00:00:00.00,24.7052,7.63381,1.48
272,2010-09-30,00:00:00.00,0.710661,9.79794,1.52
273,2010-10-01,00:00:00.00,0.0414156,7.68599,1.5
274,2010-10-02,00:00:00.00,0.00400691,6.49388,1.37
275,2010-10-03,00:00:00.00,8.56751,6.69309,1.27
276,2010-10-04,00:00:00.00,8.85707,7.85064,1.49
277,2010-10-05,00:00:00.00,0.850596,8.04589,1.48
278,2010-10-06,00:00:00.00,11.8952,8.25012,1.67
279,2010-10-07,00:00:00.00,4.60312,8.99188,1.91
280,2010-10-08,00:00:00.00,0.341373,8.639,1.97
281,2010-10-09,00:00:00.00,0.0402775,8.03295,1.81
282,2010-10-10,00:00:00.00,0.0473181,7.49751,1.58
283,2010-10-11,00:00:00.00,0.0948904,7.02144,1.45
284,2010-10-12,00:00:00.00,1.8434,6.59574,1.41
285,2010-10-13,00:00:00.00,5.55645,6.526,1.49
286,2010-10-14,00:00:00.00,0.357167,6.46383,1.43
287,2010-10-15,00:00:00.00,24.4637,9.7471,2.08
288,2010-10-16,00:00:00.00,0.0589644,11.9764,2.39
289,2010-10-17,00:00:00.00,0.000277189,9.80467,2.48
290,2010-10-18,00:00:00.00,0.000327464,8.56288,1.97
291,2010-10-19,00:00:00.00,0.000490365,7.96497,1.7
292,2010-10-20,00:00:00.00,0.00125752,7.4364,1.56
293,2010-10-21,00:00:00.00,0.00191248,6.9662,1.47
294,2010-10-22,00:00:00.00,8.13714,7.12282,1.47
295,2010-10-23,00:00:00.00,5.58589,7.6735,1.47
296,2010-10-24,00:00:00.00,0.954191,7.58937,1.45
297,2010-10-25,00:00:00.00,1.496,7.1043,1.53
298,2010-10-26,00:00:00.00,3.56896,6.83014,1.58
299,2010-10-27,00:00:00.00,7.98918,7.1336,1.68
300,2010-10-28,00:00:00.00,1.88659,7.28608,1.88
301,2010-10-29,00:00:00.00,0.050985,6.87398,1.92
302,2010-10-30,00:00:00.00,2.91471,6.60931,2.02
303,2010-10-31,00:00:00.00,0.000142645,6.37146,1.8
304,2010-11-01,00:00:00.00,0.0361591,6.01211,1.64
305,2010-11-02,00:00:00.00,0.0172986,5.68662,1.55
306,2010-11-03,00:00:00.00,0.00339959,5.3906,1.48
307,2010-11-04,00:00:00.00,0.0607257,5.12038,1.44
308,2010-11-05,00:00:00.00,1.26336,4.88775,1.42
309,2010-11-06,00:00:00.00,2.32541,4.74993,1.41
310,2010-11-07,00:00:00.00,0.141421,4.60847,1.39
311,2010-11-08,00:00:00.00,0.056056,4.40224,1.39
312,2010-11-09,00:00:00.00,8.72116e-05,4.21149,1.37
313,2010-11-10,00:00:00.00,0.0413761,4.03461,1.33
314,2010-11-11,00:00:00.00,0.00210176,3.87021,1.32
315,2010-11-12,00:00:00.00,0.0378808,3.71706,1.3
316,2010-11-13,00:00:00.00,0.0379059,3.57409,1.34
317,2010-11-14,00:00:00.00,0.828384,3.44037,1.28
318,2010-11-15,00:00:00.00,0.264218,3.31505,1.3
319,2010-11-16,00:00:00.00,0.00114779,3.19742,1.25
320,2010-11-17,00:00:00.00,2.21871,3.13656,1.37
321,2010-11-18,00:00:00.00,18.4847,5.335,1.82
322,2010-11-19,00:00:00.00,1.4857,6.81732,1.85
323,2010-11-20,00:00:00.00,0.357865,5.33268,1.92
324,2010-11-21,00:00:00.00,0.000229141,4.46763,1.81
325,2010-11-22,00:00:00.00,0.794019,4.27419,1.67
326,2010-11-23,00:00:00.00,18.7291,6.4831,2.07
327,2010-11-24,00:00:00.00,12.1232,10.1087,5.65
328,2010-11-25,00:00:00.00,0.00848129,9.51944,6.64
329,2010-11-26,00:00:00.00,2.8948,7.51953,5
330,2010-11-27,00:00:00.00,14.0515,7.76493,6.07
331,2010-11-28,00:00:00.00,0.371075,7.82675,6.24
332,2010-11-29,00:00:00.00,0.0677788,7.31554,4.49
333,2010-11-30,00:00:00.00,0.577857,6.85991,3.2
334,2010-12-01,00:00:00.00,19.1495,9.95192,4.37
335,2010-12-02,00:00:00.00,11.9506,14.5974,11.4
336,2010-12-03,00:00:00.00,0.193198,13.7787,10.6
337,2010-12-04,00:00:00.00,0.357385,11.1185,7.03
338,2010-12-05,00:00:00.00,0.239366,10.1838,4.7
339,2010-12-06,00:00:00.00,0.398742,9.37863,3.69
340,2010-12-07,00:00:00.00,13.5982,8.72461,3.21
341,2010-12-08,00:00:00.00,3.72924,8.15184,2.7
342,2010-12-09,00:00:00.00,6.40716,7.6007,2.48
343,2010-12-10,00:00:00.00,2.82028,7.11153,2.3
344,2010-12-11,00:00:00.00,0.83685,6.67481,2.2
345,2010-12-12,00:00:00.00,0.649697,6.28283,2.28
346,2010-12-13,00:00:00.00,14.5494,6.5693,2.74
347,2010-12-14,00:00:00.00,3.04963,6.82836,3.83
348,2010-12-15,00:00:00.00,0.424039,6.42371,4.1
349,2010-12-16,00:00:00.00,2.85962,6.05908,3.4
350,2010-12-17,00:00:00.00,0.486333,5.72902,2.9
351,2010-12-18,00:00:00.00,0.245565,5.42904,2.48
352,2010-12-19,00:00:00.00,0.0722507,5.15535,2.25
353,2010-12-20,00:00:00.00,0.820281,4.90478,2.11
354,2010-12-21,00:00:00.00,1.34244,4.67462,1.99
355,2010-12-22,00:00:00.00,0.0813083,4.46258,1.9
356,2010-12-23,00:00:00.00,0.0325434,4.26669,1.82
357,2010-12-24,00:00:00.00,0.00469547,4.08524,1.76
358,2010-12-25,00:00:00.00,0.00992028,3.91675,1.71
359,2010-12-26,00:00:00.00,0.000430139,3.75994,1.68
360,2010-12-27,00:00:00.00,0.00955145,3.61369,1.62
361,2010-12-28,00:00:00.00,0.00301734,3.47701,1.58
362,2010-12-29,00:00:00.00,0.0712504,3.34903,1.56
363,2010-12-30,00:00:00.00,0.0406545,3.22898,1.54
364,2010-12-31,00:00:00.00,0.700129,3.11617,1.52
365,2011-01-01,00:00:00.00,3.00093,3.09068,1.78
366,2011-01-02,00:00:00.00,11.2328,13.3638,13.9
367,2011-01-03,00:00:00.00,0.42805,20.736,30.6
368,2011-01-04,00:00:00.00,0.31847,14.3099,15.6
369,2011-01-05,00:00:00.00,7.15254,10.4624,8.74
370,2011-01-06,00:00:00.00,1.21932,9.76832,5.38
371,2011-01-07,00:00:00.00,2.0422,9.01844,3.49
372,2011-01-08,00:00:00.00,1.52728,8.36383,3.34
373,2011-01-09,00:00:00.00,1.07416,7.78804,3.07
374,2011-01-10,00:00:00.00,0.180659,7.27813,2.82
375,2011-01-11,00:00:00.00,0.477248,6.82381,2.59
376,2011-01-12,00:00:00.00,2.02033,6.41678,2.37
377,2011-01-13,00:00:00.00,7.26367,6.0503,2.18
378,2011-01-14,00:00:00.00,0.618296,5.71881,2
379,2011-01-15,00:00:00.00,0.690813,5.41771,1.84
380,2011-01-16,00:00:00.00,6.78737,5.14318,1.69
381,2011-01-17,00:00:00.00,1.08424,4.89197,1.55
382,2011-01-18,00:00:00.00,0.0263466,4.66135,1.43
383,2011-01-19,00:00:00.00,2.5828,4.47058,1.74
384,2011-01-20,00:00:00.00,0.540138,4.29459,1.78
385,2011-01-21,00:00:00.00,0.825129,4.11022,1.73
386,2011-01-22,00:00:00.00,2.93306,3.93916,1.67
387,2011-01-23,00:00:00.00,1.49219,3.78007,1.62
388,2011-01-24,00:00:00.00,1.54939,3.6318,1.56
389,2011-01-25,00:00:00.00,1.21711,3.49332,1.5
390,2011-01-26,00:00:00.00,2.26335,3.36373,1.45
391,2011-01-27,00:00:00.00,0.0374842,3.24224,1.4
392,2011-01-28,00:00:00.00,0.90662,3.12814,1.36
393,2011-01-29,00:00:00.00,2.58635,3.02081,1.33
394,2011-01-30,00:00:00.00,6.44259,2.91969,1.3
395,2011-01-31,00:00:00.00,0.242827,2.82428,1.28
396,2011-02-01,00:00:00.00,0.00259172,2.73412,1.25
397,2011-02-02,00:00:00.00,1.55342,2.64882,1.22
398,2011-02-03,00:00:00.00,18.2888,2.56801,1.19
399,2011-02-04,00:00:00.00,0.0847017,2.49135,1.16
400,2011-02-05,00:00:00.00,0.00215596,2.41856,1.13
401,2011-02-06,00:00:00.00,7.26053,2.34935,1.11
402,2011-02-07,00:00:00.00,4.84095,2.28349,1.09
403,2011-02-08,00:00:00.00,0.430553,2.22074,1.11
404,2011-02-09,00:00:00.00,0.11347,2.16091,1.15
405,2011-02-10,00:00:00.00,0.00986008,2.10379,1.19
406,2011-02-11,00:00:00.00,0.00630081,2.04922,1.22
407,2011-02-12,00:00:00.00,0.860694,1.99704,1.29
408,2011-02-13,00:00:00.00,5.10448,1.9471,1.43
409,2011-02-14,00:00:00.00,4.23192,1.89927,1.56
410,2011-02-15,00:00:00.00,0.178571,1.85342,1.59
411,2011-02-16,00:00:00.00,0.0788435,1.80944,1.55
412,2011-02-17,00:00:00.00,0.183526,1.76722,1.62
413,2011-02-18,00:00:00.00,0.323337,1.72667,1.88
414,2011-02-19,00:00:00.00,0.0197549,6.32063,13.2
415,2011-02-20,00:00:00.00,0.136573,9.5667,32
416,2011-02-21,00:00:00.00,0.0495759,6.20901,20.7
417,2011-02-22,00:00:00.00,13.3163,4.13181,13.6
418,2011-02-23,00:00:00.00,0.0756583,3.96327,7.17
419,2011-02-24,00:00:00.00,0.0116028,3.80622,4.91
420,2011-02-25,00:00:00.00,4.2728,3.65955,4.89
421,2011-02-26,00:00:00.00,3.46576,3.52233,4.28
422,2011-02-27,00:00:00.00,2.66679,3.39371,3.45
423,2011-02-28,00:00:00.00,3.76867,3.27295,3.32
424,2011-03-01,00:00:00.00,19.7533,4.21554,8.63
425,2011-03-02,00:00:00.00,0.0063687,4.75104,18.9
426,2011-03-03,00:00:00.00,0.0866902,4.06996,13.5
427,2011-03-04,00:00:00.00,0.069909,3.77976,8.33
428,2011-03-05,00:00:00.00,0.939283,3.63516,5.94
429,2011-03-06,00:00:00.00,31.2781,8.16806,25.5
430,2011-03-07,00:00:00.00,7.80524,11.632,53.8
431,2011-03-08,00:00:00.00,0.000430508,8.7601,31.8
432,2011-03-09,00:00:00.00,0.010752,6.81482,18.1
433,2011-03-10,00:00:00.00,11.9617,6.8608,13.9
434,2011-03-11,00:00:00.00,13.0775,17.1739,43.9
435,2011-03-12,00:00:00.00,17.4031,27.3762,59.4
436,2011-03-13,00:00:00.00,3.52504,23.2614,39.2
437,2011-03-14,00:00:00.00,0.80624,17.8425,25.7
438,2011-03-15,00:00:00.00,0.00391701,15.7556,21.3
439,2011-03-16,00:00:00.00,0.760665,14.0631,17.9
440,2011-03-17,00:00:00.00,6.8257,20.1502,24
441,2011-03-18,00:00:00.00,0.00128213,39.2174,26.8
442,2011-03-19,00:00:00.00,0.00277017,44.0705,24.5
