time,date,hour,precip [mm/day],02GA018 [m3/s],02GA018 (observed) [m3/s]
62,2010-03-04,00:00:00.00,0.00251346,0.0975498,1.5
63,2010-03-05,00:00:00.00,0.00032852,0.0972505,1.57
64,2010-03-06,00:00:00.00,0.000388251,0.0969528,1.59
65,2010-03-07,00:00:00.00,0,0.0966566,1.59
66,2010-03-08,00:00:00.00,0,0.0963619,1.79
67,2010-03-09,00:00:00.00,0,0.0960686,2.14
68,2010-03-10,00:00:00.00,0,0.0957765,3.25
69,2010-03-11,00:00:00.00,0.00132026,0.095486,6.09
70,2010-03-12,00:00:00.00,0.0738134,0.0951975,15.9
71,2010-03-13,00:00:00.00,0.723765,0.094911,56.2
72,2010-03-14,00:00:00.00,11.0649,0.388892,90.4
73,2010-03-15,00:00:00.00,10.6025,1.07634,105
74,2010-03-16,00:00:00.00,0.252342,1.17897,52.9
75,2010-03-17,00:00:00.00,0.00133645,0.505501,29.1
76,2010-03-18,00:00:00.00,0.000448166,0.120336,18.6
77,2010-03-19,00:00:00.00,3.26522e-308,2.62945,13.4
78,2010-03-20,00:00:00.00,6.5304e-308,6.15802,9.64
79,2010-03-21,00:00:00.00,0.164696,3.80793,7.16
80,2010-03-22,00:00:00.00,0.360615,0.343542,5.65
81,2010-03-23,00:00:00.00,4.78898,0.389614,4.61
82,2010-03-24,00:00:00.00,0.0962158,0.587558,4.32
83,2010-03-25,00:00:00.00,0.0335106,0.447469,3.96
84,2010-03-26,00:00:00.00,0.00174601,0.251088,3.45
85,2010-03-27,00:00:00.00,0.000265486,0.248882,3
86,2010-03-28,00:00:00.00,0.00148146,0.247824,2.55
87,2010-03-29,00:00:00.00,4.30174,0.342251,2.35
88,2010-03-30,00:00:00.00,4.13248,0.587967,2.71
89,2010-03-31,00:00:00.00,4.0266e-308,0.653822,2.8
90,2010-04-01,00:00:00.00,3.92117e-308,0.413508,2.65
91,2010-04-02,00:00:00.00,0.0104885,0.256745,2.44
92,2010-04-03,00:00:00.00,0.0020977,0.254934,2.22
93,2010-04-04,00:00:00.00,0.193951,0.254042,2.01
94,2010-04-05,00:00:00.00,0.363996,0.25318,1.84
95,2010-04-06,00:00:00.00,0.108895,0.252347,1.69
96,2010-04-07,00:00:00.00,16.5198,0.934616,2.17
97,2010-04-08,00:00:00.00,2.26587,1.87786,3.64
98,2010-04-09,00:00:00.00,24.5129,2.37294,16.4
99,2010-04-10,00:00:00.00,0.230374,3.0412,27.3
100,2010-04-11,00:00:00.00,0.0185021,1.94092,11.4
101,2010-04-12,00:00:00.00,0.293933,0.39799,6.64
102,2010-04-13,00:00:00.00,0,0.389096,4.97
103,2010-04-14,00:00:00.00,0,0.389128,3.9
104,2010-04-15,00:00:00.00,0,0.389236,3.22
105,2010-04-16,00:00:00.00,0,0.389418,2.77
106,2010-04-17,00:00:00.00,0.187891,0.389673,2.53
107,2010-04-18,00:00:00.00,0.772197,0.39,2.3
108,2010-04-19,00:00:00.00,0.236254,0.390398,2.1
109,2010-04-20,00:00:00.00,0,0.390866,1.89
110,2010-04-21,00:00:00.00,0,0.391402,1.66
111,2010-04-22,00:00:00.00,0,0.392006,1.49
112,2010-04-23,00:00:00.00,2.9855e-308,0.392676,1.37
113,2010-04-24,00:00:00.00,0,0.393411,1.26
114,2010-04-25,00:00:00.00,0,0.394211,1.2
115,2010-04-26,00:00:00.00,15.7653,1.10425,1.32
116,2010-04-27,00:00:00.00,0.461723,2.08369,1.74
117,2010-04-28,00:00:00.00,0.00031269,1.42199,1.6
118,2010-04-29,00:00:00.00,5.1004e-308,0.486078,1.19
119,2010-04-30,00:00:00.00,0.000108909,0.482683,1.04
120,2010-05-01,00:00:00.00,0.0136768,0.484744,0.953
121,2010-05-02,00:00:00.00,2.44855,0.486879,0.977
122,2010-05-03,00:00:00.00,0.252384,0.489087,1.03
123,2010-05-04,00:00:00.00,10.6,0.885996,1.42
124,2010-05-05,00:00:00.00,0.0362149,1.43207,5.64
125,2010-05-06,00:00:00.00,10.1924,1.45429,3.72
126,2010-05-07,00:00:00.00,0.633983,1.46939,2.71
127,2010-05-08,00:00:00.00,11.1843,1.62356,2.46
128,2010-05-09,00:00:00.00,20.8294,2.96272,35.7
129,2010-05-10,00:00:00.00,0.21569,4.07437,30.4
130,2010-05-11,00:00:00.00,0.000385052,2.41769,11.8
131,2010-05-12,00:00:00.00,4.91615,1.13387,6.45
132,2010-05-13,00:00:00.00,1.52543,1.35406,5.13
133,2010-05-14,00:00:00.00,10.6031,1.74386,4.4
134,2010-05-15,00:00:00.00,1.94594,2.26592,12.7
135,2010-05-16,00:00:00.00,0.0182355,1.82662,12.2
136,2010-05-17,00:00:00.00,0.000998018,1.19314,6.08
137,2010-05-18,00:00:00.00,0.00117948,1.20062,4.21
138,2010-05-19,00:00:00.00,0.0785673,1.21177,3.21
139,2010-05-20,00:00:00.00,6.331e-308,1.22286,2.57
140,2010-05-21,00:00:00.00,0.000964927,1.2339,2.08
141,2010-05-22,00:00:00.00,0.0067149,1.24487,1.73
142,2010-05-23,00:00:00.00,4.0005,1.27295,1.57
143,2010-05-24,00:00:00.00,0.414688,1.30723,1.59
144,2010-05-25,00:00:00.00,0.000344459,1.3035,1.45
145,2010-05-26,00:00:00.00,0.000124436,1.2933,1.19
146,2010-05-27,00:00:00.00,1.11089e-308,1.30373,1.04
147,2010-05-28,00:00:00.00,0.000562551,1.31416,0.905
148,2010-05-29,00:00:00.00,0.0320351,1.32447,0.801
149,2010-05-30,00:00:00.00,0.0694298,1.33466,0.731
150,2010-05-31,00:00:00.00,6.24262e-308,1.34471,0.634
151,2010-06-01,00:00:00.00,0.133936,1.35462,0.629
152,2010-06-02,00:00:00.00,9.12942,1.69387,0.766
153,2010-06-03,00:00:00.00,17.6342,3.0632,0.936
154,2010-06-04,00:00:00.00,9.37639,4.43558,1.45
155,2010-06-05,00:00:00.00,3.28393,3.85319,4.41
156,2010-06-06,00:00:00.00,7.6475,2.74808,4.22
157,2010-06-07,00:00:00.00,23.5355,4.18405,6.89
158,2010-06-08,00:00:00.00,0.000158697,6.04899,13.3
159,2010-06-09,00:00:00.00,0,4.61797,5.53
160,2010-06-10,00:00:00.00,13.731,3.77922,3.72
161,2010-06-11,00:00:00.00,3.38384,4.90821,6.23
162,2010-06-12,00:00:00.00,0.00183544,4.3301,9.75
163,2010-06-13,00:00:00.00,0.51802,3.46464,4.64
164,2010-06-14,00:00:00.00,0.506493,3.47552,2.95
165,2010-06-15,00:00:00.00,0.432641,3.48523,2.18
166,2010-06-16,00:00:00.00,0.00012111,3.49381,1.65
167,2010-06-17,00:00:00.00,12.8806,4.22318,1.61
168,2010-06-18,00:00:00.00,0.182483,5.20303,1.76
169,2010-06-19,00:00:00.00,0.0101856,4.72947,1.4
170,2010-06-20,00:00:00.00,0.0564348,4.00078,1.22
171,2010-06-21,00:00:00.00,0.0992611,3.999,1.14
172,2010-06-22,00:00:00.00,0,3.99622,1.01
173,2010-06-23,00:00:00.00,12.4768,4.64047,1.12
174,2010-06-24,00:00:00.00,0.187138,5.51653,1.66
175,2010-06-25,00:00:00.00,5.2571,5.13667,1.71
176,2010-06-26,00:00:00.00,6.78382e-308,4.54373,3.22
177,2010-06-27,00:00:00.00,3.43425,4.53413,3.6
178,2010-06-28,00:00:00.00,0.214746,4.49912,2.41
179,2010-06-29,00:00:00.00,26.2311,6.42831,30.5
180,2010-06-30,00:00:00.00,0.0558779,9.02009,26.9
181,2010-07-01,00:00:00.00,0,7.83132,7.7
182,2010-07-02,00:00:00.00,0.0210243,5.9615,3.66
183,2010-07-03,00:00:00.00,0,5.90812,2.69
184,2010-07-04,00:00:00.00,0,5.85514,2.06
185,2010-07-05,00:00:00.00,0,5.80259,1.72
186,2010-07-06,00:00:00.00,0.00032698,5.75046,1.51
187,2010-07-07,00:00:00.00,1.7446e-308,5.6988,1.23
188,2010-07-08,00:00:00.00,0.294485,5.6476,1.13
189,2010-07-09,00:00:00.00,2.78881,5.59688,0.976
190,2010-07-10,00:00:00.00,20.1249,6.93921,1.17
191,2010-07-11,00:00:00.00,0.00216763,8.76436,1.2
192,2010-07-12,00:00:00.00,0.698873,7.94711,1.06
193,2010-07-13,00:00:00.00,15.5952,7.6448,1.01
194,2010-07-14,00:00:00.00,0.201323,8.93838,0.968
195,2010-07-15,00:00:00.00,8.20318e-308,8.35513,1.32
196,2010-07-16,00:00:00.00,0.179193,7.39356,1.24
197,2010-07-17,00:00:00.00,16.3514,8.37771,1.08
198,2010-07-18,00:00:00.00,0.120493,9.75315,1.41
199,2010-07-19,00:00:00.00,0.36263,9.13032,1.51
200,2010-07-20,00:00:00.00,6.71446,8.22,1.53
201,2010-07-21,00:00:00.00,0.0322023,8.23979,1.34
202,2010-07-22,00:00:00.00,0.314596,8.11333,1.13
203,2010-07-23,00:00:00.00,0.0167638,7.94283,0.841
204,2010-07-24,00:00:00.00,19.8117,9.32471,2.34
205,2010-07-25,00:00:00.00,11.5655,12.0911,7.78
206,2010-07-26,00:00:00.00,0.3706,12.1226,5.22
207,2010-07-27,00:00:00.00,0.000231618,10.2934,2.86
208,2010-07-28,00:00:00.00,0.0193937,9.63355,1.84
209,2010-07-29,00:00:00.00,8.97619,9.72814,1.42
210,2010-07-30,00:00:00.00,0.0530828,9.99922,1.19
211,2010-07-31,00:00:00.00,0,9.76027,0.837
212,2010-08-01,00:00:00.00,0.642449,9.35148,0.664
213,2010-08-02,00:00:00.00,0.676455,9.14416,0.615
214,2010-08-03,00:00:00.00,0.118477,8.94673,0.602
215,2010-08-04,00:00:00.00,0.0437184,8.75848,0.485
216,2010-08-05,00:00:00.00,0.0213781,8.57874,0.659
217,2010-08-06,00:00:00.00,0.13387,8.40693,0.71
218,2010-08-07,00:00:00.00,0.240797,8.2425,0.666
219,2010-08-08,00:00:00.00,0.115396,8.08497,0.504
220,2010-08-09,00:00:00.00,3.68993,7.93388,0.496
221,2010-08-10,00:00:00.00,5.95848,7.87452,0.45
222,2010-08-11,00:00:00.00,0.0993122,7.83348,0.529
223,2010-08-12,00:00:00.00,0,7.70808,0.536
224,2010-08-13,00:00:00.00,1.8452e-308,7.57127,0.551
225,2010-08-14,00:00:00.00,2.1807e-308,7.43963,0.518
226,2010-08-15,00:00:00.00,0.0013624,7.31284,0.556
227,2010-08-16,00:00:00.00,0.124613,7.19064,0.862
228,2010-08-17,00:00:00.00,0.00172575,7.07277,0.596
229,2010-08-18,00:00:00.00,0,6.95898,0.434
230,2010-08-19,00:00:00.00,0.00313535,6.84905,0.365
231,2010-08-20,00:00:00.00,0.170084,6.74278,0.305
232,2010-08-21,00:00:00.00,0,6.63997,0.375
233,2010-08-22,00:00:00.00,2.95621,6.54045,0.34
234,2010-08-23,00:00:00.00,6.229,6.54359,0.356
235,2010-08-24,00:00:00.00,2.48455,6.61203,0.345
236,2010-08-25,00:00:00.00,0.226763,6.53318,0.355
237,2010-08-26,00:00:00.00,1.05164e-308,6.39105,0.322
238,2010-08-27,00:00:00.00,0.00241721,6.2986,0.313
239,2010-08-28,00:00:00.00,0.00121345,6.20894,0.33
240,2010-08-29,00:00:00.00,7.67184e-308,6.12193,0.206
241,2010-08-30,00:00:00.00,0,6.03745,0.202
242,2010-08-31,00:00:00.00,2.26711e-308,5.95539,0.185
243,2010-09-01,00:00:00.00,4.66008e-308,5.87563,0.152
244,2010-09-02,00:00:00.00,2.34092e-308,5.79807,0.162
245,2010-09-03,00:00:00.00,6.3206,5.81361,0.438
246,2010-09-04,00:00:00.00,13.2443,6.82562,1.01
247,2010-09-05,00:00:00.00,9.0459,8.41528,0.876
248,2010-09-06,00:00:00.00,5.30618,8.63279,1.1
249,2010-09-07,00:00:00.00,0.522665,7.69368,0.907
250,2010-09-08,00:00:00.00,0.505693,7.07509,0.626
251,2010-09-09,00:00:00.00,3.68105,6.96411,0.495
252,2010-09-10,00:00:00.00,2.17513,6.89666,0.445
253,2010-09-11,00:00:00.00,0.145691,6.79105,0.421
254,2010-09-12,00:00:00.00,0.567744,6.6815,0.403
255,2010-09-13,00:00:00.00,5.66082,6.68833,0.401
256,2010-09-14,00:00:00.00,1.11079,6.77856,0.417
257,2010-09-15,00:00:00.00,0.00528632,6.69272,0.393
258,2010-09-16,00:00:00.00,0.0222163,6.52598,0.367
259,2010-09-17,00:00:00.00,22.2641,8.17851,0.645
260,2010-09-18,00:00:00.00,0.0264505,10.4364,1.48
261,2010-09-19,00:00:00.00,0.321064,9.44164,1.04
262,2010-09-20,00:00:00.00,0.324149,7.81579,0.708
263,2010-09-21,00:00:00.00,0.0478469,7.66506,0.58
264,2010-09-22,00:00:00.00,0.00200467,7.5206,0.49
265,2010-09-23,00:00:00.00,2.23445,7.382,0.427
266,2010-09-24,00:00:00.00,0.259208,7.24892,0.458
267,2010-09-25,00:00:00.00,0.191937,7.12099,0.468
268,2010-09-26,00:00:00.00,2.16448,7.00044,0.425
269,2010-09-27,00:00:00.00,0.125233,6.88484,0.422
270,2010-09-28,00:00:00.00,2.86023,6.80442,0.43
271,2010-09-29,00:00:00.00,36.5076,10.2112,1.62
272,2010-09-30,00:00:00.00,0.529239,14.6116,6.59
273,2010-10-01,00:00:00.00,0.0179416,12.7057,4.44
274,2010-10-02,00:00:00.00,0.0568952,9.70451,2.71
275,2010-10-03,00:00:00.00,7.71523,9.88696,1.76
276,2010-10-04,00:00:00.00,0.278511,10.2864,1.59
277,2010-10-05,00:00:00.00,0.282419,9.98604,1.37
278,2010-10-06,00:00:00.00,0.612385,9.47538,1.18
279,2010-10-07,00:00:00.00,8.09348,9.6946,1.38
280,2010-10-08,00:00:00.00,0.222411,10.1355,1.47
281,2010-10-09,00:00:00.00,0.0140813,9.82804,1.2
282,2010-10-10,00:00:00.00,0,9.30388,1.01
283,2010-10-11,00:00:00.00,0.00348695,9.08463,0.881
284,2010-10-12,00:00:00.00,2.6001,8.91691,0.802
285,2010-10-13,00:00:00.00,0.59574,8.7651,0.819
286,2010-10-14,00:00:00.00,0.399534,8.58027,0.703
287,2010-10-15,00:00:00.00,21.3147,10.3758,1.99
288,2010-10-16,00:00:00.00,0.034014,12.8317,2.71
289,2010-10-17,00:00:00.00,0.000120656,11.7619,1.9
290,2010-10-18,00:00:00.00,4.6721e-308,9.99439,1.36
291,2010-10-19,00:00:00.00,0.0196675,9.73933,1.08
292,2010-10-20,00:00:00.00,0.0712508,9.49827,0.955
293,2010-10-21,00:00:00.00,0.00224049,9.27006,0.863
294,2010-10-22,00:00:00.00,12.118,10.0352,1.01
295,2010-10-23,00:00:00.00,1.91554,11.2683,1.47
296,2010-10-24,00:00:00.00,3.66865,10.8731,1.43
297,2010-10-25,00:00:00.00,6.48742,10.5408,2.02
298,2010-10-26,00:00:00.00,0.582037,10.7865,4.8
299,2010-10-27,00:00:00.00,10.3222,11.0769,4.8
300,2010-10-28,00:00:00.00,0.851888,11.711,4.84
301,2010-10-29,00:00:00.00,0.786319,11.2241,4.85
302,2010-10-30,00:00:00.00,1.64913,10.4586,3.43
303,2010-10-31,00:00:00.00,0.0179736,10.2192,2.4
304,2010-11-01,00:00:00.00,0.0221564,9.96015,1.88
305,2010-11-02,00:00:00.00,0.00104938,9.70928,1.55
306,2010-11-03,00:00:00.00,0.000195514,9.47202,1.31
307,2010-11-04,00:00:00.00,1.38622,9.2644,1.16
308,2010-11-05,00:00:00.00,1.22211,9.08599,1.1
309,2010-11-06,00:00:00.00,0.812606,8.90222,1.08
310,2010-11-07,00:00:00.00,0.0172568,8.70884,1.03
311,2010-11-08,00:00:00.00,0.000940812,8.52179,0.905
312,2010-11-09,00:00:00.00,0.00111187,8.3434,0.825
313,2010-11-10,00:00:00.00,0,8.17308,0.744
314,2010-11-11,00:00:00.00,0,8.01026,0.676
315,2010-11-12,00:00:00.00,0,7.85443,0.659
316,2010-11-13,00:00:00.00,0,7.70513,0.657
317,2010-11-14,00:00:00.00,0.171038,7.56194,0.649
318,2010-11-15,00:00:00.00,1.72572,7.45755,0.636
319,2010-11-16,00:00:00.00,0.0197313,7.36344,0.601
320,2010-11-17,00:00:00.00,0.70771,7.23983,0.634
321,2010-11-18,00:00:00.00,17.3252,8.58427,1.44
322,2010-11-19,00:00:00.00,2.1212,10.586,2.28
323,2010-11-20,00:00:00.00,0.121162,9.82808,2.25
324,2010-11-21,00:00:00.00,4.335e-308,8.38767,1.86
325,2010-11-22,00:00:00.00,0.00474617,8.21383,1.64
326,2010-11-23,00:00:00.00,8.64906,8.62188,1.51
327,2010-11-24,00:00:00.00,7.50481,10.0085,3.28
328,2010-11-25,00:00:00.00,0.0437139,10.3505,5.19
329,2010-11-26,00:00:00.00,0.726993,9.36132,4.13
330,2010-11-27,00:00:00.00,11.4946,8.98686,5.18
331,2010-11-28,00:00:00.00,2.93746,9.06573,5.85
332,2010-11-29,00:00:00.00,0.258184,8.91555,4.5
333,2010-11-30,00:00:00.00,0.0327821,8.65417,3.14
334,2010-12-01,00:00:00.00,14.7601,9.77777,4.71
335,2010-12-02,00:00:00.00,8.7395,12.6139,32.6
336,2010-12-03,00:00:00.00,2.22415,13.2029,24.1
337,2010-12-04,00:00:00.00,1.32609,11.3572,9.4
338,2010-12-05,00:00:00.00,0.794473,10.3974,5.89
339,2010-12-06,00:00:00.00,0.419477,10.1209,4.67
340,2010-12-07,00:00:00.00,10.9689,9.86026,3.76
341,2010-12-08,00:00:00.00,4.10667,9.61402,2.9
342,2010-12-09,00:00:00.00,6.47604,9.38103,2.38
343,2010-12-10,00:00:00.00,1.98509,9.16021,2.07
344,2010-12-11,00:00:00.00,2.36866,8.95059,2.2
345,2010-12-12,00:00:00.00,0.637544,8.75133,2
346,2010-12-13,00:00:00.00,15.9537,9.10691,1.82
347,2010-12-14,00:00:00.00,3.81474,9.70581,1.66
348,2010-12-15,00:00:00.00,1.00489,9.36179,1.58
349,2010-12-16,00:00:00.00,3.89707,8.77384,1.48
350,2010-12-17,00:00:00.00,2.55596,8.58298,1.53
351,2010-12-18,00:00:00.00,2.98811,8.40108,1.58
352,2010-12-19,00:00:00.00,0.740921,8.2275,1.54
353,2010-12-20,00:00:00.00,0.763965,8.06166,1.5
354,2010-12-21,00:00:00.00,0.591331,7.90303,1.44
355,2010-12-22,00:00:00.00,0.330929,7.75113,1.4
356,2010-12-23,00:00:00.00,0.0518824,7.60551,1.38
357,2010-12-24,00:00:00.00,0.0115208,7.46579,1.33
358,2010-12-25,00:00:00.00,0.032525,7.33159,1.28
359,2010-12-26,00:00:00.00,0.000172782,7.20257,1.26
360,2010-12-27,00:00:00.00,0.0197431,7.07842,1.22
361,2010-12-28,00:00:00.00,0.0347976,6.95885,1.18
362,2010-12-29,00:00:00.00,0.204989,6.84361,1.24
363,2010-12-30,00:00:00.00,0.231132,6.73245,1.22
364,2010-12-31,00:00:00.00,0.294582,6.62513,1.21
365,2011-01-01,00:00:00.00,1.9336,6.55595,1.4
366,2011-01-02,00:00:00.00,12.2344,7.48284,32.5
367,2011-01-03,00:00:00.00,0.880435,8.63472,107
368,2011-01-04,00:00:00.00,1.06622,8.02322,25.8
369,2011-01-05,00:00:00.00,4.99564,7.14044,12.7
370,2011-01-06,00:00:00.00,7.91081,7.01728,8.11
371,2011-01-07,00:00:00.00,3.53937,6.89868,5.79
372,2011-01-08,00:00:00.00,3.61883,6.78438,4.58
373,2011-01-09,00:00:00.00,0.223538,6.67413,3.8
374,2011-01-10,00:00:00.00,0.410184,6.56771,3.32
375,2011-01-11,00:00:00.00,0.471877,6.46492,2.94
376,2011-01-12,00:00:00.00,1.04871,6.36555,2.59
377,2011-01-13,00:00:00.00,9.23256,6.26943,2.3
378,2011-01-14,00:00:00.00,0.957861,6.17639,2.07
379,2011-01-15,00:00:00.00,1.29442,6.08628,1.91
380,2011-01-16,00:00:00.00,9.85477,5.99895,1.77
381,2011-01-17,00:00:00.00,1.1397,5.91427,1.66
382,2011-01-18,00:00:00.00,0.0571036,5.83211,1.61
383,2011-01-19,00:00:00.00,0.948616,5.75235,1.58
384,2011-01-20,00:00:00.00,0.695689,5.67489,1.51
385,2011-01-21,00:00:00.00,1.22923,5.59961,1.43
386,2011-01-22,00:00:00.00,8.67366,5.52642,1.37
387,2011-01-23,00:00:00.00,3.35379,5.45522,1.31
388,2011-01-24,00:00:00.00,1.00098,5.38594,1.25
389,2011-01-25,00:00:00.00,0.774792,5.31849,1.19
390,2011-01-26,00:00:00.00,1.06465,5.25279,1.15
391,2011-01-27,00:00:00.00,0.238275,5.18877,1.11
392,2011-01-28,00:00:00.00,2.01684,5.12637,1.08
393,2011-01-29,00:00:00.00,1.76425,5.06551,1.06
394,2011-01-30,00:00:00.00,2.6281,5.00614,1.04
395,2011-01-31,00:00:00.00,0.730245,4.9482,1.02
396,2011-02-01,00:00:00.00,0.0457778,4.89163,0.996
397,2011-02-02,00:00:00.00,0.673236,4.83639,0.977
398,2011-02-03,00:00:00.00,15.4725,4.78242,0.957
399,2011-02-04,00:00:00.00,0.351296,4.72967,0.926
400,2011-02-05,00:00:00.00,0.0103962,4.67812,0.915
401,2011-02-06,00:00:00.00,4.28547,4.6277,0.914
402,2011-02-07,00:00:00.00,4.69868,4.57838,0.925
403,2011-02-08,00:00:00.00,1.53204,4.53012,0.916
404,2011-02-09,00:00:00.00,0.213771,4.48289,0.897
405,2011-02-10,00:00:00.00,0.26813,4.43665,0.887
406,2011-02-11,00:00:00.00,0.125765,4.39137,0.878
407,2011-02-12,00:00:00.00,0.702503,4.34702,0.862
408,2011-02-13,00:00:00.00,6.84596,4.30356,0.847
409,2011-02-14,00:00:00.00,2.33238,4.26097,0.858
410,2011-02-15,00:00:00.00,0.0580995,4.21922,0.876
411,2011-02-16,00:00:00.00,4.8e-308,4.17829,0.873
412,2011-02-17,00:00:00.00,0.159318,4.13814,0.853
413,2011-02-18,00:00:00.00,0.195328,4.09876,0.971
414,2011-02-19,00:00:00.00,0.336374,4.06012,16.9
415,2011-02-20,00:00:00.00,0.810913,4.0222,65.4
416,2011-02-21,00:00:00.00,0.0323629,3.98498,39.1
417,2011-02-22,00:00:00.00,9.6078,3.94844,21.4
418,2011-02-23,00:00:00.00,5.51608e-308,3.91255,11.4
419,2011-02-24,00:00:00.00,0.00533982,3.87731,10.3
420,2011-02-25,00:00:00.00,2.90401,3.84269,8.49
421,2011-02-26,00:00:00.00,0.932613,3.80867,6.68
422,2011-02-27,00:00:00.00,3.82332,3.77524,4.67
423,2011-02-28,00:00:00.00,7.95437,3.75227,4.55
424,2011-03-01,00:00:00.00,17.1904,4.04191,6.96
425,2011-03-02,00:00:00.00,0.00204477,4.4232,15.2
426,2011-03-03,00:00:00.00,0.0910543,4.21408,11.8
427,2011-03-04,00:00:00.00,0.0137239,3.90187,7.39
428,2011-03-05,00:00:00.00,3.35151,3.86796,5.17
429,2011-03-06,00:00:00.00,27.8603,5.5687,26.2
430,2011-03-07,00:00:00.00,7.55933,7.88455,81.3
431,2011-03-08,00:00:00.00,0,6.76952,34.2
432,2011-03-09,00:00:00.00,0,5.02469,18.5
433,2011-03-10,00:00:00.00,8.85248,5.02081,12.5
434,2011-03-11,00:00:00.00,11.0398,5.70481,27.9
435,2011-03-12,00:00:00.00,21.4231,7.26438,89.3
436,2011-03-13,00:00:00.00,1.00151,7.76465,45.6
437,2011-03-14,00:00:00.00,0.921286,6.69588,21.7
438,2011-03-15,00:00:00.00,0.0273051,5.98429,13.8
439,2011-03-16,00:00:00.00,0.115437,5.89574,11.6
440,2011-03-17,00:00:00.00,6.56071,5.91363,22.5
441,2011-03-18,00:00:00.00,0.000558292,6.02527,63.1
442,2011-03-19,00:00:00.00,0.448664,5.95757,115
443,2011-03-20,00:00:00.00,0.07286,5.79766,70.4
444,2011-03-21,00:00:00.00,9.33789e-308,5.71496,24
445,2011-03-22,00:00:00.00,8.08543,5.99419,18.9
